energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.53176588,1.95639849,0.58041675,0.44542013,0.00271097,0.23582734,1.07547128,0.00000000,0.65295258,0.36219362
-5.52576288,1.98703843,0.59799609,0.44411210,0.00265025,0.24240816,1.09522134,0.00000000,0.67399325,0.36599566
-5.51975988,2.01202049,0.61361638,0.44132540,0.00257551,0.24787310,1.11150817,0.00000000,0.69304129,0.36921037
-5.51375688,2.03108746,0.62706544,0.43708566,0.00248838,0.25215891,1.12410613,0.00000000,0.70988720,0.37185499
-5.50775388,2.04404427,0.63815558,0.43143978,0.00239069,0.25522022,1.13282973,0.00000000,0.72434001,0.37394939
-5.50175088,2.05075755,0.64672699,0.42445446,0.00228445,0.25702985,1.13753632,0.00000000,0.73622942,0.37551384
-5.49574787,2.05115398,0.65265056,0.41621398,0.00217172,0.25757869,1.13812794,0.00000000,0.74540777,0.37656668
-5.48974487,2.04521755,0.65583024,0.40681750,0.00205461,0.25687510,1.13455257,0.00000000,0.75175181,0.37712203
-5.48374187,2.03298661,0.65620474,0.39637607,0.00193516,0.25494405,1.12680478,0.00000000,0.75516459,0.37718797
-5.47773887,2.01455102,0.65374892,0.38500937,0.00181535,0.25182588,1.11492606,0.00000000,0.75557732,0.37676503
-5.47173587,1.99004986,0.64847463,0.37284261,0.00169700,0.24757491,1.09900499,0.00000000,0.75295126,0.37584548
-5.46573287,1.95967006,0.64043119,0.36000362,0.00158177,0.24225788,1.07917717,0.00000000,0.74727962,0.37441327
-5.45972986,1.92364606,0.62970545,0.34662025,0.00147111,0.23595233,1.05562506,0.00000000,0.73858942,0.37244490
-5.45372686,1.88226056,0.61642143,0.33281832,0.00136626,0.22874500,1.02857766,0.00000000,0.72694316,0.36991101
-5.44772386,1.83584609,0.60073946,0.31872011,0.00126825,0.22073020,0.99830991,0.00000000,0.71244004,0.36677884
-5.44172086,1.78478730,0.58285486,0.30444334,0.00117787,0.21200819,0.96514167,0.00000000,0.69521682,0.36301535
-5.43571786,1.72952331,0.56299602,0.29010075,0.00109576,0.20268373,0.92943618,0.00000000,0.67544786,0.35859087
-5.42971486,1.67054981,0.54142184,0.27580010,0.00102234,0.19286457,0.89159771,0.00000000,0.65334438,0.35348303
-5.42371186,1.60842039,0.51841857,0.26164463,0.00095794,0.18266005,0.85206836,0.00000000,0.62915272,0.34768081
-5.41770885,1.54374645,0.49429592,0.24773365,0.00090275,0.17217972,0.81132380,0.00000000,0.60315150,0.34118855
-5.41170585,1.47719548,0.46938255,0.23416337,0.00085691,0.16153201,0.76986791,0.00000000,0.57564776,0.33402939
-5.40570285,1.40948715,0.44402092,0.22102768,0.00082051,0.15082293,0.72822632,0.00000000,0.54697200,0.32624833
-5.39969985,1.34138722,0.41856163,0.20841888,0.00079366,0.14015482,0.68693891,0.00000000,0.51747224,0.31791431
-5.39369685,1.27369910,0.39335738,0.19642807,0.00077647,0.12962516,0.64655133,0.00000000,0.48750738,0.30912155
-5.38769385,1.20725312,0.36875661,0.18514546,0.00076911,0.11932538,0.60760584,0.00000000,0.45743989,0.29998967
-5.38169085,1.14289387,0.34509708,0.17466012,0.00077182,0.10933984,0.57063166,0.00000000,0.42762825,0.29066291
-5.37568784,1.08146598,0.32269963,0.16505956,0.00078489,0.09974492,0.53613507,0.00000000,0.39841931,0.28130816
-5.36968484,1.02379859,0.30186207,0.15642886,0.00080868,0.09060818,0.50458965,0.00000000,0.37014099,0.27211210
-5.36368184,0.97068947,0.28285368,0.14884955,0.00084361,0.08198778,0.47642691,0.00000000,0.34309542,0.26327741
-5.35767884,0.92288893,0.26591028,0.14239820,0.00089010,0.07393208,0.45202766,0.00000000,0.31755297,0.25501833
-5.35167584,0.88108445,0.25123006,0.13714488,0.00094860,0.06647938,0.43171430,0.00000000,0.29374728,0.24755568
-5.34567284,0.84588649,0.23897033,0.13315151,0.00101951,0.05965798,0.41574436,0.00000000,0.27187147,0.24111158
-5.33966983,0.81781592,0.22924528,0.13047019,0.00110315,0.05348636,0.40430546,0.00000000,0.25207572,0.23590415
-5.33366683,0.79729366,0.22212462,0.12914171,0.00119973,0.04797366,0.39751177,0.00000000,0.23446617,0.23214230
-5.32766383,0.78463277,0.21763342,0.12919412,0.00130931,0.04312021,0.39540210,0.00000000,0.21910526,0.23002093
-5.32166083,0.78003334,0.21575281,0.13064166,0.00143170,0.03891838,0.39793973,0.00000000,0.20601333,0.22971665
-5.31565783,0.78358015,0.21642176,0.13348394,0.00156650,0.03535338,0.40501379,0.00000000,0.19517143,0.23138419
-5.30965483,0.79524339,0.21953967,0.13770555,0.00171303,0.03240424,0.41644232,0.00000000,0.18652526,0.23515360
-5.30365183,0.81488211,0.22496981,0.14327595,0.00187029,0.03004480,0.43197681,0.00000000,0.17998981,0.24112830
-5.29764882,0.84225033,0.23254345,0.15014989,0.00203695,0.02824469,0.45130811,0.00000000,0.17545480,0.24938405
-5.29164582,0.87700556,0.24206452,0.15826806,0.00221136,0.02697028,0.47407360,0.00000000,0.17279040,0.25996870
-5.28564282,0.91871932,0.25331479,0.16755818,0.00239158,0.02618559,0.49986535,0.00000000,0.17185318,0.27290279
-5.27963982,0.96688928,0.26605928,0.17793639,0.00257534,0.02585305,0.52823910,0.00000000,0.17249194,0.28818080
-5.27363682,1.02095247,0.28005182,0.18930879,0.00276012,0.02593422,0.55872385,0.00000000,0.17455321,0.30577296
-5.26763382,1.08029922,0.29504070,0.20157326,0.00294318,0.02639038,0.59083177,0.00000000,0.17788630,0.32562740
-5.26163082,1.14428709,0.31077407,0.21462128,0.00312166,0.02718301,0.62406814,0.00000000,0.18234760,0.34767259
-5.25562781,1.21225458,0.32700511,0.22833976,0.00329258,0.02827412,0.65794123,0.00000000,0.18780402,0.37181978
-5.24962481,1.28353376,0.34349678,0.24261290,0.00345299,0.02962656,0.69197157,0.00000000,0.19413550,0.39796534
-5.24362181,1.35746184,0.36002592,0.25732380,0.00360000,0.03120421,0.72570067,0.00000000,0.20123653,0.42599286
-5.23761881,1.43339092,0.37638684,0.27235596,0.00373090,0.03297208,0.75869877,0.00000000,0.20901663,0.45577481
-5.23161581,1.51069593,0.39239399,0.28759452,0.00384320,0.03489638,0.79057148,0.00000000,0.21739981,0.48717379
-5.22561281,1.58878050,0.40788397,0.30292726,0.00393477,0.03694461,0.82096520,0.00000000,0.22632317,0.52004326
-5.21960980,1.66708071,0.42271654,0.31824536,0.00400385,0.03908552,0.84957121,0.00000000,0.23573468,0.55422768
-5.21360680,1.74506678,0.43677495,0.33344389,0.00404912,0.04128919,0.87612835,0.00000000,0.24559041,0.58956225
-5.20760380,1.82224290,0.44996535,0.34842214,0.00406977,0.04352699,0.90042432,0.00000000,0.25585129,0.62587223
-5.20160080,1.89814552,0.46221551,0.36308375,0.00406549,0.04577167,0.92229569,0.00000000,0.26647968,0.66297192
-5.19559780,1.97234043,0.47347301,0.37733680,0.00403648,0.04799734,0.94162682,0.00000000,0.27743601,0.70066357
-5.18959480,2.04441904,0.48370278,0.39109383,0.00398346,0.05017960,0.95834760,0.00000000,0.28867563,0.73873634
-5.18359180,2.11399448,0.49288453,0.40427200,0.00390763,0.05229555,0.97243063,0.00000000,0.30014616,0.77696546
-5.17758879,2.18069787,0.50100984,0.41679327,0.00381061,0.05432388,0.98388766,0.00000000,0.31178543,0.81511176
-5.17158579,2.24417535,0.50807947,0.42858487,0.00369442,0.05624499,0.99276587,0.00000000,0.32352030,0.85292192
-5.16558279,2.30408623,0.51410069,0.43957994,0.00356136,0.05804100,0.99914399,0.00000000,0.33526624,0.89012931
-5.15957979,2.36010261,0.51908516,0.44971847,0.00341399,0.05969593,1.00312857,0.00000000,0.34692792,0.92645578
-5.15357679,2.41191073,0.52304714,0.45894853,0.00325497,0.06119565,1.00485068,0.00000000,0.35840068,0.96161427
-5.14757379,2.45921412,0.52600236,0.46722764,0.00308708,0.06252807,1.00446289,0.00000000,0.36957276,0.99531242
-5.14157079,2.50173850,0.52796752,0.47452446,0.00291303,0.06368310,1.00213689,0.00000000,0.38032834,1.02725693
-5.13556778,2.53923818,0.52896041,0.48082050,0.00273548,0.06465274,0.99806156,0.00000000,0.39055099,1.05715884
-5.12956478,2.57150374,0.52900061,0.48611179,0.00255692,0.06543111,0.99244150,0.00000000,0.40012754,1.08473922
-5.12356178,2.59837039,0.52811069,0.49041054,0.00237962,0.06601445,0.98549585,0.00000000,0.40895197,1.10973535
-5.11755878,2.61972645,0.52631781,0.49374639,0.00220560,0.06640116,0.97745728,0.00000000,0.41692919,1.13190702
-5.11155578,2.63552140,0.52365546,0.49616735,0.00203660,0.06659175,0.96857085,0.00000000,0.42397845,1.15104258
-5.10555278,2.64577267,0.52016524,0.49774007,0.00187405,0.06658885,0.95909258,0.00000000,0.43003617,1.16696466
-5.09954977,2.65057070,0.51589849,0.49854952,0.00171909,0.06639715,0.94928749,0.00000000,0.43505796,1.17953504
-5.09354677,2.65008143,0.51091741,0.49869782,0.00157254,0.06602332,0.93942681,0.00000000,0.43901988,1.18865861
-5.08754377,2.64454603,0.50529579,0.49830227,0.00143496,0.06547588,0.92978436,0.00000000,0.44191859,1.19428599
-5.08154077,2.63427729,0.49911895,0.49749246,0.00130663,0.06476510,0.92063179,0.00000000,0.44377066,1.19641491
-5.07553777,2.61965267,0.49248285,0.49640659,0.00118762,0.06390282,0.91223292,0.00000000,0.44461086,1.19508990
-5.06953477,2.60110403,0.48549249,0.49518704,0.00107779,0.06290216,0.90483700,0.00000000,0.44448962,1.19040062
-5.06353177,2.57910422,0.47825937,0.49397533,0.00097687,0.06177736,0.89867129,0.00000000,0.44346984,1.18247852
-5.05752876,2.55415128,0.47089826,0.49290659,0.00088445,0.06054342,0.89393298,0.00000000,0.44162313,1.17149234
-5.05152576,2.52675053,0.46352342,0.49210397,0.00080003,0.05921578,0.89078111,0.00000000,0.43902579,1.15764224
-5.04552276,2.49739576,0.45624427,0.49167300,0.00072308,0.05781001,0.88932855,0.00000000,0.43575473,1.14115322
-5.03951976,2.46655022,0.44916104,0.49169634,0.00065301,0.05634146,0.88963480,0.00000000,0.43188354,1.12226777
-5.03351676,2.43462844,0.44236031,0.49222914,0.00058927,0.05482489,0.89169987,0.00000000,0.42747895,1.10123842
-5.02751376,2.40197998,0.43591099,0.49329532,0.00053127,0.05327418,0.89545975,0.00000000,0.42259786,1.07832024
-5.02151076,2.36887584,0.42986083,0.49488486,0.00047851,0.05170203,0.90078391,0.00000000,0.41728516,1.05376391
-5.01550775,2.33549851,0.42423373,0.49695256,0.00043048,0.05011973,0.90747507,0.00000000,0.41157231,1.02780941
-5.00950475,2.30193608,0.41902798,0.49941802,0.00038674,0.04853700,0.91527145,0.00000000,0.40547691,1.00068081
-5.00350175,2.26818093,0.41421575,0.50216731,0.00034688,0.04696183,0.92385172,0.00000000,0.39900310,0.97258220
-4.99749875,2.23413311,0.40974361,0.50505593,0.00031056,0.04540050,0.93284231,0.00000000,0.39214288,0.94369501
-4.99149575,2.19960823,0.40553437,0.50791329,0.00027746,0.04385761,0.94182733,0.00000000,0.38487820,0.91417663
-4.98549275,2.16434962,0.40148996,0.51054833,0.00024730,0.04233612,0.95036030,0.00000000,0.37718359,0.88416046
-4.97948974,2.12804403,0.39749535,0.51275617,0.00021986,0.04083759,0.95797768,0.00000000,0.36902932,0.85375718
-4.97348674,2.09034020,0.39342328,0.51432553,0.00019491,0.03936235,0.96421342,0.00000000,0.36038483,0.82305710
-4.96748374,2.05086941,0.38913964,0.51504656,0.00017227,0.03790976,0.96861409,0.00000000,0.35122216,0.79213338
-4.96148074,2.00926689,0.38450912,0.51471881,0.00015178,0.03647853,0.97075395,0.00000000,0.34151929,0.76104588
-4.95547774,1.96519324,0.37940099,0.51315895,0.00013327,0.03506694,0.97024926,0.00000000,0.33126316,0.72984540
-4.94947474,1.91835477,0.37369469,0.51020809,0.00011661,0.03367320,0.96677149,0.00000000,0.32045225,0.69857794
-4.94347174,1.86852197,0.36728503,0.50573827,0.00010167,0.03229571,0.96005870,0.00000000,0.30909856,0.66728890
-4.93746873,1.81554528,0.36008671,0.49965792,0.00008831,0.03093328,0.94992479,0.00000000,0.29722892,0.63602685
-4.93146573,1.75936762,0.35203800,0.49191626,0.00007642,0.02958542,0.93626633,0.00000000,0.28488564,0.60484680
-4.92546273,1.70003329,0.34310358,0.48250628,0.00006588,0.02825246,0.91906672,0.00000000,0.27212641,0.57381282
-4.91945973,1.63769307,0.33327620,0.47146650,0.00005657,0.02693576,0.89839764,0.00000000,0.25902362,0.54299986
-4.91345673,1.57260536,0.32257743,0.45888127,0.00004839,0.02563774,0.87441789,0.00000000,0.24566299,0.51249483
-4.90745373,1.50513372,0.31105724,0.44487986,0.00004123,0.02436200,0.84736960,0.00000000,0.23214176,0.48239698
-4.90145073,1.43574091,0.29879271,0.42963426,0.00003499,0.02311332,0.81757227,0.00000000,0.21856653,0.45281747
-4.89544772,1.36497993,0.28588580,0.41335594,0.00002958,0.02189761,0.78541476,0.00000000,0.20505072,0.42387837
-4.88944472,1.29348255,0.27246036,0.39629162,0.00002491,0.02072186,0.75134562,0.00000000,0.19171199,0.39571117
-4.88344172,1.22194571,0.25865858,0.37871832,0.00002090,0.01959405,0.71586222,0.00000000,0.17866953,0.36845475
-4.87743872,1.15111645,0.24463693,0.36093765,0.00001746,0.01852299,0.67949888,0.00000000,0.16604148,0.34225314
-4.87143572,1.08177575,0.23056180,0.34326973,0.00001453,0.01751813,0.64281453,0.00000000,0.15394239,0.31725299
-4.86543272,1.01472178,0.21660504,0.32604667,0.00001205,0.01658941,0.60638016,0.00000000,0.14248093,0.29360091
-4.85942971,0.95075293,0.20293944,0.30960584,0.00000995,0.01574696,0.57076626,0.00000000,0.13175783,0.27144071
-4.85342671,0.89065088,0.18973436,0.29428298,0.00000818,0.01500087,0.53653073,0.00000000,0.12186403,0.25091066
-4.84742371,0.83516405,0.17715150,0.28040528,0.00000670,0.01436088,0.50420715,0.00000000,0.11287914,0.23214069
-4.84142071,0.78499156,0.16534111,0.26828443,0.00000546,0.01383609,0.47429393,0.00000000,0.10487006,0.21524966
-4.83541771,0.74076792,0.15443846,0.25820974,0.00000444,0.01343461,0.44724410,0.00000000,0.09788993,0.20034263
-4.82941471,0.70304851,0.14456079,0.25044144,0.00000359,0.01316326,0.42345615,0.00000000,0.09197722,0.18750822
-4.82341171,0.67229608,0.13580474,0.24520419,0.00000289,0.01302719,0.40326583,0.00000000,0.08715507,0.17681598
-4.81740870,0.64886829,0.12824427,0.24268078,0.00000232,0.01302961,0.38693903,0.00000000,0.08343077,0.16831387
-4.81140570,0.63300665,0.12192911,0.24300643,0.00000185,0.01317146,0.37466583,0.00000000,0.08079545,0.16202586
-4.80540270,0.62482694,0.11688372,0.24626346,0.00000147,0.01345120,0.36655579,0.00000000,0.07922393,0.15794971
-4.79939970,0.62431143,0.11310687,0.25247681,0.00000116,0.01386452,0.36263465,0.00000000,0.07867486,0.15605491
-4.79339670,0.63130327,0.11057163,0.26161036,0.00000091,0.01440431,0.36284247,0.00000000,0.07909094,0.15628109
-4.78739370,0.64550335,0.10922611,0.27356445,0.00000072,0.01506049,0.36703335,0.00000000,0.08039952,0.15853677
-4.78139070,0.66647003,0.10899457,0.28817463,0.00000056,0.01582010,0.37497698,0.00000000,0.08251345,0.16269865
-4.77538769,0.69362211,0.10977916,0.30521205,0.00000043,0.01666741,0.38636193,0.00000000,0.08533222,0.16861165
-4.76938469,0.72624533,0.11146225,0.32438544,0.00000033,0.01758412,0.40080104,0.00000000,0.08874349,0.17608965
-4.76338169,0.76350269,0.11390908,0.34534506,0.00000025,0.01854967,0.41783865,0.00000000,0.09262492,0.18491718
-4.75737869,0.80444863,0.11697108,0.36768852,0.00000019,0.01954171,0.43695999,0.00000000,0.09684641,0.19485199
-4.75137569,0.84804718,0.12048942,0.39096861,0.00000015,0.02053654,0.45760239,0.00000000,0.10127262,0.20562870
-4.74537269,0.89319373,0.12429900,0.41470298,0.00000011,0.02150972,0.47916835,0.00000000,0.10576582,0.21696333
-4.73936968,0.93874016,0.12823262,0.43838554,0.00000008,0.02243671,0.50104004,0.00000000,0.11018896,0.22855887
-4.73336668,0.98352267,0.13212527,0.46149928,0.00000006,0.02329353,0.52259503,0.00000000,0.11440888,0.24011156
-4.72736368,1.02639153,0.13581850,0.48353018,0.00000005,0.02405741,0.54322271,0.00000000,0.11829953,0.25131793
-4.72136068,1.06624180,0.13916453,0.50398168,0.00000003,0.02470751,0.56234098,0.00000000,0.12174525,0.26188215
-4.71535768,1.10204397,0.14203024,0.52238924,0.00000002,0.02522545,0.57941250,0.00000000,0.12464372,0.27152371
-4.70935468,1.13287328,0.14430065,0.53833439,0.00000002,0.02559593,0.59396006,0.00000000,0.12690870,0.27998486
-4.70335168,1.15793659,0.14588192,0.55145771,0.00000001,0.02580712,0.60558033,0.00000000,0.12847234,0.28703773
-4.69734867,1.17659555,0.14670369,0.56147004,0.00000001,0.02585102,0.61395550,0.00000000,0.12928692,0.29249066
-4.69134567,1.18838513,0.14672070,0.56816161,0.00000001,0.02572366,0.61886223,0.00000000,0.12932604,0.29619361
-4.68534267,1.19302653,0.14591356,0.57140847,0.00000001,0.02542516,0.62017755,0.00000000,0.12858511,0.29804223
-4.67933967,1.19043383,0.14428876,0.57117587,0.00000000,0.02495964,0.61788140,0.00000000,0.12708115,0.29798051
-4.67333667,1.18071405,0.14187778,0.56751858,0.00000000,0.02433504,0.61205560,0.00000000,0.12485188,0.29600179
-4.66733367,1.16416049,0.13873543,0.56057786,0.00000000,0.02356277,0.60287930,0.00000000,0.12195416,0.29214821
-4.66133067,1.14123955,0.13493746,0.55057537,0.00000000,0.02265727,0.59062116,0.00000000,0.11846181,0.28650831
-4.65532766,1.11257163,0.13057753,0.53780413,0.00000000,0.02163547,0.57562831,0.00000000,0.11446286,0.27921331
-4.64932466,1.07890693,0.12576367,0.52261706,0.00000000,0.02051622,0.55831284,0.00000000,0.11005645,0.27043178
-4.64332166,1.04109712,0.12061442,0.50541348,0.00000001,0.01931968,0.53913623,0.00000000,0.10534939,0.26036327
