energy_ev,total_up,Cr_p_up,Cr_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.74187094,1.72530025,0.63795920,0.34963257,0.97105886,0.33152207,0.02147979,0.38773637,0.70757269,0.00000000
-5.73586793,1.73863586,0.63973356,0.35115792,0.97204530,0.33473649,0.02176062,0.39335813,0.70481577,0.00000000
-5.72986493,1.76039485,0.64446230,0.35345021,0.97841535,0.33999320,0.02197313,0.40077342,0.70588118,0.00000000
-5.72386193,1.79058077,0.65211765,0.35653915,0.99027229,0.34730907,0.02211284,0.41001440,0.71075443,0.00000000
-5.71785893,1.82903323,0.66264669,0.36043554,1.00762475,0.35666094,0.02217608,0.42107296,0.71935954,0.00000000
-5.71185593,1.87543428,0.67597255,0.36513051,1.03038788,0.36798620,0.02215999,0.43390163,0.73156270,0.00000000
-5.70585293,1.92931730,0.69199504,0.37059523,1.05838574,0.38118401,0.02206265,0.44841520,0.74717643,0.00000000
-5.69984992,1.99007788,0.71059081,0.37678106,1.09135464,0.39611706,0.02188311,0.46449297,0.76596414,0.00000000
-5.69384692,2.05698670,0.73161308,0.38362019,1.12894763,0.41261388,0.02162146,0.48198162,0.78764485,0.00000000
-5.68784392,2.12920398,0.75489106,0.39102691,1.17074012,0.43047169,0.02127891,0.50069850,0.81189821,0.00000000
-5.68184092,2.20579544,0.78022921,0.39889927,1.21623667,0.44945977,0.02085775,0.52043544,0.83836967,0.00000000
-5.67583792,2.28574948,0.80740650,0.40712132,1.26487912,0.46932332,0.02036140,0.54096289,0.86667579,0.00000000
-5.66983492,2.36799539,0.83617589,0.41556578,1.31605602,0.48978791,0.01979439,0.56203445,0.89640972,0.00000000
-5.66383192,2.45142251,0.86626418,0.42409705,1.36911337,0.51056429,0.01916227,0.58339160,0.92714693,0.00000000
-5.65782891,2.53489996,0.89737240,0.43257462,1.42336666,0.53135370,0.01847157,0.60476871,0.95845107,0.00000000
-5.65182591,2.61729697,0.92917706,0.44085660,1.47811405,0.55185360,0.01772963,0.62589824,0.98988008,0.00000000
-5.64582291,2.69750324,0.96133225,0.44880342,1.53265048,0.57176354,0.01694452,0.64651600,1.02099251,0.00000000
-5.63981991,2.77444940,0.99347276,0.45628156,1.58628233,0.59079137,0.01612480,0.66636640,1.05135407,0.00000000
-5.63381691,2.84712689,1.02521842,0.46316722,1.63834239,0.60865936,0.01527939,0.68520767,1.08054438,0.00000000
-5.62781391,2.91460724,1.05617953,0.46934984,1.68820443,0.62511032,0.01441731,0.70281684,1.10816371,0.00000000
-5.62181091,2.97606011,1.08596342,0.47473535,1.73529704,0.63991333,0.01354752,0.71899448,1.13383990,0.00000000
-5.61580790,3.03076974,1.11418210,0.47924916,1.77911613,0.65286914,0.01267871,0.73356891,1.15723505,0.00000000
-5.60980490,3.07814945,1.14046067,0.48283874,1.81923551,0.66381487,0.01181909,0.74639994,1.17805196,0.00000000
-5.60380190,3.11775375,1.16444647,0.48547575,1.85531513,0.67262799,0.01097622,0.75738186,1.19604019,0.00000000
-5.59779890,3.14928750,1.18581846,0.48715766,1.88710647,0.67922930,0.01015692,0.76644574,1.21100141,0.00000000
-5.59179590,3.17261205,1.20429673,0.48790882,1.91445492,0.68358492,0.00936709,0.77356075,1.22279401,0.00000000
-5.58579290,3.18774786,1.21965152,0.48778087,1.93729895,0.68570716,0.00861171,0.77873464,1.23133659,0.00000000
-5.57978989,3.19487351,1.23171157,0.48685252,1.95566608,0.68565421,0.00789476,0.78201326,1.23661032,0.00000000
-5.57378689,3.19432100,1.24037130,0.48522858,1.96966587,0.68352858,0.00721922,0.78347905,1.23865996,0.00000000
-5.56778389,3.18656742,1.24559650,0.48303830,1.97948031,0.67947453,0.00658715,0.78324877,1.23759338,0.00000000
-5.56178089,3.17222298,1.24742824,0.48043293,1.98535212,0.67367430,0.00599968,0.78147029,1.23357960,0.00000000
-5.55577789,3.15201598,1.24598461,0.47758253,1.98757161,0.66634350,0.00545716,0.77831872,1.22684530,0.00000000
-5.54977489,3.12677479,1.24146031,0.47467206,1.98646286,0.65772561,0.00495924,0.77399192,1.21766983,0.00000000
-5.54377189,3.09740753,1.23412381,0.47189677,1.98236983,0.64808591,0.00450496,0.76870564,1.20637881,0.00000000
-5.53776888,3.06487993,1.22431212,0.46945708,1.97564337,0.63770489,0.00409291,0.76268834,1.19333656,0.00000000
-5.53176588,3.03019194,1.21242331,0.46755283,1.96662956,0.62687142,0.00372128,0.75617584,1.17893743,0.00000000
-5.52576288,2.99435372,1.19890681,0.46637732,1.95566008,0.61587579,0.00338804,0.74940609,1.16359626,0.00000000
-5.51975988,2.95836173,1.18425193,0.46611099,1.94304490,0.60500290,0.00309098,0.74261394,1.14773838,0.00000000
-5.51375688,2.92317524,1.16897464,0.46691529,1.92906754,0.59452563,0.00282782,0.73602626,1.13178916,0.00000000
-5.50775388,2.88969406,1.15360330,0.46892657,1.91398281,0.58469858,0.00259626,0.72985728,1.11616355,0.00000000
-5.50175088,2.85873774,1.13866351,0.47225046,1.89801689,0.57575233,0.00239403,0.72430430,1.10125588,0.00000000
-5.49574787,2.83102676,1.12466269,0.47695691,1.88136942,0.56788832,0.00221895,0.71954377,1.08742996,0.00000000
-5.48974487,2.80716604,1.11207471,0.48307602,1.86421685,0.56127438,0.00206889,0.71572773,1.07500998,0.00000000
-5.48374187,2.78763087,1.10132527,0.49059497,1.84671680,0.55604097,0.00194185,0.71298066,1.06427224,0.00000000
-5.47773887,2.77275581,1.09277821,0.49945616,1.82901239,0.55227829,0.00183590,0.71139665,1.05543788,0.00000000
-5.47173587,2.76272641,1.08672346,0.50955665,1.81123626,0.55003421,0.00174919,0.71103701,1.04866700,0.00000000
-5.46573287,2.75757422,1.08336692,0.52074922,1.79351353,0.54931309,0.00167995,0.71192827,1.04405406,0.00000000
-5.45972986,2.75717501,1.08282261,0.53284475,1.77596333,0.55007553,0.00162644,0.71406067,1.04162483,0.00000000
-5.45372686,2.76125057,1.08510756,0.54561620,1.75869886,0.55223912,0.00158695,0.71738718,1.04133516,0.00000000
-5.44772386,2.76937411,1.09013960,0.55880400,1.74182563,0.55568018,0.00155983,0.72182321,1.04307131,0.00000000
-5.44172086,2.78097938,1.09773823,0.57212274,1.72543838,0.56023647,0.00154339,0.72724706,1.04665239,0.00000000
-5.43571786,2.79537370,1.10762881,0.58526889,1.70961685,0.56571104,0.00153598,0.73350121,1.05183456,0.00000000
-5.42971486,2.81175470,1.11944994,0.59792948,1.69442100,0.57187696,0.00153598,0.74039476,1.05831730,0.00000000
-5.42371186,2.82923092,1.13276408,0.60979136,1.67988634,0.57848309,0.00154177,0.74770684,1.06575153,0.00000000
-5.41770885,2.84684593,1.14707109,0.62055064,1.66602003,0.58526071,0.00155178,0.75519124,1.07374964,0.00000000
-5.41170585,2.86360561,1.16182447,0.62992221,1.65279853,0.59193089,0.00156454,0.76258224,1.08189712,0.00000000
-5.40570285,2.87850813,1.17644989,0.63764882,1.64016730,0.59821249,0.00157863,0.76960160,1.08976575,0.00000000
-5.39969985,2.89057602,1.19036539,0.64350942,1.62804315,0.60383058,0.00159279,0.77596646,1.09692776,0.00000000
-5.39369685,2.89888928,1.20300273,0.64732667,1.61631949,0.60852495,0.00160592,0.78139824,1.10297097,0.00000000
-5.38769385,2.90261889,1.21382910,0.64897301,1.60487462,0.61205861,0.00161713,0.78563204,1.10751399,0.00000000
-5.38169085,2.90105928,1.22236854,0.64837551,1.59358274,0.61422591,0.00162573,0.78842634,1.11022144,0.00000000
-5.37568784,2.89365896,1.22822211,0.64551900,1.58232749,0.61485993,0.00163132,0.78957264,1.11081831,0.00000000
-5.36968484,2.88004779,1.23108630,0.64044760,1.57101718,0.61383901,0.00163378,0.78890465,1.10910305,0.00000000
-5.36368184,2.86006012,1.23076868,0.63326469,1.55960105,0.61109205,0.00163330,0.78630661,1.10495890,0.00000000
-5.35767884,2.83375242,1.22720026,0.62413108,1.54808537,0.60660235,0.00163039,0.78172044,1.09836283,0.00000000
-5.35167584,2.80141474,1.22044402,0.61326189,1.53654851,0.60040986,0.00162588,0.77515122,1.08939178,0.00000000
-5.34567284,2.76357516,1.21069905,0.60092186,1.52515377,0.59261176,0.00162096,0.76667089,1.07822568,0.00000000
-5.33966983,2.72099677,1.19830022,0.58741958,1.51415896,0.58336112,0.00161709,0.75641978,1.06514722,0.00000000
-5.33366683,2.67466693,1.18371298,0.57310069,1.50392181,0.57286386,0.00161606,0.74460594,1.05053803,0.00000000
-5.32766383,2.62577888,1.16752362,0.55834023,1.49490051,0.56137394,0.00161990,0.73150213,1.03487129,0.00000000
-5.32166083,2.57570589,1.15042503,0.54353440,1.48764881,0.54918698,0.00163085,0.71744055,1.01870101,0.00000000
-5.31565783,2.52596860,1.13319838,0.52909185,1.48280546,0.53663244,0.00165134,0.70280542,1.00264803,0.00000000
-5.30965483,2.47819625,1.11669122,0.51542469,1.48107801,0.52406463,0.00168390,0.68802357,0.98738322,0.00000000
-5.30365183,2.43408284,1.10179274,0.50293942,1.48322148,0.51185283,0.00173109,0.67355341,0.97360826,0.00000000
-5.29764882,2.39533948,1.08940679,0.49202775,1.49001229,0.50037077,0.00179548,0.65987255,0.96203462,0.00000000
-5.29164582,2.36364408,1.08042361,0.48305763,1.50221855,0.48998582,0.00187947,0.64746436,0.95336123,0.00000000
-5.28564282,2.34059003,1.07569110,0.47636445,1.52056783,0.48104828,0.00198533,0.63680419,0.94825165,0.00000000
-5.27963982,2.32763534,1.07598648,0.47224263,1.54571371,0.47388088,0.00211500,0.62834527,0.94731138,0.00000000
-5.27363682,2.32605373,1.08198937,0.47093768,1.57820252,0.46876907,0.00227011,0.62250511,0.95106606,0.00000000
-5.26763382,2.33688937,1.09425704,0.47263887,1.61844191,0.46595216,0.00245182,0.61965258,0.95994129,0.00000000
-5.26163082,2.36091673,1.11320272,0.47747277,1.66667264,0.46561572,0.00266078,0.62009616,0.97424469,0.00000000
-5.25562781,2.39860697,1.13907775,0.48549775,1.72294505,0.46788536,0.00289709,0.62407382,0.99415103,0.00000000
-5.24962481,2.45010216,1.17195808,0.49669974,1.78710143,0.47282217,0.00316017,0.63174468,1.01969085,0.00000000
-5.24362181,2.51519855,1.21173584,0.51098939,1.85876538,0.48041998,0.00344880,0.64318292,1.05074315,0.00000000
-5.23761881,2.59333958,1.25811627,0.52820095,1.93733885,0.49060437,0.00376105,0.65837405,1.08703255,0.00000000
-5.23161581,2.68361938,1.31062027,0.54809296,2.02200734,0.50323375,0.00409427,0.67721368,1.12813107,0.00000000
-5.22561281,2.78479690,1.36859255,0.57035102,2.11175325,0.51810226,0.00444515,0.69950897,1.17346481,0.00000000
-5.21960980,2.89532073,1.43121543,0.59459268,2.20537711,0.53494464,0.00480970,0.72498257,1.22232534,0.00000000
-5.21360680,3.01336386,1.49752781,0.62037442,2.30152609,0.55344273,0.00518336,0.75327914,1.27388556,0.00000000
-5.20760380,3.13686777,1.56644882,0.64720086,2.39872864,0.57323363,0.00556103,0.78397409,1.32721975,0.00000000
-5.20160080,3.26359445,1.63680556,0.67453584,2.49543397,0.59391912,0.00593723,0.81658442,1.38132713,0.00000000
-5.19559780,3.39118468,1.70736394,0.70181524,2.59005494,0.61507622,0.00630621,0.85058116,1.43515819,0.00000000
-5.18959480,3.51722083,1.77686169,0.72846117,2.68101243,0.63626837,0.00666203,0.88540313,1.48764310,0.00000000
-5.18359180,3.63929187,1.84404244,0.75389706,2.76677956,0.65705700,0.00699881,0.92047142,1.53772098,0.00000000
-5.17758879,3.75505841,1.90768968,0.77756321,2.84592392,0.67701317,0.00731081,0.95520424,1.58436928,0.00000000
-5.17158579,3.86231549,1.96665949,0.79893221,2.91714611,0.69572867,0.00759261,0.98903149,1.62663206,0.00000000
-5.16558279,3.95905077,2.01991085,0.81752366,2.97931314,0.71282649,0.00783929,1.02140860,1.66364628,0.00000000
-5.15957979,4.04349621,2.06653257,0.83291766,3.03148550,0.72797013,0.00804655,1.05182926,1.69466502,0.00000000
-5.15357679,4.11417140,2.10576584,0.84476651,3.07293700,0.74087153,0.00821084,1.07983646,1.71907711,0.00000000
-5.14757379,4.16991712,2.13702191,0.85280419,3.10316690,0.75129736,0.00832947,1.10503175,1.73642217,0.00000000
-5.14157079,4.20991827,2.15989412,0.85685330,3.12190418,0.75907359,0.00840070,1.12708231,1.74640091,0.00000000
-5.13556778,4.23371552,2.17416431,0.85682911,3.12910433,0.76408807,0.00842381,1.14572576,1.74888021,0.00000000
-5.12956478,4.24120584,2.17980333,0.85274064,3.12493904,0.76629129,0.00839907,1.16077270,1.74389309,0.00000000
-5.12356178,4.23263226,2.17696602,0.84468881,3.10978000,0.76569528,0.00832778,1.17210717,1.73163362,0.00000000
-5.11755878,4.20856372,2.16598105,0.83286175,3.08417764,0.76237077,0.00821220,1.17968493,1.71244719,0.00000000
-5.11155578,4.16986635,2.14733604,0.81752742,3.04883630,0.75644284,0.00805548,1.18353012,1.68681664,0.00000000
-5.10555278,4.11766755,2.12165893,0.79902404,3.00458697,0.74808529,0.00786158,1.18373041,1.65534483,0.00000000
-5.09954977,4.05331462,2.08969610,0.77774861,2.95235915,0.73751394,0.00763511,1.18043101,1.61873449,0.00000000
-5.09354677,3.97832970,2.05228836,0.75414407,2.89315269,0.72497920,0.00738121,1.17382791,1.57776605,0.00000000
-5.08754377,3.89436258,2.01034546,0.72868553,2.82801096,0.71075814,0.00710537,1.16416064,1.53327429,0.00000000
-5.08154077,3.80314327,1.96482000,0.70186614,2.75799599,0.69514643,0.00681329,1.15170483,1.48612458,0.00000000
-5.07553777,3.70643550,1.91668148,0.67418306,2.68416618,0.67845020,0.00651071,1.13676487,1.43718946,0.00000000
-5.06953477,3.60599269,1.86689117,0.64612397,2.60755711,0.66097823,0.00620322,1.11966667,1.38732613,0.00000000
-5.06353177,3.50351704,1.81637833,0.61815455,2.52916525,0.64303460,0.00589612,1.10075088,1.33735554,0.00000000
-5.05752876,3.40062291,1.76601830,0.59070724,2.44993487,0.62491184,0.00559430,1.08036638,1.28804353,0.00000000
-5.05152576,3.29880472,1.71661291,0.56417162,2.37074771,0.60688483,0.00530211,1.05886425,1.24008427,0.00000000
-5.04552276,3.19940987,1.66887344,0.53888651,2.29241508,0.58920543,0.00502325,1.03659202,1.19408652,0.00000000
-5.03951976,3.10361683,1.62340645,0.51513400,2.21567221,0.57209796,0.00476072,1.01388831,1.15056270,0.00000000
-5.03351676,3.01241848,1.58070283,0.49313545,2.14117429,0.55575547,0.00451677,0.99107767,1.10992111,0.00000000
-5.02751376,2.92661067,1.54112995,0.47304951,2.06949391,0.54033694,0.00429288,0.96846571,1.07246115,0.00000000
-5.02151076,2.84678586,1.50492744,0.45497201,2.00111965,0.52596534,0.00408976,0.94633443,1.03837174,0.00000000
-5.01550775,2.77333177,1.47220634,0.43893775,1.93645563,0.51272651,0.00390741,0.92493778,1.00773282,0.00000000
-5.00950475,2.70643485,1.44295189,0.42492392,1.87582180,0.50066901,0.00374516,0.90449756,0.98051969,0.00000000
-5.00350175,2.64608834,1.41702982,0.41285509,1.81945503,0.48980472,0.00360176,0.88519971,0.95661025,0.00000000
-4.99749875,2.59210461,1.39419604,0.40260943,1.76751094,0.48011039,0.00347544,0.86719112,0.93579468,0.00000000
-4.99149575,2.54413155,1.37410953,0.39402599,1.72006652,0.47152990,0.00336406,0.85057710,0.91778735,0.00000000
-4.98549275,2.50167252,1.35634799,0.38691281,1.67712360,0.46397732,0.00326519,0.83541969,0.90224058,0.00000000
-4.97948974,2.46410922,1.34042597,0.38105541,1.63861316,0.45734067,0.00317624,0.82173689,0.88875978,0.00000000
-4.97348674,2.43072716,1.32581465,0.37622556,1.60440061,0.45148628,0.00309455,0.80950294,0.87691945,0.00000000
-4.96748374,2.40074259,1.31196280,0.37218984,1.57429175,0.44626355,0.00301755,0.79864977,0.86627950,0.00000000
-4.96148074,2.37333045,1.29831808,0.36871788,1.54803961,0.44151019,0.00294278,0.78906953,0.85640142,0.00000000
-4.95547774,2.34765215,1.28434772,0.36558979,1.52535184,0.43705756,0.00286805,0.78061840,0.84686348,0.00000000
-4.94947474,2.32288253,1.26955808,0.36260281,1.50589848,0.43273606,0.00279147,0.77312132,0.83727474,0.00000000
-4.94347174,2.29823490,1.25351196,0.35957663,1.48932006,0.42838038,0.00271150,0.76637774,0.82728706,0.00000000
-4.93746873,2.27298349,1.23584323,0.35635759,1.47523566,0.42383443,0.00262702,0.76016813,0.81660493,0.00000000
-4.93146573,2.24648260,1.21626802,0.35282138,1.46325087,0.41895584,0.00253729,0.75426103,0.80499265,0.00000000
-4.92546273,2.21818182,1.19459225,0.34887433,1.45296544,0.41361976,0.00244201,0.74842042,0.79227878,0.00000000
-4.91945973,2.18763706,1.17071516,0.34445342,1.44398047,0.40772202,0.00234127,0.74241322,0.77835776,0.00000000
-4.91345673,2.15451712,1.14462882,0.33952487,1.43590514,0.40118144,0.00223552,0.73601654,0.76318874,0.00000000
-4.90745373,2.11860607,1.11641395,0.33408171,1.42836289,0.39394131,0.00212551,0.72902451,0.74679200,0.00000000
-4.90145073,2.07980139,1.08623226,0.32814046,1.42099703,0.38597001,0.00201227,0.72125454,0.72924300,0.00000000
-4.89544772,2.03810857,1.05431601,0.32173708,1.41347585,0.37726077,0.00189705,0.71255263,0.71066485,0.00000000
-4.88944472,1.99363256,1.02095528,0.31492257,1.40549721,0.36783070,0.00178121,0.70279774,0.69121934,0.00000000
-4.88344172,1.94656683,0.98648389,0.30775848,1.39679265,0.35771914,0.00166622,0.69190501,0.67109733,0.00000000
-4.87743872,1.89718061,0.95126455,0.30031254,1.38713100,0.34698538,0.00155354,0.67982772,0.65050883,0.00000000
-4.87143572,1.84580520,0.91567413,0.29265461,1.37632150,0.33570598,0.00144460,0.66655808,0.62967340,0.00000000
-4.86543272,1.79281986,0.88008965,0.28485331,1.36421634,0.32397173,0.00134074,0.65212667,0.60881120,0.00000000
-4.85942971,1.73863794,0.84487558,0.27697324,1.35071255,0.31188448,0.00124318,0.63660075,0.58813520,0.00000000
-4.85342671,1.68369374,0.81037307,0.26907309,1.33575310,0.29955380,0.00115294,0.62008147,0.56784462,0.00000000
-4.84742371,1.62843050,0.77689110,0.26120450,1.31932725,0.28709378,0.00107088,0.60270000,0.54811990,0.00000000
-4.84142071,1.57328977,0.74470017,0.25341178,1.30146977,0.27461996,0.00099761,0.58461294,0.52911931,0.00000000
-4.83541771,1.51870232,0.71402809,0.24573234,1.28225931,0.26224644,0.00093357,0.56599708,0.51097700,0.00000000
-4.82941471,1.46508077,0.68505826,0.23819772,1.26181560,0.25008336,0.00087893,0.54704368,0.49380260,0.00000000
-4.82341171,1.41281384,0.65792984,0.23083516,1.24029569,0.23823475,0.00083367,0.52795260,0.47768205,0.00000000
-4.81740870,1.36226220,0.63273989,0.22366945,1.21788931,0.22679674,0.00079756,0.50892648,0.46267956,0.00000000
-4.81140570,1.31375592,0.60954688,0.21672502,1.19481341,0.21585621,0.00077018,0.49016516,0.44884044,0.00000000
-4.80540270,1.26759334,0.58837553,0.21002804,1.17130631,0.20548992,0.00075094,0.47186057,0.43619460,0.00000000
-4.79939970,1.22404135,0.56922238,0.20360838,1.14762154,0.19576402,0.00073912,0.45419233,0.42476046,0.00000000
-4.79339670,1.18333681,0.55206200,0.19750146,1.12402175,0.18673399,0.00073385,0.43732411,0.41454909,0.00000000
-4.78739370,1.14568914,0.53685339,0.19174969,1.10077310,0.17844504,0.00073418,0.42140099,0.40556844,0.00000000
-4.78139070,1.11128386,0.52354645,0.18640364,1.07814017,0.17093272,0.00073910,0.40654777,0.39782742,0.00000000
-4.77538769,1.08028691,0.51208814,0.18152278,1.05638180,0.16422394,0.00074755,0.39286824,0.39133980,0.00000000
-4.76938469,1.05284949,0.50242837,0.17717577,1.03574793,0.15833812,0.00075844,0.38044547,0.38612771,0.00000000
-4.76338169,1.02911325,0.49452514,0.17344039,1.01647749,0.15328859,0.00077071,0.36934288,0.38222471,0.00000000
-4.75737869,1.00921545,0.48834917,0.17040301,0.99879726,0.14908392,0.00078334,0.35960596,0.37967826,0.00000000
-4.75137569,0.99329373,0.48388745,0.16815764,0.98292156,0.14572932,0.00079536,0.35126449,0.37855160,0.00000000
-4.74537269,0.98149022,0.48114606,0.16680470,0.96905257,0.14322784,0.00080589,0.34433502,0.37892485,0.00000000
-4.73936968,0.97395451,0.48015167,0.16644927,0.95738090,0.14158148,0.00081413,0.33882335,0.38089527,0.00000000
-4.73336668,0.97084521,0.48095215,0.16719916,0.94808616,0.14079184,0.00081943,0.33472679,0.38457668,0.00000000
-4.72736368,0.97232974,0.48361572,0.16916257,0.94133707,0.14086063,0.00082124,0.33203605,0.39009793,0.00000000
-4.72136068,0.97858225,0.48822911,0.17244560,0.93729103,0.14178966,0.00081918,0.33073650,0.39760042,0.00000000
-4.71535768,0.98977954,0.49489437,0.17714944,0.93609268,0.14358051,0.00081299,0.33080884,0.40723470,0.00000000
-4.70935468,1.00609505,0.50372472,0.18336748,0.93787164,0.14623382,0.00080258,0.33222901,0.41915631,0.00000000
-4.70335168,1.02769119,0.51483935,0.19118245,0.94273912,0.14974824,0.00078799,0.33496737,0.43352084,0.00000000
-4.69734867,1.05471036,0.52835760,0.20066346,0.95078385,0.15411919,0.00076941,0.33898742,0.45047850,0.00000000
-4.69134567,1.08726516,0.54439259,0.21186341,0.96206734,0.15933739,0.00074715,0.34424395,0.47016850,0.00000000
-4.68534267,1.12542854,0.56304480,0.22481653,0.97661910,0.16538743,0.00072165,0.35068109,0.49271331,0.00000000
-4.67933967,1.16922444,0.58439573,0.23953658,0.99443195,0.17224642,0.00069345,0.35823028,0.51821331,0.00000000
-4.67333667,1.21861977,0.60850216,0.25601546,1.01545815,0.17988283,0.00066315,0.36680855,0.54674199,0.00000000
-4.66733367,1.27351828,0.63539122,0.27422267,1.03960663,0.18825570,0.00063144,0.37631733,0.57834198,0.00000000
-4.66133067,1.33375698,0.66505653,0.29410552,1.06674174,0.19731432,0.00059902,0.38664193,0.61302225,0.00000000
-4.65532766,1.39910539,0.69745568,0.31559018,1.09668371,0.20699833,0.00056663,0.39765190,0.65075644,0.00000000
-4.64932466,1.46926797,0.73250908,0.33858367,1.12921102,0.21723846,0.00053502,0.40920232,0.69148258,0.00000000
-4.64332166,1.54388942,0.77010013,0.36297659,1.16406453,0.22795771,0.00050488,0.42113610,0.73510402,0.00000000
