energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.87993997,3.86345237,0.00894143,0.77818782,0.96455243,1.18700689,0.01696834,1.77240656,0.60094661,0.26570211
-5.87393697,3.79940126,0.00851543,0.77578240,0.93585939,1.16962385,0.01654131,1.73372299,0.59274485,0.26134465
-5.86793397,3.73040840,0.00812329,0.77116194,0.90736292,1.15050290,0.01606806,1.69430139,0.58433338,0.25657280
-5.86193097,3.65743248,0.00776479,0.76443826,0.87929549,1.12997278,0.01555873,1.65459438,0.57576868,0.25146471
-5.85592796,3.58145481,0.00743900,0.75574510,0.85186471,1.10837743,0.01502350,1.61503882,0.56710087,0.24610244
-5.84992496,3.50345838,0.00714435,0.74523477,0.82525337,1.08606700,0.01447231,1.57604850,0.55837480,0.24057000
-5.84392196,3.42440946,0.00687882,0.73307462,0.79962066,1.06338951,0.01391455,1.53800862,0.54963147,0.23495154
-5.83791896,3.34524190,0.00664005,0.71944349,0.77510435,1.04068347,0.01335894,1.50127236,0.54090993,0.22932968
-5.83191596,3.26684471,0.00642548,0.70452824,0.75182392,1.01827149,0.01281328,1.46615934,0.53224926,0.22378411
-5.82591296,3.19005264,0.00623245,0.68852039,0.72988417,0.99645510,0.01228437,1.43295579,0.52369075,0.21839043
-5.81990995,3.11563967,0.00605832,0.67161320,0.70937939,0.97551055,0.01177792,1.40191605,0.51528005,0.21321924
-5.81390695,3.04431493,0.00590054,0.65399885,0.69039752,0.95568567,0.01129852,1.37326492,0.50706902,0.20833545
-5.80790395,2.97672033,0.00575674,0.63586614,0.67302415,0.93719754,0.01084965,1.34720049,0.49911741,0.20379780
-5.80190095,2.91342944,0.00562472,0.61739837,0.65734607,0.92023073,0.01043367,1.32389686,0.49149390,0.19965861
-5.79589795,2.85494683,0.00550256,0.59877165,0.64345406,0.90493610,0.01005194,1.30350636,0.48427669,0.19596350
-5.78989495,2.80170739,0.00538853,0.58015338,0.63144478,0.89142980,0.00970485,1.28616084,0.47755328,0.19275133
-5.78389195,2.75407511,0.00528119,0.56170100,0.62142148,0.87979251,0.00939192,1.27197191,0.47141968,0.19005410
-5.77788894,2.71234109,0.00517930,0.54356100,0.61349354,0.87006869,0.00911193,1.26102983,0.46597869,0.18789686
-5.77188594,2.67672074,0.00508184,0.52586799,0.60777473,0.86226605,0.00886297,1.25340119,0.46133761,0.18629762
-5.76588294,2.64735011,0.00498799,0.50874400,0.60438019,0.85635510,0.00864260,1.24912543,0.45760527,0.18526720
-5.75987994,2.62428185,0.00489708,0.49229784,0.60342236,0.85226894,0.00844792,1.24821057,0.45488841,0.18480912
-5.75387694,2.60748094,0.00480863,0.47662458,0.60500580,0.84990347,0.00827569,1.25062834,0.45328784,0.18491937
-5.74787394,2.59682096,0.00472229,0.46180519,0.60922142,0.84911816,0.00812241,1.25630933,0.45289417,0.18558633
-5.74187094,2.59208131,0.00463787,0.44790622,0.61614003,0.84973749,0.00798445,1.26513839,0.45378358,0.18679058
-5.73586793,2.59294587,0.00455532,0.43497965,0.62580588,0.85155323,0.00785811,1.27695101,0.45601368,0.18850493
-5.72986493,2.59900384,0.00447478,0.42306282,0.63823027,0.85432770,0.00773971,1.29153087,0.45961967,0.19069447
-5.72386193,2.60975292,0.00439657,0.41217851,0.65338566,0.85779791,0.00762571,1.30860902,0.46461107,0.19331679
-5.71785893,2.62460531,0.00432125,0.40233523,0.67120067,0.86168080,0.00751275,1.32786502,0.47096903,0.19632236
-5.71185593,2.64289656,0.00424962,0.39352754,0.69155629,0.86567922,0.00739775,1.34893018,0.47864462,0.19965515
-5.70585293,2.66389739,0.00418279,0.38573671,0.71428355,0.86948881,0.00727793,1.37139292,0.48755801,0.20325343
-5.69984992,2.68682830,0.00412218,0.37893141,0.73916300,0.87280535,0.00715094,1.39480632,0.49759879,0.20705077
-5.69384692,2.71087660,0.00406953,0.37306874,0.76592610,0.87533247,0.00701482,1.41869766,0.50862742,0.21097729
-5.68784392,2.73521557,0.00402697,0.36809541,0.79425882,0.87678948,0.00686809,1.44257955,0.52047793,0.21496111
-5.68184092,2.75902516,0.00399694,0.36394915,0.82380722,0.87691893,0.00670974,1.46596260,0.53296172,0.21892991
-5.67583792,2.78151357,0.00398225,0.36056041,0.85418518,0.87549380,0.00653926,1.48836886,0.54587255,0.22281272
-5.66983492,2.80193909,0.00398600,0.35785424,0.88498403,0.87232386,0.00635661,1.50934574,0.55899242,0.22654167
-5.66383192,2.81963139,0.00401152,0.35575242,0.91578369,0.86726122,0.00616222,1.52847978,0.57209829,0.23005386
-5.65782891,2.83401153,0.00406235,0.35417572,0.94616508,0.86020460,0.00595695,1.54540977,0.58496943,0.23329319
-5.65182591,2.84460994,0.00414207,0.35304632,0.97572322,0.85110240,0.00574206,1.55983856,0.59739497,0.23621199
-5.64582291,2.85108159,0.00425424,0.35229030,1.00408055,0.83995439,0.00551916,1.57154314,0.60918153,0.23877256
-5.63981991,2.85321771,0.00440228,0.35184002,1.03089967,0.82681188,0.00529018,1.58038247,0.62016048,0.24094846
-5.63381691,2.85095350,0.00458927,0.35163646,1.05589518,0.81177660,0.00505727,1.58630261,0.63019456,0.24272543
-5.62781391,2.84437140,0.00481786,0.35163120,1.07884369,0.79499800,0.00482281,1.58933895,0.63918346,0.24410198
-5.62181091,2.83369949,0.00509009,0.35178818,1.09959171,0.77666945,0.00458932,1.58961526,0.64706821,0.24508960
-5.61580790,2.81930503,0.00540723,0.35208484,1.11806080,0.75702313,0.00435940,1.58733957,0.65383389,0.24571250
-5.60980490,2.80168317,0.00576966,0.35251281,1.13424969,0.73632397,0.00413570,1.58279688,0.65951074,0.24600688
-5.60380190,2.78144095,0.00617676,0.35307794,1.14823320,0.71486276,0.00392087,1.57633903,0.66417335,0.24601985
-5.59779890,2.75927732,0.00662674,0.35379967,1.16015793,0.69294863,0.00371749,1.56837199,0.66793805,0.24580790
-5.59179590,2.73595948,0.00711666,0.35470967,1.17023474,0.67090117,0.00352807,1.55934105,0.67095841,0.24543496
-5.58579290,2.71229666,0.00764235,0.35584993,1.17872855,0.64904231,0.00335494,1.54971445,0.67341921,0.24497027
-5.57978989,2.68911202,0.00819841,0.35727019,1.18594566,0.62768833,0.00320027,1.53996624,0.67552884,0.24448598
-5.57378689,2.66721379,0.00877828,0.35902488,1.19221933,0.60714203,0.00306597,1.53055871,0.67751075,0.24405456
-5.56778389,2.64736675,0.00937436,0.36116975,1.19789421,0.58768545,0.00295370,1.52192544,0.67959397,0.24374629
-5.56178089,2.63026487,0.00997811,0.36375823,1.20331029,0.56957317,0.00286478,1.51445531,0.68200343,0.24362667
-5.55577789,2.61650629,0.01058030,0.36683771,1.20878724,0.55302634,0.00280016,1.50847821,0.68495016,0.24375405
-5.54977489,2.60657138,0.01117117,0.37044601,1.21460954,0.53822773,0.00276041,1.50425286,0.68862202,0.24417738
-5.54377189,2.60080458,0.01174075,0.37460798,1.22101344,0.52531765,0.00274563,1.50195729,0.69317522,0.24493435
-5.53776888,2.59940065,0.01227909,0.37933262,1.22817583,0.51439100,0.00275547,1.50168201,0.69872694,0.24604972
-5.53176588,2.60239561,0.01277660,0.38461063,1.23620580,0.50549541,0.00278908,1.50342628,0.70534938,0.24753415
-5.52576288,2.60966265,0.01322430,0.39041268,1.24513899,0.49863046,0.00284511,1.50709733,0.71306547,0.24938335
-5.51975988,2.62091301,0.01361410,0.39668833,1.25493492,0.49374801,0.00292172,1.51251264,0.72184630,0.25157771
-5.51375688,2.63570164,0.01393904,0.40336573,1.26547738,0.49075363,0.00301656,1.51940500,0.73161040,0.25408231
-5.50775388,2.65343760,0.01419353,0.41035211,1.27657777,0.48950903,0.00312686,1.52743015,0.74222486,0.25684746
-5.50175088,2.67339860,0.01437347,0.41753505,1.28798111,0.48983548,0.00324943,1.53617678,0.75350825,0.25980956
-5.49574787,2.69474940,0.01447636,0.42478450,1.29937460,0.49151810,0.00338072,1.54517852,0.76523519,0.26289244
-5.48974487,2.71656356,0.01450139,0.43195548,1.31039828,0.49431102,0.00351694,1.55392748,0.77714238,0.26600911
-5.48374187,2.73784798,0.01444937,0.43889143,1.32065737,0.49794325,0.00365413,1.56188914,0.78893604,0.26906384
-5.47773887,2.75756961,0.01432268,0.44542809,1.32973597,0.50212514,0.00378825,1.56851808,0.80030028,0.27195458
-5.47173587,2.77468377,0.01412515,0.45139778,1.33721155,0.50655540,0.00391528,1.57327417,0.81090633,0.27457568
-5.46573287,2.78816340,0.01386190,0.45663408,1.34266992,0.51092841,0.00403139,1.57563889,0.82042235,0.27682087
-5.45972986,2.79702858,0.01353911,0.46097659,1.34572009,0.51494180,0.00413298,1.57513139,0.82852339,0.27858633
-5.45372686,2.80037560,0.01316380,0.46427586,1.34600871,0.51830397,0.00421684,1.57132376,0.83490134,0.27977393
-5.44772386,2.79740482,0.01274358,0.46639807,1.34323360,0.52074158,0.00428021,1.56385536,0.83927461,0.28029439
-5.44172086,2.78744663,0.01228641,0.46722969,1.33715603,0.52200653,0.00432089,1.55244560,0.84139712,0.28007047
-5.43571786,2.76998474,0.01180039,0.46668151,1.32761140,0.52188254,0.00433730,1.53690497,0.84106647,0.27903979
-5.42971486,2.74467604,0.01129349,0.46469237,1.31451791,0.52019088,0.00432850,1.51714394,0.83813100,0.27715752
-5.42371186,2.71136646,0.01077343,0.46123206,1.29788309,0.51679523,0.00429425,1.49317932,0.83249550,0.27439854
-5.41770885,2.67010207,0.01024745,0.45630359,1.27780786,0.51160543,0.00423501,1.46513808,0.82412549,0.27075919
-5.41170585,2.62113517,0.00972228,0.44994444,1.25448794,0.50457999,0.00415189,1.43325813,0.81304973,0.26625839
-5.40570285,2.56492474,0.00920400,0.44222701,1.22821261,0.49572736,0.00404665,1.39788629,0.79936114,0.26093817
-5.39969985,2.50213136,0.00869799,0.43325792,1.19936075,0.48510578,0.00392161,1.35947316,0.78321576,0.25486349
-5.39369685,2.43360639,0.00820894,0.42317649,1.16839409,0.47282181,0.00377959,1.31856513,0.76483011,0.24812142
-5.38769385,2.36037570,0.00774087,0.41215202,1.13584802,0.45902757,0.00362384,1.27579366,0.74447664,0.24081962
-5.38169085,2.28361837,0.00729712,0.40038031,1.10231999,0.44391675,0.00345790,1.23186212,0.72247768,0.23308418
-5.37568784,2.20464085,0.00688041,0.38807924,1.06845592,0.42771962,0.00328555,1.18753051,0.69919793,0.22505696
-5.36968484,2.12484747,0.00649289,0.37548363,1.03493488,0.41069713,0.00311067,1.14359855,0.67503565,0.21689241
-5.36368184,2.04570807,0.00613618,0.36283959,1.00245258,0.39313442,0.00293716,1.10088763,0.65041292,0.20875405
-5.35767884,1.96872379,0.00581140,0.35039837,0.97170406,0.37533382,0.00276885,1.06022207,0.62576514,0.20081074
-5.35167584,1.89539211,0.00551925,0.33841010,0.94336612,0.35760778,0.00260940,1.02241034,0.60153024,0.19323276
-5.34567284,1.82717208,0.00525996,0.32711740,0.91808012,0.34027180,0.00246222,0.98822677,0.57813768,0.18618803
-5.33966983,1.76545093,0.00503338,0.31674927,0.89643550,0.32363764,0.00233042,0.95839416,0.55599782,0.17983835
-5.33366683,1.71151287,0.00483894,0.30751525,0.87895470,0.30800702,0.00221673,0.93356781,0.53549176,0.17433588
-5.32766383,1.66651097,0.00467566,0.29960026,0.86607981,0.29366592,0.00212349,0.91432142,0.51696212,0.16982007
-5.32166083,1.63144281,0.00454215,0.29315997,0.85816146,0.28087968,0.00205255,0.90113507,0.50070488,0.16641477
-5.31565783,1.60713032,0.00443663,0.28831712,0.85545007,0.26988886,0.00200531,0.89438548,0.48696251,0.16422597
-5.30965483,1.59420425,0.00435690,0.28515871,0.85809000,0.26090595,0.00198267,0.89433881,0.47591873,0.16333982
-5.30365183,1.59309328,0.00430036,0.28373412,0.86611631,0.25411298,0.00198502,0.90114582,0.46769472,0.16382124
-5.29764882,1.60401775,0.00426407,0.28405432,0.87945450,0.24965984,0.00201223,0.91483958,0.46234709,0.16571280
-5.29164582,1.62698785,0.00424475,0.28609193,0.89792290,0.24766332,0.00206369,0.93533532,0.45986755,0.16903410
-5.28564282,1.66180588,0.00423884,0.28978233,0.92123757,0.24820671,0.00213827,0.96243245,0.46018410,0.17378147
-5.27963982,1.70807208,0.00424259,0.29502552,0.94901953,0.25133991,0.00223440,0.99581843,0.46316380,0.17992789
-5.27363682,1.76519365,0.00425216,0.30168882,0.98080382,0.25707981,0.00235004,1.03507424,0.46861691,0.18742331
-5.26763382,1.83239640,0.00426364,0.30961012,1.01605010,0.26541093,0.00248276,1.07968123,0.47630223,0.19619501
-5.26163082,1.90873846,0.00427325,0.31860175,1.05415437,0.27628615,0.00262974,1.12902905,0.48593343,0.20614833
-5.25562781,1.99312577,0.00427736,0.32845463,1.09446138,0.28962747,0.00278786,1.18242464,0.49718617,0.21716748
-5.24962481,2.08432886,0.00427266,0.33894277,1.13627742,0.30532674,0.00295374,1.23910190,0.50970583,0.22911656
-5.24362181,2.18100073,0.00425621,0.34982789,1.17888297,0.32324638,0.00312381,1.29823213,0.52311555,0.24184089
-5.23761881,2.28169573,0.00422556,0.36086408,1.22154525,0.34322009,0.00329437,1.35893509,0.53702452,0.25516853
-5.23161581,2.38488922,0.00417878,0.37180249,1.26353008,0.36505353,0.00346171,1.42029072,0.55103625,0.26891211
-5.22561281,2.48899820,0.00411457,0.38239583,1.30411323,0.38852523,0.00362215,1.48135150,0.56475660,0.28287108
-5.21960980,2.59240281,0.00403221,0.39240280,1.34259098,0.41338766,0.00377213,1.54115552,0.57780167,0.29683433
-5.21360680,2.69346888,0.00393164,0.40159225,1.37828995,0.43936866,0.00390833,1.59874015,0.58980508,0.31058321
-5.20760380,2.79057146,0.00381339,0.40974714,1.41057618,0.46617332,0.00402771,1.65315649,0.60042494,0.32389505
-5.20160080,2.88211929,0.00367858,0.41666821,1.43886349,0.49348649,0.00412760,1.70348431,0.60934999,0.33654701
-5.19559780,2.96658007,0.00352883,0.42217733,1.46262114,0.52097587,0.00420578,1.74884745,0.61630526,0.34832039
-5.18959480,3.04250622,0.00336620,0.42612055,1.48138091,0.54829587,0.00426052,1.78842938,0.62105677,0.35900512
-5.18359180,3.10856073,0.00319309,0.42837069,1.49474341,0.57509218,0.00429062,1.82148866,0.62341553,0.36840448
-5.17758879,3.16354237,0.00301218,0.42882955,1.50238381,0.60100701,0.00429542,1.84737385,0.62324053,0.37633974
-5.17158579,3.20640977,0.00282626,0.42742960,1.50405663,0.62568504,0.00427486,1.86553745,0.62044080,0.38265474
-5.16558279,3.23630344,0.00263822,0.42413515,1.49959980,0.64877967,0.00422941,1.87554834,0.61497647,0.38722002
-5.15957979,3.25256482,0.00245085,0.41894290,1.48893751,0.66995980,0.00416009,1.87710220,0.60685865,0.38993644
-5.15357679,3.25475172,0.00226686,0.41188185,1.47208191,0.68891654,0.00406838,1.87002948,0.59614832,0.39073810
-5.14757379,3.24264921,0.00208872,0.40301258,1.44913342,0.70536985,0.00395624,1.85430042,0.58295412,0.38959434
-5.14157079,3.21627536,0.00191863,0.39242580,1.42027949,0.71907477,0.00382596,1.83002687,0.56742903,0.38651077
-5.13556778,3.17588139,0.00175847,0.38024023,1.38579167,0.72982703,0.00368013,1.79746051,0.54976609,0.38152920
-5.12956478,3.12194596,0.00160976,0.36659988,1.34602101,0.73746776,0.00352156,1.75698763,0.53019334,0.37472648
-5.12356178,3.05516361,0.00147365,0.35167070,1.30139169,0.74188711,0.00335316,1.70912036,0.50896784,0.36621219
-5.11755878,2.97642762,0.00135091,0.33563678,1.25239309,0.74302669,0.00317792,1.65448460,0.48636936,0.35612545
-5.11155578,2.88680776,0.00124190,0.31869613,1.19957024,0.74088064,0.00299875,1.59380515,0.46269355,0.34463066
-5.10555278,2.78752390,0.00114667,0.30105628,1.14351315,0.73549528,0.00281846,1.52788833,0.43824508,0.33191276
-5.09954977,2.67991606,0.00106492,0.28292967,1.08484504,0.72696745,0.00263971,1.45760298,0.41333083,0.31817181
-5.09354677,2.56541244,0.00099606,0.26452913,1.02421005,0.71544154,0.00246490,1.38386021,0.38825342,0.30361741
-5.08754377,2.44549628,0.00093925,0.24606360,0.96226054,0.70110538,0.00229619,1.30759284,0.36330532,0.28846303
-5.08154077,2.32167289,0.00089345,0.22773403,0.89964460,0.68418513,0.00213541,1.22973520,0.33876354,0.27292060
-5.07553777,2.19543799,0.00085746,0.20972982,0.83699407,0.66493954,0.00198413,1.15120385,0.31488528,0.25719547
-5.06953477,2.06824837,0.00082999,0.19222573,0.77491326,0.64365356,0.00184358,1.07287986,0.29190447,0.24148195
-5.06353177,1.94149574,0.00080968,0.17537938,0.71396900,0.62063189,0.00171470,0.99559330,0.27002924,0.22595965
-5.05752876,1.81648438,0.00079515,0.15932941,0.65468190,0.59619237,0.00159817,0.92010996,0.24944039,0.21079056
-5.05152576,1.69441315,0.00078505,0.14419416,0.59751931,0.57065974,0.00149441,0.84712087,0.23029077,0.19611707
-5.04552276,1.57636190,0.00077813,0.13007109,0.54288989,0.54435974,0.00140363,0.77723451,0.21270539,0.18206083
-5.03951976,1.46328235,0.00077319,0.11703665,0.49113992,0.51761383,0.00132586,0.71097180,0.19678226,0.16872241
-5.03351676,1.35599314,0.00076919,0.10514666,0.44255133,0.49073457,0.00126099,0.64876356,0.18259370,0.15618174
-5.02751376,1.25517869,0.00076524,0.09443712,0.39734125,0.46402176,0.00120882,0.59095045,0.17018794,0.14449909
-5.02151076,1.16139114,0.00076061,0.08492531,0.35566308,0.43775928,0.00116905,0.53778480,0.15959091,0.13371663
-5.01550775,1.07505507,0.00075475,0.07661113,0.31760880,0.41221270,0.00114136,0.48943419,0.15080801,0.12386024
-5.00950475,0.99647396,0.00074729,0.06947853,0.28321240,0.38762746,0.00112539,0.44598629,0.14382581,0.11494152
-5.00350175,0.92583794,0.00073805,0.06349712,0.25245406,0.36422759,0.00112079,0.40745468,0.13861337,0.10695988
-4.99749875,0.86323224,0.00072703,0.05862362,0.22526509,0.34221495,0.00112718,0.37378514,0.13512344,0.09990451
-4.99149575,0.80864575,0.00071439,0.05480341,0.20153322,0.32176860,0.00114418,0.34486241,0.13329324,0.09375624
-4.98549275,0.76197923,0.00070041,0.05197194,0.18110814,0.30304454,0.00117141,0.32051685,0.13304498,0.08848911
-4.97948974,0.72305316,0.00068555,0.05005603,0.16380718,0.28617536,0.00120846,0.30053112,0.13428619,0.08407166
-4.97348674,0.69161474,0.00067034,0.04897518,0.14942088,0.27127002,0.00125488,0.28464653,0.13690990,0.08046799
-4.96748374,0.66734426,0.00065539,0.04864274,0.13771848,0.25841351,0.00131017,0.27256920,0.14079478,0.07763841
-4.96148074,0.64986093,0.00064137,0.04896707,0.12845314,0.24766641,0.00137375,0.26397590,0.14580544,0.07553996
-4.95547774,0.63872809,0.00062896,0.04985268,0.12136694,0.23906442,0.00144494,0.25851971,0.15179298,0.07412661
-4.94947474,0.63345834,0.00061885,0.05120143,0.11619554,0.23261773,0.00152297,0.25583544,0.15859585,0.07334940
-4.94347174,0.63351859,0.00061167,0.05291372,0.11267262,0.22831043,0.00160696,0.25554498,0.16604119,0.07315640
-4.93746873,0.63833539,0.00060803,0.05488979,0.11053397,0.22609999,0.00169589,0.25726264,0.17394672,0.07349270
-4.93146573,0.64730071,0.00060842,0.05703107,0.10952124,0.22591681,0.00178863,0.26060042,0.18212313,0.07430043
-4.92546273,0.65977837,0.00061322,0.05924162,0.10938551,0.22766405,0.00188395,0.26517341,0.19037706,0.07551878
-4.91945973,0.67511117,0.00062274,0.06142957,0.10989040,0.23121777,0.00198050,0.27060511,0.19851447,0.07708420
-4.91345673,0.69262876,0.00063709,0.06350864,0.11081501,0.23642751,0.00207688,0.27653276,0.20634448,0.07893078
-4.90745373,0.71165629,0.00065628,0.06539959,0.11195641,0.24311739,0.00217161,0.28261255,0.21368342,0.08099065
-4.90145073,0.73152358,0.00068017,0.06703156,0.11313177,0.25108782,0.00226321,0.28852464,0.22035897,0.08319467
-4.89544772,0.75157483,0.00070846,0.06834339,0.11418018,0.26011785,0.00235018,0.29397771,0.22621423,0.08547319
-4.88944472,0.77117844,0.00074074,0.06928463,0.11496387,0.26996824,0.00243110,0.29871316,0.23111158,0.08775694
-4.88344172,0.78973691,0.00077644,0.06981635,0.11536913,0.28038525,0.00250459,0.30250857,0.23493602,0.08997809
-4.87743872,0.80669640,0.00081492,0.06991171,0.11530659,0.29110509,0.00256941,0.30518046,0.23759804,0.09207126
-4.87143572,0.82155577,0.00085544,0.06955612,0.11471108,0.30185906,0.00262443,0.30658614,0.23903575,0.09397467
-4.86543272,0.83387480,0.00089718,0.06874712,0.11354091,0.31237913,0.00266872,0.30662461,0.23921612,0.09563124
-4.85942971,0.84328138,0.00093932,0.06749393,0.11177674,0.32240402,0.00270155,0.30523656,0.23813555,0.09698963
-4.85342671,0.84947744,0.00098101,0.06581660,0.10941991,0.33168545,0.00272237,0.30240325,0.23581937,0.09800524
-4.84742371,0.85224345,0.00102146,0.06374491,0.10649043,0.33999443,0.00273091,0.29814462,0.23232063,0.09864107
-4.84142071,0.85144135,0.00105989,0.06131704,0.10302459,0.34712745,0.00272709,0.29251635,0.22771802,0.09886843
-4.83541771,0.84701579,0.00109565,0.05857793,0.09907234,0.35291207,0.00271111,0.28560631,0.22211315,0.09866754
-4.82941471,0.83899362,0.00112817,0.05557767,0.09469452,0.35721207,0.00268339,0.27753028,0.21562716,0.09802783
-4.82341171,0.82748160,0.00115705,0.05236966,0.08996002,0.35993146,0.00264458,0.26842730,0.20839700,0.09694811
-4.81740870,0.81266236,0.00118199,0.04900887,0.08494297,0.36101761,0.00259554,0.25845457,0.20057126,0.09543649
-4.81140570,0.79478862,0.00120289,0.04555016,0.07972005,0.36046294,0.00253733,0.24778230,0.19230592,0.09351005
-4.80540270,0.77417583,0.00121979,0.04204675,0.07436799,0.35830533,0.00247115,0.23658851,0.18376007,0.09119431
-4.79939970,0.75119337,0.00123288,0.03854878,0.06896140,0.35462695,0.00239834,0.22505397,0.17509170,0.08852244
-4.79339670,0.72625446,0.00124252,0.03510223,0.06357088,0.34955175,0.00232036,0.21335741,0.16645367,0.08553431
-4.78739370,0.69980508,0.00124916,0.03174801,0.05826145,0.34324149,0.00223867,0.20167106,0.15799008,0.08227534
-4.78139070,0.67231226,0.00125337,0.02852128,0.05309143,0.33589054,0.00215480,0.19015675,0.14983298,0.07879519
-4.77538769,0.64425186,0.00125579,0.02545115,0.04811166,0.32771971,0.00207022,0.17896240,0.14209954,0.07514639
-4.76938469,0.61609650,0.00125708,0.02256047,0.04336509,0.31896920,0.00198635,0.16821922,0.13488972,0.07138287
-4.76338169,0.58830377,0.00125791,0.01986599,0.03888662,0.30989114,0.00190449,0.15803942,0.12828458,0.06755849
-4.75737869,0.56130528,0.00125890,0.01737865,0.03470335,0.30074198,0.00182582,0.14851460,0.12234502,0.06372566
-4.75137569,0.53549676,0.00126061,0.01510398,0.03083501,0.29177503,0.00175132,0.13971483,0.11711123,0.05993395
-4.74537269,0.51122978,0.00126348,0.01304273,0.02729451,0.28323346,0.00168181,0.13168823,0.11260266,0.05622897
-4.73936968,0.48880508,0.00126785,0.01119151,0.02408876,0.27534410,0.00161787,0.12446134,0.10881859,0.05265134
-4.73336668,0.46846802,0.00127387,0.00954348,0.02121948,0.26831220,0.00155987,0.11803994,0.10573928,0.04923590
-4.72736368,0.45040599,0.00128157,0.00808908,0.01868404,0.26231733,0.00150794,0.11241050,0.10332763,0.04601115
-4.72136068,0.43474807,0.00129078,0.00681670,0.01647637,0.25751052,0.00146201,0.10754212,0.10153132,0.04299902
-4.71535768,0.42156671,0.00130121,0.00571339,0.01458776,0.25401266,0.00142180,0.10338893,0.10028543,0.04021476
-4.70935468,0.41088128,0.00131241,0.00476542,0.01300758,0.25191412,0.00138683,0.09989281,0.09951538,0.03766719
-4.70335168,0.40266337,0.00132381,0.00395880,0.01172400,0.25127536,0.00135651,0.09698644,0.09914016,0.03535909
-4.69734867,0.39684331,0.00133476,0.00327977,0.01072450,0.25212853,0.00133007,0.09459653,0.09907576,0.03328789
-4.69134567,0.39331766,0.00134456,0.00271513,0.00999632,0.25447972,0.00130673,0.09264710,0.09923864,0.03144637
-4.68534267,0.39195724,0.00135247,0.00225255,0.00952679,0.25831161,0.00128561,0.09106278,0.09954917,0.02982357
-4.67933967,0.39261517,0.00135780,0.00188080,0.00930354,0.26358637,0.00126588,0.08977194,0.09993494,0.02840577
-4.67333667,0.39513464,0.00135991,0.00158985,0.00931464,0.27024854,0.00124674,0.08870954,0.10033368,0.02717737
-4.66733367,0.39935590,0.00135828,0.00137100,0.00954860,0.27822764,0.00122746,0.08781967,0.10069586,0.02612191
-4.66133067,0.40512226,0.00135248,0.00121687,0.00999434,0.28744044,0.00120743,0.08705756,0.10098672,0.02522286
-4.65532766,0.41228476,0.00134229,0.00112140,0.01064107,0.29779278,0.00118619,0.08639116,0.10118769,0.02446437
-4.64932466,0.42070548,0.00132761,0.00107978,0.01147814,0.30918088,0.00116343,0.08580201,0.10129714,0.02383192
-4.64332166,0.43025921,0.00130857,0.00108837,0.01249486,0.32149210,0.00113902,0.08528551,0.10133040,0.02331273
