energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.77788894,0.86420684,-1.22838790,0.00413621,-0.00703667,0.09911239,-0.20967512,0.38800364,-0.53450169,0.30055264,-0.46688872,0.44758535,-0.55188545,0.00000000,-0.00000000,0.25185845,-0.28859801,0.06557161,-0.07838931
-5.77188594,0.81787645,-1.15280206,0.00369124,-0.00606394,0.09125243,-0.18946488,0.36723757,-0.50081525,0.28449387,-0.43674722,0.42688829,-0.52740114,0.00000000,-0.00000000,0.24110316,-0.27824152,0.06222647,-0.07497009
-5.76588294,0.77745044,-1.08344793,0.00334336,-0.00521454,0.08545012,-0.17062676,0.34890897,-0.47043243,0.27118110,-0.40834228,0.40740709,-0.50549300,0.00000000,-0.00000000,0.23058739,-0.26907471,0.05902145,-0.07189998
-5.75987994,0.74284283,-1.02023067,0.00308626,-0.00448082,0.08171112,-0.15334771,0.33294966,-0.44317509,0.26065752,-0.38190117,0.38906404,-0.48581193,0.00000000,-0.00000000,0.22026061,-0.26086516,0.05594191,-0.06912102
-5.75387694,0.71400191,-0.96299747,0.00291423,-0.00385444,0.08002562,-0.13778393,0.31932008,-0.41885022,0.25295585,-0.35761093,0.37182813,-0.46801289,0.00000000,-0.00000000,0.21010367,-0.25338651,0.05298019,-0.06657631
-5.74787394,0.69091017,-0.91156208,0.00282218,-0.00332686,0.08036979,-0.12406200,0.30800893,-0.39726314,0.24809867,-0.33562262,0.35571332,-0.45177083,0.00000000,-0.00000000,0.20012778,-0.24642761,0.05013532,-0.06421240
-5.74187094,0.67357908,-0.86572791,0.00280571,-0.00288962,0.08270626,-0.11228072,0.29903060,-0.37822955,0.24609727,-0.31605641,0.34077415,-0.43679450,0.00000000,-0.00000000,0.19037225,-0.23980047,0.04741236,-0.06198136
-5.73586793,0.66203920,-0.82530866,0.00286103,-0.00253467,0.08698407,-0.10251339,0.29242034,-0.36158576,0.24694883,-0.29900692,0.32709931,-0.42283777,0.00000000,-0.00000000,0.18090092,-0.23334670,0.04482150,-0.05984239
-5.72986493,0.65632651,-0.79014512,0.00298490,-0.00225460,0.09313786,-0.09481026,0.28822769,-0.34719684,0.25063229,-0.28454818,0.31480335,-0.40970800,0.00000000,-0.00000000,0.17179761,-0.22694231,0.04237694,-0.05776298
-5.72386193,0.65646583,-0.76011763,0.00317442,-0.00204283,0.10108652,-0.08920096,0.28650848,-0.33496224,0.25710330,-0.27273797,0.30401727,-0.39727123,0.00000000,-0.00000000,0.16316098,-0.22050068,0.04009554,-0.05571964
-5.71785893,0.66245238,-0.73515328,0.00342694,-0.00189368,0.11073149,-0.08569662,0.28731588,-0.32481875,0.26628851,-0.26362097,0.29487825,-0.38545417,0.00000000,-0.00000000,0.15509882,-0.21397374,0.03799557,-0.05369809
-5.71185593,0.67423290,-0.71522769,0.00373978,-0.00180252,0.12195483,-0.08429148,0.29069097,-0.31674063,0.27807976,-0.25723057,0.28751934,-0.37424296,0.00000000,-0.00000000,0.14772232,-0.20735137,0.03609528,-0.05169303
-5.70585293,0.69168729,-0.70036143,0.00411009,-0.00176567,0.13461743,-0.08496397,0.29665341,-0.31073710,0.29232870,-0.25358908,0.28205932,-0.36367893,0.00000000,-0.00000000,0.14114029,-0.20065916,0.03441171,-0.04970754
-5.69984992,0.71461215,-0.69061127,0.00453458,-0.00178046,0.14855745,-0.08767712,0.30519256,-0.30684728,0.30884223,-0.25270636,0.27859337,-0.35385172,0.00000000,-0.00000000,0.13545378,-0.19395464,0.03295947,-0.04775202
-5.69384692,0.74270721,-0.68605683,0.00500940,-0.00184507,0.16358937,-0.09237824,0.31625957,-0.30513279,0.32737934,-0.25457701,0.27718488,-0.34489008,0.00000000,-0.00000000,0.13075113,-0.18732234,0.03174983,-0.04584297
-5.68784392,0.77556572,-0.68678356,0.00552988,-0.00195844,0.17950387,-0.09899804,0.32976087,-0.30566866,0.34764975,-0.25917622,0.27785867,-0.33695097,0.00000000,-0.00000000,0.12710374,-0.18086776,0.03078986,-0.04400149
-5.68184092,0.81266936,-0.69286292,0.00609049,-0.00212012,0.19606863,-0.10744930,0.34555338,-0.30853276,0.36931461,-0.26645471,0.28059609,-0.33020736,0.00000000,-0.00000000,0.12456249,-0.17471077,0.03008197,-0.04225164
-5.67583792,0.85338847,-0.70433119,0.00668469,-0.00233005,0.21303033,-0.11762515,0.36344166,-0.31379438,0.39198953,-0.27633317,0.28533180,-0.32483551,0.00000000,-0.00000000,0.12315517,-0.16897853,0.02962352,-0.04061879
-5.66983492,0.89698775,-0.72116787,0.00730491,-0.00258842,0.23011781,-0.12939729,0.38317726,-0.32150264,0.41525009,-0.28869653,0.29195280,-0.32100210,0.00000000,-0.00000000,0.12288468,-0.16379837,0.02940678,-0.03912799
-5.66383192,0.94263743,-0.74327522,0.00794258,-0.00289541,0.24704648,-0.14261432,0.40446033,-0.33167513,0.43863974,-0.30338886,0.30029928,-0.31885206,0.00000000,-0.00000000,0.12372822,-0.15929090,0.02941907,-0.03780241
-5.65782891,0.98942980,-0.77046019,0.00858818,-0.00325098,0.26352395,-0.15710057,0.42694351,-0.34428759,0.46167984,-0.32020903,0.31016756,-0.31849737,0.00000000,-0.00000000,0.12563743,-0.15556356,0.02964315,-0.03666198
-5.65182591,1.03640047,-0.80241983,0.00923141,-0.00365467,0.27925655,-0.17265540,0.45023799,-0.35926499,0.48388174,-0.33890792,0.32131490,-0.32000753,0.00000000,-0.00000000,0.12853937,-0.15270497,0.03005776,-0.03572222
-5.64582291,1.08255382,-0.83873129,0.00986138,-0.00410537,0.29395683,-0.18905353,0.47392165,-0.37647456,0.50476030,-0.35918747,0.33346596,-0.32340193,0.00000000,-0.00000000,0.13233840,-0.15078016,0.03063839,-0.03499335
-5.63981991,1.12689140,-0.87884721,0.01046683,-0.00460116,0.30735144,-0.20604637,0.49754891,-0.39572135,0.52384833,-0.38070182,0.34632069,-0.32864470,0.00000000,-0.00000000,0.13691888,-0.14982696,0.03135814,-0.03447967
-5.63381691,1.16844250,-0.92209711,0.01103642,-0.00513915,0.31918932,-0.22336447,0.52066206,-0.41674633,0.54071147,-0.40306093,0.35956353,-0.33564190,0.00000000,-0.00000000,0.14214852,-0.14985353,0.03218871,-0.03417925
-5.62781391,1.20629547,-0.96769506,0.01155908,-0.00571533,0.32924970,-0.24072135,0.54280370,-0.43922756,0.55496277,-0.42583659,0.37287339,-0.34424159,0.00000000,-0.00000000,0.14788241,-0.15083732,0.03310150,-0.03408390
-5.62181091,1.23962859,-1.01475353,0.01202428,-0.00632454,0.33734967,-0.25781848,0.56352970,-0.46278427,0.56627632,-0.44857080,0.38593415,-0.35423643,0.00000000,-0.00000000,0.15396750,-0.15272518,0.03406869,-0.03417953
-5.61580790,1.26773914,-1.06230331,0.01242241,-0.00696038,0.34335077,-0.27435145,0.58242244,-0.48698397,0.57439931,-0.47078646,0.39844545,-0.36536897,0.00000000,-0.00000000,0.16024755,-0.15543493,0.03506435,-0.03444664
-5.60980490,1.29006959,-1.10931867,0.01274506,-0.00761527,0.34716456,-0.29001708,0.59910367,-0.51135225,0.57916205,-0.49199979,0.41013317,-0.37733933,0.00000000,-0.00000000,0.16656817,-0.15885804,0.03606553,-0.03486124
-5.60380190,1.30622964,-1.15474690,0.01298536,-0.00828054,0.34875658,-0.30452139,0.61324659,-0.53538511,0.58048527,-0.51173422,0.42075940,-0.38981493,0.00000000,-0.00000000,0.17278208,-0.16286353,0.03705324,-0.03539581
-5.59779890,1.31601334,-1.19754126,0.01313817,-0.00894655,0.34814877,-0.31758787,0.62458669,-0.55856327,0.57838462,-0.52953512,0.43013143,-0.40244209,0.00000000,-0.00000000,0.17875418,-0.16730272,0.03801339,-0.03602058
-5.59179590,1.31941041,-1.23669577,0.01320030,-0.00960286,0.34542005,-0.32896598,0.63293095,-0.58036791,0.57297190,-0.54498465,0.43810956,-0.41485880,0.00000000,-0.00000000,0.18436636,-0.17201489,0.03893750,-0.03670480
-5.58579290,1.31661134,-1.27128053,0.01317066,-0.01023854,0.34070502,-0.33843928,0.63816493,-0.60029740,0.56445313,-0.55771633,0.44461318,-0.42670831,0.00000000,-0.00000000,0.18952192,-0.17683344,0.03982333,-0.03741824
-5.57978989,1.30800606,-1.30047603,0.01305028,-0.01084237,0.33419095,-0.34583301,0.64025768,-0.61788402,0.55312345,-0.56742832,0.44962518,-0.43765301,0.00000000,-0.00000000,0.19414922,-0.18159238,0.04067523,-0.03813249
-5.57378689,1.29417609,-1.32360495,0.01284233,-0.01140323,0.32611303,-0.35102058,0.63926403,-0.63271032,0.53935909,-0.57389503,0.45319413,-0.44738796,0.00000000,-0.00000000,0.19820469,-0.18613293,0.04150436,-0.03882242
-5.56778389,1.27588057,-1.34016000,0.01255206,-0.01191040,0.31674816,-0.35392876,0.63532434,-0.64442415,0.52360679,-0.57697652,0.45543441,-0.45565352,0.00000000,-0.00000000,0.20167482,-0.19030996,0.04232855,-0.03946745
-5.56178089,1.25403656,-1.34982664,0.01218661,-0.01235393,0.30640748,-0.35454133,0.62866159,-0.65275189,0.50637109,-0.57662497,0.45652400,-0.46224669,0.00000000,-0.00000000,0.20457708,-0.19399798,0.04317205,-0.04005262
-5.55577789,1.22969443,-1.35249955,0.01175484,-0.01272495,0.29542802,-0.35290084,0.61957592,-0.65750920,0.48820001,-0.57288828,0.45670004,-0.46703046,0.00000000,-0.00000000,0.20695976,-0.19709649,0.04406492,-0.04056959
-5.54977489,1.20400906,-1.34829216,0.01126708,-0.01301603,0.28416374,-0.34910854,0.60843686,-0.65860887,0.46966966,-0.56591033,0.45625221,-0.46994102,0.00000000,-0.00000000,0.20890059,-0.19953439,0.04504226,-0.04101732
-5.54377189,1.17820803,-1.33753877,0.01073485,-0.01322139,0.27297626,-0.34332243,0.59567341,-0.65606541,0.45136852,-0.55592794,0.45551418,-0.47099232,0.00000000,-0.00000000,0.21050422,-0.20127341,0.04614315,-0.04140249
-5.53776888,1.15355773,-1.32078912,0.01017053,-0.01333720,0.26222576,-0.33575336,0.58176245,-0.64999621,0.43388173,-0.54326483,0.45485324,-0.47027783,0.00000000,-0.00000000,0.21189864,-0.20231025,0.04740941,-0.04173967
-5.53176588,1.13132862,-1.29879556,0.00958711,-0.01336172,0.25226215,-0.32665956,0.56721576,-0.64061913,0.41777609,-0.52832256,0.45465864,-0.46796942,0.00000000,-0.00000000,0.21323046,-0.20267743,0.04888426,-0.04205120
-5.52576288,1.11276059,-1.27249341,0.00899782,-0.01329539,0.24341694,-0.31633964,0.55256617,-0.62824680,0.40358622,-0.51156911,0.45532877,-0.46431339,0.00000000,-0.00000000,0.21465953,-0.20244280,0.05061072,-0.04236667
-5.51975988,1.09902969,-1.24297521,0.00841587,-0.01314090,0.23599595,-0.30512444,0.53835330,-0.61327768,0.39180212,-0.49352543,0.45725786,-0.45962371,0.00000000,-0.00000000,0.21635277,-0.20170765,0.05263010,-0.04272227
-5.51375688,1.09121697,-1.21145986,0.00785419,-0.01290309,0.23027312,-0.29336805,0.52510936,-0.59618440,0.38285869,-0.47475055,0.46082250,-0.45427268,0.00000000,-0.00000000,0.21847764,-0.20060351,0.05498034,-0.04315971
-5.50775388,1.09028048,-1.17925790,0.00732518,-0.01258891,0.22648533,-0.28143837,0.51334546,-0.57749992,0.37712713,-0.45582589,0.46636846,-0.44867957,0.00000000,-0.00000000,0.22119542,-0.19928784,0.05769444,-0.04372500
-5.50175088,1.09703098,-1.14773408,0.00684052,-0.01220719,0.22482854,-0.26970752,0.50353885,-0.55780189,0.37490851,-0.43733932,0.47419843,-0.44329727,0.00000000,-0.00000000,0.22465460,-0.19793863,0.06079905,-0.04446699
-5.49574787,1.11211212,-1.11826875,0.00641103,-0.01176844,0.22545512,-0.25854245,0.49612145,-0.53769604,0.37642950,-0.41986953,0.48456089,-0.43859784,0.00000000,-0.00000000,0.22898456,-0.19674815,0.06431308,-0.04543576
-5.48974487,1.13598530,-1.09221930,0.00604652,-0.01128457,0.22847230,-0.24829613,0.49147003,-0.51779913,0.38184016,-0.40397135,0.49764072,-0.43505717,0.00000000,-0.00000000,0.23428995,-0.19591619,0.06824666,-0.04668092
-5.48374187,1.16891967,-1.07088285,0.00575568,-0.01076859,0.23394175,-0.23929948,0.48989821,-0.49872216,0.39121366,-0.39016229,0.51355177,-0.43313946,0.00000000,-0.00000000,0.24064583,-0.19564284,0.07260026,-0.04824983
-5.47773887,1.21098712,-1.05546157,0.00554607,-0.01023425,0.24188019,-0.23185433,0.49165038,-0.48105436,0.40454785,-0.37891081,0.53233165,-0.43328205,0.00000000,-0.00000000,0.24809381,-0.19612132,0.07736414,-0.05018589
-5.47173587,1.26206244,-1.04703134,0.00542404,-0.00969579,0.25226078,-0.22622752,0.49689773,-0.46534850,0.42176830,-0.37062650,0.55393902,-0.43588096,0.00000000,-0.00000000,0.25663945,-0.19753087,0.08251811,-0.05252687
-5.46573287,1.32182823,-1.04651492,0.00539470,-0.00916752,0.26501528,-0.22264627,0.50573630,-0.45210800,0.44273272,-0.36565242,0.57825337,-0.44127795,0.00000000,-0.00000000,0.26625083,-0.20003013,0.08803163,-0.05530335
-5.45972986,1.38978435,-1.05465989,0.00546191,-0.00866358,0.28003680,-0.22129480,0.51818686,-0.44177610,0.46723645,-0.36425956,0.60507733,-0.44974910,0.00000000,-0.00000000,0.27685851,-0.20375120,0.09386422,-0.05853744
-5.45372686,1.46526141,-1.07202206,0.00562824,-0.00819761,0.29718299,-0.22231222,0.53419670,-0.43472731,0.49501865,-0.36664348,0.63414142,-0.46149565,0.00000000,-0.00000000,0.28835680,-0.20879451,0.09996621,-0.06224164
-5.44772386,1.54743775,-1.09895442,0.00589501,-0.00778251,0.31627944,-0.22579159,0.55364285,-0.43126125,0.52576919,-0.37292307,0.66511107,-0.47663707,0.00000000,-0.00000000,0.30060625,-0.21522478,0.10627976,-0.06641802
-5.44172086,1.63535939,-1.13560171,0.00626220,-0.00743021,0.33712341,-0.23178009,0.57633673,-0.43159889,0.55913569,-0.38314111,0.69759560,-0.49520673,0.00000000,-0.00000000,0.31343741,-0.22306809,0.11274017,-0.07105769
-5.43571786,1.72796222,-1.18190035,0.00672850,-0.00715146,0.35948746,-0.24028016,0.60202980,-0.43588110,0.59473081,-0.39726664,0.73115897,-0.51715016,0.00000000,-0.00000000,0.32665547,-0.23231019,0.11927739,-0.07614065
-5.42971486,1.82409575,-1.23758361,0.00729124,-0.00695569,0.38312319,-0.25125134,0.63042007,-0.44416916,0.63213936,-0.41519867,0.76533177,-0.54232592,0.00000000,-0.00000000,0.34004593,-0.24289612,0.12581770,-0.08163586
-5.42371186,1.92254797,-1.30219132,0.00794642,-0.00685085,0.40776481,-0.26461288,0.66115909,-0.45644729,0.67092523,-0.43677120,0.79962426,-0.57050904,0.00000000,-0.00000000,0.35338072,-0.25473109,0.13228550,-0.08750177
-5.41770885,2.02207042,-1.37508379,0.00868871,-0.00684335,0.43313262,-0.28024676,0.69385941,-0.47262655,0.71063803,-0.46175907,0.83353985,-0.60139676,0.00000000,-0.00000000,0.36642495,-0.26768250,0.13860518,-0.09368705
-5.41170585,2.12140312,-1.45545924,0.00951145,-0.00693792,0.45893626,-0.29800102,0.72810212,-0.49255008,0.75081926,-0.48988445,0.86658872,-0.63461652,0.00000000,-0.00000000,0.37894369,-0.28158322,0.14470297,-0.10013167
-5.40570285,2.21929876,-1.54237403,0.01040672,-0.00713761,0.48487796,-0.31769333,0.76344444,-0.51599919,0.79100811,-0.52082384,0.89830116,-0.66973568,0.00000000,-0.00000000,0.39070889,-0.29623581,0.15050873,-0.10676822
-5.39969985,2.31454569,-1.63476507,0.01136541,-0.00744370,0.51065544,-0.33911459,0.79942726,-0.54269999,0.83074681,-0.55421511,0.92824023,-0.70627290,0.00000000,-0.00000000,0.40150590,-0.31141761,0.15595766,-0.11352345
-5.39369685,2.40598936,-1.73147378,0.01237731,-0.00785575,0.53596494,-0.36203252,0.83558251,-0.57233045,0.86958563,-0.58966461,0.95601337,-0.74371063,0.00000000,-0.00000000,0.41113963,-0.32688658,0.16099185,-0.12031992
-5.38769385,2.49255197,-1.83127079,0.01343126,-0.00837153,0.56050403,-0.38619512,0.87144041,-0.60452743,0.90708750,-0.62675408,0.98128269,-0.78150842,0.00000000,-0.00000000,0.41944006,-0.34238763,0.16556166,-0.12707782
-5.38169085,2.57324988,-1.93288102,0.01451535,-0.00898711,0.58397456,-0.41133397,0.90653657,-0.63889365,0.94283242,-0.66504723,1.00377356,-0.81911667,0.00000000,-0.00000000,0.42626692,-0.35765932,0.16962682,-0.13371686
-5.37568784,2.64720888,-2.03500843,0.01561708,-0.00969687,0.60608560,-0.43716740,0.94041893,-0.67500445,0.97642163,-0.70409597,1.02328142,-0.85599047,0.00000000,-0.00000000,0.43151340,-0.37244064,0.17315731,-0.14015806
-5.36968484,2.71367687,-2.13635999,0.01672362,-0.01049359,0.62655661,-0.46340342,0.97265455,-0.71241426,1.00748175,-0.74344620,1.03967647,-0.89160308,0.00000000,-0.00000000,0.43510884,-0.38647783,0.17613400,-0.14632565
-5.36368184,2.77203408,-2.23566864,0.01782208,-0.01136855,0.64512067,-0.48974255,1.00283623,-0.75066275,1.03566878,-0.78264319,1.05290610,-0.92545882,0.00000000,-0.00000000,0.43702029,-0.39953087,0.17854891,-0.15214872
-5.35767884,2.82180046,-2.33171474,0.01889969,-0.01231169,0.66152803,-0.51588052,1.03058899,-0.78928077,1.06067210,-0.82123654,1.06299516,-0.95710501,0.00000000,-0.00000000,0.43725286,-0.41137964,0.18040519,-0.15756286
-5.35167584,2.86264044,-2.42334590,0.01994414,-0.01331175,0.67554968,-0.54151100,1.05557623,-0.82779610,1.08221838,-0.85878486,1.07004376,-0.98614270,0.00000000,-0.00000000,0.43584889,-0.42182940,0.18171683,-0.16251159
-5.34567284,2.89436460,-2.50949487,0.02094375,-0.01435649,0.68698124,-0.56632825,1.07750545,-0.86573905,1.10007550,-0.89486008,1.07422281,-1.01223587,0.00000000,-0.00000000,0.43288601,-0.43071565,0.18250796,-0.16694753
