energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.39369685,2.10900219,0.40140604,0.21668027,0.06656647,0.07524544,0.57942579,0.97082174,0.76696496,0.00000000
-5.38769385,2.03193560,0.37683435,0.21293815,0.06585241,0.06932442,0.54904278,0.94074396,0.73562428,0.00000000
-5.38169085,1.96158161,0.35454226,0.20947869,0.06513386,0.06389531,0.52132625,0.91306822,0.70788762,0.00000000
-5.37568784,1.89772954,0.33451132,0.20628353,0.06441088,0.05896283,0.49628633,0.88764375,0.68358092,0.00000000
-5.36968484,1.83993929,0.31665777,0.20331499,0.06367889,0.05451851,0.47384480,0.86424496,0.66242681,0.00000000
-5.36368184,1.78757389,0.30084232,0.20051829,0.06292908,0.05054256,0.45384601,0.84258349,0.64406214,0.00000000
-5.35767884,1.73983839,0.28688126,0.19782455,0.06214892,0.04700602,0.43606986,0.82232271,0.62805789,0.00000000
-5.35167584,1.69582330,0.27455811,0.19515435,0.06132294,0.04387295,0.42024632,0.80309396,0.61394059,0.00000000
-5.34567284,1.65455058,0.26363560,0.19242176,0.06043372,0.04110268,0.40607073,0.78451389,0.60121420,0.00000000
-5.33966983,1.61502025,0.25386724,0.18953854,0.05946287,0.03865194,0.39321928,0.76620197,0.58938169,0.00000000
-5.33366683,1.57625571,0.24500825,0.18641845,0.05839220,0.03647687,0.38136401,0.74779772,0.57796537,0.00000000
-5.32766383,1.53734583,0.23682536,0.18298139,0.05720476,0.03453479,0.37018682,0.72897663,0.56652534,0.00000000
-5.32166083,1.49748237,0.22910525,0.17915711,0.05588592,0.03278575,0.35939185,0.70946440,0.55467534,0.00000000
-5.31565783,1.45599119,0.22166140,0.17488848,0.05442426,0.03119373,0.34871603,0.68904871,0.54209547,0.00000000
-5.30965483,1.41235639,0.21433921,0.17013409,0.05281231,0.02972759,0.33793738,0.66758833,0.52854157,0.00000000
-5.30365183,1.36623661,0.20701930,0.16487004,0.05104712,0.02836167,0.32688088,0.64501901,0.51385093,0.00000000
-5.29764882,1.31747334,0.19961903,0.15909095,0.04913057,0.02707606,0.31542196,0.62135631,0.49794444,0.00000000
-5.29164582,1.26609112,0.19209240,0.15281009,0.04706943,0.02585668,0.30348747,0.59669512,0.48082524,0.00000000
-5.28564282,1.21229040,0.18442836,0.14605878,0.04487525,0.02469500,0.29105447,0.57120633,0.46257413,0.00000000
-5.27963982,1.15643362,0.17664778,0.13888491,0.04256396,0.02358764,0.27814699,0.54513065,0.44334230,0.00000000
-5.27363682,1.09902574,0.16879936,0.13135097,0.04015530,0.02253572,0.26483097,0.51877035,0.42334167,0.00000000
-5.26763382,1.04069036,0.16095478,0.12353148,0.03767218,0.02154412,0.25120799,0.49247923,0.40283367,0.00000000
-5.26163082,0.98214308,0.15320326,0.11551009,0.03513975,0.02062069,0.23740795,0.46665147,0.38211685,0.00000000
-5.25562781,0.92416329,0.14564591,0.10737649,0.03258462,0.01977540,0.22358125,0.44171002,0.36151409,0.00000000
-5.24962481,0.86756609,0.13839017,0.09922333,0.03003391,0.01901948,0.20989082,0.41809505,0.34136004,0.00000000
-5.24362181,0.81317544,0.13154451,0.09114319,0.02751443,0.01836471,0.19650439,0.39625311,0.32198925,0.00000000
-5.23761881,0.76179989,0.12521372,0.08322589,0.02505183,0.01782264,0.18358740,0.37662727,0.30372548,0.00000000
-5.23161581,0.71421167,0.11949488,0.07555608,0.02266997,0.01740411,0.17129670,0.35964893,0.28687268,0.00000000
-5.22561281,0.67112993,0.11447415,0.06821136,0.02039035,0.01711877,0.15977538,0.34573114,0.27170777,0.00000000
-5.21960980,0.63320840,0.11022462,0.06126083,0.01823169,0.01697480,0.14914881,0.33526381,0.25847551,0.00000000
-5.21360680,0.60102760,0.10680501,0.05476425,0.01620969,0.01697881,0.13952194,0.32861072,0.24738532,0.00000000
-5.20760380,0.57509140,0.10425941,0.04877157,0.01433691,0.01713583,0.13097796,0.32610802,0.23861019,0.00000000
-5.20160080,0.55582742,0.10261783,0.04332306,0.01262280,0.01744948,0.12357807,0.32806407,0.23228726,0.00000000
-5.19559780,0.54359072,0.10189765,0.03844972,0.01107387,0.01792226,0.11736247,0.33476020,0.22852000,0.00000000
-5.18959480,0.53866970,0.10210554,0.03417414,0.00969393,0.01855589,0.11235213,0.34645182,0.22738148,0.00000000
-5.18359180,0.54129351,0.10323999,0.03051144,0.00848442,0.01935172,0.10855134,0.36336951,0.22891842,0.00000000
-5.17758879,0.55163972,0.10529393,0.02747048,0.00744475,0.02031121,0.10595067,0.38571949,0.23315556,0.00000000
-5.17158579,0.56984142,0.10825747,0.02505502,0.00657273,0.02143631,0.10453019,0.41368296,0.24009992,0.00000000
-5.16558279,0.59599262,0.11212042,0.02326483,0.00586496,0.02272984,0.10426257,0.44741392,0.24974455,0.00000000
-5.15957979,0.63015134,0.11687437,0.02209669,0.00531712,0.02419571,0.10511599,0.48703520,0.26207142,0.00000000
-5.15357679,0.67233963,0.12251427,0.02154518,0.00492433,0.02583908,0.10705651,0.53263234,0.27705307,0.00000000
-5.14757379,0.72254012,0.12903915,0.02160318,0.00468137,0.02766630,0.11004992,0.58424542,0.29465295,0.00000000
-5.14157079,0.78068902,0.13645205,0.02226209,0.00458284,0.02968467,0.11406265,0.64185895,0.31482421,0.00000000
-5.13556778,0.84666567,0.14475906,0.02351181,0.00462327,0.03190202,0.11906210,0.70539007,0.33750702,0.00000000
-5.12956478,0.92027917,0.15396737,0.02534031,0.00479711,0.03432607,0.12501591,0.77467567,0.36262449,0.00000000
-5.12356178,1.00125257,0.16408249,0.02773309,0.00509870,0.03696365,0.13189065,0.84945903,0.39007750,0.00000000
-5.11755878,1.08920598,0.17510475,0.03067228,0.00552209,0.03981972,0.13964972,0.92937682,0.41973864,0.00000000
-5.11155578,1.18363943,0.18702517,0.03413567,0.00606093,0.04289633,0.14825080,1.01394750,0.45144587,0.00000000
-5.10555278,1.28391704,0.19982112,0.03809568,0.00670825,0.04619147,0.15764293,1.10256194,0.48499632,0.00000000
-5.09954977,1.38925393,0.21345176,0.04251825,0.00745619,0.04969798,0.16776359,1.19447754,0.52014066,0.00000000
-5.09354677,1.49870722,0.22785393,0.04736191,0.00829584,0.05340251,0.17853584,1.28881649,0.55657893,0.00000000
-5.08754377,1.61117253,0.24293844,0.05257700,0.00921704,0.05728462,0.18986599,1.38456934,0.59395795,0.00000000
-5.08154077,1.72538711,0.25858732,0.05810518,0.01020817,0.06131618,0.20164182,1.48060422,0.63187113,0.00000000
-5.07553777,1.83994048,0.27465225,0.06387925,0.01125613,0.06546094,0.21373179,1.57568228,0.66986084,0.00000000
-5.06953477,1.95329312,0.29095430,0.06982341,0.01234628,0.06967456,0.22598519,1.66847941,0.70742371,0.00000000
-5.06353177,2.06380319,0.30728534,0.07585397,0.01346251,0.07390498,0.23823351,1.75761380,0.74401881,0.00000000
-5.05752876,2.16976107,0.32341101,0.08188045,0.01458739,0.07809318,0.25029306,1.84167901,0.77907884,0.00000000
-5.05152576,2.26943069,0.33907541,0.08780723,0.01570244,0.08217440,0.26196862,1.91928124,0.81202376,0.00000000
-5.04552276,2.36109642,0.35400727,0.09353555,0.01678841,0.08607971,0.27305840,1.98907975,0.84227669,0.00000000
-5.03951976,2.44311377,0.36792753,0.09896590,0.01782572,0.08973790,0.28335967,2.04982874,0.86928135,0.00000000
-5.03351676,2.51396176,0.38055801,0.10400065,0.01879494,0.09307770,0.29267530,2.10041888,0.89252022,0.00000000
-5.02751376,2.57229471,0.39163067,0.10854685,0.01967726,0.09603012,0.30082048,2.13991672,0.91153281,0.00000000
-5.02151076,2.61699102,0.40089732,0.11251913,0.02045507,0.09853092,0.30762962,2.16759990,0.92593289,0.00000000
-5.01550775,2.64719648,0.40813908,0.11584244,0.02111247,0.10052300,0.31296297,2.18298670,0.93542405,0.00000000
-5.00950475,2.66235998,0.41317527,0.11845463,0.02163575,0.10195866,0.31671253,2.18585797,0.93981258,0.00000000
-5.00350175,2.66225965,0.41587118,0.12030864,0.02201387,0.10280165,0.31880712,2.17627055,0.93901713,0.00000000
-4.99749875,2.64701801,0.41614455,0.12137430,0.02223884,0.10302885,0.31921614,2.15456106,0.93307444,0.00000000
-4.99149575,2.61710509,0.41397011,0.12163955,0.02230596,0.10263142,0.31795204,2.12133986,0.92214093,0.00000000
-4.98549275,2.57332930,0.40938224,0.12111105,0.02221404,0.10161566,0.31507106,2.07747515,0.90648983,0.00000000
-4.97948974,2.51681613,0.40247546,0.11981416,0.02196542,0.10000310,0.31067255,2.02406780,0.88650419,0.00000000
-4.97348674,2.44897574,0.39340275,0.11779228,0.02156591,0.09783028,0.30489654,1.96241800,0.86266573,0.00000000
-4.96748374,2.37146070,0.38237184,0.11510558,0.02102461,0.09514784,0.29791997,1.89398515,0.83554036,0.00000000
-4.96148074,2.28611592,0.36963949,0.11182911,0.02035364,0.09201919,0.28995156,1.82034273,0.80576082,0.00000000
-4.95547774,2.19492280,0.35550428,0.10805052,0.01956770,0.08851882,0.28122570,1.74313019,0.77400739,0.00000000
-4.94947474,2.09994042,0.34029799,0.10386736,0.01868365,0.08473017,0.27199564,1.66400384,0.74098738,0.00000000
-4.94347174,2.00324594,0.32437609,0.09938413,0.01772001,0.08074333,0.26252614,1.58458908,0.70741458,0.00000000
-4.93746873,1.90687696,0.30810770,0.09470925,0.01669636,0.07665260,0.25308620,1.50643555,0.67398924,0.00000000
-4.93146573,1.81277801,0.29186543,0.08995196,0.01563283,0.07255396,0.24394190,1.43097737,0.64137961,0.00000000
-4.92546273,1.72275316,0.27601549,0.08521938,0.01454956,0.06854260,0.23534975,1.35949956,0.61020563,0.00000000
-4.91945973,1.63842624,0.26090832,0.08061383,0.01346617,0.06471059,0.22755087,1.29311183,0.58102530,0.00000000
-4.91345673,1.56120979,0.24687015,0.07623037,0.01240134,0.06114476,0.22076593,1.23273047,0.55432410,0.00000000
-4.90745373,1.49228324,0.23419556,0.07215477,0.01137241,0.05792480,0.21519120,1.17906836,0.53050761,0.00000000
-4.90145073,1.43258040,0.22314137,0.06846189,0.01039510,0.05512162,0.21099566,1.13263302,0.50989728,0.00000000
-4.89544772,1.38278586,0.21392167,0.06521443,0.00948320,0.05279609,0.20831903,1.09373212,0.49272927,0.00000000
-4.88944472,1.34333936,0.20670436,0.06246218,0.00864848,0.05099800,0.20727089,1.06248550,0.47915590,0.00000000
-4.88344172,1.31444722,0.20160879,0.06024163,0.00790056,0.04976536,0.20793055,1.03884255,0.46924937,0.00000000
-4.87743872,1.29609917,0.19870481,0.05857588,0.00724691,0.04912397,0.21034757,1.02260368,0.46300725,0.00000000
-4.87143572,1.28808942,0.19801275,0.05747498,0.00669285,0.04908725,0.21454291,1.01344440,0.46035914,0.00000000
-4.86543272,1.29004018,0.19950464,0.05693644,0.00624161,0.04965625,0.22051028,1.01094068,0.46117407,0.00000000
-4.85942971,1.30142646,0.20310611,0.05694596,0.00589448,0.05081996,0.22821778,1.01459412,0.46526818,0.00000000
-4.85342671,1.32160077,0.20869932,0.05747834,0.00565089,0.05255570,0.23760954,1.02385602,0.47241215,0.00000000
-4.84742371,1.34981674,0.21612638,0.05849852,0.00550857,0.05482976,0.24860734,1.03814897,0.48233832,0.00000000
-4.84142071,1.38525089,0.22519362,0.05996263,0.00546369,0.05759813,0.26111209,1.05688563,0.49474709,0.00000000
-4.83541771,1.42702204,0.23567623,0.06181915,0.00551103,0.06080744,0.27500523,1.07948385,0.50931266,0.00000000
-4.82941471,1.47420832,0.24732355,0.06401016,0.00564409,0.06439600,0.29015002,1.10537815,0.52568813,0.00000000
-4.82341171,1.52586152,0.25986472,0.06647247,0.00585530,0.06829504,0.30639274,1.13402740,0.54350997,0.00000000
-4.81740870,1.58101933,0.27301479,0.06913895,0.00613612,0.07243005,0.32356397,1.16491914,0.56240216,0.00000000
-4.81140570,1.63871576,0.28648112,0.07193980,0.00647723,0.07672234,0.34147995,1.19757071,0.58198014,0.00000000
-4.80540270,1.69799020,0.29996999,0.07480384,0.00686869,0.08109067,0.35994415,1.23152799,0.60185476,0.00000000
-4.79939970,1.75789577,0.31319347,0.07765989,0.00730011,0.08545303,0.37874925,1.26636236,0.62163648,0.00000000
-4.79339670,1.81750735,0.32587610,0.08043817,0.00776081,0.08972856,0.39767937,1.30166647,0.64093995,0.00000000
-4.78739370,1.87592983,0.33776158,0.08307164,0.00824005,0.09383948,0.41651282,1.33704974,0.65938904,0.00000000
-4.78139070,1.93230679,0.34861906,0.08549743,0.00872723,0.09771304,0.43502531,1.37213408,0.67662234,0.00000000
-4.77538769,1.98582990,0.35824885,0.08765816,0.00921208,0.10128345,0.45299353,1.40655042,0.69229901,0.00000000
-4.76938469,2.03574886,0.36648748,0.08950327,0.00968488,0.10449368,0.47019918,1.43993666,0.70610492,0.00000000
-4.76338169,2.08138189,0.37321176,0.09099013,0.01013670,0.10729710,0.48643323,1.47193714,0.71775882,0.00000000
-4.75737869,2.12212639,0.37834175,0.09208511,0.01055959,0.10965882,0.50150036,1.50220391,0.72701813,0.00000000
-4.75137569,2.15746934,0.38184247,0.09276439,0.01094677,0.11155678,0.51522341,1.53039985,0.73368438,0.00000000
-4.74537269,2.18699697,0.38372419,0.09301456,0.01129276,0.11298243,0.52744767,1.55620339,0.73760764,0.00000000
-4.73936968,2.21040318,0.38404132,0.09283290,0.01159355,0.11394097,0.53804481,1.57931470,0.73868991,0.00000000
-4.73336668,2.22749614,0.38288983,0.09222746,0.01184666,0.11445119,0.54691633,1.59946287,0.73688715,0.00000000
-4.72736368,2.23820260,0.38040329,0.09121673,0.01205118,0.11454477,0.55399639,1.61641371,0.73220978,0.00000000
-4.72136068,2.24256965,0.37674770,0.08982907,0.01220775,0.11426524,0.55925378,1.62997770,0.72472160,0.00000000
-4.71535768,2.24076343,0.37211526,0.08810184,0.01231851,0.11366645,0.56269304,1.64001741,0.71453716,0.00000000
-4.70935468,2.23306491,0.36671730,0.08608020,0.01238695,0.11281070,0.56435465,1.64645418,0.70181754,0.00000000
-4.70335168,2.21986270,0.36077676,0.08381578,0.01241779,0.11176661,0.56431423,1.64927337,0.68676495,0.00000000
-4.69734867,2.20164301,0.35452049,0.08136511,0.01241671,0.11060681,0.56268082,1.64852790,0.66961620,0.00000000
-4.69134567,2.17897730,0.34817172,0.07878797,0.01239019,0.10940549,0.55959425,1.64433987,0.65063545,0.00000000
-4.68534267,2.15250796,0.34194299,0.07614568,0.01234520,0.10823609,0.55522187,1.63690005,0.63010651,0.00000000
-4.67933967,2.12293265,0.33602999,0.07349945,0.01228894,0.10716899,0.54975457,1.62646516,0.60832519,0.00000000
-4.67333667,2.09098803,0.33060643,0.07090878,0.01222860,0.10626959,0.54340247,1.61335317,0.58559182,0.00000000
-4.66733367,2.05743355,0.32582023,0.06843005,0.01217107,0.10559656,0.53639033,1.59793677,0.56220445,0.00000000
-4.66133067,2.02303588,0.32179122,0.06611527,0.01212280,0.10520064,0.52895303,1.58063525,0.53845283,0.00000000
-4.65532766,1.98855482,0.31861033,0.06401115,0.01208951,0.10512375,0.52133118,1.56190539,0.51461347,0.00000000
-4.64932466,1.95473101,0.31634028,0.06215837,0.01207616,0.10539868,0.51376712,1.54223171,0.49094584,0.00000000
-4.64332166,1.92227598,0.31501777,0.06059120,0.01208679,0.10604915,0.50650147,1.52211650,0.46768967,0.00000000
