energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.33366683,1.80929306,1.02630455,0.69944845,0.00472213,0.05333299,0.00319086,0.78177064
-5.32766383,1.89309601,1.08087513,0.73077624,0.00478923,0.05763507,0.00342837,0.81708515
-5.32166083,1.97826999,1.13551171,0.76256750,0.00485965,0.06203034,0.00368377,0.85308372
-5.31565783,2.06365626,1.18952454,0.79439000,0.00493112,0.06649010,0.00395593,0.88925616
-5.30965483,2.14804505,1.24221434,0.82578815,0.00500108,0.07098422,0.00424337,0.92506992
-5.30365183,2.23021094,1.29289184,0.85629832,0.00506674,0.07548174,0.00454428,0.95998467
-5.29764882,2.30894949,1.34089712,0.88546478,0.00512520,0.07995144,0.00485654,0.99346724
-5.29164582,2.38311354,1.38561809,0.91285580,0.00517360,0.08436237,0.00517773,1.02500635
-5.28564282,2.45164751,1.42650734,0.93807899,0.00520924,0.08868438,0.00550515,1.05412663
-5.27963982,2.51361838,1.46309650,0.96079521,0.00522970,0.09288853,0.00583586,1.08040131
-5.27363682,2.56824193,1.49500769,0.98073042,0.00523293,0.09694754,0.00616672,1.10346301
-5.26763382,2.61490325,1.52196153,0.99768475,0.00521739,0.10083601,0.00649441,1.12301245
-5.26163082,2.65317063,1.54378150,1.01153856,0.00518206,0.10453071,0.00681551,1.13882460
-5.25562781,2.68280238,1.56039451,1.02225509,0.00512654,0.10801072,0.00712658,1.15075219
-5.24962481,2.70374658,1.57182783,1.02987955,0.00505099,0.11125745,0.00742417,1.15872653
-5.24362181,2.71613376,1.57820253,1.03453483,0.00495621,0.11425471,0.00770491,1.16275578
-5.23761881,2.72026318,1.57972400,1.03641397,0.00484351,0.11698859,0.00796562,1.16292069
-5.23161581,2.71658346,1.57666989,1.03576982,0.00471470,0.11944742,0.00820332,1.15936831
-5.22561281,2.70566866,1.56937624,1.03290247,0.00457198,0.12162159,0.00841532,1.15230387
-5.21960980,2.68819092,1.55822234,1.02814495,0.00441785,0.12350342,0.00859929,1.14198131
-5.21360680,2.66489119,1.54361521,1.02184805,0.00425499,0.12508706,0.00875331,1.12869293
-5.20760380,2.63654917,1.52597410,1.01436498,0.00408615,0.12636831,0.00887592,1.11275862
-5.20160080,2.60395407,1.50571602,1.00603645,0.00391406,0.12734457,0.00896616,1.09451505
-5.19559780,2.56787735,1.48324257,0.99717715,0.00374130,0.12801479,0.00902359,1.07430536
-5.18959480,2.52904856,1.45892874,0.98806398,0.00357022,0.12837952,0.00904834,1.05246974
-5.18359180,2.48813527,1.43311406,0.97892673,0.00340288,0.12844101,0.00904110,1.02933708
-5.17758879,2.44572788,1.40609626,0.96994150,0.00324097,0.12820339,0.00900314,1.00521819
-5.17158579,2.40232963,1.37812775,0.96122713,0.00308583,0.12767292,0.00893632,0.98040055
-5.16558279,2.35835217,1.34941481,0.95284476,0.00293840,0.12685837,0.00884302,0.95514490
-5.15957979,2.31411645,1.32011934,0.94480034,0.00279923,0.12577134,0.00872622,0.92968349
-5.15357679,2.26985880,1.29036315,0.93704998,0.00266853,0.12442674,0.00858942,0.90422014
-5.14757379,2.22574139,1.26023419,0.92950773,0.00254622,0.12284320,0.00843661,0.87893183
-5.14157079,2.18186644,1.22979442,0.92205524,0.00243196,0.12104346,0.00827229,0.85397165
-5.13556778,2.13829310,1.19908887,0.91455293,0.00232525,0.11905471,0.00810141,0.82947283
-5.12956478,2.09505601,1.16815518,0.90685176,0.00222547,0.11690879,0.00792932,0.80555359
-5.12356178,2.05218429,1.13703323,0.89880521,0.00213195,0.11464221,0.00776173,0.78232239
-5.11755878,2.00971981,1.10577420,0.89028066,0.00204405,0.11229607,0.00760467,0.75988319
-5.11155578,1.96773374,1.07444854,0.88116968,0.00196119,0.10991562,0.00746439,0.73834047
-5.10555278,1.92634021,1.04315244,0.87139661,0.00188292,0.10754962,0.00734733,0.71780358
-5.09954977,1.88570645,1.01201242,0.86092501,0.00180895,0.10524946,0.00725996,0.69839009
-5.09354677,1.84605863,0.98118776,0.84976180,0.00173915,0.10306797,0.00720872,0.68022803
-5.08754377,1.80768311,0.95087062,0.83795870,0.00167357,0.10105801,0.00719990,0.66345669
-5.08154077,1.77092306,0.92128386,0.82561119,0.00161245,0.09927086,0.00723946,0.64822601
-5.07553777,1.73617039,0.89267664,0.81285483,0.00155620,0.09775445,0.00733296,0.63469445
-5.06953477,1.70385372,0.86531804,0.79985941,0.00150534,0.09655151,0.00748537,0.62302557
-5.06353177,1.67442269,0.83948901,0.78682121,0.00146054,0.09569779,0.00770091,0.61338324
-5.05752876,1.64832981,0.81547308,0.77395374,0.00142252,0.09522023,0.00798294,0.60592597
-5.05152576,1.62601044,0.79354627,0.76147764,0.00139206,0.09513553,0.00833383,0.60080044
-5.04552276,1.60786233,0.77396676,0.74961017,0.00136995,0.09544877,0.00875480,0.59813466
-5.03951976,1.59422555,0.75696472,0.73855490,0.00135693,0.09615257,0.00924586,0.59803106
-5.03351676,1.58536390,0.74273290,0.72849220,0.00135371,0.09722660,0.00980572,0.60055991
-5.02751376,1.58144887,0.73141828,0.71957088,0.00136091,0.09863755,0.01043175,0.60575325
-5.02151076,1.58254677,0.72311525,0.71190151,0.00137903,0.10033966,0.01111997,0.61359984
-5.01550775,1.58860973,0.71786055,0.70555162,0.00140848,0.10227574,0.01186507,0.62404116
-5.00950475,1.59947096,0.71563009,0.70054304,0.00144950,0.10437860,0.01266049,0.63696878
-5.00350175,1.61484442,0.71633781,0.69685134,0.00150223,0.10657308,0.01349847,0.65222319
-4.99749875,1.63432880,0.71983655,0.69440743,0.00156664,0.10877826,0.01437020,0.66959413
-4.99149575,1.65741568,0.72592077,0.69310107,0.00164255,0.11091010,0.01526598,0.68882237
-4.98549275,1.68350120,0.73433101,0.69278592,0.00172966,0.11288412,0.01617537,0.70960309
-4.97948974,1.71190095,0.74475983,0.69328611,0.00182751,0.11461825,0.01708740,0.73159046
-4.97348674,1.74186720,0.75685900,0.69440351,0.00193548,0.11603549,0.01799080,0.75440357
-4.96748374,1.77260779,0.77024759,0.69592563,0.00205283,0.11706652,0.01887415,0.77763338
-4.96148074,1.80330603,0.78452076,0.69763362,0.00217866,0.11765193,0.01972618,0.80085055
-4.95547774,1.83314091,0.79925890,0.69930991,0.00231193,0.11774407,0.02053594,0.82361402
-4.94947474,1.86130688,0.81403689,0.70074530,0.00245147,0.11730857,0.02129304,0.84548016
-4.94347174,1.88703285,0.82843332,0.70174524,0.00259594,0.11632519,0.02198783,0.86601218
-4.93746873,1.90959981,0.84203937,0.70213495,0.00274390,0.11478832,0.02261159,0.88478977
-4.93146573,1.92835687,0.85446724,0.70176351,0.00289375,0.11270690,0.02315672,0.90141869
-4.92546273,1.94273536,0.86535805,0.70050675,0.00304380,0.11010378,0.02361689,0.91554011
-4.91945973,1.95226088,0.87438901,0.69826901,0.00319226,0.10701481,0.02398716,0.92683952
-4.91345673,1.95656318,0.88127977,0.69498395,0.00333725,0.10348739,0.02426406,0.93505493
-4.90745373,1.95538378,0.88579792,0.69061439,0.00347687,0.09957881,0.02444574,0.93998424
-4.90145073,1.94858125,0.88776349,0.68515156,0.00360919,0.09535436,0.02453194,0.94149135
-4.89544772,1.93613414,0.88705238,0.67861376,0.00373231,0.09088527,0.02452405,0.93951095
-4.88944472,1.91814142,0.88359866,0.67104459,0.00384443,0.08624662,0.02442507,0.93405165
-4.88344172,1.89482053,0.87739559,0.66251100,0.00394386,0.08151529,0.02423962,0.92519723
-4.87743872,1.86650272,0.86849536,0.65310113,0.00402906,0.07676800,0.02397375,0.91310595
-4.87143572,1.83362590,0.85700749,0.64292210,0.00409874,0.07207944,0.02363494,0.89800757
-4.86543272,1.79672487,0.84309573,0.63209762,0.00415183,0.06752064,0.02323186,0.88019830
-4.85942971,1.75641891,0.82697371,0.62076561,0.00418758,0.06315757,0.02277419,0.86003351
-4.85342671,1.71339698,0.80889912,0.60907566,0.00420555,0.05904988,0.02227248,0.83791842
-4.84742371,1.66840072,0.78916670,0.59718625,0.00420566,0.05524998,0.02173779,0.81429688
-4.84142071,1.62220549,0.76810010,0.58526183,0.00418816,0.05180228,0.02118153,0.78963872
-4.83541771,1.57559993,0.74604285,0.57346953,0.00415366,0.04874269,0.02061512,0.76442596
-4.82941471,1.52936464,0.72334865,0.56197568,0.00410310,0.04609834,0.02004972,0.73913828
-4.82341171,1.48425048,0.70037129,0.55094195,0.00403773,0.04388740,0.01949596,0.71423854
-4.81740870,1.44095735,0.67745456,0.54052131,0.00395908,0.04211924,0.01896365,0.69015857
-4.81140570,1.40011412,0.65492243,0.53085385,0.00386889,0.04079460,0.01846151,0.66728612
-4.80540270,1.36226042,0.63306983,0.52206256,0.00376908,0.03990599,0.01799696,0.64595333
-4.79939970,1.32783125,0.61215453,0.51424927,0.00366170,0.03943818,0.01757595,0.62642719
-4.79339670,1.29714478,0.59239018,0.50749091,0.00354884,0.03936884,0.01720273,0.60890256
-4.78739370,1.27039421,0.57394097,0.50183630,0.00343259,0.03966930,0.01687985,0.59349792
-4.78139070,1.24764388,0.55691807,0.49730366,0.00331499,0.04030535,0.01660801,0.58025409
-4.77538769,1.22883001,0.54137791,0.49387908,0.00319795,0.04123815,0.01638615,0.56913596
-4.76938469,1.21376605,0.52732252,0.49151597,0.00308325,0.04242526,0.01621147,0.56003720
-4.76338169,1.20215263,0.51470169,0.49013579,0.00297248,0.04382163,0.01607956,0.55278763
-4.75737869,1.19359161,0.50341713,0.48962994,0.00286700,0.04538067,0.01598458,0.54716305
-4.75137569,1.18760371,0.49332820,0.48986299,0.00276800,0.04705536,0.01591947,0.54289696
-4.74537269,1.18364922,0.48425914,0.49067699,0.00267641,0.04879921,0.01587624,0.53969370
-4.73936968,1.18115062,0.47600736,0.49189695,0.00259299,0.05056736,0.01584621,0.53724239
-4.73336668,1.17951649,0.46835257,0.49333705,0.00251832,0.05231745,0.01582038,0.53523107
-4.72736368,1.17816542,0.46106625,0.49480765,0.00245283,0.05401050,0.01578971,0.53336045
-4.72136068,1.17654919,0.45392119,0.49612243,0.00239687,0.05561159,0.01574546,0.53135654
-4.71535768,1.17417404,0.44670053,0.49710573,0.00235073,0.05709052,0.01567948,0.52898186
-4.70935468,1.17061928,0.43920623,0.49759944,0.00231468,0.05842217,0.01558449,0.52604450
-4.70335168,1.16555239,0.43126625,0.49746935,0.00228903,0.05958687,0.01545433,0.52240501
-4.69734867,1.15874014,0.42274058,0.49661048,0.00227418,0.06057049,0.01528413,0.51798054
-4.69134567,1.15005521,0.41352562,0.49495128,0.00227062,0.06136444,0.01507050,0.51274638
-4.68534267,1.13947813,0.40355695,0.49245634,0.00227898,0.06196550,0.01481156,0.50673487
-4.67933967,1.12709457,0.39281029,0.48912758,0.00230002,0.06237553,0.01450700,0.50003166
-4.67333667,1.11308823,0.38130088,0.48500382,0.00233462,0.06260111,0.01415804,0.49276975
-4.66733367,1.09772958,0.36908114,0.48015865,0.00238379,0.06265299,0.01376735,0.48512158
-4.66133067,1.08136121,0.35623702,0.47469684,0.00244860,0.06254555,0.01333892,0.47728952
-4.65532766,1.06438036,0.34288304,0.46874939,0.00253014,0.06229622,0.01287784,0.46949535
-4.64932466,1.04721958,0.32915649,0.46246739,0.00262946,0.06192479,0.01239015,0.46196909
-4.64332166,1.03032632,0.31521095,0.45601507,0.00274748,0.06145278,0.01188255,0.45493779
-4.63731866,1.01414244,0.30120953,0.44956243,0.00288492,0.06090283,0.01136219,0.44861482
-4.63131566,0.99908463,0.28731809,0.44327766,0.00304224,0.06029807,0.01083636,0.44318995
-4.62531266,0.98552642,0.27369884,0.43731989,0.00321948,0.05966155,0.01031234,0.43882083
-4.61930965,0.97378284,0.26050449,0.43183255,0.00341627,0.05901575,0.00979710,0.43562611
-4.61330665,0.96409820,0.24787326,0.42693763,0.00363170,0.05838212,0.00929714,0.43368053
-4.60730365,0.95663750,0.23592490,0.42273130,0.00386431,0.05778068,0.00881833,0.43301212
-4.60130065,0.95148200,0.22475788,0.41928089,0.00411203,0.05722975,0.00836580,0.43360162
-4.59529765,0.94862887,0.21444785,0.41662347,0.00437219,0.05674568,0.00794389,0.43538411
-4.58929465,0.94799497,0.20504726,0.41476616,0.00464152,0.05634272,0.00755606,0.43825279
-4.58329165,0.94942451,0.19658628,0.41368788,0.00491623,0.05603288,0.00720501,0.44206461
-4.57728864,0.95270017,0.18907477,0.41334277,0.00519203,0.05582595,0.00689267,0.44664755
-4.57128564,0.95755704,0.18250523,0.41366468,0.00546430,0.05572946,0.00662033,0.45180923
-4.56528264,0.96369863,0.17685648,0.41457281,0.00572815,0.05574876,0.00638880,0.45734630
-4.55927964,0.97081430,0.17209801,0.41597793,0.00597856,0.05588713,0.00619852,0.46305443
-4.55327664,0.97859702,0.16819455,0.41778892,0.00621059,0.05614587,0.00604977,0.46873814
-4.54727364,0.98676077,0.16511080,0.41991934,0.00641948,0.05652442,0.00594288,0.47422033
-4.54127064,0.99505669,0.16281608,0.42229350,0.00660083,0.05702051,0.00587835,0.47935086
-4.53526763,1.00328729,0.16128859,0.42485191,0.00675075,0.05763028,0.00585706,0.48401399
-4.52926463,1.01131803,0.16051915,0.42755577,0.00686598,0.05834840,0.00588045,0.48813428
-4.52326163,1.01908593,0.16051425,0.43039025,0.00694405,0.05916825,0.00595059,0.49168079
-4.51725863,1.02660477,0.16129837,0.43336654,0.00698327,0.06008202,0.00607035,0.49466939
-4.51125563,1.03396694,0.16291524,0.43652253,0.00698291,0.06108091,0.00624341,0.49716317
-4.50525263,1.04134180,0.16542824,0.43992221,0.00694312,0.06215528,0.00647429,0.49927102
-4.49924962,1.04897085,0.16891975,0.44365383,0.00686498,0.06329494,0.00676836,0.50114438
-4.49324662,1.05716003,0.17348952,0.44782697,0.00675043,0.06448936,0.00713172,0.50297250
-4.48724362,1.06626944,0.17925207,0.45256868,0.00660221,0.06572803,0.00757111,0.50497625
-4.48124062,1.07670113,0.18633323,0.45801893,0.00642374,0.06700082,0.00809374,0.50740092
-4.47523762,1.08888530,0.19486577,0.46432549,0.00621903,0.06829840,0.00870706,0.51050810
-4.46923462,1.10326546,0.20498446,0.47163856,0.00599253,0.06961269,0.00941849,0.51456715
-4.46323162,1.12028303,0.21682047,0.48010522,0.00574898,0.07093727,0.01023517,0.51984624
-4.45722861,1.14036179,0.23049534,0.48986387,0.00549325,0.07226787,0.01116356,0.52660352
-4.45122561,1.16389256,0.24611475,0.50103894,0.00523025,0.07360270,0.01220913,0.53507831
-4.44522261,1.19121844,0.26376215,0.51373576,0.00496472,0.07494278,0.01337599,0.54548285
-4.43921961,1.22262091,0.28349253,0.52803590,0.00470117,0.07629207,0.01466648,0.55799448
-4.43321661,1.25830705,0.30532655,0.54399290,0.00444375,0.07765751,0.01608084,0.57274860
-4.42721361,1.29839807,0.32924515,0.56162856,0.00419619,0.07904887,0.01761687,0.58983245
-4.42121061,1.34291955,0.35518496,0.58092981,0.00396169,0.08047838,0.01926962,0.60927991
-4.41520760,1.39179334,0.38303472,0.60184627,0.00374295,0.08196018,0.02103118,0.63106732
-4.40920460,1.44483174,0.41263278,0.62428851,0.00354208,0.08350953,0.02289050,0.65511056
-4.40320160,1.50173380,0.44376607,0.64812719,0.00336066,0.08514198,0.02483330,0.68126348
-4.39719860,1.56208437,0.47617049,0.67319303,0.00319973,0.08687222,0.02684215,0.70931768
-4.39119560,1.62535576,0.50953291,0.69927775,0.00305982,0.08871301,0.02889654,0.73900387
-4.38519260,1.69091251,0.54349490,0.72613608,0.00294098,0.09067394,0.03097319,0.76999477
-4.37918959,1.75801904,0.57765793,0.75348870,0.00284287,0.09276034,0.03304634,0.80190964
-4.37318659,1.82585049,0.61159033,0.78102624,0.00276476,0.09497221,0.03508827,0.83432040
-4.36718359,1.89350647,0.64483549,0.80841429,0.00270564,0.09730336,0.03706988,0.86675923
-4.36118059,1.96002748,0.67692136,0.83529920,0.00266423,0.09974071,0.03896128,0.89872767
-4.35517759,2.02441388,0.70737088,0.86131472,0.00263904,0.10226396,0.04073256,0.92970682
-4.34917459,2.08564662,0.73571301,0.88608909,0.00262846,0.10484548,0.04235450,0.95916861
-4.34317159,2.14270946,0.76149402,0.90925263,0.00263072,0.10745053,0.04379940,0.98658767
-4.33716858,2.19461180,0.78428870,0.93044528,0.00264403,0.11003793,0.04504177,1.01145357
-4.33116558,2.24041155,0.80371110,0.94932422,0.00266651,0.11256088,0.04605908,1.03328300
-4.32516258,2.27923719,0.81942433,0.96557097,0.00269629,0.11496820,0.04683238,1.05163152
-4.31915958,2.31030845,0.83114928,0.97889805,0.00273151,0.11720574,0.04734688,1.06610449
-4.31315658,2.33295472,0.83867175,0.98905480,0.00277032,0.11921804,0.04759233,1.07636684
-4.30715358,2.34663088,0.84184792,0.99583228,0.00281092,0.12095003,0.04756335,1.08215132
