energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.89794897,1.32679674,-2.57447806,0.28377273,-0.84516954,0.48941629,-0.22203702,0.00050463,-0.00227537,0.20230472,-0.07670319,0.00269601,-0.01426139,0.53077103,-1.64639650,0.26307620,-0.85603039,0.09406453,-0.32221342
-5.89194597,1.28423019,-2.57553262,0.26959178,-0.84740628,0.49196751,-0.22234315,0.00044502,-0.00213706,0.21235216,-0.07590413,0.00235705,-0.01363706,0.49080781,-1.64912598,0.24141263,-0.85917363,0.08602274,-0.32600109
-5.88594297,1.25144514,-2.56944652,0.25847488,-0.84668877,0.49683164,-0.22205374,0.00039111,-0.00200564,0.22321045,-0.07479120,0.00205893,-0.01302460,0.45591896,-1.64735638,0.22223474,-0.85967108,0.07891626,-0.32896781
-5.87993997,1.22877054,-2.55609813,0.25050343,-0.84296210,0.50411434,-0.22117323,0.00034253,-0.00188047,0.23492703,-0.07336983,0.00180061,-0.01242666,0.42625005,-1.64100399,0.20563547,-0.85751875,0.07276566,-0.33100400
-5.87393697,1.21637130,-2.53548991,0.24571599,-0.83622338,0.51387078,-0.21971532,0.00029892,-0.00176099,0.24753380,-0.07165135,0.00158079,-0.01184658,0.40186630,-1.63006251,0.19166577,-0.85275597,0.06757686,-0.33201351
-5.86793397,1.21424883,-2.50775170,0.24410994,-0.82652240,0.52610259,-0.21770290,0.00025995,-0.00164666,0.26104462,-0.06965279,0.00139797,-0.01128831,0.38275642,-1.61460531,0.18033601,-0.84546442,0.06334239,-0.33191695
-5.86193097,1.22224540,-2.47313984,0.24564379,-0.81396089,0.54075661,-0.21516769,0.00022531,-0.00153704,0.27545355,-0.06739643,0.00125054,-0.01075636,0.36883756,-1.59478512,0.17161809,-0.83576591,0.06004281,-0.33065450
-5.85592796,1.24005211,-2.43203201,0.25024028,-0.79869031,0.55772558,-0.21214961,0.00019472,-0.00143178,0.29073414,-0.06490921,0.00113680,-0.01025565,0.35996115,-1.57083107,0.16544805,-0.82381904,0.05764825,-0.32818813
-5.84992496,1.26722032,-2.38491822,0.25779015,-0.78090837,0.57685083,-0.20869577,0.00016792,-0.00133062,0.30683979,-0.06222204,0.00105505,-0.00979130,0.35591937,-1.54304319,0.16172900,-0.80981478,0.05611995,-0.32450303
-5.84392196,1.30317654,-2.33238821,0.26815640,-0.76085431,0.59792703,-0.20485927,0.00014471,-0.00123340,0.32370536,-0.05936902,0.00100360,-0.00936838,0.35645190,-1.51178473,0.16033446,-0.79397137,0.05541176,-0.31960841
-5.83791896,1.34724008,-2.27511567,0.28117905,-0.73880321,0.62070889,-0.20069776,0.00012488,-0.00114004,0.34124976,-0.05638661,0.00098077,-0.00899174,0.36125297,-1.47747235,0.16111178,-0.77652842,0.05547164,-0.31353736
-5.83191596,1.39864337,-2.21384015,0.29668017,-0.71505949,0.64491963,-0.19627178,0.00010831,-0.00105054,0.35937976,-0.05331275,0.00098499,-0.00866567,0.36997853,-1.44056485,0.16388573,-0.75774071,0.05624299,-0.30634606
-5.82591296,1.45655408,-2.14934693,0.31446925,-0.68994976,0.67026087,-0.19164300,0.00009488,-0.00096493,0.37799450,-0.05018601,0.00101468,-0.00839371,0.38225328,-1.40155057,0.16846220,-0.73787171,0.05766594,-0.29811215
-5.81990995,1.52009866,-2.08244593,0.33434856,-0.66381524,0.69642357,-0.18687248,0.00008457,-0.00088330,0.39699073,-0.04704480,0.00106835,-0.00817842,0.39767783,-1.36093402,0.17463189,-0.71718709,0.05967850,-0.28893249
-5.81390695,1.58838635,-2.01395011,0.35611855,-0.63700399,0.72309957,-0.18201881,0.00007740,-0.00080574,0.41626836,-0.04392652,0.00114454,-0.00802116,0.41583561,-1.31922231,0.18217412,-0.69594843,0.06221759,-0.27892026
-5.80790395,1.66053296,-1.94465433,0.37958299,-0.60986314,0.74999304,-0.17713644,0.00007346,-0.00073235,0.43573592,-0.04086688,0.00124179,-0.00792197,0.43629976,-1.27691163,0.19086056,-0.67440729,0.06521999,-0.26820163
-5.80190095,1.73568354,-1.87531516,0.40455377,-0.58273131,0.77683148,-0.17227415,0.00007294,-0.00066323,0.45531583,-0.03789928,0.00135865,-0.00787945,0.45863985,-1.23447449,0.20045909,-0.65279980,0.06862324,-0.25691212
-5.79589795,1.81303317,-1.80663260,0.43085508,-0.55593145,0.80337557,-0.16747366,0.00007611,-0.00059843,0.47494878,-0.03505421,0.00149362,-0.00789075,0.48242847,-1.19234792,0.21073749,-0.63134190,0.07236641,-0.24519267
-5.78989495,1.89184506,-1.73923396,0.45832691,-0.52976415,0.82942742,-0.16276865,0.00008337,-0.00053798,0.49459725,-0.03235879,0.00164515,-0.00795154,0.50724763,-1.15092329,0.22146727,-0.61022542,0.07639088,-0.23318581
-5.78389195,1.97146531,-1.67366075,0.48682764,-0.50450178,0.85483680,-0.15818400,0.00009522,-0.00048187,0.51424763,-0.02983642,0.00181163,-0.00805609,0.53269497,-1.11053780,0.23242731,-0.58961496,0.08064107,-0.22103181
-5.77788894,2.05133388,-1.61035875,0.51623562,-0.48038341,0.87950499,-0.15373539,0.00011231,-0.00043008,0.53391098,-0.02750646,0.00199132,-0.00819743,0.55838969,-1.07146817,0.24340740,-0.56964571,0.08506517,-0.20886516
-5.77188594,2.13099132,-1.54967153,0.54644952,-0.45761068,0.90338608,-0.14942937,0.00013543,-0.00038250,0.55362210,-0.02538407,0.00218243,-0.00836752,0.58397815,-1.03392648,0.25421163,-0.55042223,0.08961580,-0.19681142
-5.76588294,2.21008122,-1.49183766,0.57738768,-0.43634470,0.92648572,-0.14526367,0.00016549,-0.00033901,0.57343709,-0.02348006,0.00238305,-0.00855744,0.60913908,-0.99805835,0.26466152,-0.53201808,0.09425073,-0.18498448
-5.75987994,2.28834843,-1.43699147,0.60898610,-0.41670407,0.94885730,-0.14122797,0.00020360,-0.00029946,0.59342935,-0.02180089,0.00259118,-0.00875769,0.63358825,-0.96394352,0.27459882,-0.51447643,0.09893351,-0.17348450
-5.75387694,2.36563334,-1.38516720,0.64119552,-0.39876391,0.97059598,-0.13730495,0.00025099,-0.00026367,0.61368432,-0.02034870,0.00280476,-0.00895847,0.65708260,-0.93159846,0.28388794,-0.49781141,0.10363414,-0.16239633
-5.74787394,2.44186266,-1.33630625,0.67397739,-0.38255601,0.99183073,-0.13347158,0.00030908,-0.00023143,0.63429313,-0.01912147,0.00302169,-0.00914998,0.67942362,-0.90098117,0.29241796,-0.48201022,0.10832957,-0.15178857
-5.74187094,2.51703749,-1.29026711,0.70729923,-0.36807006,1.01271508,-0.12970069,0.00037939,-0.00020251,0.65534563,-0.01811315,0.00323987,-0.00932270,0.70046002,-0.87199756,0.30010405,-0.46703584,0.11300420,-0.14171333
-5.73586793,2.59121928,-1.24683749,0.74112941,-0.35525584,1.03341693,-0.12596261,0.00046361,-0.00017669,0.67692302,-0.01731400,0.00345723,-0.00946772,0.72008948,-0.84450928,0.30688840,-0.45283023,0.11765023,-0.13220644
-5.72986493,2.66451467,-1.20574797,0.77543183,-0.34402624,1.05410814,-0.12222686,0.00056351,-0.00015371,0.69909074,-0.01671084,0.00367180,-0.00957702,0.73825949,-0.81834264,0.31274056,-0.43931793,0.12226785,-0.12328824
-5.72386193,2.73706004,-1.16668671,0.81016065,-0.33426125,1.07495443,-0.11846387,0.00068097,-0.00013336,0.72189186,-0.01628748,0.00388170,-0.00964367,0.75496725,-0.79329800,0.31765717,-0.42640982,0.12686525,-0.11496478
-5.71785893,2.80900658,-1.12931451,0.84525563,-0.32581246,1.09610612,-0.11464649,0.00081787,-0.00011538,0.74534141,-0.01602513,0.00408527,-0.00966206,0.77025846,-0.76915957,0.32166108,-0.41400710,0.13145839,-0.10722941
-5.71185593,2.88050669,-1.09327969,0.88063812,-0.31850824,1.11769022,-0.11075147,0.00097612,-0.00009955,0.76942207,-0.01590288,0.00428108,-0.00962804,0.78422521,-0.74570497,0.32479998,-0.40200518,0.13607061,-0.10006455
-5.70585293,2.95170224,-1.05823226,0.91620827,-0.31215932,1.13980420,-0.10676054,0.00115757,-0.00008567,0.79408142,-0.01589821,0.00446795,-0.00953903,0.79700274,-0.72271431,0.32714443,-0.39029752,0.14073184,-0.09344369
-5.69984992,3.02271526,-1.02383693,0.95184344,-0.30656461,1.16251171,-0.10266133,0.00136393,-0.00007352,0.81923090,-0.01598758,0.00464503,-0.00939404,0.80876539,-0.69997853,0.32878548,-0.37877923,0.14547773,-0.08733339
-5.69384692,3.09364115,-0.98978460,0.98739806,-0.30151724,1.18584028,-0.09844796,0.00159676,-0.00006292,0.84474659,-0.01614696,0.00481184,-0.00919368,0.81972147,-0.67730677,0.32983190,-0.36735047,0.15034834,-0.08169538
-5.68784392,3.16454449,-0.95580212,1.02270495,-0.29681050,1.20978111,-0.09412127,0.00185737,-0.00005370,0.87047183,-0.01635244,0.00496827,-0.00894004,0.83010752,-0.65453249,0.33040710,-0.35591941,0.15538679,-0.07648843
-5.68184092,3.23545741,-0.92166007,1.05757810,-0.29224363,1.23429063,-0.08968881,0.00214673,-0.00004570,0.89622135,-0.01658080,0.00511463,-0.00863661,0.84018173,-0.63151841,0.33064583,-0.34440497,0.16063752,-0.07167017
-5.67583792,3.30637994,-0.88717855,1.09181669,-0.28762737,1.25929361,-0.08516450,0.00246546,-0.00003878,0.92178681,-0.01681012,0.00525164,-0.00828811,0.85021692,-0.60816008,0.33069071,-0.33273898,0.16614459,-0.06719871
-5.66983492,3.37728207,-0.85223106,1.12521009,-0.28278895,1.28468749,-0.08056810,0.00281372,-0.00003280,0.94694333,-0.01702027,0.00538050,-0.00790025,0.86049307,-0.58438820,0.33068877,-0.32086807,0.17194975,-0.06303405
-5.66383192,3.44810672,-0.81674646,1.15754363,-0.27757657,1.31034739,-0.07592440,0.00319117,-0.00002766,0.97145670,-0.01719347,0.00550282,-0.00747956,0.87128967,-0.56016973,0.33078796,-0.30875499,0.17809058,-0.05913921
-5.65782891,3.51877322,-0.78070920,1.18860464,-0.27186312,1.33613151,-0.07126237,0.00359693,-0.00002325,0.99509069,-0.01731471,0.00562070,-0.00703308,0.88287799,-0.53550781,0.33113380,-0.29637959,0.18459863,-0.05548119
-5.65182591,3.58918045,-0.74415809,1.21818849,-0.26554913,1.36188630,-0.06661418,0.00402951,-0.00001947,1.01761423,-0.01737216,0.00573665,-0.00656822,0.89551358,-0.51044079,0.33186610,-0.28373924,0.19149776,-0.05203164
-5.64582291,3.65920923,-0.70718378,1.24610409,-0.25856487,1.38745111,-0.06201421,0.00448686,-0.00001625,1.03880787,-0.01735746,0.00585367,-0.00609243,0.90942907,-0.48504038,0.33311603,-0.27084895,0.19880261,-0.04876738
-5.63981991,3.72872352,-0.66992516,1.27217863,-0.25087146,1.41266204,-0.05749808,0.00496628,-0.00001352,1.05846929,-0.01726599,0.00597516,-0.00561304,0.92482755,-0.45940910,0.33500332,-0.25774097,0.20651746,-0.04567066
-5.63381691,3.79757010,-0.63256506,1.29626117,-0.24246114,1.43735464,-0.05310179,0.00546449,-0.00001122,1.07641753,-0.01709701,0.00610496,-0.00513706,0.94187667,-0.43367731,0.33763380,-0.24446405,0.21463531,-0.04272932
-5.62781391,3.86557675,-0.59532533,1.31822491,-0.23335650,1.46136552,-0.04886097,0.00597764,-0.00000928,1.09249581,-0.01685371,0.00624729,-0.00467100,0.96070373,-0.40799979,0.34109732,-0.23108234,0.22313745,-0.03993673
-5.62181091,3.93254900,-0.55846167,1.33796800,-0.22360901,1.48453278,-0.04481028,0.00650135,-0.00000766,1.10657284,-0.01654321,0.00640675,-0.00422080,0.98139170,-0.38255219,0.34546600,-0.21767397,0.23199338,-0.03729169
-5.61580790,3.99826580,-0.52225829,1.35541299,-0.21329660,1.50669544,-0.04098295,0.00703080,-0.00000633,1.11854265,-0.01617645,0.00658826,-0.00379167,1.00397664,-0.35752737,0.35079283,-0.20432939,0.24116117,-0.03479822
-5.60980490,4.06247465,-0.48702262,1.37050491,-0.20252071,1.52769212,-0.03741053,0.00756075,-0.00000524,1.12832319,-0.01576807,0.00679702,-0.00338811,1.02844622,-0.33313179,0.35711073,-0.19114944,0.25058828,-0.03246526
-5.60380190,4.12488674,-0.45308026,1.38320830,-0.19140276,1.54735927,-0.03412279,0.00808570,-0.00000437,1.13585378,-0.01533610,0.00703842,-0.00301387,1.05473976,-0.30958202,0.36443203,-0.17824333,0.26021266,-0.03030633
-5.59779890,4.18517285,-0.42077015,1.39350353,-0.18008018,1.56552936,-0.03114772,0.00859994,-0.00000370,1.14109190,-0.01490176,0.00731797,-0.00267196,1.08274952,-0.28710145,0.37274842,-0.16572649,0.26996429,-0.02833924
-5.59179590,4.24296074,-0.39044008,1.40138262,-0.16870234,1.58202936,-0.02851174,0.00909766,-0.00000320,1.14400953,-0.01448908,0.00764117,-0.00236475,1.11232335,-0.26591724,0.38203126,-0.15371836,0.27976692,-0.02658568
-5.58579290,4.29783466,-0.36244263,1.40684527,-0.15742633,1.59667996,-0.02623986,0.00957308,-0.00000286,1.14458958,-0.01412461,0.00801340,-0.00209396,1.14326859,-0.24625751,0.39223242,-0.14234024,0.28953999,-0.02507088
-5.57978989,4.34933750,-0.33713140,1.40989515,-0.14641286,1.60929574,-0.02435600,0.01002056,-0.00000269,1.14282256,-0.01383699,0.00843972,-0.00186083,1.17535699,-0.22834882,0.40328549,-0.13171314,0.29920068,-0.02382321
-5.57378689,4.39697596,-0.31485755,1.41053709,-0.13582240,1.61968664,-0.02288331,0.01043467,-0.00000268,1.13870409,-0.01365660,0.00892473,-0.00166617,1.20833055,-0.21241385,0.41510741,-0.12195582,0.30866592,-0.02287383
-5.56778389,4.44022886,-0.29596662,1.40877533,-0.12581169,1.62766078,-0.02184433,0.01081034,-0.00000282,1.13223323,-0.01361515,0.00947232,-0.00151048,1.24190800,-0.19866929,0.42760044,-0.11318281,0.31785435,-0.02225633
-5.56178089,4.47855851,-0.28079546,1.40461306,-0.11653060,1.63302868,-0.02126124,0.01114292,-0.00000315,1.12341201,-0.01374527,0.01008550,-0.00139404,1.27579159,-0.18732383,0.44065439,-0.10550273,0.32668806,-0.02200627
-5.55577789,4.51142476,-0.26966920,1.39805335,-0.10811960,1.63560876,-0.02115593,0.01142830,-0.00000367,1.11224612,-0.01408012,0.01076612,-0.00131700,1.30967401,-0.17857628,0.45414909,-0.09901661,0.33509407,-0.02216081
-5.54977489,4.53830110,-0.26289818,1.38910137,-0.10070767,1.63523384,-0.02154991,0.01166294,-0.00000440,1.09874675,-0.01465299,0.01151466,-0.00127949,1.34324503,-0.17261364,0.46795696,-0.09381646,0.34300555,-0.02275824
-5.54377189,4.55869213,-0.26077478,1.37776791,-0.09441083,1.63175845,-0.02246413,0.01184398,-0.00000540,1.08293349,-0.01549685,0.01233002,-0.00128167,1.37619776,-0.16960922,0.48194562,-0.08998392,0.35036268,-0.02383750
-5.53776888,4.57215136,-0.26356995,1.36407371,-0.08933107,1.62506628,-0.02391862,0.01196926,-0.00000669,1.06483798,-0.01664395,0.01320929,-0.00132375,1.40823402,-0.16972055,0.49598044,-0.08758903,0.35711304,-0.02543762
-5.53176588,4.57829851,-0.27152965,1.34805439,-0.08555590,1.61507763,-0.02593202,0.01203739,-0.00000833,1.04450802,-0.01812542,0.01414763,-0.00140608,1.43906894,-0.17308730,0.50992688,-0.08668917,0.36321183,-0.02759716
-5.52576288,4.57683509,-0.28487099,1.32976566,-0.08315822,1.60175605,-0.02852089,0.01204771,-0.00001039,1.02201191,-0.01997083,0.01513809,-0.00152913,1.46843444,-0.17982910,0.52365273,-0.08732805,0.36862159,-0.03035361
-5.51975988,4.56755760,-0.30377827,1.30928811,-0.08219660,1.58511397,-0.03169901,0.01200036,-0.00001294,0.99744245,-0.02220778,0.01617161,-0.00169349,1.49608167,-0.19004323,0.53702987,-0.08953493,0.37331174,-0.03374271
-5.51375688,4.55036744,-0.32839903,1.28673141,-0.08271584,1.56521670,-0.03547653,0.01189626,-0.00001606,0.97092038,-0.02486153,0.01723702,-0.00189984,1.52178239,-0.20380245,0.54993591,-0.09332385,0.37725788,-0.03779780
-5.50775388,4.52527694,-0.35884028,1.26223747,-0.08474780,1.54218465,-0.03985918,0.01173705,-0.00001986,0.94259685,-0.02795463,0.01832112,-0.00214895,1.54532950,-0.22115285,0.56225529,-0.09869319,0.38044102,-0.04254917
-5.50175088,4.49241133,-0.39516499,1.23598208,-0.08831234,1.51619337,-0.04484738,0.01152511,-0.00002444,0.91265467,-0.03150657,0.01940890,-0.00244161,1.56653679,-0.24211204,0.57388022,-0.10562532,0.38284668,-0.04802339
-5.49574787,4.45200645,-0.43738927,1.20817513,-0.09341843,1.48747141,-0.05043555,0.01126346,-0.00002992,0.88130809,-0.03553350,0.02048375,-0.00277854,1.58523820,-0.26666766,0.58471124,-0.11408664,0.38446412,-0.05424273
-5.48974487,4.40440250,-0.48548030,1.17905895,-0.10006532,1.45629603,-0.05661148,0.01095575,-0.00003643,0.84880104,-0.04004806,0.02152791,-0.00316040,1.60128692,-0.29477646,0.59465759,-0.12402782,0.38528570,-0.06122462
-5.48374187,4.35003418,-0.53935522,1.14890504,-0.10824362,1.42298677,-0.06335591,0.01060615,-0.00004414,0.81540379,-0.04505915,0.02252281,-0.00358765,1.61455453,-0.32636395,0.60363744,-0.13538449,0.38530645,-0.06898118
-5.47773887,4.28941783,-0.59888118,1.11800917,-0.11793653,1.38789738,-0.07064228,0.01021925,-0.00005318,0.78140814,-0.05057194,0.02344961,-0.00406049,1.62493046,-0.36132487,0.61157802,-0.14807833,0.38452383,-0.07751888
-5.47173587,4.22313654,-0.66387664,1.08668513,-0.12912076,1.35140621,-0.07843683,0.00980002,-0.00006372,0.74712129,-0.05658777,0.02428976,-0.00457882,1.63232200,-0.39952437,0.61841581,-0.16201848,0.38293789,-0.08683826
-5.46573287,4.15182377,-0.73411374,1.05525739,-0.14176751,1.31390569,-0.08669888,0.00935369,-0.00007595,0.71285867,-0.06310429,0.02502550,-0.00514213,1.63665501,-0.44080002,0.62409684,-0.17710346,0.38055160,-0.09693374
-5.45972986,4.07614659,-0.80932191,1.02405308,-0.15584317,1.27579134,-0.09538143,0.00888562,-0.00009004,0.67893605,-0.07011552,0.02564053,-0.00574946,1.63787537,-0.48496446,0.62857702,-0.19322336,0.37737154,-0.10779356
-5.45372686,3.99678927,-0.88919222,0.99339363,-0.17130973,1.23745073,-0.10443201,0.00840125,-0.00010618,0.64566133,-0.07761200,0.02612045,-0.00639929,1.63595110,-0.53180867,0.63182278,-0.21026236,0.37340872,-0.11939972
-5.44772386,3.91443788,-0.97338238,0.96358654,-0.18812507,1.19925307,-0.11379374,0.00790594,-0.00012457,0.61332637,-0.08558095,0.02645333,-0.00708956,1.63087506,-0.58110557,0.63381175,-0.22810139,0.36867958,-0.13172798
-5.44172086,3.82976656,-1.06152193,0.93491763,-0.20624273,1.16153963,-0.12340660,0.00740492,-0.00014541,0.58219922,-0.09400638,0.02663009,-0.00781758,1.62266806,-0.63261379,0.63453363,-0.24662088,0.36320699,-0.14474788
-5.43571786,3.74342579,-1.15321722,0.90764406,-0.22561141,1.12461568,-0.13320882,0.00690319,-0.00016890,0.55251729,-0.10286919,0.02664487,-0.00857998,1.61138192,-0.68608124,0.63399106,-0.26570333,0.35702127,-0.15842268
-5.42971486,3.65603288,-1.24805572,0.88198846,-0.24617407,1.08874398,-0.14313828,0.00640542,-0.00019525,0.52448148,-0.11214715,0.02649522,-0.00937276,1.59710231,-0.74124833,0.63220053,-0.28523563,0.35016096,-0.17270931
-5.42371186,3.56816478,-1.34560949,0.85813434,-0.26786658,1.05414020,-0.15313401,0.00591593,-0.00022469,0.49825181,-0.12181487,0.02618221,-0.01019122,1.57995089,-0.79785042,0.62919304,-0.30511098,0.34267336,-0.18755815
-5.41770885,3.48035289,-1.44543716,0.83622287,-0.29061610,1.02097035,-0.16313746,0.00543856,-0.00025744,0.47394451,-0.13184362,0.02571041,-0.01103005,1.56008647,-0.85561947,0.62501460,-0.32523018,0.33461478,-0.20291287
-5.41170585,3.39307990,-1.54708471,0.81635101,-0.31433911,0.98935013,-0.17309382,0.00497672,-0.00029375,0.45163085,-0.14220108,0.02508775,-0.01188330,1.53770482,-0.91428462,0.61972629,-0.34550222,0.32605032,-0.21871006
-5.40570285,3.30677806,-1.65008462,0.79857116,-0.33893926,0.95934626,-0.18295298,0.00453329,-0.00033388,0.43133750,-0.15285105,0.02432521,-0.01274451,1.51303701,-0.97357175,0.61340384,-0.36584419,0.31705322,-0.23487891
-5.39969985,3.22182863,-1.75395392,0.78289185,-0.36430518,0.93097938,-0.19267048,0.00411064,-0.00037811,0.41304852,-0.16375313,0.02343651,-0.01360674,1.48634604,-1.03320206,0.60613675,-0.38618040,0.30770382,-0.25134092
-5.39369685,3.13856218,-1.85819130,0.76927976,-0.39030851,0.90422852,-0.20220808,0.00371064,-0.00042676,0.39670873,-0.17486240,0.02243762,-0.01446274,1.45792175,-1.09288988,0.59802675,-0.40644074,0.29808801,-0.26800958
-5.38769385,3.05725923,-1.96227383,0.75766246,-0.41680210,0.87903659,-0.21153422,0.00333467,-0.00048019,0.38222826,-0.18612925,0.02134624,-0.01530503,1.42807433,-1.15234010,0.58918569,-0.42655857,0.28829543,-0.28479032
-5.38169085,2.97815119,-2.06565409,0.74793199,-0.44361896,0.85531672,-0.22062434,0.00298361,-0.00053876,0.36948802,-0.19749936,0.02018125,-0.01612610,1.39712636,-1.21124546,0.57973299,-0.44646813,0.27841728,-0.30158067
-5.37568784,2.90142132,-2.16775830,0.73994897,-0.47057186,0.83295898,-0.22946097,0.00265795,-0.00060292,0.35834582,-0.20891384,0.01896215,-0.01691857,1.36540397,-1.26928435,0.56979258,-0.46610180,0.26854407,-0.31827067
-5.36968484,2.82720572,-2.26798636,0.73354707,-0.49745394,0.81183725,-0.23803380,0.00235774,-0.00067314,0.34864275,-0.22030980,0.01770848,-0.01767539,1.33322754,-1.32611953,0.55948954,-0.48538751,0.25876326,-0.33474382
-5.36368184,2.75559448,-2.36571437,0.72853771,-0.52404044,0.79181588,-0.24633977,0.00208270,-0.00074992,0.34020970,-0.23162122,0.01643933,-0.01839002,1.30090231,-1.38139829,0.54894668,-0.50424638,0.24915703,-0.35087830
-5.35767884,2.68663307,-2.46030036,0.72471499,-0.55009172,0.77275582,-0.25438308,0.00183225,-0.00083380,0.33287356,-0.24278018,0.01517285,-0.01905665,1.26870961,-1.43475433,0.53828114,-0.52259117,0.23980027,-0.36654888
-5.35167584,2.62032438,-2.55109355,0.72186067,-0.57535749,0.75452023,-0.26217538,0.00160557,-0.00092535,0.32646298,-0.25371858,0.01392586,-0.01967035,1.23689919,-1.48581191,0.52760117,-0.54032544,0.23075891,-0.38162910
-5.34567284,2.55663157,-2.63744716,0.71974921,-0.59958229,0.73697922,-0.26973597,0.00140162,-0.00102513,0.32081357,-0.26437019,0.01271357,-0.02022727,1.20568309,-1.53419207,0.51700350,-0.55734384,0.22208874,-0.39599401
-5.33966983,2.49548219,-2.71873472,0.71815295,-0.62251211,0.72001375,-0.27709215,0.00121922,-0.00113368,0.31577222,-0.27467310,0.01154933,-0.02072475,1.17523155,-1.57952125,0.50657123,-0.57353355,0.21383469,-0.40952322
