energy_ev,total_up,Hg_p_up,Hg_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.83791896,0.68488294,0.08142485,0.19810054,0.27279569,0.00000000,0.00321616,0.02470569,0.06382889,0.23116817
-5.83191596,0.71846788,0.08901063,0.20589857,0.28188807,0.00000000,0.00371879,0.02670954,0.06784053,0.24363978
-5.82591296,0.75405442,0.09788093,0.21419864,0.29100833,0.00000000,0.00427996,0.02901787,0.07185425,0.25681721
-5.81990995,0.79149204,0.10811709,0.22293164,0.30034596,0.00000000,0.00490013,0.03164799,0.07580729,0.27066302
-5.81390695,0.83065828,0.11980712,0.23203101,0.31012377,0.00000000,0.00557870,0.03461984,0.07963701,0.28515431
-5.80790395,0.87146301,0.13304427,0.24143377,0.32059300,0.00000000,0.00631393,0.03795580,0.08328253,0.30028459
-5.80190095,0.91385054,0.14792492,0.25108113,0.33202704,0.00000000,0.00710295,0.04168031,0.08668632,0.31606479
-5.79589795,0.95779925,0.16454560,0.26091890,0.34471366,0.00000000,0.00794169,0.04581920,0.08979567,0.33252304
-5.78989495,1.00331894,0.18299917,0.27089748,0.35894605,0.00000000,0.00882493,0.05039886,0.09256399,0.34970328
-5.78389195,1.05044577,0.20337034,0.28097176,0.37501273,0.00000000,0.00974645,0.05544509,0.09495200,0.36766268
-5.77788894,1.09923509,0.22573044,0.29110076,0.39318680,0.00000000,0.01069913,0.06098177,0.09692858,0.38646784
-5.77188594,1.14975240,0.25013169,0.30124719,0.41371458,0.00000000,0.01167520,0.06702932,0.09847153,0.40619004
-5.76588294,1.20206285,0.27660117,0.31137702,0.43680431,0.00000000,0.01266650,0.07360304,0.09956795,0.42689955
-5.75987994,1.25621984,0.30513471,0.32145899,0.46261516,0.00000000,0.01366480,0.08071139,0.10021446,0.44865930
-5.75387694,1.31225318,0.33569094,0.33146425,0.49124693,0.00000000,0.01466212,0.08835420,0.10041719,0.47151822
-5.74787394,1.37015747,0.36818588,0.34136603,0.52273113,0.00000000,0.01565108,0.09652106,0.10019152,0.49550465
-5.74187094,1.42988133,0.40248829,0.35113946,0.55702360,0.00000000,0.01662530,0.10518979,0.09956163,0.52061988
-5.73586793,1.49131798,0.43841626,0.36076146,0.59399930,0.00000000,0.01757967,0.11432524,0.09855990,0.54683260
-5.72986493,1.55429780,0.47573506,0.37021068,0.63344950,0.00000000,0.01851067,0.12387840,0.09722618,0.57407415
-5.72386193,1.61858322,0.51415684,0.37946760,0.67508172,0.00000000,0.01941659,0.13378593,0.09560686,0.60223520
-5.71785893,1.68386636,0.55334202,0.38851448,0.71852248,0.00000000,0.02029764,0.14397019,0.09375398,0.63116396
-5.71185593,1.74976954,0.59290278,0.39733540,0.76332315,0.00000000,0.02115603,0.15433978,0.09172413,0.66066597
-5.70585293,1.81584863,0.63240846,0.40591614,0.80896851,0.00000000,0.02199588,0.16479059,0.08957733,0.69050584
-5.69984992,1.88159936,0.67139299,0.41424395,0.85488814,0.00000000,0.02282304,0.17520744,0.08737592,0.72041065
-5.69384692,1.94646602,0.70936399,0.42230713,0.90047004,0.00000000,0.02364482,0.18546621,0.08518328,0.75007503
-5.68784392,2.00985240,0.74581341,0.43009444,0.94507614,0.00000000,0.02446960,0.19543632,0.08306265,0.77916774
-5.68184092,2.07113433,0.78022934,0.43759430,0.98805912,0.00000000,0.02530632,0.20498368,0.08107579,0.80733941
-5.67583792,2.12967327,0.81210857,0.44479376,1.02877976,0.00000000,0.02616399,0.21397387,0.07928172,0.83423120
-5.66983492,2.18483036,0.84096932,0.45167740,1.06662435,0.00000000,0.02705105,0.22227538,0.07773541,0.85948390
-5.66383192,2.23598033,0.86636389,0.45822606,1.10102115,0.00000000,0.02797481,0.22976298,0.07648646,0.88274717
-5.65782891,2.28252457,0.88789051,0.46441557,1.13145547,0.00000000,0.02894081,0.23632090,0.07557784,0.90368843
-5.65182591,2.32390304,0.90520401,0.47021551,1.15748263,0.00000000,0.02995234,0.24184581,0.07504468,0.92200120
-5.64582291,2.35960454,0.91802492,0.47558814,1.17873829,0.00000000,0.03100993,0.24624945,0.07491312,0.93741237
-5.63981991,2.38917501,0.92614667,0.48048753,1.19494585,0.00000000,0.03211101,0.24946085,0.07519935,0.94968829
-5.63381691,2.41222386,0.92944056,0.48485908,1.20592060,0.00000000,0.03324969,0.25142799,0.07590875,0.95863949
-5.62781391,2.42842824,0.92785841,0.48863938,1.21157070,0.00000000,0.03441664,0.25211899,0.07703529,0.96412387
-5.62181091,2.43753539,0.92143289,0.49175661,1.21189503,0.00000000,0.03559916,0.25152261,0.07856118,0.96604841
-5.61580790,2.43936335,0.91027546,0.49413140,1.20697813,0.00000000,0.03678144,0.24964830,0.08045680,0.96436942
-5.60980490,2.43380027,0.89457225,0.49567829,1.19698278,0.00000000,0.03794485,0.24652561,0.08268094,0.95909152
-5.60380190,2.42080269,0.87457794,0.49630765,1.18214058,0.00000000,0.03906850,0.24220309,0.08518144,0.95026543
-5.59779890,2.40039319,0.85060808,0.49592814,1.16274124,0.00000000,0.04012982,0.23674681,0.08789612,0.93798489
-5.59179590,2.37265770,0.82303006,0.49444954,1.13912105,0.00000000,0.04110531,0.23023843,0.09075414,0.92238284
-5.58579290,2.33774272,0.79225331,0.49178589,1.11165113,0.00000000,0.04197126,0.22277302,0.09367763,0.90362716
-5.57978989,2.29585271,0.75871883,0.48785886,1.08072621,0.00000000,0.04270458,0.21445661,0.09658364,0.88191615
-5.57378689,2.24724776,0.72288861,0.48260114,1.04675403,0.00000000,0.04328358,0.20540369,0.09938634,0.85747393
-5.56778389,2.19224149,0.68523528,0.47595970,1.01014606,0.00000000,0.04368874,0.19573459,0.10199942,0.83054591
-5.56178089,2.13119916,0.64623211,0.46789885,0.97130962,0.00000000,0.04390339,0.18557291,0.10433856,0.80139443
-5.55577789,2.06453583,0.60634377,0.45840289,0.93064154,0.00000000,0.04391429,0.17504299,0.10632393,0.77029467
-5.54977489,1.99271428,0.56601805,0.44747816,0.88852340,0.00000000,0.04371214,0.16426762,0.10788257,0.73753079
-5.54377189,1.91624265,0.52567851,0.43515453,0.84531828,0.00000000,0.04329187,0.15336581,0.10895067,0.70339239
-5.53776888,1.83567122,0.48571842,0.42148609,0.80136877,0.00000000,0.04265285,0.14245091,0.10947550,0.66817118
-5.53176588,1.75158846,0.44649573,0.40655108,0.75699611,0.00000000,0.04179896,0.13162888,0.10941705,0.63215783
-5.52576288,1.66461591,0.40832944,0.39045100,0.71250013,0.00000000,0.04073841,0.12099689,0.10874920,0.59563909
-5.51975988,1.57540196,0.37149697,0.37330891,0.66815971,0.00000000,0.03948353,0.11064221,0.10746044,0.55889490
-5.51375688,1.48461434,0.33623280,0.35526704,0.62423355,0.00000000,0.03805038,0.10064137,0.10555413,0.52219575
-5.50775388,1.39293163,0.30272807,0.33648370,0.58096098,0.00000000,0.03645822,0.09105964,0.10304814,0.48580001
-5.50175088,1.30103372,0.27113116,0.31712970,0.53856265,0.00000000,0.03472899,0.08195071,0.09997412,0.44995144
-5.49574787,1.20959160,0.24154920,0.29738432,0.49724096,0.00000000,0.03288659,0.07335680,0.09637627,0.41487687
-5.48974487,1.11925683,0.21405018,0.27743111,0.45718014,0.00000000,0.03095626,0.06530882,0.09230966,0.38078391
-5.48374187,1.03065093,0.18866581,0.25745355,0.41854612,0.00000000,0.02896386,0.05782692,0.08783830,0.34785908
-5.47773887,0.94435522,0.16539473,0.23763085,0.38148593,0.00000000,0.02693516,0.05092114,0.08303295,0.31626608
-5.47173587,0.86090139,0.14420626,0.21813395,0.34612710,0.00000000,0.02489528,0.04459223,0.07796884,0.28614447
-5.46573287,0.78076328,0.12504422,0.19912192,0.31257678,0.00000000,0.02286804,0.03883265,0.07272323,0.25760879
-5.45972986,0.70435007,0.10783094,0.18073887,0.28092101,0.00000000,0.02087550,0.03362762,0.06737320,0.23074808
-5.45372686,0.63200118,0.09247134,0.16311143,0.25122409,0.00000000,0.01893752,0.02895621,0.06199348,0.20562585
-5.44772386,0.56398315,0.07885682,0.14634687,0.22352822,0.00000000,0.01707146,0.02479248,0.05665453,0.18228064
-5.44172086,0.50048835,0.06686905,0.13053197,0.19785346,0.00000000,0.01529198,0.02110664,0.05142089,0.16072696
-5.43571786,0.44163578,0.05638344,0.11573244,0.17419815,0.00000000,0.01361089,0.01786604,0.04634995,0.14095674
-5.42971486,0.38747363,0.04727237,0.10199316,0.15253978,0.00000000,0.01203717,0.01503626,0.04149093,0.12294116
-5.42371186,0.33798361,0.03940801,0.08933885,0.13283625,0.00000000,0.01057701,0.01258202,0.03688437,0.10663281
-5.41770885,0.29308673,0.03266478,0.07777543,0.11502763,0.00000000,0.00923396,0.01046795,0.03256184,0.09196819
-5.41170585,0.25265023,0.02692137,0.06729167,0.09903823,0.00000000,0.00800915,0.00865936,0.02854608,0.07887027
-5.40570285,0.21649541,0.02206244,0.05786129,0.08477904,0.00000000,0.00690153,0.00712280,0.02485137,0.06725126
-5.39969985,0.18440601,0.01797990,0.04944519,0.07215031,0.00000000,0.00590817,0.00582657,0.02148414,0.05701540
-5.39369685,0.15613688,0.01457376,0.04199398,0.06104425,0.00000000,0.00502455,0.00474105,0.01844378,0.04806161
-5.38769385,0.13142245,0.01175280,0.03545032,0.05134784,0.00000000,0.00424491,0.00383900,0.01572360,0.04028605
-5.38169085,0.10998509,0.00943488,0.02975144,0.04294544,0.00000000,0.00356252,0.00309572,0.01331182,0.03358459
-5.37568784,0.09154280,0.00754698,0.02483142,0.03572141,0.00000000,0.00297000,0.00248918,0.01119263,0.02785486
-5.36968484,0.07581627,0.00602512,0.02062331,0.02956233,0.00000000,0.00245961,0.00200002,0.00934724,0.02299825
-5.36368184,0.06253513,0.00481413,0.01706108,0.02435918,0.00000000,0.00202343,0.00161156,0.00775481,0.01892146
-5.35767884,0.05144330,0.00386727,0.01408128,0.02000905,0.00000000,0.00165363,0.00130977,0.00639341,0.01553788
-5.35167584,0.04230344,0.00314580,0.01162451,0.01641664,0.00000000,0.00134258,0.00108316,0.00524079,0.01276864
-5.34567284,0.03490060,0.00261860,0.00963653,0.01349544,0.00000000,0.00108308,0.00092273,0.00427508,0.01054342
-5.33966983,0.02904488,0.00226168,0.00806928,0.01116857,0.00000000,0.00086834,0.00082190,0.00347534,0.00880099
-5.33366683,0.02457342,0.00205774,0.00688147,0.00936937,0.00000000,0.00069217,0.00077640,0.00282205,0.00748957
-5.32766383,0.02135165,0.00199587,0.00603915,0.00804177,0.00000000,0.00054893,0.00078422,0.00229743,0.00656696
-5.32166083,0.01927385,0.00207109,0.00551592,0.00714033,0.00000000,0.00043362,0.00084557,0.00188567,0.00600053
-5.31565783,0.01826327,0.00228415,0.00529306,0.00663016,0.00000000,0.00034182,0.00096281,0.00157311,0.00576702
-5.30965483,0.01827158,0.00264117,0.00535950,0.00648662,0.00000000,0.00026971,0.00114041,0.00134831,0.00585219
-5.30365183,0.01927796,0.00315343,0.00571151,0.00669483,0.00000000,0.00021402,0.00138494,0.00120202,0.00625045
-5.29764882,0.02128770,0.00383711,0.00635245,0.00724910,0.00000000,0.00017199,0.00170499,0.00112718,0.00696422
-5.29164582,0.02433036,0.00471296,0.00729218,0.00815212,0.00000000,0.00014137,0.00211109,0.00111879,0.00800321
-5.28564282,0.02845743,0.00580600,0.00854641,0.00941404,0.00000000,0.00012028,0.00261566,0.00117381,0.00938366
-5.27963982,0.03373956,0.00714512,0.01013594,0.01105145,0.00000000,0.00010726,0.00323281,0.00129094,0.01112730
-5.27363682,0.04026322,0.00876245,0.01208566,0.01308613,0.00000000,0.00010115,0.00397813,0.00147050,0.01326020
-5.26763382,0.04812682,0.01069278,0.01442339,0.01554368,0.00000000,0.00010108,0.00486847,0.00171417,0.01581156
-5.26163082,0.05743627,0.01297266,0.01717863,0.01845202,0.00000000,0.00010641,0.00592148,0.00202473,0.01881216
-5.25562781,0.06829993,0.01563938,0.02038108,0.02183968,0.00000000,0.00011670,0.00715526,0.00240584,0.02229281
-5.24962481,0.08082305,0.01872976,0.02405902,0.02573400,0.00000000,0.00013165,0.00858771,0.00286171,0.02628258
-5.24362181,0.09510170,0.02227873,0.02823759,0.03015925,0.00000000,0.00015107,0.01023594,0.00339679,0.03080691
-5.23761881,0.11121633,0.02631776,0.03293694,0.03513456,0.00000000,0.00017487,0.01211551,0.00401545,0.03588565
-5.23161581,0.12922513,0.03087313,0.03817037,0.04067199,0.00000000,0.00020299,0.01423962,0.00472161,0.04153109
-5.22561281,0.14915728,0.03596410,0.04394250,0.04677449,0.00000000,0.00023541,0.01661826,0.00551838,0.04774602
-5.21960980,0.17100655,0.04160108,0.05024745,0.05343408,0.00000000,0.00027207,0.01925729,0.00640770,0.05452186
-5.21360680,0.19472523,0.04778375,0.05706727,0.06063017,0.00000000,0.00031291,0.02215757,0.00738998,0.06183706
-5.20760380,0.22021901,0.05449945,0.06437060,0.06832825,0.00000000,0.00035781,0.02531415,0.00846376,0.06965572
-5.20160080,0.24734292,0.06172165,0.07211162,0.07647884,0.00000000,0.00040657,0.02871551,0.00962543,0.07792668
-5.19559780,0.27589869,0.06940881,0.08022954,0.08501708,0.00000000,0.00045890,0.03234299,0.01086894,0.08658300
-5.18959480,0.30563389,0.07750365,0.08864845,0.09386271,0.00000000,0.00051445,0.03617039,0.01218570,0.09554206
-5.18359180,0.33624304,0.08593291,0.09727786,0.10292082,0.00000000,0.00057273,0.04016381,0.01356442,0.10470625
-5.17758879,0.36737088,0.09460776,0.10601375,0.11208318,0.00000000,0.00063319,0.04428177,0.01499113,0.11396431
-5.17158579,0.39861788,0.10342471,0.11474035,0.12123026,0.00000000,0.00069516,0.04847560,0.01644934,0.12319337
-5.16558279,0.42954811,0.11226736,0.12333238,0.13023403,0.00000000,0.00075791,0.05269024,0.01792020,0.13226165
-5.15957979,0.45969919,0.12100867,0.13165804,0.13896129,0.00000000,0.00082065,0.05686522,0.01938289,0.14103177
-5.15357679,0.48859424,0.12951396,0.13958233,0.14727763,0.00000000,0.00088255,0.06093604,0.02081507,0.14936463
-5.14757379,0.51575549,0.13764440,0.14697091,0.15505190,0.00000000,0.00094279,0.06483582,0.02219342,0.15712366
-5.14157079,0.54071902,0.14526103,0.15369410,0.16216100,0.00000000,0.00100057,0.06849714,0.02349430,0.16417945
-5.13556778,0.56305026,0.15222904,0.15963114,0.16849488,0.00000000,0.00105520,0.07185402,0.02469443,0.17041453
-5.12956478,0.58235966,0.15842225,0.16467428,0.17396158,0.00000000,0.00110610,0.07484404,0.02577165,0.17572803
-5.12356178,0.59831777,0.16372756,0.16873275,0.17849223,0.00000000,0.00115286,0.07741043,0.02670567,0.18004031
-5.11755878,0.61066941,0.16804926,0.17173633,0.18204565,0.00000000,0.00119533,0.07950406,0.02747876,0.18329710
-5.11155578,0.61924604,0.17131286,0.17363844,0.18461256,0.00000000,0.00123363,0.08108526,0.02807647,0.18547318
-5.10555278,0.62397610,0.17346847,0.17441848,0.18621921,0.00000000,0.00126825,0.08212539,0.02848815,0.18657545
-5.09954977,0.62489263,0.17449341,0.17408353,0.18693019,0.00000000,0.00130004,0.08260807,0.02870748,0.18664507
-5.09354677,0.62213804,0.17439403,0.17266917,0.18685052,0.00000000,0.00133034,0.08252999,0.02873274,0.18575892
-5.08754377,0.61596567,0.17320662,0.17023941,0.18612667,0.00000000,0.00136096,0.08190134,0.02856701,0.18402999
-5.08154077,0.60673813,0.17099730,0.16688578,0.18494665,0.00000000,0.00139426,0.08074570,0.02821821,0.18160690
-5.07553777,0.59492238,0.16786103,0.16272562,0.18353909,0.00000000,0.00143319,0.07909960,0.02769893,0.17867236
-5.06953477,0.58108170,0.16391959,0.15789952,0.18217110,0.00000000,0.00148127,0.07701151,0.02702611,0.17544079
-5.06353177,0.56586484,0.15931875,0.15256817,0.18114519,0.00000000,0.00154265,0.07454053,0.02622062,0.17215495
-5.05752876,0.54999249,0.15422464,0.14690856,0.18079492,0.00000000,0.00162208,0.07175470,0.02530667,0.16908176
-5.05152576,0.53424164,0.14881949,0.14110984,0.18147958,0.00000000,0.00172492,0.06872904,0.02431111,0.16650729
-5.04552276,0.51942797,0.14329685,0.13536873,0.18357764,0.00000000,0.00185707,0.06554340,0.02326270,0.16473104
-5.03951976,0.50638686,0.13785648,0.12988483,0.18747916,0.00000000,0.00202494,0.06228022,0.02219126,0.16405953
-5.03351676,0.49595331,0.13269899,0.12485583,0.19357718,0.00000000,0.00223536,0.05902219,0.02112689,0.16479938
-5.02751376,0.48894118,0.12802050,0.12047273,0.20225796,0.00000000,0.00249546,0.05585006,0.02009907,0.16724975
-5.02151076,0.48612207,0.12400732,0.11691523,0.21389044,0.00000000,0.00281253,0.05284043,0.01913592,0.17169447
-5.01550775,0.48820438,0.12083089,0.11434724,0.22881482,0.00000000,0.00319386,0.05006384,0.01826342,0.17839381
-5.00950475,0.49581261,0.11864302,0.11291278,0.24733054,0.00000000,0.00364654,0.04758297,0.01750477,0.18757611
-5.00350175,0.50946769,0.11757157,0.11273215,0.26968388,0.00000000,0.00417721,0.04545120,0.01687976,0.19942929
-4.99749875,0.52956832,0.11771671,0.11389848,0.29605554,0.00000000,0.00479179,0.04371137,0.01640430,0.21409269
-4.99149575,0.55637416,0.11914771,0.11647486,0.32654855,0.00000000,0.00549525,0.04239489,0.01609004,0.23164920
-4.98549275,0.58999113,0.12190044,0.12049183,0.36117695,0.00000000,0.00629127,0.04152114,0.01594410,0.25211817
-4.97948974,0.63035944,0.12597567,0.12594558,0.39985588,0.00000000,0.00718193,0.04109721,0.01596889,0.27544926
-4.97348674,0.67724494,0.13133812,0.13279678,0.44239352,0.00000000,0.00816748,0.04111788,0.01616211,0.30151770
-4.96748374,0.73023434,0.13791641,0.14097012,0.48848543,0.00000000,0.00924600,0.04156598,0.01651679,0.33012115
-4.96148074,0.78873488,0.14560398,0.15035468,0.53771202,0.00000000,0.01041320,0.04241297,0.01702148,0.36097864
-4.95547774,0.85197889,0.15426084,0.16080517,0.58953944,0.00000000,0.01166223,0.04361984,0.01766058,0.39373181
-4.94947474,0.91903374,0.16371644,0.17214409,0.64332441,0.00000000,0.01298357,0.04513823,0.01841472,0.42794859
-4.94347174,0.98881722,0.17377336,0.18416485,0.69832320,0.00000000,0.01436499,0.04691180,0.01926128,0.46312973
-4.93746873,1.06011860,0.18421199,0.19663587,0.75370485,0.00000000,0.01579159,0.04887778,0.02017497,0.49871789
-4.93146573,1.13162488,0.19479600,0.20930552,0.80856853,0.00000000,0.01724598,0.05096873,0.02112851,0.53410951
-4.92546273,1.20195199,0.20527857,0.22190801,0.86196467,0.00000000,0.01870853,0.05311438,0.02209338,0.56866904
-4.91945973,1.26968007,0.21540912,0.23416986,0.91291932,0.00000000,0.02015776,0.05524364,0.02304056,0.60174519
-4.91345673,1.33339174,0.22494044,0.24581701,0.96046101,0.00000000,0.02157076,0.05728654,0.02394135,0.63268886
-4.90745373,1.39171219,0.23363598,0.25658217,1.00364911,0.00000000,0.02292382,0.05917628,0.02476818,0.66087185
-4.90145073,1.44334969,0.24127697,0.26621228,1.04160252,0.00000000,0.02419300,0.06085110,0.02549536,0.68570598
-4.89544772,1.48713474,0.24766923,0.27447576,1.07352775,0.00000000,0.02535480,0.06225604,0.02609980,0.70666154
-4.88944472,1.52205647,0.25264929,0.28116921,1.09874486,0.00000000,0.02638690,0.06334458,0.02656166,0.72328452
-4.88344172,1.54729463,0.25608970,0.28612344,1.11671034,0.00000000,0.02726885,0.06407987,0.02686486,0.73521166
-4.87743872,1.56224576,0.25790310,0.28920836,1.12703574,0.00000000,0.02798269,0.06443584,0.02699754,0.74218286
-4.87143572,1.56654231,0.25804520,0.29033674,1.12950120,0.00000000,0.02851357,0.06439781,0.02695226,0.74405011
-4.86543272,1.56006390,0.25651613,0.28946643,1.12406321,0.00000000,0.02885025,0.06396287,0.02672620,0.74078273
-4.85942971,1.54294010,0.25336048,0.28660118,1.11085623,0.00000000,0.02898549,0.06313976,0.02632106,0.73246854
-4.85342671,1.51554465,0.24866574,0.28178984,1.09018813,0.00000000,0.02891627,0.06194844,0.02574292,0.71931090
-4.84742371,1.47848136,0.24255938,0.27512403,1.06252949,0.00000000,0.02864393,0.06041932,0.02500189,0.70162179
-4.84142071,1.43256228,0.23520460,0.26673447,1.02849745,0.00000000,0.02817410,0.05859210,0.02411167,0.67981124
-4.83541771,1.37877926,0.22679490,0.25678601,0.98883480,0.00000000,0.02751651,0.05651440,0.02308900,0.65437355
-4.82941471,1.31827016,0.21754786,0.24547173,0.94438522,0.00000000,0.02668462,0.05424008,0.02195299,0.62587095
-4.82341171,1.25228112,0.20769813,0.23300623,0.89606584,0.00000000,0.02569521,0.05182750,0.02072447,0.59491540
-4.81740870,1.18212666,0.19749013,0.21961858,0.84483833,0.00000000,0.02456777,0.04933763,0.01942527,0.56214938
-4.81140570,1.10914922,0.18717061,0.20554510,0.79167971,0.00000000,0.02332389,0.04683212,0.01807753,0.52822636
-4.80540270,1.03467975,0.17698134,0.19102228,0.73755405,0.00000000,0.02198655,0.04437145,0.01670303,0.49379179
-4.79939970,0.96000083,0.16715223,0.17628024,0.68338614,0.00000000,0.02057942,0.04201316,0.01532259,0.45946526
-4.79339670,0.88631362,0.15789506,0.16153681,0.63003808,0.00000000,0.01912618,0.03981023,0.01395557,0.42582458
-4.78739370,0.81470964,0.14939800,0.14699248,0.57828933,0.00000000,0.01764989,0.03780970,0.01261943,0.39339200
-4.78139070,0.74614806,0.14182107,0.13282637,0.52882100,0.00000000,0.01617236,0.03605146,0.01132941,0.36262321
-4.77538769,0.68143909,0.13529264,0.11919334,0.48220438,0.00000000,0.01471371,0.03456736,0.01009833,0.33389918
-4.76938469,0.62123336,0.12990702,0.10622206,0.43889396,0.00000000,0.01329191,0.03338055,0.00893647,0.30752090
-4.76338169,0.56601742,0.12572316,0.09401431,0.39922474,0.00000000,0.01192253,0.03250515,0.00785160,0.28370706
-4.75737869,0.51611483,0.12276443,0.08264511,0.36341359,0.00000000,0.01061856,0.03194618,0.00684901,0.26259454
-4.75137569,0.47169238,0.12101960,0.07216390,0.33156412,0.00000000,0.00939027,0.03169976,0.00593167,0.24424130
-4.74537269,0.43277062,0.12044459,0.06259624,0.30367471,0.00000000,0.00824531,0.03175358,0.00510051,0.22863162
-4.73936968,0.39923817,0.12096539,0.05394625,0.27964899,0.00000000,0.00718874,0.03208762,0.00435461,0.21568303
-4.73336668,0.37086866,0.12248160,0.04619937,0.25930820,0.00000000,0.00622327,0.03267510,0.00369152,0.20525491
-4.72736368,0.34733975,0.12487078,0.03932538,0.24240485,0.00000000,0.00534944,0.03348356,0.00310754,0.19715801
-4.72136068,0.32825329,0.12799332,0.03328149,0.22863712,0.00000000,0.00456596,0.03447621,0.00259805,0.19116485
-4.71535768,0.31315586,0.13169775,0.02801547,0.21766344,0.00000000,0.00386994,0.03561330,0.00215778,0.18702030
-4.70935468,0.30155918,0.13582631,0.02346851,0.20911680,0.00000000,0.00325725,0.03685361,0.00178111,0.18445238
-4.70335168,0.29295956,0.14022058,0.01957796,0.20261843,0.00000000,0.00272285,0.03815602,0.00146228,0.18318258
-4.69734867,0.28685616,0.14472713,0.01627972,0.19779040,0.00000000,0.00226100,0.03948100,0.00119565,0.18293571
-4.69134567,0.28276746,0.14920275,0.01351034,0.19426712,0.00000000,0.00186562,0.04079212,0.00097586,0.18344898
-4.68534267,0.28024576,0.15351945,0.01120869,0.19170520,0.00000000,0.00153052,0.04205743,0.00079804,0.18447993
-4.67933967,0.27888935,0.15756867,0.00931742,0.18979188,0.00000000,0.00124956,0.04325065,0.00065794,0.18581330
-4.67333667,0.27835238,0.16126483,0.00778402,0.18825163,0.00000000,0.00101693,0.04435228,0.00055204,0.18726652
-4.66733367,0.27835215,0.16454796,0.00656160,0.18685120,0.00000000,0.00082721,0.04535041,0.00047769,0.18869383
-4.66133067,0.27867406,0.16738537,0.00560945,0.18540279,0.00000000,0.00067554,0.04624124,0.00043318,0.18998889
-4.65532766,0.27917408,0.16977215,0.00489338,0.18376572,0.00000000,0.00055776,0.04702943,0.00041789,0.19108602
-4.64932466,0.27977894,0.17173069,0.00438586,0.18184647,0.00000000,0.00047038,0.04772809,0.00043235,0.19195994
-4.64332166,0.28048435,0.17330911,0.00406610,0.17959728,0.00000000,0.00041077,0.04835852,0.00047836,0.19262427
