energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.63981991,1.50163289,0.38887117,0.54450935,0.00386479,0.03806979,0.23694188,0.07030311,0.01108631,0.93248835
-5.63381691,1.46720568,0.38616971,0.52928597,0.00377040,0.03606646,0.23443059,0.06846213,0.01046205,0.91539527
-5.62781391,1.43175252,0.38400611,0.51323449,0.00365972,0.03395797,0.23199476,0.06661618,0.00982994,0.89809856
-5.62181091,1.39614172,0.38256342,0.49666581,0.00353556,0.03177575,0.22976638,0.06480518,0.00919370,0.88111805
-5.61580790,1.36120081,0.38199654,0.47989054,0.00340086,0.02955138,0.22786353,0.06306644,0.00855759,0.86493727
-5.60980490,1.32767975,0.38242254,0.46320605,0.00325857,0.02731570,0.22638424,0.06143294,0.00792626,0.84998040
-5.60380190,1.29621774,0.38391239,0.44688437,0.00311159,0.02509795,0.22540114,0.05993187,0.00730450,0.83659172
-5.59779890,1.26731540,0.38648461,0.43116143,0.00296265,0.02292499,0.22495729,0.05858340,0.00669708,0.82501875
-5.59179590,1.24131372,0.39010126,0.41622833,0.00281423,0.02082073,0.22506336,0.05739978,0.00610857,0.81540003
-5.58579290,1.21838093,0.39466650,0.40222495,0.00266850,0.01880564,0.22569626,0.05638488,0.00554318,0.80775807
-5.57978989,1.19850779,0.40002792,0.38923623,0.00252726,0.01689648,0.22679948,0.05553402,0.00500459,0.80199800
-5.57378689,1.18151152,0.40598056,0.37729123,0.00239193,0.01510617,0.22828498,0.05483432,0.00449589,0.79791188
-5.56778389,1.16704800,0.41227361,0.36636487,0.00226353,0.01344378,0.23003657,0.05426537,0.00401947,0.79518848
-5.56178089,1.15463154,0.41861935,0.35638226,0.00214268,0.01191471,0.23191472,0.05380027,0.00357702,0.79342790
-5.55577789,1.14366105,0.42470401,0.34722522,0.00202963,0.01052095,0.23376245,0.05340693,0.00316949,0.79216049
-5.54977489,1.13345105,0.43020000,0.33874064,0.00192429,0.00926143,0.23541202,0.05304965,0.00279714,0.79086870
-5.54377189,1.12326612,0.43477899,0.33075012,0.00182631,0.00813247,0.23669219,0.05269076,0.00245958,0.78901116
-5.53776888,1.11235663,0.43812508,0.32306030,0.00173508,0.00712821,0.23743556,0.05229239,0.00215586,0.78604735
-5.53176588,1.09999429,0.43994757,0.31547347,0.00164985,0.00624112,0.23748576,0.05181813,0.00188455,0.78146199
-5.52576288,1.08550553,0.43999265,0.30779773,0.00156975,0.00546244,0.23670401,0.05123467,0.00164382,0.77478776
-5.51975988,1.06830134,0.43805351,0.29985640,0.00149389,0.00478268,0.23497490,0.05051314,0.00143155,0.76562532
-5.51375688,1.04790218,0.43397840,0.29149600,0.00142136,0.00419196,0.23221106,0.04963035,0.00124545,0.75365990
-5.50775388,1.02395705,0.42767630,0.28259284,0.00135133,0.00368042,0.22835650,0.04856964,0.00108309,0.73867365
-5.50175088,0.99625602,0.41912008,0.27305759,0.00128306,0.00323850,0.22338860,0.04732145,0.00094206,0.72055340
-5.49574787,0.96473608,0.40834694,0.26283807,0.00121594,0.00285719,0.21731866,0.04588356,0.00081998,0.69929372
-5.48974487,0.92948037,0.39545644,0.25192006,0.00114951,0.00252818,0.21019101,0.04426111,0.00071459,0.67499532
-5.48374187,0.89071131,0.38060608,0.24032629,0.00108345,0.00224405,0.20208089,0.04246619,0.00062377,0.64785917
-5.47773887,0.84877823,0.36400486,0.22811386,0.00101761,0.00199829,0.19309117,0.04051728,0.00054560,0.61817688
-5.47173587,0.80414078,0.34590533,0.21537020,0.00095197,0.00178535,0.18334822,0.03843851,0.00047837,0.58631809
-5.46573287,0.75734897,0.32659439,0.20220812,0.00088666,0.00160067,0.17299709,0.03625871,0.00042059,0.55271557
-5.45972986,0.70902129,0.30638350,0.18876010,0.00082189,0.00144061,0.16219633,0.03401040,0.00037099,0.51784907
-5.45372686,0.65982202,0.28559872,0.17517217,0.00075798,0.00130245,0.15111276,0.03172884,0.00032852,0.48222876
-5.44772386,0.61043904,0.26457112,0.16159794,0.00069529,0.00118433,0.13991627,0.02945097,0.00029233,0.44637895
-5.44172086,0.56156306,0.24362787,0.14819279,0.00063424,0.00108516,0.12877513,0.02721458,0.00026179,0.41082313
-5.43571786,0.51386925,0.22308454,0.13510866,0.00057522,0.00100463,0.11785181,0.02505748,0.00023643,0.37607060
-5.42971486,0.46800184,0.20323860,0.12248964,0.00051865,0.00094314,0.10729947,0.02301693,0.00021597,0.34260548
-5.42371186,0.42456220,0.18436454,0.11046841,0.00046488,0.00090174,0.09725933,0.02112915,0.00020025,0.31087814
-5.41770885,0.38410048,0.16671056,0.09916366,0.00041425,0.00088217,0.08785878,0.01942902,0.00018930,0.28129931
-5.41170585,0.34711088,0.15049666,0.08867855,0.00036701,0.00088683,0.07921035,0.01795001,0.00018323,0.25423675
-5.40570285,0.31403014,0.13591428,0.07910005,0.00032337,0.00091878,0.07141145,0.01672412,0.00018230,0.23001436
-5.39969985,0.28523898,0.12312710,0.07049918,0.00028348,0.00098179,0.06454470,0.01578208,0.00018686,0.20891326
-5.39369685,0.26106577,0.11227272,0.06293201,0.00024740,0.00108037,0.05867882,0.01515350,0.00019739,0.19117458
-5.38769385,0.24179189,0.10346516,0.05644119,0.00021515,0.00121983,0.05386990,0.01486716,0.00021444,0.17700346
-5.38169085,0.22765809,0.09679761,0.05105798,0.00018668,0.00140629,0.05016285,0.01495120,0.00023867,0.16657356
-5.37568784,0.21887107,0.09234535,0.04680447,0.00016191,0.00164684,0.04759300,0.01543342,0.00027081,0.16003194
-5.36968484,0.21560978,0.09016845,0.04369598,0.00014069,0.00194951,0.04618749,0.01634133,0.00031167,0.15750344
-5.36368184,0.21803085,0.09031411,0.04174333,0.00012288,0.00232338,0.04596662,0.01770222,0.00036212,0.15909457
-5.35767884,0.22627269,0.09281836,0.04095508,0.00010827,0.00277863,0.04694485,0.01954308,0.00042312,0.16489628
-5.35167584,0.24045800,0.09770710,0.04133936,0.00009667,0.00332662,0.04913140,0.02189040,0.00049565,0.17498559
-5.34567284,0.26069464,0.10499638,0.04290555,0.00008787,0.00397989,0.05253060,0.02476978,0.00058074,0.18942597
-5.33966983,0.28707464,0.11469193,0.04566544,0.00008164,0.00475225,0.05714175,0.02820553,0.00067942,0.20826632
-5.33366683,0.31967172,0.12678801,0.04963415,0.00007779,0.00565873,0.06295869,0.03222004,0.00079274,0.23153895
-5.32766383,0.35853745,0.14126573,0.05483060,0.00007609,0.00671565,0.06996911,0.03683320,0.00092173,0.25925644
-5.32166083,0.40369634,0.15809093,0.06127762,0.00007634,0.00794051,0.07815366,0.04206165,0.00106740,0.29140791
-5.31565783,0.45514048,0.17721190,0.06900182,0.00007836,0.00935199,0.08748487,0.04791817,0.00123068,0.32795485
-5.30965483,0.51282390,0.19855713,0.07803318,0.00008196,0.01096980,0.09792622,0.05441095,0.00141244,0.36882694
-5.30365183,0.57665739,0.22203321,0.08840435,0.00008697,0.01281458,0.10943118,0.06154307,0.00161345,0.41391823
-5.29764882,0.64650389,0.24752320,0.10014988,0.00009323,0.01490764,0.12194252,0.06931196,0.00183436,0.46308387
-5.29164582,0.72217506,0.27488560,0.11330528,0.00010058,0.01727074,0.13539191,0.07770906,0.00207567,0.51613787
-5.28564282,0.80342916,0.30395400,0.12790596,0.00010889,0.01992571,0.14969980,0.08671961,0.00233773,0.57285197
-5.27963982,0.88997042,0.33453756,0.14398616,0.00011802,0.02289406,0.16477571,0.09632252,0.00262069,0.63295571
-5.27363682,0.98145001,0.36642233,0.16157782,0.00012783,0.02619649,0.18051898,0.10649048,0.00292450,0.69613802
-5.26763382,1.07746851,0.39937345,0.18070938,0.00013823,0.02985224,0.19681976,0.11719009,0.00324888,0.76204998
-5.26163082,1.17757980,0.43313806,0.20140458,0.00014910,0.03387848,0.21356048,0.12838218,0.00359327,0.83030889
-5.25562781,1.28129609,0.46744896,0.22368127,0.00016035,0.03828950,0.23061753,0.14002211,0.00395685,0.90050337
-5.24962481,1.38809392,0.50202878,0.24755019,0.00017190,0.04309590,0.24786314,0.15206018,0.00433848,0.97219937
-5.24362181,1.49742065,0.53659451,0.27301372,0.00018366,0.04830370,0.26516749,0.16444200,0.00473670,1.04494669
-5.23761881,1.60870141,0.57086235,0.30006472,0.00019559,0.05391339,0.28240072,0.17710890,0.00514970,1.11828597
-5.23161581,1.72134602,0.60455246,0.32868544,0.00020764,0.05991908,0.29943506,0.18999820,0.00557528,1.19175569
-5.22561281,1.83475581,0.63739379,0.35884645,0.00021978,0.06630757,0.31614678,0.20304355,0.00601088,1.26489913
-5.21960980,1.94833014,0.66912850,0.39050583,0.00023198,0.07305758,0.33241796,0.21617514,0.00645355,1.33727103
-5.21360680,2.06147251,0.69951615,0.42360851,0.00024426,0.08013911,0.34813813,0.22931992,0.00689994,1.40844380
-5.20760380,2.17359640,0.72833740,0.45808587,0.00025662,0.08751291,0.36320568,0.24240182,0.00734634,1.47801321
-5.20160080,2.28413066,0.75539721,0.49385574,0.00026908,0.09513031,0.37752895,0.25534195,0.00778870,1.54560352
-5.19559780,2.39252471,0.78052752,0.53082264,0.00028169,0.10293318,0.39102722,0.26805896,0.00822266,1.61087195
-5.18959480,2.49825356,0.80358929,0.56887846,0.00029448,0.11085430,0.40363142,0.28046944,0.00864361,1.67351255
-5.18359180,2.60082260,0.82447407,0.60790349,0.00030752,0.11881804,0.41528461,0.29248848,0.00904678,1.73325933
-5.17758879,2.69977237,0.84310484,0.64776775,0.00032087,0.12674135,0.42594231,0.30403043,0.00942732,1.78988875
-5.17158579,2.79468296,0.85943634,0.68833260,0.00033458,0.13453514,0.43557267,0.31500979,0.00978037,1.84322140
-5.16558279,2.88517819,0.87345464,0.72945249,0.00034873,0.14210595,0.44415635,0.32534240,0.01010123,1.89312276
-5.15957979,2.97092902,0.88517616,0.77097669,0.00036336,0.14935792,0.45168628,0.33494663,0.01038543,1.93950301
-5.15357679,3.05165616,0.89464590,0.81275098,0.00037852,0.15619495,0.45816717,0.34374482,0.01062888,1.98231567
-5.14757379,3.12713138,0.90193498,0.85461902,0.00039427,0.16252308,0.46361473,0.35166475,0.01082796,2.02155499
-5.14157079,3.19717726,0.90713748,0.89642329,0.00041061,0.16825281,0.46805466,0.35864109,0.01097968,2.05725191
-5.13556778,3.26166506,0.91036653,0.93800552,0.00042757,0.17330152,0.47152131,0.36461679,0.01108173,2.08946862
-5.12956478,3.32051050,0.91174981,0.97920654,0.00044511,0.17759566,0.47405597,0.36954432,0.01113259,2.11829165
-5.12356178,3.37366743,0.91142446,1.01986533,0.00046319,0.18107281,0.47570504,0.37338672,0.01113158,2.14382373
-5.11755878,3.42111945,0.90953161,1.05981760,0.00048175,0.18368335,0.47651775,0.37611827,0.01107891,2.16617446
-5.11155578,3.46286979,0.90621070,1.09889367,0.00050067,0.18539180,0.47654380,0.37772494,0.01097569,2.18545039
-5.10555278,3.49892984,0.90159389,1.13691605,0.00051983,0.18617770,0.47583096,0.37820444,0.01082391,2.20174474
-5.09954977,3.52930720,0.89580076,1.17369676,0.00053904,0.18603607,0.47442261,0.37756592,0.01062636,2.21512744
-5.09354677,3.55399381,0.88893359,1.20903476,0.00055811,0.18497730,0.47235556,0.37582939,0.01038665,2.22563613
-5.08754377,3.57295516,0.88107363,1.24271372,0.00057678,0.18302662,0.46965810,0.37302485,0.01010903,2.23326864
-5.08154077,3.58612154,0.87227849,1.27450045,0.00059481,0.18022320,0.46634867,0.36919120,0.00979838,2.23797774
-5.07553777,3.59338205,0.86258090,1.30414436,0.00061188,0.17661871,0.46243501,0.36437502,0.00946001,2.23966849
-5.06953477,3.59458230,0.85198911,1.33137806,0.00062770,0.17227575,0.45791416,0.35862935,0.00909961,2.23819880
-5.06353177,3.58952613,0.84048877,1.35591950,0.00064193,0.16726590,0.45277310,0.35201247,0.00872309,2.23338332
-5.05752876,3.57798178,0.82804652,1.37747555,0.00065426,0.16166769,0.44699034,0.34458676,0.00833648,2.22500076
-5.05152576,3.55969249,0.81461488,1.39574726,0.00066437,0.15556455,0.44053814,0.33641780,0.00794584,2.21280438
-5.04552276,3.53439113,0.80013845,1.41043661,0.00067196,0.14904273,0.43338549,0.32757355,0.00755713,2.19653542
-5.03951976,3.50181823,0.78456086,1.42125455,0.00067675,0.14218934,0.42550153,0.31812387,0.00717618,2.17593861
-5.03351676,3.46174259,0.76783228,1.42793011,0.00067851,0.13509057,0.41685932,0.30814014,0.00680857,2.15077921
-5.02751376,3.41398316,0.74991684,1.43022015,0.00067706,0.12783012,0.40743973,0.29769510,0.00645958,2.12086048
-5.02151076,3.35843101,0.73079966,1.42791938,0.00067227,0.12048787,0.39723514,0.28686277,0.00613419,2.08604072
-5.01550775,3.29507000,0.71049292,1.42087002,0.00066407,0.11313882,0.38625277,0.27571849,0.00583698,2.04624873
-5.00950475,3.22399470,0.68904058,1.40897074,0.00065247,0.10585229,0.37451740,0.26433888,0.00557213,2.00149687
-5.00350175,3.14542448,0.66652150,1.39218429,0.00063754,0.09869138,0.36207326,0.25280176,0.00534341,1.95189081
-4.99749875,3.05971256,0.64305059,1.37054338,0.00061941,0.09171265,0.34898500,0.24118592,0.00515406,1.89763536
-4.99149575,2.96734945,0.61877794,1.34415453,0.00059830,0.08496608,0.33533760,0.22957071,0.00500687,1.83903582
-4.98549275,2.86896021,0.59388596,1.31319944,0.00057448,0.07849505,0.32123523,0.21803542,0.00490403,1.77649491
-4.97948974,2.76529555,0.56858457,1.27793387,0.00054827,0.07233666,0.30679909,0.20665842,0.00484714,1.71050502
-4.97348674,2.65721694,0.54310472,1.23868391,0.00052003,0.06652204,0.29216440,0.19551609,0.00483715,1.64163645
-4.96748374,2.54567660,0.51769064,1.19583978,0.00049016,0.06107677,0.27747657,0.18468161,0.00487427,1.57052189
-4.96148074,2.43169303,0.49259115,1.14984728,0.00045908,0.05602140,0.26288695,0.17422360,0.00495795,1.49783812
-4.95547774,2.31632353,0.46805055,1.10119742,0.00042722,0.05137201,0.24854821,0.16420472,0.00508684,1.42428577
-4.94947474,2.20063486,0.44429954,1.05041439,0.00039501,0.04714080,0.23460975,0.15468036,0.00525869,1.35056810
-4.94347174,2.08567371,0.42154681,0.99804262,0.00036285,0.04333670,0.22121332,0.14569735,0.00547039,1.27736993
-4.93746873,1.97243812,0.39997148,0.94463329,0.00033113,0.03996601,0.20848903,0.13729301,0.00571794,1.20533758
-4.93146573,1.86185159,0.37971703,0.89073097,0.00030021,0.03703304,0.19655213,0.12949435,0.00599648,1.13506102
-4.92546273,1.75474071,0.36088689,0.83686085,0.00027038,0.03454078,0.18550043,0.12231775,0.00630035,1.06705868
-4.91945973,1.65181751,0.34354189,0.78351713,0.00024192,0.03249151,0.17541272,0.11576890,0.00662316,1.00176583
-4.91345673,1.55366713,0.32769974,0.73115292,0.00021504,0.03088744,0.16634802,0.10984323,0.00695792,0.93952678
-4.90745373,1.46074118,0.31333640,0.68017208,0.00018990,0.02973130,0.15834584,0.10452674,0.00729721,0.88059117
-4.90145073,1.37335693,0.30038933,0.63092320,0.00016662,0.02902687,0.15142719,0.09979717,0.00763332,0.82511435
-4.89544772,1.29170193,0.28876230,0.58369581,0.00014526,0.02877940,0.14559629,0.09562556,0.00795848,0.77316158
-4.88944472,1.21584374,0.27833159,0.53871886,0.00012584,0.02899605,0.14084292,0.09197800,0.00826506,0.72471563
-4.88344172,1.14574385,0.26895310,0.49616146,0.00010835,0.02968607,0.13714510,0.08881760,0.00854581,0.67968736
-4.87743872,1.08127490,0.26046999,0.45613554,0.00009274,0.03086100,0.13447196,0.08610659,0.00879404,0.63792843
-4.87143572,1.02224019,0.25272057,0.41870024,0.00007893,0.03253460,0.13278671,0.08380832,0.00900388,0.59924550
-4.86543272,0.96839434,0.24554597,0.38386772,0.00006683,0.03472275,0.13204943,0.08188923,0.00917041,0.56341518
-4.85942971,0.91946395,0.23879713,0.35160995,0.00005631,0.03744317,0.13221957,0.08032056,0.00928985,0.53019891
-4.85342671,0.87516746,0.23234108,0.32186613,0.00004727,0.04071501,0.13325823,0.07907986,0.00935967,0.49935711
-4.84742371,0.83523313,0.22606598,0.29455038,0.00003956,0.04455837,0.13512987,0.07815213,0.00937862,0.47066206
-4.84142071,0.79941458,0.21988494,0.26955930,0.00003308,0.04899380,0.13780375,0.07753056,0.00934682,0.44390893
-4.83541771,0.76750337,0.21373847,0.24677905,0.00002770,0.05404171,0.14125492,0.07721693,0.00926566,0.41892470
-4.82941471,0.73933834,0.20759559,0.22609185,0.00002330,0.05972188,0.14546494,0.07722161,0.00913781,0.39557464
-4.82341171,0.71481167,0.20145362,0.20738153,0.00001981,0.06605306,0.15042236,0.07756319,0.00896703,0.37376649
-4.81740870,0.69387175,0.19533677,0.19053807,0.00001712,0.07305266,0.15612309,0.07826775,0.00875810,0.35345209
-4.81140570,0.67652312,0.18929381,0.17546107,0.00001518,0.08073669,0.16257081,0.07936791,0.00851660,0.33462693
-4.80540270,0.66282398,0.18339486,0.16206219,0.00001394,0.08911981,0.16977741,0.08090161,0.00824871,0.31732762
-4.79939970,0.65288153,0.17772766,0.15026651,0.00001337,0.09821573,0.17776359,0.08291082,0.00796106,0.30162778
-4.79339670,0.64684589,0.17239354,0.14001291,0.00001346,0.10803767,0.18655968,0.08544008,0.00766049,0.28763256
-4.78739370,0.64490278,0.16750314,0.13125374,0.00001423,0.11859918,0.19620655,0.08853512,0.00735389,0.27547223
-4.78139070,0.64726559,0.16317236,0.12395364,0.00001570,0.12991490,0.20675662,0.09224141,0.00704801,0.26529515
-4.77538769,0.65416709,0.15951834,0.11808791,0.00001793,0.14200155,0.21827487,0.09660289,0.00674932,0.25726043
-4.76938469,0.66585092,0.15665586,0.11364038,0.00002098,0.15487874,0.23083955,0.10166071,0.00646387,0.25153058
-4.76338169,0.68256309,0.15469413,0.11060104,0.00002496,0.16856967,0.24454251,0.10745218,0.00619724,0.24826436
-4.75737869,0.70454344,0.15373392,0.10896341,0.00002995,0.18310158,0.25948889,0.11400975,0.00595443,0.24760992
-4.75137569,0.73201702,0.15386514,0.10872188,0.00003608,0.19850573,0.27579590,0.12136012,0.00573981,0.24969849
-4.74537269,0.76518527,0.15516478,0.10986897,0.00004348,0.21481694,0.29359056,0.12952350,0.00555716,0.25463853
-4.73936968,0.80421687,0.15769517,0.11239270,0.00005230,0.23207244,0.31300617,0.13851277,0.00540960,0.26251051
-4.73336668,0.84923822,0.16150243,0.11627403,0.00006266,0.25031016,0.33417748,0.14833286,0.00529965,0.27336221
-4.72736368,0.90032344,0.16661523,0.12148449,0.00007472,0.26956626,0.35723450,0.15898002,0.00522921,0.28720471
-4.72136068,0.95748397,0.17304359,0.12798398,0.00008860,0.28987208,0.38229516,0.17044111,0.00519962,0.30400885
-4.71535768,1.02065809,0.18077786,0.13571890,0.00010444,0.31125049,0.40945686,0.18269291,0.00521167,0.32370250
-4.70935468,1.08970037,0.18978786,0.14462053,0.00012234,0.33371184,0.43878742,0.19570149,0.00526558,0.34616834
-4.70335168,1.16437188,0.20002208,0.15460385,0.00014237,0.35724976,0.47031573,0.20942150,0.00536110,0.37124247
-4.69734867,1.24433136,0.21140720,0.16556672,0.00016457,0.38183685,0.50402273,0.22379568,0.00549741,0.39871384
-4.69134567,1.32912829,0.22384781,0.17738963,0.00018896,0.40742080,0.53983318,0.23875444,0.00567326,0.42832459
-4.68534267,1.41819834,0.23722654,0.18993599,0.00021548,0.43392101,0.57760896,0.25421564,0.00588685,0.45977145
-4.67933967,1.51086201,0.25140464,0.20305299,0.00024405,0.46122615,0.61714442,0.27008469,0.00613594,0.49270820
-4.67333667,1.60632716,0.26622313,0.21657320,0.00027450,0.48919285,0.65816445,0.28625493,0.00641782,0.52674944
-4.66733367,1.70369580,0.28150455,0.23031667,0.00030662,0.51764584,0.70032557,0.30260845,0.00672937,0.56147559
-4.66133067,1.80197565,0.29705545,0.24409391,0.00034013,0.54637959,0.74322053,0.31901735,0.00706708,0.59643912
-4.65532766,1.90009660,0.31266956,0.25770928,0.00037470,0.57516176,0.78638655,0.33534543,0.00742713,0.63117212
-4.64932466,1.99693200,0.32813167,0.27096508,0.00040993,0.60373824,0.82931711,0.35145042,0.00780550,0.66519492
-4.64332166,2.09132439,0.34322214,0.28366610,0.00044538,0.63184000,0.87147714,0.36718665,0.00819802,0.69802578
