energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.91595798,2.66585062,-1.57510604,0.00749598,-0.00276662,0.02925218,-0.03360040,1.78446313,-1.17726228,0.43018961,-0.18874187,0.02001744,-0.00464194,1.69989490,-1.03135383,0.91545972,-0.60703241,0.34262954,-0.18011857
-5.90995498,2.67702337,-1.65793442,0.00827428,-0.00304538,0.02861684,-0.03481990,1.78191184,-1.23709444,0.43011954,-0.19811051,0.02111852,-0.00521677,1.70806938,-1.08645058,0.91545656,-0.63694936,0.34765960,-0.19277629
-5.90395198,2.67993180,-1.74266659,0.00914209,-0.00337899,0.02792322,-0.03597277,1.77298803,-1.29669108,0.42843824,-0.20771276,0.02223951,-0.00589427,1.71090698,-1.14285307,0.91250560,-0.66691748,0.35158983,-0.20610678
-5.89794897,2.67466438,-1.82885568,0.01009895,-0.00377244,0.02718268,-0.03703799,1.75780374,-1.35552409,0.42515911,-0.21750005,0.02338016,-0.00668284,1.70844652,-1.20027772,0.90662842,-0.69673772,0.35441199,-0.22005939
-5.89194597,2.66142396,-1.91607111,0.01114228,-0.00423121,0.02640679,-0.03799696,1.73655988,-1.41308535,0.42032074,-0.22742559,0.02453959,-0.00759081,1.70080110,-1.25844871,0.89788501,-0.72622445,0.35613565,-0.23457530
-5.88594297,2.64051953,-2.00389627,0.01226720,-0.00476101,0.02560697,-0.03883389,1.70954132,-1.46889371,0.41398624,-0.23744385,0.02571589,-0.00862600,1.68815337,-1.31709615,0.88637292,-0.75520620,0.35678665,-0.24958661
-5.87993997,2.61235391,-2.09192250,0.01346639,-0.00536754,0.02479424,-0.03953617,1.67710923,-1.52249956,0.40624161,-0.24750938,0.02690580,-0.00979527,1.67074815,-1.37595184,0.87222510,-0.78352475,0.35640509,-0.26501528
-5.87393697,2.57740795,-2.17973952,0.01473004,-0.00605624,0.02397885,-0.04009453,1.63969101,-1.57348680,0.39719323,-0.25757542,0.02810431,-0.01110402,1.64888269,-1.43474283,0.85560653,-0.81103284,0.35504260,-0.28077214
-5.86793397,2.53622196,-2.26692337,0.01604589,-0.00683190,0.02317001,-0.04050313,1.59776827,-1.62147260,0.38696465,-0.26759212,0.02930444,-0.01255565,1.62289523,-1.49318336,0.83670974,-0.83759063,0.35275938,-0.29675585
-5.86193097,2.48937565,-2.35302263,0.01739933,-0.00769841,0.02237566,-0.04075949,1.55186349,-1.66610508,0.37569277,-0.27750471,0.03049699,-0.01415102,1.59315242,-1.55096589,0.81574946,-0.86306137,0.34962093,-0.31285217
-5.85592796,2.43746772,-2.43754427,0.01877367,-0.00865837,0.02160225,-0.04086433,1.50252596,-1.70705963,0.36352363,-0.28725163,0.03167047,-0.01588800,1.56003646,-1.60775195,0.79295684,-0.88730658,0.34569487,-0.32893346
-5.84992496,2.38109627,-2.51994037,0.02015041,-0.00971279,0.02085462,-0.04082128,1.45031783,-1.74403431,0.35060812,-0.29676299,0.03281112,-0.01776096,1.52393267,-1.66316374,0.76857336,-0.91018129,0.34104801,-0.34485870
-5.84392196,2.32084141,-2.59959728,0.02150971,-0.01086074,0.02013590,-0.04063645,1.39580082,-1.77674512,0.33709768,-0.30595929,0.03390311,-0.01976040,1.48521835,-1.71677746,0.74284490,-0.93152975,0.33574378,-0.36047400
-5.83791896,2.25725088,-2.67582828,0.02283082,-0.01209913,0.01944757,-0.04031803,1.33952429,-1.80492178,0.32314035,-0.31475080,0.03492882,-0.02187270,1.44425347,-1.76811907,0.71601633,-0.95118219,0.32984032,-0.37561378
-5.83191596,2.19082960,-2.74787113,0.02409272,-0.01342245,0.01878946,-0.03987572,1.28201524,-1.82830464,0.30887728,-0.32303758,0.03586930,-0.02407995,1.40137373,-1.81666340,0.68832671,-0.96895292,0.32338914,-0.39010267
-5.82591296,2.12203357,-2.81489110,0.02527466,-0.01482262,0.01815993,-0.03932028,1.22377038,-1.84664327,0.29443990,-0.33071025,0.03670481,-0.02635996,1.35688635,-1.86183691,0.66000550,-0.98464013,0.31643469,-0.40375805
-5.81990995,2.05126826,-2.87599026,0.02635687,-0.01628895,0.01755607,-0.03866298,1.16525076,-1.85969708,0.27994781,-0.33765161,0.03741550,-0.02868644,1.31106864,-1.90302467,0.63126979,-0.99802761,0.30901455,-0.41639341
-5.81390695,1.97889132,-2.93022297,0.02732112,-0.01780813,0.01697397,-0.03791513,1.10687869,-1.86723816,0.26550742,-0.34373905,0.03798215,-0.03102935,1.26416921,-1.93958142,0.60232265,-1.00888839,0.30116038,-0.42782218
-5.80790395,1.90521906,-2.97661730,0.02815139,-0.01936438,0.01640897,-0.03708768,1.04903700,-1.86905642,0.25121143,-0.34884771,0.03838689,-0.03335540,1.21641160,-1.97084648,0.57335249,-1.01699036,0.29289943,-0.43786218
-5.80190095,1.83053586,-3.01420179,0.02883435,-0.02093963,0.01585604,-0.03619088,0.99207025,-1.86496668,0.23713897,-0.35285419,0.03861400,-0.03562882,1.16799978,-1.99616221,0.54453343,-1.02210349,0.28425651,-0.44634036
-5.79589795,1.75510567,-3.04203623,0.02935985,-0.02251391,0.01531005,-0.03523406,0.93628747,-1.85481753,0.22335636,-0.35564077,0.03865057,-0.03781214,1.11912485,-2.01489494,0.51602628,-1.02400840,0.27525616,-0.45309775
-5.78989495,1.67918419,-3.05924528,0.02972123,-0.02406575,0.01476610,-0.03422545,0.88196599,-1.83850127,0.20991843,-0.35709989,0.03848715,-0.03986725,1.06997237,-2.02645772,0.48798013,-1.02250591,0.26592497,-0.45799433
-5.78389195,1.60303088,-3.06505312,0.02991556,-0.02557263,0.01421984,-0.03317213,0.82935576,-1.81596432,0.19687004,-0.35713857,0.03811821,-0.04175642,1.02072948,-2.03033359,0.46053420,-1.01742686,0.25629363,-0.46091369
-5.77788894,1.52691956,-3.05881745,0.02994366,-0.02701162,0.01366766,-0.03208011,0.77868369,-1.78721745,0.18424787,-0.35568267,0.03754252,-0.04344344,0.97159122,-2.02609823,0.43381958,-1.00864189,0.24639877,-0.46176716
-5.77188594,1.45114657,-3.04006097,0.02981007,-0.02835996,0.01310694,-0.03095438,0.73015744,-1.75234503,0.17208220,-0.35268072,0.03676333,-0.04489482,0.92276537,-2.01344082,0.40796078,-0.99607039,0.23628418,-0.46049734
-5.76588294,1.37603597,-3.00849863,0.02952277,-0.02959565,0.01253616,-0.02979914,0.68396843,-1.71151261,0.16039854,-0.34810703,0.03578833,-0.04608077,0.87447545,-1.99218199,0.38307685,-0.97968824,0.22600160,-0.45708070
-5.75987994,1.30194104,-2.96405924,0.02909284,-0.03069815,0.01195495,-0.02861800,0.64029357,-1.66497233,0.14921903,-0.34196405,0.03462952,-0.04697630,0.82696138,-1.96228775,0.35928182,-0.95953382,0.21561067,-0.45152930
-5.75387694,1.22924217,-2.90690003,0.02853400,-0.03164889,0.01136412,-0.02741421,0.59929568,-1.61306543,0.13856352,-0.33428363,0.03330283,-0.04756202,0.78047800,-1.92387883,0.33668448,-0.93571194,0.20517830,-0.44389134
-5.74787394,1.15834091,-2.83741339,0.02786202,-0.03243184,0.01076561,-0.02619093,0.56112245,-1.55622188,0.12845027,-0.32512741,0.03182760,-0.04782482,0.73529111,-1.87723456,0.31538738,-0.90839539,0.19477739,-0.43425064
-5.74187094,1.08965089,-2.75622539,0.02709406,-0.03303394,0.01016235,-0.02495147,0.52590417,-1.49495662,0.11889623,-0.31458592,0.03022601,-0.04775835,0.69167157,-1.82279133,0.29548523,-0.87782400,0.18448492,-0.42272503
-5.73586793,1.02358588,-2.66418584,0.02624806,-0.03344549,0.00955809,-0.02369946,0.49375020,-1.42986280,0.10991701,-0.30277684,0.02852231,-0.04736320,0.64988769,-1.76113541,0.27706262,-0.84430129,0.17437964,-0.40946363
-5.72986493,0.96054603,-2.56235050,0.02534204,-0.03366034,0.00895722,-0.02243904,0.46474475,-1.36160184,0.10152642,-0.28984207,0.02674208,-0.04664696,0.61019639,-1.69299043,0.26019131,-0.80818866,0.16453946,-0.39464326
-5.72386193,0.90090311,-2.45195599,0.02439347,-0.03367606,0.00836455,-0.02117497,0.43894201,-1.29089109,0.09373589,-0.27594413,0.02491142,-0.04562385,0.57283378,-1.61920023,0.24492735,-0.76989755,0.15503868,-0.37846398
-5.71785893,0.84498562,-2.33438876,0.02341873,-0.03349391,0.00778506,-0.01991264,0.41636132,-1.21848917,0.08655356,-0.26126181,0.02305615,-0.04431431,0.53800566,-1.54070758,0.23130804,-0.72987983,0.14594531,-0.36114413
-5.71185593,0.79306485,-2.21114917,0.02243260,-0.03311873,0.00722367,-0.01865810,0.39698261,-1.14517995,0.07998345,-0.24598532,0.02120116,-0.04274424,0.50587868,-1.45852986,0.21934922,-0.68861676,0.13731853,-0.34291479
-5.70585293,0.74534270,-2.08381255,0.02144792,-0.03255874,0.00668505,-0.01741796,0.38074258,-1.07175546,0.07402451,-0.23031120,0.01936968,-0.04094414,0.47657253,-1.37373273,0.20904279,-0.64660720,0.12920655,-0.32401420
-5.69984992,0.70194200,-1.95398864,0.02047534,-0.03182520,0.00617338,-0.01619929,0.36753200,-0.99899872,0.06866987,-0.21443715,0.01758278,-0.03894812,0.45015380,-1.28740281,0.20035504,-0.60435530,0.12164497,-0.30468206
-5.69384692,0.66289989,-1.82328106,0.01952315,-0.03093198,0.00569226,-0.01500944,0.35719435,-0.92766683,0.06390620,-0.19855705,0.01585896,-0.03679276,0.42663187,-1.20062043,0.19322554,-0.56235830,0.11465559,-0.28515410
-5.68784392,0.62816476,-1.69324852,0.01859734,-0.02989520,0.00524452,-0.01385588,0.34952615,-0.85847507,0.05971339,-0.18285624,0.01421384,-0.03451603,0.40595695,-1.11443360,0.18756706,-0.52109490,0.10824597,-0.26565702
-5.68184092,0.59759672,-1.56536879,0.01770165,-0.02873265,0.00483223,-0.01274593,0.34427897,-0.79208249,0.05606441,-0.16750736,0.01265998,-0.03215614,0.38802055,-1.02983392,0.18326644,-0.48101443,0.10240953,-0.24640391
-5.67583792,0.57097180,-1.44100698,0.01683781,-0.02746330,0.00445661,-0.01168660,0.34116328,-0.72907933,0.05292558,-0.15266680,0.01120687,-0.02975051,0.37265830,-0.94773534,0.18018637,-0.44252740,0.09712624,-0.22759037
-5.66983492,0.54798952,-1.32138867,0.01600584,-0.02610682,0.00411807,-0.01068436,0.33985398,-0.66997658,0.05025707,-0.13847182,0.00986095,-0.02733479,0.35965503,-0.86895623,0.17816824,-0.40599741,0.09236393,-0.20939137
-5.66383192,0.52828339,-1.20757866,0.01520433,-0.02468309,0.00381628,-0.00974491,0.33999758,-0.61519793,0.04801375,-0.12503851,0.00862584,-0.02494204,0.34875177,-0.79420519,0.17703578,-0.37173478,0.08808003,-0.19195877
-5.65782891,0.51143404,-1.10046563,0.01443087,-0.02321171,0.00355027,-0.00887306,0.34122059,-0.56507409,0.04614624,-0.11246042,0.00750254,-0.02260204,0.33965447,-0.72407086,0.17659953,-0.33999192,0.08422358,-0.17541980
-5.65182591,0.49698404,-1.00075275,0.01368238,-0.02171166,0.00331856,-0.00807253,0.34313904,-0.51983955,0.04460228,-0.10080809,0.00648975,-0.02034082,0.33204396,-0.65901566,0.17666183,-0.31096044,0.08073765,-0.15987615
-5.64582291,0.48445395,-0.90895399,0.01295552,-0.02020088,0.00311931,-0.00734591,0.34536859,-0.47963165,0.04332809,-0.09012917,0.00558421,-0.01818026,0.32558662,-0.59937336,0.17702229,-0.28477000,0.07756175,-0.14540387
-5.63981991,0.47335882,-0.82539587,0.01224700,-0.01869606,0.00295055,-0.00669453,0.34753492,-0.44449182,0.04227004,-0.08044917,0.00478107,-0.01613800,0.31994548,-0.54535033,0.17748332,-0.26148874,0.07463426,-0.13205386
-5.63381691,0.46322427,-0.75022393,0.01155385,-0.01721235,0.00281033,-0.00611849,0.34928389,-0.41436883,0.04137619,-0.07177290,0.00407427,-0.01422736,0.31479108,-0.49702989,0.17785572,-0.24112521,0.07189481,-0.11985303
-5.62781391,0.45360181,-0.68341347,0.01087366,-0.01576325,0.00269695,-0.00561663,0.35029119,-0.38912383,0.04059785,-0.06408614,0.00345683,-0.01245754,0.30981171,-0.45437954,0.17796394,-0.22363156,0.06928640,-0.10880577
-5.62181091,0.44408248,-0.62478358,0.01020473,-0.01436046,0.00260920,-0.00518663,0.35027093,-0.36853697,0.03989113,-0.05735783,0.00292128,-0.01083386,0.30472274,-0.41726052,0.17765082,-0.20890793,0.06675721,-0.09889601
-5.61580790,0.43430857,-0.57401403,0.00954614,-0.01301389,0.00254654,-0.00482503,0.34898298,-0.35231531,0.03921823,-0.05154238,0.00245984,-0.00935807,0.29927446,-0.38543913,0.17678170,-0.19680764,0.06426217,-0.09008938
-5.60980490,0.42398295,-0.53066406,0.00889782,-0.01173161,0.00250935,-0.00452743,0.34623859,-0.34010200,0.03854866,-0.04658217,0.00206475,-0.00802884,0.29325848,-0.35859954,0.17524771,-0.18714323,0.06176398,-0.08233571
-5.60380190,0.41287580,-0.49419241,0.00826045,-0.01051990,0.00249914,-0.00428853,0.34190433,-0.33148627,0.03786020,-0.04241007,0.00172844,-0.00684217,0.28651218,-0.33635742,0.17296802,-0.17969304,0.05923388,-0.07557156
-5.59779890,0.40082863,-0.46397820,0.00763542,-0.00938338,0.00251871,-0.00410237,0.33590402,-0.32601428,0.03713962,-0.03895192,0.00144371,-0.00579193,0.27892143,-0.31827417,0.16989116,-0.17420810,0.05665197,-0.06972286
-5.59179590,0.38775567,-0.43934171,0.00702470,-0.00832505,0.00257238,-0.00396244,0.32821866,-0.32320038,0.03638318,-0.03612896,0.00120383,-0.00487028,0.27042138,-0.30387120,0.16599527,-0.17041935,0.05400709,-0.06470749
-5.58579290,0.37364268,-0.41956498,0.00643067,-0.00734647,0.00266613,-0.00386189,0.31888452,-0.32253888,0.03559687,-0.03386009,0.00100265,-0.00406819,0.26099553,-0.29264411,0.16128728,-0.16804484,0.05129651,-0.06043783
-5.57978989,0.35854349,-0.40391146,0.00585596,-0.00644786,0.00280779,-0.00379369,0.30798947,-0.32351578,0.03479648,-0.03206388,0.00083461,-0.00337583,0.25067310,-0.28407632,0.15580125,-0.16679694,0.04852519,-0.05682318
-5.57378689,0.34257461,-0.39164467,0.00530329,-0.00562831,0.00300712,-0.00375081,0.29566774,-0.32562053,0.03400728,-0.03066050,0.00069480,-0.00278298,0.23952516,-0.27765205,0.14959580,-0.16638926,0.04570493,-0.05377202
-5.56778389,0.32590827,-0.38204522,0.00477532,-0.00488586,0.00327592,-0.00372639,0.28209343,-0.32835741,0.03326370,-0.02957328,0.00057892,-0.00227935,0.22765954,-0.27286826,0.14275087,-0.16654324,0.04285332,-0.05119410
-5.56178089,0.30876432,-0.37442633,0.00427448,-0.00421777,0.00362811,-0.00371388,0.26747313,-0.33125628,0.03260871,-0.02873014,0.00048329,-0.00185482,0.21521502,-0.26924554,0.13536402,-0.16699432,0.03999258,-0.04900234
-5.55577789,0.29140143,-0.36814723,0.00380290,-0.00362056,0.00407969,-0.00370719,0.25203801,-0.33388255,0.03209302,-0.02806468,0.00040480,-0.00149971,0.20235503,-0.26633768,0.12754638,-0.16749738,0.03714839,-0.04711449
-5.54977489,0.27410802,-0.36262460,0.00336225,-0.00309026,0.00464872,-0.00370081,0.23603561,-0.33584603,0.03177422,-0.02751711,0.00034084,-0.00120493,0.18926124,-0.26373974,0.11941848,-0.16783164,0.03434880,-0.04545452
-5.54377189,0.25719334,-0.35734178,0.00295374,-0.00262247,0.00535519,-0.00368993,0.21972192,-0.33680838,0.03171574,-0.02703487,0.00028933,-0.00096204,0.17612723,-0.26109467,0.11110616,-0.16780453,0.03162315,-0.04395379
-5.53776888,0.24097897,-0.35185556,0.00257806,-0.00221256,0.00622086,-0.00367046,0.20335382,-0.33648909,0.03198570,-0.02657305,0.00024861,-0.00076340,0.16315273,-0.25809822,0.10273673,-0.16725483,0.02900113,-0.04255193
-5.53176588,0.22579109,-0.34580079,0.00223536,-0.00185576,0.00726891,-0.00363914,0.18718241,-0.33466961,0.03265570,-0.02609464,0.00021742,-0.00060216,0.15053836,-0.25450222,0.09443547,-0.16605474,0.02651203,-0.04119747
-5.52576288,0.21195367,-0.33889250,0.00192532,-0.00154725,0.00852361,-0.00359356,0.17144712,-0.33119573,0.03379942,-0.02557045,0.00019486,-0.00047226,0.13848127,-0.25011622,0.08632267,-0.16411094,0.02418412,-0.03984814
-5.51975988,0.19978270,-0.33092588,0.00164712,-0.00128228,0.01000982,-0.00353215,0.15637115,-0.32597796,0.03549124,-0.02497899,0.00018037,-0.00036840,0.12717173,-0.24480736,0.07851130,-0.16136470,0.02204422,-0.03847103
-5.51375688,0.18958152,-0.32177407,0.00139956,-0.00105624,0.01175242,-0.00345417,0.14215792,-0.31899005,0.03780471,-0.02430609,0.00017367,-0.00028604,0.11679061,-0.23849887,0.07110521,-0.15779093,0.02011748,-0.03704233
-5.50775388,0.18163718,-0.31138408,0.00118108,-0.00086471,0.01377556,-0.00335967,0.12898888,-0.31026574,0.04081087,-0.02354443,0.00017479,-0.00022130,0.10750785,-0.23116704,0.06419803,-0.15339638,0.01842725,-0.03554703
-5.50175088,0.17621779,-0.29977099,0.00098987,-0.00070352,0.01610196,-0.00324948,0.11702232,-0.29989380,0.04457659,-0.02269292,0.00018397,-0.00017096,0.09948181,-0.22283701,0.05787271,-0.14821700,0.01699516,-0.03397828
-5.49574787,0.17357060,-0.28701083,0.00082391,-0.00056881,0.01875192,-0.00312506,0.10639332,-0.28801174,0.04916277,-0.02175601,0.00020171,-0.00013233,0.09285929,-0.21357749,0.05220148,-0.14231456,0.01584124,-0.03233665
-5.48974487,0.17392073,-0.27323246,0.00068105,-0.00045698,0.02174249,-0.00298854,0.09721453,-0.27479838,0.05462249,-0.02074299,0.00022875,-0.00010323,0.08777622,-0.20349485,0.04724643,-0.13577283,0.01498419,-0.03062927
-5.48374187,0.17747025,-0.25860879,0.00055911,-0.00036481,0.02508641,-0.00284255,0.08957763,-0.26046569,0.06099917,-0.01966718,0.00026600,-0.00008195,0.08435860,-0.19272659,0.04306028,-0.12869334,0.01444164,-0.02886889
-5.47773887,0.18439745,-0.24334775,0.00045587,-0.00028935,0.02879115,-0.00269019,0.08355527,-0.24525016,0.06832468,-0.01854519,0.00031458,-0.00006714,0.08272373,-0.18143470,0.03968748,-0.12119100,0.01423041,-0.02707285
-5.47173587,0.19485608,-0.22768346,0.00036921,-0.00022802,0.03285799,-0.00253495,0.07920320,-0.22940419,0.07661763,-0.01739623,0.00037576,-0.00005782,0.08298123,-0.16979910,0.03716538,-0.11338967,0.01436672,-0.02526217
-5.46573287,0.20897440,-0.21186777,0.00029706,-0.00017852,0.03728112,-0.00238062,0.07656251,-0.21318775,0.08588165,-0.01624138,0.00045094,-0.00005333,0.08523396,-0.15801140,0.03552536,-0.10541799,0.01486640,-0.02346055
-5.45972986,0.22685383,-0.19616275,0.00023752,-0.00013885,0.04204691,-0.00223129,0.07566169,-0.19686068,0.09610402,-0.01510310,0.00054165,-0.00005326,0.08957835,-0.14626923,0.03479387,-0.09740550,0.01574491,-0.02169358
-5.45372686,0.24856729,-0.18083401,0.00018880,-0.00010728,0.04713335,-0.00209128,0.07651829,-0.18067585,0.10725445,-0.01400467,0.00064944,-0.00005747,0.09610423,-0.13477137,0.03499319,-0.08947924,0.01701728,-0.01998797
-5.44772386,0.27415700,-0.16614547,0.00014930,-0.00008234,0.05250974,-0.00196510,0.07914027,-0.16487347,0.11928436,-0.01296989,0.00077589,-0.00006605,0.10489394,-0.12371373,0.03614195,-0.08176090,0.01869792,-0.01837094
-5.44172086,0.30363202,-0.15235518,0.00011756,-0.00006278,0.05813654,-0.00185747,0.08352677,-0.14967653,0.13212649,-0.01202275,0.00092253,-0.00007930,0.11602074,-0.11328627,0.03825526,-0.07436458,0.02080032,-0.01686978
-5.43571786,0.33696543,-0.13971269,0.00009232,-0.00004755,0.06396569,-0.00177330,0.08966832,-0.13528763,0.14569508,-0.01118733,0.00109076,-0.00009774,0.12954649,-0.10367102,0.04134451,-0.06739527,0.02333651,-0.01551151
-5.42971486,0.37409149,-0.12845746,0.00007245,-0.00003578,0.06994110,-0.00171773,0.09754662,-0.12188700,0.15988665,-0.01048770,0.00128179,-0.00012209,0.14551875,-0.09504085,0.04541685,-0.06094787,0.02631654,-0.01432270
-5.42371186,0.41490298,-0.11881848,0.00005701,-0.00002675,0.07599957,-0.00169612,0.10713377,-0.10963176,0.17458133,-0.00994796,0.00149656,-0.00015324,0.16396730,-0.08755917,0.05047428,-0.05510685,0.02974781,-0.01332938
-5.41770885,0.45924890,-0.11101465,0.00004517,-0.00001987,0.08207201,-0.00171409,0.11839133,-0.09865621,0.18964489,-0.00959228,0.00173566,-0.00019228,0.18490056,-0.08138026,0.05651262,-0.04994640,0.03363435,-0.01255712
-5.41170585,0.50693309,-0.10525586,0.00003624,-0.00001467,0.08808500,-0.00177753,0.13126905,-0.08907295,0.20493144,-0.00944500,0.00199926,-0.00024049,0.20830182,-0.07665010,0.06352030,-0.04553099,0.03797611,-0.01203102
-5.40570285,0.55771377,-0.10174424,0.00002966,-0.00001077,0.09396269,-0.00189259,0.14570376,-0.08097472,0.22028669,-0.00953070,0.00228700,-0.00029929,0.23412583,-0.07350734,0.07147711,-0.04191622,0.04276834,-0.01177590
-5.39969985,0.61130467,-0.10067539,0.00002494,-0.00000788,0.09962884,-0.00206570,0.16161833,-0.07443652,0.23555181,-0.00987424,0.00259798,-0.00037027,0.26229600,-0.07208443,0.08035314,-0.03914979,0.04800100,-0.01181631
-5.39369685,0.66737777,-0.10223930,0.00002171,-0.00000575,0.10500915,-0.00230347,0.17892116,-0.06951804,0.25056779,-0.01050072,0.00293065,-0.00045512,0.29270239,-0.07250842,0.09010785,-0.03727258,0.05365840,-0.01217664
-5.38769385,0.72556801,-0.10662048,0.00001964,-0.00000419,0.11003369,-0.00261270,0.19750619,-0.06626584,0.26518016,-0.01143534,0.00328282,-0.00055562,0.32520098,-0.07490137,0.10068961,-0.03631956,0.05971906,-0.01288101
-5.38169085,0.78548019,-0.11399730,0.00001849,-0.00000308,0.11463937,-0.00300021,0.21725360,-0.06471545,0.27924401,-0.01270316,0.00365163,-0.00067362,0.35961436,-0.07938013,0.11203568,-0.03632056,0.06615574,-0.01395314
-5.37568784,0.84669786,-0.12454015,0.00001806,-0.00000230,0.11877234,-0.00347271,0.23803149,-0.06489285,0.29262909,-0.01432866,0.00403357,-0.00081095,0.39573397,-0.08605542,0.12407271,-0.03730074,0.07293587,-0.01541605
-5.36968484,0.90879445,-0.13840847,0.00001818,-0.00000176,0.12239036,-0.00403665,0.25969837,-0.06681556,0.30522481,-0.01633524,0.00442449,-0.00096937,0.43332418,-0.09503006,0.13671792,-0.03928075,0.08002224,-0.01729161
-5.36368184,0.97134614,-0.15574651,0.00001874,-0.00000141,0.12546482,-0.00469796,0.28210661,-0.07049298,0.31694511,-0.01874448,0.00481973,-0.00115051,0.47212795,-0.10639638,0.14988090,-0.04227652,0.08737394,-0.01959994
-5.35767884,1.03394627,-0.17667813,0.00001964,-0.00000120,0.12798263,-0.00546185,0.30510675,-0.07592621,0.32773284,-0.02157538,0.00521416,-0.00135580,0.51187420,-0.12023288,0.16346600,-0.04629869,0.09494765,-0.02235875
-5.35167584,1.09622073,-0.20130058,0.00002081,-0.00000109,0.12994760,-0.00633250,0.32855249,-0.08310725,0.33756357,-0.02484345,0.00560232,-0.00158636,0.55228647,-0.13660030,0.17737528,-0.05135181,0.10269912,-0.02558249
-5.34567284,1.15784366,-0.22967790,0.00002221,-0.00000108,0.13138148,-0.00731278,0.35230620,-0.09201779,0.34644866,-0.02855973,0.00597858,-0.00184294,0.59309264,-0.15553727,0.19151188,-0.05743316,0.11058483,-0.02928149
