energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.90995498,2.01339085,-2.01339141,0.00198316,-0.00198316,0.35215603,-0.35215624,0.43170342,-0.43170356,0.44655802,-0.44655835,0.07598194,-0.07598197,0.52277666,-0.52277670,0.38357964,-0.38357959,0.17206422,-0.17206423
-5.90395198,2.03249635,-2.03249686,0.00196783,-0.00196783,0.36295031,-0.36295051,0.43962206,-0.43962219,0.46390987,-0.46391021,0.07792359,-0.07792361,0.52197325,-0.52197327,0.37738717,-0.37738711,0.17033036,-0.17033036
-5.89794897,2.04742338,-2.04742384,0.00195501,-0.00195501,0.37349244,-0.37349264,0.44806216,-0.44806230,0.48136917,-0.48136952,0.07951484,-0.07951486,0.51961518,-0.51961517,0.37038321,-0.37038315,0.16796137,-0.16796137
-5.89194597,2.05900706,-2.05900748,0.00194791,-0.00194791,0.38386973,-0.38386992,0.45725873,-0.45725887,0.49905129,-0.49905165,0.08075418,-0.08075420,0.51596878,-0.51596876,0.36289596,-0.36289590,0.16504280,-0.16504280
-5.88594297,2.06821444,-2.06821482,0.00194994,-0.00194994,0.39418742,-0.39418761,0.46746884,-0.46746898,0.51708095,-0.51708132,0.08164995,-0.08164996,0.51134585,-0.51134581,0.35527137,-0.35527131,0.16167422,-0.16167420
-5.87993997,2.07611086,-2.07611122,0.00196460,-0.00196460,0.40456375,-0.40456394,0.47896233,-0.47896247,0.53558533,-0.53558570,0.08222011,-0.08222011,0.50609446,-0.50609441,0.34786256,-0.34786250,0.15796620,-0.15796618
-5.87393697,2.08382160,-2.08382193,0.00199542,-0.00199542,0.41512413,-0.41512431,0.49201097,-0.49201112,0.55468668,-0.55468706,0.08249161,-0.08249161,0.50058831,-0.50058825,0.34101876,-0.34101871,0.15403699,-0.15403697
-5.86793397,2.09249053,-2.09249086,0.00204585,-0.00204585,0.42599469,-0.42599488,0.50687645,-0.50687662,0.57449510,-0.57449549,0.08249939,-0.08249938,0.49521484,-0.49521478,0.33507456,-0.33507452,0.15000881,-0.15000879
-5.86193097,2.10323752,-2.10323784,0.00211916,-0.00211916,0.43729570,-0.43729589,0.52379775,-0.52379793,0.59510170,-0.59510210,0.08228507,-0.08228506,0.49036263,-0.49036257,0.33033951,-0.33033948,0.14600415,-0.14600412
-5.85592796,2.11711632,-2.11711666,0.00221832,-0.00221832,0.44913504,-0.44913523,0.54297835,-0.54297855,0.61657270,-0.61657311,0.08189535,-0.08189534,0.48640843,-0.48640837,0.32708870,-0.32708868,0.14214198,-0.14214195
-5.84992496,2.13507499,-2.13507535,0.00234596,-0.00234596,0.46160220,-0.46160239,0.56457392,-0.56457413,0.63894487,-0.63894529,0.08138027,-0.08138025,0.48370438,-0.48370433,0.32555445,-0.32555445,0.13853420,-0.13853417
-5.84392196,2.15792035,-2.15792073,0.00250419,-0.00250420,0.47476310,-0.47476329,0.58868109,-0.58868132,0.66222255,-0.66222298,0.08079130,-0.08079128,0.48256592,-0.48256588,0.32591949,-0.32591950,0.13528237,-0.13528234
-5.83791896,2.18628820,-2.18628862,0.00269459,-0.00269459,0.48865604,-0.48865624,0.61532783,-0.61532807,0.68637660,-0.68637704,0.08017952,-0.08017950,0.48326069,-0.48326065,0.32831171,-0.32831173,0.13247475,-0.13247473
-5.83191596,2.22062055,-2.22062101,0.00291805,-0.00291805,0.50328909,-0.50328929,0.64446599,-0.64446626,0.71134522,-0.71134566,0.07959378,-0.07959376,0.48599902,-0.48599900,0.33280074,-0.33280078,0.13018394,-0.13018392
-5.82591296,2.26115066,-2.26115116,0.00317476,-0.00317476,0.51863892,-0.51863913,0.67596652,-0.67596680,0.73703680,-0.73703725,0.07907911,-0.07907909,0.49092632,-0.49092631,0.33939641,-0.33939646,0.12846503,-0.12846501
-5.81990995,2.30789666,-2.30789720,0.00346414,-0.00346414,0.53465132,-0.53465154,0.70961757,-0.70961788,0.76333452,-0.76333498,0.07867532,-0.07867530,0.49811757,-0.49811758,0.34804900,-0.34804906,0.12735437,-0.12735436
-5.81390695,2.36066373,-2.36066431,0.00378479,-0.00378480,0.55124325,-0.55124347,0.74512592,-0.74512624,0.79010243,-0.79010289,0.07841594,-0.07841592,0.50757436,-0.50757438,0.35865144,-0.35865151,0.12686906,-0.12686905
-5.80790395,2.41905467,-2.41905530,0.00413450,-0.00413451,0.56830638,-0.56830660,0.78212163,-0.78212197,0.81719264,-0.81719310,0.07832745,-0.07832744,0.51922433,-0.51922437,0.37104314,-0.37104322,0.12700695,-0.12700694
-5.80190095,2.48248816,-2.48248883,0.00451024,-0.00451024,0.58571183,-0.58571206,0.82016602,-0.82016637,0.84445308,-0.84445353,0.07842899,-0.07842897,0.53292334,-0.53292339,0.38501552,-0.38501561,0.12774741,-0.12774741
-5.79589795,2.55022370,-2.55022439,0.00490821,-0.00490821,0.60331592,-0.60331615,0.85876265,-0.85876300,0.87173536,-0.87173582,0.07873225,-0.07873224,0.54846000,-0.54846007,0.40031881,-0.40031890,0.12905262,-0.12905262
-5.78989495,2.62139186,-2.62139258,0.00532390,-0.00532390,0.62096650,-0.62096673,0.89737102,-0.89737137,0.89890213,-0.89890259,0.07924192,-0.07924191,0.56556272,-0.56556280,0.41667008,-0.41667018,0.13086935,-0.13086935
-5.78389195,2.69502844,-2.69502918,0.00575219,-0.00575219,0.63850946,-0.63850970,0.93542249,-0.93542284,0.92583330,-0.92583376,0.07995626,-0.07995625,0.58390869,-0.58390877,0.43376216,-0.43376225,0.13313121,-0.13313122
-5.77788894,2.77011064,-2.77011140,0.00618744,-0.00618744,0.65579520,-0.65579544,0.97233775,-0.97233809,0.95243090,-0.95243136,0.08086802,-0.08086802,0.60313470,-0.60313479,0.45127305,-0.45127313,0.13576126,-0.13576127
-5.77188594,2.84559372,-2.84559449,0.00662364,-0.00662364,0.67268447,-0.67268471,1.00754513,-1.00754546,0.97862196,-0.97862242,0.08196553,-0.08196553,0.62284924,-0.62284933,0.46887564,-0.46887572,0.13867477,-0.13867478
-5.76588294,2.92044634,-2.92044711,0.00705457,-0.00705457,0.68905338,-0.68905362,1.04049914,-1.04049945,1.00435935,-1.00435982,0.08323379,-0.08323379,0.64264546,-0.64264555,0.48624737,-0.48624744,0.14178215,-0.14178216
-5.75987994,2.99368307,-2.99368384,0.00747394,-0.00747395,0.70479733,-0.70479758,1.07069821,-1.07069850,1.02962047,-1.02962094,0.08465572,-0.08465572,0.66211440,-0.66211448,0.50307943,-0.50307949,0.14499185,-0.14499186
-5.75387694,3.06439282,-3.06439358,0.00787558,-0.00787559,0.71983360,-0.71983385,1.09770107,-1.09770134,1.05440384,-1.05440431,0.08621322,-0.08621322,0.68085811,-0.68085819,0.51908528,-0.51908532,0.14821318,-0.14821319
-5.74787394,3.13176207,-3.13176281,0.00825359,-0.00825359,0.73410257,-0.73410282,1.12114097,-1.12114121,1.07872387,-1.07872436,0.08788814,-0.08788815,0.69850202,-0.69850208,0.53400809,-0.53400812,0.15135886,-0.15135888
-5.74187094,3.19509222,-3.19509295,0.00860250,-0.00860250,0.74756756,-0.74756781,1.14073713,-1.14073735,1.10260436,-1.10260485,0.08966308,-0.08966309,0.71470607,-0.71470613,0.54762700,-0.54762701,0.15434736,-0.15434737
-5.73586793,3.25381077,-3.25381148,0.00891742,-0.00891742,0.76021339,-0.76021364,1.15630301,-1.15630319,1.12607091,-1.12607141,0.09152188,-0.09152189,0.72917438,-0.72917442,0.55976180,-0.55976180,0.15710476,-0.15710477
-5.72986493,3.30747627,-3.30747695,0.00919417,-0.00919417,0.77204384,-0.77204408,1.16775095,-1.16775110,1.14914327,-1.14914378,0.09344990,-0.09344991,0.74166282,-0.74166285,0.57027606,-0.57027604,0.15956627,-0.15956628
-5.72386193,3.35577736,-3.35577801,0.00942936,-0.00942936,0.78307825,-0.78307850,1.17509315,-1.17509327,1.17182788,-1.17182840,0.09543397,-0.09543399,0.75198454,-0.75198455,0.57907850,-0.57907846,0.16167730,-0.16167731
-5.71785893,3.39852668,-3.39852730,0.00962046,-0.00962046,0.79334762,-0.79334786,1.17843897,-1.17843906,1.19411151,-1.19411202,0.09746215,-0.09746216,0.76001306,-0.76001305,0.58612263,-0.58612257,0.16339406,-0.16339406
-5.71185593,3.43565031,-3.43565090,0.00976583,-0.00976583,0.80289040,-0.80289064,1.17798859,-1.17798865,1.21595628,-1.21595679,0.09952316,-0.09952318,0.76568310,-0.76568308,0.59140478,-0.59140471,0.16468367,-0.16468368
-5.70585293,3.46717401,-3.46717456,0.00986475,-0.00986475,0.81174841,-0.81174865,1.17402369,-1.17402373,1.23729680,-1.23729732,0.10160580,-0.10160582,0.76898908,-0.76898904,0.59496058,-0.59496050,0.16552401,-0.16552401
-5.69984992,3.49320712,-3.49320764,0.00991735,-0.00991735,0.81996313,-0.81996336,1.16689529,-1.16689531,1.25803947,-1.25803997,0.10369806,-0.10369808,0.76998153,-0.76998147,0.59686007,-0.59685997,0.16590304,-0.16590304
-5.69384692,3.51392549,-3.51392596,0.00992460,-0.00992460,0.82757251,-0.82757273,1.15700957,-1.15700957,1.27806411,-1.27806460,0.10578639,-0.10578640,0.76876168,-0.76876161,0.59720179,-0.59720169,0.16581804,-0.16581804
-5.68784392,3.52955428,-3.52955472,0.00988820,-0.00988820,0.83460865,-0.83460886,1.14481220,-1.14481218,1.29722803,-1.29722850,0.10785485,-0.10785486,0.76547455,-0.76547447,0.59610614,-0.59610603,0.16527446,-0.16527445
-5.68184092,3.54035175,-3.54035215,0.00981050,-0.00981050,0.84109625,-0.84109645,1.13077197,-1.13077194,1.31537202,-1.31537247,0.10988453,-0.10988455,0.76030095,-0.76030086,0.59370818,-0.59370806,0.16428473,-0.16428472
-5.67583792,3.54659458,-3.54659494,0.00969439,-0.00969438,0.84705195,-0.84705214,1.11536427,-1.11536424,1.33232809,-1.33232852,0.11185308,-0.11185309,0.75344870,-0.75344861,0.59015047,-0.59015035,0.16286708,-0.16286707
-5.66983492,3.54856536,-3.54856568,0.00954321,-0.00954321,0.85248449,-0.85248467,1.09905526,-1.09905522,1.34792824,-1.34792863,0.11373444,-0.11373446,0.74514372,-0.74514362,0.58557610,-0.58557598,0.16104423,-0.16104422
-5.66383192,3.54654251,-3.54654279,0.00936065,-0.00936065,0.85739545,-0.85739562,1.08228705,-1.08228702,1.36201368,-1.36201403,0.11549901,-0.11549903,0.73562108,-0.73562098,0.58012224,-0.58012212,0.15884230,-0.15884229
-5.65782891,3.54079270,-3.54079293,0.00915063,-0.00915063,0.86178056,-0.86178071,1.06546468,-1.06546465,1.37444389,-1.37444421,0.11711395,-0.11711396,0.72511666,-0.72511656,0.57391461,-0.57391449,0.15628980,-0.15628979
-5.65182591,3.53156559,-3.53156579,0.00891726,-0.00891726,0.86563118,-0.86563131,1.04894502,-1.04894500,1.38510472,-1.38510499,0.11854391,-0.11854392,0.71385955,-0.71385945,0.56706294,-0.56706283,0.15341676,-0.15341675
-5.64582291,3.51909076,-3.51909092,0.00866473,-0.00866472,0.86893585,-0.86893597,1.03302806,-1.03302805,1.39391495,-1.39391518,0.11975197,-0.11975198,0.70206549,-0.70206540,0.55965772,-0.55965762,0.15025409,-0.15025408
-5.63981991,3.50357624,-3.50357637,0.00839731,-0.00839731,0.87168167,-0.87168177,1.01795060,-1.01795060,1.40083095,-1.40083114,0.12070087,-0.12070088,0.68993159,-0.68993150,0.55176821,-0.55176811,0.14683310,-0.14683308
-5.63381691,3.48520839,-3.48520848,0.00811932,-0.00811932,0.87385526,-0.87385535,1.00388250,-1.00388252,1.40584885,-1.40584900,0.12135434,-0.12135434,0.67763227,-0.67763219,0.54344180,-0.54344170,0.14318519,-0.14318517
-5.62781391,3.46415257,-3.46415264,0.00783509,-0.00783508,0.87544335,-0.87544342,0.99092540,-0.99092544,1.40900424,-1.40900436,0.12167860,-0.12167861,0.66531672,-0.66531665,0.53470474,-0.53470466,0.13934169,-0.13934167
-5.62181091,3.44055437,-3.44055442,0.00754900,-0.00754899,0.87643272,-0.87643278,0.97911380,-0.97911386,1.41036940,-1.41036949,0.12164387,-0.12164387,0.65310749,-0.65310743,0.52556398,-0.52556391,0.13533384,-0.13533382
-5.61580790,3.41454087,-3.41454090,0.00726547,-0.00726547,0.87680976,-0.87680980,0.96841826,-0.96841833,1.41004814,-1.41004820,0.12122574,-0.12122574,0.64110050,-0.64110045,0.51601006,-0.51600999,0.13119278,-0.13119276
-5.60980490,3.38622207,-3.38622209,0.00698900,-0.00698900,0.87655948,-0.87655952,0.95875056,-0.95875064,1.40816877,-1.40816880,0.12040651,-0.12040651,0.62936605,-0.62936601,0.50602082,-0.50602075,0.12694965,-0.12694963
-5.60380190,3.35569215,-3.35569215,0.00672418,-0.00672418,0.87566439,-0.87566442,0.94997050,-0.94997060,1.40487571,-1.40487573,0.11917624,-0.11917623,0.61795079,-0.61795076,0.49556566,-0.49556560,0.12263562,-0.12263560
-5.59779890,3.32303079,-3.32303078,0.00647568,-0.00647568,0.87410316,-0.87410318,0.94189409,-0.94189420,1.40032029,-1.40032029,0.11753348,-0.11753347,0.60688045,-0.60688043,0.48461020,-0.48461014,0.11828191,-0.11828189
-5.59179590,3.28830467,-3.28830465,0.00624827,-0.00624827,0.87184957,-0.87184958,0.93430275,-0.93430286,1.39465150,-1.39465150,0.11548583,-0.11548582,0.59616311,-0.59616310,0.47312089,-0.47312083,0.11391973,-0.11391972
-5.58579290,3.25156934,-3.25156932,0.00604681,-0.00604680,0.86887173,-0.86887174,0.92695328,-0.92695339,1.38800740,-1.38800740,0.11304999,-0.11304998,0.58579280,-0.58579279,0.46106953,-0.46106947,0.10958017,-0.10958015
-5.57978989,3.21287176,-3.21287173,0.00587617,-0.00587616,0.86513197,-0.86513197,0.91958834,-0.91958845,1.38050767,-1.38050768,0.11025158,-0.11025156,0.57575328,-0.57575328,0.44843736,-0.44843730,0.10529390,-0.10529388
-5.57378689,3.17225360,-3.17225356,0.00574121,-0.00574121,0.86058747,-0.86058747,0.91194701,-0.91194712,1.37224817,-1.37224817,0.10712456,-0.10712454,0.56602175,-0.56602175,0.43521851,-0.43521845,0.10109091,-0.10109090
-5.56778389,3.12975570,-3.12975564,0.00564670,-0.00564670,0.85519180,-0.85519178,0.90377527,-0.90377536,1.36329748,-1.36329749,0.10371041,-0.10371038,0.55657240,-0.55657240,0.42142277,-0.42142270,0.09700006,-0.09700005
-5.56178089,3.08542351,-3.08542344,0.00559718,-0.00559718,0.84889730,-0.84889728,0.89483603,-0.89483611,1.35369615,-1.35369616,0.10005702,-0.10005699,0.54737960,-0.54737960,0.40707746,-0.40707739,0.09304861,-0.09304860
-5.55577789,3.03931366,-3.03931356,0.00559685,-0.00559685,0.84165852,-0.84165849,0.88491850,-0.88491855,1.34345834,-1.34345836,0.09621741,-0.09621739,0.53842068,-0.53842068,0.39222847,-0.39222839,0.08926172,-0.08926171
-5.54977489,2.99150133,-2.99150121,0.00564944,-0.00564944,0.83343626,-0.83343621,0.87384658,-0.87384661,1.33257597,-1.33257598,0.09224830,-0.09224828,0.52967816,-0.52967816,0.37694026,-0.37694018,0.08566191,-0.08566190
-5.54377189,2.94208825,-2.94208809,0.00575806,-0.00575806,0.82420225,-0.82420219,0.86148611,-0.86148611,1.32102500,-1.32102501,0.08820862,-0.08820859,0.52114143,-0.52114142,0.36129512,-0.36129503,0.08226858,-0.08226857
-5.53776888,2.89121077,-2.89121057,0.00592505,-0.00592505,0.81394419,-0.81394412,0.84775061,-0.84775058,1.30877350,-1.30877351,0.08415799,-0.08415796,0.51280772,-0.51280771,0.34539150,-0.34539140,0.07909754,-0.07909753
-5.53176588,2.83904758,-2.83904735,0.00615180,-0.00615180,0.80267071,-0.80267062,0.83260554,-0.83260548,1.29579078,-1.29579078,0.08015534,-0.08015531,0.50468262,-0.50468260,0.32934173,-0.32934163,0.07616065,-0.07616064
-5.52576288,2.78582647,-2.78582619,0.00643865,-0.00643865,0.79041604,-0.79041593,0.81607069,-0.81607060,1.28205714,-1.28205713,0.07625747,-0.07625744,0.49677981,-0.49677977,0.31326913,-0.31326903,0.07346555,-0.07346554
-5.51975988,2.73182941,-2.73182909,0.00678475,-0.00678475,0.77724392,-0.77724381,0.79822081,-0.79822070,1.26757342,-1.26757340,0.07251788,-0.07251785,0.48912034,-0.48912029,0.29730467,-0.29730456,0.07101549,-0.07101548
-5.51375688,2.67739563,-2.67739526,0.00718795,-0.00718795,0.76325062,-0.76325049,0.77918429,-0.77918414,1.25236971,-1.25236967,0.06898568,-0.06898566,0.48173139,-0.48173133,0.28158342,-0.28158330,0.06880933,-0.06880932
-5.50775388,2.62292193,-2.62292151,0.00764476,-0.00764476,0.74856647,-0.74856632,0.75913993,-0.75913975,1.23651261,-1.23651256,0.06570469,-0.06570466,0.47464459,-0.47464452,0.26624081,-0.26624070,0.06684160,-0.06684159
-5.50175088,2.56886001,-2.56885955,0.00815033,-0.00815034,0.73335604,-0.73335588,0.73831197,-0.73831178,1.22011043,-1.22011036,0.06271267,-0.06271264,0.46789401,-0.46789393,0.25140907,-0.25140895,0.06510276,-0.06510275
-5.49574787,2.51571052,-2.51571003,0.00869844,-0.00869845,0.71781649,-0.71781632,0.71696343,-0.71696322,1.20331595,-1.20331586,0.06004078,-0.06004076,0.46151392,-0.46151383,0.23721366,-0.23721354,0.06357953,-0.06357953
-5.48974487,2.46401378,-2.46401327,0.00928158,-0.00928158,0.70217428,-0.70217410,0.69538794,-0.69538771,1.18632641,-1.18632631,0.05771316,-0.05771314,0.45553645,-0.45553636,0.22377017,-0.22377005,0.06225537,-0.06225536
-5.48374187,2.41433729,-2.41433677,0.00989104,-0.00989104,0.68668007,-0.68667989,0.67390044,-0.67390021,1.16938067,-1.16938055,0.05574665,-0.05574663,0.44998925,-0.44998915,0.21118152,-0.21118141,0.06111095,-0.06111094
-5.47773887,2.36726037,-2.36725985,0.01051710,-0.01051710,0.67160220,-0.67160202,0.65282702,-0.65282678,1.15275341,-1.15275329,0.05415062,-0.05415060,0.44489319,-0.44489308,0.19953571,-0.19953560,0.06012481,-0.06012480
-5.47173587,2.32335646,-2.32335594,0.01114919,-0.01114919,0.65721863,-0.65721846,0.63249419,-0.63249396,1.13674684,-1.13674672,0.05292701,-0.05292699,0.44026038,-0.44026026,0.18890400,-0.18890390,0.05927394,-0.05927393
-5.46573287,2.28317369,-2.28317320,0.01177613,-0.01177613,0.64380804,-0.64380788,0.61321812,-0.61321790,1.12167999,-1.12167988,0.05207035,-0.05207034,0.43609241,-0.43609230,0.17933979,-0.17933970,0.05853446,-0.05853445
-5.45972986,2.24721469,-2.24721424,0.01238641,-0.01238641,0.63164009,-0.63163995,0.59529401,-0.59529380,1.10787632,-1.10787622,0.05156801,-0.05156800,0.43237909,-0.43237897,0.17087793,-0.17087784,0.05788220,-0.05788219
-5.45372686,2.21591633,-2.21591593,0.01296845,-0.01296846,0.62096561,-0.62096549,0.57898628,-0.57898610,1.09565010,-1.09565001,0.05140046,-0.05140046,0.42909755,-0.42909743,0.16353463,-0.16353455,0.05729338,-0.05729337
-5.44772386,2.18963053,-2.18963019,0.01351091,-0.01351092,0.61200685,-0.61200676,0.56451968,-0.56451952,1.08529229,-1.08529223,0.05154169,-0.05154169,0.42621190,-0.42621179,0.15730788,-0.15730782,0.05674509,-0.05674508
-5.44172086,2.16860706,-2.16860679,0.01400298,-0.01400298,0.60494854,-0.60494848,0.55207182,-0.55207169,1.07705672,-1.07705670,0.05195972,-0.05195971,0.42367352,-0.42367340,0.15217833,-0.15217827,0.05621579,-0.05621578
-5.43571786,2.15297912,-2.15297893,0.01443464,-0.01443464,0.59992991,-0.59992988,0.54176734,-0.54176724,1.07114714,-1.07114715,0.05261722,-0.05261721,0.42142172,-0.42142161,0.14811050,-0.14811045,0.05568575,-0.05568574
-5.42971486,2.14275267,-2.14275257,0.01479697,-0.01479697,0.59703832,-0.59703832,0.53367397,-0.53367390,1.06770593,-1.06770599,0.05347227,-0.05347227,0.41938509,-0.41938498,0.14505436,-0.14505433,0.05513735,-0.05513734
-5.42371186,2.13779998,-2.13779997,0.01508235,-0.01508236,0.59630460,-0.59630464,0.52780059,-0.52780055,1.06680511,-1.06680521,0.05447921,-0.05447921,0.41748324,-0.41748314,0.14294714,-0.14294712,0.05455531,-0.05455530
-5.41770885,2.13785794,-2.13785802,0.01528469,-0.01528469,0.59770055,-0.59770062,0.52409738,-0.52409739,1.06843999,-1.06844013,0.05558962,-0.05558962,0.41562896,-0.41562887,0.14171526,-0.14171525,0.05392687,-0.05392686
-5.41170585,2.14253138,-2.14253154,0.01539951,-0.01539951,0.60113850,-0.60113860,0.52245810,-0.52245813,1.07252598,-1.07252616,0.05675336,-0.05675336,0.41373074,-0.41373066,0.14127638,-0.14127638,0.05324182,-0.05324181
-5.40570285,2.15130122,-2.15130146,0.01542412,-0.01542412,0.60647326,-0.60647340,0.52272420,-0.52272426,1.07889869,-1.07889891,0.05791973,-0.05791973,0.41169547,-0.41169540,0.14154142,-0.14154144,0.05249255,-0.05249254
-5.39969985,2.16353746,-2.16353778,0.01535761,-0.01535761,0.61350614,-0.61350631,0.52469088,-0.52469097,1.08731729,-1.08731755,0.05903866,-0.05903866,0.40943128,-0.40943120,0.14241660,-0.14241663,0.05167389,-0.05167388
-5.39369685,2.17851631,-2.17851669,0.01520086,-0.01520086,0.62199099,-0.62199118,0.52811454,-0.52811465,1.09747117,-1.09747146,0.06006191,-0.06006192,0.40685031,-0.40685024,0.14380530,-0.14380534,0.05078308,-0.05078307
-5.38769385,2.19544080,-2.19544123,0.01495649,-0.01495649,0.63164202,-0.63164222,0.53272155,-0.53272168,1.10898934,-1.10898965,0.06094429,-0.06094430,0.40387148,-0.40387142,0.14560985,-0.14560989,0.04981949,-0.04981948
-5.38169085,2.21346426,-2.21346472,0.01462871,-0.01462871,0.64214295,-0.64214316,0.53821780,-0.53821794,1.12145238,-1.12145271,0.06164475,-0.06164475,0.40042291,-0.40042286,0.14773313,-0.14773318,0.04878449,-0.04878448
-5.37568784,2.23171536,-2.23171584,0.01422321,-0.01422321,0.65315727,-0.65315749,0.54429875,-0.54429889,1.13440627,-1.13440661,0.06212744,-0.06212744,0.39644408,-0.39644403,0.15008008,-0.15008014,0.04768116,-0.04768115
-5.36968484,2.24932403,-2.24932451,0.01374694,-0.01374694,0.66433892,-0.66433913,0.55065952,-0.55065965,1.14737748,-1.14737782,0.06236257,-0.06236256,0.39188760,-0.39188755,0.15255896,-0.15255902,0.04651406,-0.04651405
-5.36368184,2.26544705,-2.26544752,0.01320791,-0.01320791,0.67534314,-0.67534334,0.55700470,-0.55700483,1.15988862,-1.15988895,0.06232716,-0.06232715,0.38672058,-0.38672053,0.15508255,-0.15508262,0.04528900,-0.04528899
-5.35767884,2.27929249,-2.27929293,0.01261495,-0.01261495,0.68583702,-0.68583720,0.56305746,-0.56305758,1.17147407,-1.17147437,0.06200553,-0.06200553,0.38092549,-0.38092545,0.15756928,-0.15756935,0.04401275,-0.04401274
-5.35167584,2.29014203,-2.29014242,0.01197744,-0.01197744,0.69550916,-0.69550933,0.56856762,-0.56856772,1.18169486,-1.18169513,0.06138960,-0.06138959,0.37450076,-0.37450071,0.15994420,-0.15994427,0.04269290,-0.04269289
-5.34567284,2.29737063,-2.29737096,0.01130512,-0.01130512,0.70407839,-0.70407853,0.57331851,-0.57331859,1.19015224,-1.19015248,0.06047895,-0.06047894,0.36746083,-0.36746078,0.16214008,-0.16214015,0.04133758,-0.04133757
