energy_ev,total_up,Bi_p_up,Bi_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.68784392,1.98953281,0.57434887,0.02152912,0.88208249,1.50888968,0.12603716,0.00000000
-5.68184092,1.93316072,0.55761961,0.02070524,0.84199455,1.47174566,0.11962344,0.00000000
-5.67583792,1.87471969,0.53999747,0.01986111,0.80003503,1.43350118,0.11287542,0.00000000
-5.66983492,1.81536756,0.52179151,0.01900773,0.75682672,1.39500103,0.10590157,0.00000000
-5.66383192,1.75625544,0.50331803,0.01815555,0.71299340,1.35708244,0.09881094,0.00000000
-5.65782891,1.69849660,0.48489269,0.01731423,0.66914245,1.32055243,0.09170990,0.00000000
-5.65182591,1.64313820,0.46682315,0.01649253,0.62584963,1.28616708,0.08469924,0.00000000
-5.64582291,1.59113632,0.44940232,0.01569813,0.58364644,1.25461297,0.07787176,0.00000000
-5.63981991,1.54333500,0.43290223,0.01493760,0.54301025,1.22649123,0.07131047,0.00000000
-5.63381691,1.50044953,0.41756871,0.01421632,0.50435734,1.20230457,0.06508730,0.00000000
-5.62781391,1.46305451,0.40361691,0.01353856,0.46803880,1.18244765,0.05926249,0.00000000
-5.62181091,1.43157668,0.39122768,0.01290745,0.43433916,1.16720090,0.05388446,0.00000000
-5.61580790,1.40629283,0.38054497,0.01232515,0.40347757,1.15672820,0.04899030,0.00000000
-5.60980490,1.38733267,0.37167428,0.01179292,0.37561122,1.15107821,0.04460669,0.00000000
-5.60380190,1.37468644,0.36468203,0.01131128,0.35084064,1.15018965,0.04075116,0.00000000
-5.59779890,1.36821701,0.35959612,0.01088019,0.32921641,1.15390008,0.03743377,0.00000000
-5.59179590,1.36767586,0.35640743,0.01049922,0.31074698,1.16195796,0.03465880,0.00000000
-5.58579290,1.37272236,0.35507226,0.01016774,0.29540704,1.17403766,0.03242664,0.00000000
-5.57978989,1.38294536,0.35551563,0.00988511,0.28314600,1.18975658,0.03073563,0.00000000
-5.57378689,1.39788633,0.35763527,0.00965085,0.27389617,1.20869381,0.02958370,0.00000000
-5.56778389,1.41706278,0.36130609,0.00946480,0.26758028,1.23040935,0.02896993,0.00000000
-5.56178089,1.43999087,0.36638500,0.00932722,0.26411782,1.25446314,0.02889562,0.00000000
-5.55577789,1.46620624,0.37271579,0.00923892,0.26343012,1.28043278,0.02936519,0.00000000
-5.54977489,1.49528171,0.38013380,0.00920125,0.26544373,1.30792911,0.03038650,0.00000000
-5.54377189,1.52684114,0.38847030,0.00921611,0.27009203,1.33660887,0.03197085,0.00000000
-5.53776888,1.56056860,0.39755625,0.00928591,0.27731500,1.36618361,0.03413245,0.00000000
-5.53176588,1.59621224,0.40722532,0.00941343,0.28705719,1.39642453,0.03688751,0.00000000
-5.52576288,1.63358282,0.41731613,0.00960162,0.29926391,1.42716280,0.04025290,0.00000000
-5.51975988,1.67254678,0.42767354,0.00985345,0.31387600,1.45828547,0.04424442,0.00000000
-5.51375688,1.71301435,0.43814910,0.01017160,0.33082339,1.48972717,0.04887488,0.00000000
-5.50775388,1.75492348,0.44860075,0.01055819,0.35001787,1.52145810,0.05415191,0.00000000
-5.50175088,1.79822043,0.45889182,0.01101451,0.37134554,1.55346905,0.06007578,0.00000000
-5.49574787,1.84283848,0.46888962,0.01154069,0.39465952,1.58575455,0.06663713,0.00000000
-5.48974487,1.88867597,0.47846385,0.01213545,0.41977335,1.61829506,0.07381499,0.00000000
-5.48374187,1.93557536,0.48748493,0.01279584,0.44645562,1.65103948,0.08157499,0.00000000
-5.47773887,1.98330470,0.49582280,0.01351709,0.47442647,1.68388933,0.08986805,0.00000000
-5.47173587,2.03154300,0.50334609,0.01429246,0.50335626,1.71668545,0.09862948,0.00000000
-5.46573287,2.07987060,0.50992212,0.01511322,0.53286676,1.74919850,0.10777878,0.00000000
-5.45972986,2.12776568,0.51541770,0.01596868,0.56253516,1.78112396,0.11722002,0.00000000
-5.45372686,2.17460739,0.51970095,0.01684636,0.59190093,1.81208212,0.12684303,0.00000000
-5.44772386,2.21968584,0.52264398,0.01773221,0.62047540,1.84162347,0.13652515,0.00000000
-5.44172086,2.26221885,0.52412650,0.01861093,0.64775394,1.86923926,0.14613381,0.00000000
-5.43571786,2.30137483,0.52404013,0.01946637,0.67323020,1.89437698,0.15552961,0.00000000
-5.42971486,2.33630086,0.52229320,0.02028200,0.69641206,1.91645996,0.16457002,0.00000000
-5.42371186,2.36615455,0.51881572,0.02104139,0.71683835,1.93491028,0.17311337,0.00000000
-5.41770885,2.39013837,0.51356437,0.02172880,0.73409592,1.94917373,0.18102310,0.00000000
-5.41170585,2.40753448,0.50652697,0.02232962,0.74783604,1.95874558,0.18817214,0.00000000
-5.40570285,2.41773833,0.49772630,0.02283093,0.75778942,1.96319571,0.19444708,0.00000000
-5.39969985,2.42028934,0.48722285,0.02322197,0.76377905,1.96219189,0.19975204,0.00000000
-5.39369685,2.41489686,0.47511634,0.02349447,0.76573023,1.95551975,0.20401210,0.00000000
-5.38769385,2.40146006,0.46154584,0.02364297,0.76367719,1.94309849,0.20717610,0.00000000
-5.38169085,2.38008060,0.44668825,0.02366504,0.75776590,1.92499131,0.20921856,0.00000000
-5.37568784,2.35106724,0.43075531,0.02356133,0.74825284,1.90140990,0.21014086,0.00000000
-5.36968484,2.31493208,0.41398910,0.02333556,0.73549956,1.87271277,0.20997142,0.00000000
-5.36368184,2.27237834,0.39665608,0.02299435,0.71996341,1.83939732,0.20876491,0.00000000
-5.35767884,2.22428028,0.37904011,0.02254702,0.70218441,1.80208579,0.20660058,0.00000000
-5.35167584,2.17165595,0.36143447,0.02200517,0.68276903,1.76150600,0.20357964,0.00000000
-5.34567284,2.11563390,0.34413339,0.02138234,0.66237123,1.71846734,0.19982198,0.00000000
-5.33966983,2.05741550,0.32742326,0.02069345,0.64167175,1.67383339,0.19546210,0.00000000
-5.33366683,1.99823430,0.31157406,0.01995436,0.62135604,1.62849223,0.19064470,0.00000000
-5.32766383,1.93931433,0.29683117,0.01918130,0.60209210,1.58332586,0.18551985,0.00000000
-5.32166083,1.88182913,0.28340803,0.01839040,0.58450864,1.53918007,0.18023809,0.00000000
-5.31565783,1.82686329,0.27147980,0.01759716,0.56917466,1.49683626,0.17494557,0.00000000
-5.30965483,1.77537823,0.26117849,0.01681607,0.55658096,1.45698629,0.16977946,0.00000000
-5.30365183,1.72818357,0.25258938,0.01606024,0.54712444,1.42021173,0.16486376,0.00000000
-5.29764882,1.68591537,0.24574929,0.01534112,0.54109551,1.38696826,0.16030568,0.00000000
-5.29164582,1.64902213,0.24064638,0.01466834,0.53866929,1.35757601,0.15619276,0.00000000
-5.28564282,1.61775903,0.23722169,0.01404963,0.53990073,1.33221624,0.15259077,0.00000000
-5.27963982,1.59219065,0.23537236,0.01349077,0.54472395,1.31093441,0.14954249,0.00000000
-5.27363682,1.57220187,0.23495619,0.01299576,0.55295576,1.29364950,0.14706737,0.00000000
-5.26763382,1.55751631,0.23579771,0.01256691,0.56430331,1.28016901,0.14516218,0.00000000
-5.26163082,1.54772154,0.23769512,0.01220514,0.57837570,1.27020888,0.14380247,0.00000000
-5.25562781,1.54229954,0.24042821,0.01191018,0.59469900,1.26341727,0.14294484,0.00000000
-5.24962481,1.54066116,0.24376677,0.01168097,0.61273450,1.25940097,0.14252997,0.00000000
-5.24362181,1.54218272,0.24747914,0.01151591,0.63189925,1.25775305,0.14248617,0.00000000
-5.23761881,1.54624306,0.25134080,0.01141319,0.65158846,1.25808040,0.14273342,0.00000000
-5.23161581,1.55225928,0.25514250,0.01137110,0.67119889,1.26002958,0.14318762,0.00000000
-5.22561281,1.55971943,0.25869766,0.01138825,0.69015234,1.26330987,0.14376498,0.00000000
-5.21960980,1.56821065,0.26184899,0.01146380,0.70791853,1.26771212,0.14438632,0.00000000
-5.21360680,1.57744139,0.26447374,0.01159757,0.72403634,1.27312265,0.14498106,0.00000000
-5.20760380,1.58725689,0.26648783,0.01179012,0.73813270,1.27953136,0.14549082,0.00000000
-5.20160080,1.59764705,0.26784841,0.01204275,0.74993839,1.28703383,0.14587245,0.00000000
-5.19559780,1.60874664,0.26855490,0.01235740,0.75929996,1.29582718,0.14610033,0.00000000
-5.18959480,1.62082781,0.26864862,0.01273653,0.76618743,1.30620019,0.14616790,0.00000000
-5.18359180,1.63428553,0.26821076,0.01318292,0.77069723,1.31851805,0.14608834,0.00000000
-5.17758879,1.64961658,0.26735918,0.01369938,0.77305025,1.33320268,0.14589436,0.00000000
-5.17158579,1.66739344,0.26624380,0.01428852,0.77358506,1.35070968,0.14563712,0.00000000
-5.16558279,1.68823424,0.26504101,0.01495240,0.77274628,1.37150311,0.14538429,0.00000000
-5.15957979,1.71277019,0.26394722,0.01569228,0.77106872,1.39602927,0.14521747,0.00000000
-5.15357679,1.74161226,0.26317173,0.01650824,0.76915753,1.42469094,0.14522877,0.00000000
-5.14757379,1.77531827,0.26292927,0.01739900,0.76766530,1.45782319,0.14551709,0.00000000
-5.14157079,1.81436216,0.26343227,0.01836167,0.76726677,1.49567192,0.14618381,0.00000000
-5.13556778,1.85910645,0.26488324,0.01939156,0.76863205,1.53837599,0.14732844,0.00000000
-5.12956478,1.90977910,0.26746745,0.02048215,0.77239940,1.58595380,0.14904410,0.00000000
-5.12356178,1.96645553,0.27134594,0.02162502,0.77914850,1.63829460,0.15141316,0.00000000
-5.11755878,2.02904642,0.27664930,0.02280994,0.78937520,1.69515502,0.15450319,0.00000000
-5.11155578,2.09729151,0.28347220,0.02402501,0.80346870,1.75616054,0.15836323,0.00000000
-5.10555278,2.17075954,0.29186876,0.02525686,0.82169207,1.82081182,0.16302074,0.00000000
-5.09954977,2.24885404,0.30184915,0.02649095,0.84416676,1.88849553,0.16847919,0.00000000
-5.09354677,2.33082457,0.31337717,0.02771194,0.87086189,1.95849880,0.17471638,0.00000000
-5.08754377,2.41578293,0.32636916,0.02890404,0.90158865,2.03002690,0.18168369,0.00000000
-5.08154077,2.50272337,0.34069415,0.03005143,0.93600023,2.10222310,0.18930618,0.00000000
-5.07553777,2.59054637,0.35617538,0.03113875,0.97359735,2.17419004,0.19748360,0.00000000
-5.06953477,2.67808469,0.37259311,0.03215146,1.01373927,2.24501167,0.20609228,0.00000000
-5.06353177,2.76413116,0.38968870,0.03307625,1.05566008,2.31377509,0.21498792,0.00000000
-5.05752876,2.84746717,0.40717006,0.03390147,1.09848968,2.37959154,0.22400908,0.00000000
-5.05152576,2.92689109,0.42471807,0.03461737,1.14127891,2.44161599,0.23298138,0.00000000
-5.04552276,3.00124585,0.44199420,0.03521635,1.18302790,2.49906477,0.24172224,0.00000000
-5.03951976,3.06944503,0.45864878,0.03569319,1.22271659,2.55123103,0.25004590,0.00000000
-5.03351676,3.13049692,0.47432996,0.03604509,1.25933654,2.59749770,0.25776881,0.00000000
-5.02751376,3.18352594,0.48869307,0.03627169,1.29192262,2.63734789,0.26471490,0.00000000
-5.02151076,3.22779121,0.50140990,0.03637503,1.31958356,2.67037272,0.27072077,0.00000000
-5.01550775,3.26270178,0.51217784,0.03635940,1.34153022,2.69627665,0.27564049,0.00000000
-5.00950475,3.28782844,0.52072847,0.03623115,1.35710032,2.71488045,0.27934990,0.00000000
-5.00350175,3.30291190,0.52683524,0.03599843,1.36577902,2.72612196,0.28175029,0.00000000
-4.99749875,3.30786728,0.53032002,0.03567093,1.36721428,2.73005487,0.28277117,0.00000000
-4.99149575,3.30278485,0.53105835,0.03525956,1.36122672,2.72684557,0.28237227,0.00000000
-4.98549275,3.28792709,0.52898302,0.03477612,1.34781344,2.71676842,0.28054450,0.00000000
-4.97948974,3.26372212,0.52408602,0.03423302,1.32714607,2.70019929,0.27730997,0.00000000
-4.97348674,3.23075364,0.51641866,0.03364291,1.29956291,2.67760766,0.27272107,0.00000000
-4.96748374,3.18974750,0.50609000,0.03301846,1.26555593,2.64954727,0.26685860,0.00000000
-4.96148074,3.14155518,0.49326355,0.03237203,1.22575308,2.61664526,0.25982913,0.00000000
-4.95547774,3.08713440,0.47815244,0.03171551,1.18089685,2.57958996,0.25176166,0.00000000
-4.94947474,3.02752730,0.46101327,0.03106005,1.13182004,2.53911724,0.24280365,0.00000000
-4.94347174,2.96383646,0.44213886,0.03041593,1.07941972,2.49599564,0.23311681,0.00000000
-4.93746873,2.89719935,0.42185026,0.02979241,1.02463052,2.45101032,0.22287246,0.00000000
-4.93146573,2.82876177,0.40048812,0.02919758,0.96839822,2.40494605,0.21224697,0.00000000
-4.92546273,2.75965094,0.37840406,0.02863834,0.91165455,2.35856967,0.20141724,0.00000000
-4.91945973,2.69094880,0.35595201,0.02812024,0.85529415,2.31261225,0.19055636,0.00000000
-4.91345673,2.62366649,0.33347994,0.02764751,0.80015426,2.26775160,0.17982972,0.00000000
-4.90745373,2.55872060,0.31132223,0.02722296,0.74699758,2.22459555,0.16939150,0.00000000
-4.90145073,2.49691212,0.28979283,0.02684803,0.69649887,2.18366678,0.15938174,0.00000000
-4.89544772,2.43890873,0.26917932,0.02652277,0.64923511,2.14538970,0.14992399,0.00000000
-4.88944472,2.38523109,0.24973807,0.02624586,0.60567951,2.11008005,0.14112357,0.00000000
-4.88344172,2.33624382,0.23169046,0.02601471,0.56619898,2.07793785,0.13306647,0.00000000
-4.87743872,2.29215149,0.21522020,0.02582553,0.53105493,2.04904407,0.12581885,0.00000000
-4.87143572,2.25299995,0.20047174,0.02567345,0.50040694,2.02336140,0.11942710,0.00000000
-4.86543272,2.21868296,0.18754970,0.02555269,0.47431893,2.00073939,0.11391841,0.00000000
-4.85942971,2.18895410,0.17651928,0.02545672,0.45276728,1.98092377,0.10930179,0.00000000
-4.85342671,2.16344356,0.16740749,0.02537848,0.43565053,1.96356994,0.10556952,0.00000000
-4.84742371,2.14167915,0.16020519,0.02531063,0.42280008,1.94826003,0.10269887,0.00000000
-4.84142071,2.12311090,0.15486978,0.02524579,0.41399155,1.93452319,0.10065399,0.00000000
-4.83541771,2.10713830,0.15132848,0.02517679,0.40895637,1.92185801,0.09938812,0.00000000
-4.82941471,2.09313901,0.14948205,0.02509696,0.40739318,1.90975661,0.09884568,0.00000000
-4.82341171,2.08049818,0.14920892,0.02500035,0.40897888,1.89772903,0.09896457,0.00000000
-4.81740870,2.06863695,0.15036957,0.02488196,0.41337898,1.88532723,0.09967825,0.00000000
-4.81140570,2.05703922,0.15281106,0.02473795,0.42025706,1.87216749,0.10091786,0.00000000
-4.80540270,2.04527558,0.15637173,0.02456579,0.42928329,1.85795037,0.10261416,0.00000000
-4.79939970,2.03302343,0.16088572,0.02436438,0.44014172,1.84247746,0.10469919,0.00000000
-4.79339670,2.02008267,0.16618741,0.02413409,0.45253641,1.82566409,0.10710790,0.00000000
-4.78739370,2.00638628,0.17211563,0.02387679,0.46619629,1.80754764,0.10977940,0.00000000
-4.78139070,1.99200547,0.17851740,0.02359581,0.48087872,1.78829103,0.11265803,0.00000000
-4.77538769,1.97714944,0.18525121,0.02329583,0.49637178,1.76818140,0.11569415,0.00000000
-4.76938469,1.96215962,0.19218968,0.02298277,0.51249534,1.74762397,0.11884475,0.00000000
-4.76338169,1.94749898,0.19922159,0.02266360,0.52910090,1.72713152,0.12207375,0.00000000
-4.75737869,1.93373674,0.20625304,0.02234615,0.54607042,1.70730989,0.12535209,0.00000000
-4.75137569,1.92152943,0.21320794,0.02203892,0.56331410,1.68884012,0.12865769,0.00000000
-4.74537269,1.91159885,0.22002768,0.02175082,0.58076750,1.67245814,0.13197514,0.00000000
-4.73936968,1.90470820,0.22667004,0.02149097,0.59838792,1.65893266,0.13529537,0.00000000
-4.73336668,1.90163717,0.23310748,0.02126849,0.61615046,1.64904234,0.13861510,0.00000000
-4.72736368,1.90315714,0.23932489,0.02109227,0.63404392,1.64355304,0.14193635,0.00000000
-4.72136068,1.91000739,0.24531699,0.02097084,0.65206680,1.64319605,0.14526585,0.00000000
-4.71535768,1.92287337,0.25108554,0.02091217,0.67022355,1.64864815,0.14861450,0.00000000
-4.70935468,1.94236779,0.25663653,0.02092356,0.68852147,1.66051425,0.15199684,0.00000000
-4.70335168,1.96901522,0.26197763,0.02101157,0.70696829,1.67931307,0.15543061,0.00000000
-4.69734867,2.00324067,0.26711599,0.02118192,0.72557063,1.70546645,0.15893637,0.00000000
-4.69134567,2.04536257,0.27205664,0.02143942,0.74433350,1.73929257,0.16253724,0.00000000
-4.68534267,2.09559016,0.27680155,0.02178802,0.76326069,1.78100303,0.16625861,0.00000000
-4.67933967,2.15402511,0.28134938,0.02223076,0.78235615,1.83070386,0.17012797,0.00000000
-4.67333667,2.22066719,0.28569608,0.02276978,0.80162616,1.88840010,0.17417474,0.00000000
-4.66733367,2.29542328,0.28983614,0.02340640,0.82108204,1.95400353,0.17843000,0.00000000
-4.66133067,2.37811897,0.29376440,0.02414110,0.84074317,2.02734285,0.18292617,0.00000000
-4.65532766,2.46851199,0.29747841,0.02497360,0.86064003,2.10817561,0.18769656,0.00000000
-4.64932466,2.56630622,0.30098090,0.02590290,0.88081679,2.19620108,0.19277472,0.00000000
-4.64332166,2.67116540,0.30428233,0.02692731,0.90133325,2.29107292,0.19819353,0.00000000
-4.63731866,2.78272532,0.30740317,0.02804450,0.92226566,2.39241093,0.20398405,0.00000000
-4.63131566,2.90060351,0.31037571,0.02925147,0.94370621,2.49981083,0.21017417,0.00000000
-4.62531266,3.02440546,0.31324513,0.03054461,0.96576096,2.61285122,0.21678687,0.00000000
-4.61930965,3.15372676,0.31606977,0.03191965,0.98854610,2.73109721,0.22383846,0.00000000
-4.61330665,3.28815063,0.31892033,0.03337163,1.01218247,2.85410003,0.23133649,0.00000000
-4.60730365,3.42724065,0.32187806,0.03489480,1.03678854,2.98139262,0.23927772,0.00000000
-4.60130065,3.57052895,0.32503196,0.03648260,1.06247193,3.11248111,0.24764613,0.00000000
-4.59529765,3.71750028,0.32847491,0.03812749,1.08932000,3.24683270,0.25641103,0.00000000
-4.58929465,3.86757298,0.33229914,0.03982086,1.11738966,3.38386050,0.26552554,0.00000000
-4.58329165,4.02007795,0.33659102,0.04155293,1.14669722,3.52290658,0.27492550,0.00000000
-4.57728864,4.17423720,0.34142561,0.04331259,1.17720853,3.66322422,0.28452883,0.00000000
-4.57128564,4.32914363,0.34686114,0.04508732,1.20883023,3.80396107,0.29423563,0.00000000
-4.56528264,4.48374400,0.35293378,0.04686312,1.24140249,3.94414471,0.30392899,0.00000000
-4.55927964,4.63682677,0.35965306,0.04862450,1.27469391,4.08267235,0.31347644,0.00000000
-4.55327664,4.78701667,0.36699810,0.05035453,1.30839894,4.21830616,0.32273232,0.00000000
-4.54727364,4.93277759,0.37491502,0.05203491,1.34213813,4.34967568,0.33154074,0.00000000
-4.54127064,5.07242467,0.38331567,0.05364625,1.37546164,4.47528839,0.33973923,0.00000000
-4.53526763,5.20414665,0.39207784,0.05516828,1.40785581,4.59354899,0.34716290,0.00000000
-4.52926463,5.32603831,0.40104690,0.05658030,1.43875302,4.70278784,0.35364899,0.00000000
-4.52326163,5.43614274,0.41003909,0.05786164,1.46754435,4.80129788,0.35904161,0.00000000
-4.51725863,5.53250226,0.41884613,0.05899220,1.49359502,4.88737927,0.36319651,0.00000000
-4.51125563,5.61321622,0.42724109,0.05995305,1.51626169,4.95939019,0.36598563,0.00000000
-4.50525263,5.67650352,0.43498536,0.06072710,1.53491147,5.01580175,0.36730135,0.00000000
-4.49924962,5.72076695,0.44183626,0.06129974,1.54894153,5.05525450,0.36706013,0.00000000
-4.49324662,5.74465647,0.44755522,0.06165944,1.55779888,5.07661383,0.36520545,0.00000000
-4.48724362,5.74712795,0.45191593,0.06179831,1.56099922,5.07902135,0.36171001,0.00000000
-4.48124062,5.72749445,0.45471231,0.06171257,1.55814440,5.06193924,0.35657687,0.00000000
-4.47523762,5.68546684,0.45576586,0.06140288,1.54893745,5.02518510,0.34983978,0.00000000
-4.46923462,5.62118136,0.45493211,0.06087447,1.53319475,4.96895480,0.34156245,0.00000000
-4.46323162,5.53521209,0.45210586,0.06013717,1.51085464,4.89383163,0.33183689,0.00000000
-4.45722861,5.42856711,0.44722506,0.05920521,1.48198217,4.80078084,0.32078096,0.00000000
-4.45122561,5.30266803,0.44027315,0.05809684,1.44676973,4.69112905,0.30853507,0.00000000
-4.44522261,5.15931324,0.43127969,0.05683375,1.40553348,4.56652916,0.29525831,0.00000000
-4.43921961,5.00062640,0.42031945,0.05544038,1.35870569,4.42891210,0.28112414,0.00000000
-4.43321661,4.82899225,0.40750988,0.05394307,1.30682335,4.28042741,0.26631575,0.00000000
-4.42721361,4.64698267,0.39300714,0.05236914,1.25051352,4.12337541,0.25102127,0.00000000
-4.42121061,4.45727638,0.37700095,0.05074593,1.19047589,3.96013405,0.23542909,0.00000000
-4.41520760,4.26257598,0.35970835,0.04909981,1.12746349,3.79308403,0.21972336,0.00000000
-4.40920460,4.06552638,0.34136693,0.04745530,1.06226216,3.62453568,0.20407984,0.00000000
-4.40320160,3.86863826,0.32222749,0.04583423,0.99566970,3.45666103,0.18866230,0.00000000
-4.39719860,3.67422000,0.30254676,0.04425511,0.92847544,3.29143432,0.17361938,0.00000000
-4.39119560,3.48432131,0.28258024,0.04273259,0.86144118,3.13058353,0.15908228,0.00000000
-4.38519260,3.30069051,0.26257567,0.04127721,0.79528389,2.97555491,0.14516301,0.00000000
-4.37918959,3.12474727,0.24276706,0.03989524,0.73066111,2.82749198,0.13195344,0.00000000
-4.37318659,2.95757133,0.22336986,0.03858884,0.66815916,2.68722922,0.11952501,0.00000000
-4.36718359,2.79990714,0.20457702,0.03735637,0.60828462,2.55530039,0.10792918,0.00000000
-4.36118059,2.65218322,0.18655628,0.03619284,0.55145925,2.43196029,0.09719835,0.00000000
-4.35517759,2.51454482,0.16944868,0.03509058,0.49801811,2.31721824,0.08734749,0.00000000
-4.34917459,2.38689718,0.15336806,0.03403994,0.44821095,2.21088105,0.07837598,0.00000000
-4.34317159,2.26895692,0.13840175,0.03303013,0.40220644,2.11260271,0.07027000,0.00000000
-4.33716858,2.16030826,0.12461212,0.03204999,0.36009883,2.02193800,0.06300493,0.00000000
-4.33116558,2.06046107,0.11203892,0.03108883,0.32191663,1.93839688,0.05654803,0.00000000
-4.32516258,1.96890747,0.10070217,0.03013712,0.28763282,1.86149703,0.05086102,0.00000000
-4.31915958,1.88517444,0.09060554,0.02918716,0.25717589,1.79081154,0.04590264,0.00000000
-4.31315658,1.80886963,0.08173986,0.02823353,0.23044144,1.72600995,0.04163102,0.00000000
-4.30715358,1.73971870,0.07408675,0.02727349,0.20730359,1.66689052,0.03800582,0.00000000
