energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.38769385,5.54153084,0.03002019,0.69162382,1.15392504,0.43161301,2.78510123,0.00000000,2.68555354,0.96029532
-5.38169085,5.45225034,0.02984689,0.66314712,1.13807196,0.43196671,2.76137661,0.00000000,2.60990954,0.92980828
-5.37568784,5.35054454,0.02956359,0.63412794,1.11898001,0.43061387,2.72997102,0.00000000,2.52620844,0.89992893
-5.36968484,5.23744516,0.02917083,0.60491234,1.09684674,0.42759655,2.69114567,0.00000000,2.43572262,0.87086101
-5.36368184,5.11406613,0.02867031,0.57584211,1.07188897,0.42298505,2.64522182,0.00000000,2.33981453,0.84277425
-5.35767884,4.98162387,0.02806506,0.54725620,1.04434410,0.41687853,2.59259082,0.00000000,2.23991893,0.81581913
-5.35167584,4.84145941,0.02735949,0.51949304,1.01447172,0.40940514,2.53372434,0.00000000,2.13752514,0.79014332
-5.34567284,4.69505992,0.02655944,0.49289329,0.98255521,0.40072160,2.46918358,0.00000000,2.03415948,0.76590880
-5.33966983,4.54407766,0.02567223,0.46780293,0.94890290,0.39101213,2.39962663,0.00000000,1.93136785,0.74330858
-5.33366683,4.39034392,0.02470657,0.44457618,0.91384855,0.38048657,2.32581279,0.00000000,1.83069852,0.72258222
-5.32766383,4.23587591,0.02367249,0.42357802,0.87775076,0.36937786,2.24860312,0.00000000,1.73368504,0.70402908
-5.32166083,4.08287507,0.02258124,0.40518603,0.84099108,0.35793869,2.16895644,0.00000000,1.64182908,0.68801847
-5.31565783,3.93371529,0.02144505,0.38979103,0.80397073,0.34643736,2.08792050,0.00000000,1.55658312,0.67499612
-5.30965483,3.79092021,0.02027691,0.37779655,0.76710576,0.33515299,2.00661787,0.00000000,1.47933281,0.66548628
-5.30365183,3.65712942,0.01909038,0.36961655,0.73082068,0.32437006,1.92622702,0.00000000,1.41137891,0.66008900
-5.29764882,3.53505354,0.01789926,0.36567142,0.69554081,0.31437243,1.84795863,0.00000000,1.35391860,0.65947258
-5.29164582,3.42741914,0.01671730,0.36638198,0.66168334,0.30543698,1.77302817,0.00000000,1.30802638,0.66436082
-5.28564282,3.33690467,0.01555798,0.37216144,0.62964765,0.29782704,1.70262536,0.00000000,1.27463446,0.67551541
-5.27963982,3.26606923,0.01443418,0.38340528,0.59980510,0.29178577,1.63788188,0.00000000,1.25451297,0.69371363
-5.27363682,3.21727628,0.01335798,0.40047923,0.57248879,0.28752974,1.57983843,0.00000000,1.24825029,0.71972195
-5.26763382,3.19261491,0.01234043,0.42370547,0.54798372,0.28524286,1.52941267,0.00000000,1.25623401,0.75426602
-5.26163082,3.19382146,0.01139134,0.45334735,0.52651773,0.28507099,1.48736923,0.00000000,1.27863321,0.79799811
-5.25562781,3.22220435,0.01051922,0.48959318,0.50825386,0.28711721,1.45429328,0.00000000,1.31538263,0.85146283
-5.24962481,3.27857537,0.00973113,0.53253954,0.49328430,0.29143828,1.43056882,0.00000000,1.36616983,0.91506241
-5.24362181,3.36319025,0.00903263,0.58217479,0.48162633,0.29804210,1.41636271,0.00000000,1.43042598,0.98902284
-5.23761881,3.47570154,0.00842782,0.63836367,0.47322061,0.30688661,1.41161532,0.00000000,1.50732141,1.07336218
-5.23161581,3.61512631,0.00791936,0.70083360,0.46793183,0.31787999,1.41603838,0.00000000,1.59576667,1.16786277
-5.22561281,3.77983102,0.00750849,0.76916379,0.46555187,0.33088241,1.42912027,0.00000000,1.69441985,1.27204861
-5.21960980,3.96753531,0.00719523,0.84277785,0.46580540,0.34570915,1.45013882,0.00000000,1.80170095,1.38516945
-5.21360680,4.17533593,0.00697838,0.92094080,0.46835784,0.36213517,1.47818118,0.00000000,1.91581341,1.50619302
-5.20760380,4.39975122,0.00685576,1.00276119,0.47282532,0.37990091,1.51217033,0.00000000,2.03477315,1.63380640
-5.20160080,4.63678613,0.00682431,1.08719879,0.47878645,0.39871923,1.55089709,0.00000000,2.15644476,1.76642744
-5.19559780,4.88201651,0.00688022,1.17307826,0.48579543,0.41828316,1.59305680,0.00000000,2.27858434,1.90222678
-5.18959480,5.13069095,0.00701910,1.25910882,0.49339607,0.43827432,1.63728910,0.00000000,2.39888808,2.03916046
-5.18359180,5.37784746,0.00723611,1.34390978,0.50113624,0.45837154,1.68221954,0.00000000,2.51504527,2.17501271
-5.17758879,5.61844143,0.00752605,1.42604131,0.50858214,0.47825956,1.72650134,0.00000000,2.62479424,2.30744812
-5.17158579,5.84748102,0.00788349,1.50403960,0.51533211,0.49763726,1.76885590,0.00000000,2.72597940,2.43407156
-5.16558279,6.06016514,0.00830279,1.57645547,0.52102921,0.51622525,1.80811046,0.00000000,2.81660728,2.55249411
-5.15957979,6.25201914,0.00877823,1.64189480,0.52537232,0.53377251,1.84323159,0.00000000,2.89489970,2.66040266
-5.15357679,6.41902332,0.00930397,1.69905948,0.52812529,0.55006180,1.87335341,0.00000000,2.95934180,2.75563040
-5.14757379,6.55772900,0.00987408,1.74678698,0.52912389,0.56491370,1.89779937,0.00000000,3.00872308,2.83622554
-5.14157079,6.66535793,0.01048254,1.78408700,0.52828018,0.57818910,1.91609718,0.00000000,3.04216974,2.90051520
-5.13556778,6.73988083,0.01112321,1.81017352,0.52558436,0.58979026,1.92798633,0.00000000,3.05916695,2.94716178
-5.12956478,6.78007195,0.01178982,1.82449072,0.52110392,0.59966032,1.93341820,0.00000000,3.05956998,2.97520911
-5.12356178,6.78553751,0.01247592,1.82673166,0.51498012,0.60778150,1.93254899,0.00000000,3.04360386,2.98411646
-5.11755878,6.75671700,0.01317486,1.81684869,0.50742211,0.61417217,1.92572604,0.00000000,3.01185130,2.97377852
-5.11155578,6.69485729,0.01387981,1.79505525,0.49869870,0.61888297,1.91346827,0.00000000,2.96522958,2.94453054
-5.10555278,6.60196096,0.01458379,1.76181872,0.48912824,0.62199239,1.89644176,0.00000000,2.90495736,2.89713830
-5.09954977,6.48071124,0.01527969,1.71784483,0.47906691,0.62360194,1.87543153,0.00000000,2.83251264,2.83277323
-5.09354677,6.33437681,0.01596034,1.66405435,0.46889581,0.62383135,1.85131090,0.00000000,2.74958386,2.75297395
-5.08754377,6.16670060,0.01661869,1.60155297,0.45900734,0.62281398,1.82500946,0.00000000,2.65801594,2.65959581
-5.08154077,5.98177734,0.01724792,1.53159589,0.44979130,0.62069263,1.79748099,0.00000000,2.55975370,2.55475070
-5.07553777,5.78392472,0.01784164,1.45554877,0.44162116,0.61761596,1.76967239,0.00000000,2.45678452,2.44073993
-5.06953477,5.57755325,0.01839408,1.37484649,0.43484094,0.61373553,1.74249454,0.00000000,2.35108272,2.31998286
-5.06353177,5.36703952,0.01890037,1.29095179,0.42975317,0.60920353,1.71679599,0.00000000,2.24455745,2.19494432
-5.05752876,5.15660728,0.01935674,1.20531517,0.42660823,0.60417105,1.69333999,0.00000000,2.13900576,2.06806381
-5.05152576,4.95022009,0.01976075,1.11933766,0.42559547,0.59878685,1.67278535,0.00000000,2.03607240,1.94168888
-5.04552276,4.75148847,0.02011153,1.03433776,0.42683631,0.59319639,1.65567128,0.00000000,1.93721724,1.81801532
-5.03951976,4.56359379,0.02040995,0.95152348,0.43037964,0.58754098,1.64240653,0.00000000,1.84369088,1.69903569
-5.03351676,4.38923020,0.02065872,0.87197010,0.43619952,0.58195688,1.63326244,0.00000000,1.75651885,1.58649780
-5.02751376,4.23056514,0.02086249,0.79660417,0.44419534,0.57657413,1.62837006,0.00000000,1.67649411,1.48187382
-5.02151076,4.08921805,0.02102782,0.72619351,0.45419443,0.57151506,1.62772100,0.00000000,1.60417741,1.38634034
-5.01550775,3.96625674,0.02116312,0.66134322,0.46595695,0.56689241,1.63117171,0.00000000,1.53990479,1.30076923
-5.00950475,3.86220954,0.02127844,0.60249697,0.47918294,0.56280705,1.63845103,0.00000000,1.48380130,1.22572858
-5.00350175,3.77709199,0.02138522,0.54994302,0.49352142,0.55934544,1.64917064,0.00000000,1.43579975,1.16149283
-4.99749875,3.71044552,0.02149600,0.50382412,0.50858097,0.55657697,1.66283822,0.00000000,1.39566336,1.10806082
-4.99149575,3.66138641,0.02162394,0.46415027,0.52394172,0.55455137,1.67887298,0.00000000,1.36301118,1.06518030
-4.98549275,3.62866244,0.02178241,0.43081371,0.53916816,0.55329649,1.69662335,0.00000000,1.33734494,1.03237746
-4.97948974,3.61071545,0.02198443,0.40360490,0.55382252,0.55281667,1.71538651,0.00000000,1.31807644,1.00899001
-4.97348674,3.60574743,0.02224217,0.38222907,0.56747805,0.55309204,1.73442943,0.00000000,1.30455441,0.99420223
-4.96748374,3.61178846,0.02256640,0.36632242,0.57973201,0.55407880,1.75301108,0.00000000,1.29609004,0.98708083
-4.96148074,3.62676475,0.02296599,0.35546757,0.59021782,0.55571086,1.77040536,0.00000000,1.29198046,0.98661040
-4.95547774,3.64856502,0.02344740,0.34920773,0.59861597,0.55790272,1.78592426,0.00000000,1.29152975,0.99172742
-4.94947474,3.67510411,0.02401430,0.34705954,0.60466343,0.56055370,1.79894066,0.00000000,1.29406710,1.00135208
-4.94347174,3.70438230,0.02466725,0.34852423,0.60816127,0.56355334,1.80891018,0.00000000,1.29896184,1.01441730
-4.93746873,3.73453943,0.02540346,0.35309729,0.60898023,0.56678777,1.81539144,0.00000000,1.30563541,1.02989446
-4.93146573,3.76390276,0.02621669,0.36027653,0.60706417,0.57014681,1.81806406,0.00000000,1.31357031,1.04681563
-4.92546273,3.79102787,0.02709729,0.36956895,0.60243140,0.57353135,1.81674363,0.00000000,1.32231611,1.06429209
-4.91945973,3.81473186,0.02803235,0.38049635,0.59517383,0.57686070,1.81139323,0.00000000,1.33149290,1.08152913
-4.91345673,3.83411839,0.02900595,0.39260008,0.58545408,0.58007941,1.80213090,0.00000000,1.34079243,1.09783723
-4.90745373,3.84859421,0.02999960,0.40544512,0.57350072,0.58316319,1.78923253,0.00000000,1.34997731,1.11263968
-4.90145073,3.85787705,0.03099273,0.41862353,0.55960190,0.58612357,1.77313010,0.00000000,1.35887854,1.12547691
-4.89544772,3.86199483,0.03196330,0.43175772,0.54409755,0.58901095,1.75440494,0.00000000,1.36739186,1.13600772
-4.88944472,3.86127623,0.03288849,0.44450331,0.52737045,0.59191581,1.73377619,0.00000000,1.37547307,1.14400759
-4.88344172,3.85633316,0.03374543,0.45655191,0.50983644,0.59496795,1.71208456,0.00000000,1.38313262,1.14936447
-4.87743872,3.84803535,0.03451191,0.46763360,0.49193412,0.59833374,1.69027171,0.00000000,1.39042968,1.15207216
-4.87143572,3.83747774,0.03516715,0.47751927,0.47411412,0.60221133,1.66935582,0.00000000,1.39746572,1.15222169
-4.86543272,3.82594138,0.03569245,0.48602248,0.45682842,0.60682408,1.65040388,0.00000000,1.40437773,1.14999081
-4.85942971,3.81484867,0.03607187,0.49300088,0.44051973,0.61241238,1.63450141,0.00000000,1.41133092,1.14563196
-4.85342671,3.80571378,0.03629270,0.49835705,0.42561122,0.61922411,1.62272031,0.00000000,1.41851104,1.13945898
-4.84742371,3.80008935,0.03634590,0.50203844,0.41249671,0.62750412,1.61608586,0.00000000,1.42611601,1.13183275
-4.84142071,3.79951069,0.03622638,0.50403653,0.40153154,0.63748318,1.61554340,0.00000000,1.43434698,1.12314613
-4.83541771,3.80543850,0.03593312,0.50438483,0.39302414,0.64936660,1.62192594,0.00000000,1.44339872,1.11380843
-4.82941471,3.81920178,0.03546917,0.50315601,0.38722854,0.66332309,1.63592322,0.00000000,1.45344930,1.10422986
-4.82341171,3.84194218,0.03484148,0.50045781,0.38433783,0.67947428,1.65805340,0.00000000,1.46464933,1.09480614
-4.81740870,3.87456154,0.03406060,0.49642808,0.38447883,0.69788507,1.68863803,0.00000000,1.47711096,1.08590385
-4.81140570,3.91767419,0.03314027,0.49122899,0.38770798,0.71855540,1.72778116,0.00000000,1.49089689,1.07784674
-4.80540270,3.97156596,0.03209691,0.48504052,0.39400864,0.74141368,1.77535355,0.00000000,1.50601000,1.07090358
-4.79939970,4.03616130,0.03094897,0.47805372,0.40328995,0.76631215,1.83098246,0.00000000,1.52238414,1.06527785
-4.79339670,4.11100060,0.02971633,0.47046369,0.41538735,0.79302447,1.89404781,0.00000000,1.53987657,1.06109977
-4.78739370,4.19522888,0.02841961,0.46246297,0.43006490,0.82124575,1.96368523,0.00000000,1.55826291,1.05842095
-4.78139070,4.28759730,0.02707950,0.45423531,0.44701933,0.85059511,2.03879637,0.00000000,1.57723509,1.05721193
-4.77538769,4.38647840,0.02571609,0.44595034,0.46588616,0.88062097,2.11806652,0.00000000,1.59640279,1.05736299
-4.76938469,4.48989545,0.02434839,0.43775930,0.48624742,0.91080890,2.19998975,0.00000000,1.61529902,1.05868806
-4.76338169,4.59556591,0.02299373,0.42979204,0.50764128,0.94059212,2.28290101,0.00000000,1.63338980,1.06093198
-4.75737869,4.70095831,0.02166741,0.42215540,0.52957305,0.96936435,2.36501478,0.00000000,1.65008809,1.06378068
-4.75137569,4.80336115,0.02038244,0.41493305,0.55152764,0.99649473,2.44446932,0.00000000,1.66477180,1.06687419
-4.74537269,4.89996207,0.01914926,0.40818675,0.57298276,1.02134446,2.51937531,0.00000000,1.67680521,1.06982189
-4.73936968,4.98793451,0.01797580,0.40195893,0.59342273,1.04328466,2.58786744,0.00000000,1.68556325,1.07221945
-4.73336668,5.06452894,0.01686739,0.39627634,0.61235240,1.06171485,2.64815742,0.00000000,1.69045757,1.07366688
-4.72736368,5.12716523,0.01582701,0.39115465,0.62931050,1.07608140,2.69858627,0.00000000,1.69096331,1.07378685
-4.72136068,5.17352244,0.01485544,0.38660356,0.64388215,1.08589530,2.73767423,0.00000000,1.68664544,1.07224248
-4.71535768,5.20162229,0.01395156,0.38263229,0.65570995,1.09074854,2.76416626,0.00000000,1.67718317,1.06875403
-4.70935468,5.20990292,0.01311272,0.37925496,0.66450311,1.09032838,2.77707122,0.00000000,1.66239143,1.06311344
-4.70335168,5.19727948,0.01233508,0.37649561,0.67004452,1.08442901,2.77569330,0.00000000,1.64223810,1.05519639
-4.69734867,5.16318903,0.01161398,0.37439270,0.67219515,1.07295991,2.75965409,0.00000000,1.61685611,1.04497119
-4.69134567,5.10761778,0.01094436,0.37300255,0.67089598,1.05595073,2.72890470,0.00000000,1.58654967,1.03250401
-4.68534267,5.03110924,0.01032107,0.37240182,0.66616710,1.03355232,2.68372709,0.00000000,1.55179410,1.01796051
-4.67933967,4.93475326,0.00973919,0.37268876,0.65810434,1.00603379,2.62472473,0.00000000,1.51322914,1.00160347
-4.67333667,4.82015612,0.00919432,0.37398302,0.64687345,0.97377596,2.55280313,0.00000000,1.47164589,0.98378671
-4.66733367,4.68939345,0.00868277,0.37642426,0.63270228,0.93726120,2.46914087,0.00000000,1.42796771,0.96494555
-4.66133067,4.54494780,0.00820171,0.38016927,0.61587130,0.89706030,2.37515282,0.00000000,1.38322585,0.94558397
-4.65532766,4.38963383,0.00774931,0.38538795,0.59670294,0.85381688,2.27244685,0.00000000,1.33853065,0.92625935
-4.64932466,4.22651427,0.00732473,0.39225801,0.57555033,0.80823006,2.16277630,0.00000000,1.29503939,0.90756495
-4.64332166,4.05881028,0.00692815,0.40095876,0.55278580,0.76103604,2.04798989,0.00000000,1.25392201,0.89011106
