energy_ev,total_up,Hg_p_up,Hg_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.69384692,0.97196066,0.42004915,0.11726537,0.31561998,0.17005179,0.02976888,0.10279414,0.33996814,0.00000000
-5.68784392,0.94086006,0.38937865,0.11534130,0.30184232,0.17266215,0.03014510,0.09434246,0.32183184,0.00000000
-5.68184092,0.90934037,0.35888654,0.11338820,0.28807133,0.17495247,0.03051151,0.08596811,0.30377067,0.00000000
-5.67583792,0.87758410,0.32895678,0.11137874,0.27440960,0.17684008,0.03084168,0.07777939,0.28596516,0.00000000
-5.66983492,0.84572260,0.29992269,0.10928288,0.26093787,0.17824641,0.03111004,0.06987094,0.26856723,0.00000000
-5.66383192,0.81384238,0.27206300,0.10706965,0.24771585,0.17910108,0.03129273,0.06232247,0.25170005,0.00000000
-5.65782891,0.78199420,0.24560034,0.10470891,0.23478394,0.17934591,0.03136839,0.05519813,0.23545922,0.00000000
-5.65182591,0.75020389,0.22070186,0.10217315,0.22216586,0.17893887,0.03131885,0.04854652,0.21991521,0.00000000
-5.64582291,0.71848429,0.19748175,0.09943927,0.20987177,0.17785756,0.03112969,0.04240123,0.20511661,0.00000000
-5.63981991,0.68684741,0.17600537,0.09648997,0.19790178,0.17610220,0.03079066,0.03678176,0.19109413,0.00000000
-5.63381691,0.65531602,0.15629454,0.09331510,0.18624945,0.17369791,0.03029598,0.03169491,0.17786490,0.00000000
-5.62781391,0.62393395,0.13833360,0.08991245,0.17490521,0.17069624,0.02964441,0.02713631,0.16543680,0.00000000
-5.62181091,0.59277451,0.12207596,0.08628831,0.16385934,0.16717571,0.02883922,0.02309223,0.15381271,0.00000000
-5.61580790,0.56194663,0.10745063,0.08245753,0.15310451,0.16324159,0.02788790,0.01954138,0.14299419,0.00000000
-5.60980490,0.53159830,0.09436865,0.07844324,0.14263764,0.15902457,0.02680187,0.01645667,0.13298472,0.00000000
-5.60380190,0.50191743,0.08272891,0.07427614,0.13246111,0.15467871,0.02559588,0.01380698,0.12379216,0.00000000
-5.59779890,0.47313006,0.07242348,0.06999351,0.12258332,0.15037845,0.02428749,0.01155869,0.11543042,0.00000000
-5.59179590,0.44549610,0.06334205,0.06563792,0.11301863,0.14631500,0.02289634,0.00967708,0.10792037,0.00000000
-5.58579290,0.41930306,0.05537568,0.06125580,0.10378674,0.14269204,0.02144344,0.00812751,0.10128999,0.00000000
-5.57978989,0.39485810,0.04841960,0.05689584,0.09491164,0.13972102,0.01995049,0.00687635,0.09557379,0.00000000
-5.57378689,0.37247896,0.04237534,0.05260744,0.08642033,0.13761615,0.01843916,0.00589171,0.09081159,0.00000000
-5.56778389,0.35248412,0.03715212,0.04843915,0.07834132,0.13658915,0.01693042,0.00514399,0.08704694,0.00000000
-5.56178089,0.33518289,0.03266756,0.04443730,0.07070313,0.13684410,0.01544404,0.00460613,0.08432502,0.00000000
-5.55577789,0.32086577,0.02884803,0.04064477,0.06353294,0.13857230,0.01399807,0.00425382,0.08269044,0.00000000
-5.54977489,0.30979554,0.02562846,0.03710002,0.05685539,0.14194746,0.01260851,0.00406548,0.08218492,0.00000000
-5.54377189,0.30219943,0.02295195,0.03383641,0.05069169,0.14712129,0.01128907,0.00402213,0.08284501,0.00000000
-5.53776888,0.29826267,0.02076922,0.03088172,0.04505914,0.15421957,0.01005100,0.00410726,0.08470000,0.00000000
-5.53176588,0.29812371,0.01903793,0.02825807,0.03997093,0.16333892,0.00890314,0.00430650,0.08777011,0.00000000
-5.52576288,0.30187117,0.01772202,0.02598198,0.03543647,0.17454429,0.00785193,0.00460744,0.09206511,0.00000000
-5.51975988,0.30954271,0.01679105,0.02406482,0.03146201,0.18786726,0.00690166,0.00499929,0.09758335,0.00000000
-5.51375688,0.32112577,0.01621969,0.02251333,0.02805167,0.20330530,0.00605464,0.00547262,0.10431133,0.00000000
-5.50775388,0.33656026,0.01598732,0.02133044,0.02520882,0.22082197,0.00531159,0.00601920,0.11222394,0.00000000
-5.50175088,0.35574302,0.01607769,0.02051617,0.02293768,0.24034819,0.00467188,0.00663175,0.12128517,0.00000000
-5.49574787,0.37853405,0.01647878,0.02006867,0.02124519,0.26178439,0.00413399,0.00730388,0.13144953,0.00000000
-5.48974487,0.40476418,0.01718275,0.01998524,0.02014305,0.28500377,0.00369585,0.00802995,0.14266396,0.00000000
-5.48374187,0.43424401,0.01818602,0.02026349,0.01964982,0.30985633,0.00335517,0.00880517,0.15487035,0.00000000
-5.47773887,0.46677394,0.01948936,0.02090235,0.01979307,0.33617379,0.00310982,0.00962553,0.16800843,0.00000000
-5.47173587,0.50215468,0.02109808,0.02190313,0.02061153,0.36377501,0.00295816,0.01048797,0.18201898,0.00000000
-5.46573287,0.54019812,0.02302219,0.02327036,0.02215702,0.39247195,0.00289925,0.01139048,0.19684733,0.00000000
-5.45972986,0.58073802,0.02527657,0.02501265,0.02449634,0.42207573,0.00293311,0.01233224,0.21244676,0.00000000
-5.45372686,0.62363994,0.02788106,0.02714327,0.02771271,0.45240267,0.00306088,0.01331376,0.22878191,0.00000000
-5.44772386,0.66881016,0.03086038,0.02968057,0.03190693,0.48328003,0.00328492,0.01433704,0.24583172,0.00000000
-5.44172086,0.71620296,0.03424406,0.03264822,0.03719803,0.51455107,0.00360885,0.01540564,0.26359203,0.00000000
-5.43571786,0.76582572,0.03806605,0.03607514,0.04372327,0.54607940,0.00403753,0.01652477,0.28207732,0.00000000
-5.42971486,0.81774173,0.04236427,0.03999520,0.05163750,0.57775217,0.00457693,0.01770130,0.30132175,0.00000000
-5.42371186,0.87206994,0.04717984,0.04444659,0.06111164,0.60948205,0.00523405,0.01894364,0.32137911,0.00000000
-5.41770885,0.92898178,0.05255623,0.04947098,0.07233021,0.64120789,0.00601660,0.02026166,0.34232172,0.00000000
-5.41170585,0.98869461,0.05853804,0.05511220,0.08548791,0.67289388,0.00693275,0.02166642,0.36423811,0.00000000
-5.40570285,1.05146193,0.06516973,0.06141482,0.10078499,0.70452731,0.00799080,0.02316990,0.38722962,0.00000000
-5.39969985,1.11756032,0.07249409,0.06842222,0.11842165,0.73611500,0.00919872,0.02478458,0.41140571,0.00000000
-5.39369685,1.18727356,0.08055053,0.07617460,0.13859127,0.76767846,0.01056375,0.02652307,0.43687826,0.00000000
-5.38769385,1.26087406,0.08937333,0.08470660,0.16147259,0.79924798,0.01209192,0.02839754,0.46375499,0.00000000
-5.38169085,1.33860237,0.09898982,0.09404488,0.18722112,0.83085593,0.01378752,0.03041924,0.49213204,0.00000000
-5.37568784,1.42064542,0.10941849,0.10420550,0.21595984,0.86252957,0.01565267,0.03259800,0.52208609,0.00000000
-5.36968484,1.50711410,0.12066720,0.11519140,0.24776957,0.89428355,0.01768680,0.03494160,0.55366624,0.00000000
-5.36368184,1.59802135,0.13273156,0.12698994,0.28267926,0.92611257,0.01988627,0.03745539,0.58688603,0.00000000
-5.35767884,1.69326162,0.14559336,0.13957063,0.32065683,0.95798448,0.02224401,0.04014174,0.62171580,0.00000000
-5.35167584,1.79259262,0.15921942,0.15288330,0.36160079,0.98983407,0.02474924,0.04299971,0.65807589,0.00000000
-5.34567284,1.89562055,0.17356056,0.16685661,0.40533327,1.02155803,0.02738733,0.04602472,0.69583098,0.00000000
-5.33966983,2.00178964,0.18855110,0.18139726,0.45159494,1.05301119,0.03013980,0.04920835,0.73478586,0.00000000
-5.33366683,2.11037692,0.20410863,0.19638984,0.50004230,1.08400439,0.03298439,0.05253824,0.77468302,0.00000000
-5.32766383,2.22049297,0.22013427,0.21169747,0.55024766,1.11430419,0.03589539,0.05599808,0.81520224,0.00000000
-5.32166083,2.33108902,0.23651338,0.22716327,0.60170229,1.14363441,0.03884406,0.05956771,0.85596250,0.00000000
-5.31565783,2.44097088,0.25311669,0.24261272,0.65382278,1.17167981,0.04179916,0.06322335,0.89652619,0.00000000
-5.30965483,2.54881956,0.26980184,0.25785689,0.70596079,1.19809169,0.04472774,0.06693789,0.93640574,0.00000000
-5.30365183,2.65321825,0.28641547,0.27269640,0.75741602,1.22249546,0.04759589,0.07068129,0.97507264,0.00000000
-5.29764882,2.75268512,0.30279545,0.28692618,0.80745206,1.24449991,0.05036972,0.07442105,1.01196857,0.00000000
-5.29164582,2.84571087,0.31877365,0.30034066,0.85531480,1.26370796,0.05301626,0.07812274,1.04651845,0.00000000
-5.28564282,2.93079987,0.33417885,0.31273944,0.90025268,1.27972858,0.05550447,0.08175058,1.07814499,0.00000000
-5.27963982,3.00651328,0.34883980,0.32393305,0.94153800,1.29218933,0.05780612,0.08526800,1.10628427,0.00000000
-5.27363682,3.07151257,0.36258846,0.33374862,0.97848849,1.30074922,0.05989666,0.08863832,1.13040183,0.00000000
-5.26763382,3.12460151,0.37526323,0.34203523,1.01048824,1.30511118,0.06175595,0.09182533,1.15000860,0.00000000
-5.26163082,3.16476499,0.38671207,0.34866867,1.03700692,1.30503366,0.06336874,0.09479390,1.16467606,0.00000000
-5.25562781,3.19120269,0.39679557,0.35355543,1.05761662,1.30034096,0.06472512,0.09751058,1.17405015,0.00000000
-5.24962481,3.20335636,0.40538967,0.35663561,1.07200533,1.29093156,0.06582057,0.09994415,1.17786302,0.00000000
-5.24362181,3.20092915,0.41238825,0.35788478,1.07998655,1.27678420,0.06665594,0.10206614,1.17594253,0.00000000
-5.23761881,3.18389633,0.41770526,0.35731454,1.08150457,1.25796140,0.06723713,0.10385126,1.16821870,0.00000000
-5.23161581,3.15250672,0.42127652,0.35497182,1.07663510,1.23461008,0.06757458,0.10527788,1.15472707,0.00000000
-5.22561281,3.10727499,0.42306113,0.35093698,1.06558137,1.20695936,0.06768262,0.10632839,1.13560870,0.00000000
-5.21960980,3.04896507,0.42304238,0.34532075,1.04866590,1.17531553,0.06757861,0.10698946,1.11110690,0.00000000
-5.21360680,2.97856568,0.42122825,0.33826021,1.02631825,1.14005443,0.06728214,0.10725237,1.08156077,0.00000000
-5.20760380,2.89725911,0.41765151,0.32991403,0.99905964,1.10161157,0.06681401,0.10711318,1.04739581,0.00000000
-5.20160080,2.80638484,0.41236928,0.32045711,0.96748501,1.06047043,0.06619540,0.10657291,1.00911219,0.00000000
-5.19559780,2.70739973,0.40546225,0.31007507,0.93224340,1.01714952,0.06544704,0.10563758,0.96727099,0.00000000
-5.18959480,2.60183654,0.39703353,0.29895861,0.89401770,0.97218863,0.06458845,0.10431829,0.92247913,0.00000000
-5.18359180,2.49126267,0.38720700,0.28729825,0.85350456,0.92613500,0.06363747,0.10263116,0.87537355,0.00000000
-5.17758879,2.37724069,0.37612546,0.27527942,0.81139526,0.87952990,0.06260980,0.10059724,0.82660526,0.00000000
-5.17158579,2.26129223,0.36394841,0.26307827,0.76835834,0.83289611,0.06151893,0.09824234,0.77682389,0.00000000
-5.16558279,2.14486628,0.35084948,0.25085825,0.72502453,0.78672672,0.06037605,0.09559676,0.72666320,0.00000000
-5.15957979,2.02931273,0.33701375,0.23876752,0.68197436,0.74147558,0.05919031,0.09269500,0.67672806,0.00000000
-5.15357679,1.91586167,0.32263478,0.22693725,0.63972869,0.69754970,0.05796912,0.08957531,0.62758315,0.00000000
-5.14757379,1.80560845,0.30791139,0.21548068,0.59874223,0.65530349,0.05671859,0.08627917,0.57974368,0.00000000
-5.14157079,1.69950434,0.29304447,0.20449303,0.55939990,0.61503508,0.05544401,0.08285074,0.53366826,0.00000000
-5.13556778,1.59835223,0.27823349,0.19405197,0.52201585,0.57698444,0.05415040,0.07933613,0.48975382,0.00000000
-5.12956478,1.50280675,0.26367316,0.18421856,0.48683466,0.54133323,0.05284296,0.07578268,0.44833262,0.00000000
-5.12356178,1.41337785,0.24954988,0.17503852,0.45403454,0.50820616,0.05152746,0.07223804,0.40967111,0.00000000
-5.11755878,1.33043707,0.23603841,0.16654371,0.42373182,0.47767347,0.05021055,0.06874931,0.37397047,0.00000000
-5.11155578,1.25422564,0.22329856,0.15875362,0.39598641,0.44975452,0.04889990,0.06536209,0.34136853,0.00000000
-5.10555278,1.18486350,0.21147209,0.15167671,0.37080791,0.42442199,0.04760418,0.06211945,0.31194284,0.00000000
-5.09954977,1.12235886,0.20067983,0.14531167,0.34816178,0.40160660,0.04633291,0.05906100,0.28571456,0.00000000
-5.09354677,1.06661759,0.19101925,0.13964841,0.32797551,0.38120218,0.04509613,0.05622188,0.26265305,0.00000000
-5.08754377,1.01745231,0.18256227,0.13466880,0.31014442,0.36307078,0.04390403,0.05363195,0.24268077,0.00000000
-5.08154077,0.97459103,0.17535366,0.13034718,0.29453704,0.34704798,0.04276638,0.05131492,0.22567842,0.00000000
-5.07553777,0.93768535,0.16941002,0.12665073,0.28100003,0.33294797,0.04169200,0.04928771,0.21149022,0.00000000
-5.06953477,0.90631843,0.16471931,0.12353967,0.26936251,0.32056873,0.04068817,0.04755997,0.19992905,0.00000000
-5.06353177,0.88001302,0.16124111,0.12096744,0.25944008,0.30969697,0.03976011,0.04613371,0.19078172,0.00000000
-5.05752876,0.85823969,0.15890757,0.11888094,0.25103837,0.30011301,0.03891051,0.04500326,0.18381394,0.00000000
-5.05152576,0.84042564,0.15762513,0.11722086,0.24395644,0.29159546,0.03813919,0.04415533,0.17877532,0.00000000
-5.04552276,0.82596435,0.15727688,0.11592225,0.23798990,0.28392579,0.03744291,0.04356943,0.17540430,0.00000000
-5.03951976,0.81422606,0.15772574,0.11491526,0.23293404,0.27689262,0.03681530,0.04321842,0.17343295,0.00000000
-5.03351676,0.80456924,0.15881815,0.11412623,0.22858692,0.27029585,0.03624698,0.04306935,0.17259175,0.00000000
-5.02751376,0.79635289,0.16038843,0.11347896,0.22475243,0.26395041,0.03572587,0.04308451,0.17261435,0.00000000
-5.02151076,0.78894960,0.16226342,0.11289630,0.22124337,0.25768969,0.03523760,0.04322260,0.17324214,0.00000000
-5.01550775,0.78175877,0.16426761,0.11230192,0.21788448,0.25136848,0.03476609,0.04344012,0.17422886,0.00000000
-5.00950475,0.77422002,0.16622824,0.11162218,0.21451534,0.24486540,0.03429418,0.04369273,0.17534491,0.00000000
-5.00350175,0.76582595,0.16798044,0.11078807,0.21099309,0.23808485,0.03380439,0.04393680,0.17638141,0.00000000
-4.99749875,0.75613395,0.16937222,0.10973714,0.20719485,0.23095818,0.03327963,0.04413080,0.17715400,0.00000000
-4.99149575,0.74477662,0.17026898,0.10841529,0.20301976,0.22344438,0.03270396,0.04423674,0.17750607,0.00000000
-4.98549275,0.73147021,0.17055752,0.10677826,0.19839045,0.21552996,0.03206322,0.04422136,0.17731150,0.00000000
-4.97948974,0.71602092,0.17014939,0.10479297,0.19325407,0.20722831,0.03134567,0.04405727,0.17647676,0.00000000
-4.97348674,0.69832850,0.16898340,0.10243835,0.18758259,0.19857843,0.03054245,0.04372378,0.17494221,0.00000000
-4.96748374,0.67838730,0.16702724,0.09970585,0.18137248,0.18964305,0.02964787,0.04320755,0.17268272,0.00000000
-4.96148074,0.65628443,0.16427813,0.09659948,0.17464372,0.18050643,0.02865967,0.04250295,0.16970731,0.00000000
-4.95547774,0.63219536,0.16076257,0.09313543,0.16743823,0.17127165,0.02757901,0.04161213,0.16605814,0.00000000
-4.94947474,0.60637685,0.15653513,0.08934124,0.15981765,0.16205770,0.02641040,0.04054485,0.16180853,0.00000000
-4.94347174,0.57915785,0.15167632,0.08525464,0.15186068,0.15299637,0.02516141,0.03931802,0.15706035,0.00000000
-4.93746873,0.55092840,0.14628981,0.08092206,0.14366006,0.14422904,0.02384234,0.03795509,0.15194062,0.00000000
-4.93146573,0.52212721,0.14049889,0.07639687,0.13531919,0.13590346,0.02246573,0.03648511,0.14659762,0.00000000
-4.92546273,0.49322820,0.13444251,0.07173749,0.12694865,0.12817052,0.02104590,0.03494177,0.14119647,0.00000000
-4.91945973,0.46472665,0.12827094,0.06700536,0.11866270,0.12118124,0.01959831,0.03336225,0.13591444,0.00000000
-4.91345673,0.43712530,0.12214132,0.06226303,0.11057584,0.11508376,0.01813901,0.03178603,0.13093598,0.00000000
-4.90745373,0.41092083,0.11621307,0.05757219,0.10279956,0.11002054,0.01668414,0.03025368,0.12644771,0.00000000
-4.90145073,0.38659122,0.11064356,0.05299198,0.09543935,0.10612572,0.01524933,0.02880569,0.12263347,0.00000000
-4.89544772,0.36458416,0.10558402,0.04857741,0.08859215,0.10352265,0.01384930,0.02748132,0.11966950,0.00000000
-4.88944472,0.34530695,0.10117576,0.04437815,0.08234412,0.10232160,0.01249750,0.02631761,0.11771993,0.00000000
-4.88344172,0.32911787,0.09754698,0.04043748,0.07676891,0.10261757,0.01120578,0.02534849,0.11693264,0.00000000
-4.87743872,0.31631945,0.09481007,0.03679166,0.07192639,0.10448846,0.00998425,0.02460403,0.11743561,0.00000000
-4.87143572,0.30715343,0.09305956,0.03346958,0.06786185,0.10799330,0.00884118,0.02410986,0.11933374,0.00000000
-4.86543272,0.30179772,0.09237071,0.03049266,0.06460571,0.11317086,0.00778298,0.02388678,0.12270647,0.00000000
-4.85942971,0.30036522,0.09279874,0.02787511,0.06217367,0.12003859,0.00681433,0.02395057,0.12760590,0.00000000
-4.85342671,0.30290453,0.09437880,0.02562438,0.06056724,0.12859195,0.00593833,0.02431191,0.13405586,0.00000000
-4.84742371,0.30940256,0.09712652,0.02374192,0.05977480,0.13880427,0.00515672,0.02497654,0.14205170,0.00000000
-4.84142071,0.31978893,0.10103922,0.02222401,0.05977289,0.15062717,0.00447017,0.02594560,0.15156099,0.00000000
-4.83541771,0.33394212,0.10609773,0.02106285,0.06052794,0.16399172,0.00387858,0.02721604,0.16252509,0.00000000
-4.82941471,0.35169725,0.11226870,0.02024770,0.06199824,0.17881033,0.00338146,0.02878128,0.17486169,0.00000000
-4.82341171,0.37285535,0.11950734,0.01976611,0.06413615,0.19497943,0.00297819,0.03063188,0.18846817,0.00000000
-4.81740870,0.39719388,0.12776062,0.01960514,0.06689051,0.21238301,0.00266843,0.03275640,0.20322579,0.00000000
-4.81140570,0.42447839,0.13697057,0.01975266,0.07020918,0.23089693,0.00245237,0.03514226,0.21900471,0.00000000
-4.80540270,0.45447475,0.14707783,0.02019853,0.07404158,0.25039401,0.00233103,0.03777665,0.23566949,0.00000000
-4.79939970,0.48696185,0.15802509,0.02093566,0.07834123,0.27074963,0.00230651,0.04064745,0.25308506,0.00000000
-4.79339670,0.52174409,0.16976035,0.02196108,0.08306813,0.29184785,0.00238213,0.04374404,0.27112291,0.00000000
-4.78739370,0.55866321,0.18223983,0.02327668,0.08819093,0.31358758,0.00256256,0.04705812,0.28966712,0.00000000
-4.78139070,0.59760895,0.19543039,0.02488983,0.09368869,0.33588875,0.00285387,0.05058431,0.30862012,0.00000000
-4.77538769,0.63852783,0.20931111,0.02681376,0.09955225,0.35869796,0.00326351,0.05432060,0.32790775,0.00000000
-4.76938469,0.68142948,0.22387422,0.02906759,0.10578500,0.38199339,0.00380016,0.05826858,0.34748328,0.00000000
-4.76338169,0.72639007,0.23912492,0.03167611,0.11240301,0.40578856,0.00447353,0.06243342,0.36733026,0.00000000
-4.75737869,0.77355214,0.25508021,0.03466915,0.11943443,0.43013463,0.00529406,0.06682360,0.38746376,0.00000000
-4.75137569,0.82312062,0.27176667,0.03808067,0.12691815,0.45512089,0.00627258,0.07145033,0.40792993,0.00000000
-4.74537269,0.87535477,0.28921718,0.04194739,0.13490164,0.48087331,0.00741977,0.07632668,0.42880372,0.00000000
-4.73936968,0.93055582,0.30746665,0.04630715,0.14343814,0.50755080,0.00874565,0.08146648,0.45018465,0.00000000
-4.73336668,0.98905079,0.32654698,0.05119694,0.15258309,0.53533933,0.01025897,0.08688298,0.47219076,0.00000000
-4.72736368,1.05117248,0.34648140,0.05665063,0.16239004,0.56444371,0.01196653,0.09258729,0.49495092,0.00000000
-4.72136068,1.11723656,0.36727847,0.06269650,0.17290628,0.59507743,0.01387250,0.09858674,0.51859565,0.00000000
-4.71535768,1.18751638,0.38892606,0.06935474,0.18416810,0.62745057,0.01597779,0.10488316,0.54324688,0.00000000
-4.70935468,1.26221663,0.41138561,0.07663485,0.19619631,0.66175642,0.01827933,0.11147124,0.56900711,0.00000000
-4.70335168,1.34144700,0.43458701,0.08453325,0.20899196,0.69815718,0.02076954,0.11833698,0.59594843,0.00000000
-4.69734867,1.42519715,0.45842455,0.09303108,0.22253261,0.73676936,0.02343584,0.12545637,0.62410193,0.00000000
-4.69134567,1.51331437,0.48275406,0.10209242,0.23676951,0.77764959,0.02626033,0.13279435,0.65344813,0.00000000
-4.68534267,1.60548528,0.50739169,0.11166305,0.25162578,0.82078151,0.02921962,0.14030423,0.68390897,0.00000000
-4.67933967,1.70122279,0.53211441,0.12166976,0.26699580,0.86606449,0.03228486,0.14792750,0.71534177,0.00000000
-4.67333667,1.79985954,0.55666241,0.13202051,0.28274604,0.91330491,0.03542201,0.15559415,0.74753579,0.00000000
-4.66733367,1.90054848,0.58074344,0.14260530,0.29871730,0.96221056,0.03859230,0.16322359,0.78021154,0.00000000
-4.66133067,2.00227138,0.60403902,0.15329790,0.31472837,1.01238870,0.04175299,0.17072604,0.81302319,0.00000000
-4.65532766,2.10385538,0.62621235,0.16395838,0.33058103,1.06334826,0.04485830,0.17800447,0.84556411,0.00000000
-4.64932466,2.20399739,0.64691769,0.17443649,0.34606627,1.11450626,0.04786054,0.18495710,0.87737551,0.00000000
-4.64332166,2.30129589,0.66581089,0.18457566,0.36097140,1.16519858,0.05071145,0.19148017,0.90795788,0.00000000
