energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,V_p_up,V_d_up,Y_p_up,Y_d_up
-5.86793397,3.25123261,0.05167504,0.02960856,0.03783969,2.25399814,1.27084333,0.77299012,0.76319130,0.25929120
-5.86193097,3.11846466,0.05153175,0.02838872,0.03632527,2.16286009,1.22531715,0.73625787,0.74437923,0.24924268
-5.85592796,2.98711194,0.05139784,0.02717693,0.03480032,2.07251600,1.17980922,0.69989816,0.72676046,0.23906902
-5.84992496,2.85854740,0.05130310,0.02598472,0.03328620,1.98390667,1.13482997,0.66426107,0.71059097,0.22888314
-5.84392196,2.73403556,0.05127439,0.02482307,0.03180283,1.89790331,1.09086488,0.62966580,0.69608558,0.21879425
-5.83791896,2.61470019,0.05133448,0.02370207,0.03036818,1.81528512,1.04836043,0.59639478,0.68340879,0.20890493
-5.83191596,2.50149629,0.05150118,0.02263065,0.02899787,1.73671967,1.00771120,0.56468883,0.67266724,0.19930842
-5.82591296,2.39518763,0.05178663,0.02161633,0.02770478,1.66274694,0.96924865,0.53474368,0.66390431,0.19008624
-5.81990995,2.29633113,0.05219701,0.02066506,0.02649891,1.59376785,0.93323231,0.50670785,0.65709725,0.18130621
-5.81390695,2.20526875,0.05273244,0.01978100,0.02538716,1.53003780,0.89984375,0.48068217,0.65215702,0.17302093
-5.80790395,2.12212754,0.05338728,0.01896647,0.02437344,1.47166580,0.86918375,0.45672071,0.64893108,0.16526693
-5.80190095,2.04682778,0.05415079,0.01822194,0.02345872,1.41861914,0.84127275,0.43483340,0.64720915,0.15806439
-5.79589795,1.97909918,0.05500792,0.01754607,0.02264127,1.37073351,0.81605477,0.41498997,0.64673158,0.15141748
-5.78989495,1.91850427,0.05594051,0.01693582,0.02191699,1.32772824,0.79340441,0.39712528,0.64720025,0.14531540
-5.78389195,1.86446794,0.05692850,0.01638668,0.02127980,1.28922574,0.77313674,0.38114556,0.64829128,0.13973387
-5.77788894,1.81631168,0.05795138,0.01589286,0.02072207,1.25477445,0.75501951,0.36693554,0.64966921,0.13463721
-5.77188594,1.77329102,0.05898953,0.01544761,0.02023512,1.22387396,0.73878695,0.35436593,0.65100167,0.12998068
-5.76588294,1.73463396,0.06002559,0.01504357,0.01980968,1.19600110,0.72415461,0.34330099,0.65197403,0.12571317
-5.75987994,1.69957881,0.06104564,0.01467307,0.01943638,1.17063577,0.71083426,0.33360579,0.65230324,0.12177992
-5.75387694,1.66740936,0.06204017,0.01432846,0.01910615,1.14728508,0.69854809,0.32515289,0.65174999,0.11812525
-5.74787394,1.63748570,0.06300481,0.01400250,0.01881064,1.12550475,0.68704160,0.31782798,0.65012883,0.11469507
-5.74187094,1.60926931,0.06394067,0.01368858,0.01854247,1.10491663,0.67609439,0.31153435,0.64731550,0.11143919
-5.73586793,1.58234125,0.06485441,0.01338101,0.01829547,1.08522169,0.66552844,0.30619597,0.64325126,0.10831315
-5.72986493,1.55641280,0.06575794,0.01307518,0.01806484,1.06620794,0.65521341,0.30175898,0.63794401,0.10527963
-5.72386193,1.53132839,0.06666773,0.01276771,0.01784713,1.04775308,0.64506904,0.29819179,0.63146620,0.10230941
-5.71785893,1.50706092,0.06760392,0.01245651,0.01764027,1.02982211,0.63506441,0.29548356,0.62394972,0.09938170
-5.71185593,1.48370037,0.06858910,0.01214076,0.01744342,1.01246019,0.62521448,0.29364157,0.61557814,0.09648415
-5.70585293,1.46143656,0.06964699,0.01182086,0.01725681,0.99578165,0.61557426,0.29268740,0.60657676,0.09361222
-5.69984992,1.44053751,0.07080098,0.01149828,0.01708157,0.97995591,0.60623097,0.29265248,0.59720119,0.09076837
-5.69384692,1.42132503,0.07207264,0.01117542,0.01691946,0.96519133,0.59729507,0.29357314,0.58772493,0.08796088
-5.68784392,1.40414908,0.07348039,0.01085543,0.01677265,0.95171833,0.58889050,0.29548568,0.57842687,0.08520246
-5.68184092,1.38936268,0.07503824,0.01054194,0.01664351,0.93977262,0.58114504,0.29842171,0.56957916,0.08250889
-5.67583792,1.37729870,0.07675478,0.01023886,0.01653437,0.92957976,0.57418124,0.30240414,0.56143618,0.07989760
-5.66983492,1.36825010,0.07863244,0.00995019,0.01644739,0.92134181,0.56810846,0.30744402,0.55422503,0.07738641
-5.66383192,1.36245432,0.08066708,0.00967980,0.01638441,0.91522683,0.56301651,0.31353851,0.54813795,0.07499241
-5.65782891,1.36008270,0.08284785,0.00943125,0.01634685,0.91136162,0.55897102,0.32067009,0.54332682,0.07273114
-5.65182591,1.36123503,0.08515742,0.00920768,0.01633569,0.90982787,0.55601083,0.32880695,0.53989983,0.07061600
-5.64582291,1.36593928,0.08757248,0.00901169,0.01635141,0.91066177,0.55414721,0.33790465,0.53792026,0.06865796
-5.63981991,1.37415588,0.09006450,0.00884531,0.01639404,0.91385660,0.55336486,0.34790881,0.53740719,0.06686553
-5.63381691,1.38578605,0.09260064,0.00870998,0.01646316,0.91936803,0.55362445,0.35875860,0.53833774,0.06524496
-5.62781391,1.40068299,0.09514487,0.00860655,0.01655792,0.92712135,0.55486629,0.37039090,0.54065059,0.06380065
-5.62181091,1.41866505,0.09765908,0.00853534,0.01667712,0.93701995,0.55701481,0.38274464,0.54425035,0.06253574
-5.61580790,1.43952961,0.10010425,0.00849625,0.01681914,0.94895434,0.55998340,0.39576506,0.54901237,0.06145267
-5.60980490,1.46306667,0.10244148,0.00848882,0.01698204,0.96281097,0.56367939,0.40940766,0.55478771,0.06055391
-5.60380190,1.48907115,0.10463299,0.00851235,0.01716348,0.97848018,0.56800861,0.42364135,0.56140787,0.05984251
-5.59779890,1.51735314,0.10664291,0.00856604,0.01736068,0.99586285,0.57287959,0.43845069,0.56868923,0.05932270
-5.59179590,1.54774548,0.10843795,0.00864904,0.01757041,1.01487525,0.57820699,0.45383699,0.57643698,0.05900028
-5.58579290,1.58010849,0.10998780,0.00876065,0.01778892,1.03545208,0.58391436,0.46981813,0.58444855,0.05888293
-5.57978989,1.61433167,0.11126548,0.00890031,0.01801190,1.05754745,0.58993613,0.48642701,0.59251662,0.05898027
-5.57378689,1.65033261,0.11224748,0.00906776,0.01823443,1.08113413,0.59621907,0.50370880,0.60043184,0.05930391
-5.56778389,1.68805359,0.11291378,0.00926308,0.01845099,1.10620118,0.60272319,0.52171705,0.60798542,0.05986717
-5.56178089,1.72745615,0.11324779,0.00948674,0.01865545,1.13275038,0.60942230,0.54050879,0.61497169,0.06068483
-5.55577789,1.76851460,0.11323633,0.00973960,0.01884120,1.16079183,0.61630446,0.56013900,0.62119103,0.06177266
-5.54977489,1.81120884,0.11286951,0.01002298,0.01900120,1.19033921,0.62337235,0.58065467,0.62645300,0.06314690
-5.54377189,1.85551726,0.11214070,0.01033858,0.01912818,1.22140496,0.63064370,0.60208887,0.63057994,0.06482370
-5.53776888,1.90141026,0.11104657,0.01068851,0.01921481,1.25399593,0.63815177,0.62445502,0.63341102,0.06681851
-5.53176588,1.94884480,0.10958711,0.01107522,0.01925397,1.28810951,0.64594588,0.64774186,0.63480657,0.06914543
-5.52576288,1.99776016,0.10776582,0.01150142,0.01923899,1.32373069,0.65409180,0.67190927,0.63465258,0.07181662
-5.51975988,2.04807529,0.10558988,0.01196999,0.01916390,1.36082977,0.66267197,0.69688533,0.63286518,0.07484170
-5.51375688,2.09968736,0.10307032,0.01248391,0.01902375,1.39936104,0.67178516,0.72256459,0.62939474,0.07822719
-5.50775388,2.15247158,0.10022226,0.01304607,0.01881483,1.43926196,0.68154550,0.74880790,0.62422933,0.08197595
-5.50175088,2.20628191,0.09706505,0.01365914,0.01853487,1.48045289,0.69208059,0.77544368,0.61739727,0.08608672
-5.49574787,2.26095231,0.09362230,0.01432542,0.01818321,1.52283702,0.70352846,0.80227061,0.60896836,0.09055360
-5.48974487,2.31629805,0.08992188,0.01504662,0.01776090,1.56630024,0.71603344,0.82906163,0.59905377,0.09536573
-5.48374187,2.37211689,0.08599566,0.01582368,0.01727072,1.61071088,0.72974065,0.85556906,0.58780427,0.10050681
-5.47773887,2.42818965,0.08187921,0.01665658,0.01671717,1.65591888,0.74478940,0.88153058,0.57540675,0.10595484
-5.47173587,2.48428000,0.07761124,0.01754411,0.01610629,1.70175460,0.76130555,0.90667576,0.56207925,0.11168182
-5.46573287,2.54013343,0.07323293,0.01848367,0.01544554,1.74802705,0.77939312,0.93073297,0.54806446,0.11765358
-5.45972986,2.59547530,0.06878708,0.01947117,0.01474354,1.79452169,0.79912561,0.95343605,0.53362198,0.12382971
-5.45372686,2.65000824,0.06431722,0.02050081,0.01400976,1.84099791,0.82053728,0.97453084,0.51901973,0.13016352
-5.44772386,2.70340918,0.05986657,0.02156503,0.01325423,1.88718659,0.84361516,0.99378092,0.50452483,0.13660226
-5.44172086,2.75532634,0.05547701,0.02265445,0.01248720,1.93278788,0.86829205,1.01097266,0.49039441,0.14308740
-5.43571786,2.80537661,0.05118807,0.02375791,0.01171882,1.97746962,0.89444117,1.02591914,0.47686679,0.14955516
-5.42971486,2.85314389,0.04703602,0.02486252,0.01095882,2.02086677,0.92187280,1.03846304,0.46415333,0.15593719
-5.42371186,2.89817882,0.04305300,0.02595386,0.01021621,2.06258214,0.95033332,1.04847834,0.45243152,0.16216147
-5.41770885,2.94000028,0.03926638,0.02701619,0.00949908,2.10218871,0.97950692,1.05587098,0.44183948,0.16815338
-5.41170585,2.97809897,0.03569825,0.02803276,0.00881437,2.13923379,1.00901997,1.06057843,0.43247206,0.17383702
-5.40570285,3.01194341,0.03236512,0.02898618,0.00816777,2.17324493,1.03844810,1.06256841,0.42437879,0.17913659
-5.39969985,3.04098817,0.02927783,0.02985885,0.00756362,2.20373785,1.06732584,1.06183692,0.41756370,0.18397802
-5.39369685,3.06468446,0.02644167,0.03063344,0.00700492,2.23022590,1.09515829,1.05840577,0.41198683,0.18829056
-5.38769385,3.08249262,0.02385663,0.03129337,0.00649334,2.25223113,1.12143464,1.05231981,0.40756738,0.19200848
-5.38169085,3.09389624,0.02151791,0.03182330,0.00602930,2.26929629,1.14564273,1.04364405,0.40418839,0.19507270
-5.37568784,3.09841726,0.01941647,0.03220966,0.00561212,2.28099754,1.16728422,1.03246086,0.40170239,0.19743234
-5.36968484,3.09563149,0.01753972,0.03244107,0.00524014,2.28695716,1.18588955,1.01886748,0.39993803,0.19904609
-5.36368184,3.08518379,0.01587232,0.03250876,0.00491089,2.28685588,1.20103225,1.00297373,0.39870715,0.19988338
-5.35767884,3.06680235,0.01439690,0.03240691,0.00462130,2.28044421,1.21234178,0.98490027,0.39781206,0.19992530
-5.35167584,3.04031131,0.01309486,0.03213284,0.00436785,2.26755227,1.21951465,0.96477715,0.39705274,0.19916516
-5.34567284,3.00564115,0.01194714,0.03168723,0.00414675,2.24809777,1.22232315,0.94274292,0.39623360,0.19760881
-5.33966983,2.96283651,0.01093483,0.03107410,0.00395415,2.22209178,1.22062164,0.91894398,0.39516977,0.19527450
-5.33366683,2.91206110,0.01003984,0.03030078,0.00378624,2.18964207,1.21435012,0.89353432,0.39369252,0.19219252
-5.32766383,2.85359947,0.00924534,0.02937770,0.00363942,2.15095409,1.20353525,0.86667547,0.39165392,0.18840447
-5.32166083,2.78785584,0.00853621,0.02831814,0.00351038,2.10632948,1.18828875,0.83853653,0.38893056,0.18396230
-5.31565783,2.71535007,0.00789929,0.02713789,0.00339626,2.05616247,1.16880373,0.80929431,0.38542637,0.17892704
-5.30965483,2.63671118,0.00732361,0.02585478,0.00329464,2.00093434,1.14534900,0.77913339,0.38107464,0.17336750
-5.30365183,2.55266877,0.00680049,0.02448825,0.00320368,1.94120642,1.11826207,0.74824612,0.37583918,0.16735874
-5.29764882,2.46404294,0.00632359,0.02305881,0.00312211,1.87761195,1.08794114,0.71683244,0.36971490,0.16098061
-5.29164582,2.37173323,0.00588884,0.02158754,0.00304929,1.81084730,1.05483649,0.68509959,0.36272777,0.15431622
-5.28564282,2.27670706,0.00549440,0.02009559,0.00298520,1.74166292,1.01944188,0.65326159,0.35493436,0.14745058
-5.27963982,2.17998818,0.00514054,0.01860367,0.00293050,1.67085437,0.98228612,0.62153856,0.34642101,0.14046931
-5.27363682,2.08264546,0.00482951,0.01713166,0.00288646,1.59925372,0.94392526,0.59015587,0.33730272,0.13345755
-5.26763382,1.98578226,0.00456539,0.01569823,0.00285501,1.52772149,0.90493538,0.55934308,0.32772189,0.12649896
-5.26163082,1.89052657,0.00435397,0.01432052,0.00283871,1.45713908,0.86590632,0.52933278,0.31784676,0.11967506
-5.25562781,1.79802171,0.00420262,0.01301389,0.00284068,1.38840186,0.82743604,0.50035920,0.30786979,0.11306453
-5.24962481,1.70941766,0.00412020,0.01179182,0.00286462,1.32241249,0.79012573,0.47265669,0.29800577,0.10674289
-5.24362181,1.62586255,0.00411691,0.01066577,0.00291472,1.26007446,0.75457534,0.44645794,0.28848966,0.10078211
-5.23761881,1.54849402,0.00420425,0.00964517,0.00299560,1.20228541,0.72137933,0.42199206,0.27957421,0.09525039
-5.23161581,1.47843011,0.00439489,0.00873746,0.00311224,1.14992996,0.69112240,0.39948232,0.27152710,0.09021198
-5.22561281,1.41675920,0.00470257,0.00794815,0.00326985,1.10387176,0.66437487,0.37914369,0.26462777,0.08572699
-5.21960980,1.36452867,0.00514200,0.00728094,0.00347377,1.06494433,0.64168749,0.36117995,0.25916363,0.08185112
-5.21360680,1.32273205,0.00572872,0.00673785,0.00372933,1.03394081,0.62358548,0.34578067,0.25542586,0.07863541
-5.20760380,1.29229451,0.00647887,0.00631936,0.00404169,1.01160210,0.61056172,0.33311767,0.25370455,0.07612580
-5.20160080,1.27405658,0.00740898,0.00602454,0.00441562,0.99860378,0.60306894,0.32334144,0.25428340,0.07436264
-5.19559780,1.26875648,0.00853568,0.00585123,0.00485538,0.99554179,0.60151112,0.31657717,0.25743385,0.07338014
-5.18959480,1.27701121,0.00987530,0.00579610,0.00536450,1.00291710,0.60623410,0.31292082,0.26340878,0.07320561
-5.18359180,1.29929702,0.01144347,0.00585479,0.00594552,1.02112002,0.61751575,0.31243510,0.27243593,0.07385878
-5.17758879,1.33592987,0.01325461,0.00602199,0.00659990,1.05041449,0.63555598,0.31514575,0.28471111,0.07535094
-5.17158579,1.38704665,0.01532140,0.00629151,0.00732773,1.09092300,0.66046701,0.32103805,0.30039137,0.07768421
-5.16558279,1.45258804,0.01765412,0.00665632,0.00812766,1.14261290,0.69226431,0.33005391,0.31958838,0.08085079
-5.15957979,1.53228381,0.02026011,0.00710863,0.00899668,1.20528477,0.73085869,0.34208968,0.34236214,0.08483226
-5.15357679,1.62564150,0.02314303,0.00763987,0.00993010,1.27856346,0.77604997,0.35699480,0.36871537,0.08959916
-5.14757379,1.73193926,0.02630229,0.00824078,0.01092144,1.36189252,0.82752271,0.37457151,0.39858864,0.09511056
-5.14157079,1.85022341,0.02973248,0.00890145,0.01196247,1.45453241,0.88484423,0.39457568,0.43185660,0.10131399
-5.13556778,1.97931143,0.03342280,0.00961135,0.01304324,1.55556308,0.94746545,0.41671890,0.46832549,0.10814550
-5.12956478,2.11780056,0.03735671,0.01035942,0.01415222,1.66389093,1.01472448,0.44067176,0.50773203,0.11553004
-5.12356178,2.26408223,0.04151160,0.01113417,0.01527643,1.77826048,1.08585330,0.46606847,0.54974395,0.12338209
-5.11755878,2.41636225,0.04585871,0.01192377,0.01640172,1.89727049,1.15998732,0.49251249,0.59396227,0.13160648
-5.11155578,2.57268643,0.05036317,0.01271621,0.01751303,2.01939432,1.23617788,0.51958335,0.63992529,0.14009956
-5.10555278,2.73097117,0.05498427,0.01349944,0.01859471,2.14300425,1.31340732,0.54684419,0.68711447,0.14875055
-5.09954977,2.88903840,0.05967590,0.01426152,0.01963089,2.26639905,1.39060641,0.57385009,0.73496202,0.15744307
-5.09354677,3.04465405,0.06438728,0.01499081,0.02060588,2.38783429,1.46667368,0.60015670,0.78286027,0.16605694
-5.08754377,3.19556906,0.06906376,0.01567617,0.02150451,2.50555454,1.54049615,0.62532912,0.83017242,0.17447002
-5.08154077,3.33956207,0.07364797,0.01630711,0.02231259,2.61782688,1.61097108,0.64895069,0.87624474,0.18256025
-5.07553777,3.47448258,0.07808097,0.01687400,0.02301723,2.72297456,1.67702802,0.67063135,0.92041972,0.19020777
-5.06953477,3.59829370,0.08230363,0.01736821,0.02360719,2.81941038,1.73765067,0.69001557,0.96204998,0.19729698
-5.06353177,3.70911322,0.08625806,0.01778231,0.02407321,2.90566861,1.79189800,0.70678935,1.00051246,0.20371876
-5.05752876,3.80525208,0.08988905,0.01811015,0.02440820,2.98043492,1.83892408,0.72068629,1.03522263,0.20937251
-5.05152576,3.88524934,0.09314551,0.01834701,0.02460743,3.04257339,1.87799597,0.73149255,1.06564807,0.21416821
-5.04552276,3.94790257,0.09598182,0.01848968,0.02466866,3.09115011,1.90850939,0.73905051,1.09132126,0.21802826
-5.03951976,3.99229293,0.09835910,0.01853650,0.02459214,3.12545255,1.93000158,0.74326119,1.11185089,0.22088930
-5.03351676,4.01780427,0.10024619,0.01848742,0.02438059,3.14500428,1.94216099,0.74408519,1.12693143,0.22270362
-5.02751376,4.02413562,0.10162054,0.01834399,0.02403908,3.14957461,1.94483363,0.74154238,1.13635060,0.22344046
-5.02151076,4.01130661,0.10246870,0.01810932,0.02357484,3.13918280,1.93802570,0.73571019,1.13999437,0.22308691
-5.01550775,3.97965562,0.10278665,0.01778806,0.02299705,3.11409658,1.92190251,0.72672069,1.13784929,0.22164852
-5.00950475,3.92983053,0.10257974,0.01738629,0.02231653,3.07482506,1.89678357,0.71475643,1.13000213,0.21914944
-5.00350175,3.86277223,0.10186236,0.01691141,0.02154544,3.02210597,1.86313412,0.70004534,1.11663663,0.21563221
-4.99749875,3.77969126,0.10065736,0.01637205,0.02069690,2.95688762,1.82155307,0.68285466,1.09802761,0.21115707
-4.99149575,3.68203807,0.09899516,0.01577789,0.01978469,2.88030597,1.77275787,0.66348420,1.07453253,0.20580085
-4.98549275,3.57146786,0.09691269,0.01513949,0.01882285,2.79365739,1.71756663,0.64225908,1.04658087,0.19965546
-4.97948974,3.44980085,0.09445213,0.01446813,0.01782535,2.69836788,1.65687816,0.61952210,1.01466170,0.19282590
-4.97348674,3.31897924,0.09165954,0.01377556,0.01680578,2.59595970,1.59165028,0.59562605,0.97930994,0.18542801
-4.96748374,3.18102215,0.08858348,0.01307386,0.01577703,2.48801633,1.52287736,0.57092612,0.94109175,0.17758588
-4.96148074,3.03797995,0.08527360,0.01237514,0.01475110,2.37614692,1.45156765,0.54577260,0.90058975,0.16942904
-4.95547774,2.89188932,0.08177931,0.01169136,0.01373886,2.26195115,1.37872100,0.52050402,0.85838849,0.16108954
-4.94947474,2.74473052,0.07814858,0.01103408,0.01274992,2.14698578,1.30530787,0.49544106,0.81506074,0.15269896
-4.94347174,2.59838793,0.07442689,0.01041425,0.01179252,2.03273365,1.23225007,0.47088114,0.77115513,0.14438547
-4.93746873,2.45461517,0.07065638,0.00984199,0.01087347,1.92057605,1.16040376,0.44709400,0.72718534,0.13627105
-4.93146573,2.31500543,0.06687528,0.00932634,0.00999818,1.81176922,1.09054522,0.42431813,0.68362141,0.12846885
-4.92546273,2.18096774,0.06311741,0.00887511,0.00917067,1.70742532,1.02335954,0.40275831,0.64088308,0.12108097
-4.91945973,2.05370959,0.05941212,0.00849469,0.00839368,1.60849826,0.95943252,0.38258401,0.59933540,0.11419641
-4.91345673,1.93422578,0.05578421,0.00818989,0.00766872,1.51577452,0.89924569,0.36392878,0.55928648,0.10788958
-4.90745373,1.82329348,0.05225421,0.00796385,0.00699626,1.42986869,0.84317436,0.34689048,0.52098725,0.10221917
-4.90145073,1.72147312,0.04883869,0.00781790,0.00637584,1.35122363,0.79148858,0.33153223,0.48463313,0.09722738
-4.89544772,1.62911443,0.04555070,0.00775156,0.00580623,1.28011473,0.74435663,0.31788406,0.45036705,0.09293976
-4.88944472,1.54636704,0.04240031,0.00776253,0.00528558,1.21665783,0.70185063,0.30594500,0.41828374,0.08936534
-4.88344172,1.47319486,0.03939513,0.00784671,0.00481159,1.16082020,0.66395406,0.29568564,0.38843483,0.08649723
-4.87743872,1.40939343,0.03654080,0.00799830,0.00438160,1.11243394,0.63057060,0.28705100,0.36083444,0.08431360
-4.87143572,1.35460946,0.03384149,0.00820992,0.00399277,1.07121132,0.60153395,0.27996358,0.33546484,0.08277896
-4.86543272,1.30836187,0.03130026,0.00847282,0.00364216,1.03676138,0.57661835,0.27432651,0.31228208,0.08184581
-4.85942971,1.27006373,0.02891940,0.00877709,0.00332681,1.00860739,0.55554930,0.27002683,0.29122123,0.08145645
-4.85342671,1.23904438,0.02670058,0.00911190,0.00304383,0.98620466,0.53801439,0.26693875,0.27220104,0.08154501
-4.84742371,1.21457139,0.02464498,0.00946588,0.00279043,0.96895830,0.52367377,0.26492689,0.25512806,0.08203969
-4.84142071,1.19587197,0.02275329,0.00982734,0.00256398,0.95624064,0.51217033,0.26384946,0.23990002,0.08286493
-4.83541771,1.18215334,0.02102565,0.01018473,0.00236202,0.94740804,0.50313919,0.26356136,0.22640853,0.08394375
-4.82941471,1.17262194,0.01946148,0.01052689,0.00218225,0.94181669,0.49621655,0.26391722,0.21454124,0.08519994
-4.82341171,1.16650121,0.01805934,0.01084347,0.00202256,0.93883737,0.49104775,0.26477419,0.20418334,0.08656020
-4.81740870,1.16304763,0.01681671,0.01112522,0.00188099,0.93786885,0.48729437,0.26599469,0.19521871,0.08795611
-4.81140570,1.16156486,0.01572983,0.01136430,0.00175573,0.93834976,0.48464046,0.26744888,0.18753071,0.08932588
-4.80540270,1.16141595,0.01479349,0.01155451,0.00164510,0.93976873,0.48279777,0.26901685,0.18100279,0.09061583
-4.79939970,1.16203319,0.01400096,0.01169151,0.00154756,0.94167270,0.48150983,0.27059057,0.17551892,0.09178157
-4.79339670,1.16292567,0.01334392,0.01177295,0.00146162,0.94367322,0.48055511,0.27207548,0.17096408,0.09278886
-4.78739370,1.16368440,0.01281241,0.01179849,0.00138594,0.94545067,0.47974892,0.27339165,0.16722479,0.09361403
-4.78139070,1.16398490,0.01239500,0.01176986,0.00131919,0.94675632,0.47894426,0.27447460,0.16418964,0.09424412
-4.77538769,1.16358727,0.01207884,0.01169068,0.00126015,0.94741224,0.47803162,0.27527561,0.16175006,0.09467658
-4.76938469,1.16233389,0.01184998,0.01156635,0.00120766,0.94730915,0.47693766,0.27576167,0.15980116,0.09491863
-4.76338169,1.16014477,0.01169356,0.01140381,0.00116062,0.94640225,0.47562292,0.27591490,0.15824265,0.09498629
-4.75737869,1.15701080,0.01159419,0.01121125,0.00111799,0.94470529,0.47407871,0.27573165,0.15697987,0.09490313
-4.75137569,1.15298527,0.01153632,0.01099775,0.00107881,0.94228312,0.47232310,0.27522119,0.15592479,0.09469874
-4.74537269,1.14817381,0.01150457,0.01077293,0.00104220,0.93924288,0.47039647,0.27440406,0.15499707,0.09440710
-4.73936968,1.14272331,0.01148417,0.01054658,0.00100735,0.93572444,0.46835645,0.27331021,0.15412496,0.09406480
-4.73336668,1.13681015,0.01146128,0.01032823,0.00097357,0.93189011,0.46627274,0.27197693,0.15324609,0.09370919
-4.72736368,1.13062822,0.01142336,0.01012684,0.00094024,0.92791434,0.46422175,0.27044672,0.15230809,0.09337666
-4.72136068,1.12437714,0.01135946,0.00995041,0.00090685,0.92397359,0.46228145,0.26876507,0.15126895,0.09310094
-4.71535768,1.11825124,0.01126042,0.00980576,0.00087300,0.92023685,0.46052653,0.26697837,0.15009713,0.09291166
-4.70935468,1.11242954,0.01111908,0.00969821,0.00083838,0.91685713,0.45902405,0.26513198,0.14877148,0.09283305
-4.70335168,1.10706725,0.01093036,0.00963150,0.00080279,0.91396431,0.45782981,0.26326840,0.14728075,0.09288304
-4.69734867,1.10228908,0.01069127,0.00960768,0.00076614,0.91165955,0.45698550,0.26142590,0.14562298,0.09307258
-4.69134567,1.09818456,0.01040090,0.00962708,0.00072842,0.91001149,0.45651679,0.25963736,0.14380457,0.09340534
-4.68534267,1.09480555,0.01006025,0.00968841,0.00068970,0.90905445,0.45643241,0.25792953,0.14183918,0.09387784
-4.67933967,1.09216606,0.00967211,0.00978888,0.00065014,0.90878856,0.45672426,0.25632273,0.13974657,0.09447976
-4.67333667,1.09024425,0.00924077,0.00992441,0.00060995,0.90918186,0.45736848,0.25483088,0.13755125,0.09519477
-4.66733367,1.08898654,0.00877184,0.01008990,0.00056938,0.91017415,0.45832752,0.25346199,0.13528114,0.09600145
-4.66133067,1.08831349,0.00827186,0.01027949,0.00052874,0.91168255,0.45955290,0.25221900,0.13296629,0.09687463
-4.65532766,1.08812721,0.00774808,0.01048693,0.00048832,0.91360813,0.46098870,0.25110086,0.13063765,0.09778672
-4.64932466,1.08831974,0.00720812,0.01070586,0.00044847,0.91584355,0.46257546,0.25010389,0.12832591,0.09870929
-4.64332166,1.08878194,0.00665968,0.01093018,0.00040948,0.91828102,0.46425427,0.24922324,0.12606060,0.09961457
