energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.29164582,1.18605641,0.00013465,0.14906092,0.18833464,0.31498576,0.01337271,0.55092756,0.30162792,0.26027435
-5.28564282,1.21064438,0.00014903,0.16146833,0.18568662,0.31568445,0.01301012,0.54381593,0.31962447,0.27518516
-5.27963982,1.23927539,0.00016419,0.17563975,0.18343301,0.31666059,0.01256878,0.53701158,0.34057976,0.29160327
-5.27363682,1.27189122,0.00017998,0.19178554,0.18150136,0.31773251,0.01205776,0.53030514,0.36479104,0.30954008
-5.26763382,1.30845219,0.00019623,0.21011403,0.17983254,0.31872716,0.01148729,0.52351674,0.39255319,0.32899723
-5.26163082,1.34892969,0.00021277,0.23082349,0.17838120,0.31948447,0.01086844,0.51649930,0.42414582,0.34996322
-5.25562781,1.39329676,0.00022938,0.25409354,0.17711556,0.31986130,0.01021274,0.50914045,0.45981936,0.37241001
-5.24962481,1.44151690,0.00024582,0.28007591,0.17601675,0.31973476,0.00953188,0.50136338,0.49978039,0.39628976
-5.24362181,1.49353188,0.00026184,0.30888517,0.17507770,0.31900494,0.00883730,0.49312651,0.54417689,0.42153193
-5.23761881,1.54924903,0.00027719,0.34058964,0.17430169,0.31759689,0.00813997,0.48442224,0.59308402,0.44804076
-5.23161581,1.60852882,0.00029161,0.37520273,0.17370073,0.31546192,0.00745002,0.47527480,0.64649092,0.47569338
-5.22561281,1.67117325,0.00030484,0.41267541,0.17329373,0.31257811,0.00677662,0.46573740,0.70428922,0.50433870
-5.21960980,1.73691580,0.00031663,0.45288988,0.17310458,0.30895005,0.00612775,0.45588878,0.76626392,0.53379699
-5.21360680,1.80541361,0.00032675,0.49565500,0.17316040,0.30460795,0.00551008,0.44582945,0.83208710,0.56386053
-5.20760380,1.87624241,0.00033500,0.54070381,0.17348974,0.29960604,0.00492897,0.43567755,0.90131500,0.59429504
-5.20160080,1.94889471,0.00034121,0.58769336,0.17412105,0.29402047,0.00438839,0.42556473,0.97338886,0.62484224
-5.19559780,2.02278170,0.00034526,0.63620704,0.17508138,0.28794678,0.00389101,0.41563208,1.04763978,0.65522326
-5.18959480,2.09723897,0.00034705,0.68575970,0.17639534,0.28149699,0.00343825,0.40602618,1.12329769,0.68514306
-5.18359180,2.17153625,0.00034654,0.73580532,0.17808436,0.27479660,0.00303042,0.39689562,1.19950445,0.71429562
-5.17758879,2.24489093,0.00034374,0.78574732,0.18016626,0.26798132,0.00266682,0.38838784,1.27533074,0.74236995
-5.17158579,2.31648507,0.00033870,0.83495114,0.18265515,0.26119402,0.00234590,0.38064641,1.34979643,0.76905653
-5.16558279,2.38548535,0.00033151,0.88275893,0.18556154,0.25458158,0.00206542,0.37380885,1.42189382,0.79405428
-5.15957979,2.45106520,0.00032233,0.92850565,0.18889269,0.24829198,0.00182263,0.36800487,1.49061298,0.81707761
-5.15357679,2.51242822,0.00031132,0.97153619,0.19265307,0.24247154,0.00161439,0.36335502,1.55496827,0.83786339
-5.14757379,2.56883182,0.00029869,1.01122292,0.19684493,0.23726232,0.00143734,0.35996960,1.61402517,0.85617760
-5.14157079,2.61960997,0.00028467,1.04698279,0.20146877,0.23279971,0.00128800,0.35794785,1.66692624,0.87182136
-5.13556778,2.66419385,0.00026952,1.07829351,0.20652376,0.22921012,0.00116291,0.35737709,1.71291529,0.88463602
-5.12956478,2.70212941,0.00025349,1.10470810,0.21200794,0.22660881,0.00105870,0.35833192,1.75135858,0.89450722
-5.12356178,2.73309075,0.00023684,1.12586703,0.21791817,0.22509777,0.00097221,0.36087327,1.78176233,0.90136754
-5.11755878,2.75688856,0.00021984,1.14150769,0.22424977,0.22476365,0.00090048,0.36504714,1.80378562,0.90519768
-5.11155578,2.77347315,0.00020271,1.15147061,0.23099587,0.22567580,0.00084083,0.37088326,1.81724815,0.90602605
-5.10555278,2.78293170,0.00018570,1.15570223,0.23814651,0.22788426,0.00079091,0.37839337,1.82213264,0.90392678
-5.09954977,2.78547993,0.00016901,1.15425412,0.24568739,0.23141801,0.00074864,0.38756946,1.81858158,0.89901610
-5.09354677,2.78144855,0.00015283,1.14727876,0.25359860,0.23628328,0.00071226,0.39838197,1.80688864,0.89144739
-5.08754377,2.77126522,0.00013730,1.13502202,0.26185321,0.24246229,0.00068032,0.41077811,1.78748526,0.88140498
-5.08154077,2.75543312,0.00012255,1.11781288,0.27041603,0.24991229,0.00065161,0.42468053,1.76092286,0.86909712
-5.07553777,2.73450730,0.00010869,1.09605075,0.27924250,0.25856521,0.00062520,0.43998659,1.72785178,0.85474825
-5.06953477,2.70907022,0.00009578,1.07019110,0.28827806,0.26832788,0.00060037,0.45656832,1.68899790,0.83859126
-5.06353177,2.67970786,0.00008387,1.04073013,0.29745797,0.27908316,0.00057658,0.47427343,1.64513801,0.82085982
-5.05752876,2.64698790,0.00007298,1.00818903,0.30670771,0.29069172,0.00055346,0.49292733,1.59707512,0.80178141
-5.05152576,2.61144107,0.00006311,0.97309868,0.31594412,0.30299487,0.00053077,0.51233634,1.54561484,0.78157117
-5.04552276,2.57354668,0.00005423,0.93598540,0.32507717,0.31581809,0.00050836,0.53229204,1.49154378,0.76042707
-5.03951976,2.53372305,0.00004632,0.89735819,0.33401239,0.32897547,0.00048616,0.55257667,1.43561083,0.73852645
-5.03351676,2.49232318,0.00003932,0.85769799,0.34265391,0.34227472,0.00046416,0.57296937,1.37851189,0.71602408
-5.02751376,2.44963542,0.00003317,0.81744923,0.35090785,0.35552264,0.00044238,0.59325296,1.32087856,0.69305177
-5.02151076,2.40588893,0.00002782,0.77701382,0.35868601,0.36853089,0.00042085,0.61322102,1.26327080,0.66971948
-5.01550775,2.36126301,0.00002319,0.73674748,0.36590952,0.38112160,0.00039963,0.63268464,1.20617357,0.64611762
-5.00950475,2.31589931,0.00001922,0.69695845,0.37251231,0.39313277,0.00037875,0.65147863,1.14999698,0.62232043
-5.00350175,2.26991559,0.00001584,0.65790819,0.37844405,0.40442295,0.00035827,0.66946671,1.09507965,0.59839000
-4.99749875,2.22341996,0.00001298,0.61981368,0.38367245,0.41487504,0.00033822,0.68654515,1.04169446,0.57438074
-4.99149575,2.17652395,0.00001058,0.58285116,0.38818462,0.42439904,0.00031863,0.70264479,0.99005594,0.55034371
-4.98549275,2.12935359,0.00000858,0.54716057,0.39198741,0.43293342,0.00029952,0.71773101,0.94032876,0.52633075
-4.97948974,2.08205732,0.00000692,0.51285047,0.39510665,0.44044519,0.00028090,0.73180178,0.89263625,0.50239792
-4.97348674,2.03481022,0.00000556,0.48000303,0.39758528,0.44692849,0.00026279,0.74488361,0.84706871,0.47860810
-4.96748374,1.98781411,0.00000444,0.44867865,0.39948044,0.45240197,0.00024521,0.75702579,0.80369054,0.45503262
-4.96148074,1.94129375,0.00000354,0.41892004,0.40085972,0.45690494,0.00022817,0.76829316,0.76254619,0.43175185
-4.95547774,1.89548940,0.00000281,0.39075566,0.40179668,0.46049265,0.00021169,0.77875781,0.72366455,0.40885479
-4.94947474,1.85064649,0.00000223,0.36420221,0.40236605,0.46323095,0.00019582,0.78849037,0.68706164,0.38643770
-4.94347174,1.80700344,0.00000177,0.33926644,0.40263885,0.46519069,0.00018058,0.79755129,0.65274202,0.36460208
-4.93746873,1.76477865,0.00000140,0.31594616,0.40267768,0.46644217,0.00016604,0.80598290,0.62069877,0.34345213
-4.93146573,1.72415802,0.00000113,0.29423076,0.40253266,0.46705009,0.00015225,0.81380264,0.59091272,0.32309198
-4.92546273,1.68528391,0.00000091,0.27410115,0.40223815,0.46706924,0.00013927,0.82099805,0.56335109,0.30362296
-4.91945973,1.64824696,0.00000076,0.25552969,0.40181054,0.46654122,0.00012721,0.82752394,0.53796614,0.28514114
-4.91345673,1.61308127,0.00000066,0.23847987,0.40124733,0.46549239,0.00011614,0.83330185,0.51469399,0.26773546
-4.90745373,1.57976372,0.00000060,0.22290635,0.40052743,0.46393318,0.00010618,0.83822206,0.49345426,0.25148644
-4.90145073,1.54821759,0.00000058,0.20875507,0.39961283,0.46185880,0.00009744,0.84214802,0.47415039,0.23646575
-4.89544772,1.51832043,0.00000059,0.19596394,0.39845153,0.45925115,0.00009005,0.84492298,0.45667119,0.22273663
-4.88944472,1.48991579,0.00000065,0.18446374,0.39698141,0.45608205,0.00008415,0.84637841,0.44089331,0.21035504
-4.88344172,1.46282808,0.00000074,0.17417963,0.39513505,0.45231721,0.00007989,0.84634384,0.42668475,0.19937156
-4.87743872,1.43687959,0.00000088,0.16503286,0.39284498,0.44792096,0.00007745,0.84465748,0.41390911,0.18983382
-4.87143572,1.41190857,0.00000107,0.15694284,0.39004916,0.44286126,0.00007702,0.84117688,0.40243044,0.18178919
-4.86543272,1.38778717,0.00000131,0.14982928,0.38669633,0.43711470,0.00007880,0.83578929,0.39211817,0.17528764
-4.85942971,1.36443795,0.00000161,0.14361440,0.38275092,0.43067112,0.00008301,0.82842075,0.38285195,0.17038427
-4.85342671,1.34184778,0.00000199,0.13822489,0.37819712,0.42353758,0.00008988,0.81904367,0.37452594,0.16714149
-4.84742371,1.32007813,0.00000244,0.13359365,0.37304198,0.41574146,0.00009968,0.80768221,0.36705225,0.16563033
-4.84142071,1.29927089,0.00000299,0.12966109,0.36731732,0.40733237,0.00011265,0.79441540,0.36036322,0.16593091
-4.83541771,1.27964913,0.00000364,0.12637594,0.36108024,0.39838291,0.00012906,0.77937753,0.35441239,0.16813166
-4.82941471,1.26151252,0.00000440,0.12369541,0.35441229,0.38898797,0.00014917,0.76275597,0.34917410,0.17232728
-4.82341171,1.24522741,0.00000529,0.12158491,0.34741726,0.37926292,0.00017324,0.74478642,0.34464152,0.17861543
-4.81740870,1.23121183,0.00000632,0.12001705,0.34021777,0.36934047,0.00020148,0.72574589,0.34082352,0.18709199
-4.81140570,1.21991614,0.00000749,0.11897027,0.33295071,0.35936655,0.00023409,0.70594365,0.33774017,0.19784521
-4.80540270,1.21179995,0.00000883,0.11842694,0.32576187,0.34949530,0.00027122,0.68571068,0.33541756,0.21094879
-4.79939970,1.20730656,0.00001032,0.11837126,0.31879999,0.33988346,0.00031295,0.66538808,0.33388186,0.22645415
-4.79339670,1.20683605,0.00001199,0.11878694,0.31221043,0.33068447,0.00035929,0.64531496,0.33315329,0.24438236
-4.78739370,1.21071828,0.00001382,0.11965490,0.30612890,0.32204243,0.00041014,0.62581632,0.33324022,0.26471597
-4.78139070,1.21918721,0.00001582,0.12095110,0.30067543,0.31408635,0.00046532,0.60719155,0.33413373,0.28739122
-4.77538769,1.23235785,0.00001798,0.12264462,0.29594896,0.30692481,0.00052453,0.58970392,0.33580315,0.31229120
-4.76938469,1.25020698,0.00002029,0.12469620,0.29202265,0.30064139,0.00058734,0.57357145,0.33819262,0.33924026
-4.76338169,1.27255885,0.00002274,0.12705718,0.28894020,0.29529092,0.00065320,0.55895970,0.34121909,0.36800023
-4.75737869,1.29907658,0.00002529,0.12966909,0.28671343,0.29089691,0.00072142,0.54597643,0.34477171,0.39826881
-4.75137569,1.32926003,0.00002794,0.13246377,0.28532098,0.28745004,0.00079122,0.53466858,0.34871287,0.42968037
-4.74537269,1.36245045,0.00003064,0.13536416,0.28470843,0.28490793,0.00086168,0.52502146,0.35288064,0.46180956
-4.73936968,1.39784191,0.00003336,0.13828558,0.28478960,0.28319616,0.00093179,0.51696018,0.35709261,0.49417755
-4.73336668,1.43449933,0.00003606,0.14113759,0.28544924,0.28221045,0.00100048,0.51035321,0.36115101,0.52626115
-4.72736368,1.47138254,0.00003870,0.14382628,0.28654667,0.28181995,0.00106661,0.50501795,0.36484862,0.55750437
-4.72136068,1.50737555,0.00004124,0.14625681,0.28792054,0.28187161,0.00112904,0.50072793,0.36797549,0.58733220
-4.71535768,1.54131981,0.00004363,0.14833623,0.28939428,0.28219518,0.00118662,0.49722151,0.37032593,0.61516622
-4.70935468,1.57205034,0.00004583,0.14997634,0.29078216,0.28260902,0.00123827,0.49421155,0.37170548,0.64044123
-4.70335168,1.59843316,0.00004780,0.15109647,0.29189564,0.28292622,0.00128297,0.49139586,0.37193762,0.66262245
-4.69734867,1.61940248,0.00004950,0.15162606,0.29254985,0.28296084,0.00131982,0.48846793,0.37086987,0.68122242
-4.69134567,1.63399609,0.00005089,0.15150702,0.29256985,0.28253420,0.00134806,0.48512756,0.36837899,0.69581690
-4.68534267,1.64138758,0.00005194,0.15069554,0.29179653,0.28148079,0.00136709,0.48109107,0.36437514,0.70605903
-4.67933967,1.64091385,0.00005264,0.14916352,0.29009186,0.27965362,0.00137652,0.47610066,0.35880475,0.71169103
-4.67333667,1.63209689,0.00005296,0.14689941,0.28734330,0.27692897,0.00137614,0.46993268,0.35165210,0.71255306
-4.66733367,1.61465889,0.00005291,0.14390850,0.28346735,0.27321013,0.00136596,0.46240446,0.34293955,0.70858854
-4.66133067,1.58853012,0.00005248,0.14021261,0.27841186,0.26843015,0.00134620,0.45337956,0.33272637,0.69984595
-4.65532766,1.55384937,0.00005167,0.13584924,0.27215730,0.26255355,0.00131727,0.44277119,0.32110640,0.68647689
-4.64932466,1.51095695,0.00005052,0.13087020,0.26471683,0.25557675,0.00127978,0.43054385,0.30820458,0.66873043
-4.64332166,1.46038081,0.00004904,0.12533981,0.25613519,0.24752754,0.00123450,0.41671307,0.29417251,0.64694429
