energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.83791896,7.98862839,0.02358992,0.91378435,3.64993948,3.34021265,0.10022364,2.72767189,1.08326132,0.20624709
-5.83191596,7.83197588,0.02372339,0.89820760,3.55727065,3.27197413,0.09830251,2.67798063,1.05437876,0.20258878
-5.82591296,7.66249999,0.02385392,0.88054769,3.45840920,3.19870698,0.09621117,2.62372550,1.02381697,0.19875648
-5.81990995,7.48181781,0.02398545,0.86106714,3.35399649,3.12125781,0.09397592,2.56528741,0.99169506,0.19479832
-5.81390695,7.29194114,0.02412218,0.84007475,3.24478965,3.04065161,0.09162710,2.50319228,0.95819315,0.19077154
-5.80790395,7.09520181,0.02426833,0.81791614,3.13165191,2.95804851,0.08919806,2.43809134,0.92354808,0.18674030
-5.80190095,6.89416669,0.02442795,0.79496311,3.01553946,2.87469628,0.08672402,2.37073716,0.88804723,0.18277319
-5.79589795,6.69154615,0.02460470,0.77160223,2.89748491,2.79188064,0.08424089,2.30195669,0.85202063,0.17894068
-5.78989495,6.49010013,0.02480176,0.74822303,2.77857763,2.71087591,0.08178406,2.23262250,0.81583167,0.17531243
-5.78389195,6.29254600,0.02502172,0.72520631,2.65994154,2.63289793,0.07938728,2.16362373,0.77986680,0.17195479
-5.77788894,6.10147211,0.02526665,0.70291297,2.54271097,2.55906147,0.07708166,2.09583786,0.74452476,0.16892841
-5.77188594,5.91926085,0.02553805,0.68167386,2.42800558,2.49034393,0.07489473,2.03010480,0.71020559,0.16628618
-5.76588294,5.74802412,0.02583706,0.66178090,2.31690507,2.42755673,0.07284981,1.96720423,0.67730000,0.16407164
-5.75987994,5.58955375,0.02616454,0.64348000,2.21042498,2.37132543,0.07096543,1.90783710,0.64617937,0.16231777
-5.75387694,5.44528838,0.02652125,0.62696580,2.10949427,2.32207924,0.06925503,1.85261197,0.61718697,0.16104635
-5.74787394,5.31629765,0.02690806,0.61237856,2.01493575,2.28004994,0.06772693,1.80203649,0.59063039,0.16026793
-5.74187094,5.20328336,0.02732607,0.59980310,1.92745020,2.24527991,0.06638435,1.75651414,0.56677568,0.15998227
-5.73586793,5.10659670,0.02777678,0.58926994,1.84760450,2.21763840,0.06522577,1.71634590,0.54584314,0.16017936
-5.72986493,5.02626979,0.02826217,0.58075830,1.77582445,2.19684499,0.06424535,1.68173645,0.52800500,0.16084088
-5.72386193,4.96205891,0.02878476,0.57420089,1.71239222,2.18249865,0.06343349,1.65280420,0.51338473,0.16194202
-5.71785893,4.91349673,0.02934760,0.56949018,1.65744842,2.17411063,0.06277752,1.62959420,0.50205808,0.16345363
-5.71185593,4.87995007,0.02995420,0.56648578,1.61099852,2.17113960,0.06226238,1.61209300,0.49405553,0.16534441
-5.70585293,4.86068008,0.03060835,0.56502248,1.57292298,2.17302692,0.06187137,1.60024437,0.48936595,0.16758325
-5.69984992,4.85490123,0.03131402,0.56491882,1.54299059,2.17923049,0.06158683,1.59396493,0.48794121,0.17014130
-5.69384692,4.86183639,0.03207506,0.56598548,1.52087415,2.18925539,0.06139081,1.59315871,0.48970145,0.17299395
-5.68784392,4.88076506,0.03289500,0.56803336,1.50616768,2.20268007,0.06126562,1.59772975,0.49454058,0.17612233
-5.68184092,4.91106275,0.03377676,0.57088090,1.49840434,2.21917701,0.06119432,1.60759217,0.50233196,0.17951446
-5.67583792,4.95222985,0.03472238,0.57436048,1.49707422,2.23852697,0.06116114,1.62267721,0.51293377,0.18316581
-5.66983492,5.00390916,0.03573283,0.57832357,1.50164120,2.26062659,0.06115168,1.64293700,0.52619388,0.18707936
-5.66383192,5.06589171,0.03680774,0.58264457,1.51155843,2.28548926,0.06115313,1.66834490,0.54195419,0.19126509
-5.65782891,5.13811132,0.03794531,0.58722325,1.52628171,2.31323943,0.06115436,1.69889272,0.56005407,0.19573895
-5.65182591,5.22062876,0.03914214,0.59198578,1.54528060,2.34410119,0.06114585,1.73458510,0.58033295,0.20052135
-5.64582291,5.31360703,0.04039322,0.59688441,1.56804690,2.37838179,0.06111969,1.77543143,0.60263210,0.20563533
-5.63981991,5.41727957,0.04169194,0.60189602,1.59410068,2.41645114,0.06106941,1.82143606,0.62679533,0.21110437
-5.63381691,5.53191347,0.04303014,0.60701953,1.62299373,2.45871872,0.06098985,1.87258746,0.65266908,0.21695016
-5.62781391,5.65777003,0.04439827,0.61227257,1.65431079,2.50560886,0.06087696,1.92884701,0.68010158,0.22319034
-5.62181091,5.79506501,0.04578554,0.61768759,1.68766893,2.55753588,0.06072765,1.99013809,0.70894161,0.22983634
-5.61580790,5.94393079,0.04718012,0.62330763,1.72271538,2.61488033,0.06053957,2.05633642,0.73903670,0.23689159
-5.60980490,6.10438254,0.04856941,0.62918203,1.75912431,2.67796725,0.06031105,2.12726188,0.77023127,0.24435003
-5.60380190,6.27629015,0.04994032,0.63536236,1.79659315,2.74704759,0.06004086,2.20267269,0.80236465,0.25219512
-5.59779890,6.45935739,0.05127950,0.64189878,1.83483870,2.82228351,0.05972822,2.28226206,0.83526941,0.26039946
-5.59179590,6.65310919,0.05257365,0.64883692,1.87359369,2.90373789,0.05937266,2.36565766,0.86877002,0.26892488
-5.58579290,6.85688755,0.05380981,0.65621559,1.91260396,2.99136858,0.05897404,2.45242393,0.90268222,0.27772321
-5.57978989,7.06985611,0.05497566,0.66406520,1.95162663,3.08502704,0.05853253,2.54206715,0.93681308,0.28673742
-5.57378689,7.29101272,0.05605975,0.67240707,1.99042941,3.18446139,0.05804865,2.63404303,0.97096198,0.29590340
-5.56778389,7.51920912,0.05705180,0.68125352,2.02879108,3.28932313,0.05752333,2.72776630,1.00492252,0.30515189
-5.56178089,7.75317630,0.05794290,0.69060862,2.06650302,3.39917692,0.05695797,2.82262193,1.03848532,0.31441077
-5.55577789,7.99155367,0.05872577,0.70046952,2.10337172,3.51351248,0.05635455,2.91797724,1.07144176,0.32360736
-5.54977489,8.23292031,0.05939494,0.71082809,2.13922191,3.63175773,0.05571572,3.01319431,1.10358834,0.33267066
-5.54377189,8.47582608,0.05994689,0.72167270,2.17389992,3.75329207,0.05504486,3.10764195,1.13473162,0.34153341
-5.53776888,8.71882061,0.06038021,0.73298984,2.20727699,3.87745891,0.05434621,3.20070663,1.16469333,0.35013382
-5.53176588,8.96047842,0.06069565,0.74476549,2.23925197,4.00357660,0.05362483,3.29180177,1.19331543,0.35841687
-5.52576288,9.19941859,0.06089618,0.75698578,2.26975311,4.13094698,0.05288672,3.38037493,1.22046477,0.36633518
-5.51975988,9.43431794,0.06098691,0.76963706,2.29873853,4.25886129,0.05213868,3.46591260,1.24603693,0.37384924
-5.51375688,9.66391708,0.06097507,0.78270502,2.32619519,4.38660299,0.05138831,3.54794251,1.26995903,0.38092730
-5.50775388,9.88701931,0.06086979,0.79617294,2.35213614,4.51344780,0.05064387,3.62603329,1.29219119,0.38754461
-5.50175088,10.10248299,0.06068189,0.81001914,2.37659605,4.63866116,0.04991404,3.69979204,1.31272639,0.39368240
-5.49574787,10.30920836,0.06042362,0.82421357,2.39962528,4.76149367,0.04920772,3.76885985,1.33158872,0.39932650
-5.48974487,10.50612044,0.06010828,0.83871398,2.42128252,4.88117554,0.04853372,3.83290602,1.34882996,0.40446572
-5.48374187,10.69214990,0.05974983,0.85346168,2.44162668,4.99691074,0.04790046,3.89162154,1.36452456,0.40909028
-5.47773887,10.86621405,0.05936244,0.86837740,2.46070830,5.10787203,0.04731555,3.94471257,1.37876342,0.41319024
-5.47173587,11.02720022,0.05896002,0.88335751,2.47856118,5.21319793,0.04678553,3.99189446,1.39164651,0.41675415
-5.46573287,11.17395365,0.05855578,0.89827088,2.49519473,5.31199250,0.04631545,4.03288723,1.40327508,0.41976801
-5.45972986,11.30527187,0.05816174,0.91295696,2.51058778,5.40332879,0.04590858,4.06741289,1.41374368,0.42221458
-5.45372686,11.41990693,0.05778831,0.92722507,2.52468415,5.48625651,0.04556620,4.09519513,1.42313262,0.42407320
-5.44772386,11.51657676,0.05744394,0.94085538,2.53739061,5.55981432,0.04528738,4.11596164,1.43150138,0.42532004
-5.44172086,11.59398586,0.05713478,0.95360165,2.54857732,5.62304666,0.04506891,4.12944922,1.43888333,0.42592879
-5.43571786,11.65085527,0.05686453,0.96519564,2.55808108,5.67502489,0.04490536,4.13541149,1.44528233,0.42587186
-5.42971486,11.68596085,0.05663431,0.97535340,2.56571111,5.71487209,0.04478919,4.13362909,1.45067126,0.42512189
-5.42371186,11.69817861,0.05644264,0.98378295,2.57125737,5.74179071,0.04471103,4.12392168,1.45499286,0.42365358
-5.41770885,11.68653492,0.05628558,0.99019339,2.57450079,5.75509186,0.04466004,4.10616134,1.45816267,0.42144570
-5.41170585,11.65025927,0.05615696,0.99430474,2.57522500,5.75422505,0.04462434,4.08028656,1.46007414,0.41848318
-5.40570285,11.58883687,0.05604867,0.99585833,2.57322886,5.73880688,0.04459161,4.04631601,1.46060547,0.41475919
-5.39969985,11.50205827,0.05595112,0.99462712,2.56833907,5.70864729,0.04454962,4.00436122,1.45962784,0.41027704
-5.39369685,11.39006305,0.05585363,0.99042542,2.56042209,5.66377194,0.04448689,3.95463743,1.45701448,0.40505183
-5.38769385,11.25337498,0.05574504,0.98311765,2.54939461,5.60443942,0.04439327,3.89747183,1.45265012,0.39911180
-5.38169085,11.09292623,0.05561413,0.97262549,2.53523203,5.53115221,0.04426048,3.83330840,1.44644007,0.39249920
-5.37568784,10.91006877,0.05545023,0.95893316,2.51797429,5.44466041,0.04408266,3.76270909,1.43831851,0.38527068
-5.36968484,10.70657152,0.05524362,0.94209060,2.49772871,5.34595775,0.04385671,3.68635075,1.42825530,0.37749719
-5.36368184,10.48460267,0.05498599,0.92221410,2.47466977,5.23626952,0.04358258,3.60501775,1.41626111,0.36926330
-5.35767884,10.24669710,0.05467073,0.89948467,2.44903567,5.11703254,0.04326341,3.51959048,1.40239028,0.36066598
-5.35167584,9.99570964,0.05429320,0.87414386,2.42112204,4.98986760,0.04290549,3.43102985,1.38674158,0.35181293
-5.34567284,9.73475569,0.05385077,0.84648753,2.39127309,4.85654507,0.04251810,3.34035831,1.36945654,0.34282035
-5.33966983,9.46714121,0.05334291,0.81685753,2.35987084,4.71894496,0.04211322,3.24863817,1.35071581,0.33381045
-5.33366683,9.19628488,0.05277102,0.78563201,2.32732313,4.57901255,0.04170505,3.15694795,1.33073349,0.32490854
-5.32766383,8.92563532,0.05213828,0.75321442,2.29405107,4.43871151,0.04130949,3.06635774,1.30975022,0.31624008
-5.32166083,8.65858706,0.05144932,0.72002208,2.26047676,4.29997594,0.04094350,2.97790466,1.28802517,0.30792752
-5.31565783,8.39839840,0.05070993,0.68647448,2.22701207,4.16466355,0.04062442,2.89256926,1.26582765,0.30008730
-5.30965483,8.14811491,0.04992665,0.65298196,2.19404896,4.03451151,0.04036930,2.81125416,1.24342882,0.29282698
-5.30365183,7.91050151,0.04910648,0.61993528,2.16195201,3.91109692,0.04019417,2.73476549,1.22109398,0.28624273
-5.29764882,7.68798602,0.04825644,0.58769623,2.13105326,3.79580332,0.04011349,2.66379816,1.19907594,0.28041718
-5.29164582,7.48261622,0.04738338,0.55658983,2.10164965,3.68979472,0.04013952,2.59892532,1.17760968,0.27541780
-5.28564282,7.29603207,0.04649371,0.52689822,2.07400286,3.59399787,0.04028194,2.54059246,1.15690860,0.27129584
-5.27963982,7.12945354,0.04559330,0.49885634,2.04834122,3.50909364,0.04054750,2.48911623,1.13716244,0.26808590
-5.27363682,6.98368431,0.04468742,0.47264952,2.02486338,3.43551735,0.04093984,2.44468775,1.11853679,0.26580613
-5.26763382,6.85913014,0.04378086,0.44841284,2.00374288,3.37346814,0.04145941,2.40738022,1.10117404,0.26445896
-5.26163082,6.75583069,0.04287803,0.42623217,1.98513335,3.32292645,0.04210357,2.37716007,1.08519552,0.26403245
-5.25562781,6.67350234,0.04198322,0.40614662,1.96917329,3.28367874,0.04286679,2.35390107,1.07070450,0.26450210
-5.24962481,6.61158978,0.04110088,0.38815234,1.95599016,3.25534800,0.04374094,2.33740053,1.05778975,0.26583296
-5.24362181,6.56932313,0.04023593,0.37220710,1.94570316,3.23742870,0.04471566,2.32739672,1.04652919,0.26798203
-5.23761881,6.54577808,0.03939411,0.35823572,1.93842438,3.22932415,0.04577885,2.32358670,1.03699345,0.27090082
-5.23161581,6.53993579,0.03858219,0.34613574,1.93425835,3.23038489,0.04691715,2.32564373,1.02924895,0.27453780
-5.22561281,6.55074025,0.03780830,0.33578333,1.93329995,3.23994603,0.04811639,2.33323360,1.02336032,0.27884082
-5.21960980,6.57715061,0.03708203,0.32703918,1.93563113,3.25736219,0.04936214,2.34602939,1.01939217,0.28375927
-5.21360680,6.61818686,0.03641450,0.31975400,1.94131682,3.28203850,0.05064014,2.36372420,1.01741001,0.28924593
-5.20760380,6.67296752,0.03581831,0.31377380,1.95040074,3.31345654,0.05193668,2.38604172,1.01748050,0.29525842
-5.20160080,6.74073847,0.03530741,0.30894460,1.96290175,3.35119432,0.05323901,2.41274458,1.01967117,0.30176038
-5.19559780,6.82089287,0.03489678,0.30511667,1.97881142,3.39493971,0.05453555,2.44364050,1.02404961,0.30872209
-5.18959480,6.91298214,0.03460210,0.30214821,1.99809343,3.44449710,0.05581615,2.47858641,1.03068254,0.31612084
-5.18359180,7.01671854,0.03443929,0.29990842,2.02068531,3.49978731,0.05707220,2.51749076,1.03963474,0.32394092
-5.17758879,7.13197025,0.03442398,0.29828016,2.04650254,3.56084101,0.05829667,2.56031425,1.05096814,0.33217329
-5.17158579,7.25874953,0.03457097,0.29716199,2.07544532,3.62778624,0.05948415,2.60706907,1.06474101,0.34081507
-5.16558279,7.39719527,0.03489373,0.29646971,2.10740743,3.70083082,0.06063079,2.65781688,1.08100737,0.34986885
-5.15957979,7.54755050,0.03540382,0.29613753,2.14228674,3.78024045,0.06173418,2.71266549,1.09981661,0.35934185
-5.15357679,7.71013604,0.03611045,0.29611861,2.17999655,3.86631358,0.06279321,2.77176427,1.12121307,0.36924504
-5.14757379,7.88532074,0.03702012,0.29638520,2.22047681,3.95935419,0.06380793,2.83529804,1.14523557,0.37959216
-5.14157079,8.07348918,0.03813635,0.29692827,2.26370402,4.05964342,0.06477934,2.90347950,1.17191658,0.39039874
-5.13556778,8.27500744,0.03945945,0.29775657,2.30969880,4.16741147,0.06570921,2.97653980,1.20128087,0.40168109
-5.12956478,8.49018726,0.04098657,0.29889524,2.35853002,4.28281049,0.06659983,3.05471732,1.23334347,0.41345520
-5.12356178,8.71924961,0.04271172,0.30038373,2.41031464,4.40588986,0.06745385,3.13824441,1.26810679,0.42573555
-5.11755878,8.96228796,0.04462598,0.30227333,2.46521268,4.53657444,0.06827403,3.22733226,1.30555671,0.43853391
-5.11155578,9.21923228,0.04671784,0.30462413,2.52341704,4.67464693,0.06906308,3.32215411,1.34565794,0.45185799
-5.10555278,9.48981475,0.04897352,0.30750149,2.58513825,4.81973477,0.06982341,3.42282708,1.38834848,0.46570992
-5.09954977,9.77353814,0.05137744,0.31097221,2.65058472,4.97130225,0.07055701,3.52939329,1.43353363,0.48008474
-5.09354677,10.06964825,0.05391264,0.31510046,2.71993936,5.12864812,0.07126524,3.64180092,1.48107985,0.49496872
-5.08754377,10.37711167,0.05656130,0.31994353,2.79333387,5.29090882,0.07194873,3.75988617,1.53080880,0.51033774
-5.08154077,10.69460026,0.05930510,0.32554779,2.87082212,5.45706733,0.07260728,3.88335701,1.58249224,0.52615559
-5.07553777,11.02048352,0.06212561,0.33194473,2.95235450,5.62596731,0.07323972,4.01177984,1.63584817,0.54237254
-5.06953477,11.35283010,0.06500458,0.33914761,3.03775489,5.79633206,0.07384397,4.14456994,1.69053874,0.55892399
-5.06353177,11.68941925,0.06792414,0.34714859,3.12670199,5.96678772,0.07441693,4.28098679,1.74617039,0.57572953
-5.05752876,12.02776260,0.07086685,0.35591672,3.21871658,6.13588979,0.07495463,4.42013482,1.80229663,0.59269239
-5.05152576,12.36513650,0.07381575,0.36539682,3.31315599,6.30215203,0.07545223,4.56097025,1.85842349,0.60969939
-5.04552276,12.69862452,0.07675423,0.37550936,3.40921657,6.46407677,0.07590417,4.70231423,1.91401799,0.62662151
-5.03951976,13.02516907,0.07966583,0.38615140,3.50594463,6.62018553,0.07630434,4.84287223,1.96851914,0.64331515
-5.03351676,13.34163109,0.08253406,0.39719858,3.60225578,6.76904885,0.07664627,4.98125925,2.02135155,0.65962400
-5.02751376,13.64485582,0.08534212,0.40850810,3.69696202,6.90931444,0.07692331,5.11603027,2.07194083,0.67538164
-5.02151076,13.93174268,0.08807267,0.41992262,3.78880561,7.03973270,0.07712889,5.24571485,2.11973037,0.69041486
-5.01550775,14.19931695,0.09070762,0.43127481,3.87649822,7.15917895,0.07725678,5.36885474,2.16419873,0.70454744
-5.00950475,14.44480063,0.09322806,0.44239254,3.95876355,7.26667176,0.07730127,5.48404296,2.20487663,0.71760456
-5.00350175,14.66568007,0.09561417,0.45310436,4.03438139,7.36138719,0.07725747,5.58996302,2.24136300,0.72941747
-4.99749875,14.85976794,0.09784539,0.46324498,4.10223109,7.44266855,0.07712147,5.68542644,2.27333892,0.73982838
-4.99149575,15.02525720,0.09990060,0.47266068,4.16133220,7.51003198,0.07689059,5.76940726,2.30057896,0.74869543
-4.98549275,15.16076517,0.10175856,0.48121433,4.21088041,7.56316770,0.07656348,5.84107194,2.32295917,0.75589740
-4.97948974,15.26536598,0.10339837,0.48878967,4.25027700,7.60193759,0.07614025,5.89980347,2.34046121,0.76133812
-4.97348674,15.33861019,0.10480007,0.49529491,4.27915043,7.62636907,0.07562261,5.94521853,2.35317239,0.76495029
-4.96748374,15.38053080,0.10594532,0.50066534,4.29736905,7.63664600,0.07501379,5.97717711,2.36128149,0.76669852
-4.96148074,15.39163516,0.10681813,0.50486483,4.30504443,7.63309686,0.07431864,5.99578394,2.36507055,0.76658153
-4.95547774,15.37288304,0.10740552,0.50788633,4.30252504,7.61618053,0.07354345,6.00138168,2.36490282,0.76463324
-4.94947474,15.32565122,0.10769819,0.50975113,4.29038095,7.58647028,0.07269591,5.99453607,2.36120747,0.76092274
-4.94347174,15.25168581,0.10769102,0.51050720,4.26937990,7.54463594,0.07178489,5.97601350,2.35446174,0.75555305
-4.93746873,15.15304359,0.10738348,0.51022647,4.24045630,7.49142496,0.07082025,5.94675184,2.34517125,0.74865872
-4.93146573,15.03202435,0.10677983,0.50900127,4.20467435,7.42764232,0.06981254,5.90782568,2.33384936,0.74040223
-4.92546273,14.89109634,0.10588913,0.50694019,4.16318702,7.35412985,0.06877278,5.86040725,2.32099658,0.73096933
-4.91945973,14.73281753,0.10472504,0.50416341,4.11719279,7.27174529,0.06771206,5.80572457,2.30708076,0.72056355
-4.91345673,14.55975545,0.10330543,0.50079776,4.06789198,7.18134155,0.06664128,5.74501857,2.29251919,0.70939994
-4.90745373,14.37440857,0.10165176,0.49697180,4.01644445,7.08374671,0.06557078,5.67950079,2.27766312,0.69769837
-4.90145073,14.17913235,0.09978839,0.49281100,3.96393060,6.97974543,0.06451007,5.61031350,2.26278555,0.68567665
-4.89544772,13.97607290,0.09774171,0.48843329,3.91131697,6.87006247,0.06346749,5.53849381,2.24807275,0.67354371
-4.88944472,13.76711103,0.09553925,0.48394519,3.85942792,6.75534893,0.06245003,5.46494333,2.23361981,0.66149320
-4.88344172,13.55381903,0.09320875,0.47943854,3.80892426,6.63617206,0.06146314,5.39040450,2.21943037,0.64969771
-4.87743872,13.33743206,0.09077732,0.47498803,3.76028941,6.51300911,0.06051060,5.31544463,2.20542048,0.63830387
-4.87143572,13.11883532,0.08827066,0.47064956,3.71382343,6.38624563,0.05959448,5.24044813,2.19142632,0.62742853
-4.86543272,12.89856733,0.08571244,0.46645945,3.66964470,6.25617862,0.05871519,5.16561715,2.17721531,0.61715624
-4.85942971,12.67683896,0.08312379,0.46243444,3.62769873,6.12302424,0.05787160,5.09098021,2.16249996,0.60753795
-4.85342671,12.45356676,0.08052306,0.45857251,3.58777330,5.98692996,0.05706119,5.01640835,2.14695377,0.59859106
-4.84742371,12.22841854,0.07792567,0.45485425,3.54951891,5.84799033,0.05628031,4.94163739,2.13022829,0.59030080
-4.84142071,12.00086836,0.07534420,0.45124487,3.51247300,5.70626552,0.05552441,4.86629529,2.11197039,0.58262265
-4.83541771,11.77025759,0.07278855,0.44769656,3.47608681,5.56180155,0.05478836,4.78993253,2.09183892,0.57548580
-4.82941471,11.53585824,0.07026631,0.44415104,3.43975318,5.41465068,0.05406673,4.71205415,2.06951997,0.56879734
-4.82341171,11.29693503,0.06778315,0.44054233,3.40283409,5.26489085,0.05335402,4.63215135,2.04473982,0.56244698
-4.81740870,11.05280252,0.06534323,0.43679940,3.36468654,5.11264263,0.05264493,4.54973109,2.01727529,0.55631200
-4.81140570,10.80287435,0.06294964,0.43284871,3.32468585,4.95808268,0.05193452,4.46434222,1.98696081,0.55026226
-4.80540270,10.54670206,0.06060481,0.42861654,3.28224545,4.80145269,0.05121830,4.37559693,1.95369229,0.54416493
-4.79939970,10.28400209,0.05831078,0.42403102,3.23683291,4.64306328,0.05049230,4.28318678,1.91742778,0.53788895
-4.79339670,10.01467022,0.05606948,0.41902392,3.18798181,4.48329278,0.04975304,4.18689284,1.87818501,0.53130886
-4.78739370,9.73878398,0.05388281,0.41353209,3.13529978,4.32258089,0.04899745,4.08659019,1.83603652,0.52430808
-4.78139070,9.45659404,0.05175267,0.40749867,3.07847288,4.16141818,0.04822278,3.98224704,1.79110276,0.51678150
-4.77538769,9.16850679,0.04968092,0.40087408,3.01726710,4.00033213,0.04742640,3.87391934,1.74354388,0.50863747
-4.76938469,8.87506064,0.04766921,0.39361679,2.95152746,3.83987113,0.04660572,3.76174206,1.69355100,0.49979917
-4.76338169,8.57689888,0.04571883,0.38569409,2.88117567,3.68058775,0.04575800,3.64591810,1.64133756,0.49020548
-4.75737869,8.27474205,0.04383049,0.37708267,2.80620687,3.52302287,0.04488027,3.52670630,1.58713145,0.47981145
-4.75137569,7.96936266,0.04200412,0.36776922,2.72668617,3.36769180,0.04396930,3.40440964,1.53116829,0.46858844
-4.74537269,7.66156444,0.04023877,0.35775098,2.64274549,3.21507373,0.04302157,3.27936458,1.47368645,0.45652400
-4.73936968,7.35216777,0.03853246,0.34703627,2.55458082,3.06560526,0.04203335,3.15193241,1.41492370,0.44362169
-4.73336668,7.04200232,0.03688220,0.33564496,2.46245019,2.91967854,0.04100087,3.02249304,1.35511569,0.42990071
-4.72736368,6.73190684,0.03528404,0.32360879,2.36667213,2.77764399,0.03992049,2.89144130,1.29449605,0.41539551
-4.72136068,6.42273548,0.03373321,0.31097157,2.26762430,2.63981734,0.03878894,2.75918578,1.23329771,0.40015533
-4.71535768,6.11536934,0.03222440,0.29778914,2.16574207,2.50649027,0.03760361,2.62614956,1.17175509,0.38424361
-4.70935468,5.81073114,0.03075195,0.28412903,2.06151636,2.37794343,0.03636284,2.49277238,1.11010677,0.36773733
-4.70335168,5.50980096,0.02931026,0.27006980,1.95549058,2.25446088,0.03506615,2.35951338,1.04859789,0.35072607
-4.69734867,5.21363056,0.02789407,0.25570002,1.84825588,2.13634423,0.03371451,2.22685366,0.98748213,0.33331096
-4.69134567,4.92335403,0.02649887,0.24111686,1.74044483,2.02392538,0.03231050,2.09529779,0.92702264,0.31560323
-4.68534267,4.64019283,0.02512111,0.22642434,1.63272301,1.91757639,0.03085844,1.96537374,0.86749173,0.29772254
-4.67933967,4.36545370,0.02375855,0.21173121,1.52577870,1.81771550,0.02936439,1.83763067,0.80916917,0.27979499
-4.67333667,4.10051852,0.02241043,0.19714864,1.42031085,1.72480855,0.02783611,1.71263427,0.75233901,0.26195086
-4.66733367,3.84682603,0.02107754,0.18278769,1.31701566,1.63936531,0.02628295,1.59095973,0.69728512,0.24432205
-4.66133067,3.60584566,0.01976236,0.16875667,1.21657215,1.56193068,0.02471554,1.47318245,0.64428554,0.22703944
-4.65532766,3.37904471,0.01846892,0.15515864,1.11962755,1.49307114,0.02314559,1.35986698,0.59360612,0.21023015
-4.64932466,3.16785048,0.01720276,0.14208893,1.02678293,1.43335708,0.02158550,1.25155473,0.54549366,0.19401479
-4.64332166,2.97360933,0.01597072,0.12963296,0.93857988,1.38334197,0.02004799,1.14875111,0.50016908,0.17850490
