energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.77788894,1.92268465,0.64107669,1.14512301,0.00256028,0.05217251,0.36736892,0.12845273,0.01315908,0.58970808
-5.77188594,1.82175721,0.60432627,1.09720378,0.00233541,0.04933514,0.33597706,0.11882171,0.01202441,0.55237904
-5.76588294,1.71787453,0.56695568,1.04594898,0.00211670,0.04643688,0.30558461,0.10933618,0.01091735,0.51498100
-5.75987994,1.61208463,0.52934198,0.99193698,0.00190619,0.04350579,0.27643055,0.10008395,0.00984864,0.47785749
-5.75387694,1.50541463,0.49184067,0.93577775,0.00170560,0.04056874,0.24870940,0.09114098,0.00882740,0.44132209
-5.74787394,1.39885348,0.45478116,0.87809832,0.00151630,0.03765106,0.22257145,0.08257088,0.00786102,0.40565548
-5.74187094,1.29333639,0.41846314,0.81952840,0.00133931,0.03477627,0.19812423,0.07442492,0.00695518,0.37110356
-5.73586793,1.18973118,0.38315389,0.76068643,0.00117533,0.03196582,0.17543509,0.06674224,0.00611385,0.33787654
-5.72986493,1.08882690,0.34908645,0.70216664,0.00102475,0.02923893,0.15453462,0.05955048,0.00533939,0.30614880
-5.72386193,0.99132473,0.31645863,0.64452743,0.00088766,0.02661245,0.13542060,0.05286657,0.00463270,0.27605943
-5.71785893,0.89783139,0.28543271,0.58828133,0.00076392,0.02410075,0.11806247,0.04669773,0.00399335,0.24771351
-5.71185593,0.80885500,0.25613597,0.53388687,0.00065314,0.02171577,0.10240587,0.04104255,0.00341976,0.22118379
-5.70585293,0.72480343,0.22866166,0.48174255,0.00055479,0.01946696,0.08837720,0.03589221,0.00290941,0.19651284
-5.69984992,0.64598500,0.20307068,0.43218283,0.00046817,0.01736137,0.07588807,0.03123164,0.00245901,0.17371553
-5.69384692,0.57261146,0.17939365,0.38547637,0.00039250,0.01540379,0.06483942,0.02704069,0.00206471,0.15278172
-5.68784392,0.50480299,0.15763336,0.34182621,0.00032690,0.01359686,0.05512528,0.02329530,0.00172224,0.13367914
-5.68184092,0.44259501,0.13776761,0.30137192,0.00027048,0.01194131,0.04663607,0.01996850,0.00142713,0.11635638
-5.67583792,0.38594655,0.11975218,0.26419352,0.00022233,0.01043615,0.03926154,0.01703140,0.00117479,0.10074587
-5.66983492,0.33474976,0.10352403,0.23031676,0.00018154,0.00907891,0.03289309,0.01445400,0.00096069,0.08676687
-5.66383192,0.28884042,0.08900458,0.19971963,0.00014727,0.00786598,0.02742575,0.01220601,0.00078042,0.07432842
-5.65782891,0.24800896,0.07610293,0.17233984,0.00011868,0.00679287,0.02275966,0.01025741,0.00062979,0.06333208
-5.65182591,0.21201171,0.06471905,0.14808277,0.00009500,0.00585453,0.01880121,0.00857903,0.00050487,0.05367461
-5.64582291,0.18058219,0.05474685,0.12682984,0.00007555,0.00504564,0.01546377,0.00714297,0.00040205,0.04525037
-5.63981991,0.15344198,0.04607703,0.10844685,0.00005968,0.00436098,0.01266816,0.00592292,0.00031805,0.03795360
-5.63381691,0.13031110,0.03859971,0.09279216,0.00004684,0.00379569,0.01034291,0.00489446,0.00024995,0.03168037
-5.62781391,0.11091753,0.03220678,0.07972441,0.00003651,0.00334556,0.00842419,0.00403522,0.00019514,0.02633031
-5.62181091,0.09500588,0.02679396,0.06910968,0.00002828,0.00300734,0.00685576,0.00332500,0.00015138,0.02180811
-5.61580790,0.08234498,0.02226255,0.06082784,0.00002176,0.00277890,0.00558866,0.00274588,0.00011669,0.01802474
-5.60980490,0.07273424,0.01852087,0.05477812,0.00001664,0.00265952,0.00458090,0.00228222,0.00008942,0.01489842
-5.60380190,0.06600893,0.01548532,0.05088369,0.00001264,0.00265000,0.00379708,0.00192069,0.00006817,0.01235537
-5.59779890,0.06204406,0.01308131,0.04909521,0.00000956,0.00275280,0.00320797,0.00165022,0.00005174,0.01033031
-5.59179590,0.06075713,0.01124369,0.04939337,0.00000720,0.00297208,0.00279014,0.00146197,0.00003919,0.00876685
-5.58579290,0.06210954,0.00991712,0.05179036,0.00000543,0.00331378,0.00252551,0.00134927,0.00002972,0.00761757
-5.57978989,0.06610680,0.00905610,0.05633021,0.00000411,0.00378549,0.00240099,0.00130758,0.00002270,0.00684412
-5.57378689,0.07279745,0.00862482,0.06308810,0.00000317,0.00439642,0.00240812,0.00133436,0.00001761,0.00641699
-5.56778389,0.08227084,0.00859687,0.07216855,0.00000254,0.00515716,0.00254271,0.00142904,0.00001408,0.00631536
-5.56178089,0.09465366,0.00895474,0.08370256,0.00000218,0.00607954,0.00280455,0.00159289,0.00001180,0.00652670
-5.55577789,0.11010535,0.00968925,0.09784371,0.00000207,0.00717622,0.00319708,0.00182894,0.00001056,0.00704636
-5.54977489,0.12881242,0.01079876,0.11476329,0.00000221,0.00846040,0.00372707,0.00214188,0.00001018,0.00787706
-5.54377189,0.15098165,0.01228842,0.13464442,0.00000263,0.00994540,0.00440435,0.00253786,0.00001058,0.00902826
-5.53776888,0.17683238,0.01416920,0.15767542,0.00000338,0.01164412,0.00524144,0.00302443,0.00001169,0.01051547
-5.53176588,0.20658787,0.01645688,0.18404238,0.00000454,0.01356858,0.00625325,0.00361024,0.00001348,0.01235949
-5.52576288,0.24046598,0.01917100,0.21392116,0.00000624,0.01572934,0.00745662,0.00430492,0.00001596,0.01458551
-5.51975988,0.27866919,0.02233371,0.24746895,0.00000864,0.01813493,0.00886994,0.00511877,0.00001917,0.01722210
-5.51375688,0.32137437,0.02596854,0.28481562,0.00001197,0.02079125,0.01051265,0.00606246,0.00002314,0.02030019
-5.50775388,0.36872238,0.03009918,0.32605522,0.00001654,0.02370100,0.01240468,0.00714670,0.00002794,0.02385183
-5.50175088,0.42080799,0.03474821,0.37123766,0.00002274,0.02686316,0.01456585,0.00838185,0.00003364,0.02790898
-5.49574787,0.47767023,0.03993589,0.42036119,0.00003105,0.03027249,0.01701527,0.00977755,0.00004032,0.03250213
-5.48974487,0.53928387,0.04567888,0.47336583,0.00004213,0.03391910,0.01977064,0.01134221,0.00004806,0.03765897
-5.48374187,0.60555213,0.05198917,0.53012812,0.00005676,0.03778813,0.02284756,0.01308262,0.00005695,0.04340305
-5.47773887,0.67630127,0.05887305,0.59045762,0.00007594,0.04185957,0.02625888,0.01500344,0.00006707,0.04975246
-5.47173587,0.75127737,0.06633027,0.65409543,0.00010087,0.04610813,0.03001408,0.01710684,0.00007849,0.05671867
-5.46573287,0.83014575,0.07435347,0.72071503,0.00013304,0.05050337,0.03411870,0.01939206,0.00009127,0.06430550
-5.45972986,0.91249324,0.08292781,0.78992570,0.00017421,0.05500988,0.03857390,0.02185510,0.00010546,0.07250840
-5.45372686,0.99783376,0.09203098,0.86127859,0.00022650,0.05958768,0.04337618,0.02448851,0.00012111,0.08131398
-5.44772386,1.08561707,0.10163348,0.93427566,0.00029238,0.06419283,0.04851725,0.02728122,0.00013823,0.09069991
-5.44172086,1.17524097,0.11169938,1.00838122,0.00037473,0.06877812,0.05398407,0.03021860,0.00015683,0.10063525
-5.43571786,1.26606651,0.12218732,1.08303596,0.00047684,0.07329398,0.05975919,0.03328257,0.00017690,0.11108117
-5.42971486,1.35743611,0.13305194,1.15767311,0.00060244,0.07768951,0.06582123,0.03645191,0.00019842,0.12199216
-5.42371186,1.44869380,0.14424556,1.23173625,0.00075569,0.08191364,0.07214557,0.03970272,0.00022133,0.13331756
-5.41770885,1.53920702,0.15572009,1.30469791,0.00094116,0.08591634,0.07870524,0.04300902,0.00024559,0.14500346
-5.41170585,1.62838902,0.16742907,1.37607847,0.00116377,0.08964997,0.08547194,0.04634344,0.00027113,0.15699494
-5.40570285,1.71572072,0.17932972,1.44546422,0.00142875,0.09307050,0.09241714,0.04967806,0.00029788,0.16923829
-5.39969985,1.80077103,0.19138481,1.51252365,0.00174154,0.09613882,0.09951314,0.05298529,0.00032577,0.18168339
-5.39369685,1.88321419,0.20356430,1.57702113,0.00210765,0.09882193,0.10673415,0.05623874,0.00035473,0.19428585
-5.38769385,1.96284322,0.21584657,1.63882680,0.00253251,0.10109392,0.11405714,0.05941413,0.00038468,0.20700884
-5.38169085,2.03957811,0.22821899,1.69792208,0.00302128,0.10293688,0.12146248,0.06249004,0.00041558,0.21982450
-5.37568784,2.11346811,0.24067797,1.75439985,0.00357864,0.10434147,0.12893429,0.06544859,0.00044737,0.23271469
-5.36968484,2.18468729,0.25322813,1.80845916,0.00420855,0.10530735,0.13646041,0.06827594,0.00048000,0.24567102
-5.36368184,2.25352314,0.26588076,1.86039398,0.00491399,0.10584317,0.14403202,0.07096259,0.00051344,0.25869411
-5.35767884,2.32035835,0.27865150,1.91057638,0.00569671,0.10596640,0.15164278,0.07350342,0.00054766,0.27179198
-5.35167584,2.38564611,0.29155735,1.95943457,0.00655695,0.10570273,0.15928765,0.07589756,0.00058264,0.28497770
-5.34567284,2.44988004,0.30461308,2.00742660,0.00749320,0.10508527,0.16696138,0.07814797,0.00061832,0.29826630
-5.33966983,2.51355995,0.31782726,2.05501091,0.00850199,0.10415338,0.17465672,0.08026084,0.00065467,0.31167110
-5.33366683,2.57715515,0.33119825,2.10261521,0.00957771,0.10295137,0.18236250,0.08224478,0.00069161,0.32519979
-5.32766383,2.64106731,0.34471013,2.15060528,0.01071249,0.10152694,0.19006172,0.08410993,0.00072904,0.33885025
-5.32166083,2.70559483,0.35832919,2.19925540,0.01189618,0.09992952,0.19772973,0.08586697,0.00076681,0.35260664
-5.31565783,2.77090099,0.37200100,2.24872225,0.01311634,0.09820864,0.20533271,0.08752611,0.00080475,0.36643585
-5.30965483,2.83698786,0.38564842,2.29902387,0.01435839,0.09641219,0.21282659,0.08909614,0.00084260,0.38028469
-5.30365183,2.90367757,0.39917076,2.35002504,0.01560585,0.09458487,0.22015640,0.09058364,0.00088008,0.39407794
-5.29764882,2.97060271,0.41244427,2.40143026,0.01684059,0.09276682,0.22725637,0.09199229,0.00091684,0.40771763
-5.29164582,3.03720629,0.42532394,2.45278492,0.01804330,0.09099240,0.23405060,0.09332242,0.00095246,0.42108348
-5.28564282,3.10275204,0.43764676,2.50348495,0.01919391,0.08928930,0.24045444,0.09457086,0.00098650,0.43403472
-5.27963982,3.16634451,0.44923621,2.55279463,0.02027217,0.08767795,0.24637660,0.09573091,0.00101847,0.44641312
-5.27363682,3.22695835,0.45990791,2.59987170,0.02125819,0.08617127,0.25172173,0.09679272,0.00104783,0.45804733
-5.26763382,3.28347519,0.46947615,2.64379873,0.02213312,0.08477471,0.25639357,0.09774375,0.00107407,0.46875810
-5.26163082,3.33472647,0.47776098,2.68361900,0.02287967,0.08348666,0.26029836,0.09856953,0.00109664,0.47836435
-5.25562781,3.37953987,0.48459551,2.71837511,0.02348274,0.08229918,0.26334843,0.09925447,0.00111504,0.48668971
-5.24962481,3.41678710,0.48983313,2.74714824,0.02392991,0.08119887,0.26546574,0.09978285,0.00112881,0.49356919
-5.24362181,3.44543047,0.49335418,2.76909616,0.02421187,0.08016812,0.26658524,0.10013980,0.00113754,0.49885571
-5.23761881,3.46456605,0.49507183,2.78348789,0.02432279,0.07918637,0.26665781,0.10031220,0.00114091,0.50242618
-5.23161581,3.47346128,0.49493682,2.78973350,0.02426050,0.07823157,0.26565268,0.10028964,0.00113868,0.50418676
-5.22561281,3.47158532,0.49294094,2.78740756,0.02402659,0.07728159,0.26355921,0.10006512,0.00113074,0.50407721
-5.21960980,3.45863110,0.48911905,2.77626546,0.02362640,0.07631568,0.26038791,0.09963570,0.00111706,0.50207397
-5.21360680,3.43452812,0.48354956,2.75625191,0.02306883,0.07531583,0.25617075,0.09900296,0.00109777,0.49819210
-5.20760380,3.39944611,0.47635354,2.72750183,0.02236604,0.07426798,0.25096065,0.09817324,0.00107309,0.49248583
-5.20160080,3.35378981,0.46769244,2.69033387,0.02153308,0.07316313,0.24483032,0.09715778,0.00104338,0.48504788
-5.19559780,3.29818568,0.45776466,2.64523745,0.02058744,0.07199822,0.23787045,0.09597266,0.00100910,0.47600766
-5.18959480,3.23346186,0.44680113,2.59285441,0.01954845,0.07077675,0.23018740,0.09463865,0.00097083,0.46552839
-5.18359180,3.16062272,0.43506029,2.53395663,0.01843677,0.06950927,0.22190049,0.09318091,0.00092921,0.45380344
-5.17758879,3.08081958,0.42282248,2.46942087,0.01727377,0.06821350,0.21313905,0.09162861,0.00088499,0.44105196
-5.17158579,2.99531938,0.41038421,2.40020251,0.01608098,0.06691432,0.20403941,0.09001454,0.00083894,0.42751416
-5.16558279,2.90547253,0.39805236,2.32730924,0.01487959,0.06564342,0.19474182,0.08837463,0.00079189,0.41344623
-5.15957979,2.81268151,0.38613855,2.25177607,0.01368990,0.06443879,0.18538760,0.08674745,0.00074468,0.39911530
-5.15357679,2.71837103,0.37495371,2.17464232,0.01253101,0.06334389,0.17611645,0.08517369,0.00069817,0.38479428
-5.14757379,2.62396077,0.36480303,2.09693144,0.01142046,0.06240672,0.16706404,0.08369563,0.00065319,0.37075705
-5.14157079,2.53084093,0.35598115,2.01963390,0.01037403,0.06167857,0.15835999,0.08235653,0.00061056,0.35727368
-5.13556778,2.44035084,0.34876772,1.94369319,0.00940555,0.06121274,0.15012612,0.08120002,0.00057104,0.34460601
-5.12956478,2.35376062,0.34342319,1.86999492,0.00852689,0.06106301,0.14247509,0.08026938,0.00053537,0.33300348
-5.12356178,2.27225552,0.34018476,1.79935850,0.00774798,0.06128204,0.13550926,0.07960680,0.00050422,0.32269919
-5.11755878,2.19692255,0.33926253,1.73253112,0.00707683,0.06191972,0.12931995,0.07925252,0.00047820,0.31390627
-5.11155578,2.12873907,0.34083575,1.67018337,0.00651970,0.06302153,0.12398678,0.07924390,0.00045785,0.30681442
-5.10555278,2.06856282,0.34504920,1.61290604,0.00608121,0.06462682,0.11957736,0.07961445,0.00044366,0.30158679
-5.09954977,2.01712316,0.35200972,1.56120764,0.00576457,0.06676734,0.11614698,0.08039280,0.00043603,0.29835704
-5.09354677,1.97501314,0.36178307,1.51551224,0.00557166,0.06946576,0.11373849,0.08160161,0.00043530,0.29722686
-5.08754377,1.94268248,0.37439108,1.47615732,0.00550323,0.07273452,0.11238225,0.08325660,0.00044176,0.29826367
-5.08154077,1.92043152,0.38980949,1.44339167,0.00555905,0.07657487,0.11209617,0.08536551,0.00045560,0.30149900
-5.07553777,1.90840619,0.40796642,1.41737312,0.00573794,0.08097624,0.11288577,0.08792733,0.00047697,0.30692726
-5.06953477,1.90659454,0.42874180,1.39816644,0.00603790,0.08591601,0.11474436,0.09093159,0.00050592,0.31450524
-5.06353177,1.91482497,0.45196786,1.38574153,0.00645607,0.09135958,0.11765324,0.09435796,0.00054245,0.32415228
-5.05752876,1.93276675,0.47743086,1.37997222,0.00698877,0.09726091,0.12158204,0.09817600,0.00058648,0.33575133
-5.05152576,1.95993309,0.50487401,1.38063594,0.00763145,0.10356340,0.12648910,0.10234535,0.00063785,0.34915075
-5.04552276,1.99568702,0.53400180,1.38741472,0.00837859,0.11020121,0.13232196,0.10681616,0.00069632,0.36416697
-5.03951976,2.03925037,0.56448533,1.39989764,0.00922368,0.11710078,0.13901796,0.11152984,0.00076158,0.38058806
-5.03351676,2.08971580,0.59596890,1.41758514,0.01015908,0.12418270,0.14650489,0.11642015,0.00083321,0.39817783
-5.02751376,2.14606175,0.62807720,1.43989510,0.01117599,0.13136373,0.15470179,0.12141460,0.00091072,0.41668072
-5.02151076,2.20717020,0.66042320,1.46617104,0.01226441,0.13855891,0.16351974,0.12643606,0.00099351,0.43582701
-5.01550775,2.27184673,0.69261610,1.49569221,0.01341306,0.14568357,0.17286272,0.13140455,0.00108090,0.45533834
-5.00950475,2.33884242,0.72426922,1.52768558,0.01460949,0.15265538,0.18262857,0.13623921,0.00117210,0.47493330
-5.00350175,2.40687718,0.75500735,1.56133947,0.01584009,0.15939605,0.19270987,0.14086025,0.00126624,0.49433286
-4.99749875,2.47466370,0.78447330,1.59581864,0.01709026,0.16583284,0.20299488,0.14519098,0.00136239,0.51326551
-4.99149575,2.54093175,0.81233344,1.63028059,0.01834460,0.17189970,0.21336854,0.14915962,0.00145951,0.53147192
-4.98549275,2.60445203,0.83828201,1.66389262,0.01958716,0.17753804,0.22371342,0.15270105,0.00155651,0.54870904
-4.97948974,2.66405936,0.86204416,1.69584942,0.02080173,0.18269719,0.23391081,0.15575833,0.00165229,0.56475351
-4.97348674,2.71867462,0.88337780,1.72539078,0.02197225,0.18733441,0.24384179,0.15828397,0.00174568,0.57940446
-4.96748374,2.76732534,0.90207428,1.75181908,0.02308319,0.19141471,0.25338855,0.16024084,0.00183555,0.59248557
-4.96148074,2.80916458,0.91795821,1.77451613,0.02411997,0.19491037,0.26243575,0.16160293,0.00192079,0.60384671
-4.95547774,2.84348801,0.93088663,1.79295908,0.02506942,0.19780039,0.27087215,0.16235569,0.00200033,0.61336498
-4.94947474,2.86974902,0.94074792,1.80673490,0.02592023,0.20006982,0.27859242,0.16249611,0.00207322,0.62094552
-4.94347174,2.88757174,0.94746064,1.81555311,0.02666335,0.20170925,0.28549920,0.16203259,0.00213861,0.62652204
-4.93746873,2.89676184,0.95097272,1.81925645,0.02729238,0.20271429,0.29150538,0.16098449,0.00219578,0.63005732
-4.93146573,2.89731480,0.95126113,1.81782892,0.02780386,0.20308540,0.29653654,0.15938157,0.00224423,0.63154364
-4.92546273,2.88942148,0.94833222,1.81140097,0.02819755,0.20282785,0.30053350,0.15726311,0.00228360,0.63100333
-4.91945973,2.87347065,0.94222278,1.80025147,0.02847653,0.20195203,0.30345494,0.15467705,0.00231377,0.62848929
-4.91345673,2.85004797,0.93300174,1.78480611,0.02864726,0.20047392,0.30527989,0.15167887,0.00233485,0.62408552
-4.90745373,2.81993108,0.92077235,1.76563197,0.02871949,0.19841581,0.30600996,0.14833049,0.00234714,0.61790757
-4.90145073,2.78408048,0.90567459,1.74342815,0.02870610,0.19580710,0.30567130,0.14469896,0.00235119,0.61010263
-4.89544772,2.74362556,0.88788745,1.71901240,0.02862276,0.19268518,0.30431590,0.14085524,0.00234772,0.60084931
-4.88944472,2.69984571,0.86763080,1.69330367,0.02848753,0.18909611,0.30202226,0.13687277,0.00233766,0.59035667
-4.88344172,2.65414638,0.84516625,1.66730098,0.02832033,0.18509527,0.29889529,0.13282609,0.00232207,0.57886250
-4.87743872,2.60802997,0.82079697,1.64205880,0.02814236,0.18074753,0.29506517,0.12878943,0.00230212,0.56663065
-4.87143572,2.56306203,0.79486580,1.61865944,0.02797544,0.17612710,0.29068536,0.12483521,0.00227909,0.55394721
-4.86543272,2.52083323,0.76775180,1.59818321,0.02784131,0.17131695,0.28592946,0.12103261,0.00225424,0.54111564
-4.85942971,2.48291787,0.73986480,1.58167708,0.02776089,0.16640760,0.28098721,0.11744612,0.00222883,0.52845068
-4.85342671,2.45083009,0.71163827,1.57012270,0.02775360,0.16149549,0.27605948,0.11413416,0.00220408,0.51627136
-4.84742371,2.42597904,0.68352049,1.56440487,0.02783668,0.15668082,0.27135256,0.11114778,0.00218106,0.50489301
-4.84142071,2.40962441,0.65596429,1.56528149,0.02802461,0.15206492,0.26707179,0.10852953,0.00216072,0.49461885
-4.83541771,2.40283411,0.62941592,1.57335610,0.02832854,0.14774740,0.26341490,0.10631242,0.00214382,0.48573110
-4.82941471,2.40644562,0.60430331,1.58905407,0.02875595,0.14382297,0.26056514,0.10451916,0.00213093,0.47848227
-4.82341171,2.42103272,0.58102433,1.61260334,0.02931029,0.14037825,0.25868465,0.10316164,0.00212237,0.47308692
-4.81740870,2.44687918,0.55993568,1.64402073,0.02999089,0.13748871,0.25790827,0.10224072,0.00211825,0.46971414
-4.81140570,2.48396069,0.54134279,1.68310445,0.03079288,0.13521577,0.25833799,0.10174623,0.00211844,0.46848135
-4.80540270,2.53193620,0.52549133,1.72943330,0.03170740,0.13360439,0.26003852,0.10165744,0.00212260,0.46944964
-4.79939970,2.59014937,0.51256073,1.78237288,0.03272179,0.13268111,0.26303395,0.10194377,0.00213018,0.47262084
-4.79339670,2.65764048,0.50265991,1.84108884,0.03382004,0.13245279,0.26730588,0.10256580,0.00214045,0.47793670
-4.78739370,2.73316887,0.49582563,1.90456686,0.03498329,0.13290601,0.27279303,0.10347662,0.00215257,0.48528015
-4.78139070,2.81524515,0.49202330,1.97163887,0.03619040,0.13400733,0.27939243,0.10462338,0.00216555,0.49447865
-4.77538769,2.90217252,0.49115031,2.04101474,0.03741865,0.13570419,0.28696217,0.10594904,0.00217837,0.50530964
-4.76938469,2.99209556,0.49304168,2.11131829,0.03864444,0.13792669,0.29532568,0.10739422,0.00218996,0.51750774
-4.76338169,3.08305494,0.49747770,2.18112653,0.03984405,0.14058994,0.30427732,0.10889912,0.00219929,0.53077352
-4.75737869,3.17304591,0.50419315,2.24901054,0.04099429,0.14359701,0.31358912,0.11040539,0.00220535,0.54478346
-4.75137569,3.26007832,0.51288772,2.31357657,0.04207324,0.14684239,0.32301833,0.11185794,0.00220724,0.55920064
-4.74537269,3.34223582,0.52323699,2.37350577,0.04306081,0.15021564,0.33231567,0.11320648,0.00220418,0.57368573
-4.73936968,3.41773193,0.53490357,2.42759095,0.04393929,0.15360524,0.34123361,0.11440694,0.00219552,0.58790774
-4.73336668,3.48496053,0.54754782,2.47476912,0.04469370,0.15690240,0.34953472,0.11542248,0.00218077,0.60155421
-4.72736368,3.54253906,0.56083770,2.51414828,0.04531213,0.16000461,0.35699936,0.11622427,0.00215963,0.61434020
-4.72136068,3.58934249,0.57445735,2.54502776,0.04578584,0.16281891,0.36343272,0.11679182,0.00213196,0.62601588
-4.71535768,3.62452695,0.58811414,2.56691124,0.04610933,0.16526460,0.36867066,0.11711305,0.00209780,0.63637235
-4.70935468,3.64754236,0.60154383,2.57951214,0.04628018,0.16727537,0.37258429,0.11718393,0.00205736,0.64524546
-4.70335168,3.65813365,0.61451396,2.58275139,0.04629885,0.16880074,0.37508303,0.11700785,0.00201101,0.65251761
-4.69734867,3.65633121,0.62682521,2.57674805,0.04616836,0.16980681,0.37611610,0.11659466,0.00195925,0.65811747
-4.69134567,3.64243122,0.63831109,2.56180342,0.04589390,0.17027621,0.37567237,0.11595959,0.00190269,0.66201773
-4.68534267,3.61696749,0.64883603,2.53837972,0.04548239,0.17020746,0.37377870,0.11512188,0.00184206,0.66423123
-4.67933967,3.58067635,0.65829215,2.50707469,0.04494197,0.16961360,0.37049686,0.11410345,0.00177812,0.66480552
-4.67333667,3.53445688,0.66659511,2.46859338,0.04428162,0.16852037,0.36591921,0.11292746,0.00171170,0.66381647
-4.66733367,3.47932856,0.67367945,2.42371898,0.04351064,0.16696391,0.36016344,0.11161699,0.00164361,0.66136118
-4.66133067,3.41638865,0.67949366,2.37328386,0.04263834,0.16498823,0.35336666,0.11019382,0.00157467,0.65755066
-4.65532766,3.34677152,0.68399556,2.31814250,0.04167369,0.16264255,0.34567901,0.10867738,0.00150567,0.65250274
-4.64932466,3.27161180,0.68714819,2.25914740,0.04062512,0.15997859,0.33725740,0.10708394,0.00143730,0.64633549
-4.64332166,3.19201295,0.68891646,2.19712902,0.03950041,0.15704810,0.32825932,0.10542605,0.00137024,0.63916162
