energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.75987994,3.67409668,0.24274779,0.00969726,0.44590911,1.40179682,1.47119717,0.01963333,1.38157440
-5.75387694,3.68738262,0.24146019,0.00979777,0.44827168,1.39812392,1.47794859,0.01967882,1.38620639
-5.74787394,3.68466046,0.23964003,0.00990752,0.44845611,1.38726991,1.47890593,0.01965921,1.38483980
-5.74187094,3.66613011,0.23734420,0.01002737,0.44647733,1.36962355,1.47404930,0.01957393,1.37757992
-5.73586793,3.63241805,0.23465034,0.01015916,0.44240423,1.34572985,1.46353444,0.01942521,1.36468723
-5.72986493,3.58455827,0.23165456,0.01030563,0.43635753,1.31627262,1.44768829,0.01921807,1.34656967
-5.72386193,3.52395908,0.22846854,0.01047041,0.42850590,1.28205259,1.42699835,0.01896009,1.32376999
-5.71785893,3.45235707,0.22521579,0.01065779,0.41906051,1.24396198,1.40209626,0.01866116,1.29694863
-5.71185593,3.37175973,0.22202748,0.01087262,0.40826801,1.20295637,1.37373614,0.01833307,1.26686252
-5.70585293,3.28437893,0.21903785,0.01111998,0.39640241,1.16002502,1.34276851,0.01798915,1.23434071
-5.69984992,3.19255754,0.21637929,0.01140499,0.38375604,1.11616056,1.31011070,0.01764370,1.20025773
-5.69384692,3.09869215,0.21417754,0.01173244,0.37063001,1.07232924,1.27671496,0.01731150,1.16550537
-5.68784392,3.00515456,0.21254685,0.01210653,0.35732450,1.02944277,1.24353550,0.01700723,1.13096421
-5.68184092,2.91421500,0.21158559,0.01253051,0.34412918,0.98833262,1.21149567,0.01674493,1.09747567
-5.67583792,2.82796998,0.21137229,0.01300641,0.33131431,0.94972774,1.18145660,0.01653747,1.06581568
-5.66983492,2.74827732,0.21196235,0.01353475,0.31912262,0.91423635,1.15418843,0.01639603,1.03667091
-5.66383192,2.67670072,0.21338558,0.01411434,0.30776238,0.88233229,1.13034537,0.01632969,1.01061836
-5.65782891,2.61446585,0.21564461,0.01474208,0.29740190,0.85434632,1.11044533,0.01634503,0.98810899
-5.65182591,2.56242935,0.21871434,0.01541289,0.28816557,0.83046258,1.09485505,0.01644590,0.96945607
-5.64582291,2.52106187,0.22254240,0.01611965,0.28013161,0.81072001,1.08378113,0.01663317,0.95482849
-5.63981991,2.49044542,0.22705061,0.01685331,0.27333150,0.79501877,1.07726729,0.01690472,0.94424934
-5.63381691,2.47028494,0.23213751,0.01760299,0.26775115,0.78313103,1.07519788,0.01725541,0.93759964
-5.62781391,2.45993334,0.23768168,0.01835624,0.26333362,0.77471571,1.07730735,0.01767723,0.93462712
-5.62181091,2.45842885,0.24354592,0.01909932,0.25998327,0.76933656,1.08319528,0.01815956,0.93495962
-5.61580790,2.46454277,0.24958197,0.01981758,0.25757119,0.76648261,1.09234615,0.01868946,0.93812243
-5.60980490,2.47683568,0.25563566,0.02049590,0.25594155,0.76559038,1.10415301,0.01925210,0.94355897
-5.60380190,2.49371945,0.26155220,0.02111912,0.25491863,0.76606674,1.11794392,0.01983122,0.95065386
-5.59779890,2.51352261,0.26718152,0.02167256,0.25431431,0.76731175,1.13301006,0.02040969,0.95875738
-5.59179590,2.53455608,0.27238322,0.02214246,0.25393558,0.76874038,1.14863414,0.02097002,0.96721045
-5.58579290,2.55517674,0.27703109,0.02251645,0.25359183,0.76980262,1.16411799,0.02149496,0.97536893
-5.57978989,2.57384609,0.28101694,0.02278398,0.25310174,0.77000094,1.17880813,0.02196804,0.98262638
-5.57378689,2.58918193,0.28425357,0.02293669,0.25229926,0.76890481,1.19211819,0.02237407,0.98843439
-5.56778389,2.60000084,0.28667675,0.02296863,0.25103885,0.76616178,1.20354741,0.02269966,0.99231965
-5.56178089,2.60535028,0.28824620,0.02287657,0.24919943,0.76150470,1.21269442,0.02293354,0.99389717
-5.55577789,2.60452927,0.28894549,0.02265999,0.24668728,0.75475533,1.21926594,0.02306694,0.99287932
-5.54977489,2.59709728,0.28878090,0.02232118,0.24343755,0.74582400,1.22308020,0.02309376,0.98908039
-5.54377189,2.58287157,0.28777937,0.02186513,0.23941467,0.73470599,1.22406522,0.02301070,0.98241672
-5.53776888,2.56191378,0.28598566,0.02129934,0.23461149,0.72147464,1.22225221,0.02281725,0.97290266
-5.53176588,2.53450699,0.28345886,0.02063357,0.22904744,0.70627197,1.21776480,0.02251562,0.96064271
-5.52576288,2.50112496,0.28026852,0.01987954,0.22276571,0.68929728,1.21080475,0.02211056,0.94582051
-5.51975988,2.46239548,0.27649054,0.01905051,0.21582978,0.67079437,1.20163521,0.02160907,0.92868527
-5.51375688,2.41906006,0.27220311,0.01816090,0.20831947,0.65103812,1.19056245,0.02102007,0.90953661
-5.50775388,2.37193222,0.26748291,0.01722581,0.20032663,0.63032109,1.17791715,0.02035403,0.88870851
-5.50175088,2.32185650,0.26240173,0.01626061,0.19195084,0.60894064,1.16403626,0.01962259,0.86655328
-5.49574787,2.26967019,0.25702370,0.01528049,0.18329518,0.58718726,1.14924639,0.01883807,0.84342628
-5.48974487,2.21616961,0.25140319,0.01430009,0.17446239,0.56533442,1.13384943,0.01801314,0.81967216
-5.48374187,2.16208209,0.24558361,0.01333307,0.16555139,0.54363034,1.11811116,0.01716038,0.79561307
-5.47773887,2.10804478,0.23959689,0.01239190,0.15665448,0.52229182,1.10225304,0.01629199,0.77153932
-5.47173587,2.05459060,0.23346385,0.01148750,0.14785514,0.50150019,1.08644755,0.01541945,0.74770273
-5.46573287,2.00214149,0.22719523,0.01062916,0.13922649,0.48139944,1.07081698,0.01455336,0.72431265
-5.45972986,1.95100846,0.22079333,0.00982434,0.13083043,0.46209622,1.05543529,0.01370322,0.70153469
-5.45372686,1.90139776,0.21425407,0.00907868,0.12271747,0.44366162,1.04033289,0.01287736,0.67949178
-5.44772386,1.85342210,0.20756945,0.00839595,0.11492704,0.42613434,1.02550355,0.01208293,0.65826740
-5.44172086,1.80711574,0.20072998,0.00777816,0.10748828,0.40952492,1.01091288,0.01132585,0.63791024
-5.43571786,1.76245204,0.19372715,0.00722566,0.10042126,0.39382080,0.99650778,0.01061094,0.61844024
-5.42971486,1.71936216,0.18655572,0.00673729,0.09373834,0.37899166,0.98222604,0.00994196,0.59985500
-5.42371186,1.67775360,0.17921558,0.00631061,0.08744569,0.36499489,0.96800551,0.00932176,0.58213656
-5.41770885,1.63752752,0.17171330,0.00594207,0.08154489,0.35178091,0.95379237,0.00875235,0.56525772
-5.41170585,1.59859374,0.16406304,0.00562727,0.07603439,0.33929793,0.93954786,0.00823510,0.54918781
-5.40570285,1.56088296,0.15628703,0.00536120,0.07091080,0.32749621,0.92525340,0.00777076,0.53389747
-5.39969985,1.52435554,0.14841553,0.00513848,0.06617004,0.31633159,0.91091371,0.00735963,0.51936229
-5.39369685,1.48900679,0.14048617,0.00495359,0.06180817,0.30576817,0.89655801,0.00700156,0.50556529
-5.38769385,1.45486878,0.13254304,0.00480108,0.05782202,0.29578022,0.88223933,0.00669605,0.49249816
-5.38169085,1.42200902,0.12463530,0.00467579,0.05420945,0.28635338,0.86803220,0.00644224,0.48016141
-5.37568784,1.39052633,0.11681562,0.00457300,0.05096948,0.27748501,0.85402885,0.00623895,0.46856355
-5.36968484,1.36054461,0.10913844,0.00448859,0.04810212,0.26918402,0.84033443,0.00608463,0.45771953
-5.36368184,1.33220512,0.10165823,0.00441913,0.04560801,0.26147012,0.82706158,0.00597735,0.44764879
-5.35767884,1.30565801,0.09442776,0.00436200,0.04348801,0.25437261,0.81432464,0.00591480,0.43837295
-5.35167584,1.28105373,0.08749657,0.00431542,0.04174256,0.24792895,0.80223414,0.00589424,0.42991367
-5.34567284,1.25853512,0.08090958,0.00427847,0.04037119,0.24218305,0.79089169,0.00591254,0.42229078
-5.33966983,1.23823068,0.07470603,0.00425110,0.03937180,0.23718353,0.78038579,0.00596614,0.41552089
-5.33366683,1.22024952,0.06891862,0.00423411,0.03874024,0.23298206,0.77078866,0.00605114,0.40961681
-5.32766383,1.20467846,0.06357307,0.00422906,0.03846977,0.22963178,0.76215453,0.00616333,0.40458763
-5.32166083,1.19158151,0.05868783,0.00423828,0.03855078,0.22718605,0.75451928,0.00629831,0.40043988
-5.31565783,1.18100189,0.05427427,0.00426474,0.03897057,0.22569754,0.74790169,0.00645159,0.39717944
-5.30965483,1.17296653,0.05033693,0.00431200,0.03971337,0.22521771,0.74230614,0.00661874,0.39481446
-5.30365183,1.16749300,0.04687417,0.00438413,0.04076042,0.22579690,0.73772681,0.00679555,0.39335889
-5.29764882,1.16459861,0.04387894,0.00448564,0.04209039,0.22748488,0.73415310,0.00697824,0.39283675
-5.29164582,1.16431118,0.04133975,0.00462138,0.04367986,0.23033197,0.73157603,0.00716362,0.39328673
-5.28564282,1.16668112,0.03924170,0.00479651,0.04550398,0.23439078,0.72999547,0.00734929,0.39476690
-5.27963982,1.17179407,0.03756769,0.00501639,0.04753737,0.23971832,0.72942764,0.00753382,0.39735939
-5.27363682,1.17978346,0.03629961,0.00528659,0.04975502,0.24637856,0.72991258,0.00771691,0.40117457
-5.26763382,1.19084227,0.03541954,0.00561275,0.05213340,0.25444525,0.73152115,0.00789955,0.40635446
-5.26163082,1.20523307,0.03491100,0.00600056,0.05465153,0.26400469,0.73436117,0.00808409,0.41307516
-5.25562781,1.22329557,0.03476002,0.00645571,0.05729212,0.27515839,0.73858203,0.00827433,0.42154788
-5.24962481,1.24545098,0.03495621,0.00698372,0.06004260,0.28802535,0.74437766,0.00847552,0.43201834
-5.24362181,1.27220228,0.03549364,0.00758990,0.06289609,0.30274348,0.75198723,0.00869433,0.44476434
-5.23761881,1.30412996,0.03637157,0.00827919,0.06585217,0.31947019,0.76169335,0.00893875,0.46009139
-5.23161581,1.34188269,0.03759495,0.00905600,0.06891740,0.33838167,0.77381762,0.00921795,0.47832620
-5.22561281,1.38616266,0.03917465,0.00992400,0.07210562,0.35967069,0.78871330,0.00954205,0.49980805
-5.21960980,1.43770553,0.04112749,0.01088591,0.07543779,0.38354279,0.80675517,0.00992185,0.52487831
-5.21360680,1.49725535,0.04347585,0.01194330,0.07894162,0.41021063,0.82832677,0.01036852,0.55386797
-5.20760380,1.56553474,0.04624710,0.01309624,0.08265065,0.43988666,0.85380525,0.01089323,0.58708385
-5.20160080,1.64321132,0.04947252,0.01434314,0.08660299,0.47277396,0.88354434,0.01150670,0.62479358
-5.19559780,1.73086139,0.05318607,0.01568041,0.09083971,0.50905567,0.91785603,0.01221880,0.66721007
-5.18959480,1.82893215,0.05742273,0.01710229,0.09540283,0.54888310,0.95699163,0.01303807,0.71447586
-5.18359180,1.93770412,0.06221662,0.01860062,0.10033300,0.59236307,1.00112318,0.01397127,0.76664815
-5.17758879,2.05725543,0.06759889,0.02016472,0.10566701,0.63954488,1.05032591,0.01502292,0.82368513
-5.17158579,2.18742976,0.07359543,0.02178134,0.11143520,0.69040762,1.10456284,0.01619487,0.88543422
-5.16558279,2.32780990,0.08022455,0.02343469,0.11765879,0.74484832,1.16367246,0.01748597,0.95162308
-5.15957979,2.47769854,0.08749465,0.02510652,0.12434740,0.80267170,1.22736012,0.01889175,1.02185383
-5.15357679,2.63610790,0.09540203,0.02677642,0.13149682,0.86358221,1.29519428,0.02040421,1.09560122
-5.14757379,2.80175953,0.10392897,0.02842212,0.13908714,0.92717895,1.36660769,0.02201171,1.17221494
-5.14157079,2.97309521,0.11304212,0.03001997,0.14708138,0.99295395,1.44090442,0.02369900,1.25092655
-5.13556778,3.14829931,0.12269138,0.03154544,0.15542477,1.06029445,1.51727238,0.02544735,1.33086103
-5.12956478,3.32533266,0.13280936,0.03297378,0.16404464,1.12848922,1.59480151,0.02723483,1.41105279
-5.12356178,3.50197733,0.14331145,0.03428069,0.17285112,1.19673921,1.67250709,0.02903668,1.49046600
-5.11755878,3.67589111,0.15409659,0.03544304,0.18173860,1.26417239,1.74935741,0.03082589,1.56801857
-5.11155578,3.84467000,0.16504877,0.03643957,0.19058790,1.32986245,1.82430489,0.03257383,1.64260910
-5.10555278,4.00591652,0.17603924,0.03725162,0.19926916,1.39285087,1.89631941,0.03425099,1.71314601
-5.09954977,4.15731133,0.18692938,0.03786373,0.20764530,1.45217179,1.96442244,0.03582781,1.77857776
-5.09354677,4.29668509,0.19757417,0.03826422,0.21557606,1.50687864,2.02772044,0.03727549,1.83792293
-5.08754377,4.42208771,0.20782612,0.03844558,0.22292227,1.55607166,2.08543608,0.03856697,1.89029924
-5.08154077,4.53185188,0.21753956,0.03840482,0.22955030,1.59892521,2.13693557,0.03967766,1.93495012
-5.07553777,4.62464792,0.22657501,0.03814362,0.23533656,1.63471379,2.18175102,0.04058630,1.97126782
-5.06953477,4.69952747,0.23480362,0.03766826,0.24017168,1.66283557,2.21959626,0.04127565,1.99881207
-5.06353177,4.75595390,0.24211129,0.03698955,0.24396437,1.68283260,2.25037562,0.04173304,2.01732351
-5.05752876,4.79381786,0.24840245,0.03612241,0.24664469,1.69440659,2.27418484,0.04195082,2.02673121
-5.05152576,4.81343711,0.25360316,0.03508552,0.24816659,1.69742983,2.29130393,0.04192659,2.02715409
-5.04552276,4.81554058,0.25766350,0.03390068,0.24850968,1.69195046,2.30218243,0.04166330,2.01889597
-5.03951976,4.80123724,0.26055910,0.03259215,0.24768010,1.67819217,2.30741734,0.04116913,2.00243464
-5.03351676,4.77197111,0.26229164,0.03118598,0.24571040,1.65654802,2.30772495,0.04045720,1.97840527
-5.02751376,4.72946447,0.26288846,0.02970920,0.24265862,1.62756891,2.30390772,0.03954514,1.94757904
-5.02151076,4.67565191,0.26240112,0.02818911,0.23860645,1.59194710,2.29681790,0.03845446,1.91083767
-5.01550775,4.61260795,0.26090306,0.02665251,0.23365661,1.55049537,2.28731940,0.03720987,1.86914514
-5.00950475,4.54247177,0.25848649,0.02512510,0.22792962,1.50412294,2.27624997,0.03583847,1.82351764
-5.00350175,4.46737212,0.25525866,0.02363084,0.22156005,1.45380888,2.26438530,0.03436889,1.77499298
-4.99749875,4.38935569,0.25133757,0.02219149,0.21469241,1.40057424,2.25240673,0.03283047,1.72460065
-4.99149575,4.31032194,0.24684755,0.02082619,0.20747689,1.34545391,2.24087415,0.03125234,1.67333363
-4.98549275,4.23196681,0.24191464,0.01955126,0.20006501,1.28946909,2.23020515,0.02966272,1.62212285
-4.97948974,4.15573740,0.23666230,0.01837995,0.19260550,1.23360157,2.22066132,0.02808811,1.57181522
-4.97348674,4.08279899,0.23120733,0.01732247,0.18524041,1.17877031,2.21234222,0.02655275,1.52315566
-4.96748374,4.01401507,0.22565637,0.01638595,0.17810157,1.12581125,2.20518696,0.02507808,1.47677369
-4.96148074,3.94994067,0.22010308,0.01557460,0.17130762,1.07546063,2.19898324,0.02368241,1.43317458
-4.95547774,3.89082813,0.21462608,0.01488988,0.16496155,1.02834227,2.19338299,0.02238061,1.39273511
-4.94947474,3.83664464,0.20928763,0.01433074,0.15914882,0.98495881,2.18792384,0.02118406,1.35570374
-4.94347174,3.78709962,0.20413323,0.01389383,0.15393616,0.94568711,2.18205499,0.02010065,1.32220470
-4.93746873,3.74168035,0.19919198,0.01357383,0.14937095,0.91077741,2.17516619,0.01913483,1.29224568
-4.93146573,3.69969359,0.19447769,0.01336367,0.14548119,0.88035623,2.16661840,0.01828792,1.26572833
-4.92546273,3.66031110,0.18999056,0.01325482,0.14227608,0.85443244,2.15577450,0.01755830,1.24246122
-4.91945973,3.62261687,0.18571947,0.01323757,0.13974705,0.83290628,2.14202884,0.01694182,1.22217436
-4.91345673,3.58565402,0.18164457,0.01330120,0.13786930,0.81558059,2.12483425,0.01643218,1.20453486
-4.90745373,3.54846963,0.17774013,0.01343426,0.13660362,0.80217414,2.10372553,0.01602133,1.18916311
-4.90145073,3.51015587,0.17397743,0.01362472,0.13589863,0.79233607,2.07833856,0.01569993,1.17564897
-4.89544772,3.46988637,0.17032759,0.01386020,0.13569311,0.78566137,2.04842469,0.01545774,1.16356747
-4.88944472,3.42694676,0.16676426,0.01412811,0.13591858,0.78170659,2.01385983,0.01528413,1.15249375
-4.88344172,3.38075899,0.16326590,0.01441586,0.13650182,0.78000549,1.97464861,0.01516839,1.14201679
-4.87743872,3.33089912,0.15981774,0.01471104,0.13736740,0.78008406,1.93092352,0.01510017,1.13175183
-4.87143572,3.27710849,0.15641326,0.01500158,0.13844013,0.78147455,1.88293972,0.01506980,1.12135111
-4.86543272,3.21929866,0.15305513,0.01527595,0.13964718,0.78372821,1.83106588,0.01506862,1.11051286
-4.85942971,3.15755030,0.14975570,0.01552336,0.14092013,0.78642629,1.77577184,0.01508918,1.09898839
-4.85342671,3.09210669,0.14653687,0.01573394,0.14219651,0.78918915,1.71761383,0.01512550,1.08658725
-4.84742371,3.02336234,0.14342956,0.01589894,0.14342114,0.79168330,1.65721781,0.01517322,1.07318021
-4.84142071,2.95184733,0.14047267,0.01601093,0.14454694,0.79362624,1.59526182,0.01522964,1.05870030
-4.83541771,2.87820803,0.13771167,0.01606389,0.14553551,0.79478906,1.53245776,0.01529379,1.04314170
-4.82941471,2.80318487,0.13519682,0.01605341,0.14635713,0.79499688,1.46953322,0.01536637,1.02655662
-4.82341171,2.72758770,0.13298120,0.01597677,0.14699053,0.79412729,1.40721385,0.01544962,1.00905031
-4.81740870,2.65226951,0.13111845,0.01583295,0.14742228,0.79210695,1.34620643,0.01554716,0.99077425
-4.81140570,2.57809898,0.12966046,0.01562265,0.14764590,0.78890664,1.28718305,0.01566375,0.97191781
-4.80540270,2.50593263,0.12865505,0.01534826,0.14766074,0.78453506,1.23076653,0.01580497,0.95269865
-4.79939970,2.43658713,0.12814363,0.01501370,0.14747074,0.77903181,1.17751719,0.01597682,0.93335206
-4.79339670,2.37081254,0.12815905,0.01462431,0.14708314,0.77245981,1.12792113,0.01618541,0.91411979
-4.78739370,2.30926708,0.12872354,0.01418658,0.14650708,0.76489766,1.08238004,0.01643646,0.89523863
-4.78139070,2.25249418,0.12984700,0.01370798,0.14575239,0.75643214,1.04120282,0.01673490,0.87692925
-4.77538769,2.20090252,0.13152558,0.01319661,0.14482847,0.74715135,1.00459886,0.01708444,0.85938565
-4.76938469,2.15474979,0.13374057,0.01266097,0.14374328,0.73713867,0.97267339,0.01748717,0.84276580
-4.76338169,2.11413072,0.13645783,0.01210962,0.14250267,0.72646772,0.94542497,0.01794325,0.82718374
-4.75737869,2.07897010,0.13962759,0.01155088,0.14110984,0.71519861,0.92274520,0.01845061,0.81270354
-4.75137569,2.04902105,0.14318477,0.01099264,0.13956512,0.70337550,0.90442092,0.01900478,0.79933538
-4.74537269,2.02386915,0.14704986,0.01044203,0.13786600,0.69102547,0.89013904,0.01959881,0.78703407
-4.73936968,2.00294217,0.15113029,0.00990528,0.13600739,0.67815875,0.87949396,0.02022330,0.77569996
-4.73336668,1.98552581,0.15532229,0.00938759,0.13398208,0.66477019,0.87199766,0.02086654,0.76518231
-4.72736368,1.97078468,0.15951330,0.00889296,0.13178146,0.65084182,0.86709231,0.02151479,0.75528507
-4.72136068,1.95778835,0.16358471,0.00842425,0.12939628,0.63634632,0.86416531,0.02215264,0.74577479
-4.71535768,1.94554153,0.16741504,0.00798313,0.12681761,0.62125126,0.86256618,0.02276346,0.73639036
-4.70935468,1.93301736,0.17088337,0.00757013,0.12403779,0.60552383,0.86162511,0.02332999,0.72685418
-4.70335168,1.91919278,0.17387282,0.00718482,0.12105145,0.58913574,0.86067245,0.02383488,0.71688429
-4.69734867,1.90308452,0.17627420,0.00682587,0.11785643,0.57206828,0.85905857,0.02426135,0.70620690
-4.69134567,1.88378435,0.17798945,0.00649124,0.11445465,0.55431698,0.85617329,0.02459382,0.69456883
-4.68534267,1.86049220,0.17893484,0.00617840,0.11085284,0.53589593,0.85146427,0.02481847,0.68174925
-4.67933967,1.83254564,0.17904379,0.00588445,0.10706313,0.51684139,0.84445356,0.02492383,0.66757013
-4.67333667,1.79944461,0.17826919,0.00560637,0.10310341,0.49721449,0.83475156,0.02490121,0.65190512
-4.66733367,1.76087017,0.17658510,0.00534113,0.09899749,0.47710302,0.82206799,0.02474503,0.63468620
-4.66133067,1.71669654,0.17398769,0.00508590,0.09477508,0.45662200,0.80621925,0.02445310,0.61590802
-4.65532766,1.66699579,0.17049551,0.00483814,0.09047140,0.43591316,0.78713199,0.02402667,0.59562957
-4.64932466,1.61203511,0.16614891,0.00459571,0.08612673,0.41514312,0.76484259,0.02347044,0.57397325
-4.64332166,1.55226660,0.16100874,0.00435694,0.08178556,0.39450046,0.73949283,0.02279236,0.55112119
-4.63731866,1.48831018,0.15515434,0.00412068,0.07749567,0.37419162,0.71132182,0.02200336,0.52730930
-4.63131566,1.42093037,0.14868091,0.00388628,0.07330698,0.35443583,0.68065462,0.02111695,0.50281893
-4.62531266,1.35100790,0.14169631,0.00365358,0.06927021,0.33545919,0.64788819,0.02014871,0.47796689
-4.61930965,1.27950744,0.13431759,0.00342288,0.06543553,0.31748810,0.61347517,0.01911580,0.45309396
-4.61330665,1.20744296,0.12666722,0.00319487,0.06185110,0.30074227,0.57790640,0.01803630,0.42855264
-4.60730365,1.13584191,0.11886921,0.00297054,0.05856156,0.28542759,0.54169282,0.01692869,0.40469442
-4.60130065,1.06571001,0.11104544,0.00275110,0.05560670,0.27172899,0.50534763,0.01581120,0.38185732
-4.59529765,0.99799782,0.10331207,0.00253790,0.05302006,0.25980375,0.46936926,0.01470129,0.36035392
-4.58929465,0.93357039,0.09577642,0.00233236,0.05082777,0.24977535,0.43422606,0.01361515,0.34046068
-4.58329165,0.87318122,0.08853425,0.00213583,0.04904754,0.24172816,0.40034292,0.01256732,0.32240858
-4.57728864,0.81745115,0.08166758,0.00194960,0.04768791,0.23570324,0.36809057,0.01157028,0.30637566
-4.57128564,0.76685300,0.07524316,0.00177476,0.04674773,0.23169536,0.33777750,0.01063429,0.29248157
-4.56528264,0.72170222,0.06931148,0.00161222,0.04621589,0.22965144,0.30964498,0.00976721,0.28078438
-4.55927964,0.68215362,0.06390649,0.00146266,0.04607145,0.22947047,0.28386486,0.00897444,0.27127952
-4.55327664,0.64820413,0.05904581,0.00132648,0.04628396,0.23100504,0.26054025,0.00825899,0.26390110
-4.54727364,0.61970113,0.05473156,0.00120386,0.04681420,0.23406440,0.23970879,0.00762158,0.25852527
-4.54127064,0.59635586,0.05095160,0.00109473,0.04761513,0.23841904,0.22134814,0.00706083,0.25497554
-4.53526763,0.57776118,0.04768119,0.00099880,0.04863314,0.24380660,0.20538342,0.00657353,0.25302985
-4.52926463,0.56341287,0.04488490,0.00091560,0.04980955,0.24993911,0.19169613,0.00615487,0.25242901
-4.52326163,0.55273346,0.04251884,0.00084455,0.05108222,0.25651112,0.18013410,0.00579881,0.25288627
-4.51725863,0.54509785,0.04053279,0.00078492,0.05238741,0.26320857,0.17052209,0.00549838,0.25409756
-4.51125563,0.53985945,0.03887260,0.00073599,0.05366163,0.26971812,0.16267260,0.00524599,0.25575206
-4.50525263,0.53637622,0.03748230,0.00069699,0.05484349,0.27573649,0.15639646,0.00503380,0.25754277
-4.49924962,0.53403543,0.03630619,0.00066722,0.05587554,0.28097955,0.15151298,0.00485394,0.25917657
-4.49324662,0.53227650,0.03529076,0.00064605,0.05670599,0.28519087,0.14785917,0.00469885,0.26038357
