energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.77788894,4.23837483,0.19596016,0.00000000,0.01850400,0.61712656,0.06058972,2.09162948,2.26397010,1.07741792
-5.77188594,4.21206202,0.19675702,0.00000000,0.01830677,0.61219374,0.05968993,2.07842228,2.26942541,1.06619250
-5.76588294,4.17896840,0.19721450,0.00000000,0.01813328,0.60668985,0.05872575,2.06173797,2.26964032,1.05338622
-5.75987994,4.13798240,0.19727370,0.00000000,0.01797564,0.60042750,0.05769750,2.04107909,2.26374451,1.03875676
-5.75387694,4.08820499,0.19688574,0.00000000,0.01782584,0.59324736,0.05660684,2.01605040,2.25102550,1.02211919
-5.74787394,4.02900187,0.19601406,0.00000000,0.01767633,0.58502644,0.05545733,1.98638414,2.23095616,1.00335916
-5.74187094,3.96004597,0.19463626,0.00000000,0.01752039,0.57568488,0.05425494,1.95196070,2.20321560,0.98244356
-5.73586793,3.88134842,0.19274525,0.00000000,0.01735250,0.56519122,0.05300838,1.91282372,2.16770244,0.95942825
-5.72986493,3.79327631,0.19034977,0.00000000,0.01716869,0.55356565,0.05172941,1.86918898,2.12453995,0.93446241
-5.72386193,3.69655664,0.18747411,0.00000000,0.01696666,0.54088136,0.05043290,1.82144656,2.07407296,0.90778938
-5.71785893,3.59226605,0.18415728,0.00000000,0.01674596,0.52726361,0.04913677,1.77015620,2.01685672,0.87974382
-5.71185593,3.48180693,0.18045143,0.00000000,0.01650796,0.51288684,0.04786174,1.71603605,1.95363841,0.85074536
-5.70585293,3.36687091,0.17641979,0.00000000,0.01625578,0.49796969,0.04663094,1.65994537,1.88533215,0.82128894
-5.69984992,3.24939136,0.17213421,0.00000000,0.01599410,0.48276832,0.04546930,1.60286171,1.81298887,0.79193215
-5.69384692,3.13148682,0.16767235,0.00000000,0.01572896,0.46756826,0.04440289,1.54585380,1.73776237,0.76328008
-5.68784392,3.01539794,0.16311480,0.00000000,0.01546739,0.45267508,0.04345806,1.49005107,1.66087320,0.73596824
-5.68184092,2.90342033,0.15854216,0.00000000,0.01521717,0.43840427,0.04266060,1.43661100,1.58357195,0.71064419
-5.67583792,2.79783604,0.15403236,0.00000000,0.01498639,0.42507079,0.04203481,1.38668576,1.50710346,0.68794834
-5.66983492,2.70084625,0.14965818,0.00000000,0.01478312,0.41297869,0.04160254,1.34138910,1.43267341,0.66849488
-5.66383192,2.61450757,0.14548520,0.00000000,0.01461512,0.40241103,0.04138242,1.30176486,1.36141838,0.65285324
-5.65782891,2.54067417,0.14157028,0.00000000,0.01448947,0.39362068,0.04138900,1.26875807,1.29438050,0.64153068
-5.65182591,2.48094748,0.13796049,0.00000000,0.01441236,0.38682211,0.04163216,1.24318955,1.23248707,0.63495676
-5.64582291,2.43663499,0.13469260,0.00000000,0.01438889,0.38218454,0.04211662,1.22573476,1.17653584,0.63346986
-5.63981991,2.40871906,0.13179308,0.00000000,0.01442292,0.37982657,0.04284162,1.21690743,1.12718558,0.63730648
-5.63381691,2.39783641,0.12927863,0.00000000,0.01451704,0.37981244,0.04380086,1.21704829,1.08495210,0.64659330
-5.62781391,2.40426839,0.12715701,0.00000000,0.01467255,0.38215005,0.04498257,1.22631909,1.05020895,0.66134243
-5.62181091,2.42794195,0.12542824,0.00000000,0.01488952,0.38679068,0.04636987,1.24470187,1.02319240,0.68144994
-5.61580790,2.46844062,0.12408601,0.00000000,0.01516694,0.39363037,0.04794125,1.27200328,1.00400967,0.70669760
-5.60980490,2.52502473,0.12311911,0.00000000,0.01550283,0.40251297,0.04967129,1.30786356,0.99264992,0.73675788
-5.60380190,2.59665980,0.12251292,0.00000000,0.01589443,0.41323464,0.05153147,1.35176977,0.98899681,0.77120193
-5.59779890,2.68205179,0.12225078,0.00000000,0.01633845,0.42554975,0.05349110,1.40307268,0.99284216,0.80951044
-5.59179590,2.77968786,0.12231514,0.00000000,0.01683119,0.43917783,0.05551835,1.46100656,1.00389982,0.85108686
-5.58579290,2.88788101,0.12268847,0.00000000,0.01736879,0.45381156,0.05758125,1.52471125,1.02181922,0.89527271
-5.57978989,3.00481728,0.12335388,0.00000000,0.01794735,0.46912541,0.05964866,1.59325577,1.04619823,0.94136441
-5.57378689,3.12860379,0.12429546,0.00000000,0.01856307,0.48478470,0.06169125,1.66566258,1.07659489,0.98863112
-5.56778389,3.25731618,0.12549828,0.00000000,0.01921235,0.50045488,0.06368224,1.74093177,1.11253799,1.03633298
-5.56178089,3.38904413,0.12694814,0.00000000,0.01989178,0.51581064,0.06559807,1.81806456,1.15353625,1.08373922
-5.55577789,3.52193365,0.12863107,0.00000000,0.02059818,0.53054463,0.06741891,1.89608529,1.19908629,1.13014543
-5.54977489,3.65422499,0.13053272,0.00000000,0.02132854,0.54437553,0.06912893,1.97406140,1.24867940,1.17488958
-5.54377189,3.78428529,0.13263755,0.00000000,0.02207992,0.55705508,0.07071640,2.05112081,1.30180714,1.21736607
-5.53776888,3.91063527,0.13492812,0.00000000,0.02284936,0.56837403,0.07217359,2.12646642,1.35796613,1.25703763
-5.53176588,4.03196948,0.13738428,0.00000000,0.02363372,0.57816659,0.07349654,2.19938741,1.41666193,1.29344453
-5.52576288,4.14716996,0.13998259,0.00000000,0.02442961,0.58631340,0.07468463,2.26926714,1.47741222,1.32621096
-5.51975988,4.25531324,0.14269585,0.00000000,0.02523322,0.59274282,0.07574008,2.33558772,1.53974939,1.35504857
-5.51375688,4.35567106,0.14549281,0.00000000,0.02604029,0.59743056,0.07666735,2.39793137,1.60322245,1.37975704
-5.50775388,4.44770529,0.14833819,0.00000000,0.02684598,0.60039770,0.07747255,2.45597872,1.66739849,1.40022202
-5.50175088,4.53105778,0.15119289,0.00000000,0.02764497,0.60170716,0.07816280,2.50950453,1.73186350,1.41641063
-5.49574787,4.60553597,0.15401453,0.00000000,0.02843140,0.60145886,0.07874569,2.55837108,1.79622276,1.42836492
-5.48974487,4.67109535,0.15675814,0.00000000,0.02919906,0.59978373,0.07922877,2.60251985,1.86010066,1.43619372
-5.48374187,4.72781967,0.15937715,0.00000000,0.02994148,0.59683699,0.07961919,2.64196193,1.92314018,1.44006349
-5.47773887,4.77590019,0.16182452,0.00000000,0.03065216,0.59279090,0.07992341,2.67676778,1.98500202,1.44018845
-5.47173587,4.81561475,0.16405401,0.00000000,0.03132480,0.58782737,0.08014701,2.70705669,2.04536357,1.43682079
-5.46573287,4.84730793,0.16602157,0.00000000,0.03195354,0.58213080,0.08029470,2.73298665,2.10391797,1.43024114
-5.45972986,4.87137278,0.16768666,0.00000000,0.03253326,0.57588141,0.08037031,2.75474476,2.16037336,1.42074987
-5.45372686,4.88823517,0.16901367,0.00000000,0.03305979,0.56924949,0.08037693,2.77253890,2.21445267,1.40865939
-5.44772386,4.89834089,0.16997315,0.00000000,0.03353013,0.56239056,0.08031711,2.78659054,2.26589416,1.39428782
-5.44172086,4.90214613,0.17054298,0.00000000,0.03394270,0.55544193,0.08019305,2.79712917,2.31445292,1.37795392
-5.43571786,4.90011121,0.17070930,0.00000000,0.03429741,0.54852049,0.08000681,2.80438829,2.35990343,1.35997354
-5.42971486,4.89269755,0.17046724,0.00000000,0.03459574,0.54172194,0.07976054,2.80860293,2.40204339,1.34065721
-5.42371186,4.88036758,0.16982142,0.00000000,0.03484074,0.53512132,0.07945657,2.81000871,2.44069872,1.32030902
-5.41770885,4.86358708,0.16878613,0.00000000,0.03503695,0.52877480,0.07909756,2.80884212,2.47572957,1.29922629
-5.41170585,4.84282948,0.16738522,0.00000000,0.03519022,0.52272243,0.07868656,2.80534187,2.50703722,1.27769993
-5.40570285,4.81858116,0.16565173,0.00000000,0.03530755,0.51699174,0.07822698,2.79975080,2.53457127,1.25601513
-5.39969985,4.79134717,0.16362717,0.00000000,0.03539675,0.51160182,0.07772250,2.79231826,2.55833689,1.23445205
-5.39369685,4.76165636,0.16136056,0.00000000,0.03546618,0.50656767,0.07717704,2.78330218,2.57840135,1.21328632
-5.38769385,4.73006520,0.15890716,0.00000000,0.03552433,0.50190439,0.07659452,2.77297079,2.59489923,1.19278895
-5.38169085,4.69715938,0.15632701,0.00000000,0.03557954,0.49763102,0.07597877,2.76160322,2.60803576,1.17322559
-5.37568784,4.66355253,0.15368328,0.00000000,0.03563958,0.49377367,0.07533335,2.74948895,2.61808752,1.15485486
-5.36968484,4.62988160,0.15104046,0.00000000,0.03571130,0.49036779,0.07466138,2.73692549,2.62540005,1.13792573
-5.36368184,4.59679832,0.14846247,0.00000000,0.03580033,0.48745931,0.07396536,2.72421442,2.63038187,1.12267390
-5.35767884,4.56495688,0.14601077,0.00000000,0.03591082,0.48510458,0.07324716,2.71165539,2.63349479,1.10931728
-5.35167584,4.53499775,0.14374251,0.00000000,0.03604517,0.48336902,0.07250781,2.69953838,2.63524039,1.09805062
-5.34567284,4.50752816,0.14170876,0.00000000,0.03620387,0.48232460,0.07174756,2.68813430,2.63614293,1.08903949
-5.33966983,4.48309990,0.13995294,0.00000000,0.03638544,0.48204609,0.07096581,2.67768432,2.63672914,1.08241405
-5.33366683,4.46218547,0.13850954,0.00000000,0.03658633,0.48260648,0.07016119,2.66838838,2.63750575,1.07826262
-5.32766383,4.44515368,0.13740307,0.00000000,0.03680101,0.48407153,0.06933159,2.66039373,2.63893552,1.07662566
-5.32166083,4.43224625,0.13664737,0.00000000,0.03702205,0.48649407,0.06847429,2.65378383,2.64141315,1.07749047
-5.31565783,4.42355671,0.13624536,0.00000000,0.03724030,0.48990811,0.06758609,2.64856886,2.64524220,1.08078689
-5.30965483,4.41901331,0.13618909,0.00000000,0.03744513,0.49432328,0.06666346,2.64467819,2.65061450,1.08638459
-5.30365183,4.41836725,0.13646029,0.00000000,0.03762476,0.49971999,0.06570276,2.64195587,2.65759331,1.09409200
-5.29764882,4.42118758,0.13703125,0.00000000,0.03776658,0.50604550,0.06470041,2.64015959,2.66610151,1.10365746
-5.29164582,4.42686370,0.13786608,0.00000000,0.03785758,0.51321147,0.06365313,2.63896364,2.67591587,1.11477254
-5.28564282,4.43461616,0.13892223,0.00000000,0.03788474,0.52109302,0.06255818,2.63796602,2.68666822,1.12707776
-5.27963982,4.44351593,0.14015229,0.00000000,0.03783557,0.52952961,0.06141355,2.63669995,2.69785385,1.14017068
-5.27363682,4.45251183,0.14150596,0.00000000,0.03769847,0.53832788,0.06021822,2.63464926,2.70884744,1.15361613
-5.26763382,4.46046553,0.14293204,0.00000000,0.03746325,0.54726630,0.05897232,2.63126736,2.71892591,1.16695848
-5.26163082,4.46619273,0.14438041,0.00000000,0.03712151,0.55610175,0.05767731,2.62599896,2.72729776,1.17973539
-5.25562781,4.46850900,0.14580398,0.00000000,0.03666704,0.56457753,0.05633610,2.61830363,2.73313748,1.19149274
-5.24962481,4.46627835,0.14716035,0.00000000,0.03609614,0.57243287,0.05495314,2.60768013,2.73562389,1.20179998
-5.24362181,4.45846229,0.14841328,0.00000000,0.03540782,0.57941314,0.05353442,2.59369028,2.73398043,1.21026549
-5.23761881,4.44416716,0.14953385,0.00000000,0.03460403,0.58528071,0.05208744,2.57598122,2.72751577,1.21655103
-5.23161581,4.42268736,0.15050120,0.00000000,0.03368967,0.58982561,0.05062110,2.55430499,2.71566257,1.22038499
-5.22561281,4.39354258,0.15130303,0.00000000,0.03267258,0.59287576,0.04914551,2.52853427,2.69801278,1.22157340
-5.21960980,4.35650704,0.15193559,0.00000000,0.03156342,0.59430604,0.04767182,2.49867367,2.67434743,1.22000863
-5.21360680,4.31162928,0.15240342,0.00000000,0.03037545,0.59404587,0.04621189,2.46486589,2.64465960,1.21567496
-5.20760380,4.25924170,0.15271876,0.00000000,0.02912423,0.59208488,0.04477803,2.42739241,2.60916935,1.20865104
-5.20160080,4.19995914,0.15290066,0.00000000,0.02782727,0.58847621,0.04338269,2.38666889,2.56832966,1.19910883
-5.19559780,4.13466668,0.15297393,0.00000000,0.02650362,0.58333747,0.04203812,2.34323523,2.52282324,1.18730924
-5.18959480,4.06449712,0.15296793,0.00000000,0.02517340,0.57684892,0.04075609,2.29774114,2.47354999,1.17359450
-5.18359180,3.99079922,0.15291528,0.00000000,0.02385734,0.56924926,0.03954760,2.25092764,2.42160578,1.15837762
-5.17758879,3.91509790,0.15285053,0.00000000,0.02257635,0.56082881,0.03842265,2.20360550,2.36825329,1.14212928
-5.17158579,3.83904839,0.15280892,0.00000000,0.02135105,0.55192061,0.03739010,2.15663165,2.31488612,1.12536288
-5.16558279,3.76438589,0.15282510,0.00000000,0.02020138,0.54288959,0.03645748,2.11088437,2.26298761,1.10861807
-5.15957979,3.69287300,0.15293209,0.00000000,0.01914621,0.53412039,0.03563096,2.06723853,2.21408610,1.09244365
-5.15357679,3.62624679,0.15316025,0.00000000,0.01820306,0.52600420,0.03491534,2.02654153,2.16970825,1.07738042
-5.14757379,3.56616747,0.15353644,0.00000000,0.01738786,0.51892529,0.03431403,1.98959105,2.13133221,1.06394459
-5.14157079,3.51417046,0.15408331,0.00000000,0.01671467,0.51324763,0.03382917,1.95711507,2.10034247,1.05261235
-5.13556778,3.47162336,0.15481871,0.00000000,0.01619566,0.50930227,0.03346166,1.92975484,2.07798788,1.04380621
-5.12956478,3.43968911,0.15575529,0.00000000,0.01584092,0.50737582,0.03321130,1.90805117,2.06534421,1.03788342
-5.12356178,3.41929638,0.15690011,0.00000000,0.01565842,0.50770064,0.03307688,1.89243415,2.06328263,1.03512688
-5.11755878,3.41111782,0.15825456,0.00000000,0.01565404,0.51044699,0.03305629,1.88321661,2.07244484,1.03573879
-5.11155578,3.41555664,0.15981422,0.00000000,0.01583155,0.51571738,0.03314660,1.88059102,2.09322562,1.03983702
-5.10555278,3.43274158,0.16156897,0.00000000,0.01619261,0.52354343,0.03334415,1.88462984,2.12576312,1.04745434
-5.09954977,3.46253004,0.16350318,0.00000000,0.01673688,0.53388517,0.03364460,1.89528914,2.16993712,1.05854029
-5.09354677,3.50451919,0.16559609,0.00000000,0.01746199,0.54663282,0.03404301,1.91241492,2.22537482,1.07296558
-5.08754377,3.55806411,0.16782229,0.00000000,0.01836371,0.56161087,0.03453387,1.93575217,2.29146413,1.09052874
-5.08154077,3.62230246,0.17015236,0.00000000,0.01943590,0.57858432,0.03511110,1.96495591,2.36737337,1.11096453
-5.07553777,3.69618447,0.17255371,0.00000000,0.02067073,0.59726665,0.03576815,1.99960416,2.45207700,1.13395400
-5.06953477,3.77850732,0.17499149,0.00000000,0.02205866,0.61732928,0.03649800,2.03921209,2.54438608,1.15913557
-5.06353177,3.86795257,0.17742969,0.00000000,0.02358864,0.63841209,0.03729323,2.08324728,2.64298247,1.18611674
-5.05752876,3.96312554,0.17983228,0.00000000,0.02524825,0.66013448,0.03814606,2.13114534,2.74645567,1.21448616
-5.05152576,4.06259531,0.18216445,0.00000000,0.02702385,0.68210666,0.03904842,2.18232575,2.85334096,1.24382547
-5.04552276,4.16493396,0.18439384,0.00000000,0.02890078,0.70394067,0.03999202,2.23620731,2.96215768,1.27372069
-5.03951976,4.26875416,0.18649174,0.00000000,0.03086366,0.72526076,0.04096842,2.29222294,3.07144652,1.30377274
-5.03351676,4.37274363,0.18843422,0.00000000,0.03289656,0.74571286,0.04196910,2.34983331,3.17980470,1.33360693
-5.02751376,4.47569577,0.19020309,0.00000000,0.03498340,0.76497271,0.04298549,2.40853911,3.28591808,1.36288103
-5.02151076,4.57653553,0.19178665,0.00000000,0.03710818,0.78275260,0.04400905,2.46789146,3.38858926,1.39129197
-5.01550775,4.67433984,0.19318026,0.00000000,0.03925536,0.79880648,0.04503128,2.52750034,3.48676124,1.41858084
-5.00950475,4.76835224,0.19438656,0.00000000,0.04141014,0.81293355,0.04604372,2.58704068,3.57953581,1.44453636
-5.00350175,4.85799137,0.19541545,0.00000000,0.04355882,0.82498004,0.04703798,2.64625599,3.66618673,1.46899659
-4.99749875,4.94285339,0.19628375,0.00000000,0.04568902,0.83483970,0.04800570,2.70495942,3.74616717,1.49184913
-4.99149575,5.02270847,0.19701460,0.00000000,0.04779001,0.84245273,0.04893854,2.76303224,3.81911178,1.51302977
-4.98549275,5.09749166,0.19763653,0.00000000,0.04985280,0.84780365,0.04982818,2.82041964,3.88483342,1.53251971
-4.97948974,5.16728871,0.19818239,0.00000000,0.05187036,0.85091817,0.05066628,2.87712417,3.94331493,1.55034154
-4.97348674,5.23231751,0.19868799,0.00000000,0.05383762,0.85185932,0.05144458,2.93319683,3.99469638,1.56655413
-4.96748374,5.29290588,0.19919075,0.00000000,0.05575145,0.85072307,0.05215487,2.98872617,4.03925844,1.58124653
-4.96148074,5.34946653,0.19972814,0.00000000,0.05761059,0.84763374,0.05278914,3.04382570,4.07740235,1.59453126
-4.95547774,5.40247017,0.20033628,0.00000000,0.05941539,0.84273919,0.05333968,3.09862003,4.10962733,1.60653699
-4.94947474,5.45241752,0.20104846,0.00000000,0.06116764,0.83620612,0.05379926,3.15323023,4.13650604,1.61740102
-4.94347174,5.49981132,0.20189387,0.00000000,0.06287018,0.82821551,0.05416131,3.20775885,4.15865879,1.62726161
-4.93746873,5.54512897,0.20289646,0.00000000,0.06452655,0.81895827,0.05442016,3.26227526,4.17672735,1.63625060
-4.93146573,5.58879683,0.20407401,0.00000000,0.06614055,0.80863113,0.05457126,3.31680179,4.19134887,1.64448637
-4.92546273,5.63116690,0.20543744,0.00000000,0.06771585,0.79743278,0.05461142,3.37130128,4.20313085,1.65206755
-4.91945973,5.67249645,0.20699036,0.00000000,0.06925557,0.78556028,0.05453903,3.42566665,4.21262758,1.65906755
-4.91345673,5.71293142,0.20872885,0.00000000,0.07076183,0.77320560,0.05435419,3.47971293,4.22031889,1.66553023
-4.90745373,5.75249397,0.21064152,0.00000000,0.07223547,0.76055235,0.05405887,3.53317224,4.22659171,1.67146693
-4.90145073,5.79107473,0.21270978,0.00000000,0.07367572,0.74777276,0.05365698,3.58569217,4.23172500,1.67685486
-4.89544772,5.82842991,0.21490829,0.00000000,0.07508003,0.73502464,0.05315429,3.63683768,4.23587863,1.68163714
-4.88944472,5.86418372,0.21720567,0.00000000,0.07644398,0.72244870,0.05255842,3.68609689,4.23908651,1.68572440
-4.88344172,5.89783593,0.21956527,0.00000000,0.07776122,0.71016594,0.05187859,3.73289051,4.24125443,1.68899806
-4.87743872,5.92877460,0.22194610,0.00000000,0.07902369,0.69827552,0.05112544,3.77658502,4.24216273,1.69131507
-4.87143572,5.95629387,0.22430391,0.00000000,0.08022171,0.68685285,0.05031070,3.81650911,4.24147404,1.69251414
-4.86543272,5.97961615,0.22659224,0.00000000,0.08134440,0.67594838,0.04944682,3.85197310,4.23874579,1.69242311
-4.85942971,5.99791836,0.22876361,0.00000000,0.08237998,0.66558692,0.04854663,3.88229060,4.23344755,1.69086727
-4.85342671,6.01036152,0.23077066,0.00000000,0.08331631,0.65576770,0.04762295,3.90680186,4.22498259,1.68767829
-4.84742371,6.01612253,0.23256736,0.00000000,0.08414132,0.64646528,0.04668817,3.92489776,4.21271313,1.68270338
-4.84142071,6.01442751,0.23411018,0.00000000,0.08484351,0.63763134,0.04575395,3.93604390,4.19598858,1.67581437
-4.83541771,6.00458524,0.23535922,0.00000000,0.08541252,0.62919732,0.04483089,3.93980345,4.17417571,1.66691618
-4.82941471,5.98601960,0.23627930,0.00000000,0.08583950,0.62107788,0.04392829,3.93585818,4.14668983,1.65595446
-4.82341171,5.95829983,0.23684102,0.00000000,0.08611756,0.61317516,0.04305400,3.92402660,4.11302568,1.64292193
-4.81740870,5.92116722,0.23702162,0.00000000,0.08624203,0.60538357,0.04221426,3.90427842,4.07278686,1.62786312
-4.81140570,5.87455727,0.23680587,0.00000000,0.08621074,0.59759507,0.04141372,3.87674472,4.02571254,1.61087739
-4.80540270,5.81861606,0.23618665,0.00000000,0.08602408,0.58970457,0.04065545,3.84172322,3.97170034,1.59211986
-4.79939970,5.75371018,0.23516546,0.00000000,0.08568497,0.58161531,0.03994104,3.79967837,3.91082421,1.57180035
-4.79339670,5.68042950,0.23375269,0.00000000,0.08519884,0.57324394,0.03927076,3.75123609,3.84334653,1.55018026
-4.78739370,5.59958256,0.23196761,0.00000000,0.08457334,0.56452505,0.03864371,3.69717326,3.76972365,1.52756745
-4.78139070,5.51218447,0.22983819,0.00000000,0.08381808,0.55541492,0.03805808,3.63840221,3.69060460,1.50430942
-4.77538769,5.41943765,0.22740057,0.00000000,0.08294433,0.54589440,0.03751130,3.57595088,3.60682280,1.48078494
-4.76938469,5.32270617,0.22469837,0.00000000,0.08196458,0.53597064,0.03700034,3.51093909,3.51938102,1.45739450
-4.76338169,5.22348441,0.22178163,0.00000000,0.08089219,0.52567783,0.03652187,3.44455203,3.42943006,1.43455005
-4.75737869,5.12336147,0.21870567,0.00000000,0.07974104,0.51507671,0.03607248,3.37801180,3.33824203,1.41266432
-4.75137569,5.02398245,0.21552963,0.00000000,0.07852512,0.50425311,0.03564882,3.31254805,3.24717920,1.39214013
-4.74537269,4.92700836,0.21231502,0.00000000,0.07725832,0.49331559,0.03524780,3.24936883,3.15765972,1.37336033
-4.73936968,4.83407601,0.20912407,0.00000000,0.07595418,0.48239225,0.03486668,3.18963266,3.07112157,1.35667837
-4.73336668,4.74675954,0.20601823,0.00000000,0.07462573,0.47162710,0.03450314,3.13442265,2.98898602,1.34241016
-4.72736368,4.66653484,0.20305657,0.00000000,0.07328542,0.46117600,0.03415544,3.08472368,2.91262220,1.33082732
-4.72136068,4.59474813,0.20029452,0.00000000,0.07194514,0.45120257,0.03382236,3.04140308,2.84331383,1.32215194
-4.71535768,4.53258959,0.19778258,0.00000000,0.07061617,0.44187415,0.03350333,3.00519538,2.78222938,1.31655304
-4.70935468,4.48107259,0.19556549,0.00000000,0.06930936,0.43335799,0.03319840,2.97669126,2.73039651,1.31414469
-4.70335168,4.44101892,0.19368154,0.00000000,0.06803512,0.42581788,0.03290825,2.95633086,2.68868133,1.31498564
-4.69734867,4.41304984,0.19216219,0.00000000,0.06680356,0.41941110,0.03263419,2.94440113,2.65777302,1.31908037
-4.69134567,4.39758263,0.19103204,0.00000000,0.06562453,0.41428595,0.03237813,2.94103700,2.63817369,1.32638126
-4.68534267,4.39483203,0.19030899,0.00000000,0.06450761,0.41057959,0.03214252,2.94622572,2.63019344,1.33679170
-4.67933967,4.40481568,0.19000465,0.00000000,0.06346212,0.40841625,0.03193032,2.95981398,2.63395014,1.35016971
-4.67333667,4.42736262,0.19012494,0.00000000,0.06249693,0.40790567,0.03174489,2.98151693,2.64937325,1.36633198
-4.66733367,4.46212382,0.19067072,0.00000000,0.06162034,0.40914157,0.03158992,3.01092859,2.67621116,1.38505786
-4.66133067,4.50858369,0.19163849,0.00000000,0.06083983,0.41220017,0.03146924,3.04753296,2.71404102,1.40609318
-4.65532766,4.56607174,0.19302105,0.00000000,0.06016173,0.41713844,0.03138676,3.09071525,2.76228045,1.42915376
-4.64932466,4.63377368,0.19480797,0.00000000,0.05959093,0.42399225,0.03134619,3.13977282,2.82020024,1.45392843
-4.64332166,4.71074136,0.19698596,0.00000000,0.05913049,0.43277412,0.03135093,3.19392547,2.88693752,1.48008158
