energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.87393697,0.47388375,0.28088491,0.08097189,0.00262161,0.05316885,0.05188405,0.02750929,0.00116618,0.19120730
-5.86793397,0.44460189,0.26019965,0.07672052,0.00266057,0.04974827,0.05013192,0.02545357,0.00111018,0.17850794
-5.86193097,0.41739287,0.24072982,0.07282792,0.00272650,0.04654267,0.04902153,0.02353334,0.00105724,0.16666775
-5.85592796,0.39281367,0.22275772,0.06939958,0.00282396,0.04361067,0.04862948,0.02177904,0.00100884,0.15590394
-5.84992496,0.37136082,0.20652422,0.06653182,0.00295710,0.04100362,0.04902454,0.02021755,0.00096634,0.14640882
-5.84392196,0.35346236,0.19222607,0.06430989,0.00312958,0.03876465,0.05026664,0.01887199,0.00093092,0.13834715
-5.83791896,0.33947138,0.18001428,0.06280645,0.00334434,0.03692811,0.05240583,0.01776158,0.00090357,0.13185420
-5.83191596,0.32966122,0.16999367,0.06208011,0.00360351,0.03551903,0.05548122,0.01690165,0.00088507,0.12703445
-5.82591296,0.32422208,0.16222327,0.06217443,0.00390826,0.03455294,0.05951992,0.01630356,0.00087595,0.12396081
-5.81990995,0.32325911,0.15671757,0.06311697,0.00425866,0.03403572,0.06453595,0.01597478,0.00087650,0.12267437
-5.81390695,0.32679182,0.15344856,0.06491869,0.00465362,0.03396380,0.07052916,0.01591896,0.00088674,0.12318457
-5.80790395,0.33475474,0.15234834,0.06757358,0.00509078,0.03432436,0.07748432,0.01613596,0.00090644,0.12546987
-5.80190095,0.34699929,0.15331241,0.07105852,0.00556648,0.03509583,0.08537030,0.01662196,0.00093513,0.12947864
-5.79589795,0.36329698,0.15620335,0.07533345,0.00607578,0.03624847,0.09413948,0.01736950,0.00097209,0.13513059
-5.78989495,0.38334380,0.16085504,0.08034175,0.00661246,0.03774513,0.10372751,0.01836759,0.00101639,0.14231845
-5.78389195,0.40676591,0.16707734,0.08601099,0.00716910,0.03954215,0.11405340,0.01960176,0.00106689,0.15091006
-5.77788894,0.43312670,0.17466103,0.09225401,0.00773725,0.04159042,0.12502014,0.02105417,0.00112229,0.16075094
-5.77188594,0.46193513,0.18338320,0.09897025,0.00830754,0.04383657,0.13651573,0.02270377,0.00118117,0.17166710
-5.76588294,0.49265549,0.19301288,0.10604753,0.00886994,0.04622423,0.14841481,0.02452646,0.00124201,0.18346846
-5.75987994,0.52471832,0.20331682,0.11336409,0.00941398,0.04869548,0.16058085,0.02649531,0.00130324,0.19595254
-5.75387694,0.55753247,0.21406536,0.12079098,0.00992904,0.05119223,0.17286874,0.02858090,0.00136329,0.20890855
-5.74787394,0.59049807,0.22503827,0.12819476,0.01040466,0.05365777,0.18512800,0.03075171,0.00142062,0.22212185
-5.74187094,0.62302010,0.23603024,0.13544032,0.01083083,0.05603821,0.19720620,0.03297454,0.00147378,0.23537854
-5.73586793,0.65452223,0.24685612,0.14239402,0.01119831,0.05828391,0.20895274,0.03521513,0.00152145,0.24847024
-5.72986493,0.68446043,0.25735537,0.14892677,0.01149892,0.06035075,0.22022274,0.03743874,0.00156247,0.26119879
-5.72386193,0.71233604,0.26739585,0.15491714,0.01172581,0.06220131,0.23088077,0.03961085,0.00159588,0.27338080
-5.71785893,0.73770767,0.27687653,0.16025434,0.01187367,0.06380582,0.24080457,0.04169791,0.00162095,0.28485181
-5.71185593,0.76020166,0.28572915,0.16484096,0.01193893,0.06514282,0.24988821,0.04366809,0.00163719,0.29546999
-5.70585293,0.77952047,0.29391861,0.16859538,0.01191986,0.06619960,0.25804489,0.04549205,0.00164436,0.30511917
-5.69984992,0.79544882,0.30144207,0.17145373,0.01181661,0.06697238,0.26520905,0.04714364,0.00164250,0.31371107
-5.69384692,0.80785735,0.30832691,0.17337134,0.01163124,0.06746609,0.27133773,0.04860057,0.00163188,0.32118669
-5.68784392,0.81670353,0.31462740,0.17432366,0.01136760,0.06769394,0.27641119,0.04984503,0.00161301,0.32751676
-5.68184092,0.82202998,0.32042048,0.17430656,0.01103122,0.06767678,0.28043271,0.05086411,0.00158661,0.33270130
-5.67583792,0.82396023,0.32580072,0.17333597,0.01062910,0.06744209,0.28342765,0.05165018,0.00155359,0.33676831
-5.66983492,0.82269229,0.33087486,0.17144705,0.01016947,0.06702298,0.28544183,0.05220109,0.00151502,0.33977169
-5.66383192,0.81849032,0.33575612,0.16869269,0.00966157,0.06645697,0.28653928,0.05252022,0.00147205,0.34178854
-5.65782891,0.81167493,0.34055876,0.16514165,0.00911530,0.06578476,0.28679964,0.05261644,0.00142594,0.34291605
-5.65182591,0.80261262,0.34539311,0.16087626,0.00854095,0.06504906,0.28631524,0.05250386,0.00137797,0.34326809
-5.64582291,0.79170497,0.35036145,0.15598984,0.00794892,0.06429347,0.28518811,0.05220154,0.00132947,0.34297184
-5.63981991,0.77937800,0.35555501,0.15058399,0.00734946,0.06356150,0.28352709,0.05173306,0.00128171,0.34216452
-5.63381691,0.76607236,0.36105215,0.14476583,0.00675239,0.06289583,0.28144516,0.05112601,0.00123595,0.34099049
-5.62781391,0.75223461,0.36691802,0.13864528,0.00616695,0.06233773,0.27905711,0.05041148,0.00119343,0.33959883
-5.62181091,0.73831001,0.37320547,0.13233249,0.00560159,0.06192666,0.27647774,0.04962346,0.00115533,0.33814151
-5.61580790,0.72473686,0.37995735,0.12593559,0.00506389,0.06170018,0.27382053,0.04879828,0.00112278,0.33677213
-5.60980490,0.71194251,0.38720973,0.11955862,0.00456048,0.06169396,0.27119674,0.04797406,0.00109691,0.33564524
-5.60380190,0.70034094,0.39499597,0.11329995,0.00409705,0.06194192,0.26871513,0.04719015,0.00107886,0.33491616
-5.59779890,0.69033146,0.40335113,0.10725096,0.00367832,0.06247651,0.26648187,0.04648665,0.00106979,0.33474114
-5.59179590,0.68229852,0.41231638,0.10149518,0.00330817,0.06332897,0.26460085,0.04590389,0.00107090,0.33527770
-5.58579290,0.67661185,0.42194296,0.09610768,0.00298966,0.06452952,0.26317394,0.04548201,0.00108352,0.33668489
-5.57978989,0.67362678,0.43229524,0.09115485,0.00272522,0.06610749,0.26230127,0.04526052,0.00110907,0.33912327
-5.57378689,0.67368405,0.44345264,0.08669436,0.00251676,0.06809127,0.26208129,0.04527784,0.00114913,0.34275453
-5.56778389,0.67710886,0.45550995,0.08277544,0.00236580,0.07050800,0.26261043,0.04557089,0.00120544,0.34774030
-5.56178089,0.68420880,0.46857602,0.07943911,0.00227362,0.07338319,0.26398234,0.04617463,0.00127990,0.35424033
-5.55577789,0.69527043,0.48277074,0.07671867,0.00224146,0.07673993,0.26628658,0.04712156,0.00137459,0.36240978
-5.54977489,0.71055446,0.49822026,0.07464007,0.00227059,0.08059800,0.26960681,0.04844123,0.00149173,0.37239567
-5.54377189,0.73028968,0.51505092,0.07322235,0.00236247,0.08497287,0.27401853,0.05015972,0.00163365,0.38433261
-5.53776888,0.75466571,0.53338186,0.07247799,0.00251885,0.08987444,0.27958635,0.05229907,0.00180274,0.39833800
-5.53176588,0.78382513,0.55331712,0.07241318,0.00274184,0.09530594,0.28636114,0.05487677,0.00200138,0.41450679
-5.52576288,0.81785525,0.57493740,0.07302801,0.00303398,0.10126272,0.29437705,0.05790521,0.00223186,0.43290620
-5.51975988,0.85678011,0.59829227,0.07431661,0.00339826,0.10773137,0.30364867,0.06139122,0.00249628,0.45357072
-5.51375688,0.90055337,0.62339316,0.07626714,0.00383809,0.11468886,0.31416863,0.06533560,0.00279642,0.47649752
-5.50775388,0.94905229,0.65020772,0.07886188,0.00435728,0.12210221,0.32590561,0.06973282,0.00313366,0.50164276
-5.50175088,1.00207370,0.67865594,0.08207714,0.00495996,0.12992833,0.33880317,0.07457073,0.00350880,0.52891898
-5.49574787,1.05933179,0.70860825,0.08588323,0.00565043,0.13811435,0.35277937,0.07983047,0.00392200,0.55819368
-5.48974487,1.12045847,0.73988584,0.09024454,0.00643303,0.14659832,0.36772725,0.08548644,0.00437261,0.58928936
-5.48374187,1.18500584,0.77226307,0.09511947,0.00731189,0.15531025,0.38351623,0.09150637,0.00485910,0.62198491
-5.47773887,1.25245117,0.80547192,0.10046061,0.00829074,0.16417354,0.39999438,0.09785157,0.00537897,0.65601834
-5.47173587,1.32220379,0.83920822,0.10621486,0.00937260,0.17310656,0.41699136,0.10447727,0.00592866,0.69109079
-5.46573287,1.39361373,0.87313906,0.11232365,0.01055949,0.18202446,0.43432193,0.11133296,0.00650355,0.72687148
-5.45972986,1.46598171,0.90691115,0.11872326,0.01185207,0.19084096,0.45178986,0.11836290,0.00709798,0.76300348
-5.45372686,1.53856983,0.94015947,0.12534516,0.01324936,0.19947019,0.46919191,0.12550664,0.00770525,0.79910990
-5.44772386,1.61061271,0.97251569,0.13211647,0.01474837,0.20782825,0.48632188,0.13269954,0.00831774,0.83480030
-5.44172086,1.68132843,1.00361595,0.13896044,0.01634379,0.21583463,0.50297425,0.13987341,0.00892704,0.86967708
-5.43571786,1.74992920,1.03310762,0.14579703,0.01802774,0.22341328,0.51894748,0.14695704,0.00952410,0.90334150
-5.42971486,1.81563114,1.06065476,0.15254353,0.01978957,0.23049337,0.53404685,0.15387689,0.01009945,0.93539933
-5.42371186,1.87766348,1.08594207,0.15911535,0.02161565,0.23700972,0.54808660,0.16055769,0.01064343,0.96546596
-5.41770885,1.93527687,1.10867758,0.16542677,0.02348944,0.24290288,0.56089160,0.16692319,0.01114646,0.99317091
-5.41170585,1.98775105,1.12859391,0.17139190,0.02539145,0.24811901,0.57229847,0.17289693,0.01159928,1.01816189
-5.40570285,2.03440213,1.14544863,0.17692572,0.02729949,0.25260954,0.58215638,0.17840309,0.01199326,1.04010847
-5.39969985,2.07458965,1.15902388,0.18194523,0.02918894,0.25633077,0.59032748,0.18336749,0.01232065,1.05870537
-5.39369685,2.10772377,1.16912583,0.18637072,0.03103323,0.25924347,0.59668735,0.18771865,0.01257483,1.07367578
-5.38769385,2.13327274,1.17558411,0.19012717,0.03280434,0.26131258,0.60112548,0.19138903,0.01275050,1.08477458
-5.38169085,2.15077090,1.17825186,0.19314570,0.03447353,0.26250713,0.60354593,0.19431632,0.01284391,1.09179173
-5.37568784,2.15982718,1.17700646,0.19536508,0.03601199,0.26280039,0.60386830,0.19644488,0.01285293,1.09455585
-5.36968484,2.16013396,1.17175118,0.19673326,0.03739177,0.26217028,0.60202910,0.19772713,0.01277715,1.09293786
-5.36368184,2.15147613,1.16241786,0.19720886,0.03858651,0.26060012,0.59798337,0.19812503,0.01261788,1.08685480
-5.35767884,2.13373999,1.14897041,0.19676248,0.03957232,0.25807957,0.59170666,0.19761147,0.01237813,1.07627350
-5.35167584,2.10692125,1.13140901,0.19537793,0.04032858,0.25460582,0.58319715,0.19617143,0.01206247,1.06121396
-5.34567284,2.07113193,1.10977456,0.19305311,0.04083861,0.25018479,0.57247775,0.19380308,0.01167690,1.04175209
-5.33966983,2.02660510,1.08415316,0.18980061,0.04109032,0.24483244,0.55959798,0.19051848,0.01122866,1.01802172
-5.33366683,1.97369732,1.05467995,0.18564802,0.04107660,0.23857582,0.54463550,0.18634396,0.01072598,0.99021533
-5.32766383,1.91288783,1.02154197,0.18063765,0.04079567,0.23145400,0.52769699,0.18132015,0.01017783,0.95858345
-5.32166083,1.84477446,0.98497964,0.17482601,0.04025117,0.22351856,0.50891822,0.17550151,0.00959364,0.92343250
-5.31565783,1.77006578,0.94528644,0.16828275,0.03945205,0.21483371,0.48846327,0.16895549,0.00898306,0.88512088
-5.30965483,1.68956962,0.90280660,0.16108917,0.03841236,0.20547588,0.46652266,0.16176123,0.00835566,0.84405332
-5.30365183,1.60417810,0.85793073,0.15333643,0.03715079,0.19553280,0.44331054,0.15400783,0.00772067,0.80067369
-5.29764882,1.51484958,0.81108937,0.14512341,0.03569007,0.18510208,0.41906083,0.14579234,0.00708684,0.75545626
-5.29164582,1.42258814,0.76274473,0.13655430,0.03405629,0.17428937,0.39402258,0.13721748,0.00646217,0.70889580
-5.28564282,1.32842131,0.71338086,0.12773613,0.03227804,0.16320601,0.36845460,0.12838913,0.00585381,0.66149694
-5.27963982,1.23337702,0.66349266,0.11877619,0.03038561,0.15196653,0.34261966,0.11941383,0.00526795,0.61376300
-5.27363682,1.13846057,0.61357436,0.10977949,0.02841005,0.14068589,0.31677846,0.11039622,0.00470976,0.56618501
-5.26763382,1.04463261,0.56410778,0.10084647,0.02638236,0.12947672,0.29118368,0.10143665,0.00418333,0.51923107
-5.26163082,0.95278910,0.51555116,0.09207086,0.02433264,0.11844664,0.26607435,0.09262906,0.00369176,0.47333675
-5.25562781,0.86374379,0.46832885,0.08353782,0.02228938,0.10769578,0.24167073,0.08405902,0.00323713,0.42889670
-5.24962481,0.77821410,0.42282240,0.07532260,0.02027883,0.09731464,0.21817004,0.07580229,0.00282063,0.38625784
-5.24362181,0.69681062,0.37936340,0.06748945,0.01832453,0.08738232,0.19574302,0.06792365,0.00244261,0.34571438
-5.23761881,0.62003062,0.33822831,0.06009101,0.01644694,0.07796521,0.17453162,0.06047622,0.00210275,0.30750475
-5.23161581,0.54825556,0.29963532,0.05316814,0.01466323,0.06911623,0.15464768,0.05350117,0.00180011,0.27181042
-5.22561281,0.48175240,0.26374340,0.04675013,0.01298720,0.06087450,0.13617274,0.04702788,0.00153334,0.23875665
-5.21960980,0.42067850,0.23065328,0.04085525,0.01142936,0.05326552,0.11915885,0.04107436,0.00130074,0.20841492
-5.21360680,0.36508959,0.20041031,0.03549166,0.00999703,0.04630173,0.10363028,0.03564815,0.00110042,0.18080684
-5.20760380,0.31495026,0.17300885,0.03065851,0.00869469,0.03998354,0.08958602,0.03074728,0.00093040,0.15590933
-5.20160080,0.27014634,0.14839786,0.02634724,0.00752426,0.03430058,0.07700286,0.02636160,0.00078872,0.13366066
-5.19559780,0.23049858,0.12648744,0.02254308,0.00648552,0.02923314,0.06583893,0.02247410,0.00067357,0.11396712
-5.18959480,0.19577688,0.10715587,0.01922645,0.00557654,0.02475384,0.05603745,0.01906240,0.00058332,0.09671003
-5.18359180,0.16571458,0.09025684,0.01637450,0.00479412,0.02082926,0.04753062,0.01610012,0.00051661,0.08175266
-5.17758879,0.14002219,0.07562659,0.01396252,0.00413422,0.01742161,0.04024338,0.01355831,0.00047243,0.06894695
-5.17158579,0.11840012,0.06309070,0.01196520,0.00359239,0.01449029,0.03409695,0.01140669,0.00045013,0.05813972
-5.16558279,0.10055005,0.05247019,0.01035782,0.00316410,0.01199333,0.02901202,0.00961482,0.00044948,0.04917819
-5.15957979,0.08618468,0.04358698,0.00911724,0.00284511,0.00988866,0.02491160,0.00815304,0.00047063,0.04191479
-5.15357679,0.07503554,0.03626845,0.00822264,0.00263171,0.00813518,0.02172323,0.00699330,0.00051419,0.03621094
-5.14757379,0.06685899,0.03035106,0.00765609,0.00252089,0.00669363,0.01938080,0.00610975,0.00058114,0.03194004
-5.14157079,0.06144009,0.02568309,0.00740290,0.00251051,0.00552726,0.01782571,0.00547919,0.00067286,0.02898938
-5.13556778,0.05859467,0.02212642,0.00745171,0.00259929,0.00460231,0.01700755,0.00508129,0.00079103,0.02726124
-5.12956478,0.05816949,0.01955760,0.00779441,0.00278681,0.00388825,0.01688422,0.00489868,0.00093760,0.02667303
-5.12356178,0.06004065,0.01786805,0.00842585,0.00307341,0.00335794,0.01742158,0.00491685,0.00111471,0.02715671
-5.11755878,0.06411060,0.01696366,0.00934331,0.00346004,0.00298759,0.01859261,0.00512399,0.00132457,0.02865744
-5.11155578,0.07030377,0.01676390,0.01054589,0.00394797,0.00275664,0.02037628,0.00551061,0.00156941,0.03113166
-5.10555278,0.07856115,0.01720043,0.01203368,0.00453859,0.00264751,0.02275598,0.00606920,0.00185128,0.03454465
-5.09954977,0.08883411,0.01821549,0.01380691,0.00523303,0.00264534,0.02571781,0.00679370,0.00217199,0.03886786
-5.09354677,0.10107778,0.01976003,0.01586496,0.00603184,0.00273767,0.02924872,0.00767906,0.00253293,0.04407586
-5.08754377,0.11524422,0.02179184,0.01820540,0.00693461,0.00291406,0.03333447,0.00872071,0.00293494,0.05014336
-5.08154077,0.13127580,0.02427362,0.02082299,0.00793960,0.00316582,0.03795781,0.00991413,0.00337821,0.05704228
-5.07553777,0.14909907,0.02717128,0.02370881,0.00904346,0.00348564,0.04309665,0.01125437,0.00386213,0.06473907
-5.06953477,0.16861957,0.03045231,0.02684951,0.01024083,0.00386736,0.04872249,0.01273581,0.00438521,0.07319245
-5.06353177,0.18971781,0.03408458,0.03022666,0.01152420,0.00430570,0.05479930,0.01435190,0.00494498,0.08235166
-5.05752876,0.21224669,0.03803538,0.03381638,0.01288367,0.00479612,0.06128264,0.01609508,0.00553800,0.09215547
-5.05152576,0.23603084,0.04227091,0.03758923,0.01430691,0.00533472,0.06811939,0.01795694,0.00615986,0.10253195
-5.04552276,0.26086783,0.04675616,0.04151032,0.01577918,0.00591818,0.07524806,0.01992843,0.00680521,0.11339912
-5.03951976,0.28653151,0.05145525,0.04553983,0.01728350,0.00654382,0.08259957,0.02200034,0.00746790,0.12466661
-5.03351676,0.31277750,0.05633224,0.04963377,0.01880085,0.00720966,0.09009874,0.02416398,0.00814111,0.13623822
-5.02751376,0.33935076,0.06135225,0.05374506,0.02031063,0.00791461,0.09766634,0.02641197,0.00881763,0.14801540
-5.02151076,0.36599498,0.06648297,0.05782491,0.02179108,0.00865866,0.10522163,0.02873927,0.00949007,0.15990160
-5.01550775,0.39246358,0.07169649,0.06182447,0.02321988,0.00944309,0.11268536,0.03114428,0.01015121,0.17180727
-5.00950475,0.41853180,0.07697120,0.06569654,0.02457480,0.01027073,0.11998309,0.03363005,0.01079432,0.18365537
-5.00350175,0.44400944,0.08229380,0.06939754,0.02583443,0.01114622,0.12704870,0.03620558,0.01141355,0.19538708
-4.99749875,0.46875357,0.08766122,0.07288937,0.02697883,0.01207617,0.13382789,0.03888701,0.01200429,0.20696753
-4.99149575,0.49268059,0.09308230,0.07614124,0.02799030,0.01306937,0.14028147,0.04169881,0.01256356,0.21839110
-4.98549275,0.51577687,0.09857906,0.07913133,0.02885400,0.01413680,0.14638837,0.04467474,0.01309027,0.22968614
-4.97948974,0.53810747,0.10418759,0.08184817,0.02955852,0.01529167,0.15214800,0.04785865,0.01358560,0.24091863
-4.97348674,0.55982203,0.10995816,0.08429167,0.03009639,0.01654927,0.15758195,0.05130492,0.01405316,0.25219459
-4.96748374,0.58115759,0.11595472,0.08647370,0.03046439,0.01792664,0.16273481,0.05507857,0.01449910,0.26366088
-4.96148074,0.60243771,0.12225357,0.08841826,0.03066372,0.01944222,0.16767408,0.05925500,0.01493224,0.27550437
-4.95547774,0.62406772,0.12894120,0.09016106,0.03070009,0.02111522,0.17248899,0.06391912,0.01536389,0.28794911
-4.94947474,0.64652601,0.13611138,0.09174867,0.03058350,0.02296497,0.17728835,0.06916422,0.01580776,0.30125167
-4.94347174,0.67035146,0.14386146,0.09323713,0.03032806,0.02501002,0.18219739,0.07509011,0.01627960,0.31569457
-4.93746873,0.69612732,0.15228813,0.09469016,0.02995147,0.02726724,0.18735378,0.08180098,0.01679682,0.33157795
-4.93146573,0.72446201,0.16148259,0.09617700,0.02947454,0.02975079,0.19290283,0.08940272,0.01737798,0.34920976
-4.92546273,0.75596754,0.17152561,0.09776997,0.02892051,0.03247108,0.19899226,0.09799981,0.01804217,0.36889473
-4.91945973,0.79123625,0.18248237,0.09954187,0.02831442,0.03543372,0.20576653,0.10769202,0.01880831,0.39092257
-4.91345673,0.83081690,0.19439764,0.10156336,0.02768232,0.03863860,0.21336123,0.11857074,0.01969447,0.41555570
-4.90745373,0.87519097,0.20729133,0.10390034,0.02705059,0.04207896,0.22189751,0.13071531,0.02071707,0.44301720
-4.90145073,0.92475013,0.22115474,0.10661156,0.02644528,0.04574080,0.23147701,0.14418928,0.02189015,0.47347925
-4.89544772,0.97977585,0.23594778,0.10974652,0.02589143,0.04960239,0.24217739,0.15903682,0.02322462,0.50705269
-4.88944472,1.04042202,0.25159730,0.11334363,0.02541258,0.05363408,0.25404872,0.17527935,0.02472759,0.54377809
-4.88344172,1.10670126,0.26799660,0.11742888,0.02503028,0.05779842,0.26711072,0.19291263,0.02640181,0.58361872
-4.87743872,1.17847550,0.28500645,0.12201492,0.02476373,0.06205059,0.28135123,0.21190429,0.02824522,0.62645580
-4.87143572,1.25545124,0.30245738,0.12710060,0.02462954,0.06633917,0.29672559,0.23219196,0.03025055,0.67208617
-4.86543272,1.33717979,0.32015336,0.13267095,0.02464151,0.07060724,0.31315728,0.25368216,0.03240522,0.72022260
-4.85942971,1.42306230,0.33787677,0.13869763,0.02481055,0.07479372,0.33053939,0.27624996,0.03469131,0.77049683
-4.85342671,1.51235962,0.35539437,0.14513965,0.02514462,0.07883507,0.34873717,0.29973943,0.03708576,0.82246505
-4.84742371,1.60420644,0.37246421,0.15194453,0.02564870,0.08266707,0.36759125,0.32396505,0.03956069,0.87561602
-4.84142071,1.69762945,0.38884304,0.15904953,0.02632485,0.08622687,0.38692144,0.34871389,0.04208398,0.92938124
-4.83541771,1.79156865,0.40429409,0.16638323,0.02717222,0.08945498,0.40653104,0.37374874,0.04461995,0.98314705
-4.82941471,1.88490127,0.41859474,0.17386703,0.02818710,0.09229729,0.42621135,0.39881194,0.04713020,1.03626829
-4.82341171,1.97646756,0.43154389,0.18141689,0.02936296,0.09470701,0.44574626,0.42363003,0.04957459,1.08808298
-4.81740870,2.06509751,0.44296864,0.18894488,0.03069051,0.09664635,0.46491691,0.44791894,0.05191230,1.13792768
-4.81140570,2.14963806,0.45273007,0.19636088,0.03215773,0.09808798,0.48350607,0.47138976,0.05410290,1.18515316
-4.80540270,2.22897968,0.46072785,0.20357410,0.03374999,0.09901614,0.50130250,0.49375482,0.05610751,1.22913975
-4.79939970,2.30208211,0.46690355,0.21049467,0.03545015,0.09942736,0.51810489,0.51473401,0.05788991,1.26931215
-4.79339670,2.36799833,0.47124250,0.21703511,0.03723871,0.09933077,0.53372575,0.53406111,0.05941754,1.30515333
-4.78739370,2.42589651,0.47377420,0.22311186,0.03909409,0.09874795,0.54799493,0.55149005,0.06066246,1.33621710
-4.78139070,2.47507939,0.47457129,0.22864673,0.04099294,0.09771238,0.56076309,0.56680078,0.06160218,1.36213911
-4.77538769,2.51500082,0.47374713,0.23356845,0.04291055,0.09626844,0.57190489,0.57980477,0.06222028,1.38264618
-4.76938469,2.54527924,0.47145218,0.23781416,0.04482140,0.09447004,0.58132221,0.59034981,0.06250691,1.39756364
-4.76338169,2.56570785,0.46786934,0.24133098,0.04669974,0.09237899,0.58894706,0.59832406,0.06245902,1.40682059
-4.75737869,2.57626126,0.46320846,0.24407757,0.04852031,0.09006306,0.59474456,0.60365922,0.06208047,1.41045307
-4.75137569,2.57709874,0.45770027,0.24602558,0.05025912,0.08759388,0.59871553,0.60633264,0.06138190,1.40860493
-4.74537269,2.56856373,0.45158993,0.24716116,0.05189426,0.08504476,0.60089889,0.60636844,0.06038038,1.40152660
-4.73936968,2.55117976,0.44513048,0.24748616,0.05340671,0.08248855,0.60137362,0.60383745,0.05909891,1.38957151
-4.73336668,2.52564269,0.43857641,0.24701922,0.05478114,0.07999553,0.60026012,0.59885602,0.05756581,1.37319044
-4.72736368,2.49280935,0.43217751,0.24579649,0.05600666,0.07763142,0.59772080,0.59158375,0.05581390,1.35292364
-4.72136068,2.45368251,0.42617313,0.24387199,0.05707738,0.07545574,0.59395975,0.58222010,0.05387961,1.32939093
-4.71535768,2.40939245,0.42078711,0.24131748,0.05799291,0.07352030,0.58922122,0.57100007,0.05180204,1.30327990
-4.70935468,2.36117515,0.41622322,0.23822178,0.05875863,0.07186803,0.58378685,0.55818891,0.04962199,1.27533226
-4.70335168,2.31034740,0.41266147,0.23468951,0.05938572,0.07053226,0.57797144,0.54407618,0.04738093,1.24632858
-4.69734867,2.25827906,0.41025493,0.23083921,0.05989097,0.06953613,0.57211718,0.52896905,0.04512005,1.21707154
-4.69134567,2.20636293,0.40912739,0.22680082,0.06029634,0.06889252,0.56658640,0.51318524,0.04287928,1.18836817
-4.68534267,2.15598260,0.40937153,0.22271251,0.06062829,0.06860414,0.56175277,0.49704563,0.04069650,1.16101101
-4.67933967,2.10847894,0.41104770,0.21871706,0.06091679,0.06866404,0.55799120,0.48086674,0.03860668,1.13575892
-4.67333667,2.06511590,0.41418317,0.21495764,0.06119419,0.06905621,0.55566654,0.46495324,0.03664120,1.11331761
-4.66733367,2.02704633,0.41877179,0.21157339,0.06149392,0.06975647,0.55512151,0.44959073,0.03482729,1.09432056
-4.66133067,1.99527876,0.42477404,0.20869465,0.06184896,0.07073346,0.55666406,0.43503891,0.03318753,1.07931069
-4.65532766,1.97064612,0.43211733,0.20643827,0.06229039,0.07194973,0.56055474,0.42152528,0.03173949,1.06872336
-4.64932466,1.95377736,0.44069665,0.20490299,0.06284574,0.07336287,0.56699447,0.40923962,0.03049544,1.06287120
-4.64332166,1.94507307,0.45037550,0.20416517,0.06353761,0.07492670,0.57611335,0.39832935,0.02946227,1.06193142
