energy_ev,total_up,Ag_p_up,Ag_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.65182591,1.24714856,0.09577106,1.10697248,0.04915138,0.03819559,0.00188516,0.02247272,0.08756520,0.00000000
-5.64582291,1.30388464,0.10129963,1.15311968,0.05343764,0.04118855,0.00166485,0.02473481,0.09213572,0.00000000
-5.63981991,1.36628405,0.10740092,1.20395256,0.05811328,0.04444360,0.00146676,0.02709376,0.09725172,0.00000000
-5.63381691,1.43343859,0.11402410,1.25864184,0.06315688,0.04793846,0.00129190,0.02952974,0.10286702,0.00000000
-5.62781391,1.50431304,0.12111058,1.31624592,0.06854133,0.05164781,0.00114106,0.03202103,0.10892794,0.00000000
-5.62181091,1.57778757,0.12859725,1.37574895,0.07423526,0.05554459,0.00101486,0.03454476,0.11537623,0.00000000
-5.61580790,1.65270508,0.13642025,1.43610307,0.08020468,0.05960148,0.00091383,0.03707776,0.12215240,0.00000000
-5.60980490,1.72792140,0.14451884,1.49627303,0.08641485,0.06379242,0.00083847,0.03959756,0.12919913,0.00000000
-5.60380190,1.80235627,0.15283941,1.55528141,0.09283239,0.06809422,0.00078935,0.04208333,0.13646476,0.00000000
-5.59779890,1.87504290,0.16133921,1.61225230,0.09942722,0.07248813,0.00076715,0.04451695,0.14390663,0.00000000
-5.59179590,1.94517349,0.16998984,1.66645147,0.10617461,0.07696117,0.00077270,0.04688388,0.15149397,0.00000000
-5.58579290,2.01213857,0.17877996,1.71732095,0.11305684,0.08150736,0.00080702,0.04917398,0.15921038,0.00000000
-5.57978989,2.07555776,0.18771737,1.76450615,0.12006459,0.08612852,0.00087133,0.05138218,0.16705548,0.00000000
-5.57378689,2.13530014,0.19682990,1.80787394,0.12719780,0.09083468,0.00096706,0.05350887,0.17504578,0.00000000
-5.56778389,2.19149261,0.20616528,1.84752031,0.13446597,0.09564403,0.00109578,0.05556005,0.18321443,0.00000000
-5.56178089,2.24451525,0.21578962,1.88376692,0.14188772,0.10058231,0.00125917,0.05754718,0.19161003,0.00000000
-5.55577789,2.29498321,0.22578466,1.91714611,0.14948971,0.10568164,0.00145898,0.05948668,0.20029417,0.00000000
-5.54977489,2.34371543,0.23624364,1.94837470,0.15730470,0.11097883,0.00169687,0.06139918,0.20933803,0.00000000
-5.54377189,2.39169104,0.24726605,1.97831726,0.16536901,0.11651312,0.00197439,0.06330841,0.21881786,0.00000000
-5.53776888,2.43999512,0.25895127,2.00794045,0.17371932,0.12232351,0.00229275,0.06523982,0.22880973,0.00000000
-5.53176588,2.48975604,0.27139149,2.03826017,0.18238894,0.12844577,0.00265279,0.06721905,0.23938359,0.00000000
-5.52576288,2.54207727,0.28466416,2.07028394,0.19140389,0.13490918,0.00305477,0.06927023,0.25059700,0.00000000
-5.51975988,2.59796677,0.29882427,2.10495121,0.20077869,0.14173336,0.00349827,0.07141420,0.26248888,0.00000000
-5.51375688,2.65826778,0.31389707,2.14307464,0.21051249,0.14892512,0.00398204,0.07366680,0.27507350,0.00000000
-5.50775388,2.72359431,0.32987142,2.18528517,0.22058541,0.15647568,0.00450390,0.07603731,0.28833522,0.00000000
-5.50175088,2.79427524,0.34669430,2.23198401,0.23095563,0.16435846,0.00506063,0.07852708,0.30222415,0.00000000
-5.49574787,2.87031004,0.36426698,2.28330412,0.24155731,0.17252750,0.00564794,0.08112850,0.31665324,0.00000000
-5.48974487,2.95133910,0.38244286,2.33908348,0.25229951,0.18091674,0.00626041,0.08382439,0.33149684,0.00000000
-5.48374187,3.03663074,0.40102764,2.39885205,0.26306644,0.18944024,0.00689151,0.08658776,0.34659118,0.00000000
-5.47773887,3.12508627,0.41978162,2.46183339,0.27371888,0.19799346,0.00753367,0.08938218,0.36173660,0.00000000
-5.47173587,3.21526364,0.43842438,2.52696147,0.28409701,0.20645549,0.00817839,0.09216250,0.37670179,0.00000000
-5.46573287,3.30541918,0.45664170,2.59291228,0.29402449,0.21469240,0.00881640,0.09487617,0.39122978,0.00000000
-5.45972986,3.39356603,0.47409448,2.65814919,0.30331362,0.22256139,0.00943781,0.09746493,0.40504558,0.00000000
-5.45372686,3.47754687,0.49042941,2.72098014,0.31177155,0.22991576,0.01003243,0.09986691,0.41786516,0.00000000
-5.44772386,3.55511810,0.50529092,2.77962428,0.31920710,0.23661049,0.01058997,0.10201897,0.42940541,0.00000000
-5.44172086,3.62404139,0.51833385,2.83228507,0.32543801,0.24250806,0.01110034,0.10385923,0.43939462,0.00000000
-5.43571786,3.68217869,0.52923642,2.87722640,0.33029826,0.24748448,0.01155399,0.10532966,0.44758309,0.00000000
-5.42971486,3.72758611,0.53771281,2.91284832,0.33364509,0.25143508,0.01194218,0.10637864,0.45375324,0.00000000
-5.42371186,3.75860234,0.54352467,2.93775867,0.33536544,0.25427984,0.01225726,0.10696325,0.45772892,0.00000000
-5.41770885,3.77392736,0.54649128,2.95083736,0.33538141,0.25596812,0.01249295,0.10705132,0.45938334,0.00000000
-5.41170585,3.77268769,0.54649762,2.95129014,0.33365460,0.25648233,0.01264455,0.10662309,0.45864526,0.00000000
-5.40570285,3.75448516,0.54350007,2.93868944,0.33018903,0.25584061,0.01270908,0.10567239,0.45550325,0.00000000
-5.39969985,3.71942690,0.53752957,2.91300032,0.32503255,0.25409823,0.01268545,0.10420726,0.45000761,0.00000000
-5.39369685,3.66813510,0.52869189,2.87459042,0.31827661,0.25134763,0.01257444,0.10225011,0.44227016,0.00000000
-5.38769385,3.60173631,0.51716531,2.82422350,0.31005462,0.24771720,0.01237873,0.09983719,0.43246156,0.00000000
-5.38169085,3.52183076,0.50319557,2.76303697,0.30053865,0.24336865,0.01210281,0.09701775,0.42080663,0.00000000
-5.37568784,3.43044322,0.48708851,2.69250463,0.28993498,0.23849325,0.01175279,0.09385250,0.40757766,0.00000000
-5.36968484,3.32995782,0.46920086,2.61438631,0.27847847,0.23330696,0.01133628,0.09041187,0.39308614,0.00000000
-5.36368184,3.22303969,0.44992935,2.53066693,0.26642618,0.22804468,0.01086208,0.08677390,0.37767326,0.00000000
-5.35767884,3.11254708,0.42969902,2.44348761,0.25405037,0.22295377,0.01033993,0.08302188,0.36169960,0.00000000
-5.35167584,3.00143764,0.40895093,2.35507209,0.24163131,0.21828718,0.00978024,0.07924202,0.34553447,0.00000000
-5.34567284,2.89267293,0.38813002,2.26765137,0.22945008,0.21429635,0.00919372,0.07552098,0.32954529,0.00000000
-5.33966983,2.78912480,0.36767354,2.18338993,0.21778172,0.21122405,0.00859114,0.07194366,0.31408748,0.00000000
-5.33366683,2.69348737,0.34800042,2.10431626,0.20688881,0.20929759,0.00798304,0.06859105,0.29949521,0.00000000
-5.32766383,2.60819772,0.32950206,2.03226035,0.19701587,0.20872240,0.00737943,0.06553840,0.28607324,0.00000000
-5.32166083,2.53536784,0.31253460,1.96880027,0.18838451,0.20967623,0.00678962,0.06285375,0.27409020,0.00000000
-5.31565783,2.47672998,0.29741302,1.91521963,0.18118954,0.21230417,0.00622199,0.06059663,0.26377337,0.00000000
-5.30965483,2.43359655,0.28440698,1.87247685,0.17559604,0.21671455,0.00568392,0.05881731,0.25530506,0.00000000
-5.30365183,2.40683553,0.27373832,1.84118699,0.17173735,0.22297585,0.00518164,0.05755627,0.24882061,0.00000000
-5.29764882,2.39686117,0.26558022,1.82161614,0.16971393,0.23111463,0.00472021,0.05684396,0.24440788,0.00000000
-5.29164582,2.40363958,0.26005765,1.81368789,0.16959307,0.24111457,0.00430355,0.05670093,0.24210819,0.00000000
-5.28564282,2.42670815,0.25724896,1.81700112,0.17140921,0.25291662,0.00393444,0.05713811,0.24191841,0.00000000
-5.27963982,2.46520732,0.25718823,1.83085771,0.17516495,0.26642017,0.00361464,0.05815727,0.24379416,0.00000000
-5.27363682,2.51792290,0.25986820,1.85429882,0.18083238,0.28148533,0.00334496,0.05975159,0.24765372,0.00000000
-5.26763382,2.58333688,0.26524340,1.88614787,0.18835489,0.29793614,0.00312540,0.06190628,0.25338257,0.00000000
-5.26163082,2.65968474,0.27323333,1.92505849,0.19764907,0.31556469,0.00295531,0.06459925,0.26083833,0.00000000
-5.25562781,2.74501686,0.28372550,1.96956542,0.20860697,0.33413614,0.00283352,0.06780167,0.26985575,0.00000000
-5.24962481,2.83726206,0.29657810,2.01813663,0.22109824,0.35339426,0.00275848,0.07147858,0.28025189,0.00000000
-5.24362181,2.93429117,0.31162250,2.06922483,0.23497256,0.37306775,0.00272846,0.07558932,0.29183101,0.00000000
-5.23761881,3.03397874,0.32866529,2.12131661,0.25006196,0.39287684,0.00274162,0.08008800,0.30438935,0.00000000
-5.23161581,3.13426133,0.34749031,2.17297803,0.26618330,0.41254017,0.00279618,0.08492388,0.31771959,0.00000000
-5.22561281,3.23319077,0.36786042,2.22289517,0.28314084,0.43178180,0.00289052,0.09004178,0.33161500,0.00000000
-5.21960980,3.32898136,0.38951958,2.26990879,0.30072882,0.45033808,0.00302325,0.09538240,0.34587329,0.00000000
-5.21360680,3.42005009,0.41219506,2.31304228,0.31873435,0.46796418,0.00319327,0.10088291,0.36030005,0.00000000
-5.20760380,3.50504905,0.43560036,2.35152249,0.33694035,0.48444013,0.00339981,0.10647741,0.37471201,0.00000000
-5.20160080,3.58288987,0.45943861,2.38479321,0.35512875,0.49957617,0.00364246,0.11209775,0.38893996,0.00000000
-5.19559780,3.65275985,0.48340689,2.41252127,0.37308386,0.51321722,0.00392110,0.11767440,0.40283134,0.00000000
-5.18959480,3.71412984,0.50720133,2.43459549,0.39059593,0.52524621,0.00423590,0.12313753,0.41625264,0.00000000
-5.18359180,3.76675420,0.53052303,2.45111905,0.40746487,0.53558635,0.00458722,0.12841832,0.42909146,0.00000000
-5.17758879,3.81066323,0.55308471,2.46239583,0.42350399,0.54420204,0.00497554,0.13345043,0.44125829,0.00000000
-5.17158579,3.84614857,0.57461780,2.46891135,0.43854377,0.55109853,0.00540130,0.13817155,0.45268777,0.00000000
-5.16558279,3.87374232,0.59487980,2.47130945,0.45243542,0.55632015,0.00586484,0.14252508,0.46333970,0.00000000
-5.15957979,3.89419069,0.61366142,2.47036538,0.46505420,0.55994742,0.00636622,0.14646178,0.47319929,0.00000000
-5.15357679,3.90842284,0.63079328,2.46695636,0.47630235,0.56209287,0.00690507,0.14994134,0.48227697,0.00000000
-5.14757379,3.91751609,0.64615153,2.46203056,0.48611137,0.56289591,0.00748052,0.15293374,0.49060738,0.00000000
-5.14157079,3.92265807,0.65966224,2.45657532,0.49444362,0.56251690,0.00809102,0.15542039,0.49824763,0.00000000
-5.13556778,3.92510701,0.67130392,2.45158559,0.50129307,0.56113064,0.00873430,0.15739484,0.50527478,0.00000000
-5.12956478,3.92615094,0.68110806,2.44803313,0.50668512,0.55891954,0.00940727,0.15886310,0.51178244,0.00000000
-5.12356178,3.92706673,0.68915741,2.44683739,0.51067531,0.55606677,0.01010601,0.15984344,0.51787671,0.00000000
-5.11755878,3.92907988,0.69558193,2.44883839,0.51334708,0.55274963,0.01082576,0.16036567,0.52367132,0.00000000
-5.11155578,3.93332600,0.70055246,2.45477228,0.51480845,0.54913347,0.01156100,0.16046997,0.52928227,0.00000000
-5.10555278,3.94081465,0.70427230,2.46524982,0.51518774,0.54536629,0.01230555,0.16020509,0.53482212,0.00000000
-5.09954977,3.95239665,0.70696702,2.48073819,0.51462845,0.54157433,0.01305268,0.15962631,0.54039401,0.00000000
-5.09354677,3.96873545,0.70887301,2.50154639,0.51328348,0.53785876,0.01379533,0.15879292,0.54608591,0.00000000
-5.08754377,3.99028341,0.71022515,2.52781437,0.51130890,0.53429349,0.01452627,0.15776553,0.55196511,0.00000000
-5.08154077,4.01726378,0.71124449,2.55950625,0.50885752,0.53092441,0.01523837,0.15660334,0.55807338,0.00000000
-5.07553777,4.04965893,0.71212634,2.59640768,0.50607253,0.52776965,0.01592481,0.15536140,0.56442307,0.00000000
-5.06953477,4.08720545,0.71302951,2.63812742,0.50308148,0.52482122,0.01657932,0.15408809,0.57099426,0.00000000
-5.06353177,4.12939649,0.71406737,2.68410345,0.49999095,0.52204759,0.01719639,0.15282295,0.57773331,0.00000000
-5.05752876,4.17549170,0.71530117,2.73361353,0.49688207,0.51939723,0.01777145,0.15159496,0.58455284,0.00000000
-5.05152576,4.22453471,0.71673594,2.78579014,0.49380720,0.51680293,0.01830104,0.15042130,0.59133330,0.00000000
-5.04552276,4.27537805,0.71831943,2.83963988,0.49078787,0.51418650,0.01878287,0.14930681,0.59792607,0.00000000
-5.03951976,4.32671507,0.71994398,2.89406693,0.48781423,0.51146388,0.01921588,0.14824405,0.60415801,0.00000000
-5.03351676,4.37711813,0.72145141,2.94790028,0.48484588,0.50855028,0.01960021,0.14721399,0.60983737,0.00000000
-5.02751376,4.42508210,0.72264049,2.99992420,0.48181423,0.50536506,0.01993714,0.14618727,0.61476081,0.00000000
-5.02151076,4.46907191,0.72327692,3.04891119,0.47862621,0.50183633,0.02022892,0.14512608,0.61872120,0.00000000
-5.01550775,4.50757258,0.72310493,3.09365667,0.47516913,0.49790496,0.02047865,0.14398634,0.62151590,0.00000000
-5.00950475,4.53914016,0.72186022,3.13301422,0.47131659,0.49352783,0.02069002,0.14272026,0.62295519,0.00000000
-5.00350175,4.56245157,0.71928336,3.16593036,0.46693503,0.48868029,0.02086714,0.14127907,0.62287045,0.00000000
-4.99749875,4.57635163,0.71513311,3.19147768,0.46189068,0.48335762,0.02101427,0.13961573,0.62112164,0.00000000
-4.99149575,4.57989522,0.70919886,3.20888486,0.45605657,0.47757565,0.02113561,0.13768753,0.61760390,0.00000000
-4.98549275,4.57238293,0.70131170,3.21756263,0.44931927,0.47137024,0.02123515,0.13545851,0.61225282,0.00000000
-4.97948974,4.55338854,0.69135350,3.21712434,0.44158497,0.46479604,0.02131647,0.13290140,0.60504819,0.00000000
-4.97348674,4.52277720,0.67926367,3.20740030,0.43278476,0.45792419,0.02138265,0.12999926,0.59601610,0.00000000
-4.96748374,4.48071327,0.66504325,3.18844502,0.42287870,0.45083947,0.02143624,0.12674645,0.58522922,0.00000000
-4.96148074,4.42765736,0.64875625,3.16053697,0.41185871,0.44363671,0.02147924,0.12314917,0.57280534,0.00000000
-4.95547774,4.36435268,0.63052824,3.12417063,0.39974996,0.43641689,0.02151315,0.11922540,0.55890414,0.00000000
-4.94947474,4.29180094,0.61054231,3.08004100,0.38661091,0.42928285,0.02153908,0.11500430,0.54372243,0.00000000
-4.94347174,4.21122889,0.58903271,3.02902102,0.37253194,0.42233508,0.02155788,0.11052514,0.52748805,0.00000000
-4.93746873,4.12404675,0.56627655,2.97213274,0.35763274,0.41566754,0.02157025,0.10583585,0.51045267,0.00000000
-4.93146573,4.03180024,0.54258398,2.91051328,0.34205857,0.40936380,0.02157695,0.10099119,0.49288392,0.00000000
-4.92546273,3.93611827,0.51828735,2.84537698,0.32597571,0.40349372,0.02157888,0.09605078,0.47505700,0.00000000
-4.91945973,3.83865838,0.49372998,2.77797524,0.30956624,0.39811066,0.02157725,0.09107692,0.45724636,0.00000000
-4.91345673,3.74105231,0.46925489,2.70955560,0.29302247,0.39324957,0.02157362,0.08613251,0.43971759,0.00000000
-4.90745373,3.64485392,0.44519415,2.64132186,0.27654139,0.38892579,0.02156996,0.08127896,0.42272000,0.00000000
-4.90145073,3.55149164,0.42185923,2.57439676,0.26031920,0.38513488,0.02156864,0.07657438,0.40648006,0.00000000
-4.89544772,3.46222740,0.39953259,2.50978881,0.24454633,0.38185324,0.02157235,0.07207197,0.39119601,0.00000000
-4.88944472,3.37812363,0.37846105,2.44836449,0.22940307,0.37903976,0.02158402,0.06781874,0.37703379,0.00000000
-4.88344172,3.30001957,0.35885090,2.39082695,0.21505597,0.37663820,0.02160663,0.06385460,0.36412437,0.00000000
-4.87743872,3.22851772,0.34086487,2.33770205,0.20165504,0.37458044,0.02164308,0.06021184,0.35256265,0.00000000
-4.87143572,3.16398080,0.32462112,2.28933192,0.18933191,0.37279027,0.02169596,0.05691495,0.34240771,0.00000000
-4.86543272,3.10653884,0.31019393,2.24587639,0.17819885,0.37118776,0.02176740,0.05398083,0.33368451,0.00000000
-4.85942971,3.05610613,0.29761604,2.20732178,0.16834855,0.36969390,0.02185882,0.05141931,0.32638680,0.00000000
-4.85342671,3.01240648,0.28688241,2.17349652,0.15985468,0.36823540,0.02197084,0.04923389,0.32048107,0.00000000
-4.84742371,2.97500579,0.27795504,2.14409260,0.15277288,0.36674953,0.02210311,0.04742277,0.31591127,0.00000000
-4.84142071,2.94334971,0.27076859,2.11869171,0.14714230,0.36518861,0.02225427,0.04597994,0.31260413,0.00000000
-4.83541771,2.91680468,0.26523633,2.09679452,0.14298722,0.36352421,0.02242188,0.04489632,0.31047467,0.00000000
-4.82941471,2.89470005,0.26125632,2.07785174,0.14031878,0.36175070,0.02260248,0.04416094,0.30943174,0.00000000
-4.82341171,2.87636909,0.25871725,2.06129523,0.13913656,0.35988806,0.02279167,0.04376193,0.30938320,0.00000000
-4.81740870,2.86118697,0.25750381,2.04656768,0.13942994,0.35798384,0.02298417,0.04368749,0.31024063,0.00000000
-4.81140570,2.84860362,0.25750123,2.03314944,0.14117906,0.35611404,0.02317405,0.04392650,0.31192323,0.00000000
-4.80540270,2.83817007,0.25859898,2.02058126,0.14435535,0.35438298,0.02335490,0.04446902,0.31436077,0.00000000
-4.79939970,2.82955688,0.26069336,2.00848182,0.14892160,0.35292193,0.02352001,0.04530645,0.31749553,0.00000000
-4.79339670,2.82256403,0.26368898,1.99655962,0.15483160,0.35188660,0.02366262,0.04643142,0.32128311,0.00000000
-4.78739370,2.81712176,0.26749916,1.98461864,0.16202934,0.35145342,0.02377610,0.04783751,0.32569209,0.00000000
-4.78139070,2.81328267,0.27204539,1.97255778,0.17044792,0.35181467,0.02385420,0.04951861,0.33070268,0.00000000
-4.77538769,2.81120563,0.27725587,1.96036461,0.18000831,0.35317259,0.02389121,0.05146823,0.33630432,0.00000000
-4.76938469,2.81113248,0.28306344,1.94810372,0.19061803,0.35573255,0.02388211,0.05367862,0.34249260,0.00000000
-4.76338169,2.81335908,0.28940306,1.93590086,0.20217000,0.35969549,0.02382272,0.05613983,0.34926545,0.00000000
-4.75737869,2.81820221,0.29620910,1.92392383,0.21454159,0.36524970,0.02370978,0.05883877,0.35661900,0.00000000
-4.75137569,2.82596434,0.30341272,1.91236130,0.22759423,0.37256248,0.02354103,0.06175844,0.36454334,0.00000000
-4.74537269,2.83689823,0.31093944,1.90140102,0.24117349,0.38177161,0.02331522,0.06487715,0.37301828,0.00000000
-4.73936968,2.85117321,0.31870736,1.89120851,0.25510990,0.39297718,0.02303211,0.06816810,0.38200956,0.00000000
-4.73336668,2.86884517,0.32662589,1.88190768,0.26922050,0.40623401,0.02269244,0.07159911,0.39146560,0.00000000
-4.72736368,2.88983169,0.33459539,1.87356413,0.28331117,0.42154502,0.02229788,0.07513265,0.40131497,0.00000000
-4.72136068,2.91389388,0.34250753,1.86617239,0.29717971,0.43885581,0.02185093,0.07872622,0.41146481,0.00000000
-4.71535768,2.94062575,0.35024665,1.85964733,0.31061968,0.45805090,0.02135480,0.08233296,0.42180037,0.00000000
-4.70935468,2.96945196,0.35769174,1.85382048,0.32342474,0.47895175,0.02081337,0.08590258,0.43218550,0.00000000
-4.70335168,2.99963397,0.36471929,1.84844114,0.33539354,0.50131688,0.02023099,0.08938249,0.44246437,0.00000000
-4.69734867,3.03028457,0.37120650,1.84318223,0.34633481,0.52484423,0.01961239,0.09271920,0.45246426,0.00000000
-4.69134567,3.06039018,0.37703504,1.83765055,0.35607260,0.54917588,0.01896258,0.09585976,0.46199935,0.00000000
-4.68534267,3.08883994,0.38209482,1.83140075,0.36445132,0.57390498,0.01828668,0.09875330,0.47087535,0.00000000
-4.67933967,3.11446048,0.38628776,1.82395236,0.37134048,0.59858501,0.01758985,0.10135259,0.47889492,0.00000000
-4.67333667,3.13605480,0.38953132,1.81480895,0.37663893,0.62274093,0.01687718,0.10361543,0.48586358,0.00000000
-4.66733367,3.15244366,0.39176155,1.80347844,0.38027827,0.64588204,0.01615362,0.10550602,0.49159586,0.00000000
-4.66133067,3.16250771,0.39293557,1.78949366,0.38222556,0.66751614,0.01542392,0.10699595,0.49592163,0.00000000
-4.65532766,3.16522859,0.39303329,1.77243212,0.38248487,0.68716441,0.01469255,0.10806510,0.49869215,0.00000000
-4.64932466,3.15972731,0.39205838,1.75193408,0.38109788,0.70437650,0.01396374,0.10870214,0.49978577,0.00000000
-4.64332166,3.14529815,0.39003836,1.72771823,0.37814337,0.71874532,0.01324141,0.10890479,0.49911293,0.00000000
