energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.89794897,5.73570178,2.34423956,4.66979115,0.00386457,0.05018591,0.29069301,0.54794711,0.34050573,0.00000000
-5.89194597,5.74431768,2.34427880,4.63234897,0.00389300,0.05109194,0.29800232,0.57608010,0.35094206,0.00000000
-5.88594297,5.73731536,2.33535262,4.57975233,0.00389723,0.05183260,0.30478727,0.60580142,0.36081138,0.00000000
-5.87993997,5.71499398,2.31746216,4.51230005,0.00387699,0.05240469,0.31103310,0.63721387,0.37005939,0.00000000
-5.87393697,5.67800942,2.29079024,4.43061384,0.00383256,0.05280873,0.31673476,0.67041016,0.37865169,0.00000000
-5.86793397,5.62733054,2.25568872,4.33560563,0.00376475,0.05304873,0.32189496,0.70546288,0.38657250,0.00000000
-5.86193097,5.56418563,2.21266127,4.22843672,0.00367488,0.05313165,0.32652200,0.74241427,0.39382276,0.00000000
-5.85592796,5.49000206,2.16234234,4.11047101,0.00356470,0.05306700,0.33062754,0.78126631,0.40041748,0.00000000
-5.84992496,5.40634224,2.10547340,3.98322452,0.00343640,0.05286619,0.33422432,0.82197165,0.40638272,0.00000000
-5.84392196,5.31483905,2.04287764,3.84831373,0.00329245,0.05254206,0.33732413,0.86442600,0.41175226,0.00000000
-5.83791896,5.21713390,1.97543408,3.70740502,0.00313560,0.05210822,0.33993604,0.90846248,0.41656419,0.00000000
-5.83191596,5.11482032,1.90405234,3.56216732,0.00296874,0.05157858,0.34206501,0.95384837,0.42085762,0.00000000
-5.82591296,5.00939532,1.82964880,3.41422980,0.00279480,0.05096687,0.34371101,1.00028468,0.42466964,0.00000000
-5.81990995,4.90222054,1.75312510,3.26514596,0.00261671,0.05028618,0.34486867,1.04740860,0.42803272,0.00000000
-5.81390695,4.79449420,1.67534948,3.11636503,0.00243730,0.04954870,0.34552743,1.09479908,0.43097273,0.00000000
-5.80790395,4.68723459,1.59714135,2.96921136,0.00225922,0.04876544,0.34567225,1.14198524,0.43350755,0.00000000
-5.80190095,4.58127463,1.51925931,2.82487138,0.00208487,0.04794612,0.34528475,1.18845747,0.43564638,0.00000000
-5.79589795,4.47726695,1.44239260,2.68438819,0.00191639,0.04709908,0.34434473,1.23368073,0.43738987,0.00000000
-5.78989495,4.37569804,1.36715579,2.54866251,0.00175560,0.04623135,0.34283198,1.27710955,0.43873081,0.00000000
-5.78389195,4.27690969,1.29408642,2.41845927,0.00160399,0.04534870,0.34072821,1.31820393,0.43965557,0.00000000
-5.77788894,4.18112570,1.22364523,2.29441832,0.00146271,0.04445586,0.33801903,1.35644566,0.44014603,0.00000000
-5.77188594,4.08848168,1.15621840,2.17706797,0.00133259,0.04355670,0.33469583,1.39135408,0.44018198,0.00000000
-5.76588294,3.99905577,1.09212148,2.06683999,0.00121417,0.04265450,0.33075745,1.42250076,0.43974378,0.00000000
-5.75987994,3.91289818,1.03160443,1.96408478,0.00110768,0.04175216,0.32621156,1.44952230,0.43881521,0.00000000
-5.75387694,3.83005780,0.97485739,1.86908556,0.00101314,0.04085256,0.32107565,1.47213089,0.43738629,0.00000000
-5.74787394,3.75060446,0.92201680,1.78207067,0.00093034,0.03995872,0.31537768,1.49012203,0.43545605,0.00000000
-5.74187094,3.67464578,0.87317153,1.70322327,0.00085891,0.03907414,0.30915619,1.50337925,0.43303488,0.00000000
-5.73586793,3.60233779,0.82836890,1.63268817,0.00079836,0.03820291,0.30246007,1.51187575,0.43014656,0.00000000
-5.72986493,3.53388948,0.78762027,1.57057542,0.00074808,0.03734996,0.29534790,1.51567293,0.42682976,0.00000000
-5.72386193,3.46956101,0.75090621,1.51696094,0.00070743,0.03652112,0.28788689,1.51491607,0.42313894,0.00000000
-5.71785893,3.40965651,0.71818114,1.47188438,0.00067571,0.03572316,0.28015163,1.50982737,0.41914448,0.00000000
-5.71185593,3.35451190,0.68937741,1.43534481,0.00065221,0.03496385,0.27222249,1.50069697,0.41493225,0.00000000
-5.70585293,3.30447907,0.66440886,1.40729468,0.00063619,0.03425180,0.26418391,1.48787218,0.41060235,0.00000000
-5.69984992,3.25990737,0.64317379,1.38763294,0.00062697,0.03359638,0.25612259,1.47174557,0.40626716,0.00000000
-5.69384692,3.22112370,0.62555750,1.37619794,0.00062382,0.03300747,0.24812568,1.45274244,0.40204885,0.00000000
-5.68784392,3.18841247,0.61143425,1.37276088,0.00062606,0.03249527,0.24027890,1.43130807,0.39807619,0.00000000
-5.68184092,3.16199650,0.60066885,1.37702055,0.00063300,0.03206993,0.23266484,1.40789539,0.39448100,0.00000000
-5.67583792,3.14202005,0.59311774,1.38859988,0.00064395,0.03174127,0.22536134,1.38295314,0.39139421,0.00000000
-5.66983492,3.12853479,0.58862978,1.40704492,0.00065823,0.03151844,0.21843998,1.35691525,0.38894178,0.00000000
-5.66383192,3.12148945,0.58704664,1.43182650,0.00067514,0.03140952,0.21196487,1.33019139,0.38724058,0.00000000
-5.65782891,3.12072371,0.58820288,1.46234490,0.00069399,0.03142125,0.20599147,1.30315895,0.38639434,0.00000000
-5.65182591,3.12596661,0.59192588,1.49793743,0.00071406,0.03155874,0.20056580,1.27615669,0.38648999,0.00000000
-5.64582291,3.13683946,0.59803562,1.53788892,0.00073466,0.03182519,0.19572371,1.24947997,0.38759428,0.00000000
-5.63981991,3.15286328,0.60634431,1.58144466,0.00075507,0.03222173,0.19149056,1.22337763,0.38975113,0.00000000
-5.63381691,3.17347015,0.61665616,1.62782543,0.00077459,0.03274732,0.18788094,1.19805054,0.39297945,0.00000000
-5.62781391,3.19801805,0.62876718,1.67624393,0.00079256,0.03339876,0.18489876,1.17365162,0.39727187,0.00000000
-5.62181091,3.22580841,0.64246517,1.72592190,0.00080833,0.03417068,0.18253747,1.15028732,0.40259411,0.00000000
-5.61580790,3.25610542,0.65752995,1.77610710,0.00082133,0.03505572,0.18078054,1.12802040,0.40888523,0.00000000
-5.60980490,3.28815620,0.67373389,1.82608935,0.00083104,0.03604472,0.17960212,1.10687383,0.41605865,0.00000000
-5.60380190,3.32121071,0.69084271,1.87521475,0.00083700,0.03712697,0.17896781,1.08683558,0.42400381,0.00000000
-5.59779890,3.35454056,0.70861658,1.92289745,0.00083889,0.03829050,0.17883560,1.06786410,0.43258861,0.00000000
-5.59179590,3.38745568,0.72681158,1.96862817,0.00083645,0.03952243,0.17915700,1.04989434,0.44166231,0.00000000
-5.58579290,3.41931799,0.74518131,2.01197929,0.00082956,0.04080924,0.17987808,1.03284390,0.45105895,0.00000000
-5.57978989,3.44955176,0.76347881,2.05260602,0.00081819,0.04213714,0.18094068,1.01661909,0.46060100,0.00000000
-5.57378689,3.47764994,0.78145857,2.09024376,0.00080244,0.04349230,0.18228362,1.00112080,0.47010340,0.00000000
-5.56778389,3.50317658,0.79887868,2.12470188,0.00078253,0.04486114,0.18384382,0.98624972,0.47937751,0.00000000
-5.56178089,3.52576534,0.81550307,2.15585440,0.00075878,0.04623050,0.18555744,0.97191080,0.48823526,0.00000000
-5.55577789,3.54511458,0.83110372,2.18362811,0.00073158,0.04758782,0.18736094,0.95801689,0.49649308,0.00000000
-5.54977489,3.56097956,0.84546294,2.20798909,0.00070143,0.04892126,0.18919202,0.94449120,0.50397574,0.00000000
-5.54377189,3.57316262,0.85837556,2.22892851,0.00066890,0.05021975,0.19099048,0.93126880,0.51051995,0.00000000
-5.53776888,3.58150228,0.86965115,2.24644866,0.00063459,0.05147307,0.19269903,0.91829697,0.51597769,0.00000000
-5.53176588,3.58586220,0.87911620,2.26055022,0.00059915,0.05267190,0.19426387,0.90553461,0.52021926,0.00000000
-5.52576288,3.58612098,0.88661620,2.27122153,0.00056324,0.05380783,0.19563531,0.89295079,0.52313591,0.00000000
-5.51975988,3.58216372,0.89201776,2.27843076,0.00052754,0.05487344,0.19676816,0.88052267,0.52464208,0.00000000
-5.51375688,3.57387611,0.89521056,2.28212121,0.00049269,0.05586233,0.19762216,0.86823302,0.52467729,0.00000000
-5.50775388,3.56114146,0.89610928,2.28221035,0.00045933,0.05676928,0.19816218,0.85606761,0.52320743,0.00000000
-5.50175088,3.54384100,0.89465532,2.27859236,0.00042806,0.05759026,0.19835849,0.84401271,0.52022558,0.00000000
-5.49574787,3.52185753,0.89081825,2.27114397,0.00039942,0.05832264,0.19818689,0.83205299,0.51575230,0.00000000
-5.48974487,3.49508200,0.88459704,2.25973332,0.00037393,0.05896526,0.19762874,0.82017001,0.50983521,0.00000000
-5.48374187,3.46342263,0.87602081,2.24423096,0.00035204,0.05951854,0.19667105,0.80834143,0.50254802,0.00000000
-5.47773887,3.42681582,0.86514909,2.22452223,0.00033413,0.05998457,0.19530641,0.79654110,0.49398880,0.00000000
-5.47173587,3.38523792,0.85207154,2.20052026,0.00032055,0.06036714,0.19353292,0.78473998,0.48427767,0.00000000
-5.46573287,3.33871696,0.83690696,2.17217842,0.00031155,0.06067163,0.19135408,0.77290784,0.47355377,0.00000000
-5.45972986,3.28734333,0.81980161,2.13950157,0.00030735,0.06090496,0.18877855,0.76101568,0.46197168,0.00000000
-5.45372686,3.23127847,0.80092678,2.10255514,0.00030808,0.06107529,0.18581997,0.74903852,0.44969730,0.00000000
-5.44772386,3.17076073,0.78047568,2.06147156,0.00031382,0.06119171,0.18249663,0.73695846,0.43690332,0.00000000
-5.44172086,3.10610788,0.75865958,2.01645343,0.00032459,0.06126384,0.17883114,0.72476766,0.42376444,0.00000000
-5.43571786,3.03771568,0.73570346,1.96777335,0.00034031,0.06130131,0.17484998,0.71247089,0.41045250,0.00000000
-5.42971486,2.96605249,0.71184110,1.91577026,0.00036085,0.06131322,0.17058309,0.70008749,0.39713168,0.00000000
-5.42371186,2.89164991,0.68730997,1.86084255,0.00038601,0.06130753,0.16606330,0.68765242,0.38395390,0.00000000
-5.41770885,2.81508991,0.66234587,1.80343838,0.00041550,0.06129052,0.16132581,0.67521627,0.37105478,0.00000000
-5.41170585,2.73698883,0.63717776,1.74404358,0.00044897,0.06126626,0.15640754,0.66284397,0.35855013,0.00000000
-5.40570285,2.65797928,0.61202276,1.68316805,0.00048600,0.06123613,0.15134647,0.65061245,0.34653322,0.00000000
-5.39969985,2.57869061,0.58708165,1.62133111,0.00052610,0.06119853,0.14618104,0.63860704,0.33507293,0.00000000
-5.39369685,2.49972907,0.56253499,1.55904689,0.00056872,0.06114869,0.14094937,0.62691695,0.32421286,0.00000000
-5.38769385,2.42165877,0.53854003,1.49681021,0.00061324,0.06107865,0.13568865,0.61562998,0.31397144,0.00000000
-5.38169085,2.34498427,0.51522850,1.43508384,0.00065904,0.06097744,0.13043444,0.60482678,0.30434297,0.00000000
-5.37568784,2.27013588,0.49270541,1.37428767,0.00070546,0.06083144,0.12522004,0.59457507,0.29529958,0.00000000
-5.36968484,2.19745833,0.47104878,1.31479021,0.00075183,0.06062492,0.12007596,0.58492409,0.28679407,0.00000000
-5.36368184,2.12720351,0.45031046,1.25690281,0.00079753,0.06034071,0.11502938,0.57589981,0.27876335,0.00000000
-5.35767884,2.05952761,0.43051782,1.20087675,0.00084195,0.05996101,0.11010379,0.56750110,0.27113243,0.00000000
-5.35167584,1.99449283,0.41167631,1.14690318,0.00088460,0.05946828,0.10531867,0.55969722,0.26381876,0.00000000
-5.34567284,1.93207356,0.39377272,1.09511581,0.00092507,0.05884619,0.10068937,0.55242686,0.25673666,0.00000000
-5.33966983,1.87216674,0.37677901,1.04559611,0.00096308,0.05808049,0.09622707,0.54559893,0.24980178,0.00000000
-5.33366683,1.81460585,0.36065646,0.99838057,0.00099853,0.05715987,0.09193890,0.53909490,0.24293522,0.00000000
-5.32766383,1.75917789,0.34536001,0.95346959,0.00103151,0.05607672,0.08782824,0.53277295,0.23606738,0.00000000
-5.32166083,1.70564234,0.33084264,0.91083756,0.00106230,0.05482772,0.08389507,0.52647349,0.22914116,0.00000000
-5.31565783,1.65375135,0.31705940,0.87044345,0.00109143,0.05341425,0.08013655,0.52002587,0.22211462,0.00000000
-5.30965483,1.60327001,0.30397116,0.83224145,0.00111969,0.05184258,0.07654762,0.51325605,0.21496288,0.00000000
-5.30365183,1.55399581,0.29154777,0.79619108,0.00114809,0.05012391,0.07312177,0.50599462,0.20767928,0.00000000
-5.29764882,1.50577631,0.27977052,0.76226635,0.00117790,0.04827414,0.06985177,0.49808497,0.20027577,0.00000000
-5.29164582,1.45852417,0.26863390,0.73046353,0.00121064,0.04631347,0.06673048,0.48939105,0.19278266,0.00000000
-5.28564282,1.41222896,0.25814649,0.70080722,0.00124804,0.04426579,0.06375167,0.47980437,0.18524763,0.00000000
-5.27963982,1.36696514,0.24833104,0.67335449,0.00129200,0.04215799,0.06091078,0.46924984,0.17773414,0.00000000
-5.27363682,1.32289593,0.23922378,0.64819701,0.00134460,0.04001908,0.05820558,0.45769025,0.17031949,0.00000000
-5.26763382,1.28027306,0.23087293,0.62546110,0.00140799,0.03787929,0.05563678,0.44512907,0.16309233,0.00000000
-5.26163082,1.23943239,0.22333666,0.60530590,0.00148435,0.03576915,0.05320853,0.43161157,0.15615007,0.00000000
-5.25562781,1.20078578,0.21668049,0.58791966,0.00157582,0.03371855,0.05092876,0.41722417,0.14959600,0.00000000
-5.24962481,1.16480971,0.21097434,0.57351459,0.00168444,0.03175590,0.04880938,0.40209211,0.14353653,0.00000000
-5.24362181,1.13203126,0.20628944,0.56232050,0.00181203,0.02990733,0.04686636,0.38637563,0.13807836,0.00000000
-5.23761881,1.10301222,0.20269521,0.55457753,0.00196013,0.02819607,0.04511970,0.37026490,0.13332586,0.00000000
-5.23161581,1.07833200,0.20025624,0.55052851,0.00212992,0.02664193,0.04359316,0.35397395,0.12937867,0.00000000
-5.22561281,1.05857031,0.19902968,0.55041108,0.00232211,0.02526091,0.04231400,0.33773400,0.12632956,0.00000000
-5.21960980,1.04429029,0.19906300,0.55445015,0.00253688,0.02406508,0.04131255,0.32178643,0.12426261,0.00000000
-5.21360680,1.03602276,0.20039236,0.56285086,0.00277383,0.02306244,0.04062169,0.30637587,0.12325169,0.00000000
-5.20760380,1.03425224,0.20304154,0.57579228,0.00303188,0.02225712,0.04027629,0.29174359,0.12335929,0.00000000
-5.20160080,1.03940507,0.20702154,0.59342207,0.00330933,0.02164957,0.04031259,0.27812144,0.12463569,0.00000000
-5.19559780,1.05183999,0.21233086,0.61585224,0.00360374,0.02123697,0.04076748,0.26572673,0.12711834,0.00000000
-5.18959480,1.07184132,0.21895632,0.64315588,0.00391206,0.02101361,0.04167782,0.25475792,0.13083161,0.00000000
-5.18359180,1.09961447,0.22687433,0.67536494,0.00423057,0.02097146,0.04307967,0.24539146,0.13578666,0.00000000
-5.17758879,1.13528388,0.23605259,0.71246891,0.00455502,0.02110071,0.04500752,0.23777954,0.14198157,0.00000000
-5.17158579,1.17889278,0.24645198,0.75441424,0.00488071,0.02139029,0.04749346,0.23204883,0.14940155,0.00000000
-5.16558279,1.23040455,0.25802844,0.80110429,0.00520261,0.02182848,0.05056635,0.22830011,0.15801930,0.00000000
-5.15957979,1.28970509,0.27073476,0.85239964,0.00551547,0.02240334,0.05425092,0.22660853,0.16779541,0.00000000
-5.15357679,1.35660582,0.28452207,0.90811860,0.00581404,0.02310318,0.05856688,0.22702435,0.17867880,0.00000000
-5.14757379,1.43084670,0.29934087,0.96803769,0.00609320,0.02391692,0.06352796,0.22957409,0.19060718,0.00000000
-5.14157079,1.51209914,0.31514151,1.03189205,0.00634815,0.02483434,0.06914099,0.23426168,0.20350755,0.00000000
-5.13556778,1.59996829,0.33187405,1.09937568,0.00657455,0.02584624,0.07540493,0.24106969,0.21729668,0.00000000
-5.12956478,1.69399460,0.34948745,1.17014153,0.00676873,0.02694452,0.08230997,0.24996026,0.23188162,0.00000000
-5.12356178,1.79365479,0.36792815,1.24380158,0.00692778,0.02812210,0.08983665,0.26087583,0.24716022,0.00000000
-5.11755878,1.89836210,0.38713807,1.31992692,0.00704971,0.02937282,0.09795512,0.27373956,0.26302176,0.00000000
-5.11155578,2.00746627,0.40705225,1.39804816,0.00713347,0.03069119,0.10662449,0.28845532,0.27934756,0.00000000
-5.10555278,2.12025344,0.42759612,1.47765631,0.00717908,0.03207216,0.11579241,0.30490756,0.29601175,0.00000000
-5.09954977,2.23594656,0.44868289,1.55820443,0.00718756,0.03351072,0.12539487,0.32296084,0.31288217,0.00000000
-5.09354677,2.35370671,0.47021096,1.63911020,0.00716094,0.03500162,0.13535623,0.34245943,0.32982135,0.00000000
-5.08754377,2.47263578,0.49206180,1.71975986,0.00710221,0.03653896,0.14558963,0.36322692,0.34668773,0.00000000
-5.08154077,2.59178114,0.51409849,1.79951334,0.00701516,0.03811594,0.15599771,0.38506619,0.36333692,0.00000000
-5.07553777,2.71014248,0.53616504,1.87771106,0.00690427,0.03972449,0.16647370,0.40775974,0.37962331,0.00000000
-5.06953477,2.82668122,0.55808668,1.95368215,0.00677457,0.04135514,0.17690289,0.43107066,0.39540167,0.00000000
-5.06353177,2.94033264,0.57967124,2.02675418,0.00663141,0.04299684,0.18716440,0.45474433,0.41052901,0.00000000
-5.05752876,3.05002059,0.60071167,2.09626414,0.00648032,0.04463694,0.19713341,0.47851094,0.42486649,0.00000000
-5.05152576,3.15467461,0.62098966,2.16157046,0.00632677,0.04626126,0.20668353,0.50208887,0.43828149,0.00000000
-5.04552276,3.25324918,0.64028019,2.22206574,0.00617601,0.04785424,0.21568947,0.52518894,0.45064965,0.00000000
-5.03951976,3.34474435,0.65835698,2.27718968,0.00603289,0.04939925,0.22402988,0.54751944,0.46185696,0.00000000
-5.03351676,3.42822720,0.67499857,2.32644182,0.00590167,0.05087886,0.23159016,0.56879185,0.47180173,0.00000000
-5.02751376,3.50285326,0.68999464,2.36939355,0.00578593,0.05227536,0.23826527,0.58872702,0.48039650,0.00000000
-5.02151076,3.56788706,0.70315247,2.40569888,0.00568842,0.05357115,0.24396240,0.60706160,0.48756967,0.00000000
-5.01550775,3.62272091,0.71430313,2.43510352,0.00561105,0.05474930,0.24860341,0.62355457,0.49326697,0.00000000
-5.00950475,3.66689102,0.72330700,2.45745177,0.00555475,0.05579404,0.25212681,0.63799335,0.49745255,0.00000000
-5.00350175,3.70009035,0.73005854,2.47269110,0.00551959,0.05669126,0.25448946,0.65019949,0.50010972,0.00000000
-4.99749875,3.72217746,0.73448985,2.48087394,0.00550468,0.05742893,0.25566767,0.66003349,0.50124135,0.00000000
-4.99149575,3.73318097,0.73657305,2.48215673,0.00550836,0.05799756,0.25565782,0.66739864,0.50086976,0.00000000
-4.98549275,3.73329949,0.73632117,2.47679629,0.00552817,0.05839047,0.25447639,0.67224353,0.49903621,0.00000000
-4.97948974,3.72289701,0.73378767,2.46514361,0.00556104,0.05860402,0.25215942,0.67456340,0.49580002,0.00000000
-4.97348674,3.70249399,0.72906456,2.44763540,0.00560343,0.05863781,0.24876154,0.67439998,0.49123721,0.00000000
-4.96748374,3.67275474,0.72227924,2.42478382,0.00565142,0.05849465,0.24435440,0.67184005,0.48543885,0.00000000
-4.96148074,3.63447171,0.71359035,2.39716485,0.00570096,0.05818062,0.23902480,0.66701281,0.47850907,0.00000000
-4.95547774,3.58854758,0.70318273,2.36540600,0.00574798,0.05770491,0.23287253,0.66008610,0.47056297,0.00000000
-4.94947474,3.53597615,0.69126194,2.33017380,0.00578860,0.05707967,0.22600794,0.65126190,0.46172425,0.00000000
-4.94347174,3.47782289,0.67804855,2.29216177,0.00581931,0.05631980,0.21854947,0.64077122,0.45212297,0.00000000
-4.93746873,3.41520638,0.66377261,2.25207941,0.00583709,0.05544275,0.21062124,0.62886875,0.44189329,0.00000000
-4.93146573,3.34928129,0.64866844,2.21064266,0.00583961,0.05446822,0.20235067,0.61582757,0.43117138,0.00000000
-4.92546273,3.28122377,0.63297025,2.16856622,0.00582537,0.05341793,0.19386635,0.60193416,0.42009361,0.00000000
-4.91945973,3.21221986,0.61690855,2.12655803,0.00579376,0.05231540,0.18529619,0.58748397,0.40879502,0.00000000
-4.91345673,3.14345704,0.60070763,2.08531589,0.00574522,0.05118574,0.17676585,0.57277767,0.39740812,0.00000000
-4.90745373,3.07611922,0.58458414,2.04552627,0.00568125,0.05005541,0.16839754,0.55811824,0.38606213,0.00000000
-4.90145073,3.01138464,0.56874672,2.00786505,0.00560448,0.04895209,0.16030910,0.54380887,0.37488253,0.00000000
-4.89544772,2.95042645,0.55339662,1.97299980,0.00551868,0.04790447,0.15261343,0.53015163,0.36399097,0.00000000
-4.88944472,2.89441501,0.53872913,1.94159317,0.00542871,0.04694206,0.14541813,0.51744664,0.35350550,0.00000000
-4.88344172,2.84452107,0.52493551,1.91430669,0.00534050,0.04609504,0.13882537,0.50599177,0.34354098,0.00000000
-4.87743872,2.80191868,0.51220532,1.89180440,0.00526094,0.04539400,0.13293187,0.49608227,0.33420964,0.00000000
-4.87143572,2.76778670,0.50072855,1.87475550,0.00519776,0.04486960,0.12782885,0.48801029,0.32562156,0.00000000
-4.86543272,2.74330764,0.49069756,1.86383537,0.00515943,0.04455229,0.12360197,0.48206378,0.31788519,0.00000000
-4.85942971,2.72966287,0.48230824,1.85972433,0.00515494,0.04447182,0.12033115,0.47852466,0.31110745,0.00000000
-4.85342671,2.72802313,0.47576026,1.86310344,0.00519361,0.04465670,0.11809011,0.47766578,0.30539365,0.00000000
-4.84742371,2.73953379,0.47125613,1.87464711,0.00528491,0.04513360,0.11694571,0.47974671,0.30084687,0.00000000
-4.84142071,2.76529439,0.46899891,1.89501213,0.00543816,0.04592662,0.11695697,0.48500806,0.29756687,0.00000000
-4.83541771,2.80633252,0.46918856,1.92482308,0.00566228,0.04705650,0.11817377,0.49366458,0.29564840,0.00000000
-4.82941471,2.86357238,0.47201682,1.96465448,0.00596556,0.04853983,0.12063533,0.50589697,0.29517903,0.00000000
-4.82341171,2.93779888,0.47766081,2.01500983,0.00635529,0.05038814,0.12436835,0.52184275,0.29623631,0.00000000
-4.81740870,3.02961855,0.48627561,2.07629849,0.00683752,0.05260710,0.12938504,0.54158662,0.29888466,0.00000000
-4.81140570,3.13941871,0.49798604,2.14881103,0.00741675,0.05519570,0.13568109,0.56515067,0.30317175,0.00000000
-4.80540270,3.26732697,0.51287799,2.23269435,0.00809568,0.05814561,0.14323367,0.59248504,0.30912483,0.00000000
-4.79939970,3.41317308,0.53098987,2.32792758,0.00887490,0.06144064,0.15199953,0.62345972,0.31674701,0.00000000
-4.79339670,3.57645549,0.55230460,2.43430021,0.00975272,0.06505638,0.16191354,0.65785795,0.32601376,0.00000000
-4.78739370,3.75631472,0.57674261,2.55139369,0.01072493,0.06896011,0.17288760,0.69537192,0.33686992,0.00000000
-4.78139070,3.95151584,0.60415642,2.67856785,0.01178476,0.07311096,0.18481010,0.73560124,0.34922735,0.00000000
-4.77538769,4.16044188,0.63432714,2.81495326,0.01292275,0.07746034,0.19754618,0.77805469,0.36296348,0.00000000
-4.76938469,4.38109956,0.66696345,2.95945049,0.01412682,0.08195270,0.21093862,0.82215537,0.37792094,0.00000000
-4.76338169,4.61113849,0.70170318,3.11073708,0.01538234,0.08652656,0.22480974,0.86724958,0.39390848,0.00000000
-4.75737869,4.84788413,0.73811770,3.26728249,0.01667238,0.09111583,0.23896399,0.91261920,0.41070311,0.00000000
-4.75137569,5.08838435,0.77571926,3.42737118,0.01797797,0.09565135,0.25319145,0.95749737,0.42805369,0.00000000
-4.74537269,5.32946863,0.81397100,3.58913352,0.01927848,0.10006263,0.26727207,1.00108710,0.44568576,0.00000000
-4.73936968,5.56781832,0.85229954,3.75058371,0.02055212,0.10427975,0.28098055,1.04258203,0.46330760,0.00000000
-4.73336668,5.80004587,0.89010955,3.90966376,0.02177642,0.10823532,0.29409167,1.08118882,0.48061728,0.00000000
-4.72736368,6.02278014,0.92679994,4.06429202,0.02292891,0.11186634,0.30638599,1.11614999,0.49731051,0.00000000
-4.72136068,6.23275479,0.96178099,4.21241468,0.02398764,0.11511613,0.31765555,1.14676653,0.51308890,0.00000000
-4.71535768,6.42689626,0.99449156,4.35205828,0.02493191,0.11793591,0.32770950,1.17241926,0.52766843,0.00000000
-4.70935468,6.60240790,1.02441583,4.48138124,0.02574283,0.12028631,0.33637928,1.19258782,0.54078754,0.00000000
-4.70335168,6.75684669,1.05109873,4.59872233,0.02640393,0.12213838,0.34352332,1.20686683,0.55221483,0.00000000
-4.69734867,6.88818947,1.07415922,4.70264428,0.02690169,0.12347447,0.34903082,1.21497810,0.56175561,0.00000000
-4.69134567,6.99488587,1.09330107,4.79197049,0.02722593,0.12428852,0.35282466,1.21677872,0.56925737,0.00000000
-4.68534267,7.07589562,1.10832037,4.86581356,0.02737014,0.12458603,0.35486320,1.21226443,0.57461369,0.00000000
-4.67933967,7.13070897,1.11910955,4.92359437,0.02733170,0.12438369,0.35514089,1.20156832,0.57776650,0.00000000
-4.67333667,7.15934921,1.12565769,4.96505086,0.02711193,0.12370849,0.35368777,1.18495489,0.57870658,0.00000000
-4.66733367,7.16235747,1.12804720,4.99023646,0.02671598,0.12259664,0.35056775,1.16280987,0.57747232,0.00000000
-4.66133067,7.14076073,1.12644693,4.99950812,0.02615268,0.12109211,0.34587586,1.13562617,0.57414677,0.00000000
-4.65532766,7.09602465,1.12110223,4.99350474,0.02543418,0.11924500,0.33973460,1.10398682,0.56885322,0.00000000
-4.64932466,7.02999354,1.11232247,4.97311711,0.02457554,0.11710974,0.33228946,1.06854554,0.56174947,0.00000000
-4.64332166,6.94482044,1.10046656,4.93945080,0.02359417,0.11474334,0.32370398,1.03000593,0.55302114,0.00000000
