energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.66983492,3.18055275,0.53218925,1.96721979,0.00141272,0.07853393,0.27477814,0.66126589,0.00935756,0.36815085
-5.66383192,3.21332604,0.52341405,1.98914854,0.00145762,0.07904606,0.27913139,0.66550279,0.00962957,0.37275120
-5.65782891,3.25319606,0.51676659,2.01348384,0.00151384,0.07984680,0.28357466,0.67315928,0.00994195,0.37820248
-5.65182591,3.29850200,0.51199866,2.03932068,0.00158000,0.08089263,0.28796305,0.68374844,0.01029358,0.38433729
-5.64582291,3.34752889,0.50883068,2.06577477,0.00165471,0.08213594,0.29215793,0.69672054,0.01068285,0.39098000
-5.63981991,3.39855142,0.50696211,2.09200315,0.00173660,0.08352634,0.29603085,0.71147881,0.01110770,0.39795147
-5.63381691,3.44987465,0.50608170,2.11722148,0.00182436,0.08501205,0.29946660,0.72739589,0.01156559,0.40507330
-5.62781391,3.49987111,0.50587722,2.14071824,0.00191684,0.08654114,0.30236561,0.74383056,0.01205352,0.41217167
-5.62181091,3.54701393,0.50604461,2.16186571,0.00201306,0.08806285,0.30464548,0.76014428,0.01256799,0.41908066
-5.61580790,3.58990583,0.50629610,2.18012801,0.00211228,0.08952870,0.30624184,0.77571738,0.01310501,0.42564514
-5.60980490,3.62730384,0.50636737,2.19506659,0.00221406,0.09089360,0.30710844,0.78996428,0.01366008,0.43172317
-5.60380190,3.65814010,0.50602363,2.20634341,0.00231829,0.09211682,0.30721671,0.80234769,0.01422824,0.43718802
-5.59779890,3.68153854,0.50506447,2.21372220,0.00242523,0.09316285,0.30655480,0.81239125,0.01480405,0.44192991
-5.59179590,3.69682767,0.50332755,2.21706814,0.00253559,0.09400215,0.30512639,0.81969042,0.01538171,0.44585744
-5.58579290,3.70354959,0.50069112,2.21634628,0.00265049,0.09461172,0.30294917,0.82392127,0.01595510,0.44889888
-5.57978989,3.70146512,0.49707544,2.21161869,0.00277153,0.09497559,0.30005340,0.82484709,0.01651789,0.45100328
-5.57378689,3.69055494,0.49244305,2.20304059,0.00290073,0.09508512,0.29648035,0.82232242,0.01706373,0.45214145
-5.56778389,3.67101679,0.48679807,2.19085542,0.00304060,0.09493915,0.29228101,0.81629460,0.01758639,0.45230676
-5.56178089,3.64325838,0.48018450,2.17538870,0.00319400,0.09454393,0.28751482,0.80680264,0.01807992,0.45151577
-5.55577789,3.60788604,0.47268364,2.15704072,0.00336419,0.09391299,0.28224871,0.79397362,0.01853890,0.44980865
-5.54977489,3.56568905,0.46441074,2.13627783,0.00355468,0.09306665,0.27655623,0.77801653,0.01895863,0.44724917
-5.54377189,3.51761967,0.45551092,2.11362228,0.00376919,0.09203151,0.27051687,0.75921407,0.01933530,0.44392435
-5.53776888,3.46476913,0.44615452,2.08964068,0.00401154,0.09083966,0.26421544,0.73791248,0.01966622,0.43994365
-5.53176588,3.40834004,0.43653195,2.06493107,0.00428553,0.08952775,0.25774152,0.71450986,0.01994990,0.43543747
-5.52576288,3.34961582,0.42684818,2.04010889,0.00459481,0.08813588,0.25118881,0.68944359,0.02018626,0.43055515
-5.51975988,3.28992794,0.41731712,2.01579215,0.00494273,0.08670641,0.24465442,0.66317699,0.02037660,0.42546234
-5.51375688,3.23062201,0.40815579,1.99258616,0.00533223,0.08528266,0.23823801,0.63618610,0.02052368,0.42033768
-5.50775388,3.17302393,0.39957876,1.97106853,0.00576568,0.08390753,0.23204071,0.60894679,0.02063165,0.41536900
-5.50175088,3.11840712,0.39179269,1.95177494,0.00624472,0.08262211,0.22616387,0.58192279,0.02070593,0.41074905
-5.49574787,3.06796225,0.38499145,1.93518628,0.00677016,0.08146440,0.22070764,0.55555502,0.02075311,0.40667088
-5.48974487,3.02277042,0.37935157,1.92171782,0.00734184,0.08046800,0.21576932,0.53025248,0.02078070,0.40332304
-5.48374187,2.98378097,0.37502854,1.91171088,0.00795855,0.07966105,0.21144171,0.50638507,0.02079691,0.40088480
-5.47773887,2.95179455,0.37215375,1.90542743,0.00861791,0.07906525,0.20781139,0.48427827,0.02081038,0.39952152
-5.47173587,2.92745196,0.37083222,1.90304780,0.00931635,0.07869519,0.20495696,0.46420999,0.02082985,0.39938031
-5.46573287,2.91122907,0.37114126,1.90467155,0.01004908,0.07855785,0.20294758,0.44640922,0.02086392,0.40058632
-5.45972986,2.90343750,0.37312990,1.91032132,0.01081008,0.07865246,0.20184152,0.43105664,0.02092071,0.40323951
-5.45372686,2.90423079,0.37681909,1.91994938,0.01159215,0.07897055,0.20168516,0.41828671,0.02100761,0.40741226
-5.44772386,2.91361525,0.38220272,1.93344615,0.01238701,0.07949636,0.20251212,0.40819112,0.02113105,0.41314777
-5.44172086,2.93146443,0.38924919,1.95065030,0.01318539,0.08020751,0.20434292,0.40082328,0.02129624,0.42045926
-5.43571786,2.95753637,0.39790358,1.97135945,0.01397720,0.08107589,0.20718492,0.39620342,0.02150707,0.42933002
-5.42971486,2.99149220,0.40809018,1.99534085,0.01475173,0.08206883,0.21103257,0.39432409,0.02176596,0.43971422
-5.42371186,3.03291497,0.41971531,2.02234124,0.01549784,0.08315034,0.21586811,0.39515564,0.02207379,0.45153845
-5.41770885,3.08132777,0.43267031,2.05209534,0.01620423,0.08428257,0.22166243,0.39865151,0.02242990,0.46470381
-5.41170585,3.13621012,0.44683452,2.08433250,0.01685973,0.08542726,0.22837625,0.40475302,0.02283211,0.47908855
-5.40570285,3.19701193,0.46207826,2.11878115,0.01745352,0.08654725,0.23596132,0.41339346,0.02327681,0.49455102
-5.39969985,3.26316469,0.47826556,2.15517111,0.01797544,0.08760781,0.24436183,0.42450151,0.02375905,0.51093290
-5.39369685,3.33408972,0.49525673,2.19323380,0.01841629,0.08857797,0.25351570,0.43800357,0.02427268,0.52806256
-5.38769385,3.40920355,0.51291062,2.23270075,0.01876807,0.08943158,0.26335585,0.45382540,0.02481051,0.54575841
-5.38169085,3.48792082,0.53108659,2.27330091,0.01902418,0.09014816,0.27381132,0.47189271,0.02536453,0.56383224
-5.37568784,3.56965515,0.54964621,2.31475729,0.01917969,0.09071347,0.28480825,0.49213098,0.02592606,0.58209245
-5.36968484,3.65381878,0.56845456,2.35678364,0.01923145,0.09111983,0.29627055,0.51446442,0.02648599,0.60034701
-5.36368184,3.73982141,0.58738139,2.39908187,0.01917822,0.09136608,0.30812048,0.53881437,0.02703494,0.61840628
-5.35767884,3.82706922,0.60630193,2.44134059,0.01902072,0.09145731,0.32027887,0.56509705,0.02756353,0.63608561
-5.35167584,3.91496440,0.62509753,2.48323550,0.01876166,0.09140420,0.33266529,0.59322097,0.02806254,0.65320759
-5.34567284,4.00290584,0.64365613,2.52443158,0.01840565,0.09122231,0.34519793,0.62308408,0.02852309,0.66960413
-5.33966983,4.09029122,0.66187256,2.56458749,0.01795914,0.09093096,0.35779344,0.65457076,0.02893691,0.68511823
-5.33366683,4.17652062,0.67964873,2.60336181,0.01743026,0.09055216,0.37036669,0.68754901,0.02929643,0.69960547
-5.32766383,4.26100170,0.69689377,2.64042093,0.01682860,0.09010935,0.38283053,0.72186776,0.02959500,0.71293527
-5.32166083,4.34315609,0.71352398,2.67544823,0.01616503,0.08962619,0.39509566,0.75735471,0.02982701,0.72499185
-5.31565783,4.42242682,0.72946286,2.70815367,0.01545141,0.08912535,0.40707054,0.79381474,0.02998808,0.73567491
-5.30965483,4.49828618,0.74464095,2.73828337,0.01470031,0.08862752,0.41866161,0.83102905,0.03007508,0.74490010
-5.30365183,4.57024368,0.75899570,2.76562844,0.01392478,0.08815044,0.42977359,0.86875523,0.03008634,0.75259918
-5.29764882,4.63785350,0.77247120,2.79003222,0.01313800,0.08770828,0.44031021,0.90672842,0.03002158,0.75871996
-5.29164582,4.70072095,0.78501791,2.81139553,0.01235307,0.08731118,0.45017505,0.94466341,0.02988207,0.76322600
-5.28564282,4.75850754,0.79659228,2.82967938,0.01158268,0.08696499,0.45927280,0.98225798,0.02967050,0.76609615
-5.27963982,4.81093439,0.80715633,2.84490477,0.01083892,0.08667140,0.46751069,1.01919733,0.02939106,0.76732387
-5.27363682,4.85778352,0.81667717,2.85714948,0.01013304,0.08642811,0.47480017,1.05515941,0.02904927,0.76691642
-5.26763382,4.89889718,0.82512642,2.86654189,0.00947523,0.08622936,0.48105876,1.08982123,0.02865194,0.76489400
-5.26163082,4.93417495,0.83247961,2.87325207,0.00887450,0.08606651,0.48621199,1.12286566,0.02820699,0.76128879
-5.25562781,4.96356892,0.83871558,2.87748038,0.00833852,0.08592880,0.49019538,1.15398872,0.02772326,0.75614393
-5.24962481,4.98707695,0.84381576,2.87944429,0.00787349,0.08580408,0.49295631,1.18290683,0.02721038,0.74951257
-5.24362181,5.00473446,0.84776357,2.87936401,0.00748410,0.08567968,0.49445579,1.20936386,0.02667848,0.74145688
-5.23761881,5.01660513,0.85054378,2.87744757,0.00717344,0.08554312,0.49466991,1.23313752,0.02613803,0.73204709
-5.23161581,5.02277083,0.85214195,2.87387626,0.00694301,0.08538280,0.49359110,1.25404487,0.02559957,0.72136066
-5.22561281,5.02332155,0.85254399,2.86879118,0.00679269,0.08518857,0.49122886,1.27194668,0.02507351,0.70948133
-5.21960980,5.01834568,0.85173585,2.86228160,0.00672079,0.08495216,0.48761014,1.28675032,0.02456993,0.69649836
-5.21360680,5.00792134,0.84970342,2.85437595,0.00672411,0.08466748,0.48277932,1.29841123,0.02409842,0.68250570
-5.20760380,4.99210938,0.84643262,2.84503597,0.00679803,0.08433073,0.47679758,1.30693278,0.02366790,0.66760120
-5.20160080,4.97094847,0.84190976,2.83415444,0.00693659,0.08394041,0.46974198,1.31236458,0.02328655,0.65188583
-5.19559780,4.94445290,0.83612224,2.82155686,0.00713269,0.08349718,0.46170407,1.31479951,0.02296173,0.63546289
-5.18959480,4.91261330,0.82905950,2.80700724,0.00737820,0.08300365,0.45278813,1.31436945,0.02269995,0.61843726
-5.18359180,4.87540061,0.82071423,2.79021766,0.00766419,0.08246409,0.44310915,1.31124016,0.02250689,0.60091463
-5.17758879,4.83277310,0.81108397,2.77086163,0.00798116,0.08188406,0.43279059,1.30560547,0.02238743,0.58300074
-5.17158579,4.78468649,0.80017279,2.74859037,0.00831923,0.08127007,0.42196197,1.29768123,0.02234574,0.56480074
-5.16558279,4.73110645,0.78799323,2.72305155,0.00866843,0.08062925,0.41075647,1.28769910,0.02238534,0.54641845
-5.15957979,4.67202301,0.77456821,2.69390943,0.00901892,0.07996902,0.39930838,1.27590066,0.02250920,0.52795581
-5.15357679,4.60746586,0.75993293,2.66086550,0.00936130,0.07929678,0.38775076,1.26253189,0.02271981,0.50951229
-5.14757379,4.53751966,0.74413651,2.62367832,0.00968682,0.07861974,0.37621301,1.24783817,0.02301920,0.49118441
-5.14157079,4.46233801,0.72724339,2.58218171,0.00998759,0.07794468,0.36481877,1.23206001,0.02340903,0.47306528
-5.13556778,4.38215520,0.70933418,2.53629997,0.01025684,0.07727786,0.35368372,1.21542931,0.02389049,0.45524411
-5.12956478,4.29729442,0.69050598,2.48605929,0.01048906,0.07662485,0.34291377,1.19816624,0.02446426,0.43780581
-5.12356178,4.20817172,0.67087202,2.43159470,0.01068014,0.07599048,0.33260325,1.18047667,0.02513037,0.42083043
-5.11755878,4.11529486,0.65056055,2.37315177,0.01082742,0.07537875,0.32283335,1.16254990,0.02588805,0.40439267
-5.11155578,4.01925676,0.62971301,2.31108311,0.01092978,0.07479273,0.31367075,1.14455676,0.02673546,0.38856122
-5.10555278,3.92072362,0.60848148,2.24583954,0.01098756,0.07423445,0.30516647,1.12664783,0.02766949,0.37339797
-5.09954977,3.82041789,0.58702542,2.17795646,0.01100252,0.07370486,0.29735492,1.10895184,0.02868547,0.35895726
-5.09354677,3.71909703,0.56550800,2.10803603,0.01097768,0.07320358,0.29025331,1.09157419,0.02977688,0.34528492
-5.08754377,3.61752905,0.54409195,2.03672608,0.01091720,0.07272889,0.28386133,1.07459556,0.03093515,0.33241729
-5.08154077,3.51646621,0.52293530,1.96469702,0.01082611,0.07227751,0.27816122,1.05807091,0.03214946,0.32038029
-5.07553777,3.41661842,0.50218718,1.89261787,0.01071014,0.07184451,0.27311825,1.04202867,0.03340660,0.30918852
-5.06953477,3.31862808,0.48198376,1.82113286,0.01057539,0.07142322,0.26868169,1.02647061,0.03469095,0.29884449
-5.06353177,3.22304773,0.46244483,1.75083979,0.01042813,0.07100521,0.26478619,1.01137230,0.03598454,0.28933809
-5.05752876,3.13032222,0.44367088,1.68227142,0.01027452,0.07058028,0.26135376,0.99668444,0.03726727,0.28064636
-5.05152576,3.04077642,0.42574110,1.61588069,0.01012034,0.07013661,0.25829612,0.98233510,0.03851719,0.27273358
-5.04552276,2.95460940,0.40871220,1.55203064,0.00997082,0.06966090,0.25551755,0.96823304,0.03971094,0.26555188
-5.03951976,2.87189541,0.39261836,1.49098936,0.00983045,0.06913869,0.25291808,0.95427196,0.04082431,0.25904221
-5.03351676,2.79259186,0.37747199,1.43293012,0.00970282,0.06855469,0.25039697,0.94033577,0.04183287,0.25313585
-5.02751376,2.71655361,0.36326562,1.37793628,0.00959056,0.06789328,0.24785635,0.92630457,0.04271264,0.24775640
-5.02151076,2.64355300,0.34997447,1.32601079,0.00949528,0.06713895,0.24520486,0.91206131,0.04344086,0.24282211
-5.01550775,2.57330403,0.33755986,1.27708913,0.00941761,0.06627689,0.24236118,0.89749858,0.04399676,0.23824864
-5.00950475,2.50548963,0.32597303,1.23105502,0.00935727,0.06529357,0.23925728,0.88252550,0.04436224,0.23395207
-5.00350175,2.43978996,0.31515934,1.18775763,0.00931318,0.06417728,0.23584121,0.86707406,0.04452252,0.22985198
-4.99749875,2.37591023,0.30506255,1.14702920,0.00928357,0.06291866,0.23207935,0.85110474,0.04446676,0.22587461
-4.99149575,2.31360630,0.29562894,1.10870197,0.00926623,0.06151115,0.22795799,0.83461102,0.04418843,0.22195586
-4.98549275,2.25270638,0.28681119,1.07262331,0.00925870,0.05995139,0.22348406,0.81762235,0.04368564,0.21804399
-4.97948974,2.19312768,0.27857161,1.03866821,0.00925843,0.05823950,0.21868508,0.80020553,0.04296122,0.21410192
-4.97348674,2.13488690,0.27088479,1.00674835,0.00926304,0.05637919,0.21360826,0.78246419,0.04202273,0.21010897
-4.96748374,2.07810395,0.26373942,0.97681753,0.00927052,0.05437778,0.20831878,0.76453635,0.04088220,0.20606198
-4.96148074,2.02299867,0.25713925,0.94887288,0.00927935,0.05224613,0.20289721,0.74659018,0.03955578,0.20197567
-4.95547774,1.96988077,0.25110305,0.92295227,0.00928868,0.04999833,0.19743635,0.72881794,0.03806321,0.19788226
-4.94947474,1.91913346,0.24566383,0.89912794,0.00929840,0.04765142,0.19203748,0.71142843,0.03642720,0.19383025
-4.94347174,1.87119182,0.24086704,0.87749705,0.00930915,0.04522483,0.18680618,0.69463835,0.03467272,0.18988253
-4.93746873,1.82651698,0.23676811,0.85816970,0.00932237,0.04273995,0.18184800,0.67866278,0.03282620,0.18611363
-4.93146573,1.78556770,0.23342938,0.84125529,0.00934017,0.04021945,0.17726398,0.66370540,0.03091479,0.18260654
-4.92546273,1.74877082,0.23091640,0.82684814,0.00936521,0.03768671,0.17314641,0.64994884,0.02896554,0.17944889
-4.91945973,1.71649215,0.22929411,0.81501325,0.00940059,0.03516519,0.16957487,0.63754560,0.02700467,0.17672887
-4.91345673,1.68900965,0.22862273,0.80577316,0.00944959,0.03267787,0.16661275,0.62661012,0.02505695,0.17453098
-4.90745373,1.66649002,0.22895376,0.79909666,0.00951545,0.03024665,0.16430447,0.61721231,0.02314512,0.17293176
-4.90145073,1.64897023,0.23032623,0.79489013,0.00960117,0.02789198,0.16267344,0.60937281,0.02128941,0.17199578
-4.89544772,1.63634491,0.23276327,0.79299197,0.00970918,0.02563241,0.16172083,0.60306046,0.01950728,0.17177197
-4.88944472,1.62836037,0.23626931,0.79317067,0.00984121,0.02348438,0.16142536,0.59819184,0.01781313,0.17229060
-4.88344172,1.62461544,0.24082790,0.79512642,0.00999800,0.02146202,0.16174390,0.59463316,0.01621833,0.17356090
-4.87743872,1.62456948,0.24640033,0.79849655,0.01017919,0.01957715,0.16261311,0.59220425,0.01473114,0.17556961
-4.87143572,1.62755687,0.25292506,0.80286434,0.01038317,0.01783927,0.16395181,0.59068467,0.01335694,0.17828042
-4.86543272,1.63280762,0.26031806,0.80777094,0.01060706,0.01625578,0.16566418,0.58982139,0.01209841,0.18163443
-4.85942971,1.63947301,0.26847405,0.81272977,0.01084669,0.01483215,0.16764354,0.58933803,0.01095587,0.18555158
-4.85342671,1.64665514,0.27726860,0.81724279,0.01109669,0.01357225,0.16977664,0.58894492,0.00992756,0.18993306
-4.84742371,1.65343911,0.28656099,0.82081789,0.01135061,0.01247868,0.17194818,0.58834977,0.00901010,0.19466459
-4.84142071,1.65892624,0.29619788,0.82298650,0.01160115,0.01155311,0.17404544,0.58726831,0.00819884,0.19962037
-4.83541771,1.66226709,0.30601754,0.82332071,0.01184036,0.01079666,0.17596282,0.58543464,0.00748828,0.20466769
-4.82941471,1.66269266,0.31585458,0.82144917,0.01205996,0.01021019,0.17760603,0.58261057,0.00687245,0.20967182
-4.82341171,1.65954254,0.32554502,0.81707092,0.01225162,0.00979466,0.17889583,0.57859389,0.00634526,0.21450109
-4.81740870,1.65228893,0.33493152,0.80996675,0.01240730,0.00955128,0.17977112,0.57322506,0.00590088,0.21903189
-4.81140570,1.64055544,0.34386856,0.80000748,0.01251956,0.00948168,0.18019114,0.56639215,0.00553398,0.22315331
-4.80540270,1.62413014,0.35222748,0.78715900,0.01258185,0.00958800,0.18013693,0.55803388,0.00524000,0.22677131
-4.79939970,1.60297238,0.35990104,0.77148377,0.01258876,0.00987284,0.17961173,0.54814079,0.00501537,0.22981214
-4.79339670,1.57721331,0.36680748,0.75313896,0.01253626,0.01033911,0.17864044,0.53675443,0.00485766,0.23222487
-4.78739370,1.54715008,0.37289376,0.73237119,0.01242184,0.01098984,0.17726814,0.52396484,0.00476572,0.23398297
-4.78139070,1.51323436,0.37813790,0.70950832,0.01224460,0.01182784,0.17555779,0.50990637,0.00473973,0.23508479
-4.77538769,1.47605550,0.38255028,0.68494862,0.01200529,0.01285534,0.17358710,0.49475221,0.00478121,0.23555295
-4.76938469,1.43631937,0.38617375,0.65914777,0.01170628,0.01407357,0.17144489,0.47870777,0.00489306,0.23543276
-4.76338169,1.39482355,0.38908252,0.63260428,0.01135146,0.01548226,0.16922694,0.46200337,0.00507944,0.23478963
-4.75737869,1.35243009,0.39137985,0.60584386,0.01094608,0.01707919,0.16703167,0.44488635,0.00534568,0.23370563
-4.75137569,1.31003673,0.39319440,0.57940338,0.01049656,0.01885972,0.16495575,0.42761314,0.00569810,0.23227552
-4.74537269,1.26854767,0.39467558,0.55381484,0.01001026,0.02081637,0.16308994,0.41044132,0.00614382,0.23060218
-4.73936968,1.22884488,0.39598780,0.52958998,0.00949519,0.02293847,0.16151525,0.39362213,0.00669048,0.22879193
-4.73336668,1.19176094,0.39730390,0.50720591,0.00895979,0.02521193,0.16029963,0.37739355,0.00734593,0.22694978
-4.72736368,1.15805409,0.39879810,0.48709218,0.00841260,0.02761907,0.15949536,0.36197412,0.00811791,0.22517491
-4.72136068,1.12838634,0.40063852,0.46961960,0.00786205,0.03013862,0.15913722,0.34755765,0.00901361,0.22355657
-4.71535768,1.10330519,0.40297983,0.45509107,0.00731621,0.03274589,0.15924142,0.33430903,0.01003930,0.22217059
-4.70935468,1.08322937,0.40595622,0.44373447,0.00678257,0.03541301,0.15980552,0.32236091,0.01119986,0.22107666
-4.70335168,1.06843887,0.40967501,0.43569800,0.00626787,0.03810940,0.16080902,0.31181167,0.01249835,0.22031640
-4.69734867,1.05906962,0.41421137,0.43104767,0.00577802,0.04080232,0.16221487,0.30272428,0.01393561,0.21991247
-4.69134567,1.05511258,0.41960423,0.42976719,0.00531796,0.04345762,0.16397150,0.29512628,0.01550979,0.21986850
-4.68534267,1.05641749,0.42585384,0.43176012,0.00489166,0.04604047,0.16601557,0.28901073,0.01721607,0.22017005
-4.67933967,1.06270081,0.43292097,0.43685419,0.00450210,0.04851634,0.16827488,0.28433808,0.01904634,0.22078637
-4.67333667,1.07355767,0.44072792,0.44480758,0.00415132,0.05085183,0.17067178,0.28103883,0.02098902,0.22167293
-4.66733367,1.08847744,0.44916141,0.45531713,0.00384051,0.05301566,0.17312639,0.27901694,0.02302894,0.22277456
-4.66133067,1.10686243,0.45807712,0.46802811,0.00357007,0.05497960,0.17555997,0.27815385,0.02514740,0.22402909
-4.65532766,1.12804898,0.46730578,0.48254543,0.00333976,0.05671926,0.17789784,0.27831307,0.02732228,0.22537120
-4.64932466,1.15133060,0.47666053,0.49844579,0.00314882,0.05821486,0.18007214,0.27934515,0.02952838,0.22673648
-4.64332166,1.17598207,0.48594522,0.51529073,0.00299608,0.05945186,0.18202401,0.28109289,0.03173777,0.22806535
