energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.88594297,3.54966053,0.04999461,0.15848736,1.51689154,0.73558927,0.00793882,2.14736591,1.04772111,0.27143756
-5.87993997,3.52794107,0.05129565,0.15910534,1.50598482,0.72864566,0.00802676,2.13043211,1.03243719,0.27157182
-5.87393697,3.49233892,0.05229953,0.15908858,1.48967154,0.71960946,0.00807585,2.10493156,1.01244712,0.27064788
-5.86793397,3.44464294,0.05298807,0.15850543,1.46883775,0.70902105,0.00808659,2.07196767,0.98833210,0.26876159
-5.86193097,3.38690127,0.05334925,0.15744118,1.44447426,0.69746478,0.00806029,2.03279523,0.96074824,0.26602812
-5.85592796,3.32135919,0.05337761,0.15599582,1.41764672,0.68555095,0.00799904,1.98878220,0.93040692,0.26257858
-5.84992496,3.25039098,0.05307450,0.15428126,1.38946308,0.67389674,0.00790566,1.94136813,0.89805379,0.25855616
-5.84392196,3.17642807,0.05244808,0.15241819,1.36103956,0.66310696,0.00778354,1.89202069,0.86444712,0.25411191
-5.83791896,3.10188596,0.05151308,0.15053260,1.33346624,0.65375516,0.00763657,1.84219180,0.83033639,0.24940032
-5.83191596,3.02909247,0.05029038,0.14875208,1.30777347,0.64636591,0.00746902,1.79327495,0.79644176,0.24457482
-5.82591296,2.96021997,0.04880635,0.14720218,1.28490036,0.64139876,0.00728536,1.74656506,0.76343508,0.23978335
-5.81990995,2.89722373,0.04709203,0.14600269,1.26566620,0.63923449,0.00709016,1.70322244,0.73192314,0.23516420
-5.81390695,2.84178879,0.04518219,0.14526429,1.25074611,0.64016427,0.00688795,1.66424188,0.70243359,0.23084218
-5.80790395,2.79528694,0.04311427,0.14508541,1.24065151,0.64438184,0.00668311,1.63042801,0.67540392,0.22692537
-5.80190095,2.75874538,0.04092730,0.14554958,1.23571627,0.65197926,0.00647973,1.60237771,0.65117379,0.22350250
-5.79589795,2.73282795,0.03866078,0.14672331,1.23608896,0.66294617,0.00628162,1.58046993,0.62998078,0.22064097
-5.78989495,2.71782933,0.03635365,0.14865451,1.24173138,0.67717262,0.00609214,1.56486334,0.61195962,0.21838581
-5.78389195,2.71368230,0.03404325,0.15137158,1.25242352,0.69445534,0.00591430,1.55550152,0.59714469,0.21675934
-5.77788894,2.71997720,0.03176450,0.15488313,1.26777457,0.71450707,0.00575067,1.55212535,0.58547559,0.21576169
-5.77188594,2.73599269,0.02954914,0.15917826,1.28723967,0.73696860,0.00560345,1.55429197,0.57680541,0.21537213
-5.76588294,2.76073610,0.02742513,0.16422751,1.31014155,0.76142297,0.00547454,1.56139925,0.57091121,0.21555102
-5.75987994,2.79299145,0.02541622,0.16998426,1.33569622,0.78741116,0.00536557,1.57271469,0.56750628,0.21624242
-5.75387694,2.83137290,0.02354173,0.17638659,1.36304171,0.81444862,0.00527803,1.58740739,0.56625358,0.21737710
-5.74787394,2.87438111,0.02181639,0.18335951,1.39126860,0.84204191,0.00521331,1.60458173,0.56677984,0.21887592
-5.74187094,2.92046019,0.02025039,0.19081738,1.41945115,0.86970478,0.00517283,1.62331118,0.56868968,0.22065322
-5.73586793,2.96805262,0.01884956,0.19866649,1.44667780,0.89697290,0.00515809,1.64267104,0.57157933,0.22262036
-5.72986493,3.01565004,0.01761559,0.20680772,1.47207990,0.92341684,0.00517074,1.66176869,0.57504946,0.22468889
-5.72386193,3.06183802,0.01654642,0.21513906,1.49485745,0.94865268,0.00521260,1.67977027,0.57871666,0.22677355
-5.71785893,3.10533324,0.01563664,0.22355806,1.51430115,0.97234992,0.00528566,1.69592303,0.58222338,0.22879477
-5.71185593,3.14501199,0.01487791,0.23196405,1.52980993,0.99423660,0.00539207,1.70957251,0.58524600,0.23068065
-5.70585293,3.17992969,0.01425944,0.24026009,1.54090359,1.01410153,0.00553404,1.72017457,0.58750103,0.23236839
-5.69984992,3.20933119,0.01376849,0.24835469,1.54723022,1.03179375,0.00571378,1.72730193,0.58874938,0.23380519
-5.69384692,3.23265251,0.01339083,0.25616321,1.54856859,1.04721955,0.00593333,1.73064567,0.58879870,0.23494856
-5.68784392,3.24951489,0.01311116,0.26360906,1.54482576,1.06033746,0.00619442,1.73001217,0.58750417,0.23576616
-5.68184092,3.25971251,0.01291360,0.27062459,1.53603028,1.07115167,0.00649830,1.72531602,0.58476764,0.23623524
-5.67583792,3.26319527,0.01278203,0.27715191,1.52232192,1.07970448,0.00684555,1.71657002,0.58053565,0.23634178
-5.66983492,3.26004860,0.01270051,0.28314352,1.50393846,1.08606840,0.00723589,1.70387294,0.57479647,0.23607942
-5.66383192,3.25047166,0.01265360,0.28856291,1.48120057,1.09033835,0.00766803,1.68739604,0.56757640,0.23544831
-5.65782891,3.23475585,0.01262666,0.29338516,1.45449567,1.09262470,0.00813952,1.66736928,0.55893575,0.23445404
-5.65182591,3.21326476,0.01260611,0.29759766,1.42426153,1.09304732,0.00864661,1.64406801,0.54896453,0.23310654
-5.64582291,3.18641700,0.01257970,0.30120084,1.39097046,1.09173117,0.00918424,1.61780064,0.53777824,0.23141932
-5.63981991,3.15467233,0.01253665,0.30420909,1.35511467,1.08880351,0.00974602,1.58889795,0.52551370,0.22940883
-5.63381691,3.11852192,0.01246786,0.30665176,1.31719345,1.08439282,0.01032424,1.55770426,0.51232520,0.22709409
-5.62781391,3.07848242,0.01236597,0.30857423,1.27770224,1.07862937,0.01091003,1.52457054,0.49838094,0.22449662
-5.62181091,3.03509388,0.01222543,0.31003907,1.23712406,1.07164718,0.01149352,1.48984949,0.48385971,0.22164046
-5.61580790,2.98892068,0.01204255,0.31112707,1.19592306,1.06358710,0.01206406,1.45389239,0.46894790,0.21855254
-5.60980490,2.94055485,0.01181544,0.31193813,1.15454021,1.05460066,0.01261054,1.41704738,0.45383678,0.21526301
-5.60380190,2.89062068,0.01154397,0.31259191,1.11339090,1.04485417,0.01312168,1.37965892,0.43871990,0.21180567
-5.59779890,2.83977964,0.01122959,0.31322798,1.07286397,1.03453276,0.01358637,1.34206793,0.42379065,0.20821841
-5.59179590,2.78873459,0.01087526,0.31400549,1.03332201,1.02384370,0.01399408,1.30461229,0.40924000,0.20454351
-5.58579290,2.73823222,0.01048520,0.31510213,0.99510241,1.01301889,0.01433518,1.26762739,0.39525417,0.20082783
-5.57978989,2.68906311,0.01006468,0.31671233,0.95851881,1.00231592,0.01460131,1.23144631,0.38201249,0.19712272
-5.57378689,2.64205862,0.00961981,0.31904455,0.92386269,0.99201766,0.01478562,1.19639953,0.36968521,0.19348382
-5.56778389,2.59808427,0.00915728,0.32231770,0.89140476,0.98243008,0.01488311,1.16281396,0.35843151,0.18997051
-5.56178089,2.55802961,0.00868409,0.32675669,0.86139597,0.97387840,0.01489075,1.13101124,0.34839756,0.18664514
-5.55577789,2.52279449,0.00820736,0.33258707,0.83406807,0.96670147,0.01480762,1.10130533,0.33971475,0.18357201
-5.54977489,2.49327227,0.00773406,0.34002896,0.80963363,0.96124465,0.01463496,1.07399945,0.33249824,0.18081618
-5.54377189,2.47033038,0.00727081,0.34929034,0.78828550,0.95785137,0.01437612,1.04938242,0.32684567,0.17844205
-5.53776888,2.45478898,0.00682373,0.36056008,0.77019591,0.95685376,0.01403645,1.02772466,0.32283625,0.17651184
-5.53176588,2.44739865,0.00639828,0.37400067,0.75551524,0.95856254,0.01362313,1.00927390,0.32053019,0.17508409
-5.52576288,2.44881787,0.00599916,0.38974118,0.74437053,0.96325676,0.01314491,0.99425087,0.31996845,0.17421200
-5.51975988,2.45959133,0.00563022,0.40787068,0.73686411,0.97117374,0.01261185,0.98284498,0.32117292,0.17394196
-5.51375688,2.48013001,0.00529448,0.42843230,0.73307219,0.98249954,0.01203496,0.97521029,0.32414685,0.17431214
-5.50775388,2.51069377,0.00499405,0.45141842,0.73304376,0.99736046,0.01142591,0.97146184,0.32887571,0.17535123
-5.50175088,2.55137738,0.00473022,0.47676706,0.73679979,1.01581590,0.01079663,0.97167232,0.33532814,0.17707745
-5.49574787,2.60210041,0.00450349,0.50435987,0.74433277,1.03785287,0.01015905,0.97586940,0.34345732,0.17949772
-5.48974487,2.66260162,0.00431367,0.53402172,0.75560668,1.06338237,0.00952469,0.98403365,0.35320233,0.18260720
-5.48374187,2.73243806,0.00415991,0.56552214,0.77055720,1.09223788,0.00890449,0.99609702,0.36448962,0.18638903
-5.47773887,2.81098893,0.00404088,0.59857854,0.78909235,1.12417600,0.00830852,1.01194215,0.37723459,0.19081444
-5.47173587,2.89746423,0.00395479,0.63286115,0.81109326,1.15887930,0.00774579,1.03140234,0.39134299,0.19584310
-5.46573287,2.99091772,0.00389956,0.66799959,0.83641504,1.19596117,0.00722412,1.05426233,0.40671230,0.20142374
-5.45972986,3.09026400,0.00387287,0.70359087,0.86488769,1.23497282,0.00675006,1.08025974,0.42323291,0.20749508
-5.45372686,3.19429883,0.00387228,0.73920843,0.89631690,1.27541181,0.00632883,1.10908741,0.44078915,0.21398690
-5.44772386,3.30172222,0.00389529,0.77441205,0.93048472,1.31673220,0.00596433,1.14039640,0.45926000,0.22082134
-5.44172086,3.41116329,0.00393938,0.80875809,0.96714991,1.35835565,0.00565912,1.17379978,0.47851965,0.22791432
-5.43571786,3.52120625,0.00400213,0.84180979,1.00604818,1.39968343,0.00541454,1.20887707,0.49843779,0.23517705
-5.42971486,3.63041646,0.00408117,0.87314723,1.04689219,1.44010863,0.00523075,1.24517935,0.51887968,0.24251759
-5.42371186,3.73736599,0.00417431,0.90237653,1.08937140,1.47902840,0.00510678,1.28223503,0.53970610,0.24984239
-5.41770885,3.84065790,0.00427946,0.92913804,1.13315201,1.51585574,0.00504070,1.31955609,0.56077310,0.25705788
-5.41170585,3.93894863,0.00439470,0.95311320,1.17787714,1.55003063,0.00502966,1.35664480,0.58193189,0.26407190
-5.40570285,4.03096821,0.00451830,0.97403002,1.22316734,1.58102999,0.00506999,1.39300089,0.60302870,0.27079512
-5.39969985,4.11553796,0.00464867,0.99166689,1.26862192,1.60837654,0.00515733,1.42812901,0.62390486,0.27714235
-5.39369685,4.19158563,0.00478442,1.00585484,1.31382111,1.63164625,0.00528667,1.46154640,0.64439732,0.28303370
-5.38769385,4.25815809,0.00492433,1.01647836,1.35832948,1.65047425,0.00545245,1.49279083,0.66433944,0.28839575
-5.38169085,4.31443170,0.00506740,1.02347472,1.40170069,1.66455945,0.00564870,1.52142851,0.68356248,0.29316250
-5.37568784,4.35972085,0.00521283,1.02683219,1.44348383,1.67366761,0.00586906,1.54706205,0.70189766,0.29727632
-5.36968484,4.39348476,0.00536007,1.02658734,1.48323131,1.67763329,0.00610689,1.56933827,0.71917888,0.30068882
-5.36368184,4.41533311,0.00550880,1.02282153,1.52050836,1.67636057,0.00635540,1.58795578,0.73524621,0.30336163
-5.35767884,4.42503066,0.00565900,1.01565713,1.55490385,1.66982282,0.00660775,1.60267213,0.74994990,0.30526714
-5.35167584,4.42250111,0.00581095,1.00525344,1.58604238,1.65806171,0.00685712,1.61331035,0.76315506,0.30638917
-5.34567284,4.40783023,0.00596523,0.99180263,1.61359689,1.64118548,0.00709691,1.61976477,0.77474660,0.30672355
-5.33966983,4.38126816,0.00612274,0.97552583,1.63730165,1.61936670,0.00732082,1.62200577,0.78463442,0.30627865
-5.33366683,4.34323060,0.00628473,0.95666950,1.65696466,1.59283949,0.00752298,1.62008327,0.79275839,0.30507572
-5.32766383,4.29429854,0.00645269,0.93550203,1.67247899,1.56189626,0.00769812,1.61412870,0.79909310,0.30314911
-5.32166083,4.23521584,0.00662843,0.91231055,1.68383229,1.52688403,0.00784170,1.60435521,0.80365171,0.30054625
-5.31565783,4.16688430,0.00681392,0.88739797,1.69111364,1.48820008,0.00794999,1.59105589,0.80648889,0.29732739
-5.30965483,4.09035535,0.00701125,0.86108001,1.69451728,1.44628703,0.00802019,1.57459975,0.80770245,0.29356506
-5.30365183,4.00681802,0.00722255,0.83368216,1.69434251,1.40162724,0.00805053,1.55542546,0.80743335,0.28934313
-5.29764882,3.91758256,0.00744985,0.80553643,1.69098941,1.35473634,0.00804032,1.53403270,0.80586402,0.28475555
-5.29164582,3.82405967,0.00769495,0.77697773,1.68495029,1.30615598,0.00798995,1.51097121,0.80321485,0.27990476
-5.28564282,3.72773506,0.00795928,0.74833987,1.67679664,1.25644565,0.00790088,1.48682763,0.79973884,0.27489959
-5.27963982,3.63013988,0.00824377,0.71995107,1.66716208,1.20617374,0.00777563,1.46221055,0.79571450,0.26985300
-5.27363682,3.53281735,0.00854867,0.69212901,1.65672166,1.15590788,0.00761767,1.43773395,0.79143721,0.26487938
-5.26763382,3.43728655,0.00887349,0.66517558,1.64616820,1.10620472,0.00743131,1.41399960,0.78720942,0.26009165
-5.26163082,3.34500437,0.00921682,0.63937129,1.63618668,1.05759937,0.00722159,1.39157900,0.78332988,0.25559829
-5.25562781,3.25732699,0.00957631,0.61496969,1.62742762,1.01059483,0.00699406,1.37099548,0.78008250,0.25150022
-5.24962481,3.17547238,0.00994860,0.59219192,1.62048068,0.96565173,0.00675465,1.35270707,0.77772533,0.24788781
-5.24362181,3.10048522,0.01032934,0.57122167,1.61584969,0.92317864,0.00650948,1.33709087,0.77647998,0.24483805
-5.23761881,3.03320586,0.01071320,0.55220080,1.61393025,0.88352342,0.00626461,1.32442959,0.77652222,0.24241201
-5.23161581,2.97424472,0.01109402,0.53522582,1.61499103,0.84696592,0.00602591,1.31490085,0.77797397,0.24065268
-5.22561281,2.92396335,0.01146491,0.52034551,1.61915975,0.81371227,0.00579885,1.30856963,0.78089730,0.23958340
-5.21960980,2.88246319,0.01181845,0.50755979,1.62641452,0.78389110,0.00558835,1.30538457,0.78529049,0.23920670
-5.21360680,2.84958265,0.01214689,0.49682003,1.63658114,0.75755189,0.00539862,1.30517801,0.79108660,0.23950396
-5.20760380,2.82490288,0.01244243,0.48803076,1.64933659,0.73466547,0.00523308,1.30767015,0.79815455,0.24043560
-5.20160080,2.80776228,0.01269748,0.48105288,1.66421865,0.71512680,0.00509424,1.31247719,0.80630262,0.24194203
-5.19559780,2.79727917,0.01290491,0.47570820,1.68064133,0.69875995,0.00498369,1.31912323,0.81528447,0.24394519
-5.18959480,2.79238202,0.01305831,0.47178522,1.69791559,0.68532506,0.00490203,1.32705546,0.82480720,0.24635081
-5.18359180,2.79184607,0.01315228,0.46904597,1.71527438,0.67452717,0.00484892,1.33566240,0.83454137,0.24905110
-5.17758879,2.79433506,0.01318260,0.46723359,1.73190112,0.66602652,0.00482311,1.34429413,0.84413238,0.25192795
-5.17158579,2.79844638,0.01314642,0.46608045,1.74696032,0.65944998,0.00482251,1.35228419,0.85321299,0.25485650
-5.16558279,2.80275807,0.01304238,0.46531650,1.75962905,0.65440330,0.00484426,1.35897197,0.86141624,0.25770890
-5.15957979,2.80587578,0.01287068,0.46467753,1.76912797,0.65048356,0.00488489,1.36372505,0.86838842,0.26035817
-5.15357679,2.80647807,0.01263305,0.46391299,1.77475065,0.64729156,0.00494038,1.36596037,0.87380158,0.26268204
-5.14757379,2.80335818,0.01233277,0.46279321,1.77588982,0.64444358,0.00500634,1.36516369,0.87736495,0.26456660
-5.14157079,2.79546097,0.01197448,0.46111565,1.77205966,0.64158220,0.00507817,1.36090637,0.87883504,0.26590966
-5.13556778,2.78191366,0.01156410,0.45871008,1.76291310,0.63838576,0.00515117,1.35285903,0.87802384,0.26662374
-5.12956478,2.76204930,0.01110855,0.45544246,1.74825359,0.63457616,0.00522068,1.34080155,0.87480497,0.26663849
-5.12356178,2.73542243,0.01061558,0.45121743,1.72804089,0.62992482,0.00528227,1.32462910,0.86911740,0.26590264
-5.11755878,2.70181656,0.01009349,0.44597941,1.70239084,0.62425658,0.00533181,1.30435402,0.86096692,0.26438522
-5.11155578,2.66124347,0.00955086,0.43971233,1.67156927,0.61745157,0.00536561,1.28010366,0.85042496,0.26207623
-5.10555278,2.61393476,0.00899630,0.43243799,1.63598051,0.60944507,0.00538055,1.25211443,0.83762526,0.25898667
-5.09954977,2.56032643,0.00843819,0.42421328,1.59615126,0.60022537,0.00537409,1.22072234,0.82275835,0.25514788
-5.09354677,2.50103739,0.00788449,0.41512641,1.55271071,0.58983006,0.00534438,1.18635066,0.80606420,0.25061048
-5.08754377,2.43684339,0.00734247,0.40529232,1.50636794,0.57834083,0.00529031,1.14949543,0.78782352,0.24544274
-5.08154077,2.36864749,0.00681865,0.39484758,1.45788791,0.56587721,0.00521148,1.11070937,0.76834803,0.23972861
-5.07553777,2.29744888,0.00631858,0.38394502,1.40806716,0.55258961,0.00510820,1.07058527,0.74797022,0.23356553
-5.06953477,2.22431145,0.00584685,0.37274829,1.35771037,0.53865198,0.00498152,1.02973928,0.72703316,0.22706206
-5.06353177,2.15033350,0.00540701,0.36142670,1.30760900,0.52425459,0.00483309,0.98879527,0.70588070,0.22033543
-5.05752876,2.07662003,0.00500160,0.35015045,1.25852276,0.50959709,0.00466519,0.94837045,0.68484859,0.21350923
-5.05152576,2.00425842,0.00463218,0.33908650,1.21116468,0.49488234,0.00448057,0.90906322,0.66425683,0.20671121
-5.04552276,1.93429854,0.00429940,0.32839512,1.16619029,0.48031105,0.00428240,0.87144324,0.64440349,0.20007119
-5.03951976,1.86773736,0.00400312,0.31822735,1.12419097,0.46607751,0.00407419,0.83604416,0.62556025,0.19371936
-5.03351676,1.80550845,0.00374249,0.30872314,1.08569143,0.45236645,0.00385963,0.80335890,0.60796949,0.18778468
-5.02751376,1.74847583,0.00351611,0.30001041,1.05115087,0.43935094,0.00364251,0.77383733,0.59184315,0.18239359
-5.02151076,1.69743163,0.00332214,0.29220463,1.02096734,0.42719130,0.00342665,0.74788600,0.57736290,0.17766885
-5.01550775,1.65309679,0.00315840,0.28540906,0.99548427,0.41603485,0.00321575,0.72586955,0.56468146,0.17372847
-5.00950475,1.61612356,0.00302256,0.27971523,0.97499842,0.40601624,0.00301333,0.70811302,0.55392481,0.17068475
-5.00350175,1.58709881,0.00291213,0.27520359,0.95976812,0.39725817,0.00282261,0.69490462,0.54519470,0.16864315
-4.99749875,1.56654680,0.00282466,0.27194417,0.95002075,0.38987222,0.00264652,0.68649828,0.53857127,0.16770112
-4.99149575,1.55493048,0.00275771,0.26999688,0.94595863,0.38395952,0.00248754,0.68311530,0.53411522,0.16794667
-4.98549275,1.55265035,0.00270897,0.26941154,0.94776243,0.37961112,0.00234774,0.68494472,0.53186944,0.16945667
-4.97948974,1.56004022,0.00267624,0.27022727,0.95559155,0.37690788,0.00222871,0.69214195,0.53185961,0.17229493
-4.97348674,1.57735969,0.00265746,0.27247143,0.96958111,0.37591976,0.00213152,0.70482549,0.53409381,0.17651000
-4.96748374,1.60478323,0.00265069,0.27615790,0.98983552,0.37670460,0.00205679,0.72307179,0.53856113,0.18213272
-4.96148074,1.64238651,0.00265413,0.28128494,1.01641885,0.37930634,0.00200462,0.74690823,0.54522922,0.18917378
-4.95547774,1.69013062,0.00266605,0.28783262,1.04934246,0.38375292,0.00197465,0.77630487,0.55404122,0.19762118
-4.94947474,1.74784533,0.00268479,0.29576013,1.08855076,0.39005392,0.00196608,0.81116523,0.56491218,0.20743795
-4.94347174,1.81521281,0.00270873,0.30500309,1.13390603,0.39819841,0.00197775,0.85131699,0.57772551,0.21856018
-4.93746873,1.89175314,0.00273627,0.31547119,1.18517335,0.40815290,0.00200811,0.89650319,0.59232982,0.23089567
-4.93146573,1.97681321,0.00276580,0.32704637,1.24200700,0.41986001,0.00205536,0.94637495,0.60853654,0.24432318
-4.92546273,2.06956048,0.00279569,0.33958179,1.30393937,0.43323782,0.00211748,1.00048625,0.62611886,0.25869267
-4.91945973,2.16898263,0.00282433,0.35290186,1.37037354,0.44818009,0.00219231,1.05829171,0.64481220,0.27382649
-4.91345673,2.27389420,0.00285010,0.36680341,1.44058051,0.46455760,0.00227759,1.11914781,0.66431653,0.28952160
-4.90745373,2.38295052,0.00287139,0.38105812,1.51370176,0.48222042,0.00237112,1.18231802,0.68430065,0.30555301
-4.90145073,2.49466927,0.00288669,0.39541631,1.58875752,0.50100115,0.00247073,1.24698204,0.70440843,0.32167813
-4.89544772,2.60745891,0.00289457,0.40961190,1.66466101,0.52071893,0.00257442,1.31224901,0.72426673,0.33764218
-4.88944472,2.71965334,0.00289375,0.42336849,1.74023821,0.54118404,0.00268041,1.37717457,0.74349496,0.35318432
-4.88344172,2.82955142,0.00288312,0.43640635,1.81425273,0.56220271,0.00278719,1.44078105,0.76171562,0.36804436
-4.87743872,2.93545957,0.00286182,0.44844992,1.88543491,0.58358192,0.00289352,1.50208017,0.77856538,0.38196972
-4.87143572,3.03573564,0.00282925,0.45923568,1.95251393,0.60513378,0.00299854,1.56009732,0.79370621,0.39472244
-4.86543272,3.12883191,0.00278511,0.46851981,2.01425161,0.62667920,0.00310170,1.61389634,0.80683584,0.40608582
-4.85942971,3.21333519,0.00272940,0.47608552,2.06947646,0.64805064,0.00320281,1.66260375,0.81769704,0.41587042
-4.85342671,3.28800209,0.00266245,0.48174944,2.11711649,0.66909367,0.00330197,1.70543131,0.82608515,0.42391922
-4.84742371,3.35178777,0.00258488,0.48536700,2.15622925,0.68966727,0.00339955,1.74169596,0.83185348,0.43011160
-4.84142071,3.40386692,0.00249762,0.48683639,2.18602778,0.70964289,0.00349613,1.77083615,0.83491621,0.43436594
-4.83541771,3.44364606,0.00240187,0.48610100,2.20590147,0.72890237,0.00359241,1.79242405,0.83524866,0.43664090
-4.82941471,3.47076685,0.00229901,0.48315013,2.21543079,0.74733484,0.00368915,1.80617295,0.83288503,0.43693515
-4.82341171,3.48510069,0.00219062,0.47801820,2.21439549,0.76483306,0.00378707,1.81193989,0.82791349,0.43528568
-4.81740870,3.48673506,0.00207837,0.47078222,2.20277600,0.78128944,0.00388675,1.80972336,0.82046934,0.43176483
-4.81140570,3.47595307,0.00196400,0.46155792,2.18074820,0.79659213,0.00398857,1.79965653,0.81072625,0.42647616
-4.80540270,3.45320737,0.00184920,0.45049471,2.14867204,0.81062171,0.00409260,1.78199641,0.79888643,0.41954948
-4.79939970,3.41909044,0.00173565,0.43776964,2.10707464,0.82324873,0.00419856,1.75710976,0.78517018,0.41113515
-4.79339670,3.37430300,0.00162485,0.42358085,2.05662904,0.83433254,0.00430581,1.72545657,0.76980541,0.40139824
-4.78739370,3.31962242,0.00151817,0.40814068,1.99812954,0.84372164,0.00441325,1.68757190,0.75301783,0.39051250
-4.78139070,3.25587288,0.00141678,0.39166887,1.93246497,0.85125563,0.00451939,1.64404720,0.73502224,0.37865469
-4.77538769,3.18389892,0.00132162,0.37438608,1.86059107,0.85676894,0.00462238,1.59551194,0.71601543,0.36599941
-4.76938469,3.10454326,0.00123338,0.35650806,1.78350322,0.86009611,0.00472000,1.54261613,0.69617094,0.35271463
-4.76338169,3.01863005,0.00115252,0.33824053,1.70221047,0.86107845,0.00480983,1.48601479,0.67563592,0.33895810
-4.75737869,2.92695356,0.00107926,0.31977516,1.61771189,0.85957178,0.00488926,1.42635441,0.65453019,0.32487475
-4.75137569,2.83027245,0.00101361,0.30128643,1.53097583,0.85545486,0.00495565,1.36426199,0.63294721,0.31059502
-4.74537269,2.72930912,0.00095537,0.28292963,1.44292256,0.84863791,0.00500643,1.30033670,0.61095692,0.29623418
-4.73936968,2.62475333,0.00090419,0.26483983,1.35441055,0.83907082,0.00503921,1.23514397,0.58861010,0.28189250
-4.73336668,2.51726892,0.00085959,0.24713175,1.26622640,0.82675052,0.00505194,1.16921201,0.56594364,0.26765613
-4.72736368,2.40750265,0.00082098,0.22990042,1.17907825,0.81172690,0.00504294,1.10303022,0.54298660,0.25359856
-4.72136068,2.29609363,0.00078776,0.21322243,1.09359235,0.79410705,0.00501108,1.03704926,0.51976621,0.23978250
-4.71535768,2.18368224,0.00075925,0.19715769,1.01031236,0.77405728,0.00495576,0.97168214,0.49631372,0.22626186
-4.70935468,2.07091736,0.00073483,0.18175134,0.92970089,0.75180281,0.00487701,0.90730610,0.47266940,0.21308382
-4.70335168,1.95846093,0.00071392,0.16703591,0.85214279,0.72762497,0.00477550,0.84426463,0.44888652,0.20029069
-4.69734867,1.84698937,0.00069597,0.15303337,0.77794964,0.70185596,0.00465251,0.78286949,0.42503402,0.18792156
-4.69134567,1.73719119,0.00068055,0.13975705,0.70736502,0.67487123,0.00450989,0.72340232,0.40119781,0.17601350
-4.68534267,1.62976096,0.00066730,0.12721335,0.64057019,0.64707986,0.00435003,0.66611571,0.37748048,0.16460227
-4.67933967,1.52538982,0.00065597,0.11540315,0.57768975,0.61891325,0.00417573,0.61123368,0.35399970,0.15372271
-4.67333667,1.42475296,0.00064638,0.10432295,0.51879723,0.59081248,0.00399013,0.55895153,0.33088539,0.14340849
-4.66733367,1.32849476,0.00063846,0.09396569,0.46392040,0.56321507,0.00379659,0.50943520,0.30827576,0.13369159
-4.66133067,1.23721262,0.00063219,0.08432127,0.41304608,0.53654152,0.00359857,0.46282028,0.28631276,0.12460135
-4.65532766,1.15144030,0.00062761,0.07537694,0.36612473,0.51118220,0.00339948,0.41921087,0.26513703,0.11616329
-4.64932466,1.07163187,0.00062481,0.06711743,0.32307463,0.48748530,0.00320263,0.37867844,0.24488279,0.10839791
-4.64332166,0.99814721,0.00062388,0.05952500,0.28378575,0.46574609,0.00301103,0.34126100,0.22567292,0.10131925
