energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down
-5.81990995,3.38614704,-3.38615094,0.01080734,-0.01080735,0.36357291,-0.36357481,1.39334236,-1.39334219,1.01481353,-1.01481788,0.00899022,-0.00899023,1.60134250,-1.60134188,0.76336882,-0.76336792,0.13078026,-0.13078025
-5.81390695,3.37614984,-3.37615190,0.01063152,-0.01063153,0.36678008,-0.36678177,1.38136761,-1.38136648,1.02355337,-1.02355726,0.00918798,-0.00918799,1.58975841,-1.58975691,0.75279958,-0.75279825,0.13093671,-0.13093663
-5.80790395,3.34987164,-3.34987191,0.01047223,-0.01047223,0.36809195,-0.36809343,1.36098085,-1.36097882,1.02798752,-1.02799093,0.00940385,-0.00940385,1.57050315,-1.57050082,0.73846385,-0.73846211,0.13051683,-0.13051668
-5.80190095,3.30837033,-3.30836891,0.01034118,-0.01034119,0.36757824,-0.36757951,1.33265817,-1.33265527,1.02830445,-1.02830740,0.00964506,-0.00964507,1.54414793,-1.54414481,0.72065265,-0.72065054,0.12956808,-0.12956786
-5.79589795,3.25305158,-3.25304862,0.01024989,-0.01024990,0.36535426,-0.36535534,1.29704112,-1.29703744,1.02479969,-1.02480220,0.00991912,-0.00991913,1.51142008,-1.51141626,0.69972708,-0.69972463,0.12815183,-0.12815155
-5.78989495,3.18563139,-3.18562706,0.01020927,-0.01020928,0.36157825,-0.36157915,1.25491721,-1.25491284,1.01787048,-1.01787259,0.01023350,-0.01023351,1.47318288,-1.47317844,0.67610874,-0.67610601,0.12634152,-0.12634119
-5.78389195,3.10808802,-3.10808254,0.01022928,-0.01022929,0.35644718,-0.35644793,1.20719572,-1.20719076,1.00800676,-1.00800854,0.01059530,-0.01059531,1.43041074,-1.43040580,0.65026830,-0.65026533,0.12422031,-0.12421994
-5.77788894,3.02260507,-3.02259869,0.01031861,-0.01031863,0.35019120,-0.35019183,1.15487992,-1.15487448,0.99577875,-0.99578026,0.01101091,-0.01101092,1.38416073,-1.38415539,0.62271252,-0.62270935,0.12187845,-0.12187805
-5.77188594,2.93150768,-2.93150067,0.01048438,-0.01048440,0.34306700,-0.34306754,1.09903692,-1.09903112,0.98182131,-0.98182265,0.01148569,-0.01148570,1.33554145,-1.33553584,0.59397028,-0.59396698,0.11941033,-0.11940991
-5.76588294,2.83719441,-2.83718705,0.01073183,-0.01073185,0.33535018,-0.33535067,1.04076643,-1.04076039,0.96681565,-0.96681690,0.01202360,-0.01202361,1.28568068,-1.28567492,0.56457828,-0.56457491,0.11691142,-0.11691098
-5.75987994,2.74206731,-2.74205988,0.01106417,-0.01106419,0.32732700,-0.32732747,0.98116964,-0.98116348,0.95146895,-0.95147022,0.01262695,-0.01262697,1.23569281,-1.23568702,0.53506678,-0.53506339,0.11447515,-0.11447472
-5.75387694,2.64846278,-2.64845558,0.01148234,-0.01148237,0.31928571,-0.31928622,0.92131950,-0.92131334,0.93649268,-0.93649407,0.01329613,-0.01329615,1.18664751,-1.18664181,0.50594599,-0.50594263,0.11219002,-0.11218960
-5.74787394,2.55858596,-2.55857924,0.01198496,-0.01198499,0.31150794,-0.31150852,0.86223345,-0.86222740,0.92258034,-0.92258195,0.01402938,-0.01402941,1.13954084,-1.13953535,0.47769374,-0.47769046,0.11013677,-0.11013637
-5.74187094,2.47445077,-2.47444479,0.01256821,-0.01256825,0.30426022,-0.30426091,0.80484954,-0.80484370,0.91038547,-0.91038741,0.01482272,-0.01482275,1.09526967,-1.09526447,0.45074460,-0.45074145,0.10838606,-0.10838568
-5.73586793,2.39782804,-2.39782303,0.01322592,-0.01322596,0.29778612,-0.29778696,0.75000664,-0.75000110,0.90050089,-0.90050324,0.01566984,-0.01566987,1.05461042,-1.05460562,0.42548105,-0.42547807,0.10699644,-0.10699611
-5.72986493,2.33020312,-2.33019927,0.01394960,-0.01394964,0.29229927,-0.29230029,0.69842925,-0.69842408,0.89343978,-0.89344262,0.01656216,-0.01656219,1.01820283,-1.01819850,0.40222669,-0.40222391,0.10601295,-0.10601266
-5.72386193,2.27274451,-2.27274196,0.01472858,-0.01472862,0.28797741,-0.28797863,0.65071705,-0.65071231,0.88961963,-0.88962302,0.01748893,-0.01748896,0.98653901,-0.98653519,0.38124183,-0.38123928,0.10546615,-0.10546590
-5.71785893,2.22628407,-2.22628293,0.01555028,-0.01555033,0.28495774,-0.28495918,0.60733933,-0.60733507,0.88934949,-0.88935347,0.01843744,-0.01843748,0.95995796,-0.95995472,0.36272129,-0.36271899,0.10537178,-0.10537158
-5.71185593,2.19130928,-2.19130961,0.01640044,-0.01640049,0.28333380,-0.28333547,0.56863394,-0.56863019,0.89282115,-0.89282573,0.01939332,-0.01939336,0.93864567,-0.93864302,0.34679445,-0.34679241,0.10573095,-0.10573080
-5.70585293,2.16796725,-2.16796906,0.01726345,-0.01726349,0.28315380,-0.28315570,0.53481044,-0.53480722,0.90010458,-0.90010978,0.02034086,-0.02034090,0.92264013,-0.92263807,0.33352726,-0.33352549,0.10653087,-0.10653078
-5.69984992,2.15607966,-2.15608291,0.01812274,-0.01812278,0.28442057,-0.28442269,0.50595693,-0.50595423,0.91114788,-0.91115366,0.02126345,-0.02126348,0.91184099,-0.91183953,0.32292608,-0.32292458,0.10774602,-0.10774598
-5.69384692,2.15516771,-2.15517233,0.01896118,-0.01896122,0.28709312,-0.28709545,0.48204972,-0.48204755,0.92578148,-0.92578779,0.02214404,-0.02214407,0.90602313,-0.90602223,0.31494283,-0.31494160,0.10933974,-0.10933975
-5.68784392,2.16448544,-2.16449132,0.01976155,-0.01976158,0.29108954,-0.29109205,0.46296543,-0.46296376,0.94372665,-0.94373342,0.02296562,-0.02296565,0.90485314,-0.90485278,0.30948135,-0.30948039,0.11126608,-0.11126613
-5.68184092,2.18305963,-2.18306661,0.02050694,-0.02050697,0.29629130,-0.29629395,0.44849448,-0.44849329,0.96460767,-0.96461482,0.02371175,-0.02371177,0.90790804,-0.90790817,0.30640439,-0.30640368,0.11347189,-0.11347197
-5.67583792,2.20973435,-2.20974224,0.02118124,-0.02118127,0.30254855,-0.30255131,0.43835547,-0.43835471,0.98796716,-0.98797457,0.02436700,-0.02436702,0.91469515,-0.91469573,0.30554093,-0.30554046,0.11589898,-0.11589911
-5.66983492,2.24321807,-2.24322669,0.02176959,-0.02176961,0.30968630,-0.30968913,0.43220964,-0.43220927,1.01328372,-1.01329128,0.02491746,-0.02491747,0.92467226,-0.92467322,0.30669361,-0.30669335,0.11848633,-0.11848648
-5.66383192,2.28213125,-2.28214036,0.02225873,-0.02225875,0.31751111,-0.31751395,0.42967496,-0.42967494,1.03999118,-1.03999876,0.02535112,-0.02535113,0.93726721,-0.93726847,0.30964571,-0.30964566,0.12117210,-0.12117227
-5.65782891,2.32505234,-2.32506174,0.02263744,-0.02263745,0.32581795,-0.32582077,0.43033935,-0.43033964,1.06749829,-1.06750576,0.02565824,-0.02565824,0.95189613,-0.95189765,0.31416778,-0.31416790,0.12389555,-0.12389574
-5.65182591,2.37056061,-2.37057008,0.02289678,-0.02289678,0.33439707,-0.33439980,0.43377258,-0.43377313,1.09520809,-1.09521532,0.02583160,-0.02583160,0.96797981,-0.96798152,0.32002334,-0.32002363,0.12659867,-0.12659887
-5.64582291,2.41727410,-2.41728341,0.02303041,-0.02303040,0.34304033,-0.34304294,0.43953677,-0.43953752,1.12253607,-1.12254294,0.02586672,-0.02586671,0.98495757,-0.98495941,0.32697394,-0.32697436,0.12922751,-0.12922772
-5.63981991,2.46388155,-2.46389051,0.02303471,-0.02303469,0.35154705,-0.35154950,0.44719522,-0.44719612,1.14892619,-1.14893258,0.02576193,-0.02576192,1.00229845,-1.00230035,0.33478316,-0.33478371,0.13173315,-0.13173336
-5.63381691,2.50916773,-2.50917615,0.02290890,-0.02290888,0.35972883,-0.35973107,0.45631965,-0.45632067,1.17386421,-1.17387001,0.02551837,-0.02551835,1.01950957,-1.01951148,0.34321983,-0.34322048,0.13407238,-0.13407258
-5.62781391,2.55203154,-2.55203926,0.02265508,-0.02265505,0.36741340,-0.36741540,0.46649598,-0.46649707,1.19688787,-1.19689300,0.02513993,-0.02513990,1.03614171,-1.03614358,0.35206036,-0.35206109,0.13620797,-0.13620816
-5.62181091,2.59149719,-2.59150407,0.02227811,-0.02227808,0.37444740,-0.37444913,0.47732864,-0.47732976,1.21759368,-1.21759806,0.02463303,-0.02463299,1.05179231,-1.05179410,0.36109044,-0.36109123,0.13810873,-0.13810891
-5.61580790,2.62671877,-2.62672469,0.02178551,-0.02178548,0.38069793,-0.38069937,0.48844380,-0.48844492,1.23564023,-1.23564380,0.02400643,-0.02400638,1.06610624,-1.06610790,0.37010608,-0.37010691,0.13974922,-0.13974939
-5.60980490,2.65697914,-2.65698401,0.02118724,-0.02118720,0.38605308,-0.38605421,0.49949170,-0.49949278,1.25074832,-1.25075103,0.02327086,-0.02327082,1.07877476,-1.07877625,0.37891437,-0.37891523,0.14110933,-0.14110947
-5.60380190,2.68168426,-2.68168799,0.02049539,-0.02049534,0.39042151,-0.39042231,0.51014833,-0.51014933,1.26269828,-1.26270011,0.02243874,-0.02243869,1.08953320,-1.08953449,0.38733399,-0.38733485,0.14217369,-0.14217381
-5.59779890,2.70035417,-2.70035671,0.01972384,-0.01972379,0.39373120,-0.39373167,0.52011670,-0.52011761,1.27132507,-1.27132601,0.02152368,-0.02152363,1.09815795,-1.09815901,0.39519569,-0.39519654,0.14293103,-0.14293113
-5.59179590,2.71261222,-2.71261354,0.01888793,-0.01888787,0.39592773,-0.39592787,0.52912810,-0.52912889,1.27651183,-1.27651187,0.02054020,-0.02054015,1.10446319,-1.10446400,0.40234292,-0.40234374,0.14337361,-0.14337368
-5.58579290,2.71817381,-2.71817387,0.01800395,-0.01800390,0.39697214,-0.39697196,0.53694320,-0.53694384,1.27818277,-1.27818193,0.01950323,-0.01950317,1.10829798,-1.10829852,0.40863269,-0.40863346,0.14349659,-0.14349663
-5.57978989,2.71683603,-2.71683484,0.01708880,-0.01708874,0.39683882,-0.39683832,0.54335348,-0.54335396,1.27629598,-1.27629428,0.01842776,-0.01842770,1.10954405,-1.10954429,0.41393684,-0.41393755,0.14329768,-0.14329770
-5.57378689,2.70846936,-2.70846690,0.01615948,-0.01615942,0.39551346,-0.39551264,0.54818280,-0.54818310,1.27083711,-1.27083457,0.01732847,-0.01732841,1.10811457,-1.10811450,0.41814363,-0.41814426,0.14277689,-0.14277687
-5.56778389,2.69301207,-2.69300836,0.01523267,-0.01523262,0.39299143,-0.39299030,0.55128926,-0.55128936,1.26181431,-1.26181095,0.01621944,-0.01621938,1.10395421,-1.10395381,0.42115975,-0.42116029,0.14193646,-0.14193640
-5.56178089,2.67046813,-2.67046318,0.01432436,-0.01432430,0.38927660,-0.38927518,0.55256717,-0.55256706,1.24925501,-1.24925088,0.01511383,-0.01511377,1.09704036,-1.09703962,0.42291262,-0.42291305,0.14078101,-0.14078092
-5.55577789,2.64090844,-2.64090227,0.01344939,-0.01344934,0.38438079,-0.38437909,0.55194915,-0.55194882,1.23320486,-1.23319998,0.01402367,-0.01402362,1.08738560,-1.08738451,0.42335296,-0.42335327,0.13931790,-0.13931777
-5.54977489,2.60447537,-2.60446801,0.01262117,-0.01262112,0.37832384,-0.37832187,0.54940802,-0.54940747,1.21372860,-1.21372302,0.01295976,-0.01295970,1.07504105,-1.07503960,0.42245737,-0.42245756,0.13755771,-0.13755754
-5.54377189,2.56138992,-2.56138141,0.01185137,-0.01185132,0.37113415,-0.37113192,0.54495848,-0.54495771,1.19091313,-1.19090689,0.01193146,-0.01193140,1.06010031,-1.06009851,0.42023088,-0.42023093,0.13551486,-0.13551464
-5.53776888,2.51196076,-2.51195115,0.01114965,-0.01114961,0.36284986,-0.36284740,0.53865820,-0.53865719,1.16487203,-1.16486517,0.01094673,-0.01094668,1.04270369,-1.04270154,0.41670909,-0.41670900,0.13320824,-0.13320799
-5.53176588,2.45659393,-2.45658328,0.01052353,-0.01052350,0.35352026,-0.35351757,0.53060817,-0.53060695,1.13575135,-1.13574392,0.01001209,-0.01001204,1.02304209,-1.02303959,0.41195995,-0.41195973,0.13066195,-0.13066166
-5.52576288,2.39580219,-2.39579057,0.00997824,-0.00997820,0.34320736,-0.34320447,0.52095223,-0.52095080,1.10373589,-1.10372794,0.00913267,-0.00913263,1.00136013,-1.00135732,0.40608478,-0.40608442,0.12790584,-0.12790551
-5.51975988,2.33021272,-2.33020023,0.00951665,-0.00951663,0.33198753,-0.33198446,0.50987543,-0.50987380,1.06905541,-1.06904700,0.00831229,-0.00831225,0.97795822,-0.97795511,0.39921843,-0.39921794,0.12497599,-0.12497563
-5.51375688,2.26057213,-2.26055887,0.00913935,-0.00913933,0.31995283,-0.31994960,0.49760128,-0.49759947,1.03199008,-1.03198127,0.00755356,-0.00755353,0.95319288,-0.95318951,0.39152849,-0.39152788,0.12191502,-0.12191463
-5.50775388,2.18774770,-2.18773381,0.00884464,-0.00884462,0.30721197,-0.30720861,0.48438784,-0.48438588,0.99287455,-0.99286541,0.00685804,-0.00685801,0.92747527,-0.92747168,0.38321346,-0.38321275,0.11877215,-0.11877174
-5.50175088,2.11272436,-2.11270998,0.00862871,-0.00862869,0.29389080,-0.29388734,0.47052259,-0.47052051,0.95210015,-0.95209077,0.00622635,-0.00622632,0.90126763,-0.90126387,0.37449971,-0.37449892,0.11560298,-0.11560255
-5.49574787,2.03659675,-2.03658204,0.00848582,-0.00848581,0.28013207,-0.28012854,0.45631633,-0.45631416,0.91011493,-0.91010539,0.00565831,-0.00565828,0.87507752,-0.87507364,0.36563749,-0.36563664,0.11246900,-0.11246856
-5.48974487,1.96055639,-1.96054154,0.00840850,-0.00840850,0.26609458,-0.26609102,0.44209609,-0.44209387,0.86742110,-0.86741150,0.00515313,-0.00515310,0.84945001,-0.84944609,0.35689580,-0.35689491,0.10943686,-0.10943642
-5.48374187,1.88587417,-1.88585938,0.00838787,-0.00838787,0.25195160,-0.25194805,0.42819751,-0.42819528,0.82457010,-0.82456054,0.00470949,-0.00470946,0.82495791,-0.82495401,0.34855647,-0.34855557,0.10657731,-0.10657687
-5.47773887,1.81387858,-1.81386405,0.00841391,-0.00841391,0.23788858,-0.23788508,0.41495674,-0.41495453,0.78215515,-0.78214575,0.00432569,-0.00432568,0.80219037,-0.80218657,0.34090746,-0.34090658,0.10396395,-0.10396353
-5.47173587,1.74593046,-1.74591642,0.00847578,-0.00847578,0.22410038,-0.22409696,0.40270227,-0.40270013,0.74080177,-0.74079263,0.00399979,-0.00399977,0.78174029,-0.78173666,0.33423571,-0.33423488,0.10167174,-0.10167134
-5.46573287,1.68339527,-1.68338193,0.00856220,-0.00856220,0.21078790,-0.21078462,0.39174700,-0.39174498,0.70115636,-0.70114761,0.00372961,-0.00372960,0.76419086,-0.76418748,0.32881966,-0.32881892,0.09977538,-0.09977502
-5.45972986,1.62761373,-1.62760131,0.00866175,-0.00866176,0.19815448,-0.19815137,0.38238079,-0.38237893,0.66387360,-0.66386536,0.00351293,-0.00351292,0.75010183,-0.75009878,0.32492181,-0.32492118,0.09834760,-0.09834728
-5.45372686,1.57987211,-1.57986083,0.00876327,-0.00876327,0.18640196,-0.18639908,0.37486378,-0.37486213,0.62960287,-0.62959525,0.00334742,-0.00334742,0.73999597,-0.73999331,0.32278146,-0.32278097,0.09745737,-0.09745710
-5.44772386,1.54137308,-1.54136315,0.00885610,-0.00885611,0.17572678,-0.17572416,0.36942074,-0.36941932,0.59897438,-0.59896750,0.00323080,-0.00323080,0.73434612,-0.73434393,0.32260790,-0.32260758,0.09716815,-0.09716794
-5.44172086,1.51320814,-1.51319975,0.00893046,-0.00893046,0.16631601,-0.16631371,0.36623653,-0.36623539,0.57258538,-0.57257935,0.00316080,-0.00316081,0.73356337,-0.73356170,0.32457436,-0.32457424,0.09753625,-0.09753611
-5.43571786,1.49633234,-1.49632567,0.00897764,-0.00897764,0.15834359,-0.15834163,0.36545293,-0.36545210,0.55098695,-0.55098187,0.00313521,-0.00313522,0.73798664,-0.73798556,0.32881273,-0.32881282,0.09860920,-0.09860914
-5.42971486,1.49154205,-1.49153725,0.00899027,-0.00899027,0.15196670,-0.15196512,0.36716667,-0.36716618,0.53467158,-0.53466753,0.00315190,-0.00315191,0.74787396,-0.74787351,0.33540934,-0.33540965,0.10042442,-0.10042443
-5.42371186,1.49945609,-1.49945329,0.00896242,-0.00896242,0.14732246,-0.14732129,0.37142878,-0.37142865,0.52406192,-0.52405898,0.00320882,-0.00320883,0.76339565,-0.76339586,0.34440188,-0.34440243,0.10300794,-0.10300804
-5.41770885,1.52050055,-1.52049984,0.00888980,-0.00888979,0.14452488,-0.14452415,0.37824513,-0.37824538,0.51950089,-0.51949914,0.00330404,-0.00330405,0.78462949,-0.78463039,0.35577748,-0.35577828,0.10637351,-0.10637369
-5.41170585,1.55489736,-1.55489882,0.00876972,-0.00876971,0.14366211,-0.14366184,0.38757797,-0.38757860,0.52124315,-0.52124262,0.00343574,-0.00343576,0.81155792,-0.81155951,0.36947207,-0.36947311,0.11052179,-0.11052206
-5.40570285,1.60265661,-1.60266028,0.00860115,-0.00860114,0.14479404,-0.14479425,0.39934827,-0.39934930,0.52944807,-0.52944881,0.00360225,-0.00360227,0.84406719,-0.84406948,0.38537087,-0.38537214,0.11543993,-0.11544029
-5.39969985,1.66357240,-1.66357828,0.00838462,-0.00838460,0.14795015,-0.14795084,0.41343877,-0.41344019,0.54417424,-0.54417625,0.00380206,-0.00380209,0.88194841,-0.88195138,0.40331009,-0.40331159,0.12110137,-0.12110181
-5.39369685,1.73722207,-1.73723012,0.00812213,-0.00812212,0.15312772,-0.15312889,0.42969731,-0.42969912,0.56537540,-0.56537869,0.00403384,-0.00403386,0.92490025,-0.92490387,0.42307975,-0.42308146,0.12746588,-0.12746640
-5.38769385,1.82296864,-1.82297880,0.00781702,-0.00781701,0.16029037,-0.16029202,0.44794042,-0.44794260,0.59289797,-0.59290251,0.00429646,-0.00429649,0.97253324,-0.97253748,0.44442745,-0.44442935,0.13447993,-0.13448053
-5.38169085,1.91996623,-1.91997837,0.00747372,-0.00747370,0.16936700,-0.16936912,0.46795690,-0.46795943,0.62648005,-0.62648579,0.00458905,-0.00458908,1.02437537,-1.02438017,0.46706307,-0.46706513,0.14207726,-0.14207793
-5.37568784,2.02716831,-2.02718230,0.00709756,-0.00709754,0.18025117,-0.18025374,0.48951120,-0.48951405,0.66575199,-0.66575887,0.00491098,-0.00491102,1.07987890,-1.07988420,0.49066415,-0.49066635,0.15017977,-0.15018049
-5.36968484,2.14333881,-2.14335447,0.00669456,-0.00669454,0.19280099,-0.19280397,0.51234660,-0.51234975,0.71023866,-0.71024659,0.00526192,-0.00526196,1.13842815,-1.13843387,0.51488204,-0.51488433,0.15869852,-0.15869929
-5.36368184,2.26706596,-2.26708306,0.00627117,-0.00627115,0.20683964,-0.20684300,0.53618814,-0.53619154,0.75936347,-0.75937234,0.00564179,-0.00564184,1.19934812,-1.19935418,0.53934838,-0.53935073,0.16753511,-0.16753591
-5.35767884,2.39677900,-2.39679731,0.00583401,-0.00583399,0.22215665,-0.22216033,0.56074518,-0.56074878,0.81245430,-0.81246399,0.00605082,-0.00605087,1.26191396,-1.26192026,0.56368210,-0.56368446,0.17658311,-0.17658393
-5.35167584,2.53076785,-2.53078708,0.00538968,-0.00538965,0.23850989,-0.23851386,0.58571388,-0.58571763,0.86875144,-0.86876181,0.00648949,-0.00648954,1.32536095,-1.32536740,0.58749655,-0.58749889,0.18572973,-0.18573057
-5.34567284,2.66720571,-2.66722557,0.00494454,-0.00494451,0.25562863,-0.25563281,0.61077955,-0.61078339,0.92741769,-0.92742857,0.00695848,-0.00695853,1.38889516,-1.38890165,0.61040679,-0.61040906,0.19485765,-0.19485848
