energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.87993997,2.76244779,0.00916110,0.29224465,0.91722729,0.84954159,0.00505417,1.42184177,0.73819442,0.25940162
-5.87393697,2.81497738,0.00984083,0.30277700,0.94429965,0.85283562,0.00525737,1.44796579,0.76999694,0.26700140
-5.86793397,2.87571420,0.01054330,0.31458761,0.97391283,0.85911069,0.00550890,1.47791868,0.80391299,0.27495108
-5.86193097,2.94330614,0.01125735,0.32737746,1.00549788,0.86815502,0.00580142,1.51111308,0.83941845,0.28309227
-5.85592796,3.01626070,0.01197104,0.34082206,1.03840688,0.87973449,0.00612709,1.54687472,0.87592755,0.29126012
-5.84992496,3.09296650,0.01267188,0.35457868,1.07192466,0.89359359,0.00647768,1.58444900,0.91280177,0.29928663
-5.84392196,3.17171919,0.01334712,0.36829414,1.10528360,0.90945649,0.00684465,1.62301119,0.94936131,0.30700417
-5.83791896,3.25075171,0.01398409,0.38161318,1.13768103,0.92702812,0.00721930,1.66168015,0.98489904,0.31424923
-5.83191596,3.32826804,0.01457049,0.39418698,1.16829906,0.94599559,0.00759287,1.69953533,1.01869652,0.32086617
-5.82591296,3.40248005,0.01509477,0.40568181,1.19632611,0.96602983,0.00795673,1.73563688,1.05004180,0.32671096
-5.81990995,3.47164622,0.01554647,0.41578745,1.22097960,0.98678769,0.00830251,1.76904796,1.07824827,0.33165477
-5.81390695,3.53411121,0.01591653,0.42422508,1.24152889,1.00791447,0.00862230,1.79885879,1.10267402,0.33558732
-5.80790395,3.58834497,0.01619760,0.43075457,1.25731777,1.02904703,0.00890882,1.82421137,1.12274089,0.33841975
-5.80190095,3.63298007,0.01638425,0.43518068,1.26778542,1.04981752,0.00915559,1.84432389,1.13795249,0.34008713
-5.79589795,3.66684577,0.01647322,0.43735821,1.27248507,1.06985766,0.00935706,1.85851398,1.14791026,0.34055026
-5.78989495,3.68899767,0.01646349,0.43719559,1.27109949,1.08880360,0.00950878,1.86621946,1.15232706,0.33979692
-5.78389195,3.69874161,0.01635634,0.43465712,1.26345256,1.10630141,0.00960749,1.86701606,1.15103739,0.33784229
-5.77788894,3.69565094,0.01615533,0.42976347,1.24951636,1.12201286,0.00965121,1.86063093,1.14400390,0.33472877
-5.77188594,3.67957627,0.01586621,0.42259054,1.22941333,1.13562160,0.00963926,1.84695153,1.13131970,0.33052491
-5.76588294,3.65064728,0.01549666,0.41326666,1.20341340,1.14683940,0.00957228,1.82602944,1.11320632,0.32532369
-5.75987994,3.60926647,0.01505614,0.40196825,1.17192598,1.15541229,0.00945219,1.79807873,1.09000737,0.31924013
-5.75387694,3.55609482,0.01455548,0.38891407,1.13548726,1.16112637,0.00928207,1.76346914,1.06217804,0.31240818
-5.74787394,3.49203003,0.01400657,0.37435828,1.09474315,1.16381292,0.00906610,1.72271420,1.03027085,0.30497723
-5.74187094,3.41817792,0.01342195,0.35858253,1.05042862,1.16335277,0.00880937,1.67645479,0.99491824,0.29710806
-5.73586793,3.33581809,0.01281441,0.34188741,1.00334426,1.15967944,0.00851770,1.62543884,0.95681276,0.28896857
-5.72986493,3.24636503,0.01219658,0.32458359,0.95433105,1.15278099,0.00819745,1.57049808,0.91668556,0.28072930
-5.72386193,3.15132609,0.01158054,0.30698287,0.90424431,1.14270037,0.00785532,1.51252261,0.87528411,0.27255888
-5.71785893,3.05225776,0.01097744,0.28938963,0.85392795,1.12953420,0.00749812,1.45243439,0.83335009,0.26461962
-5.71185593,2.95072182,0.01039723,0.27209277,0.80418992,1.11342991,0.00713258,1.39116067,0.79159829,0.25706325
-5.70585293,2.84824276,0.00984838,0.25535858,0.75577985,1.09458131,0.00676514,1.32960830,0.75069718,0.25002702
-5.69984992,2.74626808,0.00933765,0.23942461,0.70936966,1.07322275,0.00640181,1.26863979,0.71125207,0.24363023
-5.69384692,2.64613244,0.00887006,0.22449484,0.66553771,1.04962215,0.00604800,1.20905197,0.67379122,0.23797124
-5.68784392,2.54902708,0.00844876,0.21073613,0.62475700,1.02407297,0.00570843,1.15155778,0.63875530,0.23312523
-5.68184092,2.45597514,0.00807505,0.19827606,0.58738766,0.99688579,0.00538703,1.09677187,0.60649061,0.22914247
-5.67583792,2.36781365,0.00774853,0.18720215,0.55367371,0.96837959,0.00508691,1.04520005,0.57724577,0.22604744
-5.66983492,2.28518243,0.00746718,0.17756240,0.52374403,0.93887327,0.00481036,0.99723297,0.55117215,0.22383862
-5.66383192,2.20852019,0.00722757,0.16936699,0.49761729,0.90867774,0.00455884,0.95314389,0.52832749,0.22248911
-5.65782891,2.13806744,0.00702509,0.16259105,0.47521025,0.87808895,0.00433308,0.91309036,0.50868245,0.22194791
-5.65182591,2.07387594,0.00685425,0.15717830,0.45634899,0.84738206,0.00413309,0.87711954,0.49212962,0.22214195
-5.64582291,2.01582405,0.00670889,0.15304530,0.44078243,0.81680705,0.00395829,0.84517663,0.47849438,0.22297877
-5.63981991,1.96363692,0.00658250,0.15008621,0.42819741,0.78658588,0.00380759,0.81711601,0.46754707,0.22434971
-5.63381691,1.91691082,0.00646851,0.14817778,0.41823469,0.75691115,0.00367951,0.79271437,0.45901583,0.22613364
-5.62781391,1.87514022,0.00636052,0.14718439,0.41050510,0.72794624,0.00357226,0.77168534,0.45259958,0.22820094
-5.62181091,1.83774657,0.00625255,0.14696289,0.40460535,0.69982682,0.00348386,0.75369476,0.44798058,0.23041777
-5.61580790,1.80410747,0.00613921,0.14736723,0.40013282,0.67266347,0.00341225,0.73837625,0.44483616,0.23265035
-5.60980490,1.77358514,0.00601590,0.14825260,0.39669885,0.64654509,0.00335532,0.72534630,0.44284913,0.23476919
-5.60380190,1.74555307,0.00587892,0.14947907,0.39394030,0.62154292,0.00331104,0.71421837,0.44171683,0.23665306
-5.59779890,1.71941988,0.00572551,0.15091463,0.39152887,0.59771470,0.00327748,0.70461568,0.44115830,0.23819262
-5.59179590,1.69464964,0.00555393,0.15243757,0.38917826,0.57510877,0.00325286,0.69618224,0.44091988,0.23929352
-5.58579290,1.67077799,0.00536342,0.15393830,0.38664896,0.55376778,0.00323558,0.68859192,0.44077895,0.23987888
-5.57978989,1.64742387,0.00515414,0.15532050,0.38375078,0.53373178,0.00322422,0.68155542,0.44054608,0.23989111
-5.57378689,1.62429645,0.00492713,0.15650172,0.38034327,0.51504053,0.00321758,0.67482505,0.44006577,0.23929295
-5.56778389,1.60119767,0.00468417,0.15741360,0.37633423,0.49773488,0.00321464,0.66819749,0.43921587,0.23806772
-5.56178089,1.57802032,0.00442766,0.15800149,0.37167656,0.48185729,0.00321456,0.66151458,0.43790609,0.23621880
-5.55577789,1.55474247,0.00416051,0.15822395,0.36636383,0.46745134,0.00321667,0.65466234,0.43607581,0.23376844
-5.54977489,1.53141849,0.00388594,0.15805189,0.36042485,0.45456045,0.00322044,0.64756855,0.43369137,0.23075585
-5.54377189,1.50816770,0.00360737,0.15746763,0.35391760,0.44322597,0.00322549,0.64019914,0.43074330,0.22723477
-5.53776888,1.48516117,0.00332831,0.15646379,0.34692289,0.43348466,0.00323153,0.63255370,0.42724338,0.22327064
-5.53176588,1.46260747,0.00305217,0.15504231,0.33953795,0.42536595,0.00323836,0.62466039,0.42322198,0.21893741
-5.52576288,1.44073825,0.00278221,0.15321334,0.33187036,0.41888904,0.00324587,0.61657055,0.41872556,0.21431432
-5.51975988,1.41979417,0.00252142,0.15099426,0.32403238,0.41406014,0.00325401,0.60835332,0.41381455,0.20948261
-5.51375688,1.40001177,0.00227245,0.14840878,0.31613599,0.41087003,0.00326279,0.60009036,0.40856143,0.20452238
-5.50775388,1.38161191,0.00203759,0.14548608,0.30828859,0.40929206,0.00327227,0.59187087,0.40304906,0.19950976
-5.50175088,1.36478989,0.00181873,0.14225998,0.30058958,0.40928074,0.00328255,0.58378713,0.39736925,0.19451448
-5.49574787,1.34970761,0.00161731,0.13876819,0.29312772,0.41077102,0.00329377,0.57593052,0.39162122,0.18959782
-5.48974487,1.33648788,0.00143442,0.13505153,0.28597929,0.41367837,0.00330613,0.56838805,0.38591010,0.18481115
-5.48374187,1.32521068,0.00127073,0.13115321,0.27920691,0.41789945,0.00331983,0.56123948,0.38034520,0.18019501
-5.47773887,1.31591142,0.00112658,0.12711799,0.27285909,0.42331362,0.00333513,0.55455495,0.37503796,0.17577866
-5.47173587,1.30858094,0.00100201,0.12299138,0.26697025,0.42978499,0.00335227,0.54839312,0.37009964,0.17158024
-5.46573287,1.30316689,0.00089677,0.11881877,0.26156123,0.43716495,0.00337153,0.54279973,0.36563856,0.16760730
-5.45972986,1.29957642,0.00081042,0.11464451,0.25664008,0.44529517,0.00339318,0.53780658,0.36175704,0.16385782
-5.45372686,1.29767972,0.00074235,0.11051102,0.25220321,0.45401083,0.00341745,0.53343091,0.35854803,0.16032139
-5.44772386,1.29731420,0.00069180,0.10645786,0.24823662,0.46314386,0.00344455,0.52967505,0.35609150,0.15698080
-5.44172086,1.29828917,0.00065791,0.10252091,0.24471737,0.47252631,0.00347461,0.52652655,0.35445092,0.15381359
-5.43571786,1.30039071,0.00063976,0.09873153,0.24161510,0.48199351,0.00350768,0.52395854,0.35366973,0.15079378
-5.42971486,1.30338675,0.00063635,0.09511599,0.23889364,0.49138697,0.00354371,0.52193053,0.35376821,0.14789346
-5.42371186,1.30703220,0.00064666,0.09169494,0.23651274,0.50055707,0.00358251,0.52038963,0.35474087,0.14508436
-5.41770885,1.31107424,0.00066962,0.08848311,0.23442987,0.50936541,0.00362374,0.51927217,0.35655453,0.14233925
-5.41170585,1.31525773,0.00070412,0.08548929,0.23260210,0.51768679,0.00366689,0.51850587,0.35914734,0.13963311
-5.40570285,1.31933084,0.00074901,0.08271648,0.23098813,0.52541095,0.00371130,0.51801240,0.36242879,0.13694419
-5.39969985,1.32305101,0.00080309,0.08016233,0.22955039,0.53244406,0.00375609,0.51771051,0.36628095,0.13425476
-5.39369685,1.32619126,0.00086509,0.07781981,0.22825722,0.53870990,0.00380026,0.51751962,0.37056081,0.13155173
-5.38769385,1.32854692,0.00093370,0.07567807,0.22708516,0.54415104,0.00384259,0.51736381,0.37510386,0.12882705
-5.38169085,1.32994270,0.00100752,0.07372356,0.22602118,0.54872980,0.00388176,0.51717615,0.37972881,0.12607792
-5.37568784,1.33024001,0.00108511,0.07194119,0.22506488,0.55242918,0.00391632,0.51690316,0.38424319,0.12330692
-5.36968484,1.32934437,0.00116493,0.07031562,0.22423051,0.55525370,0.00394476,0.51650938,0.38844987,0.12052197
-5.36368184,1.32721261,0.00124543,0.06883260,0.22354873,0.55723016,0.00396553,0.51598169,0.39215399,0.11773620
-5.35767884,1.32385945,0.00132501,0.06748017,0.22306797,0.55840819,0.00397709,0.51533321,0.39517026,0.11496773
-5.35167584,1.31936311,0.00140206,0.06624984,0.22285523,0.55886059,0.00397800,0.51460665,0.39733011,0.11223940
-5.34567284,1.31386951,0.00147500,0.06513754,0.22299635,0.55868329,0.00396694,0.51387663,0.39848851,0.10957838
-5.33966983,1.30759454,0.00154232,0.06414431,0.22359536,0.55799478,0.00394275,0.51325099,0.39853016,0.10701574
-5.33366683,1.30082398,0.00160257,0.06327674,0.22477314,0.55693502,0.00390452,0.51287078,0.39737454,0.10458589
-5.32766383,1.29391077,0.00165446,0.06254709,0.22666511,0.55566347,0.00385162,0.51290870,0.39497993,0.10232596
-5.32166083,1.28726937,0.00169685,0.06197303,0.22941808,0.55435647,0.00378372,0.51356615,0.39134590,0.10027504
-5.31565783,1.28136708,0.00172881,0.06157709,0.23318615,0.55320363,0.00370083,0.51506860,0.38651425,0.09847333
-5.30965483,1.27671239,0.00174963,0.06138574,0.23812593,0.55240342,0.00360329,0.51765958,0.38056845,0.09696119
-5.30365183,1.27384070,0.00175887,0.06142824,0.24439105,0.55215802,0.00349181,0.52159333,0.37363143,0.09577808
-5.29764882,1.27329769,0.00175634,0.06173519,0.25212630,0.55266744,0.00336744,0.52712639,0.36586195,0.09496143
-5.29164582,1.27562109,0.00174215,0.06233692,0.26146151,0.55412325,0.00323153,0.53450841,0.35744967,0.09454547
-5.28564282,1.28132148,0.00171668,0.06326184,0.27250548,0.55670208,0.00308573,0.54397270,0.34860914,0.09456006
-5.27963982,1.29086295,0.00168056,0.06453472,0.28534025,0.56055916,0.00293192,0.55572669,0.33957300,0.09502959
-5.27363682,1.30464466,0.00163467,0.06617509,0.30001607,0.56582218,0.00277216,0.56994300,0.33058468,0.09597194
-5.26763382,1.32298393,0.00158013,0.06819575,0.31654713,0.57258593,0.00260867,0.58675135,0.32189091,0.09739761
-5.26163082,1.34610193,0.00151821,0.07060161,0.33490861,0.58090768,0.00244371,0.60623185,0.31373434,0.09930907
-5.25562781,1.37411252,0.00145034,0.07338875,0.35503489,0.59080386,0.00227957,0.62840984,0.30634648,0.10170031
-5.24962481,1.40701473,0.00137804,0.07654389,0.37681941,0.60224796,0.00211849,0.65325268,0.29994135,0.10455670
-5.24362181,1.44468949,0.00130289,0.08004428,0.40011600,0.61516996,0.00196260,0.68066858,0.29470984,0.10785511
-5.23761881,1.48690031,0.00122646,0.08385796,0.42474168,0.62945707,0.00181389,0.71050749,0.29081503,0.11156433
-5.23161581,1.53329820,0.00115028,0.08794443,0.45048103,0.64495600,0.00167414,0.74256396,0.28838854,0.11564577
-5.22561281,1.58343018,0.00107580,0.09225572,0.47709164,0.66147640,0.00154488,0.77658192,0.28752784,0.12005436
-5.21960980,1.63675102,0.00100436,0.09673769,0.50431065,0.67879541,0.00142741,0.81226087,0.28829460,0.12473969
-5.21360680,1.69263746,0.00093712,0.10133172,0.53186192,0.69666299,0.00132270,0.84926337,0.29071399,0.12964723
-5.20760380,1.75040408,0.00087509,0.10597641,0.55946351,0.71480791,0.00123145,0.88722323,0.29477468,0.13471966
-5.20160080,1.80932011,0.00081906,0.11060945,0.58683505,0.73294386,0.00115404,0.92575407,0.30042971,0.13989813
-5.19559780,1.86862616,0.00076961,0.11516942,0.61370472,0.75077578,0.00109056,0.96445777,0.30759787,0.14512351
-5.18959480,1.92755027,0.00072713,0.11959744,0.63981537,0.76800578,0.00104079,1.00293239,0.31616557,0.15033749
-5.18359180,1.98532260,0.00069175,0.12383871,0.66492962,0.78433885,0.00100425,1.04077932,0.32598910,0.15548344
-5.17758879,2.04118822,0.00066345,0.12784368,0.68883352,0.79948790,0.00098017,1.07760927,0.33689727,0.16050714
-5.17158579,2.09441780,0.00064196,0.13156891,0.71133887,0.81317827,0.00096759,1.11304708,0.34869427,0.16535718
-5.16558279,2.14431608,0.00062687,0.13497762,0.73228393,0.82515164,0.00096532,1.14673512,0.36116284,0.16998523
-5.15957979,2.19022809,0.00061761,0.13803987,0.75153278,0.83516926,0.00097200,1.17833560,0.37406763,0.17434602
-5.15357679,2.23154358,0.00061348,0.14073232,0.76897328,0.84301484,0.00098616,1.20753160,0.38715895,0.17839718
-5.14757379,2.26769989,0.00061367,0.14303779,0.78451405,0.84849680,0.00100619,1.23402738,0.40017673,0.18209898
-5.14157079,2.29818370,0.00061731,0.14494454,0.79808072,0.85145040,0.00103048,1.25754809,0.41285481,0.18541394
-5.13556778,2.32253229,0.00062348,0.14644534,0.80961169,0.85173948,0.00105737,1.27783914,0.42492553,0.18830652
-5.12956478,2.34033476,0.00063124,0.14753650,0.81905402,0.84925814,0.00108522,1.29466575,0.43612465,0.19074286
-5.12356178,2.35123346,0.00063967,0.14821691,0.82635959,0.84393224,0.00111246,1.30781287,0.44619643,0.19269056
-5.11755878,2.35492623,0.00064790,0.14848707,0.83148198,0.83572076,0.00113764,1.31708565,0.45489890,0.19411875
-5.11155578,2.35116940,0.00065511,0.14834837,0.83437438,0.82461702,0.00115940,1.32231078,0.46200913,0.19499828
-5.10555278,2.33978170,0.00066055,0.14780248,0.83498860,0.81064961,0.00117658,1.32333870,0.46732838,0.19530210
-5.09954977,2.32064891,0.00066362,0.14685107,0.83327546,0.79388299,0.00118819,1.32004668,0.47068689,0.19500589
-5.09354677,2.29372908,0.00066378,0.14549572,0.82918641,0.77441763,0.00119344,1.31234267,0.47194829,0.19408887
-5.08754377,2.25905774,0.00066064,0.14373807,0.82267640,0.75238951,0.00119177,1.30016966,0.47101323,0.19253468
-5.08154077,2.21675294,0.00065395,0.14158030,0.81370772,0.72796898,0.00118283,1.28351042,0.46782221,0.19033236
-5.07553777,2.16701931,0.00064356,0.13902564,0.80225458,0.70135882,0.00116653,1.26239208,0.46235738,0.18747740
-5.06953477,2.11015083,0.00062948,0.13607918,0.78830818,0.67279145,0.00114294,1.23689033,0.45464326,0.18397264
-5.06353177,2.04653177,0.00061181,0.13274856,0.77188170,0.64252533,0.00111239,1.20713286,0.44474623,0.17982906
-5.05752876,1.97663538,0.00059077,0.12904484,0.75301502,0.61084063,0.00107536,1.17330158,0.43277286,0.17506644
-5.05152576,1.90102020,0.00056668,0.12498314,0.73177879,0.57803414,0.00103250,1.13563355,0.41886700,0.16971367
-5.04552276,1.82032370,0.00053991,0.12058320,0.70827734,0.54441372,0.00098461,1.09442011,0.40320591,0.16380881
-5.03951976,1.73525334,0.00051092,0.11586980,0.68265049,0.51029237,0.00093258,1.05000436,0.38599535,0.15739884
-5.03351676,1.64657525,0.00048022,0.11087285,0.65507380,0.47598215,0.00087739,1.00277676,0.36746397,0.15053911
-5.02751376,1.55510080,0.00044831,0.10562730,0.62575728,0.44178815,0.00082007,0.95316906,0.34785715,0.14329236
-5.02151076,1.46167160,0.00041573,0.10017280,0.59494267,0.40800284,0.00076169,0.90164661,0.32743054,0.13572762
-5.01550775,1.36714329,0.00038301,0.09455306,0.56289917,0.37490081,0.00070330,0.84869946,0.30644360,0.12791878
-5.00950475,1.27236896,0.00035065,0.08881506,0.52991803,0.34273429,0.00064596,0.79483238,0.28515322,0.11994295
-5.00350175,1.17818264,0.00031916,0.08300807,0.49630608,0.31172948,0.00059072,0.74055448,0.26380784,0.11187886
-4.99749875,1.08538360,0.00028897,0.07718253,0.46237861,0.28208378,0.00053858,0.68636852,0.24264212,0.10380503
-4.99149575,0.99472201,0.00026052,0.07138889,0.42845191,0.25396411,0.00049053,0.63276055,0.22187235,0.09579815
-4.98549275,0.90688649,0.00023419,0.06567642,0.39483574,0.22750622,0.00044757,0.58019030,0.20169277,0.08793148
-4.97948974,0.82249388,0.00021033,0.06009211,0.36182621,0.20281496,0.00041065,0.52908244,0.18227278,0.08027342
-4.97348674,0.74208168,0.00018927,0.05467961,0.32969925,0.17996550,0.00038081,0.47981932,0.16375514,0.07288631
-4.96748374,0.66610316,0.00017132,0.04947839,0.29870494,0.15900543,0.00035908,0.43273520,0.14625511,0.06582554
-4.96148074,0.59492523,0.00015678,0.04452298,0.26906297,0.13995739,0.00034660,0.38811219,0.12986043,0.05913883
-4.95547774,0.52882900,0.00014594,0.03984251,0.24095927,0.12282238,0.00034461,0.34617797,0.11463217,0.05286589
-4.94947474,0.46801279,0.00013912,0.03546040,0.21454396,0.10758329,0.00035449,0.30710523,0.10060622,0.04703832
-4.94347174,0.41259726,0.00013664,0.03139424,0.18993053,0.09420865,0.00037776,0.27101277,0.08779537,0.04167978
-4.93746873,0.36263226,0.00013888,0.02765591,0.16719623,0.08265643,0.00041615,0.23796802,0.07619176,0.03680638
-4.93146573,0.31810499,0.00014622,0.02425183,0.14638359,0.07287754,0.00047158,0.20799084,0.06576972,0.03242729
-4.92546273,0.27894891,0.00015912,0.02118339,0.12750281,0.06481910,0.00054615,0.18105830,0.05648862,0.02854539
-4.91945973,0.24505297,0.00017805,0.01844744,0.11053491,0.05842726,0.00064218,0.15711006,0.04829589,0.02515816
-4.91345673,0.21627070,0.00020354,0.01603692,0.09543539,0.05364936,0.00076216,0.13605426,0.04112982,0.02225845
-4.90745373,0.19242864,0.00023616,0.01394146,0.08213825,0.05043553,0.00090869,0.11777343,0.03492236,0.01983538
-4.90145073,0.17333382,0.00027648,0.01214805,0.07056008,0.04873953,0.00108448,0.10213034,0.02960148,0.01787504
-4.89544772,0.15877997,0.00032510,0.01064161,0.06060412,0.04851884,0.00129221,0.08897338,0.02509339,0.01636121
-4.88944472,0.14855222,0.00038258,0.00940560,0.05216409,0.04973412,0.00153450,0.07814146,0.02132436,0.01527592
-4.88344172,0.14243028,0.00044945,0.00842250,0.04512762,0.05234781,0.00181375,0.06946820,0.01822221,0.01459982
-4.87743872,0.14018991,0.00052618,0.00767420,0.03937936,0.05632228,0.00213207,0.06278532,0.01571746,0.01431246
-4.87143572,0.14160293,0.00061311,0.00714235,0.03480345,0.06161734,0.00249107,0.05792530,0.01374416,0.01439241
-4.86543272,0.14643585,0.00071045,0.00680858,0.03128559,0.06818746,0.00289181,0.05472321,0.01224040,0.01481722
-4.85942971,0.15444745,0.00081823,0.00665467,0.02871454,0.07597865,0.00333456,0.05301778,0.01114862,0.01556326
-4.85342671,0.16538556,0.00093630,0.00666258,0.02698311,0.08492545,0.00381876,0.05265192,0.01041561,0.01660553
-4.84742371,0.17898341,0.00106423,0.00681453,0.02598885,0.09494787,0.00434282,0.05347267,0.00999242,0.01791735
-4.84142071,0.19495611,0.00120133,0.00709291,0.02563427,0.10594887,0.00490404,0.05533085,0.00983406,0.01947008
-4.83541771,0.21299741,0.00134666,0.00748026,0.02582686,0.11781221,0.00549854,0.05808038,0.00989922,0.02123289
-4.82941471,0.23277742,0.00149893,0.00795921,0.02647890,0.13040111,0.00612125,0.06157770,0.01014984,0.02317251
-4.82341171,0.25394141,0.00165659,0.00851242,0.02750722,0.14355781,0.00676583,0.06568113,0.01055076,0.02525322
-4.81740870,0.27611014,0.00181780,0.00912256,0.02883285,0.15710403,0.00742480,0.07025051,0.01106937,0.02743687
-4.81140570,0.29888187,0.00198046,0.00977235,0.03038082,0.17084262,0.00808961,0.07514711,0.01167528,0.02968307
-4.80540270,0.32183614,0.00214224,0.01044457,0.03207996,0.18456025,0.00875080,0.08023393,0.01234014,0.03194965
-4.79939970,0.34453939,0.00230064,0.01112221,0.03386291,0.19803121,0.00939818,0.08537639,0.01303747,0.03419314
-4.79339670,0.36655222,0.00245303,0.01178866,0.03566620,0.21102213,0.01002110,0.09044347,0.01374263,0.03636953
-4.78739370,0.38743821,0.00259676,0.01242786,0.03743057,0.22329767,0.01060871,0.09530919,0.01443285,0.03843512
-4.78139070,0.40677374,0.00272919,0.01302464,0.03910132,0.23462668,0.01115030,0.09985444,0.01508735,0.04034753
-4.77538769,0.42415873,0.00284780,0.01356493,0.04062887,0.24478885,0.01163561,0.10396903,0.01568751,0.04206667
-4.76938469,0.43922746,0.00295023,0.01403609,0.04196937,0.25358145,0.01205516,0.10755387,0.01621710,0.04355586
-4.76338169,0.45165924,0.00303442,0.01442725,0.04308526,0.26082578,0.01240057,0.11052313,0.01666256,0.04478286
-4.75737869,0.46118828,0.00309863,0.01472953,0.04394593,0.26637327,0.01266486,0.11280632,0.01701322,0.04572080
-4.75137569,0.46761232,0.00314149,0.01493634,0.04452825,0.27011067,0.01284267,0.11435007,0.01726163,0.04634903
-4.74537269,0.47079946,0.00316212,0.01504358,0.04481697,0.27196425,0.01293053,0.11511958,0.01740369,0.04665378
-4.73936968,0.47069307,0.00316007,0.01504976,0.04480502,0.27190276,0.01292694,0.11509964,0.01743892,0.04662859
-4.73336668,0.46731423,0.00313542,0.01495615,0.04449360,0.26993903,0.01283248,0.11429510,0.01737052,0.04627453
-4.72736368,0.46076184,0.00308870,0.01476671,0.04389210,0.26613007,0.01264981,0.11273076,0.01720546,0.04560018
-4.72136068,0.45121017,0.00302095,0.01448811,0.04301777,0.26057575,0.01238358,0.11045078,0.01695446,0.04462132
-4.71535768,0.43890409,0.00293362,0.01412953,0.04189525,0.25341607,0.01204035,0.10751743,0.01663191,0.04336046
-4.70935468,0.42415217,0.00282856,0.01370252,0.04055588,0.24482719,0.01162837,0.10400943,0.01625567,0.04184609
-4.70335168,0.40731795,0.00270793,0.01322070,0.03903686,0.23501639,0.01115732,0.10001983,0.01584692,0.04011179
-4.69734867,0.38880980,0.00257416,0.01269948,0.03738026,0.22421621,0.01063807,0.09565353,0.01542980,0.03819515
-4.69134567,0.36906976,0.00242984,0.01215573,0.03563202,0.21267801,0.01008234,0.09102458,0.01503114,0.03613672
-4.68534267,0.34856192,0.00227768,0.01160741,0.03384076,0.20066524,0.00950242,0.08625332,0.01467999,0.03397876
-4.67933967,0.32776063,0.00212039,0.01107317,0.03205672,0.18844666,0.00891079,0.08146352,0.01440727,0.03176410
-4.67333667,0.30713908,0.00196062,0.01057200,0.03033057,0.17628978,0.00831985,0.07677950,0.01424521,0.02953507
-4.66733367,0.28715846,0.00180091,0.01012283,0.02871238,0.16445464,0.00774162,0.07232343,0.01422688,0.02733238
-4.66133067,0.26825817,0.00164359,0.00974419,0.02725054,0.15318826,0.00718749,0.06821278,0.01438557,0.02519429
-4.65532766,0.25084700,0.00149080,0.00945381,0.02599087,0.14271965,0.00666796,0.06455800,0.01475419,0.02315577
-4.64932466,0.23529560,0.00134436,0.00926830,0.02497567,0.13325566,0.00619246,0.06146041,0.01536459,0.02124794
-4.64332166,0.22193018,0.00120585,0.00920279,0.02424297,0.12497750,0.00576925,0.05901041,0.01624680,0.01949755
