energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up,W_p_up,W_d_up
-5.37568784,5.35517144,0.07193970,0.59081642,0.11485700,2.83469417,0.79547900,0.47154084,2.23120753,1.51992605
-5.36968484,5.26160611,0.07195197,0.58057170,0.11613310,2.75801857,0.74886513,0.45693137,2.18238332,1.50387339
-5.36368184,5.16886414,0.07152334,0.56992622,0.11699295,2.68466187,0.70304040,0.44255928,2.13697358,1.48881408
-5.35767884,5.07746796,0.07065748,0.55894193,0.11743370,2.61499381,0.65831160,0.42852311,2.09527156,1.47489275
-5.35167584,4.98795061,0.06936742,0.54770019,0.11746339,2.54930383,0.61497455,0.41492327,2.05749657,1.46224662
-5.34567284,4.90084623,0.06767499,0.53630068,0.11710047,2.48779680,0.57330892,0.40186018,2.02379120,1.45100039
-5.33966983,4.81667995,0.06561013,0.52485895,0.11637292,2.43059236,0.53357292,0.38943184,1.99422098,1.44126136
-5.33366683,4.73595708,0.06320976,0.51350289,0.11531697,2.37772753,0.49599787,0.37773124,1.96877664,1.43311480
-5.32766383,4.65915211,0.06051660,0.50236823,0.11397562,2.32916256,0.46078313,0.36684349,1.94737837,1.42661978
-5.32166083,4.58669780,0.05757776,0.49159322,0.11239685,2.28478941,0.42809141,0.35684296,1.92988217,1.42180569
-5.31565783,4.51897456,0.05444335,0.48131295,0.11063176,2.24444259,0.39804480,0.34779045,1.91608773,1.41866934
-5.30965483,4.45630089,0.05116494,0.47165342,0.10873258,2.20791163,0.37072181,0.33973064,1.90574756,1.41717316
-5.30365183,4.39892511,0.04779425,0.46272583,0.10675077,2.17495456,0.34615544,0.33268997,1.89857717,1.41724419
-5.29764882,4.34701918,0.04438175,0.45462139,0.10473523,2.14531195,0.32433257,0.32667494,1.89426577,1.41877444
-5.29164582,4.30067486,0.04097559,0.44740699,0.10273069,2.11872072,0.30519472,0.32167118,1.89248732,1.42162230
-5.28564282,4.25990303,0.03762057,0.44112187,0.10077641,2.09492726,0.28864007,0.31764320,1.89291161,1.42561546
-5.27963982,4.22463613,0.03435741,0.43577571,0.09890515,2.07369942,0.27452695,0.31453497,1.89521511,1.43055504
-5.27363682,4.19473432,0.03122219,0.43134817,0.09714257,2.05483684,0.26267839,0.31227141,1.89909131,1.43622119
-5.26763382,4.16999510,0.02824606,0.42778994,0.09550697,2.03817934,0.25288791,0.31076065,1.90426030,1.44237983
-5.26163082,4.15016617,0.02545510,0.42502532,0.09400941,2.02361311,0.24492603,0.30989718,1.91047736,1.44879055
-5.25562781,4.13496127,0.02287040,0.42295620,0.09265424,2.01107443,0.23854745,0.30956565,1.91754030,1.45521527
-5.24962481,4.12407789,0.02050832,0.42146734,0.09143989,2.00055090,0.23349864,0.30964528,1.92529520,1.46142741
-5.24362181,4.11721622,0.01838086,0.42043248,0.09035994,1.99208003,0.22952540,0.31001468,1.93364047,1.46722112
-5.23761881,4.11409796,0.01649606,0.41972119,0.08940438,1.98574527,0.22638032,0.31055677,1.94252876,1.47242019
-5.23161581,4.11448384,0.01485858,0.41920592,0.08856098,1.98166959,0.22382966,0.31116376,1.95196673,1.47688603
-5.22561281,4.11818849,0.01347021,0.41876891,0.08781666,1.98000671,0.22165955,0.31174171,1.96201230,1.48052437
-5.21960980,4.12509149,0.01233034,0.41830859,0.08715882,1.98093027,0.21968131,0.31221466,1.97276951,1.48329013
-5.21360680,4.13514350,0.01143646,0.41774500,0.08657650,1.98462135,0.21773557,0.31252789,1.98438075,1.48519015
-5.20760380,4.14836658,0.01078454,0.41702406,0.08606133,1.99125458,0.21569527,0.31265020,1.99701676,1.48628345
-5.20160080,4.16484851,0.01036932,0.41612022,0.08560824,2.00098357,0.21346733,0.31257513,2.01086439,1.48667886
-5.19559780,4.18473069,0.01018452,0.41503754,0.08521579,2.01392596,0.21099311,0.31232091,2.02611276,1.48653008
-5.18959480,4.20819032,0.01022293,0.41380890,0.08488623,2.03014899,0.20824762,0.31192916,2.04293812,1.48602828
-5.18359180,4.23541762,0.01047643,0.41249356,0.08462520,2.04965609,0.20523767,0.31146243,2.06148826,1.48539251
-5.17758879,4.26658921,0.01093587,0.41117300,0.08444118,2.07237517,0.20199906,0.31100059,2.08186707,1.48485851
-5.17158579,4.30183952,0.01159093,0.40994548,0.08434458,2.09814939,0.19859310,0.31063640,2.10412024,1.48466643
-5.16558279,4.34123191,0.01242992,0.40891950,0.08434673,2.12673086,0.19510250,0.31047041,2.12822264,1.48504819
-5.15957979,4.38473165,0.01343953,0.40820645,0.08445867,2.15777797,0.19162708,0.31060546,2.15406854,1.48621522
-5.15357679,4.43218270,0.01460458,0.40791320,0.08468993,2.19085647,0.18827938,0.31114118,2.18146504,1.48834734
-5.14757379,4.48329020,0.01590788,0.40813465,0.08504735,2.22544479,0.18518041,0.31216872,2.21012947,1.49158351
-5.14157079,4.53761030,0.01733003,0.40894702,0.08553397,2.26094339,0.18245579,0.31376612,2.23969112,1.49601501
-5.13556778,4.59454843,0.01884938,0.41040214,0.08614814,2.29668811,0.18023230,0.31599445,2.26969732,1.50168156
-5.12956478,4.65336668,0.02044210,0.41252303,0.08688291,2.33196700,0.17863508,0.31889512,2.29962397,1.50857068
-5.12356178,4.71320036,0.02208230,0.41530109,0.08772566,2.36604010,0.17778544,0.32248825,2.32889000,1.51662027
-5.11755878,4.77308322,0.02374235,0.41869517,0.08865809,2.39816129,0.17779921,0.32677249,2.35687527,1.52572440
-5.11155578,4.83198004,0.02539326,0.42263229,0.08965655,2.42760133,0.17878575,0.33172599,2.38294103,1.53574189
-5.10555278,4.88882505,0.02700523,0.42701026,0.09069267,2.45367102,0.18084731,0.33730855,2.40645198,1.54650707
-5.09954977,4.94256383,0.02854829,0.43170187,0.09173427,2.47574332,0.18407870,0.34346477,2.42679888,1.55784212
-5.09354677,4.99219644,0.02999298,0.43656036,0.09274653,2.49327344,0.18856711,0.35012787,2.44342036,1.56957003
-5.08754377,5.03681898,0.03131113,0.44142606,0.09369328,2.50581586,0.19439185,0.35722407,2.45582305,1.58152741
-5.08154077,5.07566115,0.03247662,0.44613352,0.09453846,2.51303737,0.20162388,0.36467689,2.46359877,1.59357614
-5.07553777,5.10811732,0.03346614,0.45051892,0.09524752,2.51472555,0.21032500,0.37241142,2.46643796,1.60561310
-5.06953477,5.13376927,0.03425988,0.45442734,0.09578878,2.51079222,0.22054651,0.38035796,2.46413876,1.61757725
-5.06353177,5.15239899,0.03484215,0.45771936,0.09613463,2.50127171,0.23232745,0.38845492,2.45661113,1.62945355
-5.05752876,5.16399075,0.03520182,0.46027679,0.09626259,2.48631405,0.24569226,0.39665074,2.44387615,1.64127340
-5.05152576,5.16872239,0.03533268,0.46200713,0.09615602,2.46617357,0.26064812,0.40490473,2.42606037,1.65311149
-5.04552276,5.16694626,0.03523358,0.46284672,0.09580459,2.44119347,0.27718191,0.41318675,2.40338589,1.66507939
-5.03951976,5.15916120,0.03490842,0.46276234,0.09520446,2.41178732,0.29525717,0.42147591,2.37615674,1.67731614
-5.03351676,5.14597730,0.03436596,0.46175128,0.09435807,2.37841853,0.31481129,0.42975827,2.34474245,1.68997658
-5.02751376,5.12807588,0.03361944,0.45984011,0.09327376,2.34157878,0.33575310,0.43802392,2.30955991,1.70321826
-5.02151076,5.10616730,0.03268604,0.45708205,0.09196503,2.30176691,0.35796128,0.44626364,2.27105452,1.71718784
-5.01550775,5.08094933,0.03158633,0.45355351,0.09044970,2.25946906,0.38128379,0.45446546,2.22968181,1.73200785
-5.00950475,5.05306894,0.03034344,0.44934983,0.08874885,2.21514134,0.40553865,0.46261150,2.18589048,1.74776501
-5.00350175,5.02308977,0.02898230,0.44458057,0.08688573,2.16919575,0.43051610,0.47067537,2.14010781,1.76450074
-4.99749875,4.99146749,0.02752888,0.43936485,0.08488463,2.12199003,0.45598237,0.47862036,2.09272812,1.78220463
-4.99149575,4.95853446,0.02600932,0.43382676,0.08276988,2.07382185,0.48168496,0.48639873,2.04410466,1.80081142
-4.98549275,4.92449445,0.02444922,0.42809133,0.08056482,2.02492741,0.50735930,0.49395213,1.99454527,1.82020162
-4.97948974,4.88942751,0.02287294,0.42228112,0.07829111,1.97548426,0.53273659,0.50121324,1.94431170,1.84020578
-4.97348674,4.85330430,0.02130308,0.41651359,0.07596802,1.92561794,0.55755245,0.50810854,1.89362230,1.86061205
-4.96748374,4.81600861,0.01975998,0.41089939,0.07361211,1.87541176,0.58155591,0.51456200,1.84265759,1.88117653
-4.96148074,4.77736607,0.01826137,0.40554139,0.07123703,1.82491887,0.60451822,0.52049957,1.79156805,1.90163554
-4.95547774,4.73717680,0.01682223,0.40053453,0.06885351,1.77417571,0.62624108,0.52585402,1.74048336,1.92171896
-4.94947474,4.69524924,0.01545464,0.39596624,0.06646956,1.72321576,0.64656349,0.53056982,1.68952220,1.94116361
-4.94347174,4.65143277,0.01416784,0.39191731,0.06409087,1.67208258,0.66536696,0.53460772,1.63880177,1.95972560
-4.93746873,4.60564629,0.01296835,0.38846290,0.06172119,1.62084133,0.68257862,0.53794863,1.58844636,1.97719081
-4.93146573,4.55790076,0.01186016,0.38567358,0.05936291,1.56958785,0.69817175,0.54059648,1.53859408,1.99338268
-4.92546273,4.50831384,0.01084495,0.38361607,0.05701760,1.51845471,0.71216388,0.54257978,1.48940152,2.00816666
-4.91945973,4.45711552,0.00992246,0.38235363,0.05468653,1.46761400,0.72461222,0.54395177,1.44104577,2.02145112
-4.91345673,4.40464431,0.00909072,0.38194580,0.05237120,1.41727649,0.73560670,0.54478898,1.39372376,2.03318455
-4.90745373,4.35133403,0.00834639,0.38244756,0.05007368,1.36768740,0.74526107,0.54518833,1.34764908,2.04334944
-4.90145073,4.29769232,0.00768507,0.38390774,0.04779700,1.31911904,0.75370232,0.54526278,1.30304633,2.05195318
-4.89544772,4.24427211,0.00710156,0.38636687,0.04554529,1.27186089,0.76105937,0.54513585,1.26014362,2.05901685
-4.88944472,4.19163826,0.00659011,0.38985447,0.04332385,1.22620768,0.76745145,0.54493521,1.21916361,2.06456273
-4.88344172,4.14033133,0.00614460,0.39438597,0.04113914,1.18244637,0.77297705,0.54478584,1.18031380,2.06860157
-4.87743872,4.09083131,0.00575877,0.39995948,0.03899867,1.14084276,0.77770420,0.54480291,1.14377665,2.07112063
-4.87143572,4.04352349,0.00542631,0.40655269,0.03691071,1.10162862,0.78166265,0.54508506,1.10970026,2.07207351
-4.86543272,3.99866877,0.00514100,0.41412003,0.03488411,1.06499008,0.78483858,0.54570817,1.07819012,2.07137250
-4.85942971,3.95638057,0.00489680,0.42259047,0.03292792,1.03105792,0.78717213,0.54672026,1.04930250,2.06888438
-4.85342671,3.91660958,0.00468791,0.43186613,0.03105110,0.99990041,0.78855815,0.54813750,1.02303982,2.06442977
-4.84742371,3.87913754,0.00450881,0.44182188,0.02926223,0.97151891,0.78885001,0.54994179,0.99934829,2.05778652
-4.84142071,3.84358039,0.00435436,0.45230613,0.02756920,0.94584651,0.78786632,0.55207988,0.97811787,2.04869683
-4.83541771,3.80940060,0.00421979,0.46314280,0.02597901,0.92274977,0.78540035,0.55446418,0.95918467,2.03687792
-4.82941471,3.77592811,0.00410078,0.47413467,0.02449760,0.90203329,0.78123135,0.55697512,0.94233540,2.02203554
-4.82341171,3.74238862,0.00399351,0.48506780,0.02312972,0.88344689,0.77513735,0.55946500,0.92731383,2.00387964
-4.81740870,3.70793768,0.00389468,0.49571719,0.02187893,0.86669500,0.76690851,0.56176320,0.91382880,1.98214131
-4.81140570,3.67169895,0.00380158,0.50585323,0.02074763,0.85144767,0.75636035,0.56368239,0.90156335,1.95659002
-4.80540270,3.63280443,0.00371219,0.51524897,0.01973712,0.83735273,0.74334610,0.56502551,0.89018463,1.92705013
-4.79939970,3.59043495,0.00362515,0.52368769,0.01884774,0.82404851,0.72776733,0.56559338,0.87935412,1.89341594
-4.79339670,3.54385886,0.00353990,0.53097063,0.01807910,0.81117645,0.70958248,0.56519229,0.86873764,1.85566424
-4.78739370,3.49246730,0.00345673,0.53692450,0.01743023,0.79839335,0.68881270,0.56364167,0.85801505,1.81386390
-4.78139070,3.43580452,0.00337683,0.54140842,0.01689986,0.78538247,0.66554475,0.56078119,0.84688899,1.76818186
-4.77538769,3.37359218,0.00330234,0.54431999,0.01648660,0.77186342,0.63993098,0.55647736,0.83509279,1.71888539
-4.76938469,3.30574674,0.00323646,0.54560028,0.01618920,0.75760038,0.61218625,0.55062908,0.82239696,1.66634039
-4.76338169,3.23238949,0.00318352,0.54523735,0.01600677,0.74240850,0.58258231,0.54317223,0.80861457,1.61100590
-4.75737869,3.15384907,0.00314900,0.54326828,0.01593894,0.72615843,0.55143983,0.53408299,0.79360511,1.55342509
-4.75137569,3.07065663,0.00313970,0.53977945,0.01598610,0.70877891,0.51911867,0.52337991,0.77727707,1.49421308
-4.74537269,2.98353409,0.00316376,0.53490511,0.01614949,0.69025749,0.48600698,0.51112456,0.75958908,1.43404231
-4.73936968,2.89337612,0.00323079,0.52882425,0.01643135,0.67063951,0.45250969,0.49742083,0.74054988,1.37362581
-4.73336668,2.80122677,0.00335200,0.52175572,0.01683503,0.65002545,0.41903703,0.48241300,0.72021695,1.31369931
-4.72736368,2.70825168,0.00354025,0.51395206,0.01736508,0.62856692,0.38599371,0.46628247,0.69869422,1.25500270
-4.72136068,2.61570698,0.00381025,0.50569194,0.01802732,0.60646138,0.35376908,0.44924348,0.67612856,1.19826159
-4.71535768,2.52490604,0.00417864,0.49727178,0.01882889,0.58394595,0.32272886,0.43153785,0.65270562,1.14416970
-4.70935468,2.43718525,0.00466407,0.48899660,0.01977833,0.56129047,0.29320858,0.41342894,0.62864473,1.09337248
-4.70335168,2.35386989,0.00528735,0.48117075,0.02088561,0.53879000,0.26550897,0.39519511,0.60419329,1.04645270
-4.69734867,2.27624123,0.00607146,0.47408863,0.02216218,0.51675708,0.23989330,0.37712279,0.57962062,1.00391828
-4.69134567,2.20550583,0.00704159,0.46802591,0.02362103,0.49551388,0.21658658,0.35949943,0.55521148,0.96619277
-4.68534267,2.14276786,0.00822504,0.46323151,0.02527667,0.47538444,0.19577646,0.34260655,0.53125940,0.93360871
-4.67933967,2.08900524,0.00965113,0.45992070,0.02714516,0.45668724,0.17761562,0.32671308,0.50806000,0.90640391
-4.67333667,2.04505002,0.01135091,0.45826946,0.02924406,0.43972819,0.16222514,0.31206918,0.48590440,0.88472074
-4.66733367,2.01157355,0.01335682,0.45841043,0.03159229,0.42479417,0.14969873,0.29890059,0.46507300,0.86860825
-4.66133067,1.98907631,0.01570215,0.46043032,0.03420994,0.41214728,0.14010729,0.28740389,0.44582959,0.85802699
-4.65532766,1.97788273,0.01842040,0.46436905,0.03711801,0.40201985,0.13350342,0.27774241,0.42841615,0.85285603
-4.64932466,1.97814044,0.02154440,0.47022041,0.04033790,0.39461024,0.12992563,0.27004312,0.41304829,0.85290205
-4.64332166,1.98982379,0.02510536,0.47793415,0.04389090,0.39007955,0.12940189,0.26439441,0.39991151,0.85790974
