energy_ev,total_up,Ag_p_up,Ag_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.81390695,3.92460698,1.10811729,2.07173798,0.74751010,0.84738188,0.01493224,0.27541102,0.01567262,0.54984162
-5.80790395,4.01636817,1.12211017,2.14317040,0.77178296,0.85379656,0.01465626,0.27829320,0.01571271,0.56096314
-5.80190095,4.11153434,1.13735311,2.21708603,0.79676763,0.86018909,0.01440091,0.28115782,0.01577240,0.57235400
-5.79589795,4.20882149,1.15365702,2.29255035,0.82209900,0.86647049,0.01416986,0.28394263,0.01585188,0.58383223
-5.78989495,4.30678415,1.17078868,2.36853600,0.84738303,0.87252872,0.01396533,0.28658032,0.01594986,0.59519433
-5.78389195,4.40383730,1.18847428,2.44393873,0.87220422,0.87822953,0.01378806,0.28899959,0.01606352,0.60621810
-5.77788894,4.49828731,1.20640489,2.51759814,0.89613448,0.88341919,0.01363721,0.29112652,0.01618860,0.61666676
-5.77188594,4.58837082,1.22424354,2.58832251,0.91874298,0.88792886,0.01351044,0.29288635,0.01631953,0.62629429
-5.76588294,4.67230019,1.24163363,2.65491712,0.93960677,0.89158063,0.01340399,0.29420544,0.01644968,0.63485182
-5.75987994,4.74831355,1.25820816,2.71621462,0.95832164,0.89419468,0.01331290,0.29501348,0.01657162,0.64209479
-5.75387694,4.81472712,1.27359936,2.77110647,0.97451275,0.89559719,0.01323123,0.29524568,0.01667745,0.64779049
-5.74787394,4.86998718,1.28744820,2.81857378,0.98784466,0.89562853,0.01315232,0.29484498,0.01675917,0.65172574
-5.74187094,4.91271912,1.29941322,2.85771619,0.99803021,0.89415121,0.01306915,0.29376411,0.01680905,0.65371412
-5.73586793,4.94177116,1.30917841,2.88777746,1.00483787,0.89105705,0.01297462,0.29196727,0.01681997,0.65360255
-5.72986493,4.95625038,1.31645980,2.90816643,1.00809725,0.88627317,0.01286188,0.28943151,0.01678573,0.65127685
-5.72386193,4.95554931,1.32101035,2.91847249,1.00770251,0.87976633,0.01272462,0.28614769,0.01670135,0.64666586
-5.71785893,4.93936194,1.32262341,2.91847467,1.00361368,0.87154543,0.01255733,0.28212083,0.01656324,0.63974409
-5.71185593,4.90768827,1.32113436,2.90814429,0.99585567,0.86166189,0.01235552,0.27737003,0.01636939,0.63053265
-5.70585293,4.86082759,1.31642097,2.88764086,0.98451529,0.85020806,0.01211585,0.27192786,0.01611937,0.61909850
-5.69984992,4.79936101,1.30840241,2.85730180,0.96973648,0.83731343,0.01183629,0.26583924,0.01581437,0.60555207
-5.69384692,4.72412433,1.29703733,2.81762664,0.95171398,0.82313925,0.01151610,0.25915995,0.01545709,0.59004331
-5.68784392,4.63617303,1.28232140,2.76925646,0.93068585,0.80787148,0.01115585,0.25195482,0.01505162,0.57275662
-5.68184092,4.53674131,1.26428447,2.71294995,0.90692530,0.79171275,0.01075735,0.24429567,0.01460320,0.55390463
-5.67583792,4.42719732,1.24298787,2.64955716,0.88073217,0.77487363,0.01032354,0.23625914,0.01411798,0.53372146
-5.66983492,4.30899688,1.21852181,2.57999233,0.85242451,0.75756373,0.00985830,0.22792450,0.01360279,0.51245550
-5.66383192,4.18363792,1.19100341,2.50520689,0.82233058,0.73998308,0.00936634,0.21937155,0.01306481,0.49036230
-5.65782891,4.05261745,1.16057501,2.42616398,0.79078146,0.72231423,0.00885293,0.21067871,0.01251131,0.46769764
-5.65182591,3.91739287,1.12740314,2.34381510,0.75810467,0.70471548,0.00832377,0.20192123,0.01194941,0.44471124
-5.64582291,3.77934884,1.09167780,2.25907994,0.72461873,0.68731556,0.00778471,0.19316987,0.01138580,0.42164118
-5.63981991,3.63977048,1.05361188,2.17282952,0.69062876,0.67020989,0.00724164,0.18448969,0.01082658,0.39870920
-5.63381691,3.49982347,1.01344076,2.08587321,0.65642315,0.65345864,0.00670024,0.17593928,0.01027706,0.37611705
-5.62781391,3.36054101,0.97142146,1.99894936,0.62227116,0.63708660,0.00616590,0.16757026,0.00974172,0.35404383
-5.62181091,3.22281724,0.92783151,1.91271949,0.58842126,0.62108479,0.00564354,0.15942705,0.00922410,0.33264434
-5.61580790,3.08740662,0.88296708,1.82776565,0.55510018,0.60541359,0.00513754,0.15154689,0.00872677,0.31204834
-5.60980490,2.95492833,0.83714030,1.74459054,0.52251245,0.59000734,0.00465169,0.14396005,0.00825143,0.29236067
-5.60380190,2.82587477,0.79067578,1.66361978,0.49084025,0.57477987,0.00418911,0.13669023,0.00779890,0.27366205
-5.59779890,2.70062308,0.74390626,1.58520589,0.46024350,0.55963099,0.00375227,0.12975499,0.00736925,0.25601043
-5.59179590,2.57944875,0.69716751,1.50963338,0.43086010,0.54445321,0.00334297,0.12316634,0.00696192,0.23944281
-5.58579290,2.46254019,0.65079266,1.43712451,0.40280612,0.52913876,0.00296240,0.11693124,0.00657584,0.22397728
-5.57978989,2.35001360,0.60510612,1.36784536,0.37617614,0.51358617,0.00261118,0.11105224,0.00620957,0.20961530
-5.57378689,2.24192732,0.56041744,1.30191182,0.35104350,0.49770650,0.00228937,0.10552794,0.00586143,0.19634398
-5.56778389,2.13829506,0.51701537,1.23939527,0.32746070,0.48142870,0.00199661,0.10035350,0.00552963,0.18413837
-5.56178089,2.03909776,0.47516237,1.18032789,0.30545982,0.46470399,0.00173210,0.09552108,0.00521239,0.17296367
-5.55577789,1.94429360,0.43508980,1.12470738,0.28505307,0.44750909,0.00149477,0.09102017,0.00490804,0.16277728
-5.54977489,1.85382632,0.39699415,1.07250124,0.26623363,0.42984828,0.00128324,0.08683801,0.00461507,0.15353065
-5.54377189,1.76763151,0.36103425,1.02365049,0.24897660,0.41175413,0.00109598,0.08295975,0.00433223,0.14517104
-5.53776888,1.68564126,0.32732979,0.97807302,0.23324029,0.39328703,0.00093130,0.07936880,0.00405854,0.13764298
-5.53176588,1.60778723,0.29596098,0.93566655,0.21896777,0.37453356,0.00078744,0.07604702,0.00379330,0.13088960
-5.52576288,1.53400230,0.26696945,0.89631148,0.20608872,0.35560388,0.00066262,0.07297493,0.00353613,0.12485376
-5.51975988,1.46422122,0.24036020,0.85987351,0.19452150,0.33662817,0.00055506,0.07013196,0.00328689,0.11947904
-5.51375688,1.39838051,0.21610454,0.82620638,0.18417545,0.31775254,0.00046302,0.06749670,0.00304570,0.11471049
-5.50775388,1.33641790,0.19414381,0.79515463,0.17495341,0.29913436,0.00038483,0.06504714,0.00281289,0.11049536
-5.50175088,1.27827164,0.17439364,0.76655656,0.16675426,0.28093752,0.00031893,0.06276103,0.00258894,0.10678366
-5.49574787,1.22388003,0.15674862,0.74024741,0.15947558,0.26332756,0.00026383,0.06061617,0.00237444,0.10352860
-5.48974487,1.17318128,0.14108711,0.71606290,0.15301630,0.24646716,0.00021819,0.05859083,0.00217003,0.10068699
-5.48374187,1.12611411,0.12727605,0.69384292,0.14727914,0.23051189,0.00018077,0.05666415,0.00197640,0.09821956
-5.47773887,1.08261904,0.11517564,0.67343563,0.14217304,0.21560667,0.00015046,0.05481660,0.00179417,0.09609129
-5.47173587,1.04264069,0.10464360,0.65470165,0.13761531,0.20188286,0.00012627,0.05303043,0.00162393,0.09427162
-5.46573287,1.00613080,0.09553914,0.63751850,0.13353347,0.18945619,0.00010733,0.05129015,0.00146616,0.09273471
-5.45972986,0.97305228,0.08772641,0.62178501,0.12986684,0.17842550,0.00009288,0.04958295,0.00132125,0.09145966
-5.45372686,0.94338380,0.08107740,0.60742564,0.12656780,0.16887234,0.00008228,0.04789918,0.00118943,0.09043075
-5.44772386,0.91712502,0.07547438,0.59439458,0.12360258,0.16086143,0.00007496,0.04623263,0.00107084,0.08963763
-5.44172086,0.89430201,0.07081180,0.58267942,0.12095177,0.15444181,0.00007050,0.04458094,0.00096548,0.08907547
-5.43571786,0.87497260,0.06699768,0.57230422,0.11861033,0.14964867,0.00006851,0.04294569,0.00087322,0.08874521
-5.42971486,0.85923143,0.06395461,0.56333181,0.11658728,0.14650562,0.00006875,0.04133261,0.00079383,0.08865357
-5.42371186,0.84721416,0.06162034,0.55586522,0.11490493,0.14502740,0.00007101,0.03975151,0.00072702,0.08881316
-5.41770885,0.83910067,0.05994799,0.55004802,0.11359775,0.14522267,0.00007519,0.03821618,0.00067240,0.08924244
-5.41170585,0.83511688,0.05890602,0.54606349,0.11271086,0.14709678,0.00008125,0.03674413,0.00062955,0.08996552
-5.40570285,0.83553483,0.05847791,0.54413260,0.11229825,0.15065441,0.00008925,0.03535623,0.00059805,0.09101199
-5.39969985,0.84067097,0.05866162,0.54451064,0.11242064,0.15590178,0.00009931,0.03407622,0.00057746,0.09241639
-5.39369685,0.85088231,0.05946890,0.54748272,0.11314313,0.16284838,0.00011164,0.03293013,0.00056739,0.09421774
-5.38769385,0.86656063,0.06092436,0.55335795,0.11453266,0.17150810,0.00012652,0.03194564,0.00056748,0.09645875
-5.38169085,0.88812452,0.06306446,0.56246267,0.11665538,0.18189954,0.00014431,0.03115133,0.00057746,0.09918494
-5.37568784,0.91600964,0.06593629,0.57513265,0.11957393,0.19404569,0.00016547,0.03057598,0.00059713,0.10244358
-5.36968484,0.95065721,0.06959620,0.59170464,0.12334480,0.20797275,0.00019051,0.03024774,0.00062642,0.10628249
-5.36368184,0.99250117,0.07410828,0.61250742,0.12801573,0.22370829,0.00022005,0.03019346,0.00066534,0.11074871
-5.35767884,1.04195438,0.07954265,0.63785249,0.13362342,0.24127875,0.00025477,0.03043794,0.00071405,0.11588715
-5.35167584,1.09939429,0.08597358,0.66802491,0.14019143,0.26070643,0.00029542,0.03100329,0.00077283,0.12173910
-5.34567284,1.16514849,0.09347742,0.70327432,0.14772852,0.28200614,0.00034281,0.03190841,0.00084212,0.12834083
-5.33966983,1.23948082,0.10213039,0.74380653,0.15622737,0.30518166,0.00039778,0.03316852,0.00092246,0.13572219
-5.33366683,1.32257830,0.11200613,0.78977579,0.16566390,0.33022224,0.00046123,0.03479483,0.00101456,0.14390536
-5.32766383,1.41453949,0.12317317,0.84127818,0.17599700,0.35709925,0.00053404,0.03679431,0.00111924,0.15290375
-5.32166083,1.51536462,0.13569228,0.89834596,0.18716901,0.38576334,0.00061710,0.03916960,0.00123744,0.16272105
-5.31565783,1.62494778,0.14961375,0.96094330,0.19910668,0.41614195,0.00071124,0.04191904,0.00137025,0.17335058
-5.30965483,1.74307143,0.16497467,1.02896326,0.21172267,0.44813773,0.00081724,0.04503682,0.00151880,0.18477490
-5.30365183,1.86940329,0.18179633,1.10222618,0.22491769,0.48162748,0.00093576,0.04851316,0.00168433,0.19696566
-5.29764882,2.00349575,0.20008175,1.18047940,0.23858295,0.51646208,0.00106736,0.05233466,0.00186813,0.20988377
-5.29164582,2.14478751,0.21981344,1.26339818,0.25260303,0.55246713,0.00121241,0.05648462,0.00207150,0.22347985
-5.28564282,2.29260749,0.24095162,1.35058789,0.26685892,0.58944430,0.00137110,0.06094342,0.00229574,0.23769493
-5.27963982,2.44618062,0.26343278,1.44158722,0.28123117,0.62717345,0.00154342,0.06568893,0.00254209,0.25246129
-5.27363682,2.60463528,0.28716880,1.53587225,0.29560296,0.66541522,0.00172912,0.07069677,0.00281171,0.26770360
-5.26763382,2.76701207,0.31204680,1.63286140,0.30986293,0.70391406,0.00192771,0.07594071,0.00310562,0.28334008
-5.26163082,2.93227361,0.33792953,1.73192099,0.32390767,0.74240159,0.00213846,0.08139277,0.00342466,0.29928374
-5.25562781,3.09931511,0.36465654,1.83237136,0.33764375,0.78060007,0.00236041,0.08702343,0.00376944,0.31544364
-5.24962481,3.26697552,0.39204614,1.93349345,0.35098908,0.81822595,0.00259238,0.09280159,0.00414029,0.33172612
-5.24362181,3.43404903,0.41989801,2.03453591,0.36387372,0.85499337,0.00283302,0.09869455,0.00453722,0.34803588
-5.23761881,3.59929704,0.44799654,2.13472253,0.37623995,0.89061758,0.00308082,0.10466783,0.00495987,0.36427708
-5.23161581,3.76146035,0.47611473,2.23326019,0.38804165,0.92481823,0.00333421,0.11068496,0.00540747,0.38035409
-5.22561281,3.91927200,0.50401868,2.32934728,0.39924314,0.95732264,0.00359162,0.11670726,0.00587882,0.39617233
-5.21960980,4.07147057,0.53147232,2.42218269,0.40981741,0.98786888,0.00385152,0.12269358,0.00637226,0.41163881
-5.21360680,4.21681427,0.55824253,2.51097533,0.41974406,1.01620896,0.00411255,0.12860012,0.00688565,0.42666261
-5.20760380,4.35409601,0.58410418,2.59495441,0.42900692,1.04211198,0.00437357,0.13438037,0.00741639,0.44115533
-5.20160080,4.48215935,0.60884512,2.67338024,0.43759167,1.06536745,0.00463379,0.13998516,0.00796141,0.45503144
-5.19559780,4.59991549,0.63227093,2.74555567,0.44548354,1.08578864,0.00489280,0.14536293,0.00851721,0.46820864
-5.18959480,4.70636128,0.65420915,2.81083801,0.45266534,1.10321608,0.00515071,0.15046014,0.00907990,0.48060833
-5.18359180,4.80059776,0.67451300,2.86865123,0.45911595,1.11752109,0.00540816,0.15522202,0.00964524,0.49215609
-5.17758879,4.88184906,0.69306429,2.91849818,0.46480931,1.12860929,0.00566639,0.15959349,0.01020870,0.50278232
-5.17158579,4.94948113,0.70977560,2.95997256,0.46971416,1.13642392,0.00592724,0.16352030,0.01076554,0.51242301
-5.16558279,5.00301946,0.72459153,2.99277010,0.47379444,1.14094880,0.00619319,0.16695040,0.01131091,0.52102063
-5.15957979,5.04216522,0.73748899,3.01669863,0.47701033,1.14221072,0.00646729,0.16983545,0.01183990,0.52852510
-5.15357679,5.06680880,0.74847665,3.03168645,0.47932004,1.14028111,0.00675309,0.17213234,0.01234768,0.53489493
-5.14757379,5.07703999,0.75759337,3.03778858,0.48068196,1.13527669,0.00705458,0.17380480,0.01282952,0.54009822
-5.14157079,5.07315399,0.76490588,3.03519031,0.48105731,1.12735900,0.00737604,0.17482493,0.01328096,0.54411381
-5.13556778,5.05565240,0.77050566,3.02420773,0.48041297,1.11673261,0.00772185,0.17517444,0.01369786,0.54693212
-5.12956478,5.02523871,0.77450517,3.00528488,0.47872423,1.10364200,0.00809636,0.17484578,0.01407646,0.54855597
-5.12356178,4.98280804,0.77703359,2.97898729,0.47597749,1.08836703,0.00850365,0.17384291,0.01441346,0.54900099
-5.11755878,4.92943078,0.77823219,2.94599188,0.47217248,1.07121710,0.00894731,0.17218160,0.01470609,0.54829578
-5.11155578,4.86633054,0.77824948,2.90707331,0.46732402,1.05252422,0.00943022,0.16988941,0.01495212,0.54648167
-5.10555278,4.79485690,0.77723633,2.86308704,0.46146305,1.03263504,0.00995432,0.16700521,0.01514991,0.54361204
-5.09954977,4.71645354,0.77534114,2.81494959,0.45463697,1.01190238,0.01052040,0.16357820,0.01529840,0.53975127
-5.09354677,4.63262299,0.77270534,2.76361656,0.44690921,0.99067629,0.01112793,0.15966660,0.01539713,0.53497322
-5.08754377,4.54488918,0.76945922,2.71005916,0.43835794,0.96929531,0.01177493,0.15533598,0.01544619,0.52935940
-5.08154077,4.45475911,0.76571827,2.65524011,0.42907418,0.94807805,0.01245781,0.15065727,0.01544622,0.52299685
-5.07553777,4.36368517,0.76158015,2.60008974,0.41915922,0.92731555,0.01317139,0.14570464,0.01539834,0.51597583
-5.06953477,4.27302959,0.75712237,2.54548333,0.40872163,0.90726476,0.01390887,0.14055326,0.01530414,0.50838732
-5.06353177,4.18403231,0.75240063,2.49222038,0.39787397,0.88814320,0.01466193,0.13527709,0.01516557,0.50032071
-5.05752876,4.09778352,0.74744801,2.44100672,0.38672936,0.87012523,0.01542088,0.12994679,0.01498496,0.49186143
-5.05152576,4.01520194,0.74227494,2.39244017,0.37539812,0.85333978,0.01617485,0.12462781,0.01476488,0.48308901
-5.04552276,3.93701934,0.73686988,2.34700007,0.36398473,0.83786967,0.01691208,0.11937880,0.01450815,0.47407534
-5.03951976,3.86377205,0.73120081,2.30504128,0.35258506,0.82375239,0.01762022,0.11425036,0.01421775,0.46488345
-5.03351676,3.79579925,0.72521734,2.26679250,0.34128426,0.81098231,0.01828668,0.10928414,0.01389678,0.45556679
-5.02751376,3.73324804,0.71885345,2.23235911,0.33015517,0.79951392,0.01889905,0.10451239,0.01354843,0.44616896
-5.02151076,3.67608484,0.71203073,2.20173008,0.31925746,0.78926603,0.01944545,0.09995787,0.01317593,0.43672409
-5.01550775,3.62411232,0.70466211,2.17478867,0.30863743,0.78012671,0.01991492,0.09563418,0.01278253,0.42725763
-5.00950475,3.57699103,0.69665577,2.15132631,0.29832845,0.77195853,0.02029782,0.09154639,0.01237145,0.41778770
-5.00350175,3.53426474,0.68791937,2.13105903,0.28835204,0.76460416,0.02058613,0.08769200,0.01194592,0.40832682
-4.99749875,3.49538837,0.67836425,2.11364568,0.27871939,0.75789181,0.02077370,0.08406205,0.01150909,0.39888386
-4.99149575,3.45975736,0.66790964,2.09870715,0.26943336,0.75164073,0.02085652,0.08064248,0.01106411,0.38946633
-4.98549275,3.42673747,0.65648660,2.08584589,0.26049062,0.74566633,0.02083282,0.07741549,0.01061404,0.38008264
-4.97948974,3.39569381,0.64404174,2.07466496,0.25188404,0.73978510,0.02070315,0.07436093,0.01016192,0.37074433
-4.97348674,3.36601833,0.63054038,2.06478584,0.24360493,0.73381910,0.02047034,0.07145770,0.00971073,0.36146810
-4.96748374,3.33715483,0.61596928,2.05586447,0.23564523,0.72760024,0.02013944,0.06868496,0.00926339,0.35227761
-4.96148074,3.30862064,0.60033865,2.04760501,0.22799939,0.72097417,0.01971754,0.06602323,0.00882279,0.34320476
-4.95547774,3.28002473,0.58368341,2.03977080,0.22066587,0.71380386,0.01921353,0.06345532,0.00839174,0.33429054
-4.94947474,3.25108133,0.56606372,2.03219231,0.21364823,0.70597292,0.01863783,0.06096706,0.00797303,0.32558527
-4.94347174,3.22161914,0.54756463,2.02477184,0.20695568,0.69738856,0.01800207,0.05854771,0.00756936,0.31714820
-4.93746873,3.19158573,0.52829491,2.01748492,0.20060318,0.68798417,0.01731873,0.05619031,0.00718337,0.30904655
-4.93146573,3.16104714,0.50838503,2.01037846,0.19461097,0.67772155,0.01660076,0.05389169,0.00681761,0.30135381
-4.92546273,3.13018286,0.48798445,2.00356580,0.18900364,0.66659249,0.01586125,0.05165235,0.00647454,0.29414759
-4.91945973,3.09927635,0.46725816,1.99721898,0.18380887,0.65461987,0.01511303,0.04947615,0.00615648,0.28750691
-4.91345673,3.06870161,0.44638270,1.99155856,0.17905569,0.64185789,0.01436841,0.04736982,0.00586562,0.28150912
-4.90745373,3.03890627,0.42554179,1.98684150,0.17477267,0.62839158,0.01363882,0.04534244,0.00560400,0.27622667
-4.90145073,3.01039194,0.40492162,1.98334772,0.17098593,0.61433532,0.01293459,0.04340479,0.00537345,0.27172368
-4.89544772,2.98369260,0.38470616,1.98136575,0.16771716,0.59983040,0.01226478,0.04156863,0.00517558,0.26805273
-4.88944472,2.95935194,0.36507253,1.98117834,0.16498184,0.58504172,0.01163697,0.03984602,0.00501181,0.26525186
-4.88344172,2.93790054,0.34618666,1.98304850,0.16278765,0.57015340,0.01105723,0.03824866,0.00488326,0.26334207
-4.87743872,2.91983393,0.32819937,1.98720670,0.16113330,0.55536372,0.01053004,0.03678723,0.00479080,0.26232541
-4.87143572,2.90559236,0.31124314,1.99383968,0.16000778,0.54087936,0.01005830,0.03547084,0.00473503,0.26218381
-4.86543272,2.89554326,0.29542949,2.00308141,0.15939016,0.52690908,0.00964341,0.03430657,0.00471626,0.26287879
-4.85942971,2.88996692,0.28084721,2.01500656,0.15924992,0.51365733,0.00928535,0.03329911,0.00473454,0.26435207
-4.85342671,2.88904615,0.26756143,2.02962661,0.15954778,0.50131772,0.00898281,0.03245051,0.00478963,0.26652708
-4.84742371,2.89286018,0.25561354,2.04688891,0.16023713,0.49006691,0.00873334,0.03176004,0.00488106,0.26931134
-4.84142071,2.90138291,0.24502195,2.06667834,0.16126590,0.48005897,0.00853356,0.03122425,0.00500814,0.27259964
-4.83541771,2.91448563,0.23578350,2.08882163,0.16257869,0.47142061,0.00837929,0.03083698,0.00516994,0.27627789
-4.82941471,2.93194367,0.22787563,2.11309390,0.16411929,0.46424729,0.00826581,0.03058967,0.00536540,0.28022742
-4.82341171,2.95344671,0.22125899,2.13922703,0.16583322,0.45860064,0.00818800,0.03047162,0.00559331,0.28432952
-4.81740870,2.97861203,0.21588043,2.16691942,0.16767026,0.45450701,0.00814053,0.03047039,0.00585234,0.28847007
-4.81140570,3.00700005,0.21167617,2.19584652,0.16958685,0.45195739,0.00811805,0.03057225,0.00614111,0.29254395
-4.80540270,3.03813116,0.20857509,2.22567175,0.17154806,0.45090856,0.00811532,0.03076268,0.00645814,0.29645905
-4.79939970,3.07150324,0.20650181,2.25605716,0.17352933,0.45128556,0.00812734,0.03102688,0.00680197,0.30013960
-4.79339670,3.10660890,0.20537967,2.28667346,0.17551746,0.45298509,0.00814944,0.03135031,0.00717107,0.30352882
-4.78739370,3.14295176,0.20513319,2.31720902,0.17751119,0.45587992,0.00817740,0.03171922,0.00756391,0.30659050
-4.78139070,3.18006121,0.20569031,2.34737759,0.17952100,0.45982396,0.00820743,0.03212109,0.00797895,0.30930975
-4.77538769,3.21750496,0.20698391,2.37692447,0.18156842,0.46465780,0.00823628,0.03254515,0.00841457,0.31169258
-4.76938469,3.25489932,0.20895296,2.40563111,0.18368466,0.47021448,0.00826116,0.03298273,0.00886913,0.31376457
-4.76338169,3.29191663,0.21154312,2.43331807,0.18590871,0.47632521,0.00827980,0.03342761,0.00934090,0.31556868
-4.75737869,3.32829014,0.21470676,2.45984648,0.18828510,0.48282484,0.00829037,0.03387626,0.00982801,0.31716221
-4.75137569,3.36381619,0.21840264,2.48511808,0.19086131,0.48955691,0.00829147,0.03432802,0.01032850,0.31861324
-4.74537269,3.39835387,0.22259516,2.50907402,0.19368501,0.49637800,0.00828203,0.03478519,0.01084020,0.31999668
-4.73936968,3.43182255,0.22725332,2.53169267,0.19680134,0.50316135,0.00826130,0.03525301,0.01136078,0.32139009
-4.73336668,3.46419753,0.23234950,2.55298665,0.20025026,0.50979957,0.00822877,0.03573953,0.01188770,0.32286965
-4.72736368,3.49550424,0.23785812,2.57299924,0.20406430,0.51620646,0.00818412,0.03625545,0.01241821,0.32450631
-4.72136068,3.52581135,0.24375431,2.59180052,0.20826654,0.52231792,0.00812713,0.03681378,0.01294941,0.32636240
-4.71535768,3.55522319,0.25001266,2.60948320,0.21286920,0.52809193,0.00805770,0.03742950,0.01347820,0.32848886
-4.70935468,3.58387196,0.25660614,2.62615853,0.21787278,0.53350779,0.00797578,0.03811906,0.01400139,0.33092311
-4.70335168,3.61190984,0.26350524,2.64195219,0.22326572,0.53856468,0.00788135,0.03889988,0.01451574,0.33368783
-4.69734867,3.63950154,0.27067739,2.65700041,0.22902475,0.54327962,0.00777440,0.03978972,0.01501802,0.33679033
-4.69134567,3.66681736,0.27808667,2.67144623,0.23511570,0.54768517,0.00765496,0.04080610,0.01550513,0.34022288
-4.68534267,3.69402695,0.28569383,2.68543594,0.24149489,0.55182681,0.00752312,0.04196560,0.01597415,0.34396360
-4.67933967,3.72129384,0.29345669,2.69911582,0.24811090,0.55576035,0.00737898,0.04328319,0.01642249,0.34797800
-4.67333667,3.74877083,0.30133065,2.71262887,0.25490659,0.55954938,0.00722279,0.04477159,0.01684795,0.35222093
-4.66733367,3.77659622,0.30926966,2.72611179,0.26182137,0.56326300,0.00705491,0.04644067,0.01724886,0.35663890
-4.66133067,3.80489074,0.31722715,2.73969194,0.26879348,0.56697388,0.00687585,0.04829684,0.01762411,0.36117248
-4.65532766,3.83375517,0.32515720,2.75348439,0.27576217,0.57075665,0.00668636,0.05034258,0.01797327,0.36575871
-4.64932466,3.86326855,0.33301576,2.76758897,0.28266976,0.57468682,0.00648743,0.05257606,0.01829660,0.37033341
-4.64332166,3.89348685,0.34076176,2.78208738,0.28946335,0.57884003,0.00628031,0.05499084,0.01859510,0.37483316
