energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-5.84392196,4.56952806,0.01811221,0.75371049,1.13371165,2.20708918,1.45814637,0.00000000
-5.83791896,4.54249267,0.01701187,0.72457718,1.07297014,2.22069294,1.45517423,0.00000000
-5.83191596,4.54431359,0.01610029,0.69862028,1.01911674,2.24845712,1.46223547,0.00000000
-5.82591296,4.57456847,0.01538399,0.67586418,0.97228242,2.29001323,1.47920656,0.00000000
-5.81990995,4.63223645,0.01486591,0.65625469,0.93244774,2.34469383,1.50576110,0.00000000
-5.81390695,4.71572235,0.01454554,0.63966579,0.89945427,2.41154244,1.54137687,0.00000000
-5.80790395,4.82289169,0.01441913,0.62590728,0.87301804,2.48932944,1.58534640,0.00000000
-5.80190095,4.95111624,0.01447991,0.61473339,0.85274441,2.57657426,1.63679122,0.00000000
-5.79589795,5.09733010,0.01471841,0.60585187,0.83814417,2.67157391,1.69467968,0.00000000
-5.78989495,5.25809566,0.01512270,0.59893347,0.82865025,2.77243759,1.75784822,0.00000000
-5.78389195,5.42967867,0.01567869,0.59362175,0.82363488,2.87712698,1.82502578,0.00000000
-5.77788894,5.60813125,0.01637049,0.58954284,0.82242681,2.98350161,1.89486105,0.00000000
-5.77188594,5.78938114,0.01718067,0.58631523,0.82432842,3.08936821,1.96595186,0.00000000
-5.76588294,5.96932509,0.01809064,0.58355938,0.82863232,3.19253279,2.03687622,0.00000000
-5.75987994,6.14392390,0.01908095,0.58090691,0.83463734,3.29085389,2.10622393,0.00000000
-5.75387694,6.30929633,0.02013163,0.57800933,0.84166354,3.38229537,2.17262795,0.00000000
-5.74787394,6.46180875,0.02122246,0.57454614,0.84906603,3.46497674,2.23479457,0.00000000
-5.74187094,6.59815755,0.02233335,0.57023199,0.85624731,3.53721922,2.29153117,0.00000000
-5.73586793,6.71544128,0.02344455,0.56482286,0.86266783,3.59758575,2.34177076,0.00000000
-5.72986493,6.81121984,0.02453699,0.55812100,0.86785465,3.64491331,2.38459234,0.00000000
-5.72386193,6.88355855,0.02559246,0.54997847,0.87140781,3.67833630,2.41923650,0.00000000
-5.71785893,6.93105562,0.02659388,0.54029917,0.87300449,3.69729990,2.44511555,0.00000000
-5.71185593,6.95285209,0.02752545,0.52903935,0.87240061,3.70156321,2.46181816,0.00000000
-5.70585293,6.94862430,0.02837283,0.51620637,0.86943025,3.69119195,2.46910850,0.00000000
-5.69984992,6.91855992,0.02912327,0.50185601,0.86400255,3.66654143,2.46692009,0.00000000
-5.69384692,6.86331899,0.02976569,0.48608827,0.85609678,3.62823081,2.45534500,0.00000000
-5.68784392,6.78398263,0.03029080,0.46904183,0.84575548,3.57711002,2.43461919,0.00000000
-5.68184092,6.68199211,0.03069108,0.45088754,0.83307628,3.51422125,2.40510483,0.00000000
-5.67583792,6.55908199,0.03096089,0.43182113,0.81820279,3.44075707,2.36727076,0.00000000
-5.66983492,6.41721055,0.03109643,0.41205540,0.80131502,3.35801722,2.32167206,0.00000000
-5.66383192,6.25849121,0.03109580,0.39181243,0.78261980,3.26736636,2.26892981,0.00000000
-5.65782891,6.08512804,0.03095892,0.37131599,0.76234174,3.17019466,2.20971192,0.00000000
-5.65182591,5.89935828,0.03068757,0.35078444,0.74071504,3.06788300,2.14471585,0.00000000
-5.64582291,5.70340386,0.03028535,0.33042456,0.71797657,2.96177414,2.07465382,0.00000000
-5.63981991,5.49943355,0.02975761,0.31042639,0.69436043,2.85315075,2.00024071,0.00000000
-5.63381691,5.28953623,0.02911141,0.29095933,0.67009409,2.74322084,1.92218496,0.00000000
-5.62781391,5.07570534,0.02835548,0.27216944,0.64539621,2.63311036,1.84118235,0.00000000
-5.62181091,4.85983364,0.02750002,0.25417819,0.62047595,2.52386273,1.75791227,0.00000000
-5.61580790,4.64371677,0.02655669,0.23708235,0.59553376,2.41644411,1.67303620,0.00000000
-5.60980490,4.42906381,0.02553838,0.22095503,0.57076308,2.31175347,1.58719788,0.00000000
-5.60380190,4.21751245,0.02445905,0.20584773,0.54635305,2.21063562,1.50102451,0.00000000
-5.59779890,4.01064653,0.02333352,0.19179302,0.52249142,2.11389596,1.41512852,0.00000000
-5.59179590,3.81001353,0.02217719,0.17880782,0.49936773,2.02231503,1.33010937,0.00000000
-5.58579290,3.61713974,0.02100584,0.16689687,0.47717610,1.93666150,1.24655496,0.00000000
-5.57978989,3.43354145,0.01983529,0.15605627,0.45611752,1.85770211,1.16504224,0.00000000
-5.57378689,3.26073061,0.01868113,0.14627677,0.43640134,1.78620761,1.08613703,0.00000000
-5.56778389,3.10021409,0.01755839,0.13754677,0.41824583,1.72295380,1.01039277,0.00000000
-5.56178089,2.95348616,0.01648131,0.12985472,0.40187779,1.66871735,0.93834831,0.00000000
-5.55577789,2.82201430,0.01546300,0.12319104,0.38753106,1.62426632,0.87052497,0.00000000
-5.54977489,2.70721908,0.01451526,0.11754925,0.37544419,1.59034573,0.80742300,0.00000000
-5.54377189,2.61044900,0.01364835,0.11292656,0.36585740,1.56765890,0.74951765,0.00000000
-5.53776888,2.53295176,0.01287081,0.10932380,0.35900886,1.55684539,0.69725528,0.00000000
-5.53176588,2.47584354,0.01218939,0.10674479,0.35513077,1.55845686,0.65104964,0.00000000
-5.52576288,2.44007797,0.01160899,0.10519529,0.35444524,1.57293207,0.61127856,0.00000000
-5.51975988,2.42641645,0.01113265,0.10468158,0.35716047,1.60057235,0.57828134,0.00000000
-5.51375688,2.43540155,0.01076164,0.10520886,0.36346710,1.64151912,0.55235669,0.00000000
-5.50775388,2.46733472,0.01049554,0.10677952,0.37353525,1.69573448,0.53376157,0.00000000
-5.50175088,2.52225961,0.01033241,0.10939139,0.38751208,1.76298621,0.52271057,0.00000000
-5.49574787,2.59995173,0.01026899,0.11303622,0.40552008,1.84283797,0.51937598,0.00000000
-5.48974487,2.69991511,0.01030091,0.11769818,0.42765602,1.93464548,0.52388822,0.00000000
-5.48374187,2.82138587,0.01042293,0.12335281,0.45399045,2.03755895,0.53633649,0.00000000
-5.47773887,2.96334284,0.01062915,0.12996609,0.48456771,2.15053211,0.55676954,0.00000000
-5.47173587,3.12452456,0.01091330,0.13749393,0.51940619,2.27233735,0.58519614,0.00000000
-5.46573287,3.30345196,0.01126890,0.14588198,0.55849870,2.40158689,0.62158532,0.00000000
-5.45972986,3.49845594,0.01168943,0.15506570,0.60181272,2.53675909,0.66586602,0.00000000
-5.45372686,3.70770863,0.01216854,0.16497075,0.64929033,2.67622919,0.71792623,0.00000000
-5.44772386,3.92925731,0.01270010,0.17551355,0.70084774,2.81830335,0.77761151,0.00000000
-5.44172086,4.16105974,0.01327826,0.18660221,0.75637415,2.96125502,0.84472292,0.00000000
-5.43571786,4.40101985,0.01389751,0.19813740,0.81573010,3.10336233,0.91901449,0.00000000
-5.42971486,4.64702274,0.01455260,0.21001352,0.87874517,3.24294548,1.00019040,0.00000000
-5.42371186,4.89696804,0.01523853,0.22211988,0.94521519,3.37840279,1.08790205,0.00000000
-5.41770885,5.14880077,0.01595040,0.23434195,1.01489921,3.50824444,1.18174531,0.00000000
-5.41170585,5.40053923,0.01668337,0.24656262,1.08751637,3.63112294,1.28125824,0.00000000
-5.40570285,5.65029935,0.01743246,0.25866350,1.16274309,3.74585932,1.38591948,0.00000000
-5.39969985,5.89631513,0.01819250,0.27052618,1.24021079,3.85146446,1.49514774,0.00000000
-5.39369685,6.13695517,0.01895801,0.28203358,1.31950464,3.94715499,1.60830251,0.00000000
-5.38769385,6.37073505,0.01972310,0.29307113,1.40016352,4.03236336,1.72468622,0.00000000
-5.38169085,6.59632584,0.02048144,0.30352806,1.48168162,4.10674185,1.84354810,0.00000000
-5.37568784,6.81255878,0.02122625,0.31329866,1.56351174,4.17016066,1.96408965,0.00000000
-5.36968484,7.01842637,0.02195035,0.32228345,1.64507056,4.22270017,2.08547185,0.00000000
-5.36368184,7.21308034,0.02264622,0.33039039,1.72574578,4.26463776,2.20682389,0.00000000
-5.35767884,7.39582666,0.02330615,0.33753604,1.80490506,4.29642977,2.32725337,0.00000000
-5.35167584,7.56611806,0.02392237,0.34364661,1.88190652,4.31868925,2.44585761,0.00000000
-5.34567284,7.72354464,0.02448727,0.34865906,1.95611044,4.33216041,2.56173584,0.00000000
-5.33966983,7.86782261,0.02499364,0.35252199,2.02689182,4.33769062,2.67400180,0.00000000
-5.33366683,7.99878213,0.02543482,0.35519644,2.09365307,4.33620100,2.78179643,0.00000000
-5.32766383,8.11635414,0.02580501,0.35665661,2.15583656,4.32865664,2.88430026,0.00000000
-5.32166083,8.22055711,0.02609942,0.35689032,2.21293622,4.31603746,2.98074500,0.00000000
-5.31565783,8.31148369,0.02631452,0.35589936,2.26450787,4.29931063,3.07042408,0.00000000
-5.30965483,8.38928795,0.02644811,0.35369953,2.31017766,4.27940547,3.15270174,0.00000000
-5.30365183,8.45417329,0.02649948,0.35032052,2.34964835,4.25719146,3.22702046,0.00000000
-5.29764882,8.50638138,0.02646946,0.34580551,2.38270314,4.23346001,3.29290656,0.00000000
-5.29164582,8.54618222,0.02636039,0.34021053,2.40920684,4.20891016,3.34997383,0.00000000
-5.28564282,8.57386546,0.02617605,0.33360355,2.42910457,4.18413859,3.39792513,0.00000000
-5.27963982,8.58973284,0.02592158,0.32606337,2.44241795,4.15963353,3.43655219,0.00000000
-5.27363682,8.59409186,0.02560327,0.31767823,2.44923906,4.13577261,3.46573347,0.00000000
-5.26763382,8.58725017,0.02522834,0.30854425,2.44972267,4.11282402,3.48543047,0.00000000
-5.26163082,8.56951090,0.02480470,0.29876376,2.44407693,4.09095044,3.49568254,0.00000000
-5.25562781,8.54116824,0.02434064,0.28844336,2.43255324,4.07021513,3.49660064,0.00000000
-5.24962481,8.50250352,0.02384456,0.27769207,2.41543559,4.05058945,3.48836014,0.00000000
-5.24362181,8.45378124,0.02332465,0.26661929,2.39303006,4.03196129,3.47119305,0.00000000
-5.23761881,8.39524533,0.02278863,0.25533288,2.36565479,4.01414369,3.44537998,0.00000000
-5.23161581,8.32711550,0.02224345,0.24393722,2.33363086,3.99688344,3.41124216,0.00000000
-5.22561281,8.24958404,0.02169510,0.23253141,2.29727453,3.97986928,3.36913369,0.00000000
-5.21960980,8.16281339,0.02114842,0.22120771,2.25689093,3.96273973,3.31943442,0.00000000
-5.21360680,8.06693500,0.02060701,0.21005005,2.21276955,3.94509070,3.26254370,0.00000000
-5.20760380,7.96205005,0.02007311,0.19913289,2.16518147,3.92648318,3.19887507,0.00000000
-5.20160080,7.84823283,0.01954767,0.18852039,2.11437845,3.90645144,3.12885229,0.00000000
-5.19559780,7.72553726,0.01903040,0.17826580,2.06059375,3.88451243,3.05290665,0.00000000
-5.18959480,7.59400720,0.01851984,0.16841125,2.00404452,3.86017666,2.97147567,0.00000000
-5.18359180,7.45369094,0.01801363,0.15898788,1.94493558,3.83296137,2.88500321,0.00000000
-5.17758879,7.30466001,0.01750865,0.15001633,1.88346426,3.80240605,2.79394088,0.00000000
-5.17158579,7.14703209,0.01700130,0.14150744,1.81982611,3.76809067,2.69875052,0.00000000
-5.16558279,6.98099752,0.01648775,0.13346336,1.75422093,3.72965636,2.59990763,0.00000000
-5.15957979,6.80684846,0.01596425,0.12587885,1.68685904,3.68682816,2.49790521,0.00000000
-5.15357679,6.62500947,0.01542732,0.11874275,1.61796709,3.63943910,2.39325793,0.00000000
-5.14757379,6.43606769,0.01487403,0.11203961,1.54779338,3.58745451,2.28650584,0.00000000
-5.14157079,6.24080094,0.01430221,0.10575135,1.47661212,3.53099519,2.17821759,0.00000000
-5.13556778,6.04020145,0.01371055,0.09985891,1.40472653,3.47035799,2.06899234,0.00000000
-5.12956478,5.83549318,0.01309879,0.09434383,1.33247040,3.40603201,1.95946029,0.00000000
-5.12356178,5.62814079,0.01246767,0.08918962,1.26020807,3.33870880,1.85028131,0.00000000
-5.11755878,5.41984825,0.01181903,0.08438297,1.18833271,3.26928493,1.74214161,0.00000000
-5.11155578,5.21254593,0.01115568,0.07991464,1.11726287,3.19885571,1.63574816,0.00000000
-5.10555278,5.00836511,0.01048136,0.07578006,1.04743746,3.12869888,1.53182104,0.00000000
-5.09954977,4.80959970,0.00980053,0.07197961,0.97930924,3.06024794,1.43108375,0.00000000
-5.09354677,4.61865555,0.00911828,0.06851851,0.91333711,2.99505490,1.33425179,0.00000000
-5.08754377,4.43798849,0.00844009,0.06540645,0.84997752,2.93474332,1.24201986,0.00000000
-5.08154077,4.27003282,0.00777166,0.06265687,0.78967525,2.88095261,1.15504817,0.00000000
-5.07553777,4.11712291,0.00711868,0.06028594,0.73285400,2.83527561,1.07394832,0.00000000
-5.06953477,3.98141068,0.00648669,0.05831141,0.67990709,2.79919169,0.99926942,0.00000000
-5.06353177,3.86478258,0.00588088,0.05675123,0.63118870,2.77399822,0.93148486,0.00000000
-5.05752876,3.76877970,0.00530596,0.05562216,0.58700585,2.76074362,0.87098041,0.00000000
-5.05152576,3.69452478,0.00476604,0.05493824,0.54761146,2.76016523,0.81804401,0.00000000
-5.04552276,3.64265981,0.00426456,0.05470946,0.51319869,2.77263527,0.77285775,0.00000000
-5.03951976,3.61329749,0.00380421,0.05494045,0.48389667,2.79811813,0.73549230,0.00000000
-5.03351676,3.60598951,0.00338696,0.05562938,0.45976769,2.83614166,0.70590395,0.00000000
-5.02751376,3.61971372,0.00301401,0.05676707,0.44080587,2.88578462,0.68393442,0.00000000
-5.02151076,3.65288164,0.00268583,0.05833641,0.42693721,2.94568187,0.66931346,0.00000000
-5.01550775,3.70336668,0.00240224,0.06031200,0.41802105,3.01404787,0.66166398,0.00000000
-5.00950475,3.76855276,0.00216242,0.06266014,0.41385256,3.08871851,0.66050965,0.00000000
-5.00350175,3.84540172,0.00196502,0.06533911,0.41416640,3.16720981,0.66528463,0.00000000
-4.99749875,3.93053729,0.00180817,0.06829974,0.41864111,3.24679177,0.67534506,0.00000000
-4.99149575,4.02034245,0.00168963,0.07148622,0.42690430,3.32457445,0.68998208,0.00000000
-4.98549275,4.11106633,0.00160679,0.07483715,0.43853833,3.39760264,0.70843581,0.00000000
-4.97948974,4.19893648,0.00155674,0.07828680,0.45308649,3.46295537,0.72991005,0.00000000
-4.97348674,4.28027185,0.00153637,0.08176647,0.47005948,3.51784559,0.75358724,0.00000000
-4.96748374,4.35159192,0.00154239,0.08520598,0.48894232,3.55971597,0.77864338,0.00000000
-4.96148074,4.40971780,0.00157135,0.08853519,0.50920140,3.58632625,0.80426258,0.00000000
-4.95547774,4.45186106,0.00161974,0.09168547,0.53029188,3.59582857,0.82965095,0.00000000
-4.94947474,4.47569723,0.00168398,0.09459122,0.55166534,3.58682738,0.85404967,0.00000000
-4.94347174,4.47942131,0.00176048,0.09719122,0.57277767,3.55842153,0.87674692,0.00000000
-4.93746873,4.46178375,0.00184569,0.09942987,0.59309720,3.51022700,0.89708873,0.00000000
-4.93146573,4.42210614,0.00193610,0.10125830,0.61211296,3.44237966,0.91448844,0.00000000
-4.92546273,4.36027690,0.00202832,0.10263535,0.62934310,3.35551858,0.92843474,0.00000000
-4.91945973,4.27672829,0.00211910,0.10352823,0.64434319,3.25075115,0.93849835,0.00000000
-4.91345673,4.17239652,0.00220540,0.10391319,0.65671437,3.12960226,0.94433713,0.00000000
-4.90745373,4.04866776,0.00228441,0.10377577,0.66611102,2.99395053,0.94569964,0.00000000
-4.90145073,3.90731305,0.00235361,0.10311104,0.67224776,2.84595477,0.94242714,0.00000000
-4.89544772,3.75041559,0.00241080,0.10192351,0.67490556,2.68797456,0.93445402,0.00000000
-4.88944472,3.58029375,0.00245416,0.10022696,0.67393660,2.52248867,0.92180660,0.00000000
-4.88344172,3.39942330,0.00248225,0.09804401,0.66926769,2.35201478,0.90460036,0.00000000
-4.87743872,3.21036183,0.00249408,0.09540560,0.66090204,2.17903406,0.88303554,0.00000000
-4.87143572,3.01567809,0.00248906,0.09235024,0.64891915,2.00592316,0.85739135,0.00000000
-4.86543272,2.81788849,0.00246706,0.08892323,0.63347287,1.83489607,0.82801865,0.00000000
-4.85942971,2.61940226,0.00242837,0.08517572,0.61478735,1.66795721,0.79533142,0.00000000
-4.85342671,2.42247639,0.00237369,0.08116367,0.59315133,1.50686675,0.75979714,0.00000000
-4.84742371,2.22918082,0.00230409,0.07694677,0.56891052,1.35311827,0.72192626,0.00000000
-4.84142071,2.04137384,0.00222097,0.07258739,0.54245865,1.20792847,0.68226106,0.00000000
-4.83541771,1.86068722,0.00212602,0.06814938,0.51422728,1.07223777,0.64136426,0.00000000
-4.82941471,1.68852026,0.00202118,0.06369705,0.48467490,0.94672074,0.59980750,0.00000000
-4.82341171,1.52604163,0.00190855,0.05929407,0.45427551,0.83180440,0.55816027,0.00000000
-4.81740870,1.37419781,0.00179037,0.05500250,0.42350738,0.72769286,0.51697938,0.00000000
-4.81140570,1.23372666,0.00166894,0.05088189,0.39284205,0.63439623,0.47679935,0.00000000
-4.80540270,1.10517493,0.00154661,0.04698847,0.36273427,0.55176206,0.43812394,0.00000000
-4.79939970,0.98891832,0.00142573,0.04337445,0.33361283,0.47950770,0.40141909,0.00000000
-4.79339670,0.88518292,0.00130863,0.04008740,0.30587290,0.41725192,0.36710725,0.00000000
-4.78739370,0.79406710,0.00119762,0.03716983,0.27986972,0.36454489,0.33556336,0.00000000
-4.78139070,0.71556286,0.00109497,0.03465874,0.25591390,0.32089522,0.30711226,0.00000000
-4.77538769,0.64957611,0.00100297,0.03258537,0.23426829,0.28579379,0.28202776,0.00000000
-4.76938469,0.59594534,0.00092392,0.03097500,0.21514640,0.25873365,0.26053301,0.00000000
-4.76338169,0.55445835,0.00086022,0.02984682,0.19871221,0.23922618,0.24280214,0.00000000
-4.75737869,0.52486701,0.00081440,0.02921385,0.18508123,0.22681327,0.22896311,0.00000000
-4.75137569,0.50689992,0.00078919,0.02908299,0.17432268,0.22107615,0.21910136,0.00000000
-4.74537269,0.50027327,0.00078762,0.02945507,0.16646251,0.22164088,0.21326433,0.00000000
-4.73936968,0.50470001,0.00081303,0.03032499,0.16148725,0.22818131,0.21146649,0.00000000
-4.73336668,0.51989764,0.00086923,0.03168192,0.15934831,0.24041971,0.21369488,0.00000000
-4.72736368,0.54559498,0.00096047,0.03350967,0.15996679,0.25812588,0.21991496,0.00000000
-4.72136068,0.58153822,0.00109157,0.03578705,0.16323852,0.28111503,0.23007664,0.00000000
-4.71535768,0.62749652,0.00126789,0.03848842,0.16903939,0.30924483,0.24412046,0.00000000
-4.70935468,0.68326726,0.00149538,0.04158439,0.17723077,0.34241220,0.26198372,0.00000000
-4.70335168,0.74868126,0.00178053,0.04504263,0.18766495,0.38054979,0.28360656,0.00000000
-4.69734867,0.82360770,0.00213034,0.04882881,0.20019071,0.42362254,0.30893781,0.00000000
-4.69134567,0.90795873,0.00255221,0.05290775,0.21465866,0.47162424,0.33794038,0.00000000
-4.68534267,1.00169347,0.00305379,0.05724461,0.23092648,0.52457410,0.37059624,0.00000000
-4.67933967,1.10482094,0.00364285,0.06180619,0.24886379,0.58251325,0.40691044,0.00000000
-4.67333667,1.21740151,0.00432700,0.06656228,0.26835663,0.64550100,0.44691425,0.00000000
-4.66733367,1.33954632,0.00511349,0.07148697,0.28931127,0.71361067,0.49066700,0.00000000
-4.66133067,1.47141407,0.00600887,0.07655989,0.31165712,0.78692493,0.53825627,0.00000000
-4.65532766,1.61320487,0.00701868,0.08176723,0.33534872,0.86553044,0.58979648,0.00000000
-4.64932466,1.76515061,0.00814711,0.08710263,0.36036643,0.94951178,0.64542537,0.00000000
-4.64332166,1.92750181,0.00939665,0.09256768,0.38671573,1.03894478,0.70529843,0.00000000
-4.63731866,2.10051096,0.01076775,0.09817208,0.41442505,1.13388930,0.76958114,0.00000000
-4.63131566,2.28441247,0.01225849,0.10393343,0.44354191,1.23438171,0.83843916,0.00000000
-4.62531266,2.47940006,0.01386430,0.10987653,0.47412759,1.34042747,0.91202660,0.00000000
-4.61930965,2.68560204,0.01557775,0.11603227,0.50625029,1.45199416,0.99047262,0.00000000
-4.61330665,2.90305571,0.01738840,0.12243612,0.53997694,1.56900537,1.07386693,0.00000000
-4.60730365,3.13168191,0.01928270,0.12912621,0.57536408,1.69133596,1.16224463,0.00000000
-4.60130065,3.37126107,0.02124406,0.13614115,0.61244804,1.81880898,1.25557098,0.00000000
-4.59529765,3.62141188,0.02325298,0.14351756,0.65123494,1.95119465,1.35372692,0.00000000
-4.58929465,3.88157388,0.02528730,0.15128758,0.69169097,2.08821144,1.45649595,0.00000000
-4.58329165,4.15099498,0.02732256,0.15947635,0.73373348,2.22952934,1.56355306,0.00000000
-4.57728864,4.42872466,0.02933247,0.16809955,0.77722332,2.37477502,1.67445644,0.00000000
-4.57128564,4.71361328,0.03128949,0.17716133,0.82195909,2.52353862,1.78864256,0.00000000
-4.56528264,5.00431780,0.03316544,0.18665244,0.86767354,2.67538148,1.90542483,0.00000000
-4.55927964,5.29931353,0.03493221,0.19654891,0.91403254,2.82984412,2.02399653,0.00000000
-4.55327664,5.59691156,0.03656251,0.20681122,0.96063691,2.98645375,2.14343777,0.00000000
-4.54727364,5.89528088,0.03803058,0.21738401,1.00702712,3.14473039,2.26272671,0.00000000
-4.54127064,6.19247439,0.03931297,0.22819643,1.05269085,3.30419090,2.38075470,0.00000000
-4.53526763,6.48645742,0.04038914,0.23916305,1.09707337,3.46435017,2.49634509,0.00000000
-4.52926463,6.77513777,0.04124214,0.25018531,1.13959019,3.62471916,2.60827514,0.00000000
-4.52326163,7.05639605,0.04185909,0.26115353,1.17964187,3.78479950,2.71530044,0.00000000
-4.51725863,7.32811544,0.04223161,0.27194925,1.21663026,3.94407481,2.81618123,0.00000000
-4.51125563,7.58820998,0.04235606,0.28244801,1.24997565,4.10199929,2.90970973,0.00000000
-4.50525263,7.83465110,0.04223375,0.29252232,1.27913421,4.25798419,2.99473786,0.00000000
-4.49924962,8.06549210,0.04187090,0.30204473,1.30361506,4.41138357,3.07020443,0.00000000
-4.49324662,8.27889062,0.04127855,0.31089099,1.32299633,4.56148029,3.13516123,0.00000000
-4.48724362,8.47312960,0.04047229,0.31894309,1.33693960,4.70747413,3.18879712,0.00000000
-4.48124062,8.64663706,0.03947194,0.32609219,1.34520228,4.84847331,3.23045965,0.00000000
-4.47523762,8.79800543,0.03830103,0.33224123,1.34764733,4.98349097,3.25967361,0.00000000
-4.46923462,8.92601096,0.03698633,0.33730729,1.34425023,5.11144806,3.27615601,0.00000000
-4.46323162,9.02963382,0.03555717,0.34122359,1.33510272,5.23118339,3.27982709,0.00000000
-4.45722861,9.10807904,0.03404487,0.34394104,1.32041348,5.34147161,3.27081724,0.00000000
-4.45122561,9.16079856,0.03248199,0.34542938,1.30050558,5.44104932,3.24946940,0.00000000
-4.44522261,9.18751395,0.03090169,0.34567795,1.27581093,5.52864862,3.21633705,0.00000000
-4.43921961,9.18823920,0.02933708,0.34469587,1.24686192,5.60303751,3.17217767,0.00000000
-4.43321661,9.16330269,0.02782050,0.34251198,1.21428061,5.66306534,3.11794182,0.00000000
-4.42721361,9.11336687,0.02638293,0.33917418,1.17876570,5.70771160,3.05475799,0.00000000
-4.42121061,9.03944421,0.02505343,0.33474849,1.14107784,5.73613557,2.98391338,0.00000000
-4.41520760,8.94290761,0.02385853,0.32931771,1.10202363,5.74772435,2.90683105,0.00000000
-4.40920460,8.82549342,0.02282179,0.32297970,1.06243860,5.74213638,2.82504382,0.00000000
-4.40320160,8.68929539,0.02196337,0.31584544,1.02316984,5.71933810,2.74016515,0.00000000
-4.39719860,8.53674801,0.02129960,0.30803671,0.98505836,5.67963086,2.65385782,0.00000000
-4.39119560,8.37059798,0.02084268,0.29968364,0.94892176,5.62366639,2.56780073,0.00000000
-4.38519260,8.19386319,0.02060044,0.29092201,0.91553730,5.55244894,2.48365443,0.00000000
-4.37918959,8.00977897,0.02057612,0.28189045,0.88562587,5.46732316,2.40302623,0.00000000
-4.37318659,7.82173217,0.02076829,0.27272751,0.85983692,5.36994757,2.32743529,0.00000000
-4.36718359,7.63318427,0.02117079,0.26356880,0.83873459,5.26225389,2.25827866,0.00000000
-4.36118059,7.44758545,0.02177281,0.25454408,0.82278542,5.14639358,2.19679888,0.00000000
-4.35517759,7.26828222,0.02255902,0.24577448,0.81234761,5.02467353,2.14405407,0.00000000
-4.34917459,7.09842181,0.02350983,0.23736997,0.80766220,4.89948338,2.10089117,0.00000000
-4.34317159,6.94085692,0.02460175,0.22942704,0.80884634,4.77321762,2.06792325,0.00000000
-4.33716858,6.79805490,0.02580784,0.22202670,0.81588886,4.64819592,2.04551169,0.00000000
-4.33116558,6.67201538,0.02709824,0.21523296,0.82864837,4.52658528,2.03375388,0.00000000
-4.32516258,6.56420041,0.02844087,0.20909172,0.84685408,4.41032756,2.03247721,0.00000000
-4.31915958,6.47548072,0.02980211,0.20363022,0.87010964,4.30107594,2.04123989,0.00000000
-4.31315658,6.40610134,0.03114762,0.19885707,0.89789989,4.20014313,2.05933900,0.00000000
-4.30715358,6.35566904,0.03244317,0.19476286,0.92960094,4.10846388,2.08582590,0.00000000
