energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.69984992,1.47788404,0.73999964,0.28016370,0.00131270,0.05575049,0.00330744,0.99372954,0.28538064,0.07544724
-5.69384692,1.50224744,0.75280527,0.28460852,0.00126713,0.05660154,0.00321581,1.01116986,0.29010323,0.07701854
-5.68784392,1.52263465,0.76389756,0.28821468,0.00122321,0.05710461,0.00313574,1.02631051,0.29408197,0.07840620
-5.68184092,1.53870008,0.77314751,0.29091273,0.00118095,0.05725000,0.00306446,1.03892357,0.29724891,0.07958476
-5.67583792,1.55026569,0.78048624,0.29267589,0.00114044,0.05703629,0.00299957,1.04888639,0.29956386,0.08053617
-5.66983492,1.55732162,0.78590642,0.29351955,0.00110190,0.05647026,0.00293907,1.05618226,0.30101534,0.08124996
-5.66383192,1.56002100,0.78946124,0.29349932,0.00106563,0.05556660,0.00288132,1.06089736,0.30162045,0.08172323
-5.65782891,1.55866923,0.79126119,0.29270797,0.00103201,0.05434725,0.00282511,1.06321408,0.30142367,0.08196037
-5.65182591,1.55370812,0.79146836,0.29127124,0.00100147,0.05284068,0.00276958,1.06340094,0.30049450,0.08197258
-5.64582291,1.54569550,0.79028876,0.28934276,0.00097448,0.05108084,0.00271425,1.06179954,0.29892415,0.08177720
-5.63981991,1.53528131,0.78796284,0.28709827,0.00095148,0.04910607,0.00265903,1.05880915,0.29682123,0.08139689
-5.63381691,1.52318116,0.78475463,0.28472953,0.00093291,0.04695784,0.00260414,1.05486950,0.29430677,0.08085868
-5.62781391,1.51014857,0.78094009,0.28243794,0.00091914,0.04467960,0.00255014,1.05044264,0.29150875,0.08019299
-5.62181091,1.49694708,0.77679512,0.28042844,0.00091046,0.04231546,0.00249791,1.04599479,0.28855629,0.07943259
-5.61580790,1.48432369,0.77258395,0.27890373,0.00090707,0.03990912,0.00244860,1.04197879,0.28557401,0.07861156
-5.60980490,1.47298456,0.76854833,0.27805916,0.00090901,0.03750277,0.00240361,1.03881822,0.28267657,0.07776440
-5.60380190,1.46357424,0.76489824,0.27807845,0.00091622,0.03513621,0.00236458,1.03689384,0.27996379,0.07692513
-5.59779890,1.45665933,0.76180448,0.27913047,0.00092846,0.03284610,0.00233337,1.03653291,0.27751669,0.07612661
-5.59179590,1.45271714,0.75939363,0.28136710,0.00094535,0.03066538,0.00231198,1.03800210,0.27539446,0.07539996
-5.58579290,1.45212991,0.75774557,0.28492224,0.00096634,0.02862287,0.00230258,1.04150411,0.27363260,0.07477419
-5.57978989,1.45518467,0.75689384,0.28991202,0.00099077,0.02674302,0.00230744,1.04717827,0.27224244,0.07427596
-5.57378689,1.46207861,0.75682872,0.29643605,0.00101783,0.02504589,0.00232891,1.05510502,0.27121182,0.07392954
-5.56778389,1.47292962,0.75750305,0.30457962,0.00104660,0.02354710,0.00236937,1.06531400,0.27050718,0.07375693
-5.56178089,1.48779123,0.75884043,0.31441664,0.00107613,0.02225809,0.00243122,1.07779538,0.27007669,0.07377814
-5.55577789,1.50667108,0.76074538,0.32601317,0.00110538,0.02118631,0.00251680,1.09251359,0.26985448,0.07401153
-5.54977489,1.52955179,0.76311509,0.33943113,0.00113333,0.02033554,0.00262836,1.10942299,0.26976555,0.07447426
-5.54377189,1.55641311,0.76585197,0.35473205,0.00115900,0.01970622,0.00276803,1.12848434,0.26973129,0.07518281
-5.53776888,1.58725378,0.76887656,0.37198049,0.00118145,0.01929584,0.00293775,1.14968120,0.26967519,0.07615351
-5.53176588,1.62211208,0.77213988,0.39124691,0.00119986,0.01909924,0.00313920,1.17303530,0.26952842,0.07740294
-5.52576288,1.66108349,0.77563473,0.41260964,0.00121356,0.01910899,0.00337380,1.19861996,0.26923515,0.07894844
-5.51975988,1.70433445,0.77940515,0.43615588,0.00122201,0.01931568,0.00364263,1.22657056,0.26875710,0.08080833
-5.51375688,1.75211127,0.78355353,0.46198135,0.00122487,0.01970823,0.00394635,1.25709136,0.26807728,0.08300212
-5.50775388,1.80474314,0.78824484,0.49018870,0.00122199,0.02027410,0.00428522,1.29045815,0.26720253,0.08555052
-5.50175088,1.86263910,0.79370775,0.52088443,0.00121342,0.02099958,0.00465900,1.32701611,0.26616491,0.08847524
-5.49574787,1.92627840,0.80023214,0.55417450,0.00119939,0.02186998,0.00506694,1.36717286,0.26502164,0.09179864
-5.48974487,1.99619455,0.80816329,0.59015861,0.00118034,0.02286980,0.00550776,1.41138661,0.26385376,0.09554317
-5.48374187,2.07295338,0.81789258,0.62892339,0.00115685,0.02398293,0.00597959,1.46014971,0.26276348,0.09973060
-5.47773887,2.15712579,0.82984504,0.67053468,0.00112965,0.02519286,0.00648003,1.51396803,0.26187030,0.10438111
-5.47173587,2.24925616,0.84446417,0.71502920,0.00109960,0.02648281,0.00700606,1.57333697,0.26130610,0.10951218
-5.46573287,2.34982758,0.86219455,0.76240597,0.00106758,0.02783591,0.00755414,1.63871482,0.26120946,0.11513740
-5.45972986,2.45922539,0.88346277,0.81261785,0.00103457,0.02923539,0.00812016,1.71049456,0.26171942,0.12126516
-5.45372686,2.57770036,0.90865757,0.86556350,0.00100149,0.03066474,0.00869950,1.78897526,0.26296890,0.12789732
-5.44772386,2.70533324,0.93810983,0.92108029,0.00096926,0.03210785,0.00928708,1.87433417,0.26507817,0.13502785
-5.44172086,2.84200216,0.97207320,0.97893842,0.00093870,0.03354917,0.00987739,1.96660085,0.26814863,0.14264161
-5.43571786,2.98735457,1.01070622,1.03883671,0.00091054,0.03497382,0.01046457,2.06563432,0.27225712,0.15071317
-5.42971486,3.14078491,1.05405669,1.10040022,0.00088536,0.03636768,0.01104246,2.17110452,0.27745101,0.15920584
-5.42371186,3.30141949,1.10204882,1.16318011,0.00086361,0.03771750,0.01160472,2.28247896,0.28374438,0.16807094
-5.41770885,3.46810950,1.15447399,1.22665581,0.00084554,0.03901086,0.01214486,2.39901536,0.29111529,0.17724740
-5.41170585,3.63943284,1.21098536,1.29023966,0.00083126,0.04023627,0.01265638,2.51976094,0.29950443,0.18666157
-5.40570285,3.81370535,1.27109686,1.35328396,0.00082069,0.04138307,0.01313288,2.64355876,0.30881505,0.19622759
-5.39969985,3.98900148,1.33418663,1.41509047,0.00081358,0.04244141,0.01356812,2.76906113,0.31891430,0.20584799
-5.39369685,4.16318413,1.39950507,1.47492204,0.00080955,0.04340221,0.01395619,2.89475019,0.32963590,0.21541486
-5.38769385,4.33394312,1.46618725,1.53201624,0.00080809,0.04425705,0.01429158,3.01896496,0.34078400,0.22481132
-5.38169085,4.49884137,1.53326950,1.58560062,0.00080856,0.04499811,0.01456933,3.13993453,0.35213817,0.23391348
-5.37568784,4.65536739,1.59970970,1.63490907,0.00081028,0.04561816,0.01478512,3.25581619,0.36345921,0.24259271
-5.36968484,4.80099275,1.66441074,1.67919901,0.00081251,0.04611045,0.01493538,3.36473764,0.37449578,0.25071831
-5.36368184,4.93323259,1.72624633,1.71776873,0.00081448,0.04646875,0.01501737,3.46484176,0.38499131,0.25816033
-5.35767884,5.04970730,1.78408855,1.74997433,0.00081547,0.04668739,0.01502930,3.55433271,0.39469127,0.26479263
-5.35167584,5.14820338,1.83683607,1.77524592,0.00081479,0.04676130,0.01497034,3.63152172,0.40335027,0.27049597
-5.34567284,5.22673142,1.88344231,1.79310224,0.00081182,0.04668616,0.01484068,3.69487107,0.41073890,0.27516111
-5.33966983,5.28357915,1.92294251,1.80316351,0.00080603,0.04645851,0.01464157,3.74303488,0.41665003,0.27869175
-5.33366683,5.31735798,1.95447890,1.80516182,0.00079702,0.04607594,0.01437527,3.77489520,0.42090437,0.28100718
-5.32766383,5.32704120,1.97732307,1.79894891,0.00078450,0.04553729,0.01404503,3.78959229,0.42335508,0.28204469
-5.32166083,5.31199272,1.99089500,1.78450097,0.00076830,0.04484286,0.01365504,3.78654803,0.42389141,0.28176143
-5.31565783,5.27198542,1.99477800,1.76192028,0.00074841,0.04399457,0.01321032,3.76548184,0.42244111,0.28013587
-5.30965483,5.20720849,1.98872910,1.73143371,0.00072493,0.04299615,0.01271660,3.72641843,0.41897178,0.27716856
-5.30365183,5.11826370,1.97268486,1.69338811,0.00069807,0.04185329,0.01218024,3.66968748,0.41349091,0.27288248
-5.29764882,5.00615086,1.94676221,1.64824272,0.00066818,0.04057369,0.01160801,3.59591515,0.40604493,0.26732259
-5.29164582,4.87224312,1.91125450,1.59655897,0.00063567,0.03916713,0.01100700,3.50600808,0.39671711,0.26055488
-5.28564282,4.71825309,1.86662309,1.53898791,0.00060105,0.03764540,0.01038445,3.40113035,0.38562459,0.25266488
-5.27963982,4.54619120,1.81348474,1.47625575,0.00056486,0.03602222,0.00974755,3.28267442,0.37291461,0.24375562
-5.27363682,4.35831764,1.75259528,1.40914805,0.00052772,0.03431307,0.00910335,3.15222719,0.35876013,0.23394515
-5.26763382,4.15708980,1.68483038,1.33849300,0.00049023,0.03253499,0.00845859,3.01153231,0.34335503,0.22336382
-5.26163082,3.94510686,1.61116391,1.26514427,0.00045302,0.03070623,0.00781958,2.86245005,0.32690896,0.21215117
-5.25562781,3.72505330,1.53264471,1.18996415,0.00041670,0.02884599,0.00719210,2.70691608,0.30964217,0.20045284
-5.24962481,3.49964320,1.45037260,1.11380719,0.00038185,0.02697406,0.00658134,2.54690044,0.29178041,0.18841735
-5.24362181,3.27156667,1.36547425,1.03750496,0.00034903,0.02511042,0.00599182,2.38436777,0.27354995,0.17619300
-5.23761881,3.04344010,1.27907965,0.96185224,0.00031877,0.02327490,0.00542736,2.22124005,0.25517303,0.16392493
-5.23161581,2.81776119,1.19229985,0.88759490,0.00029154,0.02148682,0.00489105,2.05936256,0.23686369,0.15175241
-5.22561281,2.59686963,1.10620647,0.81541971,0.00026777,0.01976463,0.00438530,1.90047386,0.21882411,0.13980649
-5.21960980,2.38291426,1.02181335,0.74594619,0.00024783,0.01812563,0.00391180,1.74618026,0.20124153,0.12820790
-5.21360680,2.17782675,0.94006078,0.67972056,0.00023209,0.01658574,0.00347164,1.59793511,0.18428574,0.11706553
-5.20760380,1.98330212,0.86180234,0.61721163,0.00022082,0.01515919,0.00306526,1.45702289,0.16810715,0.10647508
-5.20160080,1.80078569,0.78779460,0.55880872,0.00021429,0.01385848,0.00269262,1.32454818,0.15283546,0.09651834
-5.19559780,1.63146613,0.71868949,0.50482124,0.00021271,0.01269414,0.00235315,1.20142911,0.13857885,0.08726266
-5.18959480,1.47627411,0.65502932,0.45547981,0.00021626,0.01167472,0.00204593,1.08839496,0.12542363,0.07876094
-5.18359180,1.33588571,0.59724424,0.41093872,0.00022507,0.01080672,0.00176967,0.98598746,0.11343440,0.07105176
-5.17758879,1.21072990,0.54565181,0.37127931,0.00023922,0.01009457,0.00152284,0.89456513,0.10265448,0.06415997
-5.17158579,1.10099928,0.50045857,0.33651428,0.00025876,0.00954068,0.00130370,0.81431037,0.09310672,0.05809728
-5.16558279,1.00666347,0.46176312,0.30659246,0.00028367,0.00914544,0.00111035,0.74523839,0.08479456,0.05286323
-5.15957979,0.92748417,0.42956062,0.28140395,0.00031387,0.00890729,0.00094083,0.68720787,0.07770321,0.04844610
-5.15357679,0.86303172,0.40374829,0.26078553,0.00034920,0.00882276,0.00079314,0.63993263,0.07180102,0.04482404
-5.14757379,0.81270243,0.38413196,0.24452607,0.00038944,0.00888659,0.00066528,0.60299420,0.06704096,0.04196615
-5.14157079,0.77573651,0.37043320,0.23237207,0.00043426,0.00909180,0.00055527,0.57585489,0.06336216,0.03983361
-5.13556778,0.75123648,0.36229725,0.22403309,0.00048325,0.00942978,0.00046124,0.55787144,0.06069150,0.03838083
-5.12956478,0.73818591,0.35930145,0.21918727,0.00053590,0.00989044,0.00038138,0.54830891,0.05894525,0.03755656
-5.12356178,0.73546868,0.36096437,0.21748688,0.00059160,0.01046233,0.00031398,0.54635512,0.05803073,0.03730501
-5.11755878,0.74188869,0.36675540,0.21856393,0.00064962,0.01113286,0.00025749,0.55113555,0.05784813,0.03756692
-5.11155578,0.75619039,0.37610511,0.22203603,0.00070916,0.01188844,0.00021045,0.56172872,0.05829222,0.03828067
-5.10555278,0.77707993,0.38841610,0.22751234,0.00076934,0.01271477,0.00017154,0.57718229,0.05925422,0.03938335
-5.09954977,0.80324726,0.40307454,0.23459987,0.00082918,0.01359710,0.00013958,0.59652972,0.06062373,0.04081180
-5.09354677,0.83338891,0.41946211,0.24290990,0.00088768,0.01452052,0.00011350,0.61880748,0.06229068,0.04250372
-5.08754377,0.86623133,0.43696846,0.25206465,0.00094379,0.01547029,0.00009238,0.64307271,0.06414732,0.04439870
-5.08154077,0.90055451,0.45500371,0.26170401,0.00099648,0.01643223,0.00007538,0.66842101,0.06609021,0.04643926
-5.07553777,0.93521543,0.47301098,0.27149224,0.00104473,0.01739304,0.00006180,0.69400415,0.06802221,0.04857188
-5.06953477,0.96917062,0.49047850,0.28112443,0.00108757,0.01834071,0.00005101,0.71904703,0.06985442,0.05074794
-5.06353177,1.00149747,0.50695101,0.29033264,0.00112414,0.01926487,0.00004251,0.74286374,0.07150790,0.05292457
-5.05752876,1.03141328,0.52204003,0.29889135,0.00115365,0.02015712,0.00003583,0.76487183,0.07291533,0.05506550
-5.05152576,1.05829145,0.53543264,0.30662205,0.00117549,0.02101136,0.00003063,0.78460458,0.07402240,0.05714165
-5.04552276,1.08167420,0.54689849,0.31339691,0.00118917,0.02182402,0.00002659,0.80172044,0.07478886,0.05913165
-5.03951976,1.10128103,0.55629453,0.31914107,0.00119439,0.02259426,0.00002346,0.81600949,0.07518935,0.06102217
-5.03351676,1.11701255,0.56356750,0.32383366,0.00119104,0.02332415,0.00002106,0.82739628,0.07521375,0.06280800
-5.02751376,1.12894936,0.56875369,0.32750726,0.00117918,0.02401867,0.00001922,0.83593901,0.07486724,0.06449201
-5.02151076,1.13734573,0.57197619,0.33024585,0.00115906,0.02468575,0.00001784,0.84182484,0.07416991,0.06608483
-5.01550775,1.14261828,0.57343945,0.33218128,0.00113111,0.02533616,0.00001684,0.84536134,0.07315598,0.06760431
-5.00950475,1.14532972,0.57342141,0.33348818,0.00109591,0.02598337,0.00001616,0.84696437,0.07187271,0.06907482
-5.00350175,1.14616832,0.57226332,0.33437769,0.00105419,0.02664331,0.00001578,0.84714258,0.07037892,0.07052630
-4.99749875,1.14592341,0.57035764,0.33508988,0.00100677,0.02733409,0.00001569,0.84647909,0.06874329,0.07199316
-4.99149575,1.14545804,0.56813437,0.33588540,0.00095458,0.02807572,0.00001593,0.84561080,0.06704240,0.07351304
-4.98549275,1.14567920,0.56604617,0.33703635,0.00089860,0.02888967,0.00001652,0.84520607,0.06535866,0.07512545
-4.97948974,1.14750691,0.56455288,0.33881684,0.00083982,0.02979849,0.00001753,0.84594135,0.06377813,0.07687028
-4.97348674,1.15184286,0.56410578,0.34149340,0.00077926,0.03082539,0.00001903,0.84847756,0.06238833,0.07878633
-4.96748374,1.15953970,0.56513212,0.34531568,0.00071787,0.03199377,0.00002111,0.85343688,0.06127609,0.08090977
-4.96148074,1.17137174,0.56802044,0.35050748,0.00065657,0.03332675,0.00002388,0.86138066,0.06052550,0.08327270
-4.95547774,1.18800808,0.57310697,0.35725871,0.00059619,0.03484668,0.00002746,0.87278918,0.06021593,0.08590168
-4.94947474,1.20998881,0.58066371,0.36571823,0.00053747,0.03657467,0.00003198,0.88804371,0.06042037,0.08881647
-4.94347174,1.23770505,0.59088836,0.37598796,0.00048106,0.03853005,0.00003760,0.90741158,0.06120373,0.09202887
-4.93746873,1.27138325,0.60389645,0.38811832,0.00042748,0.04072990,0.00004446,0.93103461,0.06262155,0.09554179
-4.93146573,1.31107441,0.61971596,0.40210529,0.00037714,0.04318851,0.00005273,0.95892125,0.06471878,0.09934847
-4.92546273,1.35664834,0.63828454,0.41788904,0.00033034,0.04591686,0.00006257,0.99094283,0.06752879,0.10343209
-4.91945973,1.40779321,0.65944943,0.43535420,0.00028727,0.04892210,0.00007415,1.02683381,0.07107257,0.10776552
-4.91345673,1.46402044,0.68297014,0.45433190,0.00024802,0.05220708,0.00008762,1.06619639,0.07535810,0.11231152
-4.90745373,1.52467475,0.70852378,0.47460331,0.00021260,0.05576981,0.00010313,1.10850913,0.08037993,0.11702318
-4.90145073,1.58894916,0.73571296,0.49590480,0.00018094,0.05960305,0.00012080,1.15313944,0.08611886,0.12184468
-4.89544772,1.65590445,0.76407597,0.51793437,0.00015289,0.06369390,0.00014072,1.19935960,0.09254190,0.12671241
-4.88944472,1.72449250,0.79309900,0.54035927,0.00012828,0.06802352,0.00016297,1.24636588,0.09960237,0.13155636
-4.88344172,1.79358284,0.82222998,0.56282447,0.00010687,0.07256688,0.00018756,1.29329996,0.10724017,0.13630176
-4.87743872,1.86199158,0.85089357,0.58496183,0.00008841,0.07729275,0.00021447,1.33927219,0.11538240,0.14087093
-4.87143572,1.92851172,0.87850689,0.60639945,0.00007266,0.08216376,0.00024361,1.38338567,0.12394416,0.14518529
-4.86543272,1.99194397,0.90449535,0.62677110,0.00005932,0.08713673,0.00027486,1.42476058,0.13282972,0.14916749
-4.85942971,2.05112699,0.92830805,0.64572522,0.00004815,0.09216321,0.00030802,1.46255754,0.14193401,0.15274348
-4.85342671,2.10496622,0.94943233,0.66293332,0.00003889,0.09719027,0.00034282,1.49599961,0.15114449,0.15584460
-4.84742371,2.15246027,0.96740680,0.67809743,0.00003130,0.10216158,0.00037896,1.52439174,0.16034340,0.15840953
-4.84142071,2.19272420,0.98183254,0.69095640,0.00002518,0.10701876,0.00041606,1.54713735,0.16941050,0.16038604
-4.83541771,2.22500902,0.99238208,0.70129089,0.00002032,0.11170303,0.00045372,1.56375136,0.17822611,0.16173250
-4.82941471,2.24871699,0.99880588,0.70892693,0.00001658,0.11615711,0.00049149,1.57386926,0.18667457,0.16241907
-4.82341171,2.26341243,1.00093624,0.71373798,0.00001380,0.12032739,0.00052891,1.57725225,0.19464805,0.16242866
-4.81740870,2.26882807,0.99868862,0.71564564,0.00001189,0.12416622,0.00056550,1.57378824,0.20205053,0.16175742
-4.81140570,2.26486692,0.99206035,0.71461897,0.00001075,0.12763442,0.00060083,1.56348909,0.20880201,0.16041499
-4.80540270,2.25160008,0.98112710,0.71067264,0.00001034,0.13070375,0.00063448,1.54648434,0.21484265,0.15842437
-4.79939970,2.22926089,0.96603736,0.70386411,0.00001063,0.13335938,0.00066612,1.52301196,0.22013681,0.15582147
-4.79339670,2.19823584,0.94700519,0.69429010,0.00001161,0.13560214,0.00069546,1.49340677,0.22467676,0.15265438
-4.78739370,2.15905287,0.92430179,0.68208238,0.00001331,0.13745054,0.00072236,1.45808708,0.22848587,0.14898243
-4.78139070,2.11236762,0.89824624,0.66740338,0.00001577,0.13894240,0.00074675,1.41754030,0.23162115,0.14487493
-4.77538769,2.05894809,0.86919578,0.65044163,0.00001907,0.14013587,0.00076874,1.37230817,0.23417485,0.14040987
-4.76938469,1.99965820,0.83753612,0.63140722,0.00002329,0.14110991,0.00078855,1.32297215,0.23627503,0.13567236
-4.76338169,1.93544059,0.80367201,0.61052744,0.00002853,0.14196397,0.00080655,1.27013945,0.23808488,0.13075304
-4.75737869,1.86729890,0.76801836,0.58804272,0.00003493,0.14281687,0.00082328,1.21443014,0.23980070,0.12574638
-4.75137569,1.79627979,0.73099214,0.56420272,0.00004261,0.14380478,0.00083938,1.15646556,0.24164843,0.12074887
-4.74537269,1.72345468,0.69300508,0.53926286,0.00005172,0.14507834,0.00085565,1.09685813,0.24387871,0.11585726
-4.73936968,1.64990128,0.65445736,0.51348096,0.00006241,0.14679880,0.00087297,1.03620272,0.24676046,0.11116666
-4.73336668,1.57668498,0.61573213,0.48711414,0.00007482,0.14913344,0.00089230,0.97506936,0.25057313,0.10676870
-4.72736368,1.50484013,0.57719097,0.46041586,0.00008909,0.15225009,0.00091463,0.91399733,0.25559768,0.10274962
-4.72136068,1.43535120,0.53917007,0.43363297,0.00010535,0.15631116,0.00094097,0.85349030,0.26210658,0.09918840
-4.71535768,1.36913412,0.50197715,0.40700290,0.00012370,0.16146715,0.00097228,0.79401251,0.27035317,0.09615496
-4.70935468,1.30701802,0.46588900,0.38075078,0.00014422,0.16785003,0.00100944,0.73598573,0.28056055,0.09370835
-4.70335168,1.24972767,0.43114950,0.35508668,0.00016694,0.17556653,0.00105323,0.67978682,0.29291069,0.09189509
-4.69734867,1.19786723,0.39796820,0.33020287,0.00019186,0.18469188,0.00110422,0.62574588,0.30753398,0.09074774
-4.69134567,1.15190584,0.36651930,0.30627125,0.00021892,0.19526406,0.00116283,0.57414494,0.32449979,0.09028359
-4.68534267,1.11216563,0.33694115,0.28344097,0.00024801,0.20727904,0.00122921,0.52521702,0.34380855,0.09050372
-4.67933967,1.07881293,0.30933613,0.26183650,0.00027895,0.22068717,0.00130329,0.47914580,0.36538589,0.09139235
-4.67333667,1.05185323,0.28377112,0.24155603,0.00031151,0.23539104,0.00138471,0.43606582,0.38907900,0.09291671
-4.66733367,1.03113051,0.26027847,0.22267046,0.00034537,0.25124507,0.00147286,0.39606332,0.41465599,0.09502730
-4.66133067,1.01633141,0.23885755,0.20522308,0.00038017,0.26805692,0.00156685,0.35917779,0.44180814,0.09765873
-4.65532766,1.00699443,0.21947688,0.18922989,0.00041549,0.28559091,0.00166557,0.32540430,0.47015543,0.10073109
-4.64932466,1.00252441,0.20207692,0.17468065,0.00045086,0.30357329,0.00176771,0.29469663,0.49925531,0.10415188
-4.64332166,1.00221187,0.18657341,0.16154075,0.00048574,0.32169961,0.00187180,0.26697118,0.52861456,0.10781851
