energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Ti_p_up,Ti_d_up
-5.89194597,4.57969760,0.04671899,0.21955684,0.03826171,2.53671169,0.83573522,0.17931372,0.65460609,0.38695487
-5.88594297,4.24152646,0.04368029,0.21153438,0.03581321,2.33736949,0.76371639,0.16846443,0.58950253,0.36318923
-5.87993997,3.92138251,0.04090033,0.20371637,0.03353284,2.14891342,0.69624623,0.15833910,0.52816159,0.34054622
-5.87393697,3.62008646,0.03835723,0.19610431,0.03141680,1.97187228,0.63343742,0.14891085,0.47084930,0.31907184
-5.86793397,3.33804616,0.03602677,0.18868971,0.02945949,1.80653186,0.57531586,0.14014191,0.41775360,0.29878117
-5.86193097,3.07530406,0.03388355,0.18145741,0.02765409,1.65295929,0.52183064,0.13198716,0.36898778,0.27966292
-5.85592796,2.83159491,0.03190204,0.17438926,0.02599317,1.51103334,0.47286589,0.12439768,0.32459621,0.26168496
-5.84992496,2.60641004,0.03005757,0.16746778,0.02446935,1.38047905,0.42825361,0.11732426,0.28456201,0.24480002
-5.84392196,2.39906481,0.02832711,0.16067959,0.02307594,1.26090459,0.38778713,0.11072061,0.24881614,0.22895161
-5.83791896,2.20876545,0.02669000,0.15401855,0.02180750,1.15183845,0.35123447,0.10454621,0.21724749,0.21407961
-5.83191596,2.03467224,0.02512840,0.14748824,0.02066035,1.05276524,0.31835100,0.09876865,0.18971327,0.20012539
-5.82591296,1.87595614,0.02362770,0.14110385,0.01963297,0.96315843,0.28889105,0.09336547,0.16604947,0.18703605
-5.81990995,1.73184673,0.02217665,0.13489323,0.01872623,0.88250887,0.26261797,0.08832532,0.14608080,0.17476785
-5.81390695,1.60166982,0.02076740,0.12889715,0.01794360,0.81034812,0.23931246,0.08364853,0.12962966,0.16328851
-5.80790395,1.48487392,0.01939541,0.12316876,0.01729106,0.74626598,0.21877895,0.07934703,0.11652401,0.15257852
-5.80190095,1.38104520,0.01805917,0.11777218,0.01677700,0.68992205,0.20085000,0.07544376,0.10660384,0.14263126
-5.79589795,1.28991138,0.01675990,0.11278056,0.01641190,0.64105126,0.18538881,0.07197150,0.09972596,0.13345228
-5.78989495,1.21133527,0.01550118,0.10827331,0.01620793,0.59946389,0.17228983,0.06897126,0.09576729,0.12505767
-5.78389195,1.14529933,0.01428850,0.10433309,0.01617841,0.56504056,0.16147784,0.06649035,0.09462636,0.11747171
-5.77788894,1.09188277,0.01312879,0.10104234,0.01633719,0.53772287,0.15290556,0.06458012,0.09622339,0.11072407
-5.77188594,1.05123286,0.01203004,0.09847967,0.01669796,0.51750072,0.14655016,0.06329361,0.10049884,0.10484664
-5.76588294,1.02353242,0.01100085,0.09671634,0.01727350,0.50439705,0.14240892,0.06268303,0.10741067,0.09987027
-5.75987994,1.00896529,0.01005006,0.09581273,0.01807493,0.49845103,0.14049414,0.06279736,0.11693068,0.09582155
-5.75387694,1.00768156,0.00918648,0.09581527,0.01911096,0.49970070,0.14082785,0.06368000,0.12903992,0.09271984
-5.74787394,1.01976431,0.00841858,0.09675369,0.02038717,0.50816564,0.14343622,0.06536661,0.14372368,0.09057463
-5.74187094,1.04519926,0.00775436,0.09863886,0.02190538,0.52383085,0.14834403,0.06788325,0.16096620,0.08938347
-5.73586793,1.08384883,0.00720115,0.10146131,0.02366309,0.54663225,0.15556940,0.07124482,0.18074548,0.08913039
-5.72986493,1.13543155,0.00676558,0.10519039,0.02565307,0.57644451,0.16511869,0.07545394,0.20302840,0.08978505
-5.72386193,1.19950782,0.00645351,0.10977428,0.02786308,0.61307177,0.17698206,0.08050024,0.22776652,0.09130255
-5.71785893,1.27547265,0.00627005,0.11514079,0.03027575,0.65624161,0.19112935,0.08636016,0.25489268,0.09362389
-5.71185593,1.36255579,0.00621955,0.12119894,0.03286871,0.70560248,0.20750679,0.09299723,0.28431871,0.09667717
-5.70585293,1.45982938,0.00630570,0.12784136,0.03561484,0.76072495,0.22603432,0.10036294,0.31593435,0.10037937
-5.69984992,1.56622313,0.00653154,0.13494736,0.03848275,0.82110655,0.24660370,0.10839803,0.34960754,0.10463872
-5.69384692,1.68054644,0.00689951,0.14238667,0.04143751,0.88618044,0.26907757,0.11703440,0.38518606,0.10935750
-5.68784392,1.80151708,0.00741159,0.15002371,0.04444149,0.95532735,0.29328936,0.12619738,0.42250055,0.11443524
-5.68184092,1.92779536,0.00806928,0.15772220,0.04745540,1.02789070,0.31904424,0.13580840,0.46136878,0.11977219
-5.67583792,2.05802258,0.00887370,0.16534999,0.05043950,1.10319429,0.34612110,0.14578803,0.50160106,0.12527287
-5.66983492,2.19086265,0.00982566,0.17278395,0.05335478,1.18056193,0.37427560,0.15605908,0.54300649,0.13084959
-5.66383192,2.32504492,0.01092571,0.17991463,0.05616435,1.25933834,0.40324428,0.16654990,0.58539991,0.13642585
-5.65782891,2.45940680,0.01217423,0.18665062,0.05883467,1.33891040,0.43274974,0.17719746,0.62860904,0.14193941
-5.65182591,2.59293426,0.01357144,0.19292233,0.06133678,1.41872801,0.46250676,0.18795031,0.67248169,0.14734491
-5.64582291,2.72479832,0.01511752,0.19868503,0.06364742,1.49832344,0.49222929,0.19877108,0.71689247,0.15261599
-5.63981991,2.85438587,0.01681261,0.20392100,0.06574991,1.57732836,0.52163810,0.20963847,0.76174884,0.15774666
-5.63381691,2.98132320,0.01865685,0.20864071,0.06763480,1.65548767,0.55046892,0.22054854,0.80699599,0.16275206
-5.62781391,3.10549078,0.02065042,0.21288288,0.06930030,1.73266923,0.57848073,0.23151525,0.85262036,0.16766828
-5.62181091,3.22702825,0.02279342,0.21671345,0.07075233,1.80886889,0.60546399,0.24257011,0.89865159,0.17255148
-5.61580790,3.34632891,0.02508588,0.22022338,0.07200424,1.88421028,0.63124835,0.25376094,0.94516256,0.17747614
-5.60980490,3.46402327,0.02752753,0.22352549,0.07307622,1.95893899,0.65570954,0.26514965,0.99226753,0.18253255
-5.60380190,3.58095187,0.03011764,0.22675027,0.07399440,2.03341114,0.67877506,0.27680919,1.04011826,0.18782355
-5.59779890,3.69812789,0.03285470,0.23004090,0.07478957,2.10807637,0.70042823,0.28881969,1.08889820,0.19346069
-5.59179590,3.81669057,0.03573608,0.23354771,0.07549578,2.18345562,0.72071045,0.30126390,1.13881469,0.19955986
-5.58579290,3.93785080,0.03875757,0.23742214,0.07614859,2.26011448,0.73972124,0.31422213,1.19008956,0.20623658
-5.57978989,4.06283083,0.04191296,0.24181055,0.07678335,2.33863279,0.75761587,0.32776686,1.24294807,0.21360100
-5.57378689,4.19280012,0.04519347,0.24684802,0.07743335,2.41957157,0.77460071,0.34195728,1.29760670,0.22175288
-5.56778389,4.32880965,0.04858727,0.25265246,0.07812802,2.50343862,0.79092598,0.35683399,1.35425999,0.23077673
-5.56178089,4.47172745,0.05207901,0.25931917,0.07889133,2.59065401,0.80687640,0.37241399,1.41306685,0.24073714
-5.55577789,4.62217767,0.05564941,0.26691606,0.07974032,2.68151696,0.82275970,0.38868643,1.47413676,0.25167456
-5.54977489,4.78048590,0.05927496,0.27547971,0.08068399,2.77617550,0.83889360,0.40560914,1.53751625,0.26360170
-5.54377189,4.94663319,0.06292778,0.28501243,0.08172253,2.87460039,0.85559163,0.42310614,1.60317627,0.27650066
-5.53776888,5.12022078,0.06657565,0.29548040,0.08284694,2.97656451,0.87314839,0.44106648,1.67100081,0.29032083
-5.53176588,5.30044758,0.07018227,0.30681295,0.08403910,3.08162887,0.89182492,0.45934425,1.74077741,0.30497781
-5.52576288,5.48610159,0.07370777,0.31890306,0.08527226,3.18913620,0.91183483,0.47776003,1.81218997,0.32035334
-5.51975988,5.67556645,0.07710934,0.33160900,0.08651196,3.29821265,0.93333187,0.49610366,1.88481439,0.33629622
-5.51375688,5.86684319,0.08034225,0.34475717,0.08771739,3.40777803,0.95639948,0.51413832,1.95811745,0.35262442
-5.50775388,6.05758715,0.08336089,0.35814594,0.08884294,3.51656445,0.98104298,0.53160586,2.03145939,0.36912817
-5.50175088,6.24515921,0.08612012,0.37155052,0.08984016,3.62314312,1.00718480,0.54823308,2.10410026,0.38557408
-5.49574787,6.42668987,0.08857661,0.38472863,0.09065979,3.72595839,1.03466303,0.56373886,2.17521038,0.40171022
-5.48974487,6.59915420,0.09069023,0.39742679,0.09125382,3.82336821,1.06323339,0.57784193,2.24388486,0.41727197
-5.48374187,6.75945524,0.09242549,0.40938719,0.09157762,3.91368948,1.09257477,0.59026883,2.30916183,0.43198859
-5.47773887,6.90451305,0.09375273,0.42035471,0.09159182,3.99524673,1.12229797,0.60076193,2.37004435,0.44559012
-5.47173587,7.03135616,0.09464932,0.43008411,0.09126400,4.06642245,1.15195743,0.60908723,2.42552513,0.45781473
-5.46573287,7.13721218,0.09510041,0.43834701,0.09057007,4.12570712,1.18106545,0.61504145,2.47461357,0.46841597
-5.45972986,7.21959433,0.09509962,0.44493845,0.08949529,4.17174715,1.20910822,0.61845841,2.51636421,0.47716989
-5.45372686,7.27638064,0.09464918,0.44968294,0.08803482,4.20338884,1.23556311,0.61921430,2.54990546,0.48388166
-5.44772386,7.30588299,0.09375997,0.45243961,0.08619387,4.21971682,1.25991643,0.61723171,2.57446777,0.48839155
-5.44172086,7.30690338,0.09245100,0.45310647,0.08398748,4.22008553,1.28168091,0.61248229,2.58940997,0.49058005
-5.43571786,7.27877572,0.09074881,0.45162348,0.08143981,4.20414259,1.30041218,0.60498798,2.59424271,0.49037180
-5.42971486,7.22139141,0.08868637,0.44797443,0.07858315,4.17184338,1.31572369,0.59482077,2.58864815,0.48773840
-5.42371186,7.13520844,0.08630198,0.44218751,0.07545662,4.12345642,1.32729937,0.58210108,2.57249487,0.48269979
-5.41770885,7.02124356,0.08363791,0.43433455,0.07210473,4.05955953,1.33490366,0.56699477,2.54584750,0.47532431
-5.41170585,6.88104863,0.08073897,0.42452905,0.06857577,3.98102720,1.33838859,0.54970909,2.50897051,0.46572729
-5.40570285,6.71667205,0.07765113,0.41292288,0.06492016,3.88900992,1.33769772,0.53048760,2.46232612,0.45406836
-5.39969985,6.53060746,0.07442022,0.39970207,0.06118895,3.78490645,1.33286685,0.50960443,2.40656631,0.44054747
-5.39369685,6.32573179,0.07109071,0.38508155,0.05743240,3.67033036,1.32402165,0.48735800,2.34251935,0.42539995
-5.38769385,6.10523538,0.06770473,0.36929932,0.05369871,3.54707230,1.31137246,0.46406451,2.27117145,0.40889056
-5.38169085,5.87254704,0.06430133,0.35261004,0.05003309,3.41705947,1.29520646,0.44005151,2.19364429,0.39130704
-5.37568784,5.63125677,0.06091594,0.33527847,0.04647703,3.28231394,1.27587776,0.41565157,2.11116938,0.37295320
-5.36968484,5.38503907,0.05758010,0.31757285,0.04306786,3.14491121,1.25379578,0.39119650,2.02506039,0.35414196
-5.36368184,5.13757917,0.05432144,0.29975862,0.03983865,3.00694040,1.22941251,0.36701207,1.93668434,0.33518847
-5.35767884,4.89250466,0.05116388,0.28209252,0.03681825,2.87046724,1.20320910,0.34341343,1.84743293,0.31640367
-5.35167584,4.65332392,0.04812793,0.26481733,0.03403161,2.73750066,1.17568238,0.32070130,1.75869479,0.29808836
-5.34567284,4.42337291,0.04523121,0.24815746,0.03150028,2.60996377,1.14733165,0.29915888,1.67182953,0.28052808
-5.33966983,4.20577090,0.04248898,0.23231534,0.02924297,2.48966931,1.11864639,0.27904954,1.58814433,0.26398877
-5.33366683,4.00338528,0.03991469,0.21746884,0.02727617,2.37829990,1.09009507,0.26061515,1.50887335,0.24871341
-5.32766383,3.81880524,0.03752055,0.20376957,0.02561475,2.27739260,1.06211541,0.24407489,1.43516036,0.23491954
-5.32166083,3.65432344,0.03531792,0.19134208,0.02427257,2.18832742,1.03510629,0.22962458,1.36804450,0.22279764
-5.31565783,3.51192444,0.03331772,0.18028390,0.02326284,2.11231903,1.00942152,0.21743619,1.30844908,0.21251027
-5.30965483,3.39327852,0.03153061,0.17066631,0.02259841,2.05041095,0.98536522,0.20765748,1.25717304,0.20419193
-5.30365183,3.29973919,0.02996701,0.16253562,0.02229188,2.00347121,0.96318912,0.20041158,1.21488467,0.19794927
-5.29764882,3.23234273,0.02863707,0.15591485,0.02235544,1.97218859,0.94309126,0.19579642,1.18211716,0.19386167
-5.29164582,3.19180813,0.02755032,0.15080574,0.02280054,1.95706878,0.92521619,0.19388390,1.15926525,0.19198198
-5.28564282,3.17853611,0.02671537,0.14719071,0.02363735,1.95842952,0.90965623,0.19471867,1.14658280,0.19233714
-5.27963982,3.19260627,0.02613933,0.14503484,0.02487401,1.97639454,0.89645358,0.19831662,1.14418062,0.19492868
-5.27363682,3.23377167,0.02582730,0.14428771,0.02651575,2.01088591,0.88560303,0.20466300,1.15202456,0.19973295
-5.26763382,3.30145088,0.02578170,0.14488486,0.02856395,2.06161512,0.87705497,0.21371035,1.16993359,0.20670098
-5.26163082,3.39471803,0.02600169,0.14674908,0.03101502,2.12807317,0.87071851,0.22537630,1.19757810,0.21575815
-5.25562781,3.51229199,0.02648259,0.14979130,0.03385945,2.20952066,0.86646460,0.23954146,1.23447862,0.22680346
-5.24962481,3.65252623,0.02721537,0.15391125,0.03708079,2.30497889,0.86412904,0.25604756,1.28000559,0.23970886
-5.24362181,3.81340161,0.02818633,0.15899786,0.04065492,2.41322347,0.86351535,0.27469617,1.33338062,0.25431843
-5.23761881,3.99252436,0.02937681,0.16492966,0.04454941,2.53278179,0.86439775,0.29524815,1.39368006,0.27044798
-5.23161581,4.18713194,0.03076323,0.17157506,0.04872323,2.66193629,0.86652420,0.31742413,1.45984169,0.28788508
-5.22561281,4.39410938,0.03231724,0.17879292,0.05312677,2.79873485,0.86961995,0.34090623,1.53067519,0.30638977
-5.21960980,4.61001831,0.03400608,0.18643330,0.05770223,2.94100989,0.87339165,0.36534123,1.60487710,0.32569627
-5.21360680,4.83114060,0.03579319,0.19433868,0.06238439,3.08640720,0.87753246,0.39034519,1.68105077,0.34551585
-5.20760380,5.05353781,0.03763903,0.20234569,0.06710181,3.23242525,0.88172828,0.41550978,1.75773151,0.36554095
-5.20160080,5.27312683,0.03950204,0.21028740,0.07177839,3.37646508,0.88566522,0.44041013,1.83341692,0.38545067
-5.19559780,5.48577098,0.04133981,0.21799623,0.07633526,3.51589028,0.88903865,0.46461408,1.90660212,0.40491765
-5.18959480,5.68738500,0.04311035,0.22530738,0.08069302,3.64809584,0.89156340,0.48769273,1.97581909,0.42361615
-5.18359180,5.87405112,0.04477345,0.23206287,0.08477408,3.77058422,0.89298537,0.50923194,2.03967902,0.44123124
-5.17758879,6.04214254,0.04629203,0.23811586,0.08850525,3.88104596,0.89309385,0.52884428,2.09691652,0.45746878
-5.17158579,6.18844951,0.04763349,0.24333522,0.09182021,3.97744191,0.89173448,0.54618121,2.14643382,0.47206576
-5.16558279,6.31030307,0.04877098,0.24761015,0.09466195,4.05808372,0.88882201,0.56094480,2.18734328,0.48480073
-5.15957979,6.40569040,0.04968452,0.25085452,0.09698496,4.12170887,0.88435241,0.57289858,2.21900625,0.49550366
-5.15357679,6.47335635,0.05036189,0.25301086,0.09875707,4.16754639,0.87841356,0.58187701,2.24106636,0.50406487
-5.14757379,6.51288532,0.05079935,0.25405359,0.09996090,4.19536998,0.87119379,0.58779301,2.25347542,0.51044255
-5.14157079,6.52475869,0.05100204,0.25399143,0.10059474,4.20553503,0.86298770,0.59064323,2.25651030,0.51466825
-5.13556778,6.51038354,0.05098408,0.25286875,0.10067289,4.19899697,0.85419843,0.59051072,2.25077952,0.51685024
-5.12956478,6.47208966,0.05076838,0.25076571,0.10022540,4.17730906,0.84533612,0.58756462,2.23721857,0.51717414
-5.12356178,6.41309310,0.05038612,0.24779717,0.09929716,4.14259835,0.83701204,0.58205704,2.21707358,0.51590082
-5.11755878,6.33742598,0.04987594,0.24411025,0.09794643,4.09751973,0.82992827,0.57431674,2.19187320,0.51336138
-5.11155578,6.24983376,0.04928285,0.23988073,0.09624288,4.04518871,0.82486287,0.56474020,2.16338938,0.50994939
-5.10555278,6.15564270,0.04865690,0.23530824,0.09426508,3.98909483,0.82265084,0.55377993,2.13358791,0.50611035
-5.09954977,6.06060142,0.04805166,0.23061044,0.09209772,3.93299810,0.82416124,0.54193071,2.10457018,0.50232887
-5.09354677,5.97070204,0.04752257,0.22601653,0.08982859,3.88081192,0.83027108,0.52971401,2.07850809,0.49911389
-5.08754377,5.89198680,0.04712516,0.22176004,0.08754544,3.83647658,0.84183668,0.51766127,2.05757418,0.49698242
-5.08154077,5.83034738,0.04691335,0.21807145,0.08533286,3.80382765,0.85966361,0.50629661,2.04386946,0.49644239
-5.07553777,5.79132400,0.04693763,0.21517077,0.08326936,3.78646423,0.88447607,0.49611951,2.03935139,0.49797526
-5.06953477,5.77991192,0.04724349,0.21326033,0.08142469,3.78762167,0.91688696,0.48758823,2.04576465,0.50201901
-5.06353177,5.80038232,0.04786989,0.21251813,0.07985757,3.81005379,0.95736977,0.48110443,2.06457730,0.50895212
-5.05752876,5.85612462,0.04884795,0.21309198,0.07861389,3.85592877,1.00623341,0.47699962,2.09692455,0.51907925
-5.05152576,5.94951588,0.05019988,0.21509449,0.07772542,3.92674297,1.06360120,0.47552393,2.14356244,0.53261901
-5.04552276,6.08182265,0.05193815,0.21859935,0.07720913,4.02325583,1.12939495,0.47683749,2.20483315,0.54969450
-5.03951976,6.25313880,0.05406495,0.22363873,0.07706707,4.14544869,1.20332507,0.48100485,2.28064346,0.57032688
-5.03351676,6.46236225,0.05657193,0.23020204,0.07728684,4.29250920,1.28488730,0.48799256,2.37045727,0.59443229
-5.02751376,6.70721146,0.05944021,0.23823609,0.07784254,4.46284223,1.37336670,0.49767001,2.47330281,0.62182227
-5.02151076,6.98428159,0.06264076,0.24764652,0.07869627,4.65410724,1.46784892,0.50981341,2.58779431,0.65220774
-5.01550775,7.28913848,0.06613493,0.25830050,0.07979995,4.86328099,1.56723878,0.52411294,2.71216790,0.68520632
-5.00950475,7.61644735,0.06987532,0.27003058,0.08109748,5.08674362,1.67028570,0.54018260,2.84433025,0.72035298
-5.00350175,7.96013171,0.07380686,0.28263950,0.08252712,5.32038519,1.77561536,0.55757260,2.98191879,0.75711335
-4.99749875,8.31355677,0.07786806,0.29590586,0.08402389,5.55972885,1.88176650,0.57578367,3.12237105,0.79489947
-4.99149575,8.66973081,0.08199242,0.30959033,0.08552205,5.80006636,1.98723157,0.59428295,3.26300102,0.83308728
-4.98549275,9.02151702,0.08610998,0.32344227,0.08695743,6.03660091,2.09049994,0.61252078,3.40107952,0.87103523
-4.97948974,9.36184800,0.09014889,0.33720650,0.08826957,6.26459196,2.19010162,0.62994780,3.53391570,0.90810320
-4.97348674,9.68393497,0.09403710,0.35062997,0.08940360,6.47949665,2.28465015,0.64603190,3.65893661,0.94367124
-4.96748374,9.98146377,0.09770395,0.36346813,0.09031175,6.67710259,2.37288243,0.66027414,3.77376186,0.97715711
-4.96148074,10.24877053,0.10108177,0.37549083,0.09095457,6.85364674,2.45369422,0.67222345,3.87627034,1.00803225
-4.95547774,10.48099038,0.10410732,0.38648748,0.09130167,7.00591626,2.52616932,0.68148926,3.96465679,1.03583531
-4.94947474,10.67417413,0.10672322,0.39627145,0.09133210,7.13132744,2.58960154,0.68775184,4.03747575,1.06018294
-4.94347174,10.82536903,0.10887909,0.40468348,0.09103438,7.22798015,2.64350815,0.69077006,4.09367170,1.08077738
-4.93746873,10.93266121,0.11053261,0.41159411,0.09040608,7.29468605,2.68763447,0.69038615,4.13259412,1.09741066
-4.93146573,10.99517953,0.11165033,0.41690516,0.08945321,7.33097032,2.72194939,0.68652761,4.15399753,1.10996539
-4.92546273,11.01306189,0.11220822,0.42055008,0.08818927,7.33704752,2.74663211,0.67920609,4.15802673,1.11841215
-4.91945973,10.98738696,0.11219212,0.42249343,0.08663411,7.31377357,2.76205082,0.66851362,4.14518840,1.12280382
-4.91345673,10.92007567,0.11159779,0.42272956,0.08481273,7.26257692,2.76873467,0.65461617,4.11631088,1.12326730
-4.90745373,10.81376828,0.11043085,0.42128039,0.08275397,7.18537263,2.76734030,0.63774518,4.07249422,1.11999300
-4.90145073,10.67168345,0.10870645,0.41819279,0.08048918,7.08446413,2.75861482,0.61818733,4.01505329,1.11322276
-4.89544772,10.49746669,0.10644872,0.41353539,0.07805100,6.96243736,2.74335726,0.59627307,3.94545669,1.10323701
-4.88944472,10.29503539,0.10369007,0.40739518,0.07547221,6.82205276,2.72238023,0.57236444,3.86526454,1.09034153
-4.88344172,10.06842774,0.10047025,0.39987397,0.07278477,6.66613972,2.69647393,0.54684275,3.77606798,1.07485473
-4.87743872,9.82166192,0.09683533,0.39108488,0.07001895,6.49749835,2.66637417,0.52009653,3.67943312,1.05709590
-4.87143572,9.55861131,0.09283655,0.38114903,0.06720272,6.31881239,2.63273574,0.49251026,3.57685170,1.03737489
-4.86543272,9.28289995,0.08852908,0.37019241,0.06436128,6.13257634,2.59611246,0.46445420,3.46970028,1.01598363
-4.85942971,8.99782146,0.08397071,0.35834317,0.06151684,5.94103904,2.55694436,0.43627571,3.35920930,0.99318975
-4.85342671,8.70628273,0.07922059,0.34572927,0.05868846,5.74616480,2.51555243,0.40829221,3.24644258,0.96923235
-4.84742371,8.41077262,0.07433793,0.33247654,0.05589212,5.54961208,2.47214065,0.38078585,3.13228735,0.94431979
-4.84142071,8.11335430,0.06938081,0.31870716,0.05314090,5.35272911,2.42680465,0.35400000,3.01745436,0.91862958
-4.83541771,7.81567876,0.06440504,0.30453853,0.05044520,5.15656438,2.37954620,0.32813748,2.90248689,0.89230986
-4.82941471,7.51901609,0.05946316,0.29008246,0.04781310,4.96189003,2.33029217,0.30336033,2.78777731,0.86548219
-4.82341171,7.22430048,0.05460356,0.27544471,0.04525065,4.76923497,2.27891649,0.27979096,2.67358946,0.83824543
-4.81740870,6.93218445,0.04986977,0.26072464,0.04276226,4.57892487,2.22526378,0.25751453,2.56008483,0.81068005
-4.81140570,6.64309808,0.04529994,0.24601516,0.04035106,4.39112576,2.16917293,0.23658212,2.44735062,0.78285269
-4.80540270,6.35730889,0.04092645,0.23140265,0.03801915,4.20588831,2.11049947,0.21701462,2.33542784,0.75482055
-4.79939970,6.07497882,0.03677571,0.21696701,0.03576790,4.02319022,2.04913524,0.19880698,2.22433766,0.72663529
-4.79339670,5.79621529,0.03286820,0.20278169,0.03359814,3.84297442,1.98502467,0.18193258,2.11410470,0.69834636
-4.78739370,5.52111414,0.02921853,0.18891367,0.03151036,3.66518161,1.91817688,0.16634754,2.00477603,0.67000347
-4.78139070,5.24979324,0.02583576,0.17542348,0.02950478,3.48977601,1.84867320,0.15199487,1.89643537,0.64165835
-4.77538769,4.98241602,0.02272381,0.16236509,0.02758144,3.31676397,1.77667019,0.13880825,1.78921202,0.61336561
-4.76938469,4.71920543,0.01988191,0.14978581,0.02574021,3.14620541,1.70239829,0.12671530,1.68328468,0.58518299
-4.76338169,4.46044903,0.01730520,0.13772623,0.02398083,2.97821880,1.62615658,0.11564054,1.57888040,0.55717104
-4.75737869,4.20649663,0.01498534,0.12622007,0.02230284,2.81298040,1.54830440,0.10550774,1.47626946,0.52939240
-4.75137569,3.95775215,0.01291110,0.11529416,0.02070563,2.65071907,1.46925047,0.09624181,1.37575687,0.50191084
-4.74537269,3.71466134,0.01106904,0.10496847,0.01918833,2.49170773,1.38944042,0.08777036,1.27767152,0.47479027
-4.73936968,3.47769746,0.00944411,0.09525618,0.01774989,2.33625291,1.30934356,0.08002474,1.18235390,0.44809378
-4.73336668,3.24734615,0.00802020,0.08616389,0.01638901,2.18468338,1.22943968,0.07294087,1.09014343,0.42188290
-4.72736368,3.02409113,0.00678067,0.07769199,0.01510417,2.03733898,1.15020644,0.06645973,1.00136609,0.39621708
-4.72136068,2.80840180,0.00570884,0.06983506,0.01389368,1.89456050,1.07210809,0.06052765,0.91632342,0.37115344
-4.71535768,2.60072322,0.00478834,0.06258246,0.01275568,1.75668106,0.99558571,0.05509651,0.83528304,0.34674680
-4.70935468,2.40146927,0.00400351,0.05591897,0.01168824,1.62401956,0.92104942,0.05012370,0.75847144,0.32304991
-4.70335168,2.21101871,0.00333959,0.04982555,0.01068938,1.49687611,0.84887250,0.04557219,0.68606907,0.30011390
-4.69734867,2.02971431,0.00278302,0.04428008,0.00975717,1.37552965,0.77938757,0.04141034,0.61820784,0.27798876
-4.69134567,1.85786455,0.00232148,0.03925827,0.00888980,1.26023748,0.71288455,0.03761189,0.55497096,0.25672396
-4.68534267,1.69574761,0.00194410,0.03473441,0.00808564,1.15123656,0.64961042,0.03415581,0.49639481,0.23636891
-4.67933967,1.54361705,0.00164146,0.03068224,0.00734328,1.04874613,0.58977038,0.03102624,0.44247268,0.21697348
-4.67333667,1.40170884,0.00140560,0.02707567,0.00666165,0.95297156,0.53353017,0.02821237,0.39315991,0.19858830
-4.66733367,1.27024919,0.00123006,0.02388950,0.00604002,0.86410899,0.48101950,0.02570841,0.34838015,0.18126505
-4.66133067,1.14946282,0.00110982,0.02110007,0.00547804,0.78235053,0.43233598,0.02351354,0.30803227,0.16505651
-4.65532766,1.03958133,0.00104126,0.01868571,0.00497580,0.70788974,0.38754975,0.02163187,0.27199757,0.15001665
-4.64932466,0.94085145,0.00102209,0.01662723,0.00453382,0.64092734,0.34670824,0.02007242,0.24014706,0.13620051
-4.64332166,0.85354278,0.00105124,0.01490821,0.00415306,0.58167662,0.30984115,0.01884911,0.21234836,0.12366412
