energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.63381691,2.55740938,0.00962419,0.17803653,1.00380660,1.29393254,0.56915907,0.27139491,0.01318724,0.87627902
-5.62781391,2.50174141,0.00916620,0.17838029,0.99636239,1.24899948,0.57932346,0.26459296,0.01368934,0.86928817
-5.62181091,2.44383623,0.00874612,0.17840952,0.98694711,1.20322374,0.58855069,0.25750617,0.01415877,0.86148888
-5.61580790,2.38421983,0.00836640,0.17808392,0.97543315,1.15717024,0.59664267,0.25021312,0.01458873,0.85284469
-5.60980490,2.32332081,0.00802795,0.17736458,0.96170285,1.11133482,0.60340302,0.24278168,0.01497275,0.84329413
-5.60380190,2.26147158,0.00773027,0.17621579,0.94565755,1.06613835,0.60864306,0.23526813,0.01530487,0.83275645
-5.59779890,2.19891478,0.00747155,0.17460674,0.92722642,1.02192456,0.61218784,0.22771698,0.01557972,0.82113844
-5.59179590,2.13581433,0.00724889,0.17251319,0.90637437,0.97896159,0.61388190,0.22016128,0.01579273,0.80834196
-5.58579290,2.07226995,0.00705846,0.16991877,0.88310841,0.93744674,0.61359462,0.21262367,0.01594020,0.79427158
-5.57978989,2.00833421,0.00689582,0.16681613,0.85748229,0.89751403,0.61122480,0.20511768,0.01601943,0.77884211
-5.57378689,1.94403108,0.00675606,0.16320761,0.82959896,0.85924392,0.60670456,0.19764957,0.01602879,0.76198559
-5.56778389,1.87937491,0.00663410,0.15910561,0.79961096,0.82267465,0.60000215,0.19022021,0.01596776,0.74365741
-5.56178089,1.81438889,0.00652493,0.15453263,0.76771853,0.78781444,0.59112384,0.18282718,0.01583699,0.72384130
-5.55577789,1.74912215,0.00642381,0.14952086,0.73416584,0.75465399,0.58011478,0.17546685,0.01563830,0.70255323
-5.54977489,1.68366482,0.00632648,0.14411154,0.69923553,0.72317858,0.56705882,0.16813635,0.01537466,0.67984391
-5.54377189,1.61816029,0.00622934,0.13835405,0.66324189,0.69337922,0.55207738,0.16083533,0.01505013,0.65580000
-5.53776888,1.55281446,0.00612956,0.13230473,0.62652320,0.66526236,0.53532748,0.15356751,0.01466984,0.63054406
-5.53176588,1.48790147,0.00602527,0.12602561,0.58943355,0.63885761,0.51699884,0.14634185,0.01423986,0.60423332
-5.52576288,1.42376584,0.00591553,0.11958308,0.55233465,0.61422333,0.49731044,0.13917348,0.01376712,0.57705739
-5.51975988,1.36082100,0.00580046,0.11304644,0.51558801,0.59144965,0.47650641,0.13208412,0.01325929,0.54923507
-5.51375688,1.29954432,0.00568118,0.10648658,0.47954781,0.57065904,0.45485140,0.12510232,0.01272462,0.52101034
-5.50775388,1.24046879,0.00555982,0.09997467,0.44455467,0.55200423,0.43262574,0.11826316,0.01217184,0.49264790
-5.50175088,1.18417192,0.00543941,0.09358099,0.41093067,0.53566370,0.41012017,0.11160776,0.01160991,0.46442822
-5.49574787,1.13126199,0.00532380,0.08737386,0.37897550,0.52183504,0.38763065,0.10518248,0.01104795,0.43664236
-5.48974487,1.08236250,0.00521754,0.08141876,0.34896396,0.51072631,0.36545302,0.09903788,0.01049498,0.40958676
-5.48374187,1.03809522,0.00512571,0.07577758,0.32114461,0.50254605,0.34387787,0.09322744,0.00995978,0.38355808
-5.47773887,0.99906253,0.00505374,0.07050808,0.29573961,0.49749227,0.32318560,0.08780629,0.00945071,0.35884827
-5.47173587,0.96582982,0.00500723,0.06566345,0.27294546,0.49574100,0.30364187,0.08282975,0.00897553,0.33573996
-5.46573287,0.93890843,0.00499176,0.06129203,0.25293452,0.49743495,0.28549338,0.07835191,0.00854122,0.31450224
-5.45972986,0.91873993,0.00501264,0.05743718,0.23585712,0.50267285,0.26896433,0.07442425,0.00815388,0.29538698
-5.45372686,0.90568233,0.00507473,0.05413726,0.22184392,0.51150000,0.25425327,0.07109431,0.00781853,0.27862566
-5.44772386,0.89999849,0.00518225,0.05142565,0.21100845,0.52390047,0.24153074,0.06840451,0.00753907,0.26442674
-5.44172086,0.90184746,0.00533857,0.04933091,0.20344943,0.53979142,0.23093750,0.06639108,0.00731814,0.25297359
-5.43571786,0.91127881,0.00554604,0.04787688,0.19925290,0.55901983,0.22258334,0.06508317,0.00715709,0.24442291
-5.42971486,0.92823009,0.00580582,0.04708283,0.19849368,0.58136183,0.21654661,0.06450217,0.00705595,0.23890362
-5.42371186,0.95252762,0.00611783,0.04696361,0.20123635,0.60652478,0.21287432,0.06466107,0.00701345,0.23651612
-5.41770885,0.98389029,0.00648056,0.04752975,0.20753530,0.63415195,0.21158267,0.06556419,0.00702702,0.23733184
-5.41170585,1.02193623,0.00689110,0.04878742,0.21743407,0.66382981,0.21265815,0.06720691,0.00709293,0.24139305
-5.40570285,1.06619201,0.00734511,0.05073840,0.23096375,0.69509753,0.21605894,0.06957563,0.00720631,0.24871271
-5.39969985,1.11610385,0.00783684,0.05337989,0.24814054,0.72745835,0.22171661,0.07264787,0.00736136,0.25927446
-5.39369685,1.17105039,0.00835922,0.05670430,0.26896252,0.76039234,0.22953805,0.07639251,0.00755144,0.27303258
-5.38769385,1.23035649,0.00890400,0.06069882,0.29340576,0.79337010,0.23940755,0.08077009,0.00776931,0.28991188
-5.38169085,1.29330749,0.00946189,0.06534506,0.32141989,0.82586677,0.25118896,0.08573332,0.00800727,0.30980765
-5.37568784,1.35916328,0.01002280,0.07061854,0.35292339,0.85737568,0.26472795,0.09122761,0.00825743,0.33258547
-5.36968484,1.42717201,0.01057605,0.07648818,0.38779875,0.88742138,0.27985428,0.09719177,0.00851183,0.35808114
-5.36368184,1.49658258,0.01111068,0.08291580,0.42588795,0.91557112,0.29638411,0.10355874,0.00876276,0.38610071
-5.35767884,1.56665598,0.01161571,0.08985572,0.46698826,0.94144477,0.31412234,0.11025645,0.00900284,0.41642066
-5.35167584,1.63667500,0.01208045,0.09725439,0.51084894,0.96472242,0.33286500,0.11720877,0.00922531,0.44878842
-5.34567284,1.70595219,0.01249479,0.10505024,0.55716891,0.98514980,0.35240166,0.12433649,0.00942413,0.48292329
-5.33966983,1.77383617,0.01284951,0.11317371,0.60559577,1.00254102,0.37251794,0.13155846,0.00959413,0.51851786
-5.33366683,1.83971613,0.01313651,0.12154747,0.65572621,1.01677893,0.39299808,0.13879266,0.00973112,0.55524001
-5.32766383,1.90302485,0.01334910,0.13008695,0.70710819,1.02781301,0.41362748,0.14595739,0.00983198,0.59273563
-5.32166083,1.96324029,0.01348210,0.13870112,0.75924478,1.03565506,0.43419534,0.15297247,0.00989466,0.63063194
-5.31565783,2.01988612,0.01353207,0.14729359,0.81159973,1.04037304,0.45449727,0.15976035,0.00991819,0.66854157
-5.30965483,2.07253128,0.01349735,0.15576392,0.86360479,1.04208341,0.47433776,0.16624729,0.00990265,0.70606729
-5.30365183,2.12078914,0.01337808,0.16400923,0.91466844,1.04094235,0.49353256,0.17236434,0.00984911,0.74280729
-5.29764882,2.16431615,0.01317622,0.17192601,0.96418606,1.03713637,0.51191082,0.17804832,0.00975948,0.77836096
-5.29164582,2.20281056,0.01289538,0.17941207,1.01155100,1.03087282,0.52931693,0.18324263,0.00963644,0.81233498
-5.28564282,2.23601123,0.01254076,0.18636858,1.05616645,1.02237062,0.54561204,0.18789788,0.00948326,0.84434961
-5.27963982,2.26369665,0.01211891,0.19270217,1.09745754,1.01185164,0.56067507,0.19197241,0.00930364,0.87404493
-5.27363682,2.28568438,0.01163754,0.19832693,1.13488340,0.99953312,0.57440332,0.19543259,0.00910157,0.90108693
-5.26763382,2.30183086,0.01110523,0.20316634,1.16794871,0.98562126,0.58671255,0.19825293,0.00888114,0.92517313
-5.26163082,2.31203153,0.01053119,0.20715492,1.19621442,0.97030627,0.59753662,0.20041605,0.00864641,0.94603774
-5.25562781,2.31622128,0.00992499,0.21023976,1.21930722,0.95375885,0.60682656,0.20191243,0.00840125,0.96345600
-5.24962481,2.31437502,0.00929626,0.21238158,1.23692745,0.93612816,0.61454934,0.20274007,0.00814923,0.97724771
-5.24362181,2.30650827,0.00865445,0.21355555,1.24885529,0.91754115,0.62068623,0.20290398,0.00789352,0.98727980
-5.23761881,2.29267768,0.00800861,0.21375166,1.25495495,0.89810316,0.62523093,0.20241556,0.00763682,0.99346786
-5.23161581,2.27298112,0.00736717,0.21297476,1.25517674,0.87789952,0.62818756,0.20129200,0.00738134,0.99577658
-5.22561281,2.24755744,0.00673777,0.21124412,1.24955707,0.85699799,0.62956862,0.19955548,0.00712875,0.99421912
-5.21960980,2.21658563,0.00612713,0.20859274,1.23821633,0.83545178,0.62939304,0.19723254,0.00688019,0.98885555
-5.21360680,2.18028338,0.00554099,0.20506623,1.22135481,0.81330280,0.62768435,0.19435331,0.00663634,0.97979023
-5.20760380,2.13890489,0.00498405,0.20072144,1.19924677,0.79058514,0.62446928,0.19095084,0.00639743,0.96716838
-5.20160080,2.09273809,0.00445993,0.19562483,1.17223296,0.76732833,0.61977651,0.18706051,0.00616334,0.95117199
-5.19559780,2.04210127,0.00397123,0.18985073,1.14071177,0.74356043,0.61363599,0.18271940,0.00593366,0.93201509
-5.18959480,1.98733910,0.00351957,0.18347942,1.10512946,0.71931064,0.60607862,0.17796584,0.00570777,0.90993863
-5.18359180,1.92881844,0.00310568,0.17659519,1.06596953,0.69461158,0.59713632,0.17283898,0.00548494,0.88520520
-5.17758879,1.86692381,0.00272947,0.16928447,1.02374193,0.66950100,0.58684257,0.16737838,0.00526437,0.85809359
-5.17158579,1.80205295,0.00239017,0.16163398,0.97897209,0.64402303,0.57523329,0.16162378,0.00504532,0.82889348
-5.16558279,1.73461240,0.00208643,0.15372905,0.93219034,0.61822910,0.56234793,0.15561483,0.00482714,0.79790039
-5.15957979,1.66501355,0.00181643,0.14565213,0.88392186,0.59217836,0.54823085,0.14939091,0.00460930,0.76541097
-5.15357679,1.59366900,0.00157801,0.13748146,0.83467749,0.56593790,0.53293274,0.14299102,0.00439146,0.73171882
-5.14757379,1.52098955,0.00136880,0.12929006,0.78494560,0.53958277,0.51651202,0.13645362,0.00417349,0.69711074
-5.14157079,1.44738177,0.00118625,0.12114485,0.73518517,0.51319580,0.49903619,0.12981662,0.00395546,0.66186372
-5.13556778,1.37324616,0.00102779,0.11310616,0.68582014,0.48686744,0.48058287,0.12311727,0.00373765,0.62624238
-5.12956478,1.29897596,0.00089088,0.10522734,0.63723522,0.46069548,0.46124059,0.11639208,0.00352052,0.59049717
-5.12356178,1.22495632,0.00077305,0.09755470,0.58977300,0.43478487,0.44110920,0.10967683,0.00330471,0.55486299
-5.11755878,1.15156405,0.00067199,0.09012756,0.54373243,0.40924748,0.42029978,0.10300645,0.00309100,0.51955834
-5.11155578,1.07916744,0.00058553,0.08297853,0.49936851,0.38420193,0.39893410,0.09641496,0.00288028,0.48478493
-5.10555278,1.00812627,0.00051172,0.07613391,0.45689311,0.35977330,0.37714362,0.08993537,0.00267349,0.45072758
-5.09954977,0.93879181,0.00044882,0.06961417,0.41647673,0.33609292,0.35506798,0.08359959,0.00247163,0.41755444
-5.09354677,0.87150661,0.00039531,0.06343451,0.37825109,0.31329792,0.33285305,0.07743827,0.00227570,0.38541727
-5.08754377,0.80660401,0.00034985,0.05760551,0.34231225,0.29153071,0.31064863,0.07148070,0.00208664,0.35445197
-5.08154077,0.74440734,0.00031133,0.05213375,0.30872427,0.27093822,0.28860592,0.06575461,0.00190537,0.32477903
-5.07553777,0.68522868,0.00027884,0.04702243,0.27752311,0.25167091,0.26687471,0.06028605,0.00173270,0.29650410
-5.06953477,0.62936722,0.00025161,0.04227201,0.24872066,0.23388145,0.24560058,0.05509918,0.00156935,0.26971848
-5.06353177,0.57710731,0.00022905,0.03788081,0.22230877,0.21772313,0.22492215,0.05021617,0.00141595,0.24449964
-5.05752876,0.52871602,0.00021069,0.03384554,0.19826320,0.20334786,0.20496849,0.04565700,0.00127298,0.22091165
-5.05152576,0.48444056,0.00019618,0.03016188,0.17654742,0.19090387,0.18585679,0.04143932,0.00114082,0.19900577
-5.04552276,0.44450542,0.00018528,0.02682496,0.15711609,0.18053302,0.16769041,0.03757843,0.00101971,0.17882089
-5.03951976,0.40910946,0.00017780,0.02382983,0.13991832,0.17236774,0.15055742,0.03408708,0.00090980,0.16038421
-5.03351676,0.37842295,0.00017363,0.02117189,0.12490059,0.16652771,0.13452955,0.03097551,0.00081111,0.14371186
-5.02751376,0.35258463,0.00017267,0.01884735,0.11200938,0.16311625,0.11966170,0.02825139,0.00072358,0.12880966
-5.02151076,0.33169897,0.00017488,0.01685354,0.10119336,0.16221650,0.10599199,0.02591984,0.00064703,0.11567405
-5.01550775,0.31583359,0.00018020,0.01518935,0.09240532,0.16388757,0.09354228,0.02398345,0.00058123,0.10429299
-5.00950475,0.30501700,0.00018858,0.01385543,0.08560365,0.16816069,0.08231909,0.02244232,0.00052587,0.09464703
-5.00350175,0.29923662,0.00019995,0.01285451,0.08075351,0.17503551,0.07231494,0.02129416,0.00048059,0.08671036
-4.99749875,0.29843727,0.00021422,0.01219153,0.07782746,0.18447677,0.06350997,0.02053435,0.00044496,0.08045190
-4.99149575,0.30252011,0.00023124,0.01187372,0.07680580,0.19641160,0.05587373,0.02015600,0.00041854,0.07583629
-4.98549275,0.31134210,0.00025084,0.01191056,0.07767630,0.21072736,0.04936711,0.02015001,0.00040084,0.07282479
-4.97948974,0.32471618,0.00027282,0.01231362,0.08043349,0.22727063,0.04394421,0.02050518,0.00039136,0.07137603
-4.97348674,0.34241202,0.00029688,0.01309621,0.08507744,0.24584718,0.03955422,0.02120820,0.00038958,0.07144654
-4.96748374,0.36415761,0.00032272,0.01427290,0.09161192,0.26622329,0.03614304,0.02224372,0.00039498,0.07299096
-4.96148074,0.38964168,0.00034996,0.01585886,0.10004206,0.28812845,0.03365479,0.02359437,0.00040701,0.07596203
-4.95547774,0.41851681,0.00037819,0.01786896,0.11037145,0.31125956,0.03203293,0.02524073,0.00042515,0.08031022
-4.94947474,0.45040355,0.00040696,0.02031684,0.12259873,0.33528656,0.03122119,0.02716141,0.00044886,0.08598308
-4.94347174,0.48489519,0.00043580,0.02321366,0.13671377,0.35985951,0.03116416,0.02933296,0.00047764,0.09292424
-4.93746873,0.52156324,0.00046420,0.02656684,0.15269350,0.38461677,0.03180756,0.03172995,0.00051097,0.10107217
-4.93146573,0.55996356,0.00049166,0.03037870,0.17049753,0.40919430,0.03309828,0.03432499,0.00054838,0.11035881
-4.92546273,0.59964276,0.00051768,0.03464510,0.19006377,0.43323544,0.03498417,0.03708871,0.00058941,0.12070794
-4.91945973,0.64014492,0.00054179,0.03935401,0.21130419,0.45640099,0.03741364,0.03998992,0.00063364,0.13203361
-4.91345673,0.68101821,0.00056354,0.04448439,0.23410092,0.47837910,0.04033511,0.04299569,0.00068068,0.14423867
-4.90745373,0.72182124,0.00058255,0.05000505,0.25830309,0.49889438,0.04369646,0.04607148,0.00073017,0.15721336
-4.90145073,0.76212893,0.00059846,0.05587395,0.28372433,0.51771587,0.04744440,0.04918142,0.00078181,0.17083436
-4.89544772,0.80153768,0.00061101,0.06203772,0.31014151,0.53466343,0.05152393,0.05228853,0.00083532,0.18496414
-4.88944472,0.83966956,0.00062002,0.06843165,0.33729469,0.54961208,0.05587791,0.05535509,0.00089048,0.19945093
-4.88344172,0.87617560,0.00062538,0.07498007,0.36488846,0.56249405,0.06044676,0.05834299,0.00094708,0.21412922
-4.87743872,0.91073786,0.00062706,0.08159731,0.39259492,0.57329840,0.06516838,0.06121420,0.00100496,0.22882096
-4.87143572,0.94307043,0.00062513,0.08818905,0.42005817,0.58206807,0.06997828,0.06393130,0.00106397,0.24333752
-4.86543272,0.97291946,0.00061972,0.09465417,0.44690035,0.58889458,0.07480990,0.06645798,0.00112399,0.25748226
-4.85942971,1.00006215,0.00061106,0.10088707,0.47272917,0.59391044,0.07959521,0.06875962,0.00118486,0.27105381
-4.85342671,1.02430507,0.00059941,0.10678034,0.49714660,0.59727981,0.08426549,0.07080395,0.00124643,0.28384993
-4.84742371,1.04548200,0.00058511,0.11222763,0.51975854,0.59918782,0.08875229,0.07256156,0.00130849,0.29567181
-4.84142071,1.06345143,0.00056853,0.11712678,0.54018512,0.59982910,0.09298853,0.07400657,0.00137081,0.30632870
-4.83541771,1.07809409,0.00055005,0.12138290,0.55807110,0.59939615,0.09690972,0.07511710,0.00143305,0.31564267
-4.82941471,1.08931077,0.00053009,0.12491139,0.57309618,0.59806824,0.10045524,0.07587582,0.00149484,0.32345327
-4.82341171,1.09702052,0.00050903,0.12764068,0.58498453,0.59600142,0.10356956,0.07627031,0.00155568,0.32962200
-4.81740870,1.10115961,0.00048726,0.12951465,0.59351327,0.59332021,0.10620343,0.07629341,0.00161501,0.33403626
-4.81140570,1.10168114,0.00046513,0.13049449,0.59851946,0.59011141,0.10831500,0.07594340,0.00167217,0.33661267
-4.80540270,1.09855559,0.00044296,0.13056004,0.59990523,0.58642041,0.10987072,0.07522410,0.00172640,0.33729960
-4.79939970,1.09177204,0.00042102,0.12971047,0.59764092,0.58225015,0.11084609,0.07414478,0.00177689,0.33607874
-4.79339670,1.08134022,0.00039955,0.12796426,0.59176597,0.57756279,0.11122617,0.07272002,0.00182278,0.33296572
-4.78739370,1.06729308,0.00037871,0.12535854,0.58238760,0.57228393,0.11100586,0.07096933,0.00186316,0.32800966
-4.78139070,1.04968971,0.00035862,0.12194776,0.56967727,0.56630908,0.11018992,0.06891679,0.00189714,0.32129168
-4.77538769,1.02861834,0.00033938,0.11780179,0.55386517,0.55951208,0.10879279,0.06659041,0.00192386,0.31292252
-4.76938469,1.00419928,0.00032103,0.11300353,0.53523292,0.55175479,0.10683811,0.06402157,0.00194253,0.30303924
-4.76338169,0.97658733,0.00030355,0.10764617,0.51410490,0.54289757,0.10435807,0.06124427,0.00195245,0.29180125
-4.75737869,0.94597348,0.00028694,0.10183015,0.49083854,0.53280988,0.10139259,0.05829440,0.00195309,0.27938580
-4.75137569,0.91258582,0.00027115,0.09566008,0.46581397,0.52138046,0.09798828,0.05520896,0.00194404,0.26598314
-4.74537269,0.87668911,0.00025613,0.08924167,0.43942349,0.50852639,0.09419736,0.05202529,0.00192511,0.25179148
-4.73936968,0.83858335,0.00024182,0.08267876,0.41206139,0.49420062,0.09007645,0.04878034,0.00189631,0.23701203
-4.73336668,0.79860088,0.00022815,0.07607064,0.38411421,0.47839766,0.08568531,0.04551002,0.00185786,0.22184426
-4.72736368,0.75710228,0.00021509,0.06950980,0.35595204,0.46115696,0.08108562,0.04224853,0.00181022,0.20648149
-4.72136068,0.71447114,0.00020260,0.06307996,0.32792103,0.44256410,0.07633971,0.03902788,0.00175404,0.19110705
-4.71535768,0.67110772,0.00019066,0.05685469,0.30033721,0.42274955,0.07150939,0.03587745,0.00169019,0.17589097
-4.70935468,0.62742190,0.00017926,0.05089646,0.27348187,0.40188545,0.06665488,0.03282364,0.00161970,0.16098743
-4.70335168,0.58382562,0.00016843,0.04525617,0.24759843,0.38018028,0.06183379,0.02988967,0.00154376,0.14653282
-4.69734867,0.54072510,0.00015819,0.03997314,0.22289084,0.35787221,0.05710027,0.02709549,0.00146366,0.13264459
-4.69134567,0.49851321,0.00014862,0.03507549,0.19952341,0.33522114,0.05250426,0.02445769,0.00138079,0.11942076
-4.68534267,0.45756226,0.00013976,0.03058096,0.17762186,0.31250018,0.04809092,0.02198964,0.00129655,0.10694006
-4.67933967,0.41821758,0.00013170,0.02649785,0.15727560,0.28998688,0.04390020,0.01970164,0.00121236,0.09526268
-4.67333667,0.38079211,0.00012453,0.02282636,0.13854082,0.26795468,0.03996658,0.01760116,0.00112958,0.08443148
-4.66733367,0.34556224,0.00011834,0.01955994,0.12144442,0.24666507,0.03631895,0.01569312,0.00104950,0.07447370
-4.66133067,0.31276505,0.00011323,0.01668681,0.10598840,0.22636069,0.03298068,0.01398032,0.00097331,0.06540291
-4.65532766,0.28259709,0.00010930,0.01419143,0.09215463,0.20725969,0.02996980,0.01246374,0.00090207,0.05722129
-4.64932466,0.25521470,0.00010665,0.01205604,0.07990979,0.18955156,0.02729931,0.01114311,0.00083668,0.04992203
-4.64332166,0.23073587,0.00010536,0.01026203,0.06921030,0.17339450,0.02497774,0.01001726,0.00077787,0.04349183
